,Emmas Image,Lektra Nick,Vinny Dewalt,Our Boy Ziggy,Especial Speed,Zipping Pistol,Chappys Thief,Milski
09-01-2023 14:10:51.132842,"(9.0, 15.5, 14.227272727272727)","(8.0, 11.5, 11.2)","(13.0, 16.0, 12.956521739130435)","(7.5, 12.0, 9.146341463414634)","(3.0, 3.2, 2.9725)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2818181818181817)","(12.0, 22.0, 13.529411764705882)"
09-01-2023 14:10:52.197630,"(9.0, 15.5, 14.227272727272727)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 14.3)","(7.5, 12.0, 9.146341463414634)","(3.0, 3.2, 2.9725)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2818181818181817)","(12.0, 22.0, 13.529411764705882)"
09-01-2023 14:10:53.318619,"(9.0, 15.5, 14.227272727272727)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 14.3)","(7.5, 12.0, 9.146341463414634)","(3.0, 3.2, 2.9725)","(91.0, 550.0, 355.0)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 13.529411764705882)"
09-01-2023 14:10:54.381389,"(9.0, 15.5, 14.227272727272727)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 14.3)","(7.5, 12.0, 9.146341463414634)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:10:55.487285,"(9.0, 15.5, 14.227272727272727)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.846153846153847)","(7.5, 12.0, 9.146341463414634)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:10:56.641947,"(9.0, 15.5, 14.227272727272727)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.8)","(7.5, 12.0, 9.146341463414634)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 486.6666666666667)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:10:57.653468,"(9.0, 15.5, 14.1)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.8)","(7.5, 12.0, 9.146341463414634)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:10:58.654430,"(9.0, 15.5, 13.653846153846153)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.8)","(7.5, 12.0, 9.146341463414634)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:10:59.711369,"(9.0, 15.5, 13.75)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.833333333333334)","(7.5, 12.0, 9.146341463414634)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:00.785761,"(9.0, 15.5, 13.884615384615385)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.833333333333334)","(7.5, 12.0, 9.666666666666666)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:01.880135,"(9.0, 15.5, 13.884615384615385)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.833333333333334)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:03.009262,"(9.0, 15.5, 13.884615384615385)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.954545454545455)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 420.0)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:04.084629,"(9.0, 15.5, 13.884615384615385)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 13.22972972972973)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:05.133831,"(9.0, 15.5, 13.884615384615385)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 13.22972972972973)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:06.174473,"(9.0, 15.5, 13.884615384615385)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 13.22972972972973)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:07.160501,"(9.0, 15.5, 13.884615384615385)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.954545454545455)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.269230769230769)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:08.147957,"(9.0, 15.5, 13.884615384615385)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.954545454545455)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:09.183239,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.954545454545455)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:10.267421,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.954545454545455)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:11.385917,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.954545454545455)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:12.490413,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.954545454545455)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:13.516289,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.954545454545455)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:14.565539,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.790322580645162)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:15.629252,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 13.017241379310345)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:16.750693,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:17.868028,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:18.944843,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 420.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:20.002798,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 550.0, 486.6666666666667)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:21.053689,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:22.072174,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:23.102577,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:24.136413,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:25.170774,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:26.215722,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 486.6666666666667)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:27.258991,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 410.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:28.286456,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 410.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:29.277068,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 410.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:30.317704,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 490.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:31.308615,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:32.404525,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:33.379810,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:34.401764,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:35.497996,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:36.565133,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:37.695267,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(7.5, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:38.834652,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(8.0, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:39.867286,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(8.0, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:40.911582,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(8.0, 11.5, 9.128205128205128)","(3.0, 3.2, 2.957333333333333)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:41.969803,"(9.0, 15.5, 14.0)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 12.73076923076923)","(8.0, 11.5, 9.128205128205128)","(3.0, 3.2, 3.026666666666667)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:43.036522,"(9.0, 15.5, 13.357142857142858)","(8.0, 11.5, 11.341176470588236)","(13.0, 15.5, 13.17741935483871)","(8.0, 11.5, 9.290697674418604)","(3.0, 3.2, 3.038235294117647)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:44.082630,"(9.0, 15.5, 13.5)","(8.0, 11.5, 10.96)","(13.0, 15.5, 13.564516129032258)","(8.0, 11.5, 9.290697674418604)","(3.0, 3.15, 2.9916666666666667)","(91.0, 650.0, 554.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 17.096774193548388)"
09-01-2023 14:11:45.150018,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.96)","(13.0, 15.5, 13.192307692307692)","(8.0, 11.5, 10.0)","(3.0, 3.15, 2.9854545454545454)","(91.0, 650.0, 415.0)","(2.35, 4.1, 3.2642857142857142)","(12.0, 22.0, 14.421052631578947)"
09-01-2023 14:11:46.177656,"(9.0, 15.5, 14.0)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 11.0, 10.0)","(3.0, 3.1, 2.9854545454545454)","(91.0, 650.0, 415.0)","(2.35, 4.1, 3.3571428571428568)","(12.0, 22.0, 14.421052631578947)"
09-01-2023 14:11:47.240154,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 11.0, 10.0)","(3.0, 3.1, 2.9854545454545454)","(91.0, 650.0, 415.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 22.0, 17.8)"
09-01-2023 14:11:48.411466,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 11.0, 9.27027027027027)","(3.0, 3.1, 2.9854545454545454)","(91.0, 650.0, 415.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 21.0, 19.846153846153847)"
09-01-2023 14:11:49.425845,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 11.0, 9.27027027027027)","(3.0, 3.1, 2.9854545454545454)","(91.0, 650.0, 415.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 21.0, 19.92857142857143)"
09-01-2023 14:11:50.432761,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 11.0, 9.27027027027027)","(3.0, 3.1, 2.9854545454545454)","(91.0, 650.0, 365.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 21.0, 19.92857142857143)"
09-01-2023 14:11:51.488109,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 11.0, 9.27027027027027)","(3.0, 3.1, 2.9854545454545454)","(91.0, 550.0, 365.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 21.0, 18.7)"
09-01-2023 14:11:52.562625,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 11.0, 9.625)","(3.0, 3.1, 2.9527272727272726)","(91.0, 550.0, 365.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 20.0, 17.4)"
09-01-2023 14:11:53.625886,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 10.5, 9.625)","(3.0, 3.1, 2.9527272727272726)","(91.0, 550.0, 415.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 20.0, 17.4)"
09-01-2023 14:11:54.825559,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 10.5, 9.208333333333334)","(3.0, 3.1, 2.9615384615384617)","(91.0, 650.0, 340.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 20.0, 15.666666666666666)"
09-01-2023 14:11:56.048218,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 10.5, 9.208333333333334)","(3.0, 3.1, 2.9571428571428573)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 20.0, 15.666666666666666)"
09-01-2023 14:11:57.109001,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 10.5, 9.208333333333334)","(3.0, 3.1, 2.9571428571428573)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 20.0, 15.666666666666666)"
09-01-2023 14:11:58.248315,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 10.5, 9.208333333333334)","(3.0, 3.1, 2.9571428571428573)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 20.0, 15.666666666666666)"
09-01-2023 14:11:59.644403,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 10.5, 9.208333333333334)","(3.0, 3.1, 2.9571428571428573)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 20.0, 15.666666666666666)"
09-01-2023 14:12:00.902217,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 10.5, 9.208333333333334)","(3.0, 3.1, 2.9571428571428573)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 20.0, 15.666666666666666)"
09-01-2023 14:12:02.013802,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 10.5, 9.208333333333334)","(3.0, 3.1, 2.9571428571428573)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.4035714285714285)","(12.0, 20.0, 15.728571428571428)"
09-01-2023 14:12:03.014769,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.5, 13.192307692307692)","(8.0, 10.5, 9.208333333333334)","(3.0, 3.1, 2.9571428571428573)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.751785714285714)","(12.0, 20.0, 16.772727272727273)"
09-01-2023 14:12:04.032811,"(9.0, 15.5, 14.5)","(8.0, 11.5, 10.4)","(13.0, 15.0, 13.863636363636363)","(8.0, 10.5, 9.208333333333334)","(3.0, 3.1, 2.9615384615384617)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.751785714285714)","(12.0, 19.5, 16.772727272727273)"
09-01-2023 14:12:05.084527,"(9.0, 15.5, 14.5)","(8.0, 11.0, 10.56)","(13.0, 15.0, 13.863636363636363)","(8.0, 10.5, 9.267857142857142)","(3.0, 3.1, 2.98)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.893181818181818)","(12.0, 19.0, 18.214285714285715)"
09-01-2023 14:12:06.171380,"(9.0, 15.5, 14.5)","(8.0, 11.0, 9.75)","(13.0, 15.0, 12.954545454545455)","(8.0, 10.5, 9.267857142857142)","(3.0, 3.1, 2.9615384615384617)","(91.0, 500.0, 340.0)","(2.35, 4.1, 3.4964285714285714)","(12.0, 19.0, 15.283783783783784)"
09-01-2023 14:12:07.249278,"(9.0, 15.5, 14.5)","(8.0, 11.0, 10.09090909090909)","(13.0, 15.0, 13.423076923076923)","(8.0, 10.5, 9.267857142857142)","(3.0, 3.1, 2.9836363636363634)","(91.0, 650.0, 415.0)","(2.35, 4.1, 3.4964285714285714)","(12.0, 19.0, 15.283783783783784)"
09-01-2023 14:12:08.311117,"(9.0, 15.5, 14.5)","(8.0, 11.0, 10.09090909090909)","(13.0, 14.5, 13.357142857142858)","(8.0, 10.5, 9.267857142857142)","(3.0, 3.1, 2.953333333333333)","(91.0, 650.0, 415.0)","(2.35, 4.1, 3.4964285714285714)","(12.0, 19.0, 15.283783783783784)"
09-01-2023 14:12:09.399117,"(9.0, 15.5, 14.5)","(8.0, 11.0, 10.09090909090909)","(13.0, 14.5, 13.433333333333334)","(8.0, 10.5, 9.267857142857142)","(3.0, 3.1, 2.99)","(91.0, 650.0, 415.0)","(2.35, 4.1, 3.5555555555555554)","(12.0, 19.0, 15.283783783783784)"
09-01-2023 14:12:10.536347,"(9.0, 15.5, 14.0)","(8.0, 11.0, 10.391304347826086)","(13.0, 14.5, 13.236842105263158)","(8.0, 10.5, 9.267857142857142)","(3.0, 3.1, 2.99)","(91.0, 650.0, 415.0)","(2.35, 4.0, 3.5555555555555554)","(12.0, 19.0, 14.535714285714286)"
09-01-2023 14:12:11.659255,"(9.0, 15.5, 14.666666666666666)","(8.0, 11.0, 10.523809523809524)","(13.0, 14.5, 13.236842105263158)","(8.0, 10.5, 9.46896551724138)","(3.0, 3.1, 3.005714285714286)","(91.0, 650.0, 415.0)","(2.35, 4.0, 3.5555555555555554)","(12.0, 19.0, 14.535714285714286)"
09-01-2023 14:12:13.052487,"(9.0, 15.5, 14.666666666666666)","(8.0, 11.0, 10.523809523809524)","(13.0, 14.5, 13.0)","(8.0, 10.5, 9.46896551724138)","(3.0, 3.1, 3.014838709677419)","(91.0, 650.0, 415.0)","(2.35, 4.0, 3.5555555555555554)","(12.0, 19.0, 14.535714285714286)"
09-01-2023 14:12:14.299820,"(9.0, 15.5, 14.666666666666666)","(8.0, 11.0, 10.523809523809524)","(13.0, 14.5, 12.710526315789474)","(8.0, 10.5, 9.46896551724138)","(3.0, 3.1, 3.014838709677419)","(91.0, 650.0, 415.0)","(2.35, 4.0, 3.5555555555555554)","(12.0, 19.0, 14.535714285714286)"
09-01-2023 14:12:15.392643,"(9.0, 15.5, 14.666666666666666)","(8.0, 11.0, 10.523809523809524)","(13.0, 14.5, 12.710526315789474)","(8.0, 10.5, 9.46896551724138)","(3.0, 3.1, 3.014838709677419)","(91.0, 650.0, 415.0)","(2.35, 4.0, 3.5555555555555554)","(12.0, 19.0, 14.833333333333334)"
09-01-2023 14:12:16.563441,"(9.0, 15.5, 14.666666666666666)","(8.0, 11.0, 10.523809523809524)","(13.0, 14.5, 12.710526315789474)","(8.0, 10.5, 9.46896551724138)","(3.0, 3.1, 3.014838709677419)","(91.0, 650.0, 415.0)","(2.35, 4.0, 3.5555555555555554)","(12.0, 19.0, 14.833333333333334)"
09-01-2023 14:12:17.734876,"(9.0, 15.5, 14.666666666666666)","(8.0, 11.0, 10.523809523809524)","(13.0, 14.5, 12.710526315789474)","(8.0, 10.5, 9.46896551724138)","(3.0, 3.1, 3.014838709677419)","(91.0, 650.0, 415.0)","(2.35, 4.0, 3.5555555555555554)","(12.0, 19.0, 14.833333333333334)"
