,Emmas Image,Lektra Nick,Vinny Dewalt,Our Boy Ziggy,Especial Speed,Zipping Pistol,Chappys Thief,Milski
09-01-2023 14:02:40.577399,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:41.707392,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:42.797040,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:43.891308,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:45.020093,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:46.032775,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:47.116695,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.025)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:48.269472,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.2043478260869565)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:49.398545,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:50.523467,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:51.667097,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:52.850026,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:53.991354,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:55.119029,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:56.198574,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:57.326879,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:58.402473,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:02:59.512809,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:00.690379,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:01.769282,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:02.892204,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:04.080525,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:05.147197,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:06.239544,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:07.400595,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:08.569530,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:09.767236,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:10.949683,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:12.098186,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:13.408580,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.9352941176470586)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:14.617277,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:15.877990,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.058333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:17.400225,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.111428571428571)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.202272727272727)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:18.684146,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.48)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.091666666666667)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:20.030322,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.48)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:21.185073,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.48)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:22.421570,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7153846153846155)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:23.656335,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.2399999999999998)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:24.855497,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.2399999999999998)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:26.013808,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.2399999999999998)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:27.117810,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:28.219639,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:29.234146,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:30.300943,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:31.369341,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:32.469458,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:33.512052,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:34.486930,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:35.531877,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:36.586834,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:37.688205,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:38.812213,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
09-01-2023 14:03:39.860364,"(9.0, 17.0, 12.555555555555555)","(8.0, 14.5, 12.438461538461539)","(13.0, 29.0, 25.125)","(7.5, 13.5, 12.280000000000001)","(3.0, 4.5, 3.7246153846153844)","(91.0, 650.0, 555.8333333333334)","(2.35, 3.85, 3.28125)","(12.0, 24.0, 20.0)"
