,Des Troy,Another Sparky,Classic Reactor,Ozzie Daybreak,Southern Burgundy,Spring Delight,Tale Of The Dragon,Gracie Cullen,Stormont Star,Orama
10,"[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 5, 54, 415434), 19.0, 38.0]"
11,"[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 666958), 19.0, 38.0]"
12,"[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 924465), 19.0, 38.0]"
13,"[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 208087), 19.0, 38.0]"
14,"[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 442044), 19.0, 38.0]"
15,"[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 0, 681423), 19.0, 38.0]"
16,"[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 924766), 19.0, 38.0]"
17,"[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 172554), 19.0, 38.0]"
18,"[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 432397), 19.0, 38.0]"
19,"[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 674751), 19.0, 38.0]"
20,"[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 923350), 19.0, 38.0]"
21,"[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 156808), 19.0, 38.0]"
22,"[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 398568), 19.0, 38.0]"
23,"[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 10, 653922), 19.0, 38.0]"
24,"[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 11, 901981), 19.0, 38.0]"
25,"[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 13, 159298), 19.0, 38.0]"
26,"[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 14, 528961), 19.0, 38.0]"
27,"[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 15, 768252), 19.0, 38.0]"
28,"[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 17, 18183), 19.0, 38.0]"
29,"[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 18, 298355), 19.0, 38.0]"
30,"[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 19, 551174), 19.0, 38.0]"
31,"[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 2.15, 3.3]","[datetime.datetime(2022, 11, 28, 16, 6, 20, 807403), 19.0, 38.0]"
