,Atlantic Way,Coronel,Doctor Jack,Martini Dancer,Casrock,Stars N Riches,Alexandra Road,Zeeluck
07-12-2022 17:50:56.132988,"(3.8, 4.2, 4.16441717791411)","(31.0, 55.0, 50.53191489361702)","(11.0, 14.0, 13.636363636363637)","(8.5, 11.5, 11.234375)","(2.15, 2.42, 2.4324489795918365)","(6.5, 7.6, 7.567391304347826)","(81.0, 130.0, 123.46153846153847)","(31.0, 46.0, 44.90196078431372)"
07-12-2022 17:50:57.609525,"(3.7, 4.2, 4.160810810810811)","(31.0, 55.0, 50.50420168067227)","(11.0, 14.0, 13.636363636363637)","(8.5, 11.5, 11.25089605734767)","(2.15, 2.44, 2.4314634146341465)","(6.5, 7.6, 7.552173913043478)","(91.0, 130.0, 123.46153846153847)","(31.0, 46.0, 44.88)"
07-12-2022 17:50:59.045126,"(3.7, 4.2, 4.161494796594134)","(31.0, 55.0, 50.578512396694215)","(11.0, 14.0, 13.636363636363637)","(8.5, 11.5, 11.212121212121213)","(2.15, 2.44, 2.4370491803278687)","(6.5, 7.6, 7.576470588235294)","(91.0, 130.0, 123.46153846153847)","(31.0, 46.0, 44.977777777777774)"
07-12-2022 17:51:00.545176,"(3.7, 4.2, 4.161494796594134)","(31.0, 55.0, 50.75396825396825)","(11.0, 14.0, 13.741176470588236)","(8.5, 11.5, 11.247774480712167)","(2.2, 2.44, 2.4130434782608696)","(6.5, 7.6, 7.595348837209302)","(91.0, 130.0, 123.46153846153847)","(31.0, 46.0, 44.977777777777774)"
07-12-2022 17:51:01.994763,"(3.7, 4.2, 4.161713106295149)","(31.0, 55.0, 50.75396825396825)","(11.0, 14.0, 13.703910614525139)","(8.5, 11.5, 11.225396825396825)","(2.2, 2.42, 2.412235294117647)","(6.5, 7.6, 7.595348837209302)","(91.0, 130.0, 123.46153846153847)","(31.0, 46.0, 44.977777777777774)"
07-12-2022 17:51:03.446116,"(3.7, 4.2, 4.161713106295149)","(31.0, 55.0, 50.75396825396825)","(11.0, 14.0, 13.697142857142858)","(8.5, 11.5, 11.236842105263158)","(2.2, 2.42, 2.409082969432314)","(6.5, 7.6, 7.556020942408376)","(91.0, 130.0, 123.46153846153847)","(31.0, 46.0, 44.977777777777774)"
07-12-2022 17:51:04.873554,"(3.7, 4.2, 4.152129032258064)","(31.0, 55.0, 55.5)","(11.0, 14.0, 13.716577540106952)","(8.5, 11.5, 11.213804713804715)","(2.2, 2.44, 2.414959349593496)","(6.5, 7.6, 7.661261261261261)","(91.0, 130.0, 123.46153846153847)","(31.0, 46.0, 46.4)"
07-12-2022 17:51:06.315695,"(3.7, 4.2, 4.147419804741981)","(31.0, 60.0, 55.5)","(11.0, 14.0, 13.632075471698114)","(8.5, 11.5, 11.197635135135135)","(2.2, 2.44, 2.423030303030303)","(6.5, 7.8, 7.634645669291339)","(91.0, 130.0, 123.46153846153847)","(31.0, 48.0, 46.4)"
07-12-2022 17:51:07.742445,"(3.7, 4.2, 4.137061769616026)","(31.0, 60.0, 55.48780487804878)","(11.0, 14.0, 13.632075471698114)","(8.5, 11.5, 11.20103092783505)","(2.2, 2.44, 2.4085393258426966)","(6.5, 7.8, 7.609589041095891)","(91.0, 130.0, 123.46153846153847)","(31.0, 48.0, 46.054054054054056)"
07-12-2022 17:51:09.228256,"(3.7, 4.2, 5.784821428571428)","(31.0, 60.0, 91.5)","(11.0, 14.0, 15.5)","(8.5, 11.5, 17.0)","(2.2, 2.42, 2.428)","(6.5, 7.8, 8.218181818181819)","(91.0, 130.0, 130.0)","(31.0, 48.0, 57.75)"
07-12-2022 17:51:10.696701,"(3.7, 5.8, 4.681081081081081)","(31.0, 110.0, 73.0)","(11.0, 18.0, 13.5)","(8.5, 18.0, 11.333333333333334)","(2.2, 2.44, 2.3373584905660376)","(6.5, 8.4, 8.114285714285714)","(91.0, 290.0, 130.0)","(31.0, 65.0, 57.75)"
07-12-2022 17:51:12.184108,"(3.7, 3.95, 3.7948275862068965)","(31.0, 110.0, 69.0)","(11.0, 14.0, 10.635714285714286)","(8.5, 18.0, 13.0)","(2.2, 2.36, 2.2013502109704643)","(6.5, 8.4, 9.166666666666666)","(91.0, 290.0, 105.0)","(31.0, 65.0, 47.4)"
07-12-2022 17:51:13.749657,"(3.7, 3.95, 4.983333333333333)","(31.0, 80.0, 69.33333333333333)","(11.0, 12.5, 10.185714285714287)","(8.5, 17.0, 14.399999999999999)","(2.2, 2.24, 2.0663636363636364)","(6.5, 12.0, 11.688888888888888)","(91.0, 160.0, 131.66666666666669)","(31.0, 55.0, 48.666666666666664)"
07-12-2022 17:51:15.275124,"(3.7, 5.7, 4.983333333333333)","(31.0, 85.0, 62.66666666666667)","(11.0, 12.5, 11.428571428571429)","(8.5, 17.0, 12.96)","(2.2, 2.18, 2.015)","(6.5, 12.0, 10.35)","(91.0, 170.0, 100.0)","(31.0, 55.0, 59.2)"
07-12-2022 17:51:16.717758,"(3.7, 4.7, 6.25)","(31.0, 75.0, 50.0)","(11.0, 17.0, 11.428571428571429)","(8.5, 18.0, 12.96)","(2.2, 2.08, 1.8001301518438177)","(6.5, 12.5, 10.35)","(91.0, 180.0, 132.0)","(31.0, 65.0, 55.33333333333333)"
07-12-2022 17:51:18.271660,"(3.7, 6.6, 5.45)","(31.0, 70.0, 54.0)","(11.0, 17.0, 10.174999999999999)","(8.5, 18.0, 13.9)","(2.2, 1.83, 1.8084444444444445)","(6.5, 12.5, 9.149999999999999)","(91.0, 180.0, 120.0)","(31.0, 65.0, 47.0)"
07-12-2022 17:51:19.796705,"(3.7, 6.4, 6.1375)","(31.0, 70.0, 69.33333333333333)","(11.0, 17.0, 13.433333333333334)","(8.5, 18.0, 13.08)","(2.2, 1.99, 1.892)","(6.5, 12.0, 8.914285714285715)","(91.0, 180.0, 120.0)","(31.0, 65.0, 47.0)"
07-12-2022 17:51:21.411245,"(3.7, 6.4, 6.1375)","(31.0, 85.0, 52.0)","(11.0, 16.5, 13.05)","(8.5, 18.0, 9.866666666666667)","(2.2, 1.94, 2.185483870967742)","(6.5, 12.0, 11.30625)","(91.0, 180.0, 120.0)","(31.0, 65.0, 45.333333333333336)"
