,Dr Earnie,Little Amelia,Bombers Reward,Slingshot Queen,Dr Audrey,Dr Boone,Dr Cinny,Good Chat Sam
07-12-2022 18:41:01.447027,"(16.0, 23.0, 20.796296296296298)","(5.0, 8.4, 7.905882352941177)","(18.0, 24.0, 23.95)","(2.2, 2.88, 2.87)","(21.0, 38.0, 34.08695652173913)","(2.25, 2.68, 2.64)","(41.0, 60.0, 53.63636363636364)","(101.0, 710.0, 567.1428571428571)"
07-12-2022 18:41:02.494500,"(16.0, 23.0, 21.140625)","(5.0, 8.4, 8.018181818181818)","(18.0, 24.0, 23.782608695652172)","(2.2, 2.88, 2.813333333333333)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.68, 2.6114285714285717)","(41.0, 60.0, 48.8)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:03.667764,"(16.0, 23.0, 21.140625)","(5.0, 8.4, 7.905882352941177)","(18.0, 24.0, 23.94736842105263)","(2.2, 2.86, 2.8457142857142856)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.68, 2.626666666666667)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:04.854687,"(16.0, 23.0, 21.140625)","(5.0, 8.4, 8.018181818181818)","(18.0, 24.0, 23.94736842105263)","(2.2, 2.88, 2.837142857142857)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.68, 2.626666666666667)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:05.995982,"(16.0, 23.0, 21.140625)","(5.0, 8.4, 7.905882352941177)","(18.0, 24.0, 23.952380952380953)","(2.2, 2.88, 2.8318518518518516)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.68, 2.64)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:07.199987,"(16.0, 23.0, 21.140625)","(5.0, 8.4, 8.018181818181818)","(18.0, 24.0, 23.952380952380953)","(2.2, 2.88, 2.836)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.68, 2.64)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:08.324451,"(16.0, 23.0, 21.140625)","(5.0, 8.4, 8.018181818181818)","(18.0, 24.0, 23.952380952380953)","(2.2, 2.86, 2.8499999999999996)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.66, 2.63)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:09.492632,"(16.0, 23.0, 21.140625)","(5.0, 8.4, 7.905882352941177)","(18.0, 24.0, 23.952380952380953)","(2.2, 2.86, 2.82)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.66, 2.6333333333333333)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:10.673182,"(16.0, 23.0, 21.140625)","(5.0, 8.6, 8.257142857142856)","(18.0, 24.0, 23.94736842105263)","(2.2, 2.88, 2.837142857142857)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.66, 2.6514285714285717)","(41.0, 60.0, 50.666666666666664)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:11.815632,"(16.0, 23.0, 20.529411764705884)","(5.0, 8.6, 8.2)","(18.0, 24.0, 23.94736842105263)","(2.2, 2.88, 2.8035294117647056)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.66, 2.63)","(41.0, 60.0, 50.666666666666664)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:12.946176,"(16.0, 23.0, 21.09090909090909)","(5.0, 8.6, 8.046153846153846)","(18.0, 24.0, 24.795454545454547)","(2.2, 2.88, 2.844)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.66, 2.6500000000000004)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:14.237815,"(16.0, 23.0, 20.796296296296298)","(5.0, 8.6, 8.221052631578948)","(18.0, 25.0, 24.5)","(2.2, 2.86, 2.844)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.66, 2.64)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:15.553988,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.169230769230769)","(18.0, 25.0, 24.05263157894737)","(2.25, 2.86, 2.844)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.66, 2.625)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:16.783165,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.169230769230769)","(18.0, 25.0, 24.81818181818182)","(2.25, 2.86, 2.844)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.64, 2.6276923076923078)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:17.969194,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.169230769230769)","(18.0, 25.0, 24.81818181818182)","(2.25, 2.86, 2.844)","(21.0, 38.0, 34.58227848101266)","(2.25, 2.64, 2.6171428571428574)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:19.193360,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.263157894736842)","(18.0, 25.0, 24.866666666666667)","(2.25, 2.88, 2.8035294117647056)","(21.0, 38.0, 34.72)","(2.25, 2.64, 2.5925000000000002)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:20.386371,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.142857142857142)","(18.0, 25.0, 24.81818181818182)","(2.25, 2.88, 2.8035294117647056)","(21.0, 38.0, 34.72)","(2.25, 2.6, 2.56)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:21.502562,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.218181818181819)","(18.0, 25.0, 24.81818181818182)","(2.25, 2.88, 2.8457142857142856)","(21.0, 38.0, 34.72)","(2.25, 2.6, 2.56)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:22.633846,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.45)","(18.0, 25.0, 24.333333333333332)","(2.25, 2.88, 2.8457142857142856)","(21.0, 38.0, 34.72)","(2.25, 2.58, 2.546666666666667)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:23.770430,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.342857142857143)","(18.0, 25.0, 24.666666666666668)","(2.25, 2.88, 2.8246153846153845)","(21.0, 38.0, 34.72)","(2.25, 2.6, 2.56)","(41.0, 60.0, 52.74074074074074)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:24.948174,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.342857142857143)","(18.0, 23.0, 21.875)","(2.25, 2.9, 2.8499999999999996)","(21.0, 38.0, 34.72)","(2.25, 2.6, 2.59)","(41.0, 60.0, 53.0)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:26.121041,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.299999999999999)","(18.0, 21.0, 20.772727272727273)","(2.25, 2.88, 2.8633333333333333)","(21.0, 38.0, 34.72)","(2.25, 2.6, 2.58)","(41.0, 60.0, 53.0)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:27.262161,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.299999999999999)","(18.0, 21.0, 20.666666666666668)","(2.25, 2.94, 2.8866666666666667)","(21.0, 38.0, 34.72)","(2.25, 2.6, 2.58)","(41.0, 60.0, 53.0)","(101.0, 710.0, 619.090909090909)"
07-12-2022 18:41:28.310440,"(16.0, 23.0, 21.140625)","(5.5, 8.6, 8.299999999999999)","(18.0, 21.0, 20.833333333333332)","(2.3, 2.94, 2.893333333333333)","(21.0, 38.0, 34.72)","(2.25, 2.56, 2.546190476190476)","(41.0, 60.0, 53.0)","(101.0, 700.0, 525.0)"
07-12-2022 18:41:29.461082,"(16.0, 23.0, 21.09090909090909)","(5.5, 8.6, 8.299999999999999)","(18.0, 21.0, 20.85)","(2.3, 2.94, 2.913333333333333)","(21.0, 38.0, 34.72)","(2.25, 2.54, 2.5300000000000002)","(41.0, 60.0, 53.0)","(101.0, 700.0, 525.0)"
07-12-2022 18:41:30.687926,"(16.0, 23.0, 21.09090909090909)","(5.5, 8.6, 8.299999999999999)","(17.0, 21.0, 20.9)","(2.3, 2.98, 2.913333333333333)","(21.0, 38.0, 34.72)","(2.25, 2.54, 2.536)","(41.0, 60.0, 53.0)","(101.0, 700.0, 525.0)"
07-12-2022 18:41:31.830142,"(16.0, 23.0, 21.09090909090909)","(5.5, 8.6, 8.299999999999999)","(17.0, 22.0, 20.309859154929576)","(2.3, 2.96, 2.94)","(21.0, 38.0, 34.72)","(2.25, 2.54, 2.536)","(41.0, 60.0, 54.16666666666667)","(101.0, 700.0, 525.0)"
07-12-2022 18:41:32.903133,"(16.0, 23.0, 21.09090909090909)","(5.5, 8.6, 8.299999999999999)","(17.0, 22.0, 20.37837837837838)","(2.3, 2.96, 2.94)","(21.0, 38.0, 34.72)","(2.25, 2.54, 2.536)","(41.0, 60.0, 54.16666666666667)","(101.0, 700.0, 525.0)"
07-12-2022 18:41:34.000039,"(16.0, 23.0, 21.09090909090909)","(5.5, 8.6, 8.299999999999999)","(17.0, 22.0, 20.37837837837838)","(2.3, 2.98, 2.9514285714285715)","(21.0, 38.0, 34.72)","(2.25, 2.54, 2.533333333333333)","(41.0, 60.0, 49.5)","(101.0, 700.0, 485.625)"
07-12-2022 18:41:35.177617,"(16.0, 23.0, 21.09090909090909)","(5.5, 8.6, 8.25)","(17.0, 22.0, 20.383561643835616)","(2.3, 2.98, 2.9514285714285715)","(21.0, 38.0, 34.72)","(2.25, 2.54, 2.534)","(41.0, 60.0, 51.25)","(101.0, 700.0, 492.0)"
07-12-2022 18:41:36.318837,"(16.0, 23.0, 21.09090909090909)","(5.5, 8.6, 8.507692307692308)","(17.0, 22.0, 20.238805970149254)","(2.3, 2.92, 2.902727272727273)","(21.0, 38.0, 34.72)","(2.25, 2.54, 2.536)","(41.0, 55.0, 52.54545454545455)","(101.0, 630.0, 588.0)"
07-12-2022 18:41:37.478534,"(16.0, 23.0, 20.157894736842106)","(5.5, 8.6, 8.514285714285714)","(17.0, 22.0, 20.096774193548388)","(2.3, 2.9, 2.8427272727272728)","(21.0, 38.0, 34.75675675675676)","(2.25, 2.54, 2.5375)","(41.0, 55.0, 49.130434782608695)","(101.0, 630.0, 588.0)"
07-12-2022 18:41:38.984849,"(16.0, 23.0, 20.23076923076923)","(5.5, 8.6, 8.553846153846154)","(17.0, 22.0, 20.096774193548388)","(2.3, 2.9, 2.827741935483871)","(21.0, 38.0, 34.75675675675676)","(2.25, 2.54, 2.5375)","(41.0, 55.0, 49.130434782608695)","(101.0, 630.0, 588.0)"
07-12-2022 18:41:40.142976,"(16.0, 23.0, 20.23076923076923)","(5.5, 8.6, 8.553846153846154)","(17.0, 22.0, 20.096774193548388)","(2.3, 2.9, 2.827741935483871)","(21.0, 38.0, 34.75675675675676)","(2.25, 2.54, 2.5375)","(41.0, 55.0, 49.130434782608695)","(101.0, 630.0, 588.0)"
07-12-2022 18:41:41.444137,"(16.0, 23.0, 21.75862068965517)","(5.5, 8.8, 8.476923076923077)","(17.0, 21.0, 20.075)","(2.3, 2.9, 2.862307692307692)","(21.0, 38.0, 35.885714285714286)","(2.25, 2.62, 2.595)","(41.0, 55.0, 49.6)","(101.0, 630.0, 588.0)"
07-12-2022 18:41:42.604542,"(16.0, 23.0, 21.75862068965517)","(5.5, 8.8, 8.476923076923077)","(17.0, 21.0, 20.075)","(2.3, 2.92, 2.862307692307692)","(21.0, 36.0, 35.885714285714286)","(2.25, 2.64, 2.592)","(41.0, 55.0, 50.30434782608695)","(101.0, 630.0, 420.0)"
07-12-2022 18:41:43.747368,"(16.0, 23.0, 21.75862068965517)","(5.5, 8.8, 8.476923076923077)","(17.0, 20.0, 19.75)","(2.3, 2.86, 2.848888888888889)","(21.0, 36.0, 35.885714285714286)","(2.25, 2.64, 2.645)","(41.0, 55.0, 50.30434782608695)","(101.0, 630.0, 456.0)"
07-12-2022 18:41:44.971264,"(16.0, 23.0, 21.75862068965517)","(5.5, 8.8, 8.476923076923077)","(17.0, 20.0, 19.666666666666668)","(2.3, 2.88, 2.8671698113207547)","(21.0, 36.0, 35.885714285714286)","(2.25, 2.66, 2.6076923076923078)","(41.0, 55.0, 50.30434782608695)","(101.0, 620.0, 456.0)"
07-12-2022 18:41:46.267500,"(16.0, 23.0, 21.75862068965517)","(5.5, 8.8, 8.476923076923077)","(17.0, 20.0, 19.06382978723404)","(2.3, 2.88, 2.8666666666666667)","(21.0, 36.0, 35.885714285714286)","(2.25, 2.64, 2.6133333333333333)","(41.0, 55.0, 50.30434782608695)","(101.0, 620.0, 529.090909090909)"
07-12-2022 18:41:47.618360,"(16.0, 23.0, 21.96153846153846)","(5.5, 8.8, 8.476923076923077)","(17.0, 21.0, 18.73148148148148)","(2.3, 2.88, 2.874871794871795)","(21.0, 36.0, 35.885714285714286)","(2.25, 2.64, 2.5933333333333333)","(41.0, 55.0, 50.30434782608695)","(101.0, 600.0, 411.17647058823525)"
07-12-2022 18:41:48.760805,"(16.0, 23.0, 21.96153846153846)","(5.5, 8.8, 8.476923076923077)","(17.0, 21.0, 18.73148148148148)","(2.3, 2.88, 2.898285714285714)","(21.0, 36.0, 35.411764705882355)","(2.25, 2.64, 2.625)","(41.0, 55.0, 50.30434782608695)","(101.0, 590.0, 512.7272727272727)"
07-12-2022 18:41:49.962730,"(16.0, 23.0, 21.96153846153846)","(5.5, 8.6, 8.32)","(17.0, 21.0, 19.484848484848484)","(2.3, 2.9, 2.9027450980392158)","(21.0, 36.0, 35.714285714285715)","(2.25, 2.64, 2.618181818181818)","(41.0, 55.0, 50.30434782608695)","(101.0, 580.0, 504.54545454545456)"
07-12-2022 18:41:51.063133,"(16.0, 23.0, 21.545454545454547)","(5.5, 8.6, 8.32)","(17.0, 21.0, 19.484848484848484)","(2.3, 2.92, 2.8985)","(21.0, 36.0, 35.41538461538462)","(2.25, 2.62, 2.6100000000000003)","(41.0, 55.0, 50.30434782608695)","(101.0, 570.0, 504.54545454545456)"
07-12-2022 18:41:52.234654,"(16.0, 23.0, 21.5)","(5.5, 8.6, 8.366666666666665)","(17.0, 21.0, 19.372093023255815)","(2.3, 2.9, 2.9024)","(21.0, 38.0, 35.41538461538462)","(2.25, 2.64, 2.6100000000000003)","(41.0, 55.0, 50.30434782608695)","(101.0, 570.0, 504.54545454545456)"
07-12-2022 18:41:53.522420,"(16.0, 23.0, 21.5)","(5.5, 8.6, 8.378947368421052)","(17.0, 21.0, 19.372093023255815)","(2.3, 2.92, 2.92)","(21.0, 38.0, 34.84615384615385)","(2.25, 2.64, 2.6133333333333333)","(41.0, 55.0, 50.30434782608695)","(101.0, 570.0, 504.54545454545456)"
07-12-2022 18:41:54.752222,"(16.0, 23.0, 21.5)","(5.5, 8.0, 7.647457627118643)","(17.0, 21.0, 19.372093023255815)","(2.3, 2.94, 2.931111111111111)","(21.0, 38.0, 34.81481481481482)","(2.25, 2.66, 2.6533333333333333)","(41.0, 55.0, 50.30434782608695)","(101.0, 570.0, 504.54545454545456)"
07-12-2022 18:41:55.957774,"(16.0, 23.0, 21.5)","(5.5, 7.8, 7.778947368421052)","(17.0, 21.0, 19.40909090909091)","(2.3, 2.94, 2.931111111111111)","(21.0, 38.0, 34.83018867924528)","(2.25, 2.66, 2.641)","(41.0, 55.0, 50.30434782608695)","(101.0, 570.0, 488.1818181818182)"
07-12-2022 18:41:57.234694,"(16.0, 23.0, 21.5)","(5.5, 7.8, 7.788888888888889)","(17.0, 21.0, 19.36)","(2.3, 2.94, 2.874285714285714)","(21.0, 38.0, 34.785714285714285)","(2.25, 2.68, 2.6500000000000004)","(41.0, 55.0, 50.30434782608695)","(101.0, 550.0, 488.1818181818182)"
07-12-2022 18:41:58.327011,"(16.0, 23.0, 21.5)","(5.5, 8.0, 7.976470588235294)","(17.0, 21.0, 19.36)","(2.3, 2.88, 2.874285714285714)","(21.0, 38.0, 34.84615384615385)","(2.25, 2.68, 2.67)","(41.0, 55.0, 50.30434782608695)","(101.0, 550.0, 480.0)"
07-12-2022 18:41:59.559628,"(16.0, 23.0, 21.5)","(5.5, 8.0, 7.9)","(17.0, 21.0, 19.29090909090909)","(2.3, 2.86, 2.8339999999999996)","(21.0, 38.0, 34.84615384615385)","(2.25, 2.72, 2.6914285714285717)","(41.0, 55.0, 50.30434782608695)","(101.0, 540.0, 480.0)"
07-12-2022 18:42:00.776458,"(16.0, 23.0, 21.454545454545453)","(5.5, 8.0, 7.685333333333333)","(17.0, 21.0, 19.29090909090909)","(2.3, 2.84, 2.8057142857142856)","(21.0, 38.0, 35.833333333333336)","(2.25, 2.72, 2.706666666666667)","(41.0, 55.0, 50.30434782608695)","(101.0, 540.0, 480.0)"
07-12-2022 18:42:01.973392,"(16.0, 23.0, 21.454545454545453)","(5.5, 7.8, 7.685333333333333)","(17.0, 21.0, 19.29090909090909)","(2.3, 2.84, 2.8109090909090906)","(21.0, 36.0, 35.833333333333336)","(2.25, 2.74, 2.7383333333333337)","(41.0, 55.0, 50.30434782608695)","(101.0, 540.0, 323.33333333333337)"
07-12-2022 18:42:03.192608,"(16.0, 23.0, 21.454545454545453)","(5.5, 7.8, 7.712)","(17.0, 21.0, 19.625)","(2.3, 2.82, 2.8207999999999998)","(21.0, 36.0, 35.833333333333336)","(2.25, 2.74, 2.716)","(41.0, 55.0, 50.30434782608695)","(101.0, 550.0, 364.54545454545456)"
07-12-2022 18:42:04.653536,"(16.0, 23.0, 21.333333333333332)","(5.5, 7.8, 7.729824561403508)","(17.0, 20.0, 19.65)","(2.3, 2.84, 2.828235294117647)","(21.0, 36.0, 34.602739726027394)","(2.25, 2.74, 2.6750000000000003)","(41.0, 55.0, 50.09090909090909)","(101.0, 550.0, 323.33333333333337)"
07-12-2022 18:42:05.993027,"(16.0, 23.0, 21.333333333333332)","(5.5, 7.8, 7.729824561403508)","(17.0, 20.0, 19.68)","(2.3, 2.84, 2.8266666666666667)","(21.0, 38.0, 34.602739726027394)","(2.25, 2.72, 2.676)","(41.0, 55.0, 48.57142857142857)","(101.0, 550.0, 402.0)"
07-12-2022 18:42:07.319010,"(16.0, 23.0, 21.454545454545453)","(5.5, 7.8, 7.728571428571429)","(17.0, 21.0, 19.59375)","(2.3, 2.84, 2.832)","(21.0, 38.0, 34.602739726027394)","(2.25, 2.68, 2.6694117647058824)","(41.0, 55.0, 48.53846153846154)","(101.0, 530.0, 316.6666666666667)"
07-12-2022 18:42:08.589917,"(16.0, 23.0, 21.454545454545453)","(5.5, 7.8, 7.728571428571429)","(17.0, 20.0, 19.537037037037038)","(2.3, 2.84, 2.83)","(21.0, 38.0, 34.9)","(2.25, 2.7, 2.675555555555556)","(41.0, 55.0, 50.68)","(101.0, 530.0, 316.6666666666667)"
07-12-2022 18:42:09.909514,"(16.0, 23.0, 21.6)","(5.5, 7.8, 7.7384615384615385)","(17.0, 20.0, 19.537037037037038)","(2.3, 2.84, 2.7984)","(21.0, 38.0, 34.9)","(2.25, 2.72, 2.686666666666667)","(41.0, 55.0, 50.68)","(101.0, 530.0, 370.0)"
07-12-2022 18:42:11.210372,"(16.0, 23.0, 21.6)","(5.5, 7.8, 7.7375)","(17.0, 20.0, 19.537037037037038)","(2.3, 2.8, 2.764)","(21.0, 38.0, 34.9)","(2.25, 2.7, 2.7330158730158733)","(41.0, 55.0, 50.68)","(101.0, 530.0, 255.71428571428572)"
07-12-2022 18:42:12.475704,"(16.0, 23.0, 21.6)","(5.5, 7.8, 7.728571428571429)","(17.0, 20.0, 19.553571428571427)","(2.3, 2.78, 2.7719298245614032)","(21.0, 38.0, 34.9)","(2.25, 2.74, 2.7330158730158733)","(41.0, 55.0, 50.68)","(101.0, 530.0, 247.14285714285714)"
07-12-2022 18:42:13.785252,"(16.0, 23.0, 21.32)","(5.5, 7.8, 7.728571428571429)","(17.0, 20.0, 20.076923076923077)","(2.3, 2.78, 2.7753398058252428)","(21.0, 38.0, 34.91139240506329)","(2.25, 2.74, 2.7210526315789476)","(41.0, 55.0, 50.68)","(101.0, 530.0, 247.14285714285714)"
07-12-2022 18:42:15.128199,"(16.0, 23.0, 21.933333333333334)","(5.5, 7.8, 7.728571428571429)","(17.0, 21.0, 20.296296296296298)","(2.3, 2.78, 2.7402684563758393)","(21.0, 38.0, 35.89473684210526)","(2.25, 2.74, 2.7315789473684213)","(41.0, 55.0, 50.68)","(101.0, 530.0, 262.0)"
07-12-2022 18:42:16.402731,"(16.0, 23.0, 22.076923076923077)","(5.5, 8.2, 7.826666666666666)","(17.0, 21.0, 20.347826086956523)","(2.3, 2.76, 2.7019117647058826)","(21.0, 36.0, 35.89473684210526)","(2.25, 2.74, 2.736521739130435)","(41.0, 55.0, 50.68)","(101.0, 510.0, 345.0)"
07-12-2022 18:42:17.625436,"(16.0, 23.0, 21.8)","(5.5, 8.2, 8.014285714285714)","(17.0, 21.0, 20.296296296296298)","(2.3, 2.72, 2.70218487394958)","(21.0, 36.0, 35.89473684210526)","(2.25, 2.74, 2.7144444444444447)","(41.0, 55.0, 50.68)","(101.0, 490.0, 350.0)"
07-12-2022 18:42:18.943482,"(16.0, 23.0, 22.076923076923077)","(5.5, 8.2, 8.127272727272727)","(17.0, 21.0, 20.296296296296298)","(2.3, 2.72, 2.7375)","(21.0, 36.0, 35.81818181818182)","(2.25, 2.72, 2.729230769230769)","(41.0, 55.0, 50.68)","(101.0, 490.0, 425.0)"
07-12-2022 18:42:20.259398,"(16.0, 23.0, 21.727272727272727)","(5.5, 8.4, 8.180645161290323)","(17.0, 21.0, 20.25)","(2.3, 2.76, 2.7294117647058824)","(21.0, 36.0, 35.851851851851855)","(2.25, 2.76, 2.73)","(41.0, 55.0, 50.68)","(101.0, 490.0, 403.33333333333337)"
07-12-2022 18:42:21.815146,"(16.0, 23.0, 21.962962962962962)","(5.5, 8.2, 8.207407407407407)","(17.0, 21.0, 20.26923076923077)","(2.3, 2.76, 2.7379591836734694)","(21.0, 36.0, 35.851851851851855)","(2.25, 2.76, 2.734193548387097)","(41.0, 55.0, 50.68)","(101.0, 490.0, 341.42857142857144)"
07-12-2022 18:42:23.276096,"(16.0, 23.0, 21.782608695652172)","(5.5, 8.4, 8.207407407407407)","(17.0, 21.0, 20.26923076923077)","(2.3, 2.76, 2.7273684210526317)","(21.0, 36.0, 35.851851851851855)","(2.25, 2.76, 2.734193548387097)","(41.0, 55.0, 49.6)","(101.0, 490.0, 330.0)"
07-12-2022 18:42:24.671246,"(16.0, 23.0, 21.444444444444443)","(5.5, 8.4, 8.180645161290323)","(17.0, 21.0, 20.26923076923077)","(2.3, 2.74, 2.716756756756757)","(21.0, 36.0, 35.851851851851855)","(2.25, 2.76, 2.744)","(41.0, 55.0, 51.8421052631579)","(101.0, 480.0, 326.0)"
07-12-2022 18:42:26.038904,"(16.0, 23.0, 21.444444444444443)","(5.5, 8.4, 8.180645161290323)","(17.0, 21.0, 20.25925925925926)","(2.3, 2.72, 2.7147826086956526)","(21.0, 36.0, 35.851851851851855)","(2.25, 2.76, 2.7926315789473684)","(41.0, 55.0, 52.1875)","(101.0, 470.0, 350.0)"
07-12-2022 18:42:27.525367,"(16.0, 23.0, 21.352941176470587)","(5.5, 8.4, 8.280000000000001)","(17.0, 21.0, 20.225806451612904)","(2.3, 2.72, 2.6939393939393943)","(21.0, 36.0, 35.75)","(2.25, 2.8, 2.781875)","(41.0, 55.0, 51.8421052631579)","(101.0, 470.0, 293.3333333333333)"
07-12-2022 18:42:28.881717,"(16.0, 23.0, 22.151515151515152)","(5.5, 8.4, 8.280000000000001)","(17.0, 21.0, 20.225806451612904)","(2.3, 2.7, 2.7172727272727273)","(21.0, 36.0, 35.851851851851855)","(2.25, 2.8, 2.7776923076923077)","(41.0, 55.0, 51.8421052631579)","(101.0, 440.0, 296.6666666666667)"
07-12-2022 18:42:30.267972,"(16.0, 23.0, 22.151515151515152)","(5.5, 8.4, 8.243478260869566)","(17.0, 20.0, 19.615384615384617)","(2.3, 2.72, 2.7171428571428575)","(21.0, 36.0, 35.851851851851855)","(2.25, 2.8, 2.7809090909090908)","(41.0, 55.0, 51.8421052631579)","(101.0, 430.0, 266.0)"
07-12-2022 18:42:31.614242,"(16.0, 23.0, 22.151515151515152)","(5.5, 8.4, 8.1)","(17.0, 20.0, 19.615384615384617)","(2.3, 2.72, 2.7165000000000004)","(21.0, 36.0, 35.851851851851855)","(2.25, 2.8, 2.7824999999999998)","(41.0, 55.0, 51.8421052631579)","(101.0, 410.0, 287.8571428571429)"
07-12-2022 18:42:32.963316,"(16.0, 23.0, 22.151515151515152)","(5.5, 8.2, 8.1)","(17.0, 20.0, 19.615384615384617)","(2.3, 2.72, 2.7165000000000004)","(21.0, 36.0, 35.851851851851855)","(2.25, 2.8, 2.7791666666666663)","(41.0, 55.0, 51.8421052631579)","(101.0, 410.0, 276.6666666666667)"
07-12-2022 18:42:34.325091,"(16.0, 23.0, 22.151515151515152)","(5.5, 8.6, 8.422222222222222)","(17.0, 20.0, 19.6)","(2.3, 2.72, 2.693571428571429)","(21.0, 36.0, 35.714285714285715)","(2.25, 2.8, 2.7642105263157895)","(41.0, 55.0, 51.8421052631579)","(101.0, 390.0, 268.57142857142856)"
07-12-2022 18:42:35.645682,"(16.0, 23.0, 22.263157894736842)","(5.5, 8.6, 8.422222222222222)","(17.0, 20.0, 19.6)","(2.3, 2.7, 2.6985185185185188)","(21.0, 36.0, 35.714285714285715)","(2.25, 2.8, 2.77)","(41.0, 55.0, 51.8421052631579)","(101.0, 390.0, 323.3333333333333)"
07-12-2022 18:42:36.996174,"(16.0, 23.0, 22.151515151515152)","(5.5, 8.6, 8.552941176470588)","(17.0, 20.0, 19.53846153846154)","(2.3, 2.7, 2.690526315789474)","(21.0, 36.0, 35.714285714285715)","(2.25, 2.78, 2.757894736842105)","(41.0, 55.0, 52.05882352941177)","(101.0, 370.0, 215.45454545454547)"
07-12-2022 18:42:38.208608,"(16.0, 23.0, 22.096774193548388)","(5.5, 8.6, 8.552941176470588)","(17.0, 20.0, 19.53846153846154)","(2.3, 2.72, 2.6933333333333334)","(21.0, 36.0, 35.714285714285715)","(2.25, 2.76, 2.7471428571428573)","(41.0, 55.0, 51.94444444444444)","(101.0, 370.0, 252.10526315789474)"
07-12-2022 18:42:39.483515,"(16.0, 23.0, 22.096774193548388)","(5.5, 8.6, 8.485714285714286)","(17.0, 20.0, 19.076923076923077)","(2.3, 2.72, 2.7025)","(21.0, 36.0, 35.714285714285715)","(2.25, 2.76, 2.7511111111111113)","(41.0, 55.0, 51.94444444444444)","(101.0, 370.0, 316.6666666666667)"
07-12-2022 18:42:40.714013,"(16.0, 22.0, 21.944444444444443)","(5.5, 8.6, 8.485714285714286)","(17.0, 20.0, 19.076923076923077)","(2.3, 2.72, 2.71)","(21.0, 36.0, 35.714285714285715)","(2.25, 2.76, 2.745)","(41.0, 55.0, 51.94444444444444)","(101.0, 360.0, 327.5)"
07-12-2022 18:42:42.013408,"(16.0, 22.0, 21.944444444444443)","(5.5, 8.6, 8.5)","(17.0, 20.0, 19.083333333333332)","(2.3, 2.72, 2.7053333333333334)","(21.0, 36.0, 34.303030303030305)","(2.25, 2.76, 2.7446153846153845)","(41.0, 55.0, 50.90909090909091)","(101.0, 360.0, 316.6666666666667)"
