,Appealing Road,Awesome Moon,Odina,Jumpin Jack Brass,Jubaslilballerina,Ellies At Windsor,S S Frontier Angel,Grey Flamingo,Van Hook,La Maddalena
07-01-2023 11:33:52.836280,"(17.0, 34.0, 26.555555555555557)","(31.0, 90.0, 63.333333333333336)","(19.0, 29.0, 28.555555555555557)","(2.1, 2.28, 2.277230769230769)","(21.0, 60.0, 56.0)","(26.0, 60.0, 48.0)","(41.0, 230.0, 130.0)","(11.0, 18.0, 17.423076923076923)","(3.7, 5.2, 5.033333333333333)","(4.6, 5.7, 5.279999999999999)"
07-01-2023 11:33:54.238463,"(17.0, 32.0, 27.5)","(31.0, 80.0, 68.88888888888889)","(19.0, 29.0, 28.555555555555557)","(2.1, 2.28, 2.277230769230769)","(21.0, 60.0, 56.0)","(26.0, 60.0, 48.0)","(41.0, 230.0, 130.0)","(11.0, 18.0, 17.423076923076923)","(3.7, 5.3, 5.04)","(4.6, 5.7, 5.279999999999999)"
07-01-2023 11:33:55.684743,"(17.0, 32.0, 25.454545454545453)","(31.0, 80.0, 68.88888888888889)","(19.0, 29.0, 28.555555555555557)","(2.1, 2.28, 2.274705882352941)","(21.0, 60.0, 56.0)","(26.0, 60.0, 55.666666666666664)","(41.0, 230.0, 130.0)","(11.0, 18.0, 17.423076923076923)","(3.7, 5.4, 5.133333333333334)","(4.6, 5.7, 5.257894736842105)"
07-01-2023 11:33:57.001009,"(17.0, 32.0, 25.454545454545453)","(31.0, 80.0, 68.88888888888889)","(19.0, 29.0, 28.555555555555557)","(2.1, 2.28, 2.274705882352941)","(21.0, 60.0, 56.0)","(26.0, 60.0, 55.666666666666664)","(41.0, 230.0, 130.0)","(11.0, 18.0, 17.423076923076923)","(3.7, 5.4, 5.022222222222222)","(4.6, 5.7, 5.3)"
07-01-2023 11:33:58.472506,"(17.0, 32.0, 25.454545454545453)","(31.0, 80.0, 67.5)","(19.0, 29.0, 28.555555555555557)","(2.1, 2.28, 2.274705882352941)","(21.0, 60.0, 56.0)","(26.0, 60.0, 55.666666666666664)","(41.0, 230.0, 150.0)","(11.0, 18.0, 17.423076923076923)","(3.7, 5.2, 5.110526315789474)","(4.6, 5.7, 5.233333333333333)"
07-01-2023 11:33:59.983682,"(17.0, 30.0, 27.75)","(31.0, 80.0, 67.5)","(19.0, 29.0, 28.5)","(2.1, 2.28, 2.2666666666666666)","(21.0, 60.0, 57.14285714285714)","(26.0, 60.0, 56.75)","(41.0, 230.0, 170.0)","(11.0, 18.0, 17.583333333333332)","(3.7, 5.2, 5.161538461538462)","(4.6, 5.7, 5.487878787878788)"
07-01-2023 11:34:01.424007,"(17.0, 30.0, 27.75)","(31.0, 80.0, 67.5)","(19.0, 29.0, 28.25)","(2.1, 2.28, 2.2688888888888887)","(21.0, 60.0, 57.14285714285714)","(26.0, 60.0, 56.75)","(41.0, 220.0, 170.0)","(11.0, 18.0, 17.05263157894737)","(3.7, 5.2, 5.385714285714285)","(4.6, 5.7, 5.440740740740741)"
07-01-2023 11:34:02.712241,"(17.0, 30.0, 27.0)","(31.0, 80.0, 67.5)","(19.0, 29.0, 26.454545454545453)","(2.1, 2.3, 2.2936842105263158)","(21.0, 60.0, 57.14285714285714)","(26.0, 60.0, 56.75)","(41.0, 220.0, 150.0)","(11.0, 18.0, 17.375)","(3.7, 5.5, 5.226923076923077)","(4.6, 5.7, 5.542105263157895)"
07-01-2023 11:34:04.030335,"(17.0, 30.0, 26.4)","(31.0, 80.0, 68.88888888888889)","(19.0, 29.0, 26.454545454545453)","(2.1, 2.3, 2.2936842105263158)","(21.0, 60.0, 57.14285714285714)","(26.0, 60.0, 56.75)","(41.0, 230.0, 150.0)","(11.0, 18.0, 17.375)","(3.7, 5.4, 5.316666666666667)","(4.6, 5.7, 5.494871794871795)"
07-01-2023 11:34:05.399970,"(17.0, 30.0, 26.4)","(31.0, 80.0, 63.333333333333336)","(19.0, 29.0, 26.454545454545453)","(2.1, 2.3, 2.297209302325581)","(21.0, 60.0, 56.4)","(26.0, 60.0, 56.75)","(41.0, 230.0, 150.0)","(11.0, 18.0, 17.375)","(3.7, 5.4, 5.316666666666667)","(4.6, 5.7, 5.494871794871795)"
07-01-2023 11:34:06.761218,"(17.0, 29.0, 27.0)","(31.0, 80.0, 62.857142857142854)","(19.0, 29.0, 26.454545454545453)","(2.1, 2.3, 2.2448275862068967)","(21.0, 60.0, 56.4)","(26.0, 60.0, 56.75)","(41.0, 230.0, 122.5)","(11.0, 18.0, 17.375)","(3.7, 5.5, 5.1454545454545455)","(4.6, 5.7, 5.609090909090909)"
07-01-2023 11:34:08.179692,"(17.0, 29.0, 27.333333333333332)","(31.0, 80.0, 62.857142857142854)","(19.0, 29.0, 26.454545454545453)","(2.1, 2.3, 2.2448275862068967)","(21.0, 60.0, 56.4)","(26.0, 60.0, 56.75)","(41.0, 180.0, 127.5)","(11.0, 18.0, 17.464285714285715)","(3.7, 5.5, 5.171578947368421)","(4.6, 5.7, 5.585714285714285)"
07-01-2023 11:34:09.654968,"(17.0, 29.0, 28.09090909090909)","(31.0, 80.0, 62.857142857142854)","(19.0, 29.0, 26.454545454545453)","(2.1, 2.3, 2.2989189189189188)","(21.0, 60.0, 56.4)","(26.0, 60.0, 56.75)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.104166666666667)","(4.6, 5.7, 5.684)"
07-01-2023 11:34:11.174839,"(17.0, 29.0, 27.272727272727273)","(31.0, 80.0, 63.333333333333336)","(19.0, 29.0, 25.941176470588236)","(2.1, 2.3, 2.293725490196078)","(21.0, 60.0, 56.4)","(26.0, 60.0, 56.75)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.091463414634147)","(4.6, 5.7, 5.684)"
07-01-2023 11:34:12.597722,"(17.0, 28.0, 27.272727272727273)","(31.0, 80.0, 63.333333333333336)","(19.0, 29.0, 25.916666666666668)","(2.1, 2.3, 2.2842857142857143)","(21.0, 60.0, 56.4)","(26.0, 60.0, 56.75)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.091463414634147)","(4.6, 5.7, 5.684)"
07-01-2023 11:34:14.018678,"(17.0, 28.0, 27.272727272727273)","(31.0, 80.0, 62.857142857142854)","(19.0, 28.0, 26.214285714285715)","(2.1, 2.3, 2.285333333333333)","(21.0, 60.0, 57.0)","(26.0, 60.0, 56.75)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.091463414634147)","(4.6, 5.7, 5.68)"
07-01-2023 11:34:15.409848,"(17.0, 28.0, 27.272727272727273)","(31.0, 80.0, 62.857142857142854)","(19.0, 28.0, 25.916666666666668)","(2.1, 2.3, 2.285333333333333)","(21.0, 60.0, 57.0)","(26.0, 60.0, 55.666666666666664)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.091463414634147)","(4.6, 5.7, 5.6875)"
07-01-2023 11:34:16.867975,"(17.0, 28.0, 26.454545454545453)","(31.0, 80.0, 62.857142857142854)","(19.0, 28.0, 25.142857142857142)","(2.1, 2.3, 2.285333333333333)","(21.0, 60.0, 57.0)","(26.0, 60.0, 55.666666666666664)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.091463414634147)","(4.6, 5.7, 5.6875)"
07-01-2023 11:34:18.317962,"(17.0, 27.0, 30.666666666666664)","(31.0, 80.0, 68.75)","(19.0, 28.0, 25.857142857142858)","(2.1, 2.3, 2.285333333333333)","(21.0, 60.0, 57.0)","(26.0, 60.0, 55.666666666666664)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.091463414634147)","(4.6, 5.7, 5.68974358974359)"
07-01-2023 11:34:19.659788,"(17.0, 32.0, 30.833333333333336)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 25.857142857142858)","(2.1, 2.3, 2.285333333333333)","(21.0, 60.0, 56.4)","(26.0, 60.0, 48.0)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.127777777777778)","(4.6, 5.7, 5.68974358974359)"
07-01-2023 11:34:20.978171,"(17.0, 32.0, 30.833333333333336)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 25.857142857142858)","(2.1, 2.3, 2.285333333333333)","(21.0, 60.0, 56.4)","(26.0, 60.0, 48.0)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.127777777777778)","(4.6, 5.7, 5.68974358974359)"
07-01-2023 11:34:22.332474,"(17.0, 32.0, 30.833333333333336)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 25.857142857142858)","(2.1, 2.3, 2.285333333333333)","(21.0, 60.0, 55.5)","(26.0, 60.0, 42.333333333333336)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.71153846153846)","(3.7, 5.5, 5.091463414634147)","(4.6, 5.7, 5.6875)"
07-01-2023 11:34:23.662009,"(17.0, 32.0, 30.833333333333336)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 25.857142857142858)","(2.1, 2.3, 2.286915887850467)","(21.0, 60.0, 56.4)","(26.0, 55.0, 42.333333333333336)","(41.0, 190.0, 127.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.127777777777778)","(4.6, 5.7, 5.68974358974359)"
07-01-2023 11:34:25.030735,"(17.0, 30.0, 28.571428571428573)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 25.857142857142858)","(2.1, 2.3, 2.286915887850467)","(21.0, 60.0, 56.4)","(26.0, 55.0, 43.0)","(41.0, 190.0, 157.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.127777777777778)","(4.6, 5.7, 5.6866666666666665)"
07-01-2023 11:34:26.434159,"(17.0, 30.0, 28.823529411764707)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 25.857142857142858)","(2.1, 2.3, 2.286915887850467)","(21.0, 60.0, 56.4)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.0, 17.732142857142858)","(3.7, 5.5, 5.127777777777778)","(4.6, 5.7, 5.6866666666666665)"
07-01-2023 11:34:27.838047,"(17.0, 30.0, 28.823529411764707)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 25.857142857142858)","(2.1, 2.3, 2.286915887850467)","(21.0, 60.0, 56.4)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.0, 17.732142857142858)","(3.8, 5.5, 5.127777777777778)","(4.4, 5.7, 5.6866666666666665)"
07-01-2023 11:34:29.171479,"(17.0, 30.0, 28.88888888888889)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 25.857142857142858)","(2.1, 2.3, 2.286915887850467)","(21.0, 60.0, 56.4)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.0, 17.583333333333332)","(3.8, 5.5, 5.174757281553398)","(4.4, 5.7, 5.672727272727273)"
07-01-2023 11:34:30.527507,"(17.0, 30.0, 28.0)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 26.125)","(2.1, 2.3, 2.286915887850467)","(21.0, 60.0, 56.4)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.0, 17.583333333333332)","(3.8, 5.5, 5.245454545454545)","(4.4, 5.7, 5.672727272727273)"
07-01-2023 11:34:31.935086,"(17.0, 30.0, 28.0)","(31.0, 80.0, 69.28571428571429)","(19.0, 28.0, 26.125)","(2.1, 2.3, 2.2923595505617977)","(21.0, 60.0, 56.4)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 172.5)","(11.0, 18.0, 17.583333333333332)","(3.8, 5.3, 5.074074074074074)","(4.4, 5.7, 5.672727272727273)"
07-01-2023 11:34:33.268906,"(17.0, 30.0, 28.0)","(31.0, 80.0, 62.857142857142854)","(19.0, 28.0, 25.5)","(2.1, 2.3, 2.2908108108108105)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 43.0)","(41.0, 210.0, 172.5)","(11.0, 18.0, 17.583333333333332)","(3.8, 5.2, 5.086956521739131)","(4.4, 5.7, 5.672727272727273)"
07-01-2023 11:34:34.525312,"(17.0, 30.0, 28.8)","(31.0, 80.0, 62.857142857142854)","(19.0, 28.0, 25.5)","(2.1, 2.3, 2.2908108108108105)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 43.0)","(41.0, 210.0, 172.5)","(11.0, 18.0, 17.583333333333332)","(3.8, 5.2, 5.133333333333334)","(4.4, 5.7, 5.672727272727273)"
07-01-2023 11:34:35.868702,"(17.0, 30.0, 28.8)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.0)","(2.1, 2.3, 2.284444444444444)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 43.0)","(41.0, 210.0, 172.5)","(11.0, 18.0, 17.732142857142858)","(3.8, 5.2, 5.188888888888889)","(4.4, 5.7, 5.672727272727273)"
07-01-2023 11:34:37.300118,"(17.0, 30.0, 28.8)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.0)","(2.1, 2.3, 2.284444444444444)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 43.0)","(41.0, 210.0, 157.5)","(11.0, 18.0, 17.75)","(3.8, 5.2, 5.202702702702703)","(4.4, 5.7, 5.672727272727273)"
07-01-2023 11:34:38.788431,"(17.0, 30.0, 28.4)","(31.0, 80.0, 70.9090909090909)","(19.0, 28.0, 25.142857142857142)","(2.1, 2.3, 2.313333333333333)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 17.75)","(3.8, 5.3, 5.202702702702703)","(4.4, 5.7, 5.683333333333334)"
07-01-2023 11:34:40.221280,"(17.0, 30.0, 28.857142857142858)","(31.0, 80.0, 70.9090909090909)","(19.0, 28.0, 25.142857142857142)","(2.1, 2.32, 2.313333333333333)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.105263157894736)","(3.8, 5.3, 5.1)","(4.4, 5.7, 5.682352941176471)"
07-01-2023 11:34:41.554015,"(17.0, 30.0, 28.5)","(31.0, 80.0, 70.9090909090909)","(19.0, 28.0, 25.0)","(2.1, 2.32, 2.313333333333333)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.105263157894736)","(3.8, 5.2, 5.1190476190476195)","(4.4, 5.7, 5.682352941176471)"
07-01-2023 11:34:42.932176,"(17.0, 30.0, 28.5)","(31.0, 80.0, 70.9090909090909)","(19.0, 28.0, 25.0)","(2.1, 2.32, 2.313333333333333)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.105263157894736)","(3.8, 5.2, 5.14367816091954)","(4.4, 5.7, 5.682352941176471)"
07-01-2023 11:34:44.286546,"(17.0, 30.0, 28.5)","(31.0, 80.0, 70.9090909090909)","(19.0, 28.0, 25.0)","(2.1, 2.32, 2.313076923076923)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.105263157894736)","(3.8, 5.5, 5.437349397590362)","(4.4, 5.7, 5.59)"
07-01-2023 11:34:45.551253,"(17.0, 30.0, 28.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 28.0, 25.0)","(2.1, 2.32, 2.3134375)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.105263157894736)","(3.8, 5.5, 5.437349397590362)","(4.4, 5.7, 5.59)"
07-01-2023 11:34:46.880906,"(17.0, 30.0, 28.5)","(31.0, 80.0, 72.72727272727272)","(19.0, 28.0, 25.0)","(2.1, 2.32, 2.3118181818181816)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.437349397590362)","(4.4, 5.7, 5.608333333333333)"
07-01-2023 11:34:48.342430,"(17.0, 30.0, 29.2)","(31.0, 80.0, 74.0)","(19.0, 28.0, 24.818181818181817)","(2.1, 2.32, 2.2930434782608695)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.435802469135803)","(4.4, 5.7, 5.608333333333333)"
07-01-2023 11:34:49.735781,"(17.0, 30.0, 29.272727272727273)","(31.0, 80.0, 74.0)","(19.0, 28.0, 24.818181818181817)","(2.1, 2.3, 2.2930434782608695)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.435802469135803)","(4.4, 5.7, 5.608333333333333)"
07-01-2023 11:34:51.058808,"(17.0, 30.0, 29.272727272727273)","(31.0, 80.0, 74.0)","(19.0, 28.0, 24.818181818181817)","(2.1, 2.3, 2.2930434782608695)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.435802469135803)","(4.4, 5.7, 5.608333333333333)"
