,Keayang Shakenbake,Pennies Following,Keilah Nz,Royal Cadence,Chemical Reactor,Moneymakinmonkey,Mariahs Shadow
10,"[datetime.datetime(2022, 11, 28, 13, 6, 22, 855334), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 22, 855334), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 22, 855334), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 22, 855334), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 22, 855334), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 22, 855334), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 22, 855334), 21.0, 55.0]"
11,"[datetime.datetime(2022, 11, 28, 13, 6, 24, 21106), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 24, 21106), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 24, 21106), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 24, 21106), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 24, 21106), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 24, 21106), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 24, 21106), 21.0, 55.0]"
12,"[datetime.datetime(2022, 11, 28, 13, 6, 25, 179581), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 25, 179581), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 25, 179581), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 25, 179581), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 25, 179581), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 25, 179581), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 25, 179581), 21.0, 55.0]"
13,"[datetime.datetime(2022, 11, 28, 13, 6, 26, 336464), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 26, 336464), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 26, 336464), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 26, 336464), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 26, 336464), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 26, 336464), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 26, 336464), 21.0, 55.0]"
14,"[datetime.datetime(2022, 11, 28, 13, 6, 27, 504432), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 27, 504432), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 27, 504432), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 27, 504432), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 27, 504432), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 27, 504432), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 27, 504432), 21.0, 55.0]"
15,"[datetime.datetime(2022, 11, 28, 13, 6, 28, 701494), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 28, 701494), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 28, 701494), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 28, 701494), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 28, 701494), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 28, 701494), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 28, 701494), 21.0, 55.0]"
16,"[datetime.datetime(2022, 11, 28, 13, 6, 29, 899780), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 29, 899780), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 29, 899780), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 29, 899780), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 29, 899780), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 29, 899780), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 29, 899780), 21.0, 55.0]"
17,"[datetime.datetime(2022, 11, 28, 13, 6, 31, 78718), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 31, 78718), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 31, 78718), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 31, 78718), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 31, 78718), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 31, 78718), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 31, 78718), 21.0, 55.0]"
18,"[datetime.datetime(2022, 11, 28, 13, 6, 32, 243463), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 32, 243463), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 32, 243463), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 32, 243463), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 32, 243463), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 32, 243463), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 32, 243463), 21.0, 55.0]"
19,"[datetime.datetime(2022, 11, 28, 13, 6, 33, 412436), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 33, 412436), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 33, 412436), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 33, 412436), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 33, 412436), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 33, 412436), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 33, 412436), 21.0, 55.0]"
20,"[datetime.datetime(2022, 11, 28, 13, 6, 34, 578885), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 34, 578885), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 34, 578885), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 34, 578885), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 34, 578885), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 34, 578885), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 34, 578885), 21.0, 55.0]"
21,"[datetime.datetime(2022, 11, 28, 13, 6, 35, 739870), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 35, 739870), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 35, 739870), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 35, 739870), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 35, 739870), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 35, 739870), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 35, 739870), 21.0, 55.0]"
22,"[datetime.datetime(2022, 11, 28, 13, 6, 36, 906127), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 36, 906127), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 36, 906127), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 36, 906127), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 36, 906127), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 36, 906127), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 36, 906127), 21.0, 55.0]"
23,"[datetime.datetime(2022, 11, 28, 13, 6, 38, 65202), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 38, 65202), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 38, 65202), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 38, 65202), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 38, 65202), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 38, 65202), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 38, 65202), 21.0, 55.0]"
24,"[datetime.datetime(2022, 11, 28, 13, 6, 39, 239143), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 39, 239143), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 39, 239143), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 39, 239143), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 39, 239143), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 39, 239143), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 39, 239143), 21.0, 55.0]"
25,"[datetime.datetime(2022, 11, 28, 13, 6, 40, 401281), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 40, 401281), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 40, 401281), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 40, 401281), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 40, 401281), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 40, 401281), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 40, 401281), 21.0, 55.0]"
26,"[datetime.datetime(2022, 11, 28, 13, 6, 41, 563908), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 41, 563908), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 41, 563908), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 41, 563908), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 41, 563908), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 41, 563908), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 41, 563908), 21.0, 55.0]"
27,"[datetime.datetime(2022, 11, 28, 13, 6, 42, 726073), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 42, 726073), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 42, 726073), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 42, 726073), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 42, 726073), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 42, 726073), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 42, 726073), 21.0, 55.0]"
28,"[datetime.datetime(2022, 11, 28, 13, 6, 43, 885426), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 43, 885426), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 43, 885426), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 43, 885426), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 43, 885426), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 43, 885426), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 43, 885426), 21.0, 55.0]"
29,"[datetime.datetime(2022, 11, 28, 13, 6, 45, 43502), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 45, 43502), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 45, 43502), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 45, 43502), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 45, 43502), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 45, 43502), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 45, 43502), 21.0, 55.0]"
30,"[datetime.datetime(2022, 11, 28, 13, 6, 46, 210836), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 46, 210836), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 46, 210836), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 46, 210836), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 46, 210836), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 46, 210836), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 46, 210836), 21.0, 55.0]"
31,"[datetime.datetime(2022, 11, 28, 13, 6, 47, 378787), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 47, 378787), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 47, 378787), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 47, 378787), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 47, 378787), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 47, 378787), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 47, 378787), 21.0, 55.0]"
32,"[datetime.datetime(2022, 11, 28, 13, 6, 48, 540302), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 48, 540302), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 48, 540302), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 48, 540302), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 48, 540302), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 48, 540302), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 48, 540302), 21.0, 55.0]"
33,"[datetime.datetime(2022, 11, 28, 13, 6, 49, 703776), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 49, 703776), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 49, 703776), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 49, 703776), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 49, 703776), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 49, 703776), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 49, 703776), 21.0, 55.0]"
34,"[datetime.datetime(2022, 11, 28, 13, 6, 50, 859836), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 50, 859836), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 50, 859836), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 50, 859836), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 50, 859836), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 50, 859836), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 50, 859836), 21.0, 55.0]"
35,"[datetime.datetime(2022, 11, 28, 13, 6, 52, 21580), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 52, 21580), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 52, 21580), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 52, 21580), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 52, 21580), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 52, 21580), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 52, 21580), 21.0, 55.0]"
36,"[datetime.datetime(2022, 11, 28, 13, 6, 53, 185109), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 53, 185109), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 53, 185109), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 53, 185109), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 53, 185109), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 53, 185109), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 53, 185109), 21.0, 55.0]"
37,"[datetime.datetime(2022, 11, 28, 13, 6, 54, 346174), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 54, 346174), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 54, 346174), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 54, 346174), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 54, 346174), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 54, 346174), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 54, 346174), 21.0, 55.0]"
38,"[datetime.datetime(2022, 11, 28, 13, 6, 55, 514918), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 55, 514918), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 55, 514918), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 55, 514918), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 55, 514918), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 55, 514918), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 55, 514918), 21.0, 55.0]"
39,"[datetime.datetime(2022, 11, 28, 13, 6, 56, 669382), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 56, 669382), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 56, 669382), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 56, 669382), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 56, 669382), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 56, 669382), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 56, 669382), 21.0, 55.0]"
40,"[datetime.datetime(2022, 11, 28, 13, 6, 57, 823529), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 57, 823529), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 57, 823529), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 57, 823529), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 57, 823529), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 57, 823529), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 57, 823529), 21.0, 55.0]"
41,"[datetime.datetime(2022, 11, 28, 13, 6, 58, 985855), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 6, 58, 985855), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 6, 58, 985855), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 6, 58, 985855), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 6, 58, 985855), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 6, 58, 985855), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 6, 58, 985855), 21.0, 55.0]"
42,"[datetime.datetime(2022, 11, 28, 13, 7, 0, 149625), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 7, 0, 149625), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 7, 0, 149625), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 7, 0, 149625), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 7, 0, 149625), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 7, 0, 149625), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 7, 0, 149625), 21.0, 55.0]"
43,"[datetime.datetime(2022, 11, 28, 13, 7, 1, 316589), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 7, 1, 316589), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 7, 1, 316589), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 7, 1, 316589), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 7, 1, 316589), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 7, 1, 316589), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 7, 1, 316589), 21.0, 55.0]"
44,"[datetime.datetime(2022, 11, 28, 13, 7, 2, 490027), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 7, 2, 490027), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 7, 2, 490027), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 7, 2, 490027), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 7, 2, 490027), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 7, 2, 490027), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 7, 2, 490027), 21.0, 55.0]"
45,"[datetime.datetime(2022, 11, 28, 13, 7, 3, 664069), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 7, 3, 664069), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 13, 7, 3, 664069), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 7, 3, 664069), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 13, 7, 3, 664069), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 7, 3, 664069), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 7, 3, 664069), 21.0, 55.0]"
