,Sabreur Nz,Animal,Mr Kiwi Nz,Secret Operation,Bee Gees Bandit,Clarenden Envoy
10,"[datetime.datetime(2022, 11, 28, 13, 43, 42, 265399), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 265399), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 265399), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 265399), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 265399), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 265399), 3.4, 5.6]"
11,"[datetime.datetime(2022, 11, 28, 13, 43, 43, 407408), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 43, 407408), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 43, 407408), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 43, 407408), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 43, 43, 407408), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 43, 407408), 3.4, 5.6]"
12,"[datetime.datetime(2022, 11, 28, 13, 43, 44, 548908), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 548908), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 548908), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 548908), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 548908), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 548908), 3.4, 5.6]"
13,"[datetime.datetime(2022, 11, 28, 13, 43, 45, 690833), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 690833), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 690833), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 690833), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 690833), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 690833), 3.4, 5.6]"
14,"[datetime.datetime(2022, 11, 28, 13, 43, 46, 828063), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 828063), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 828063), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 828063), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 828063), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 828063), 3.4, 5.6]"
15,"[datetime.datetime(2022, 11, 28, 13, 43, 47, 973845), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 973845), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 973845), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 973845), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 973845), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 973845), 3.4, 5.6]"
16,"[datetime.datetime(2022, 11, 28, 13, 43, 49, 110834), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 110834), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 110834), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 110834), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 110834), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 110834), 3.4, 5.6]"
17,"[datetime.datetime(2022, 11, 28, 13, 43, 50, 245818), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 245818), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 245818), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 245818), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 245818), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 245818), 3.4, 5.6]"
18,"[datetime.datetime(2022, 11, 28, 13, 43, 51, 387684), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 387684), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 387684), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 387684), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 387684), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 387684), 3.4, 5.6]"
19,"[datetime.datetime(2022, 11, 28, 13, 43, 52, 524763), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 52, 524763), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 52, 524763), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 52, 524763), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 52, 524763), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 52, 524763), 3.4, 5.6]"
20,"[datetime.datetime(2022, 11, 28, 13, 43, 53, 672105), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 672105), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 672105), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 672105), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 672105), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 672105), 3.4, 5.6]"
21,"[datetime.datetime(2022, 11, 28, 13, 43, 54, 825703), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 825703), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 825703), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 825703), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 825703), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 825703), 3.4, 5.6]"
22,"[datetime.datetime(2022, 11, 28, 13, 43, 55, 962693), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 962693), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 962693), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 962693), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 962693), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 962693), 3.4, 5.6]"
23,"[datetime.datetime(2022, 11, 28, 13, 43, 57, 102655), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 102655), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 102655), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 102655), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 102655), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 102655), 3.4, 5.6]"
24,"[datetime.datetime(2022, 11, 28, 13, 43, 58, 250136), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 250136), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 250136), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 250136), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 250136), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 250136), 3.4, 5.6]"
25,"[datetime.datetime(2022, 11, 28, 13, 43, 59, 397854), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 397854), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 397854), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 397854), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 397854), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 397854), 3.4, 5.6]"
26,"[datetime.datetime(2022, 11, 28, 13, 44, 0, 544162), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 0, 544162), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 0, 544162), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 0, 544162), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 0, 544162), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 0, 544162), 3.4, 5.6]"
27,"[datetime.datetime(2022, 11, 28, 13, 44, 1, 686166), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 686166), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 686166), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 686166), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 686166), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 686166), 3.4, 5.6]"
28,"[datetime.datetime(2022, 11, 28, 13, 44, 2, 824333), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 824333), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 824333), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 824333), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 824333), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 824333), 3.4, 5.6]"
29,"[datetime.datetime(2022, 11, 28, 13, 44, 3, 967074), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 967074), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 967074), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 967074), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 967074), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 967074), 3.4, 5.6]"
30,"[datetime.datetime(2022, 11, 28, 13, 44, 5, 118640), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 118640), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 118640), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 118640), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 118640), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 118640), 3.4, 5.6]"
31,"[datetime.datetime(2022, 11, 28, 13, 44, 6, 260445), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 260445), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 260445), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 260445), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 260445), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 260445), 3.4, 5.6]"
32,"[datetime.datetime(2022, 11, 28, 13, 44, 7, 405145), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 405145), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 405145), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 405145), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 405145), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 405145), 3.4, 5.6]"
33,"[datetime.datetime(2022, 11, 28, 13, 44, 8, 545825), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 8, 545825), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 8, 545825), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 8, 545825), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 8, 545825), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 8, 545825), 3.4, 5.6]"
34,"[datetime.datetime(2022, 11, 28, 13, 44, 9, 680847), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 680847), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 680847), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 680847), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 680847), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 680847), 3.4, 5.6]"
35,"[datetime.datetime(2022, 11, 28, 13, 44, 10, 825937), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 825937), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 825937), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 825937), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 825937), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 825937), 3.4, 5.6]"
36,"[datetime.datetime(2022, 11, 28, 13, 44, 11, 961688), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 961688), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 961688), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 961688), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 961688), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 961688), 3.4, 5.6]"
37,"[datetime.datetime(2022, 11, 28, 13, 44, 13, 95701), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 95701), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 95701), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 95701), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 95701), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 95701), 3.4, 5.6]"
38,"[datetime.datetime(2022, 11, 28, 13, 44, 14, 237284), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 14, 237284), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 14, 237284), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 14, 237284), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 14, 237284), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 14, 237284), 3.4, 5.6]"
39,"[datetime.datetime(2022, 11, 28, 13, 44, 15, 371709), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 15, 371709), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 15, 371709), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 15, 371709), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 15, 371709), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 15, 371709), 3.4, 5.6]"
40,"[datetime.datetime(2022, 11, 28, 13, 44, 16, 514476), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 16, 514476), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 16, 514476), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 16, 514476), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 16, 514476), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 16, 514476), 3.4, 5.6]"
41,"[datetime.datetime(2022, 11, 28, 13, 44, 17, 655668), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 17, 655668), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 17, 655668), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 17, 655668), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 17, 655668), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 17, 655668), 3.4, 5.6]"
42,"[datetime.datetime(2022, 11, 28, 13, 44, 18, 789433), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 18, 789433), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 18, 789433), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 18, 789433), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 18, 789433), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 18, 789433), 3.4, 5.6]"
43,"[datetime.datetime(2022, 11, 28, 13, 44, 19, 931167), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 19, 931167), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 19, 931167), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 19, 931167), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 19, 931167), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 19, 931167), 3.4, 5.6]"
44,"[datetime.datetime(2022, 11, 28, 13, 44, 21, 90123), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 21, 90123), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 21, 90123), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 21, 90123), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 21, 90123), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 21, 90123), 3.4, 5.6]"
45,"[datetime.datetime(2022, 11, 28, 13, 44, 22, 233165), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 22, 233165), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 22, 233165), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 22, 233165), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 22, 233165), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 22, 233165), 3.4, 5.6]"
46,"[datetime.datetime(2022, 11, 28, 13, 44, 23, 384000), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 23, 384000), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 23, 384000), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 23, 384000), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 23, 384000), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 23, 384000), 3.4, 5.6]"
47,"[datetime.datetime(2022, 11, 28, 13, 44, 24, 540776), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 24, 540776), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 24, 540776), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 24, 540776), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 24, 540776), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 24, 540776), 3.4, 5.6]"
48,"[datetime.datetime(2022, 11, 28, 13, 44, 25, 675861), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 25, 675861), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 25, 675861), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 25, 675861), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 25, 675861), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 25, 675861), 3.4, 5.6]"
49,"[datetime.datetime(2022, 11, 28, 13, 44, 26, 818642), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 26, 818642), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 26, 818642), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 26, 818642), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 26, 818642), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 26, 818642), 3.4, 5.6]"
50,"[datetime.datetime(2022, 11, 28, 13, 44, 27, 962507), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 27, 962507), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 27, 962507), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 27, 962507), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 27, 962507), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 27, 962507), 3.4, 5.6]"
51,"[datetime.datetime(2022, 11, 28, 13, 44, 29, 108978), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 29, 108978), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 29, 108978), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 29, 108978), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 29, 108978), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 29, 108978), 3.4, 5.6]"
52,"[datetime.datetime(2022, 11, 28, 13, 44, 30, 255227), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 30, 255227), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 30, 255227), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 30, 255227), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 30, 255227), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 30, 255227), 3.4, 5.6]"
53,"[datetime.datetime(2022, 11, 28, 13, 44, 31, 399956), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 31, 399956), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 13, 44, 31, 399956), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 44, 31, 399956), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 44, 31, 399956), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 44, 31, 399956), 3.4, 5.6]"
