,My Girl Mandy,Shakatie,Our Ruby Rose,Crossed Legs,Beyonski,Jet Force,Wild About Town,Jelignite Jack,Teachers Pet
12-01-2023 15:49:49.059007,"(14.0, 23.0, 21.0)","(3.0, 3.5, 3.3333333333333335)","(10.0, 16.5, 13.9)","(9.0, 12.0, 11.1)","(21.0, 42.0, 37.2)","(6.0, 6.6, 6.333333333333333)","(41.0, 95.0, 77.0)","(7.5, 10.5, 9.942857142857143)","(3.2, 5.8, 5.7625)"
12-01-2023 15:49:50.437128,"(14.0, 23.0, 21.0)","(3.0, 3.5, 3.3333333333333335)","(10.0, 15.5, 13.0)","(9.0, 12.0, 11.1)","(21.0, 42.0, 37.2)","(6.0, 6.6, 6.333333333333333)","(41.0, 95.0, 77.0)","(7.5, 10.5, 9.942857142857143)","(3.2, 5.8, 5.7625)"
12-01-2023 15:49:51.693011,"(14.0, 23.0, 21.0)","(3.0, 3.5, 3.3333333333333335)","(10.0, 15.0, 12.15625)","(9.0, 12.0, 11.1)","(21.0, 42.0, 39.0)","(6.0, 6.6, 6.333333333333333)","(41.0, 95.0, 77.0)","(7.5, 10.5, 9.719999999999999)","(3.2, 5.8, 5.714285714285714)"
12-01-2023 15:49:52.940325,"(14.0, 23.0, 21.0)","(3.0, 3.5, 3.3333333333333335)","(10.0, 15.0, 12.725)","(9.0, 12.0, 11.1)","(21.0, 42.0, 39.0)","(6.0, 6.6, 6.3999999999999995)","(41.0, 95.0, 77.0)","(7.5, 10.5, 10.1)","(3.2, 5.8, 5.714285714285714)"
12-01-2023 15:49:54.171697,"(14.0, 23.0, 21.0)","(3.0, 3.5, 3.3333333333333335)","(10.0, 14.0, 13.375)","(9.0, 12.0, 11.1)","(21.0, 42.0, 39.0)","(6.0, 6.6, 6.3999999999999995)","(41.0, 95.0, 77.0)","(7.5, 11.0, 10.325)","(3.2, 5.8, 5.2444444444444445)"
12-01-2023 15:49:55.358295,"(14.0, 23.0, 21.0)","(3.0, 3.5, 3.3333333333333335)","(10.0, 14.0, 13.375)","(9.0, 12.0, 12.038461538461538)","(21.0, 42.0, 39.0)","(6.0, 6.6, 6.174545454545455)","(41.0, 95.0, 81.66666666666667)","(7.5, 11.0, 10.325)","(3.2, 5.4, 5.044444444444444)"
12-01-2023 15:49:56.588803,"(14.0, 23.0, 21.0)","(3.0, 3.45, 3.225)","(10.0, 14.0, 13.375)","(9.0, 13.0, 11.035714285714286)","(21.0, 42.0, 39.0)","(6.0, 6.8, 6.206896551724138)","(41.0, 95.0, 89.28571428571428)","(7.5, 11.0, 10.325)","(3.2, 5.2, 4.8999999999999995)"
12-01-2023 15:49:57.838462,"(14.0, 23.0, 21.0)","(3.0, 3.45, 3.3)","(10.0, 14.0, 13.375)","(9.0, 13.0, 10.9375)","(21.0, 42.0, 39.0)","(6.0, 6.8, 6.4)","(41.0, 95.0, 77.5)","(7.5, 11.0, 10.509090909090908)","(3.2, 5.1, 5.045454545454545)"
12-01-2023 15:49:59.117195,"(14.0, 23.0, 21.0)","(3.0, 3.45, 3.3)","(10.0, 14.0, 13.5)","(9.0, 13.0, 11.441176470588236)","(21.0, 42.0, 38.0)","(6.0, 6.6, 6.533333333333333)","(41.0, 95.0, 77.5)","(7.5, 11.0, 10.6)","(3.2, 5.1, 4.685714285714285)"
12-01-2023 15:50:00.405712,"(14.0, 23.0, 21.5)","(3.0, 3.45, 3.3)","(10.0, 14.0, 13.692307692307693)","(9.0, 12.5, 11.272727272727273)","(21.0, 42.0, 38.0)","(6.0, 6.6, 6.39047619047619)","(41.0, 95.0, 77.5)","(7.5, 11.0, 10.7)","(3.2, 5.2, 5.0285714285714285)"
12-01-2023 15:50:01.641291,"(14.0, 23.0, 22.045454545454547)","(3.0, 3.45, 3.3)","(10.0, 14.0, 13.692307692307693)","(9.0, 12.5, 11.333333333333334)","(21.0, 42.0, 37.2)","(6.0, 6.6, 6.388235294117647)","(41.0, 95.0, 77.5)","(7.5, 11.0, 10.2)","(3.2, 5.1, 5.061904761904762)"
12-01-2023 15:50:02.942321,"(14.0, 23.0, 21.25)","(3.0, 3.45, 3.275)","(10.0, 14.0, 13.333333333333334)","(9.0, 12.0, 11.285714285714286)","(21.0, 42.0, 34.0)","(6.0, 6.6, 6.388235294117647)","(41.0, 95.0, 70.0)","(7.5, 11.0, 9.92)","(3.2, 5.1, 4.985714285714286)"
12-01-2023 15:50:04.234482,"(14.0, 23.0, 21.25)","(3.0, 3.4, 3.275)","(10.0, 14.0, 13.666666666666666)","(9.0, 12.0, 10.833333333333334)","(21.0, 42.0, 35.333333333333336)","(6.0, 6.6, 6.388235294117647)","(41.0, 100.0, 77.5)","(7.5, 11.0, 9.571428571428571)","(3.2, 5.1, 4.985714285714286)"
12-01-2023 15:50:05.557723,"(14.0, 23.0, 21.2)","(3.0, 3.45, 3.441666666666667)","(10.0, 14.0, 13.4)","(9.0, 11.5, 11.075)","(21.0, 42.0, 34.0)","(6.0, 6.6, 6.388235294117647)","(41.0, 100.0, 77.5)","(7.5, 10.5, 10.028571428571428)","(3.2, 5.1, 5.045454545454545)"
12-01-2023 15:50:06.761207,"(14.0, 23.0, 21.2)","(3.0, 3.45, 3.441666666666667)","(10.0, 14.0, 13.4)","(9.0, 11.5, 10.657142857142857)","(21.0, 42.0, 36.0)","(6.0, 6.6, 6.388235294117647)","(41.0, 100.0, 77.5)","(7.5, 10.5, 9.719999999999999)","(3.5, 5.1, 4.886956521739131)"
12-01-2023 15:50:07.923572,"(15.0, 23.0, 21.2)","(2.9, 3.45, 3.428571428571429)","(10.0, 14.0, 13.4)","(9.0, 11.0, 10.142857142857142)","(21.0, 42.0, 35.333333333333336)","(6.0, 6.6, 6.388235294117647)","(41.0, 100.0, 77.5)","(8.0, 10.5, 9.719999999999999)","(3.5, 5.2, 4.933333333333334)"
12-01-2023 15:50:09.100732,"(15.0, 23.0, 21.2)","(2.9, 3.45, 3.3625000000000003)","(10.0, 14.0, 13.4)","(9.0, 11.0, 10.65)","(21.0, 42.0, 36.0)","(6.0, 6.6, 6.388235294117647)","(41.0, 100.0, 77.5)","(8.0, 10.5, 9.719999999999999)","(3.5, 5.4, 5.095652173913043)"
12-01-2023 15:50:10.353628,"(15.0, 23.0, 21.25)","(2.9, 3.45, 3.4692307692307693)","(10.0, 14.0, 13.4)","(9.0, 11.0, 10.65)","(21.0, 42.0, 38.57142857142857)","(6.0, 6.6, 6.388235294117647)","(41.0, 100.0, 77.5)","(8.0, 10.5, 9.733333333333333)","(3.5, 5.4, 5.140740740740741)"
12-01-2023 15:50:11.600387,"(15.0, 23.0, 21.25)","(2.9, 3.5, 3.4692307692307693)","(10.0, 14.0, 13.4)","(9.0, 11.0, 10.275)","(21.0, 42.0, 35.333333333333336)","(6.0, 6.6, 6.388235294117647)","(41.0, 100.0, 77.5)","(8.0, 10.0, 9.625)","(3.5, 5.4, 5.278260869565218)"
12-01-2023 15:50:12.880773,"(15.0, 23.0, 21.2)","(2.9, 3.5, 3.43)","(10.0, 14.0, 13.4)","(9.0, 10.5, 10.275)","(21.0, 42.0, 38.57142857142857)","(6.0, 6.6, 6.388235294117647)","(41.0, 100.0, 77.5)","(8.0, 11.0, 10.0)","(3.5, 5.4, 5.305084745762712)"
12-01-2023 15:50:14.137481,"(15.0, 23.0, 21.25)","(2.9, 3.5, 3.4681818181818183)","(10.0, 14.0, 13.4)","(9.0, 10.5, 10.336363636363636)","(21.0, 42.0, 36.0)","(5.5, 6.6, 6.388235294117647)","(41.0, 100.0, 77.5)","(7.5, 11.0, 9.714285714285714)","(3.7, 5.4, 5.305084745762712)"
12-01-2023 15:50:15.391587,"(15.0, 28.0, 24.0)","(2.9, 3.5, 3.4681818181818183)","(10.0, 14.0, 13.4)","(9.0, 10.5, 9.705882352941176)","(21.0, 42.0, 36.0)","(5.5, 6.6, 6.3428571428571425)","(41.0, 100.0, 77.5)","(7.5, 11.0, 9.714285714285714)","(3.7, 5.4, 5.305084745762712)"
12-01-2023 15:50:16.589420,"(15.0, 27.0, 22.333333333333332)","(2.9, 3.5, 3.4681818181818183)","(10.0, 14.0, 13.4)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 36.0)","(5.5, 6.6, 6.3428571428571425)","(41.0, 100.0, 77.5)","(7.5, 11.0, 10.4)","(3.7, 5.4, 5.305084745762712)"
12-01-2023 15:50:17.774085,"(15.0, 28.0, 26.833333333333336)","(2.9, 3.55, 3.4833333333333334)","(10.0, 14.0, 13.4)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 37.2)","(5.5, 6.6, 6.3428571428571425)","(41.0, 100.0, 80.71428571428572)","(7.5, 11.0, 10.4)","(3.7, 5.4, 5.305084745762712)"
12-01-2023 15:50:19.115093,"(15.0, 28.0, 26.0)","(2.9, 3.55, 3.3833333333333333)","(10.0, 14.0, 13.333333333333334)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 37.2)","(5.5, 6.6, 6.3428571428571425)","(41.0, 100.0, 80.71428571428572)","(7.5, 11.0, 10.4)","(3.7, 5.4, 5.305084745762712)"
12-01-2023 15:50:20.443030,"(15.0, 30.0, 26.0)","(2.9, 3.55, 3.3833333333333333)","(10.0, 14.0, 13.333333333333334)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 39.33333333333333)","(5.5, 6.6, 6.388235294117647)","(41.0, 100.0, 73.33333333333333)","(7.5, 11.0, 10.64)","(3.7, 5.4, 5.305084745762712)"
12-01-2023 15:50:21.829295,"(15.0, 29.0, 25.0)","(2.9, 3.35, 3.247777777777778)","(10.0, 14.0, 13.714285714285714)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 39.33333333333333)","(5.5, 6.6, 6.388235294117647)","(41.0, 100.0, 73.33333333333333)","(7.5, 11.0, 10.614285714285714)","(3.7, 5.4, 5.737704918032787)"
12-01-2023 15:50:23.203852,"(15.0, 29.0, 22.1875)","(2.9, 3.35, 3.2173076923076924)","(10.0, 14.0, 13.714285714285714)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 37.2)","(5.5, 6.6, 6.3428571428571425)","(41.0, 100.0, 80.0)","(7.5, 11.0, 10.459999999999999)","(3.7, 6.0, 5.570588235294118)"
12-01-2023 15:50:24.560219,"(15.0, 23.0, 22.1875)","(2.9, 3.35, 3.2474358974358974)","(10.0, 14.0, 16.75)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 37.2)","(5.5, 6.6, 6.3428571428571425)","(41.0, 100.0, 77.5)","(7.5, 11.0, 10.040000000000001)","(3.7, 5.9, 5.55)"
12-01-2023 15:50:25.856234,"(15.0, 26.0, 23.5)","(2.9, 3.35, 3.2474358974358974)","(10.0, 17.5, 15.222222222222221)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 38.0)","(5.5, 6.6, 6.3428571428571425)","(41.0, 95.0, 80.0)","(7.5, 11.0, 10.040000000000001)","(3.7, 5.8, 5.442857142857143)"
12-01-2023 15:50:27.171885,"(15.0, 26.0, 23.5)","(2.9, 3.35, 3.2474358974358974)","(10.0, 17.0, 14.333333333333334)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 39.33333333333333)","(5.5, 6.6, 6.24)","(41.0, 100.0, 88.0)","(7.5, 11.0, 10.040000000000001)","(3.7, 5.8, 5.63)"
12-01-2023 15:50:28.435844,"(15.0, 26.0, 22.666666666666668)","(2.9, 3.35, 3.2474358974358974)","(10.0, 17.0, 15.142857142857142)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 37.2)","(5.5, 6.6, 6.24)","(41.0, 110.0, 76.66666666666667)","(7.5, 11.0, 9.95)","(3.7, 5.7, 5.544444444444444)"
12-01-2023 15:50:29.655033,"(15.0, 26.0, 22.666666666666668)","(2.9, 3.35, 3.2474358974358974)","(10.0, 16.0, 12.428571428571429)","(9.0, 10.0, 9.705882352941176)","(21.0, 42.0, 37.2)","(5.5, 6.6, 6.24)","(41.0, 110.0, 76.66666666666667)","(7.5, 10.5, 9.714285714285715)","(3.7, 5.6, 5.5)"
12-01-2023 15:50:30.874205,"(15.0, 26.0, 23.333333333333332)","(2.9, 3.35, 3.2547619047619047)","(10.0, 13.0, 11.694444444444445)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 37.2)","(5.5, 6.6, 6.24)","(41.0, 110.0, 76.66666666666667)","(7.5, 10.5, 9.84)","(3.7, 5.6, 5.55)"
12-01-2023 15:50:32.125549,"(15.0, 26.0, 23.333333333333332)","(2.9, 3.35, 3.2547619047619047)","(10.0, 13.5, 11.694444444444445)","(9.0, 10.0, 9.701408450704225)","(21.0, 42.0, 36.0)","(5.5, 6.6, 6.24)","(41.0, 110.0, 76.66666666666667)","(7.5, 10.5, 9.84)","(3.7, 5.6, 5.576470588235294)"
12-01-2023 15:50:33.456076,"(15.0, 26.0, 24.5)","(2.9, 3.35, 3.2666666666666666)","(10.0, 13.5, 12.261904761904763)","(9.0, 10.0, 9.659459459459459)","(21.0, 42.0, 36.0)","(5.5, 6.6, 6.275)","(41.0, 110.0, 85.0)","(7.5, 10.5, 10.254545454545454)","(3.7, 5.6, 5.574999999999999)"
12-01-2023 15:50:34.808632,"(15.0, 26.0, 23.142857142857142)","(2.9, 3.35, 3.2666666666666666)","(10.0, 13.5, 12.261904761904763)","(9.0, 10.0, 9.659459459459459)","(21.0, 42.0, 36.0)","(5.5, 6.6, 6.275)","(41.0, 110.0, 85.0)","(7.5, 10.5, 10.254545454545454)","(3.7, 5.6, 5.574999999999999)"
12-01-2023 15:50:36.139205,"(15.0, 26.0, 23.22222222222222)","(2.9, 3.35, 3.2666666666666666)","(10.0, 13.5, 12.261904761904763)","(9.0, 10.0, 9.659459459459459)","(21.0, 42.0, 36.0)","(5.5, 6.6, 6.275)","(41.0, 110.0, 85.0)","(7.5, 10.5, 10.254545454545454)","(3.7, 5.6, 5.574999999999999)"
12-01-2023 15:50:37.534723,"(15.0, 26.0, 23.916666666666668)","(2.9, 3.35, 3.2666666666666666)","(10.0, 13.5, 11.970588235294118)","(9.0, 10.0, 9.659459459459459)","(21.0, 42.0, 30.90909090909091)","(5.5, 6.6, 6.415384615384616)","(41.0, 110.0, 90.0)","(7.5, 10.5, 10.05)","(3.8, 5.6, 5.55)"
12-01-2023 15:50:38.852506,"(15.0, 26.0, 23.916666666666668)","(2.9, 3.35, 3.2666666666666666)","(10.0, 13.5, 11.970588235294118)","(9.0, 10.0, 9.659459459459459)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.6, 6.415384615384616)","(41.0, 120.0, 73.33333333333333)","(7.5, 10.5, 10.05)","(3.8, 5.6, 5.55)"
12-01-2023 15:50:40.134721,"(15.0, 26.0, 23.916666666666668)","(2.9, 3.35, 3.2666666666666666)","(10.0, 13.5, 11.970588235294118)","(9.0, 10.0, 9.659459459459459)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.6, 6.415384615384616)","(41.0, 100.0, 73.33333333333333)","(7.5, 10.5, 10.05)","(3.8, 5.6, 5.55)"
12-01-2023 15:50:41.468517,"(15.0, 26.0, 24.5)","(2.9, 3.35, 3.2666666666666666)","(10.0, 13.5, 11.970588235294118)","(9.0, 10.0, 9.659459459459459)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.6, 6.415384615384616)","(41.0, 100.0, 71.66666666666667)","(7.5, 10.5, 10.05)","(3.8, 5.6, 5.55)"
12-01-2023 15:50:42.792486,"(15.0, 26.0, 24.5)","(2.9, 3.35, 3.2666666666666666)","(10.0, 13.5, 12.2)","(9.0, 10.0, 9.659459459459459)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.6, 6.231578947368421)","(41.0, 95.0, 71.66666666666667)","(7.5, 10.5, 10.05)","(3.8, 5.6, 5.574999999999999)"
12-01-2023 15:50:44.108658,"(15.0, 26.0, 29.555555555555557)","(2.9, 3.35, 3.4318181818181817)","(10.0, 13.5, 11.970588235294118)","(9.0, 10.0, 9.059701492537313)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.6, 6.0)","(41.0, 95.0, 92.22222222222223)","(7.5, 10.5, 10.05)","(3.8, 5.6, 5.5)"
12-01-2023 15:50:45.421578,"(15.0, 32.0, 29.555555555555557)","(2.9, 3.5, 3.4318181818181817)","(10.0, 13.5, 12.261904761904763)","(9.0, 10.0, 8.867605633802818)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.2, 6.042105263157895)","(41.0, 100.0, 80.0)","(7.5, 10.5, 9.719999999999999)","(3.8, 5.6, 5.466666666666667)"
12-01-2023 15:50:46.846420,"(15.0, 32.0, 30.0)","(2.9, 3.55, 3.3694444444444445)","(10.0, 13.5, 12.333333333333334)","(9.0, 10.0, 9.2)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.2, 6.042105263157895)","(41.0, 100.0, 80.0)","(7.5, 10.5, 10.175)","(3.8, 5.6, 5.52)"
12-01-2023 15:50:48.281196,"(15.0, 30.0, 27.333333333333332)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.0, 12.066666666666666)","(9.0, 9.6, 9.066666666666666)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.2, 6.3500000000000005)","(41.0, 100.0, 80.0)","(7.5, 10.5, 10.175)","(3.8, 5.6, 5.52)"
12-01-2023 15:50:49.665594,"(15.0, 30.0, 27.6)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.0, 12.23076923076923)","(9.0, 9.6, 9.066666666666666)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.4, 6.3500000000000005)","(41.0, 100.0, 80.0)","(7.5, 10.5, 10.175)","(3.8, 5.6, 5.52)"
12-01-2023 15:50:51.052216,"(15.0, 30.0, 27.6)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.0, 12.23076923076923)","(9.0, 9.6, 9.066666666666666)","(21.0, 40.0, 30.90909090909091)","(5.5, 6.4, 6.3500000000000005)","(41.0, 100.0, 77.5)","(7.5, 10.5, 10.175)","(3.8, 5.6, 5.52)"
12-01-2023 15:50:52.420047,"(15.0, 30.0, 27.6)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.0, 12.11111111111111)","(8.5, 9.6, 9.2)","(21.0, 40.0, 34.0)","(5.5, 6.4, 6.364285714285715)","(41.0, 100.0, 77.5)","(7.5, 10.5, 10.175)","(3.8, 5.6, 5.5)"
12-01-2023 15:50:53.896779,"(15.0, 34.0, 30.0)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.5, 12.6)","(8.5, 9.6, 9.2)","(21.0, 38.0, 34.0)","(5.5, 6.4, 6.3500000000000005)","(41.0, 100.0, 90.0)","(7.5, 10.5, 9.5)","(3.8, 5.6, 5.475)"
12-01-2023 15:50:55.277395,"(15.0, 32.0, 29.2)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.0, 12.6)","(8.5, 9.6, 9.2)","(21.0, 38.0, 34.0)","(5.5, 6.4, 6.3500000000000005)","(41.0, 95.0, 90.0)","(7.5, 10.0, 9.133333333333335)","(3.8, 5.6, 5.475)"
12-01-2023 15:50:56.702118,"(15.0, 32.0, 28.0)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.0, 12.11111111111111)","(8.5, 9.6, 9.2)","(21.0, 38.0, 34.0)","(5.5, 6.4, 6.3500000000000005)","(41.0, 95.0, 77.5)","(7.5, 10.0, 9.133333333333333)","(3.8, 5.6, 5.475)"
12-01-2023 15:50:58.141009,"(15.0, 34.0, 32.666666666666664)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.5, 11.952380952380953)","(8.5, 9.6, 9.542857142857143)","(21.0, 38.0, 34.0)","(5.5, 6.4, 6.096969696969698)","(41.0, 100.0, 77.5)","(7.5, 10.0, 9.5)","(3.8, 5.6, 5.183333333333333)"
12-01-2023 15:50:59.625872,"(15.0, 34.0, 32.0)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.5, 11.952380952380953)","(8.5, 9.6, 9.173684210526314)","(21.0, 38.0, 34.0)","(5.5, 6.4, 6.055172413793104)","(41.0, 100.0, 77.5)","(7.5, 9.8, 9.35)","(3.8, 5.6, 5.407692307692307)"
12-01-2023 15:51:01.034836,"(15.0, 34.0, 32.0)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.5, 11.952380952380953)","(8.5, 9.2, 9.144827586206896)","(21.0, 38.0, 34.0)","(5.5, 6.4, 6.055172413793104)","(41.0, 100.0, 92.85714285714286)","(7.5, 9.8, 9.35)","(3.8, 5.6, 5.5285714285714285)"
12-01-2023 15:51:02.430838,"(17.0, 34.0, 32.0)","(2.9, 3.55, 3.402272727272727)","(10.0, 13.5, 11.952380952380953)","(8.5, 9.2, 9.361702127659575)","(21.0, 38.0, 34.0)","(5.5, 6.4, 6.055172413793104)","(41.0, 100.0, 95.45454545454545)","(7.5, 9.8, 9.35)","(3.8, 5.6, 5.5285714285714285)"
12-01-2023 15:51:03.839697,"(17.0, 34.0, 29.6)","(2.9, 3.55, 3.42)","(10.0, 13.5, 12.6)","(8.5, 10.0, 9.600000000000001)","(21.0, 38.0, 34.0)","(5.5, 6.4, 6.055172413793104)","(41.0, 100.0, 91.36363636363636)","(7.5, 9.8, 9.571428571428571)","(3.8, 5.6, 5.377777777777777)"
12-01-2023 15:51:05.167797,"(17.0, 32.0, 29.6)","(2.9, 3.55, 3.4379310344827583)","(10.0, 13.0, 12.6)","(8.5, 9.8, 9.505263157894737)","(21.0, 38.0, 33.5)","(5.5, 6.4, 6.055172413793104)","(41.0, 95.0, 91.36363636363636)","(7.5, 9.8, 9.571428571428571)","(3.8, 5.6, 5.475)"
12-01-2023 15:51:06.473976,"(17.0, 32.0, 29.6)","(2.9, 3.55, 3.4379310344827583)","(10.0, 13.0, 12.6)","(8.5, 9.8, 9.505263157894737)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 95.0, 91.36363636363636)","(7.5, 9.8, 9.571428571428571)","(3.8, 5.6, 5.475)"
12-01-2023 15:51:07.883600,"(17.0, 32.0, 29.6)","(2.9, 3.55, 3.4379310344827583)","(10.0, 13.0, 12.6)","(8.5, 9.8, 9.416666666666666)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.957692307692308)","(41.0, 95.0, 91.66666666666667)","(7.5, 9.8, 9.48)","(3.8, 5.6, 5.494736842105263)"
12-01-2023 15:51:09.260796,"(17.0, 32.0, 29.6)","(2.9, 3.55, 3.4379310344827583)","(10.0, 13.0, 12.6)","(8.5, 10.0, 9.723809523809525)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.957692307692308)","(41.0, 95.0, 91.66666666666667)","(7.5, 9.8, 9.4)","(3.8, 5.6, 5.428571428571429)"
12-01-2023 15:51:10.662140,"(17.0, 32.0, 32.0)","(2.9, 3.55, 3.4379310344827583)","(10.0, 13.0, 11.76923076923077)","(8.5, 9.8, 9.723809523809525)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 95.0, 95.83333333333334)","(7.5, 9.8, 9.492307692307692)","(3.8, 5.5, 5.438461538461539)"
12-01-2023 15:51:12.099946,"(17.0, 34.0, 32.0)","(2.9, 3.55, 3.425)","(10.0, 13.5, 11.76923076923077)","(8.5, 9.8, 9.475)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 100.0, 94.28571428571429)","(7.5, 9.8, 9.492307692307692)","(3.8, 5.5, 5.283333333333333)"
12-01-2023 15:51:13.514598,"(17.0, 34.0, 32.0)","(2.9, 3.55, 3.4379310344827583)","(10.0, 13.5, 11.76923076923077)","(8.5, 10.0, 9.44186046511628)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.957692307692308)","(41.0, 100.0, 96.25)","(7.5, 9.8, 9.533333333333333)","(3.8, 5.5, 5.283333333333333)"
12-01-2023 15:51:14.932568,"(17.0, 34.0, 32.0)","(2.9, 3.55, 3.4379310344827583)","(10.0, 13.5, 11.76923076923077)","(8.5, 10.0, 9.723809523809525)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 100.0, 96.25)","(7.5, 9.8, 9.533333333333333)","(3.8, 5.5, 5.283333333333333)"
12-01-2023 15:51:16.340102,"(17.0, 34.0, 32.0)","(2.9, 3.55, 3.5910714285714285)","(10.0, 13.5, 11.76923076923077)","(8.5, 9.8, 9.628571428571428)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 100.0, 96.25)","(7.5, 9.8, 9.533333333333333)","(3.8, 5.5, 5.171428571428572)"
12-01-2023 15:51:17.672893,"(17.0, 34.0, 32.0)","(2.9, 3.6, 3.67)","(10.0, 13.5, 11.76923076923077)","(8.5, 9.8, 9.337931034482757)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 100.0, 96.25)","(7.5, 9.8, 9.533333333333333)","(3.8, 5.4, 4.766666666666667)"
12-01-2023 15:51:19.090900,"(17.0, 34.0, 32.0)","(2.9, 3.7, 3.67)","(10.0, 13.5, 11.76923076923077)","(8.5, 10.0, 9.425641025641026)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.957692307692308)","(41.0, 100.0, 96.25)","(7.5, 9.8, 9.533333333333333)","(3.8, 5.1, 4.769230769230769)"
12-01-2023 15:51:20.466831,"(17.0, 34.0, 32.0)","(2.9, 3.7, 3.67)","(10.0, 13.5, 11.76923076923077)","(8.5, 10.0, 9.425641025641026)","(21.0, 38.0, 30.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 100.0, 96.25)","(7.5, 9.8, 9.533333333333333)","(3.8, 5.0, 4.677419354838709)"
12-01-2023 15:51:22.021904,"(17.0, 34.0, 32.0)","(2.9, 3.7, 3.67)","(10.0, 13.5, 11.76923076923077)","(8.5, 10.0, 9.45142857142857)","(21.0, 38.0, 33.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 100.0, 96.25)","(7.5, 9.8, 9.533333333333333)","(3.8, 5.0, 4.677419354838709)"
12-01-2023 15:51:23.639028,"(17.0, 34.0, 32.0)","(2.9, 3.7, 3.625)","(10.0, 13.5, 11.76923076923077)","(8.5, 10.0, 9.45142857142857)","(21.0, 38.0, 33.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 100.0, 96.25)","(7.5, 9.8, 9.533333333333333)","(3.8, 5.0, 4.657142857142857)"
12-01-2023 15:51:25.360501,"(17.0, 34.0, 32.0)","(2.9, 3.7, 3.625)","(10.0, 13.5, 11.863636363636363)","(8.5, 10.0, 9.45142857142857)","(21.0, 38.0, 33.5)","(5.5, 6.4, 5.965217391304348)","(41.0, 100.0, 97.27272727272727)","(7.5, 9.8, 9.533333333333333)","(3.8, 5.0, 4.657142857142857)"
12-01-2023 15:51:27.068159,"(18.0, 34.0, 32.0)","(3.0, 3.7, 3.625)","(10.0, 13.5, 12.115384615384615)","(8.5, 10.0, 9.45142857142857)","(21.0, 38.0, 33.5)","(5.5, 6.4, 5.965217391304348)","(51.0, 100.0, 96.25)","(7.5, 9.8, 9.533333333333333)","(3.7, 5.0, 4.657142857142857)"
12-01-2023 15:51:28.651963,"(18.0, 34.0, 32.0)","(3.0, 3.7, 3.6464285714285714)","(10.0, 13.5, 12.261904761904763)","(8.5, 10.0, 9.45142857142857)","(21.0, 38.0, 33.5)","(5.5, 6.4, 5.957692307692308)","(51.0, 100.0, 96.66666666666667)","(7.5, 9.8, 9.466666666666667)","(3.7, 5.0, 4.657142857142857)"
12-01-2023 15:51:30.050078,"(18.0, 34.0, 32.0)","(3.0, 3.7, 3.6464285714285714)","(9.0, 13.5, 12.071428571428571)","(8.0, 10.0, 9.45142857142857)","(21.0, 38.0, 35.0)","(5.0, 6.4, 5.957692307692308)","(51.0, 100.0, 97.5)","(7.5, 9.8, 9.56)","(3.7, 5.0, 4.653333333333333)"
