,Colden Mandella,Yallaroo,Mepunga Robyn,Carry On Jack,Escape Way,Lily Luna Potter,Pick Star,Moraine Chloe
07-01-2023 16:57:46.899725,"(3.7, 9.4, 9.03076923076923)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.283333333333333)","(11.0, 13.5, 11.125)","(7.5, 11.5, 10.75)","(61.0, 420.0, 186.66666666666666)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 150.0)"
07-01-2023 16:57:47.972361,"(3.7, 9.4, 8.955555555555556)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.283333333333333)","(11.0, 13.5, 11.125)","(7.5, 11.5, 10.75)","(61.0, 420.0, 211.66666666666666)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 150.0)"
07-01-2023 16:57:48.961750,"(3.7, 9.4, 8.955555555555556)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.283333333333333)","(11.0, 13.5, 11.125)","(7.5, 11.5, 10.75)","(61.0, 410.0, 187.85714285714286)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 150.0)"
07-01-2023 16:57:49.955369,"(3.7, 9.4, 8.955555555555556)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.2384615384615385)","(11.0, 13.5, 11.125)","(7.5, 11.5, 10.75)","(61.0, 400.0, 187.85714285714286)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 150.0)"
07-01-2023 16:57:50.985257,"(3.7, 9.4, 8.955555555555556)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.325)","(11.0, 13.5, 11.125)","(7.5, 11.5, 9.448717948717949)","(61.0, 400.0, 167.05882352941177)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:57:52.037658,"(3.7, 9.6, 9.066666666666666)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.305454545454545)","(11.0, 13.5, 12.0625)","(7.5, 11.5, 9.448717948717949)","(61.0, 400.0, 167.05882352941177)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:57:53.085078,"(3.7, 9.6, 9.066666666666666)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.327272727272727)","(11.0, 13.0, 12.0625)","(7.5, 11.5, 9.448717948717949)","(61.0, 400.0, 167.05882352941177)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:57:54.148221,"(3.7, 9.6, 9.155555555555555)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.327272727272727)","(11.0, 13.0, 11.75)","(7.5, 11.5, 9.4375)","(61.0, 380.0, 195.0)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:57:55.156227,"(3.7, 9.6, 9.155555555555555)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.327272727272727)","(11.0, 13.0, 11.75)","(7.5, 11.5, 9.4375)","(61.0, 370.0, 195.0)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:57:56.223324,"(3.7, 9.6, 9.155555555555555)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.327272727272727)","(11.0, 13.0, 11.095238095238095)","(7.5, 11.5, 9.4375)","(61.0, 360.0, 231.11111111111111)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:57:57.226798,"(3.7, 9.6, 9.155555555555555)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.327272727272727)","(11.0, 13.0, 11.095238095238095)","(7.5, 11.5, 9.7)","(61.0, 360.0, 231.11111111111111)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:57:58.270548,"(3.7, 9.6, 9.155555555555555)","(4.6, 6.4, 5.9)","(2.9, 3.4, 3.327272727272727)","(11.0, 13.0, 11.095238095238095)","(7.5, 11.0, 9.375)","(61.0, 360.0, 231.11111111111111)","(4.4, 6.4, 6.135185185185185)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:57:59.305136,"(3.7, 9.6, 9.155555555555555)","(4.6, 6.4, 5.9)","(2.9, 3.35, 3.1125)","(11.0, 13.0, 11.095238095238095)","(7.5, 11.0, 9.375)","(61.0, 360.0, 181.53846153846155)","(4.4, 6.4, 6.144642857142857)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:00.237203,"(3.7, 9.6, 8.479999999999999)","(4.6, 6.4, 5.9)","(2.9, 3.3, 3.1285714285714286)","(11.0, 13.0, 11.095238095238095)","(7.5, 11.0, 9.375)","(61.0, 360.0, 181.53846153846155)","(4.4, 6.4, 6.144642857142857)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:01.243828,"(3.7, 9.6, 9.155555555555555)","(4.6, 6.4, 6.1684210526315795)","(2.9, 3.3, 3.1227272727272726)","(11.0, 13.0, 11.571428571428571)","(7.5, 11.0, 9.136363636363637)","(61.0, 340.0, 153.0769230769231)","(4.4, 6.4, 6.144642857142857)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:02.335765,"(3.7, 9.6, 9.433333333333334)","(4.6, 6.4, 6.125)","(2.9, 3.3, 3.1227272727272726)","(11.0, 13.0, 11.571428571428571)","(7.5, 11.0, 10.125)","(61.0, 340.0, 137.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:03.365252,"(3.7, 9.6, 9.433333333333334)","(4.6, 6.4, 6.125)","(2.9, 3.3, 3.1227272727272726)","(11.0, 13.0, 11.571428571428571)","(7.5, 10.5, 10.125)","(61.0, 340.0, 137.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:04.357873,"(3.7, 8.6, 8.45)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.3, 3.1227272727272726)","(11.0, 13.0, 11.571428571428571)","(7.5, 10.5, 10.125)","(61.0, 340.0, 137.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:05.372428,"(3.7, 8.6, 8.45)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.3, 3.1227272727272726)","(11.0, 13.0, 11.571428571428571)","(7.5, 10.5, 10.125)","(61.0, 340.0, 164.54545454545456)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:06.430558,"(3.7, 8.6, 8.45)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.3, 3.1227272727272726)","(11.0, 13.0, 11.947368421052632)","(7.5, 10.5, 10.125)","(61.0, 330.0, 132.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:07.440466,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.3, 3.044262295081967)","(11.0, 13.0, 11.947368421052632)","(7.5, 10.5, 10.125)","(61.0, 320.0, 132.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:08.401714,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.25, 3.1125)","(11.0, 13.0, 11.947368421052632)","(7.5, 10.5, 10.125)","(61.0, 320.0, 132.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:09.413818,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.25, 3.0775862068965516)","(11.0, 13.0, 11.947368421052632)","(7.5, 10.5, 10.125)","(61.0, 320.0, 132.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:10.424306,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.25, 3.0775862068965516)","(11.0, 13.0, 11.947368421052632)","(7.5, 10.5, 10.125)","(61.0, 320.0, 132.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:11.467921,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.25, 3.0775862068965516)","(11.0, 13.0, 11.947368421052632)","(7.5, 10.5, 10.125)","(61.0, 320.0, 132.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:12.450484,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.25, 3.0775862068965516)","(11.0, 13.0, 11.947368421052632)","(7.5, 10.5, 10.125)","(61.0, 320.0, 132.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:13.515153,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.25, 3.0775862068965516)","(11.0, 13.0, 11.947368421052632)","(7.5, 10.5, 10.125)","(61.0, 320.0, 132.5)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:14.549233,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 300.0, 156.25)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:15.550639,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 300.0, 156.25)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:16.509207,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 290.0, 161.66666666666666)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:17.494400,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 280.0, 220.0)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:18.494736,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 280.0, 140.0)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:19.544005,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 280.0, 140.0)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:20.555509,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 280.0, 140.0)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:21.687679,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 280.0, 228.33333333333334)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:22.832506,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 260.0, 228.33333333333334)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:23.841898,"(3.7, 8.6, 8.3)","(4.6, 6.4, 6.170833333333333)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 260.0, 228.33333333333334)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:24.816831,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 260.0, 205.71428571428572)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:25.871820,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 260.0, 175.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:26.966181,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 260.0, 154.44444444444446)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:28.081386,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 260.0, 214.0)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:29.097820,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 250.0, 206.0)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:30.204540,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.2, 3.1500000000000004)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 206.0)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:31.291209,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0473684210526315)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:32.379009,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:33.370006,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:34.450919,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0173076923076922)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:35.417405,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0173076923076922)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:36.550642,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0173076923076922)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:37.484762,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0173076923076922)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:38.506820,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0173076923076922)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:39.473649,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.3)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:40.506023,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.4, 5.325)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:41.555363,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(61.0, 240.0, 145.55555555555554)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:42.561731,"(3.7, 8.6, 8.45)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 240.0, 145.55555555555554)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:43.577498,"(3.7, 8.6, 8.45)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 240.0, 145.55555555555554)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:44.622063,"(3.7, 8.6, 8.45)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 240.0, 145.55555555555554)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:45.609571,"(3.7, 8.6, 8.45)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 240.0, 145.55555555555554)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:46.653696,"(3.7, 8.6, 8.45)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 240.0, 145.55555555555554)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:47.635385,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 240.0, 145.55555555555554)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:48.605000,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.1, 3.0391304347826087)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 240.0, 198.0)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:49.599428,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.85)","(2.9, 3.2, 3.02)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 230.0, 119.23076923076923)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:51.510964,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.886666666666667)","(2.9, 3.2, 2.981818181818182)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 220.0, 190.0)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:52.601335,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.886666666666667)","(2.9, 3.2, 2.981818181818182)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 220.0, 99.16666666666667)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:53.619486,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.886666666666667)","(2.9, 3.2, 3.09)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 220.0, 131.42857142857144)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:54.593512,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.886666666666667)","(2.9, 3.2, 3.09)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 220.0, 131.42857142857144)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:55.543047,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.886666666666667)","(2.9, 3.2, 3.09)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 200.0, 110.0)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:56.487394,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.886666666666667)","(2.9, 3.2, 3.09)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 200.0, 110.0)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 141.42857142857142)"
07-01-2023 16:58:57.469506,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.976923076923077)","(2.9, 3.15, 2.9288461538461537)","(11.0, 13.0, 11.96875)","(7.5, 10.5, 10.125)","(71.0, 190.0, 100.0)","(4.4, 6.2, 5.342857142857143)","(91.0, 550.0, 150.71428571428572)"
07-01-2023 16:58:58.419693,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.976923076923077)","(2.9, 3.15, 2.9096153846153845)","(11.0, 13.0, 11.96875)","(7.5, 11.0, 9.133333333333333)","(71.0, 180.0, 96.42857142857143)","(4.4, 6.2, 6.053658536585366)","(91.0, 550.0, 150.71428571428572)"
07-01-2023 16:58:59.430042,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.976923076923077)","(2.9, 3.1, 2.914285714285714)","(11.0, 13.0, 11.96875)","(7.5, 11.0, 9.133333333333333)","(71.0, 180.0, 125.0)","(4.4, 6.2, 5.428571428571429)","(91.0, 550.0, 150.71428571428572)"
07-01-2023 16:59:00.410634,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.976923076923077)","(2.9, 3.1, 2.913333333333333)","(11.0, 13.0, 11.96875)","(7.5, 11.0, 9.133333333333333)","(71.0, 160.0, 101.66666666666667)","(4.4, 6.2, 5.428571428571429)","(91.0, 550.0, 255.78947368421052)"
