,Colden Mandella,Yallaroo,Mepunga Robyn,Carry On Jack,Escape Way,Lily Luna Potter,Pick Star,Moraine Chloe
07-01-2023 17:00:30.142361,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.454545454545455)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:31.167875,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.454545454545455)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:32.293756,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.454545454545455)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:33.387326,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.454545454545455)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:34.389301,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.454545454545455)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:35.409605,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.454545454545455)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:36.526152,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.454545454545455)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 488.75)"
07-01-2023 17:00:37.622633,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.454545454545455)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 540.0, 488.75)"
07-01-2023 17:00:38.635112,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.3)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 540.0, 488.75)"
07-01-2023 17:00:39.713010,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.725)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 540.0, 462.5)"
07-01-2023 17:00:40.832878,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.5600000000000005)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.657894736842104)","(7.5, 9.4, 8.616666666666665)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:41.895559,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.5600000000000005)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.657894736842104)","(7.5, 9.2, 8.385185185185184)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:43.020695,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.4750000000000005)","(2.7, 3.05, 3.0042553191489363)","(11.0, 13.0, 11.657894736842104)","(7.5, 9.2, 8.385185185185184)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:44.189311,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.4750000000000005)","(2.7, 3.05, 3.0047619047619047)","(11.0, 13.0, 11.657894736842104)","(7.5, 9.2, 8.385185185185184)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:45.320899,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.4750000000000005)","(2.7, 3.05, 3.0047619047619047)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.385185185185184)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:46.607285,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.4750000000000005)","(2.7, 3.05, 3.0166666666666666)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.385185185185184)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.185714285714286)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:48.017793,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.362962962962963)","(2.7, 3.05, 2.9672413793103445)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.185714285714286)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:49.225583,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.362962962962963)","(2.7, 3.05, 2.96)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.507692307692308)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.185714285714286)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:50.362921,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.406451612903226)","(2.7, 3.0, 2.96)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.507692307692308)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.1)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:51.428629,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.406451612903226)","(2.7, 3.0, 2.96)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.507692307692308)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.1)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:52.500794,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.362962962962963)","(2.7, 3.0, 2.933333333333333)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 80.9090909090909)","(4.4, 7.0, 6.642857142857142)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:53.527849,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.304347826086957)","(2.7, 3.0, 2.933333333333333)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 80.9090909090909)","(4.4, 7.0, 6.642857142857142)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:54.534617,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.304347826086957)","(2.7, 3.0, 2.933333333333333)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 80.9090909090909)","(4.4, 7.0, 6.642857142857142)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:55.641790,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.304347826086957)","(2.7, 3.0, 2.933333333333333)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 80.9090909090909)","(4.4, 7.0, 6.761904761904762)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:56.854741,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.304347826086957)","(2.7, 3.0, 2.9088)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 80.9090909090909)","(4.4, 7.0, 6.761904761904762)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:58.064771,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.304347826086957)","(2.7, 3.0, 2.9088)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 80.9090909090909)","(4.4, 7.0, 6.761904761904762)","(101.0, 510.0, 462.5)"
07-01-2023 17:00:59.128444,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.304347826086957)","(2.7, 3.0, 2.9088)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 80.9090909090909)","(4.4, 7.0, 6.761904761904762)","(101.0, 510.0, 462.5)"
07-01-2023 17:01:00.218684,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.304347826086957)","(2.7, 3.0, 2.9088)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 80.9090909090909)","(4.4, 7.0, 6.761904761904762)","(101.0, 510.0, 462.5)"
07-01-2023 17:01:01.328324,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.304347826086957)","(2.7, 3.0, 2.9088)","(12.0, 13.0, 12.1)","(8.0, 9.2, 8.730434782608695)","(71.0, 90.0, 80.9090909090909)","(4.4, 7.0, 6.761904761904762)","(101.0, 510.0, 462.5)"
07-01-2023 17:01:02.554715,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.7, 5.245)","(2.7, 3.0, 2.9088)","(12.0, 12.0, 11.7)","(8.0, 9.2, 8.730434782608695)","(71.0, 90.0, 73.75)","(4.4, 7.0, 6.428571428571429)","(101.0, 510.0, 462.5)"
07-01-2023 17:01:03.624765,"(3.8, 9.0, 8.65)","(4.6, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9504347826086956)","(12.0, 12.0, 11.833333333333334)","(8.0, 9.2, 8.730434782608695)","(71.0, 75.0, 73.75)","(4.4, 7.0, 6.428571428571429)","(101.0, 510.0, 462.5)"
07-01-2023 17:01:04.762870,"(3.8, 9.0, 8.65)","(4.6, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9504347826086956)","(12.0, 12.0, 11.636363636363637)","(8.0, 9.2, 8.730434782608695)","(71.0, 75.0, 71.66666666666667)","(4.4, 7.0, 6.821428571428571)","(101.0, 510.0, 462.5)"
07-01-2023 17:01:05.893658,"(3.8, 9.0, 8.65)","(4.6, 5.3, 5.133333333333333)","(2.7, 3.0, 2.956551724137931)","(12.0, 13.0, 11.636363636363637)","(8.0, 9.2, 8.730434782608695)","(71.0, 75.0, 71.66666666666667)","(4.4, 7.0, 6.8076923076923075)","(101.0, 510.0, 462.5)"
07-01-2023 17:01:06.952434,"(3.8, 9.0, 8.65)","(4.6, 5.3, 5.133333333333333)","(2.7, 3.0, 2.956551724137931)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 75.0, 81.66666666666667)","(4.4, 7.0, 6.791666666666667)","(101.0, 510.0, 462.5)"
07-01-2023 17:01:07.960755,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.6, 5.2)","(2.7, 3.0, 2.9452173913043476)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.417391304347825)","(71.0, 90.0, 83.75)","(4.4, 7.0, 6.636363636363637)","(101.0, 510.0, 180.0)"
07-01-2023 17:01:08.986217,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.6, 5.141176470588235)","(2.7, 3.0, 2.9452173913043476)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.385185185185184)","(71.0, 90.0, 83.75)","(4.4, 7.0, 6.75)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:10.067530,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.6, 5.141176470588235)","(2.7, 3.0, 2.9452173913043476)","(12.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.385185185185184)","(71.0, 90.0, 83.75)","(4.4, 7.0, 6.75)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:11.081234,"(4.0, 9.0, 8.236363636363636)","(4.8, 5.6, 5.141176470588235)","(2.7, 3.0, 2.9452173913043476)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.385185185185184)","(71.0, 90.0, 83.75)","(4.4, 7.0, 6.75)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:12.045591,"(4.0, 9.0, 8.236363636363636)","(4.8, 5.6, 5.141176470588235)","(2.7, 3.0, 2.9452173913043476)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.385185185185184)","(71.0, 90.0, 72.5)","(4.4, 7.0, 6.75)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:13.104460,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9676923076923076)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.730434782608695)","(71.0, 75.0, 72.5)","(4.4, 7.0, 6.75)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:14.207417,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9676923076923076)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.71111111111111)","(71.0, 75.0, 72.5)","(4.4, 7.0, 6.75)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:15.297305,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9676923076923076)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.71111111111111)","(71.0, 75.0, 72.5)","(4.4, 7.0, 6.6571428571428575)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:16.368614,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9676923076923076)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.71111111111111)","(71.0, 75.0, 72.5)","(4.4, 7.0, 6.6571428571428575)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:17.420848,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9676923076923076)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.730434782608695)","(71.0, 75.0, 72.5)","(4.4, 7.0, 6.6571428571428575)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:18.571384,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9452173913043476)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.26086956521739)","(71.0, 75.0, 75.71428571428572)","(4.4, 7.0, 6.6571428571428575)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:19.647568,"(4.0, 9.0, 8.236363636363636)","(4.8, 5.6, 5.184615384615385)","(2.7, 3.0, 2.9452173913043476)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.348387096774193)","(71.0, 90.0, 74.375)","(4.4, 7.0, 6.6571428571428575)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:20.704492,"(4.0, 9.0, 8.236363636363636)","(4.8, 5.6, 5.141176470588235)","(2.7, 3.0, 2.9452173913043476)","(11.0, 13.0, 11.657894736842104)","(8.0, 9.2, 8.348387096774193)","(71.0, 90.0, 74.375)","(4.4, 7.0, 6.6571428571428575)","(101.0, 500.0, 315.0)"
07-01-2023 17:01:21.905513,"(4.0, 9.0, 8.236363636363636)","(4.8, 5.6, 5.141176470588235)","(2.7, 3.0, 2.9452173913043476)","(11.0, 13.0, 11.229166666666666)","(8.0, 9.2, 8.76)","(71.0, 90.0, 74.375)","(4.4, 7.0, 6.6571428571428575)","(101.0, 500.0, 322.0)"
07-01-2023 17:01:23.067638,"(4.0, 9.0, 7.95)","(4.8, 5.6, 5.141176470588235)","(2.7, 3.0, 2.9452173913043476)","(11.0, 13.0, 11.229166666666666)","(8.0, 9.2, 8.76)","(71.0, 90.0, 74.375)","(4.4, 7.0, 6.6571428571428575)","(101.0, 490.0, 322.0)"
07-01-2023 17:01:24.208525,"(4.0, 9.0, 7.95)","(4.8, 5.6, 5.141176470588235)","(2.7, 3.0, 2.9452173913043476)","(11.0, 13.0, 11.229166666666666)","(8.0, 9.2, 8.76)","(71.0, 90.0, 74.375)","(4.4, 7.0, 6.6571428571428575)","(101.0, 490.0, 322.0)"
07-01-2023 17:01:25.538697,"(4.0, 9.0, 8.65)","(4.8, 5.6, 5.133333333333333)","(2.7, 3.0, 2.9676923076923076)","(11.0, 13.0, 11.425925925925926)","(8.0, 9.2, 8.730434782608695)","(71.0, 90.0, 70.0)","(4.4, 7.0, 6.84)","(101.0, 460.0, 405.55555555555554)"
07-01-2023 17:01:26.835320,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9634782608695653)","(11.0, 13.0, 11.425925925925926)","(8.0, 9.2, 8.71111111111111)","(71.0, 75.0, 70.0)","(4.4, 7.0, 6.84)","(101.0, 440.0, 405.55555555555554)"
07-01-2023 17:01:27.938182,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.133333333333333)","(2.7, 3.0, 2.9634782608695653)","(11.0, 13.0, 11.425925925925926)","(8.0, 9.2, 8.336)","(71.0, 75.0, 81.66666666666667)","(4.4, 7.0, 6.84)","(101.0, 440.0, 233.33333333333331)"
07-01-2023 17:01:29.001451,"(4.0, 9.0, 8.236363636363636)","(4.8, 5.6, 5.042857142857143)","(2.7, 3.0, 2.9452173913043476)","(11.0, 13.0, 11.425925925925926)","(8.0, 9.2, 8.455172413793104)","(71.0, 90.0, 83.75)","(4.4, 7.0, 6.95)","(101.0, 440.0, 229.2)"
07-01-2023 17:01:30.052350,"(4.0, 9.0, 8.236363636363636)","(4.8, 5.6, 5.042857142857143)","(2.7, 3.0, 2.9492307692307693)","(11.0, 13.0, 11.425925925925926)","(8.0, 9.2, 8.730434782608695)","(71.0, 90.0, 83.75)","(4.4, 7.0, 6.95)","(101.0, 440.0, 229.2)"
07-01-2023 17:01:31.165379,"(4.0, 9.0, 8.236363636363636)","(4.8, 5.6, 5.042857142857143)","(2.7, 3.0, 2.9492307692307693)","(11.0, 13.0, 11.229166666666666)","(8.0, 9.2, 8.71111111111111)","(71.0, 90.0, 72.5)","(4.4, 7.0, 6.95)","(101.0, 440.0, 396.6666666666667)"
07-01-2023 17:01:32.219141,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.05)","(2.7, 3.0, 2.9223529411764706)","(11.0, 13.0, 11.425925925925926)","(8.0, 9.2, 8.71111111111111)","(71.0, 75.0, 72.5)","(4.4, 7.0, 6.95)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:33.224986,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.05)","(2.7, 3.0, 2.9223529411764706)","(11.0, 13.0, 10.63888888888889)","(8.0, 9.2, 8.71111111111111)","(61.0, 75.0, 72.5)","(4.4, 7.0, 6.95)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:34.266081,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.05)","(2.7, 3.0, 2.9223529411764706)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.71111111111111)","(61.0, 75.0, 72.5)","(4.4, 7.0, 6.95)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:35.314840,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.05)","(2.7, 3.0, 2.9223529411764706)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.71111111111111)","(61.0, 75.0, 72.5)","(4.4, 7.0, 6.95)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:36.367959,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.05)","(2.7, 3.0, 2.9223529411764706)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.71111111111111)","(61.0, 75.0, 72.5)","(4.6, 7.0, 6.95)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:37.443302,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.05)","(2.7, 3.0, 2.9223529411764706)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.71111111111111)","(61.0, 75.0, 72.5)","(4.6, 7.0, 6.95)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:38.502843,"(4.0, 9.0, 8.65)","(4.8, 5.3, 5.05)","(2.7, 3.0, 2.9976923076923074)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.719999999999999)","(61.0, 75.0, 75.0)","(4.6, 7.0, 6.8)","(101.0, 430.0, 233.33333333333331)"
07-01-2023 17:01:39.580462,"(4.0, 9.0, 7.95)","(4.8, 5.5, 5.153846153846154)","(2.7, 3.05, 2.9976923076923074)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.719999999999999)","(61.0, 85.0, 71.0)","(4.6, 7.0, 6.8)","(101.0, 440.0, 285.0)"
07-01-2023 17:01:40.692514,"(4.0, 9.0, 8.65)","(4.8, 5.5, 5.117647058823529)","(2.7, 3.05, 3.005)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.719999999999999)","(61.0, 75.0, 86.0)","(4.6, 7.0, 6.8)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:41.667988,"(4.0, 9.0, 8.65)","(4.8, 5.5, 5.117647058823529)","(2.7, 3.05, 3.005)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.719999999999999)","(61.0, 90.0, 86.36363636363636)","(4.6, 7.0, 6.8)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:42.671963,"(4.0, 9.0, 8.65)","(4.8, 5.4, 5.16)","(2.7, 3.05, 3.005)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.719999999999999)","(61.0, 90.0, 86.36363636363636)","(4.6, 7.0, 6.8)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:43.798629,"(4.0, 9.0, 8.775)","(4.8, 5.4, 5.16)","(2.7, 3.05, 3.005)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.719999999999999)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.0, 6.8)","(101.0, 430.0, 248.0952380952381)"
07-01-2023 17:01:44.842989,"(4.0, 9.0, 8.775)","(4.8, 5.4, 5.114285714285715)","(2.7, 3.05, 3.005)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.719999999999999)","(61.0, 90.0, 87.5)","(4.6, 7.0, 6.533333333333333)","(101.0, 440.0, 396.6666666666667)"
07-01-2023 17:01:45.858550,"(4.0, 9.0, 7.95)","(4.8, 5.4, 5.092307692307692)","(2.7, 3.1, 2.995)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.425806451612903)","(61.0, 90.0, 87.5)","(4.6, 7.2, 6.7384615384615385)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:46.885624,"(4.0, 9.0, 7.95)","(4.8, 5.4, 5.12)","(2.7, 3.1, 2.9775)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.2, 8.6)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.2, 6.866666666666667)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:47.925624,"(4.0, 9.0, 7.95)","(4.8, 5.4, 5.12)","(2.7, 3.1, 2.995)","(11.0, 13.0, 11.11111111111111)","(8.0, 9.0, 8.753846153846153)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.2, 6.6000000000000005)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:48.976314,"(4.0, 9.0, 8.775)","(4.8, 5.2, 5.033333333333333)","(2.7, 3.1, 2.995)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.717647058823529)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.2, 6.800000000000001)","(101.0, 430.0, 396.6666666666667)"
07-01-2023 17:01:49.971881,"(4.0, 9.0, 8.775)","(4.8, 5.2, 5.033333333333333)","(2.7, 3.1, 2.995)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.717647058823529)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.2, 6.800000000000001)","(101.0, 430.0, 387.77777777777777)"
07-01-2023 17:01:51.009086,"(4.0, 9.2, 8.9)","(4.8, 5.2, 5.033333333333333)","(2.7, 3.1, 2.9775)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.674074074074074)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.2, 6.800000000000001)","(101.0, 420.0, 387.77777777777777)"
07-01-2023 17:01:52.040211,"(4.0, 9.2, 8.9)","(4.8, 5.2, 5.033333333333333)","(2.7, 3.1, 2.9775)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.674074074074074)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.2, 6.800000000000001)","(101.0, 420.0, 387.77777777777777)"
07-01-2023 17:01:53.092040,"(4.0, 9.2, 8.9)","(4.8, 5.2, 5.033333333333333)","(2.7, 3.1, 2.9775)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.296)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.2, 6.800000000000001)","(101.0, 420.0, 378.8888888888889)"
07-01-2023 17:01:54.133611,"(4.0, 9.2, 8.6)","(4.8, 5.4, 5.1)","(2.7, 3.1, 2.9775)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.333333333333334)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.2, 6.800000000000001)","(101.0, 410.0, 378.8888888888889)"
07-01-2023 17:01:55.139624,"(4.0, 9.2, 8.15)","(4.8, 5.4, 5.05)","(2.7, 3.1, 2.9775)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.333333333333334)","(61.0, 90.0, 87.77777777777777)","(4.6, 7.2, 6.800000000000001)","(101.0, 410.0, 378.8888888888889)"
07-01-2023 17:01:56.236078,"(4.0, 9.2, 8.15)","(4.8, 5.4, 5.05)","(2.7, 3.1, 2.995)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.333333333333334)","(61.0, 90.0, 87.5)","(4.6, 7.2, 6.800000000000001)","(101.0, 410.0, 378.8888888888889)"
07-01-2023 17:01:57.235656,"(4.0, 9.2, 8.9)","(4.8, 5.2, 5.033333333333333)","(2.7, 3.1, 2.995)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.56)","(61.0, 90.0, 87.5)","(4.6, 7.2, 6.800000000000001)","(101.0, 410.0, 378.8888888888889)"
07-01-2023 17:01:58.260676,"(4.0, 9.2, 8.9)","(4.8, 5.2, 5.033333333333333)","(2.7, 3.1, 2.9775)","(11.0, 13.0, 11.53448275862069)","(8.0, 9.0, 8.511111111111111)","(61.0, 90.0, 87.5)","(4.6, 7.2, 6.800000000000001)","(101.0, 410.0, 378.8888888888889)"
