,Mr Blitz,Filorga Bale,Im Indigo,Pablos Star,Clever Trevor,Gypsy Warrior,Mrs Watson
09-01-2023 17:40:01.557775,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:02.673649,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:03.753307,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:04.788796,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:05.919869,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:07.060361,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:08.172977,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:09.314703,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:10.387135,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:11.458551,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:12.501335,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:13.545136,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:14.600399,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:15.644104,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:16.696742,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:17.748353,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:18.781675,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:19.816084,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:20.842662,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:21.956545,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:23.071372,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:24.202132,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:25.346173,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:26.494391,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:27.620620,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:28.797700,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:29.968933,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:31.093071,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:32.243119,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:33.340515,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:34.488454,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:35.568190,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:36.685959,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:37.796920,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:38.937433,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.290909090909091)","(8.5, 17.0, 12.222222222222221)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:40.103255,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 17.0, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:41.209572,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:42.350945,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:43.468707,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:44.558813,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:45.707107,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:46.824584,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:47.948072,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:49.090659,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:50.225080,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:51.394944,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:52.542818,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:53.681939,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:54.797168,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:55.901312,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:57.005955,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:58.062737,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:40:59.138589,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:00.203808,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:01.466676,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:02.723728,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:03.921974,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:05.092855,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:06.336387,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:07.565991,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 12.721951219512196)","(8.5, 16.5, 13.028571428571428)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:08.930357,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:11.976072,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:13.036186,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:14.375517,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:15.565017,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:16.667277,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:17.949053,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:19.168575,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:20.467331,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:21.642282,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:41:22.809941,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.0, 3.3966666666666665)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
