,Sirius Thinking,Garside To Excel,Blinks Princess,Leonidas,Mighty Kristy,Crab,Sublime Dallas,Tanyas Babe
07-12-2022 13:47:45.960377,"(9.0, 13.0, 12.066666666666666)","(2.2, 2.58, 2.565)","(61.0, 130.0, 106.92307692307692)","(1.6, 2.3, 2.2016666666666667)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 121.66666666666666)","(21.0, 70.0, 55.31578947368421)","(21.0, 80.0, 68.33333333333334)"
07-12-2022 13:47:47.297857,"(9.0, 13.0, 12.3)","(2.2, 2.58, 2.5685714285714285)","(61.0, 130.0, 106.92307692307692)","(1.6, 2.26, 2.2016666666666667)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 121.66666666666666)","(21.0, 65.0, 55.31578947368421)","(21.0, 80.0, 68.33333333333334)"
07-12-2022 13:47:48.497055,"(9.0, 13.0, 12.3)","(2.2, 2.58, 2.5636363636363635)","(61.0, 130.0, 106.92307692307692)","(1.6, 2.24, 2.169655172413793)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 121.66666666666666)","(21.0, 65.0, 55.31578947368421)","(21.0, 80.0, 68.33333333333334)"
07-12-2022 13:47:49.701676,"(9.0, 13.0, 12.0)","(2.2, 2.58, 2.5642105263157897)","(61.0, 130.0, 106.92307692307692)","(1.6, 2.24, 2.169655172413793)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 121.66666666666666)","(21.0, 65.0, 55.31578947368421)","(21.0, 80.0, 68.33333333333334)"
07-12-2022 13:47:50.897310,"(9.0, 13.0, 12.0)","(2.2, 2.58, 2.558181818181818)","(61.0, 130.0, 106.92307692307692)","(1.6, 2.24, 2.169655172413793)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 121.66666666666666)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:47:52.064355,"(9.0, 13.0, 11.444444444444445)","(2.2, 2.58, 2.5685714285714285)","(61.0, 130.0, 106.92307692307692)","(1.6, 2.22, 2.1892307692307695)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:47:53.303286,"(9.0, 13.0, 11.444444444444445)","(2.2, 2.58, 2.5685714285714285)","(61.0, 130.0, 106.92307692307692)","(1.6, 2.22, 2.1892307692307695)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:47:54.640056,"(9.0, 13.0, 11.444444444444445)","(2.2, 2.58, 2.5685714285714285)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.22, 2.1892307692307695)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:47:55.847952,"(9.0, 13.0, 11.444444444444445)","(2.2, 2.58, 2.5685714285714285)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.22, 2.1892307692307695)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:47:57.037615,"(9.0, 13.0, 11.444444444444445)","(2.2, 2.58, 2.5727272727272728)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.22, 2.1892307692307695)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:47:58.280361,"(9.0, 13.0, 11.285714285714286)","(2.2, 2.58, 2.5685714285714285)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.22, 2.1984615384615385)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:47:59.521335,"(9.0, 13.0, 11.285714285714286)","(2.2, 2.58, 2.5685714285714285)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.22, 2.15125)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:00.854094,"(9.0, 13.0, 11.444444444444445)","(2.2, 2.58, 2.5727272727272728)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.22, 2.165)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:02.118480,"(9.0, 13.0, 12.125)","(2.2, 2.58, 2.5727272727272728)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.22, 2.165)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:03.416735,"(9.0, 13.0, 12.382352941176471)","(2.2, 2.58, 2.5727272727272728)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.22, 2.16)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:04.615579,"(9.0, 13.0, 12.382352941176471)","(2.2, 2.58, 2.5727272727272728)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.2, 2.17625)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:05.875335,"(9.0, 13.0, 12.125)","(2.2, 2.58, 2.5727272727272728)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.22, 2.156)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:07.159873,"(9.0, 13.0, 12.125)","(2.2, 2.58, 2.5727272727272728)","(61.0, 130.0, 110.35714285714286)","(1.6, 2.2, 2.156)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:08.376873,"(9.0, 13.0, 12.125)","(2.2, 2.58, 2.5727272727272728)","(61.0, 130.0, 111.5625)","(1.6, 2.2, 2.156)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:09.813815,"(9.0, 13.0, 12.045454545454545)","(2.2, 2.58, 2.5727272727272728)","(61.0, 140.0, 111.5625)","(1.6, 2.2, 2.156)","(71.0, 130.0, 91.42857142857143)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:11.080958,"(9.0, 13.0, 12.192307692307692)","(2.2, 2.58, 2.5700000000000003)","(61.0, 140.0, 111.5625)","(1.6, 2.2, 2.156)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:12.369902,"(9.0, 13.0, 12.192307692307692)","(2.2, 2.58, 2.5700000000000003)","(61.0, 140.0, 111.5625)","(1.6, 2.2, 2.156)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:13.675816,"(9.0, 13.0, 11.772727272727273)","(2.2, 2.58, 2.5700000000000003)","(61.0, 140.0, 105.78947368421052)","(1.6, 2.2, 2.176216216216216)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:15.064477,"(9.0, 13.0, 12.2)","(2.2, 2.7, 2.6028571428571428)","(61.0, 140.0, 105.78947368421052)","(1.6, 2.2, 2.176216216216216)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:16.309396,"(9.0, 12.5, 12.2)","(2.2, 2.7, 2.6107692307692307)","(61.0, 140.0, 105.78947368421052)","(1.6, 2.2, 2.1753191489361705)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:17.491134,"(9.0, 12.5, 12.2)","(2.2, 2.68, 2.624615384615385)","(61.0, 140.0, 105.78947368421052)","(1.6, 2.22, 2.1721739130434785)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:18.749046,"(9.0, 12.5, 12.2)","(2.2, 2.68, 2.646666666666667)","(61.0, 140.0, 103.88888888888889)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:20.051579,"(9.0, 12.5, 11.24)","(2.2, 2.68, 2.6489655172413795)","(61.0, 140.0, 96.66666666666666)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:21.458973,"(9.0, 12.5, 11.206896551724139)","(2.2, 2.7, 2.6333333333333333)","(61.0, 140.0, 100.0)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:22.842730,"(9.0, 12.5, 11.428571428571429)","(2.2, 2.7, 2.6333333333333333)","(61.0, 130.0, 100.0)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:24.234091,"(9.0, 12.5, 11.428571428571429)","(2.2, 2.7, 2.6333333333333333)","(61.0, 130.0, 92.1875)","(1.6, 2.18, 2.1644444444444444)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:25.558114,"(9.0, 12.5, 11.428571428571429)","(2.2, 2.7, 2.6333333333333333)","(61.0, 130.0, 92.1875)","(1.6, 2.18, 2.1644444444444444)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:26.850577,"(9.0, 12.5, 11.428571428571429)","(2.2, 2.7, 2.6333333333333333)","(61.0, 130.0, 92.1875)","(1.6, 2.18, 2.1644444444444444)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:28.154076,"(9.0, 12.5, 11.428571428571429)","(2.2, 2.7, 2.6500000000000004)","(61.0, 130.0, 96.38888888888889)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 106.92307692307692)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:29.364892,"(9.0, 12.5, 11.428571428571429)","(2.2, 2.7, 2.6500000000000004)","(61.0, 130.0, 96.38888888888889)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 96.66666666666666)","(41.0, 140.0, 126.25)","(21.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:30.583408,"(9.0, 12.5, 11.428571428571429)","(2.2, 2.7, 2.6500000000000004)","(61.0, 130.0, 96.38888888888889)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 96.66666666666666)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:31.859191,"(9.0, 12.5, 11.428571428571429)","(2.2, 2.7, 2.6500000000000004)","(61.0, 130.0, 96.38888888888889)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 96.66666666666666)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:33.151058,"(9.0, 12.0, 11.533333333333333)","(2.2, 2.7, 2.6500000000000004)","(61.0, 130.0, 96.38888888888889)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 96.66666666666666)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:34.454821,"(9.0, 12.0, 11.5)","(2.2, 2.7, 2.6500000000000004)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 96.66666666666666)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:35.673549,"(9.0, 12.0, 11.5)","(2.2, 2.7, 2.6500000000000004)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 96.66666666666666)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:36.908629,"(9.0, 12.0, 11.5)","(2.2, 2.7, 2.6500000000000004)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:38.088165,"(9.0, 12.0, 11.5)","(2.2, 2.7, 2.6500000000000004)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:39.257985,"(9.0, 12.0, 11.5)","(2.2, 2.7, 2.6500000000000004)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 87.6923076923077)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:40.480766,"(9.0, 12.0, 11.578947368421053)","(2.2, 2.7, 2.6500000000000004)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 87.6923076923077)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:41.671602,"(9.0, 12.0, 11.578947368421053)","(2.2, 2.7, 2.6500000000000004)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 87.6923076923077)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:43.096394,"(9.0, 12.0, 11.578947368421053)","(2.2, 2.7, 2.6500000000000004)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1721739130434785)","(71.0, 130.0, 96.66666666666667)","(51.0, 140.0, 126.25)","(26.0, 65.0, 55.8)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:44.883800,"(9.0, 12.0, 11.157894736842104)","(2.2, 2.7, 2.6500000000000004)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.163846153846154)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 112.5)","(26.0, 65.0, 56.15384615384615)","(21.0, 80.0, 58.125)"
07-12-2022 13:48:46.203350,"(9.0, 12.0, 11.157894736842104)","(2.2, 2.7, 2.671111111111111)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.17)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 107.0)","(26.0, 65.0, 56.15384615384615)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:47.562526,"(9.0, 12.0, 11.285714285714286)","(2.2, 2.68, 2.671111111111111)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1714285714285717)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 103.33333333333333)","(26.0, 65.0, 56.0)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:48.946608,"(9.0, 12.0, 11.285714285714286)","(2.2, 2.68, 2.671111111111111)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1714285714285717)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 103.33333333333333)","(26.0, 70.0, 56.0)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:50.470580,"(9.0, 12.0, 11.285714285714286)","(2.2, 2.68, 2.671111111111111)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1714285714285717)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 103.33333333333333)","(26.0, 70.0, 53.78947368421053)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:51.857544,"(9.0, 12.0, 11.285714285714286)","(2.2, 2.68, 2.671111111111111)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1776)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 103.33333333333333)","(26.0, 70.0, 54.6)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:53.211496,"(9.0, 11.5, 11.214285714285714)","(2.2, 2.68, 2.64)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.16)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 97.22222222222223)","(26.0, 70.0, 54.6)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:54.641054,"(9.0, 12.5, 12.903225806451612)","(2.2, 2.68, 2.644)","(61.0, 120.0, 92.5)","(1.6, 2.18, 2.1523809523809527)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 91.875)","(26.0, 70.0, 58.72727272727273)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:55.984669,"(9.0, 13.0, 12.921052631578947)","(2.2, 2.74, 2.644)","(61.0, 120.0, 92.5)","(1.6, 2.16, 2.1394285714285717)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 91.875)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:57.276069,"(9.0, 13.0, 12.681818181818182)","(2.2, 2.7, 2.6371428571428575)","(61.0, 120.0, 92.5)","(1.6, 2.16, 2.1412500000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 91.875)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:58.562958,"(9.0, 13.0, 12.785714285714286)","(2.2, 2.7, 2.6371428571428575)","(61.0, 120.0, 92.5)","(1.6, 2.16, 2.1412500000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 91.875)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:48:59.782454,"(9.0, 13.0, 12.8125)","(2.2, 2.7, 2.6371428571428575)","(61.0, 120.0, 92.5)","(1.6, 2.16, 2.1412500000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 91.875)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:49:01.023225,"(9.0, 13.0, 12.8125)","(2.2, 2.7, 2.6371428571428575)","(61.0, 120.0, 95.45454545454545)","(1.6, 2.16, 2.1412500000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 92.85714285714286)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:49:02.427074,"(9.0, 13.0, 12.8125)","(2.2, 2.7, 2.6371428571428575)","(61.0, 120.0, 95.45454545454545)","(1.6, 2.16, 2.1412500000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 94.16666666666667)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:49:03.845334,"(9.0, 13.0, 12.8125)","(2.2, 2.7, 2.6371428571428575)","(61.0, 120.0, 95.45454545454545)","(1.6, 2.16, 2.1412500000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 94.16666666666667)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:49:05.342868,"(9.0, 13.0, 12.8125)","(2.2, 2.7, 2.632)","(61.0, 120.0, 95.45454545454545)","(1.6, 2.16, 2.1412500000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 106.66666666666667)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:49:06.796159,"(9.0, 13.0, 12.5)","(2.2, 2.7, 2.675555555555556)","(61.0, 120.0, 95.45454545454545)","(1.6, 2.16, 2.1347368421052635)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 106.66666666666667)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:49:08.257975,"(9.0, 13.0, 12.5)","(2.2, 2.72, 2.675555555555556)","(61.0, 120.0, 95.45454545454545)","(1.6, 2.14, 2.1347368421052635)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 106.66666666666667)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:49:09.684964,"(9.0, 13.0, 12.6)","(2.2, 2.72, 2.6950000000000003)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.14, 2.1347368421052635)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 106.66666666666667)","(26.0, 65.0, 54.266666666666666)","(21.0, 80.0, 57.083333333333336)"
07-12-2022 13:49:11.166597,"(9.0, 13.0, 12.6)","(2.2, 2.72, 2.6950000000000003)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.14, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 106.66666666666667)","(26.0, 65.0, 54.266666666666666)","(31.0, 80.0, 57.22222222222222)"
07-12-2022 13:49:12.602493,"(9.0, 13.0, 12.5)","(2.2, 2.72, 2.692727272727273)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 102.66666666666667)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 57.22222222222222)"
07-12-2022 13:49:14.046936,"(9.0, 13.0, 12.5)","(2.2, 2.72, 2.708888888888889)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 102.66666666666667)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 57.22222222222222)"
07-12-2022 13:49:15.600494,"(9.0, 13.0, 12.5)","(2.2, 2.7, 2.6900000000000004)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 102.66666666666667)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 57.22222222222222)"
07-12-2022 13:49:17.144180,"(9.0, 13.0, 12.454545454545455)","(2.2, 2.7, 2.692)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 57.22222222222222)"
07-12-2022 13:49:18.651208,"(9.0, 13.0, 12.142857142857142)","(2.2, 2.7, 2.692)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 57.22222222222222)"
07-12-2022 13:49:20.098972,"(9.0, 13.0, 12.142857142857142)","(2.2, 2.7, 2.692)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 57.22222222222222)"
07-12-2022 13:49:21.498124,"(9.0, 13.0, 12.142857142857142)","(2.2, 2.7, 2.692)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 57.22222222222222)"
07-12-2022 13:49:22.755481,"(9.0, 13.0, 12.142857142857142)","(2.2, 2.7, 2.692)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 57.22222222222222)"
07-12-2022 13:49:24.244211,"(9.0, 13.0, 12.142857142857142)","(2.2, 2.72, 2.67625)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1424000000000003)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 57.22222222222222)"
07-12-2022 13:49:25.575761,"(9.0, 13.0, 12.142857142857142)","(2.2, 2.72, 2.68)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1341176470588237)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 75.0, 63.333333333333336)"
07-12-2022 13:49:26.819519,"(9.0, 13.0, 12.142857142857142)","(2.2, 2.72, 2.68)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.14, 2.1341176470588237)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 80.0, 63.333333333333336)"
07-12-2022 13:49:27.967704,"(9.0, 13.0, 12.25)","(2.2, 2.7, 2.692)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.14, 2.1341176470588237)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 80.0, 58.57142857142857)"
07-12-2022 13:49:29.159395,"(9.0, 13.0, 12.538461538461538)","(2.2, 2.7, 2.68)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.14, 2.1408695652173915)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 80.0, 58.57142857142857)"
07-12-2022 13:49:30.286848,"(9.0, 13.0, 12.538461538461538)","(2.2, 2.72, 2.6385185185185187)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.16, 2.1408695652173915)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 80.0, 58.57142857142857)"
07-12-2022 13:49:31.425973,"(9.0, 13.0, 12.25)","(2.2, 2.7, 2.686666666666667)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.14, 2.1341176470588237)","(71.0, 130.0, 93.33333333333333)","(51.0, 130.0, 115.0)","(26.0, 65.0, 54.266666666666666)","(31.0, 80.0, 58.57142857142857)"
07-12-2022 13:49:32.520801,"(9.0, 13.0, 12.25)","(2.2, 2.7, 2.686666666666667)","(61.0, 120.0, 92.72727272727273)","(1.6, 2.14, 2.1341176470588237)","(71.0, 130.0, 93.33333333333333)","(51.0, 140.0, 102.66666666666667)","(26.0, 65.0, 52.22222222222222)","(31.0, 80.0, 58.57142857142857)"
