,Samson Power,Lees Tiger,Bundy Prize,Cake Is Good,Repeat Dose,Antonios Pride
11,"[datetime.datetime(2022, 11, 28, 19, 39, 34, 375299), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 34, 375299), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 19, 39, 34, 375299), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 34, 375299), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 34, 375299), 4.6, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 34, 375299), 7.0, 12.5]"
12,"[datetime.datetime(2022, 11, 28, 19, 39, 35, 491909), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 35, 491909), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 19, 39, 35, 491909), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 35, 491909), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 35, 491909), 4.6, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 35, 491909), 7.0, 12.5]"
13,"[datetime.datetime(2022, 11, 28, 19, 39, 36, 594273), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 36, 594273), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 19, 39, 36, 594273), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 36, 594273), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 36, 594273), 4.6, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 36, 594273), 7.0, 12.5]"
14,"[datetime.datetime(2022, 11, 28, 19, 39, 37, 704198), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 37, 704198), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 19, 39, 37, 704198), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 37, 704198), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 37, 704198), 4.6, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 37, 704198), 7.0, 12.5]"
15,"[datetime.datetime(2022, 11, 28, 19, 39, 38, 807365), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 38, 807365), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 19, 39, 38, 807365), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 38, 807365), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 38, 807365), 4.6, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 38, 807365), 7.0, 12.5]"
16,"[datetime.datetime(2022, 11, 28, 19, 39, 39, 907898), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 39, 907898), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 19, 39, 39, 907898), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 39, 907898), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 39, 907898), 4.6, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 39, 907898), 7.0, 12.5]"
17,"[datetime.datetime(2022, 11, 28, 19, 39, 41, 10288), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 41, 10288), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 19, 39, 41, 10288), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 41, 10288), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 41, 10288), 4.6, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 41, 10288), 7.0, 12.5]"
18,"[datetime.datetime(2022, 11, 28, 19, 39, 42, 107302), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 107302), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 107302), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 107302), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 107302), 4.6, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 107302), 7.0, 12.5]"
19,"[datetime.datetime(2022, 11, 28, 19, 39, 43, 220230), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 43, 220230), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 19, 39, 43, 220230), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 43, 220230), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 43, 220230), 4.6, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 43, 220230), 7.0, 12.5]"
20,"[datetime.datetime(2022, 11, 28, 19, 39, 44, 320151), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 320151), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 320151), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 320151), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 320151), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 320151), 7.0, 12.5]"
21,"[datetime.datetime(2022, 11, 28, 19, 39, 45, 420197), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 420197), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 420197), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 420197), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 420197), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 420197), 7.0, 13.0]"
22,"[datetime.datetime(2022, 11, 28, 19, 39, 46, 522705), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 522705), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 522705), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 522705), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 522705), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 522705), 7.0, 13.0]"
23,"[datetime.datetime(2022, 11, 28, 19, 39, 47, 623339), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 623339), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 623339), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 623339), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 623339), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 623339), 7.0, 13.0]"
24,"[datetime.datetime(2022, 11, 28, 19, 39, 48, 724686), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 725659), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 725659), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 725659), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 725659), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 725659), 7.0, 13.0]"
25,"[datetime.datetime(2022, 11, 28, 19, 39, 49, 819213), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 819213), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 819213), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 819213), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 819213), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 819213), 7.0, 13.0]"
26,"[datetime.datetime(2022, 11, 28, 19, 39, 50, 916992), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 916992), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 916992), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 916992), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 916992), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 916992), 7.0, 13.0]"
27,"[datetime.datetime(2022, 11, 28, 19, 39, 52, 17997), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 17997), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 17997), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 17997), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 17997), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 17997), 7.0, 13.0]"
28,"[datetime.datetime(2022, 11, 28, 19, 39, 53, 113897), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 113897), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 113897), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 113897), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 113897), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 113897), 7.0, 13.0]"
29,"[datetime.datetime(2022, 11, 28, 19, 39, 54, 219437), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 54, 219437), 1.8, 2.26]","[datetime.datetime(2022, 11, 28, 19, 39, 54, 219437), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 54, 219437), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 54, 219437), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 54, 219437), 7.0, 13.0]"
30,"[datetime.datetime(2022, 11, 28, 19, 39, 55, 317296), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 317296), 1.8, 2.24]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 317296), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 317296), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 317296), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 317296), 7.0, 13.0]"
31,"[datetime.datetime(2022, 11, 28, 19, 39, 56, 423470), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 423470), 1.8, 2.24]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 423470), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 423470), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 423470), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 423470), 7.0, 13.0]"
32,"[datetime.datetime(2022, 11, 28, 19, 39, 57, 522876), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 522876), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 522876), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 522876), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 522876), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 522876), 7.0, 13.0]"
33,"[datetime.datetime(2022, 11, 28, 19, 39, 58, 619673), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 619673), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 619673), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 619673), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 619673), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 619673), 7.0, 13.0]"
34,"[datetime.datetime(2022, 11, 28, 19, 39, 59, 722534), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 722534), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 722534), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 722534), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 722534), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 722534), 7.0, 13.0]"
35,"[datetime.datetime(2022, 11, 28, 19, 40, 0, 824414), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 824414), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 824414), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 824414), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 824414), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 824414), 7.0, 13.0]"
36,"[datetime.datetime(2022, 11, 28, 19, 40, 1, 929394), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 929394), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 929394), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 929394), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 929394), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 929394), 7.0, 13.0]"
37,"[datetime.datetime(2022, 11, 28, 19, 40, 3, 28454), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 28454), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 28454), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 28454), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 28454), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 28454), 7.0, 13.0]"
38,"[datetime.datetime(2022, 11, 28, 19, 40, 4, 133188), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 133188), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 133188), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 133188), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 133188), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 133188), 7.0, 13.0]"
39,"[datetime.datetime(2022, 11, 28, 19, 40, 5, 241721), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 5, 241721), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 5, 241721), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 5, 241721), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 5, 241721), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 5, 241721), 7.0, 13.0]"
40,"[datetime.datetime(2022, 11, 28, 19, 40, 6, 342209), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 342209), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 342209), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 342209), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 342209), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 342209), 7.0, 13.0]"
41,"[datetime.datetime(2022, 11, 28, 19, 40, 7, 449056), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 449056), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 449056), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 449056), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 449056), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 449056), 7.0, 13.0]"
42,"[datetime.datetime(2022, 11, 28, 19, 40, 8, 554448), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 554448), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 554448), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 554448), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 554448), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 554448), 7.0, 13.0]"
43,"[datetime.datetime(2022, 11, 28, 19, 40, 9, 659871), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 659871), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 659871), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 659871), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 659871), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 659871), 7.0, 13.0]"
44,"[datetime.datetime(2022, 11, 28, 19, 40, 10, 762676), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 762676), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 762676), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 762676), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 762676), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 762676), 7.0, 13.0]"
45,"[datetime.datetime(2022, 11, 28, 19, 40, 11, 860199), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 860199), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 860199), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 860199), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 860199), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 860199), 7.0, 13.0]"
46,"[datetime.datetime(2022, 11, 28, 19, 40, 12, 966537), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 966537), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 966537), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 966537), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 966537), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 966537), 7.0, 13.0]"
47,"[datetime.datetime(2022, 11, 28, 19, 40, 14, 64714), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 64714), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 64714), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 64714), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 64714), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 64714), 7.0, 13.0]"
48,"[datetime.datetime(2022, 11, 28, 19, 40, 15, 169828), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 169828), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 169828), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 169828), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 169828), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 169828), 7.0, 13.0]"
49,"[datetime.datetime(2022, 11, 28, 19, 40, 16, 269536), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 16, 269536), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 16, 269536), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 16, 269536), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 16, 269536), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 16, 269536), 7.0, 13.0]"
50,"[datetime.datetime(2022, 11, 28, 19, 40, 17, 376700), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 376700), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 376700), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 376700), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 376700), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 376700), 7.0, 13.0]"
51,"[datetime.datetime(2022, 11, 28, 19, 40, 18, 493234), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 493234), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 493234), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 493234), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 493234), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 493234), 7.0, 13.0]"
52,"[datetime.datetime(2022, 11, 28, 19, 40, 19, 609868), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 609868), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 609868), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 609868), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 609868), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 609868), 7.0, 13.0]"
53,"[datetime.datetime(2022, 11, 28, 19, 40, 20, 733694), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 733694), 1.8, 2.22]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 733694), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 733694), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 733694), 4.6, 8.6]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 733694), 7.0, 13.0]"
