,Hidden Radar,More Sensation,Polarizer,Stressful Hope,Showtime Caesar,Inconsequential,Urana Lot,Just Too Fancy
10-01-2023 20:11:36.540389,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:37.578568,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:38.590162,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:39.589563,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:40.576268,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:41.633967,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:42.642630,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:43.673450,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:44.651129,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:45.689075,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:46.726028,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:47.771905,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:48.839762,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 11.792307692307691)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:49.899572,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 18.5, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:50.955741,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:52.000121,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:53.104732,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:54.225722,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:55.290441,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:56.409003,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:57.596727,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:58.720114,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:11:59.793659,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:12:00.902729,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:12:01.896957,"(7.0, 18.0, 11.466666666666665)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 18.5, 11.675)","(6.0, 10.0, 7.449999999999999)","(8.0, 23.0, 15.5)","(13.0, 32.0, 20.88888888888889)"
10-01-2023 20:12:02.949072,"(7.0, 11.5, 9.7375)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 12.5, 10.3625)","(6.0, 10.0, 7.449999999999999)","(8.0, 14.5, 12.642857142857142)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:03.984812,"(7.0, 11.5, 9.7375)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 12.5, 10.3625)","(6.0, 10.0, 7.449999999999999)","(8.0, 14.5, 12.642857142857142)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:05.027078,"(7.0, 11.5, 9.7375)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 14.0, 11.942857142857143)","(6.0, 10.0, 7.449999999999999)","(8.0, 14.5, 12.642857142857142)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:06.057989,"(7.0, 11.5, 9.7375)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 14.0, 11.942857142857143)","(6.0, 10.0, 7.449999999999999)","(8.0, 14.5, 12.642857142857142)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:07.118203,"(7.0, 11.5, 9.7375)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 14.0, 11.942857142857143)","(6.0, 10.0, 7.449999999999999)","(8.0, 14.5, 12.642857142857142)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:08.184700,"(7.0, 11.5, 9.7375)","(3.6, 4.9, 3.7636363636363637)","(8.0, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.0, 14.0, 11.942857142857143)","(6.0, 10.0, 7.449999999999999)","(8.0, 14.5, 12.642857142857142)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:09.313804,"(7.0, 11.5, 9.7375)","(3.7, 4.9, 3.7636363636363637)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 10.0, 7.449999999999999)","(8.5, 14.5, 12.642857142857142)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:10.376696,"(7.0, 11.5, 9.7375)","(3.7, 4.9, 3.7636363636363637)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 10.0, 7.449999999999999)","(8.5, 14.5, 12.642857142857142)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:11.493473,"(7.0, 11.5, 9.7375)","(3.7, 4.9, 3.7636363636363637)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 10.0, 7.449999999999999)","(8.5, 14.5, 12.642857142857142)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:12.605628,"(7.0, 11.5, 9.7375)","(3.7, 4.9, 3.7636363636363637)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 10.0, 7.699999999999999)","(8.5, 14.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:13.720906,"(7.0, 12.0, 10.05)","(3.7, 4.9, 4.275)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 11.0, 7.699999999999999)","(8.5, 15.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:14.889829,"(7.0, 12.0, 10.05)","(3.7, 4.9, 4.275)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 11.0, 7.699999999999999)","(8.5, 15.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:15.967958,"(7.0, 12.0, 10.05)","(3.7, 4.9, 4.275)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 11.0, 7.699999999999999)","(8.5, 15.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:17.040413,"(7.0, 12.0, 10.05)","(3.7, 4.9, 4.275)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 11.0, 7.699999999999999)","(8.5, 15.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:18.149174,"(7.0, 12.0, 10.05)","(3.7, 4.9, 4.275)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 11.0, 7.699999999999999)","(8.5, 15.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:19.257683,"(7.0, 12.0, 10.05)","(3.7, 4.9, 4.275)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 11.0, 7.699999999999999)","(8.5, 15.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:20.346825,"(7.0, 12.0, 10.05)","(3.7, 4.9, 4.275)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 11.0, 7.699999999999999)","(8.5, 15.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:21.448186,"(7.0, 12.0, 10.05)","(3.7, 4.9, 4.275)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 11.0, 7.699999999999999)","(8.5, 15.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:22.586360,"(7.0, 12.0, 10.05)","(3.7, 4.9, 4.275)","(8.5, 17.0, 14.314285714285715)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.942857142857143)","(6.0, 11.0, 8.55)","(8.5, 15.5, 13.357142857142858)","(13.0, 25.0, 22.4)"
10-01-2023 20:12:23.745654,"(7.0, 12.0, 9.68888888888889)","(3.7, 4.9, 4.066666666666666)","(8.5, 17.0, 13.24)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 9.719999999999999)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:24.957113,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.066666666666666)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 9.76)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:26.134531,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.066666666666666)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:27.236631,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.066666666666666)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:28.292781,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.066666666666666)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:29.392677,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.483333333333333)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:30.452449,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.483333333333333)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:31.490225,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.066666666666666)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:32.570200,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.066666666666666)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:33.645608,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:34.723848,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:35.716224,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:36.733371,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:37.807867,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:38.862198,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:39.937432,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:41.040752,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:42.159106,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:43.247458,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:44.308079,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:45.421259,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:46.459723,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:47.598144,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:48.698878,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:49.833607,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:50.946439,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:52.078374,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:53.208146,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:54.345849,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
10-01-2023 20:12:55.397873,"(7.0, 12.0, 8.666666666666666)","(3.7, 4.9, 4.5)","(8.5, 17.0, 13.32)","(3.8, 3.9, 3.81025641025641)","(7.5, 14.0, 11.2)","(6.0, 10.5, 10.0375)","(8.5, 15.5, 11.85)","(13.0, 25.0, 23.375)"
