,Hidden Radar,More Sensation,Polarizer,Stressful Hope,Showtime Caesar,Inconsequential,Urana Lot,Just Too Fancy
10-01-2023 20:21:57.885934,"(7.0, 11.0, 9.3)","(3.6, 4.8, 4.25)","(8.0, 14.5, 10.700000000000001)","(3.7, 5.4, 4.212)","(7.0, 14.0, 12.98181818181818)","(6.0, 9.8, 8.4)","(8.0, 13.0, 10.8)","(13.0, 26.0, 16.625)"
10-01-2023 20:21:59.001090,"(7.0, 11.0, 9.3)","(3.6, 4.8, 4.25)","(8.0, 14.5, 10.700000000000001)","(3.7, 5.3, 4.212)","(7.0, 14.0, 12.98181818181818)","(6.0, 9.8, 8.4)","(8.0, 13.0, 10.8)","(13.0, 26.0, 16.625)"
10-01-2023 20:22:00.045894,"(7.0, 11.0, 9.3)","(3.6, 4.8, 4.25)","(8.0, 14.5, 10.700000000000001)","(3.7, 5.2, 5.04)","(7.0, 14.0, 13.169230769230769)","(6.0, 9.8, 8.4)","(8.0, 13.0, 10.8)","(13.0, 26.0, 16.625)"
10-01-2023 20:22:01.127491,"(7.0, 11.0, 9.3)","(3.6, 4.8, 4.25)","(8.0, 14.5, 10.700000000000001)","(3.7, 5.2, 4.425)","(7.0, 14.0, 13.228571428571428)","(6.0, 9.8, 8.4)","(8.0, 13.0, 11.9)","(13.0, 26.0, 16.625)"
10-01-2023 20:22:02.271920,"(7.0, 11.0, 9.3)","(3.6, 4.8, 4.25)","(8.0, 14.5, 10.700000000000001)","(3.7, 5.2, 4.74)","(7.0, 14.0, 12.2)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 26.0, 20.833333333333336)"
10-01-2023 20:22:03.360290,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 5.0, 4.74)","(7.0, 14.0, 12.2)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 20.833333333333336)"
10-01-2023 20:22:04.471651,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.8, 4.366666666666667)","(7.0, 14.0, 12.235294117647058)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 20.833333333333336)"
10-01-2023 20:22:05.502798,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.9, 4.414285714285715)","(7.0, 14.0, 12.421052631578947)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 20.833333333333336)"
10-01-2023 20:22:06.575218,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 12.421052631578947)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 22.5)"
10-01-2023 20:22:07.649388,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 12.421052631578947)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 23.4375)"
10-01-2023 20:22:08.689091,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 12.08)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 23.958333333333336)"
10-01-2023 20:22:09.733181,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 12.275)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 23.958333333333336)"
10-01-2023 20:22:10.857073,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 12.466666666666667)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 23.61111111111111)"
10-01-2023 20:22:11.992050,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 12.466666666666667)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 24.0)"
10-01-2023 20:22:13.092304,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 12.466666666666667)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.9)","(13.0, 25.0, 24.076923076923077)"
10-01-2023 20:22:14.196185,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 12.24)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.8)","(13.0, 25.0, 19.25)"
10-01-2023 20:22:15.183363,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 12.24)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.8)","(13.0, 25.0, 23.5625)"
10-01-2023 20:22:16.284108,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.7, 4.414285714285715)","(7.0, 14.0, 10.4)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.8)","(13.0, 25.0, 23.5625)"
10-01-2023 20:22:17.401354,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.6, 4.2)","(7.0, 14.0, 10.4)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.8)","(13.0, 25.0, 23.5625)"
10-01-2023 20:22:18.434813,"(7.0, 11.0, 8.45)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.5, 4.271428571428571)","(7.0, 14.0, 12.8)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.8)","(13.0, 25.0, 23.5625)"
10-01-2023 20:22:19.525220,"(7.0, 11.0, 10.4)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.4, 4.128571428571428)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 9.2375)","(8.0, 13.0, 11.533333333333333)","(13.0, 25.0, 23.625)"
10-01-2023 20:22:20.640692,"(7.0, 11.0, 10.431578947368422)","(3.6, 4.8, 4.455)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.3, 4.128571428571428)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 9.270588235294118)","(8.0, 13.0, 11.533333333333333)","(13.0, 25.0, 19.75)"
10-01-2023 20:22:21.773526,"(7.0, 11.0, 8.45)","(3.6, 4.8, 4.455)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.3, 4.128571428571428)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.533333333333333)","(13.0, 25.0, 23.6875)"
10-01-2023 20:22:22.791164,"(7.0, 11.0, 10.072727272727272)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.3, 4.128571428571428)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.9)","(13.0, 25.0, 23.950000000000003)"
10-01-2023 20:22:23.783843,"(7.0, 11.0, 9.933333333333334)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.3, 4.128571428571428)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.9)","(13.0, 25.0, 23.950000000000003)"
10-01-2023 20:22:24.848111,"(7.0, 11.0, 9.2)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.3, 4.128571428571428)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.9)","(13.0, 25.0, 23.950000000000003)"
10-01-2023 20:22:25.933566,"(7.0, 11.0, 10.0)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.3, 4.128571428571428)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.9)","(13.0, 25.0, 23.75)"
10-01-2023 20:22:27.108761,"(7.0, 11.0, 10.0)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.3, 3.922222222222222)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 10.9)","(13.0, 25.0, 23.88888888888889)"
10-01-2023 20:22:28.103165,"(7.0, 11.0, 10.066666666666666)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.1, 3.922222222222222)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 24.0)"
10-01-2023 20:22:29.208104,"(7.0, 11.0, 10.025)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 23.1)"
10-01-2023 20:22:30.270055,"(7.0, 11.0, 10.025)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 23.1)"
10-01-2023 20:22:31.324925,"(7.0, 11.0, 10.133333333333333)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 23.1)"
10-01-2023 20:22:32.354934,"(7.0, 11.0, 9.7)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 23.1)"
10-01-2023 20:22:33.461891,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 22.75)"
10-01-2023 20:22:34.683019,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 23.875)"
10-01-2023 20:22:35.868151,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 20.75)"
10-01-2023 20:22:36.957664,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 20.75)"
10-01-2023 20:22:37.957718,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 20.75)"
10-01-2023 20:22:39.006772,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 20.75)"
10-01-2023 20:22:40.112951,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 20.75)"
10-01-2023 20:22:41.212090,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.857142857142858)","(6.0, 9.8, 7.7)","(8.0, 13.0, 11.95)","(13.0, 25.0, 20.75)"
10-01-2023 20:22:42.227751,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.975)","(8.0, 14.5, 10.700000000000001)","(3.7, 4.0, 3.95)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 7.7)","(8.0, 13.0, 13.45)","(13.0, 25.0, 19.875)"
10-01-2023 20:22:43.330718,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 4.0, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 7.7)","(8.0, 15.0, 13.45)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:44.464384,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 7.7)","(8.0, 15.0, 13.45)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:45.566421,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 7.7)","(8.0, 15.0, 13.45)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:46.547128,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.488888888888889)","(8.0, 15.0, 11.9)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:47.566268,"(7.0, 11.0, 9.8)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 15.0, 11.9)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:48.596294,"(7.0, 11.0, 9.56)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 15.0, 9.940000000000001)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:49.666753,"(7.0, 11.0, 9.56)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 14.5, 10.700000000000001)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:50.712868,"(7.0, 11.0, 9.56)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 14.5, 10.700000000000001)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:51.789126,"(7.0, 11.0, 9.56)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 14.5, 10.700000000000001)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:52.897546,"(7.0, 11.0, 9.56)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 14.5, 9.614285714285716)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:53.961296,"(7.0, 11.0, 9.56)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 14.5, 10.366666666666667)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:55.045960,"(7.0, 11.0, 9.56)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 13.5, 10.366666666666667)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:56.104037,"(7.0, 11.0, 9.56)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 13.5, 10.366666666666667)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:57.218697,"(7.0, 11.0, 10.22)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 13.5, 10.366666666666667)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:58.433609,"(7.0, 11.0, 10.22)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 13.5, 9.5)","(13.0, 30.0, 19.875)"
10-01-2023 20:22:59.582487,"(7.0, 11.0, 10.22)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 13.0, 9.600000000000001)","(13.0, 30.0, 19.875)"
10-01-2023 20:23:00.674714,"(7.0, 11.0, 10.22)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 12.0, 10.625)","(13.0, 30.0, 19.875)"
10-01-2023 20:23:01.703426,"(7.0, 11.0, 10.6)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.020000000000001)","(8.0, 11.5, 9.85)","(13.0, 30.0, 19.875)"
10-01-2023 20:23:03.043229,"(7.0, 11.0, 10.6)","(3.6, 4.8, 3.92)","(8.0, 14.0, 11.4)","(3.7, 3.95, 3.7833333333333337)","(7.0, 14.0, 12.147058823529411)","(6.0, 9.8, 9.527272727272727)","(8.0, 11.5, 9.85)","(13.0, 30.0, 18.583333333333332)"
10-01-2023 20:23:04.234035,"(7.0, 11.0, 10.6)","(3.6, 4.8, 3.92)","(8.0, 14.0, 9.666666666666668)","(3.7, 3.95, 3.748076923076923)","(7.0, 14.0, 13.14864864864865)","(6.0, 10.0, 9.56)","(8.0, 11.5, 9.85)","(13.0, 29.0, 22.25)"
10-01-2023 20:23:05.420804,"(7.0, 11.0, 10.6)","(3.6, 4.8, 3.92)","(8.0, 14.0, 9.5)","(3.7, 3.95, 3.748076923076923)","(7.0, 14.0, 11.3)","(6.0, 10.0, 9.58095238095238)","(8.0, 11.5, 9.58)","(13.0, 28.0, 23.07142857142857)"
10-01-2023 20:23:06.567091,"(7.0, 11.0, 10.6)","(3.6, 4.8, 3.92)","(8.0, 13.5, 13.054545454545455)","(3.7, 3.95, 3.7588235294117647)","(7.0, 14.0, 11.3)","(6.0, 10.0, 9.58095238095238)","(8.0, 10.5, 9.58)","(13.0, 28.0, 23.07142857142857)"
10-01-2023 20:23:07.577019,"(7.0, 11.0, 10.1)","(3.6, 4.8, 3.92)","(8.0, 13.5, 13.138461538461538)","(3.7, 3.9, 3.7588235294117647)","(7.0, 14.0, 11.3)","(6.0, 10.0, 8.4)","(8.0, 10.5, 9.58)","(13.0, 28.0, 23.5)"
10-01-2023 20:23:08.742061,"(7.0, 11.0, 10.1)","(3.6, 4.8, 3.92)","(8.0, 13.5, 12.214285714285715)","(3.7, 3.9, 3.7588235294117647)","(7.0, 14.0, 11.3)","(6.0, 10.0, 9.142857142857142)","(8.0, 10.5, 9.58)","(13.0, 28.0, 23.5)"
10-01-2023 20:23:09.882210,"(7.0, 11.0, 10.1)","(3.6, 4.8, 3.92)","(8.0, 13.5, 11.86)","(3.7, 3.9, 3.7588235294117647)","(7.0, 14.0, 11.3)","(6.0, 10.0, 9.228571428571428)","(8.0, 10.5, 9.58)","(13.0, 28.0, 21.8125)"
10-01-2023 20:23:10.950648,"(7.0, 11.0, 10.1)","(3.6, 4.8, 3.92)","(8.0, 13.5, 11.94)","(3.7, 3.9, 3.7384615384615385)","(7.0, 14.0, 11.3)","(6.0, 10.0, 9.813793103448276)","(8.0, 10.5, 9.58)","(13.0, 28.0, 19.40909090909091)"
10-01-2023 20:23:12.068765,"(7.0, 11.0, 10.1)","(3.6, 4.8, 3.92)","(8.0, 13.5, 10.4375)","(3.7, 3.9, 3.7384615384615385)","(7.0, 14.0, 11.3)","(6.0, 10.0, 9.813793103448276)","(8.0, 10.5, 9.58)","(13.0, 28.0, 21.25)"
10-01-2023 20:23:13.112886,"(7.0, 11.0, 10.1)","(3.6, 4.8, 3.92)","(8.0, 13.0, 12.0)","(3.7, 3.9, 3.7384615384615385)","(7.0, 14.0, 11.3)","(6.0, 10.0, 9.314285714285715)","(8.0, 10.5, 9.58)","(13.0, 28.0, 21.25)"
10-01-2023 20:23:14.164784,"(7.0, 11.0, 10.1)","(3.6, 4.8, 3.92)","(8.0, 13.0, 12.0)","(3.7, 3.9, 3.717391304347826)","(7.0, 14.0, 11.3)","(6.0, 10.0, 10.12)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 20.5)"
10-01-2023 20:23:15.213797,"(7.0, 11.0, 10.1)","(3.6, 4.8, 3.92)","(8.0, 13.0, 10.857142857142858)","(3.7, 3.9, 3.717391304347826)","(7.0, 14.0, 11.3)","(6.0, 10.5, 10.257142857142856)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 22.375)"
10-01-2023 20:23:16.213450,"(7.0, 11.0, 10.1)","(3.6, 4.8, 4.433333333333334)","(8.0, 13.0, 10.857142857142858)","(3.7, 3.9, 3.717391304347826)","(7.0, 14.0, 11.3)","(6.0, 10.5, 10.311111111111112)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 22.375)"
10-01-2023 20:23:17.193500,"(7.0, 10.5, 9.719999999999999)","(3.6, 4.8, 4.311111111111111)","(8.0, 13.0, 10.857142857142858)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 10.5, 10.333333333333334)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 24.19047619047619)"
10-01-2023 20:23:18.213146,"(7.0, 10.5, 9.421951219512195)","(3.6, 4.8, 4.541176470588235)","(8.0, 13.0, 10.352941176470589)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 24.19047619047619)"
10-01-2023 20:23:19.261890,"(7.0, 10.5, 9.421951219512195)","(3.6, 4.8, 4.541176470588235)","(8.0, 13.0, 10.352941176470589)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 24.19047619047619)"
10-01-2023 20:23:20.401233,"(7.0, 10.5, 9.421951219512195)","(3.6, 4.8, 4.541176470588235)","(8.0, 12.5, 11.0)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 24.19047619047619)"
10-01-2023 20:23:21.542683,"(7.0, 10.5, 9.421951219512195)","(3.6, 4.8, 4.722807017543859)","(8.0, 12.5, 11.0)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 22.153846153846153)"
10-01-2023 20:23:22.620494,"(7.0, 10.5, 9.421951219512195)","(3.6, 4.8, 3.96)","(8.0, 12.5, 11.0)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 22.153846153846153)"
10-01-2023 20:23:23.634088,"(7.0, 10.5, 9.421951219512195)","(3.6, 4.8, 3.96)","(8.0, 12.5, 11.0)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 28.0, 26.055555555555557)"
10-01-2023 20:23:24.705594,"(7.0, 10.5, 9.272222222222222)","(3.6, 4.8, 3.96)","(8.0, 12.5, 10.333333333333334)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 27.0, 26.055555555555557)"
10-01-2023 20:23:25.734442,"(7.0, 10.5, 9.54864864864865)","(3.6, 4.8, 3.96)","(8.0, 12.5, 10.333333333333334)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 27.0, 26.0)"
10-01-2023 20:23:26.829310,"(7.0, 10.5, 9.54864864864865)","(3.6, 4.8, 3.96)","(8.0, 12.5, 10.333333333333334)","(3.7, 3.9, 3.7142857142857144)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 27.0, 24.473684210526315)"
10-01-2023 20:23:28.115210,"(7.0, 10.5, 9.54864864864865)","(3.6, 4.8, 3.96)","(8.0, 12.5, 10.333333333333334)","(3.7, 3.9, 3.7102564102564104)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 27.0, 25.5)"
10-01-2023 20:23:29.305012,"(7.0, 10.5, 9.54864864864865)","(3.6, 4.8, 3.96)","(8.0, 12.5, 10.8)","(3.7, 3.9, 3.7102564102564104)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 26.0, 25.3)"
10-01-2023 20:23:30.393734,"(7.0, 10.5, 9.54864864864865)","(3.6, 4.8, 3.96)","(8.0, 12.0, 10.8)","(3.7, 3.9, 3.7102564102564104)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 26.0, 24.4)"
10-01-2023 20:23:31.485250,"(7.0, 10.5, 9.311428571428571)","(3.6, 4.8, 4.725)","(8.0, 12.0, 10.333333333333334)","(3.7, 3.9, 3.714814814814815)","(7.0, 14.0, 11.3)","(6.0, 11.5, 9.925)","(8.0, 10.5, 8.966666666666667)","(13.0, 25.0, 24.4)"
