,Moment To Shake,Blessed Doll,Shian Pedro,Queen Maze,Shes Electric,My Time,Katchoo,Eddie Raider
11-01-2023 21:08:07.582191,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 23.333333333333332)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:08.681025,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 23.333333333333332)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:09.849205,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 23.333333333333332)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:11.202260,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 23.333333333333332)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:12.527412,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 23.333333333333332)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:13.691725,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 23.333333333333332)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:14.791776,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 23.333333333333332)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:15.981954,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 23.333333333333332)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:17.217919,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 23.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:18.411915,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.0)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:19.644840,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.0)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:20.717596,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.0)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.816666666666666)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:21.871205,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.0)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 17.29)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:22.913966,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.0)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 16.119999999999997)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:23.990147,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 16.119999999999997)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:25.082654,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 2.853125)","(6.0, 18.5, 16.119999999999997)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:26.174945,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.119999999999997)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:27.295462,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.16)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:28.482604,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.16)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:29.651933,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.16)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:30.826888,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.16)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:32.033462,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.16)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:33.225452,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:34.409483,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:35.546821,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:36.648081,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:37.724972,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:38.792978,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:39.896043,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.333333333333336)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:40.995974,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:42.132559,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:43.368291,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:44.542389,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:45.668873,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.857142857142858)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:46.786792,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 17.244444444444444)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:47.781260,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 17.244444444444444)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:48.783869,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 17.986363636363638)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:49.954115,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.28)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:51.079295,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.28)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:52.208750,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.28)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:53.377150,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.28)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:54.515013,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.28)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:55.560465,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.28)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:56.606797,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.042105263157895)","(6.0, 18.5, 16.28)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:57.644551,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 24.666666666666668)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.32)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:58.650426,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.32)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:08:59.726949,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.32)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:00.873842,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.32)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:02.061022,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.32)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:03.184731,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.32)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:04.300459,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.716666666666665)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:05.404262,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.716666666666665)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:06.537734,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.716666666666665)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:07.639977,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.716666666666665)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:08.731889,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.716666666666665)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:09.901905,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.716666666666665)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:11.035744,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 16.716666666666665)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:12.138266,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:13.330000,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:14.537490,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:15.727543,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:16.918563,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:18.058196,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:19.238421,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:20.460452,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:21.628537,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:22.794415,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:23.920595,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:25.029264,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:26.136335,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:27.237343,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:28.355079,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
11-01-2023 21:09:29.433055,"(4.4, 6.8, 4.88)","(8.0, 14.0, 12.0)","(6.0, 10.0, 7.75)","(11.0, 34.0, 27.5)","(10.0, 19.0, 13.777777777777779)","(2.7, 3.95, 3.057894736842105)","(6.0, 18.5, 17.1875)","(10.0, 18.5, 15.466666666666667)"
