,Moment To Shake,Blessed Doll,Shian Pedro,Queen Maze,Shes Electric,My Time,Katchoo,Eddie Raider
11-01-2023 21:17:12.524580,"(4.4, 8.4, 7.565217391304348)","(8.5, 12.5, 12.214285714285714)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.58, 2.491304347826087)","(6.0, 20.0, 17.916666666666668)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:13.613477,"(4.4, 8.4, 7.565217391304348)","(8.5, 12.5, 12.214285714285714)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.58, 2.491304347826087)","(6.0, 20.0, 17.916666666666668)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:14.797494,"(4.4, 8.4, 7.565217391304348)","(8.5, 12.5, 12.214285714285714)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.58, 2.491304347826087)","(6.0, 20.0, 17.916666666666668)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:16.054377,"(4.4, 8.4, 7.565217391304348)","(8.5, 12.5, 12.214285714285714)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.58, 2.54)","(6.0, 20.0, 18.18181818181818)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:17.333366,"(4.4, 8.4, 7.76)","(8.5, 12.5, 11.3)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.58, 2.568)","(6.0, 20.0, 18.166666666666668)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:18.596320,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 11.3)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.58, 2.568)","(6.0, 19.5, 18.2)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:19.790990,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 11.3)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.58, 2.568)","(6.0, 20.0, 18.2)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:21.121185,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.58, 2.568)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:22.283277,"(4.4, 8.2, 7.518181818181818)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.58, 2.5042105263157897)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:23.397713,"(4.4, 8.2, 7.518181818181818)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.52, 2.5042105263157897)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:24.464214,"(4.4, 8.2, 7.518181818181818)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.52, 2.5042105263157897)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:25.556076,"(4.4, 8.2, 7.518181818181818)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.52, 2.5042105263157897)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:26.595712,"(4.4, 8.2, 7.518181818181818)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.52, 2.5042105263157897)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:27.685584,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.52, 2.5042105263157897)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:28.809802,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 11.071428571428571)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.52, 2.526666666666667)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.318181818181818)"
11-01-2023 21:17:30.038626,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 11.071428571428571)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.56, 2.5308333333333333)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:31.225142,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 11.071428571428571)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.56, 2.5308333333333333)","(6.0, 20.0, 18.363636363636363)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:32.508972,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 11.071428571428571)","(6.0, 6.8, 6.292307692307692)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.56, 2.5308333333333333)","(6.0, 20.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:33.840601,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 11.071428571428571)","(6.0, 6.8, 6.231034482758621)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.56, 2.526666666666667)","(6.0, 20.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:35.095597,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.76086956521739)","(6.0, 6.8, 6.231034482758621)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.56, 2.49)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:36.256995,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.76086956521739)","(6.0, 6.8, 6.133333333333333)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.56, 2.506153846153846)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:37.430644,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.76086956521739)","(6.0, 6.8, 6.133333333333333)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.56, 2.506153846153846)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:38.532648,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.76086956521739)","(6.0, 6.8, 6.133333333333333)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.56, 2.506153846153846)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:39.685263,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.76086956521739)","(6.0, 6.8, 6.133333333333333)","(11.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.763157894736842)","(2.6, 2.56, 2.506153846153846)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:40.888210,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.76086956521739)","(6.0, 6.8, 6.133333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.506153846153846)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:42.120115,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.133333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.506153846153846)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:43.274646,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.228571428571429)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.52)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:44.474456,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.133333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.58, 2.52)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:45.588933,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.133333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.58, 2.52)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:46.768211,"(4.4, 8.2, 7.666666666666666)","(8.5, 12.5, 10.961538461538462)","(6.0, 6.8, 6.133333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.58, 2.52)","(6.0, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:48.087148,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.133333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.58, 2.52)","(6.0, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:49.197796,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.133333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.58, 2.49)","(6.0, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:50.843293,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.133333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.49)","(6.0, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:52.183806,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.133333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.49)","(6.0, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:53.486448,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.419047619047619)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.49)","(6.0, 21.0, 19.0)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:54.833903,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.32)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.5325714285714285)","(6.0, 21.0, 19.0)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:56.244901,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.32)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.5275675675675675)","(6.0, 21.0, 19.0)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:57.612872,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.32)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.5275675675675675)","(6.0, 21.0, 19.0)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:17:58.948094,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.419047619047619)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.532093023255814)","(6.0, 21.0, 19.0)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:00.240070,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.419047619047619)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.532093023255814)","(6.0, 21.0, 19.0)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:01.388494,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.419047619047619)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.532093023255814)","(6.0, 21.0, 19.0)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:02.550254,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.32)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.5365853658536586)","(6.0, 21.0, 19.875)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:03.769117,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.5)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.82)","(2.5, 2.56, 2.5365853658536586)","(6.0, 21.0, 20.1)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:04.910376,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.5)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.5, 2.56, 2.5365853658536586)","(6.0, 21.0, 20.1)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:06.078158,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.533333333333333)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.5, 2.56, 2.5365853658536586)","(6.0, 21.0, 20.1)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:07.220282,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.3428571428571425)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.5, 2.56, 2.5374117647058823)","(6.0, 21.0, 20.1)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:08.413278,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.3428571428571425)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.5, 2.56, 2.5336986301369864)","(6.0, 21.0, 20.1)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:09.637578,"(4.4, 8.2, 7.666666666666666)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.3428571428571425)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.5, 2.56, 2.5135483870967743)","(6.0, 21.0, 19.9)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:10.836533,"(4.4, 8.2, 7.568421052631579)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.3428571428571425)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.5, 2.52, 2.5127272727272727)","(6.0, 21.0, 19.9)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:12.033405,"(4.4, 8.2, 7.568421052631579)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.3428571428571425)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.5, 2.52, 2.5089655172413794)","(6.0, 21.0, 19.9)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:13.183592,"(4.4, 8.2, 7.6117647058823525)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.3428571428571425)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.5, 2.52, 2.5127272727272727)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:14.319405,"(4.4, 8.2, 7.6117647058823525)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.3428571428571425)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.5, 2.52, 2.5127272727272727)","(6.0, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:15.468474,"(4.4, 8.2, 7.6117647058823525)","(9.0, 12.5, 10.961538461538462)","(6.0, 6.8, 6.3428571428571425)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.4815384615384617)","(6.5, 21.0, 20.214285714285715)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:16.697075,"(4.4, 8.2, 7.6117647058823525)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.4789473684210526)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:17.993906,"(4.4, 8.2, 7.6117647058823525)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.56, 2.4815384615384617)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:19.275952,"(4.4, 8.2, 7.491666666666666)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.4815384615384617)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:20.531024,"(4.4, 8.2, 7.491666666666666)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.4815384615384617)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:21.743146,"(4.4, 8.2, 7.491666666666666)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.4815384615384617)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:23.155486,"(4.4, 8.2, 7.491666666666666)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.5127272727272727)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:24.437612,"(4.4, 8.2, 7.491666666666666)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.4926315789473685)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:25.726582,"(4.4, 8.2, 7.491666666666666)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.5, 2.4945454545454546)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:27.215057,"(4.4, 8.2, 7.491666666666666)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.5, 2.4945454545454546)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:28.651259,"(4.4, 8.2, 7.491666666666666)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.5, 2.4945454545454546)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:30.161636,"(4.4, 8.2, 7.491666666666666)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.5, 2.4945454545454546)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:31.497764,"(4.4, 8.0, 7.630769230769231)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.5, 2.538360655737705)","(6.5, 21.0, 19.77777777777778)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:32.808514,"(4.4, 8.0, 7.630769230769231)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.56, 2.5127272727272727)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:34.153850,"(4.4, 8.0, 7.630769230769231)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.5127272727272727)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:35.449901,"(4.4, 8.0, 7.630769230769231)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.51375)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:36.688130,"(4.4, 8.0, 7.466666666666667)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.51375)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:37.866047,"(4.4, 8.0, 7.573333333333333)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.51375)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:39.014659,"(4.4, 8.0, 7.573333333333333)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.52, 2.4792156862745096)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:40.143893,"(4.4, 8.0, 7.573333333333333)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.48, 2.4792156862745096)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:41.298176,"(4.4, 8.2, 7.6375)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.722222222222221)","(2.4, 2.48, 2.4792156862745096)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:42.489834,"(4.4, 8.2, 7.6375)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.5, 12.823529411764707)","(2.4, 2.48, 2.5076190476190474)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:43.736326,"(4.4, 8.2, 7.568421052631579)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.0, 12.625)","(2.4, 2.56, 2.5076190476190474)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:44.959521,"(4.4, 8.2, 7.568421052631579)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.0, 12.625)","(2.4, 2.56, 2.5076190476190474)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:46.136624,"(4.4, 8.2, 7.568421052631579)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.0, 12.625)","(2.4, 2.56, 2.5076190476190474)","(6.5, 21.0, 20.3125)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:47.415677,"(4.4, 8.2, 7.568421052631579)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.0, 12.365384615384615)","(2.4, 2.56, 2.4716666666666667)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:48.619117,"(4.4, 8.2, 7.568421052631579)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.0, 12.478260869565217)","(2.4, 2.48, 2.4716666666666667)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
11-01-2023 21:18:49.861221,"(4.4, 8.2, 7.568421052631579)","(9.0, 12.5, 11.071428571428571)","(6.0, 6.8, 6.4)","(12.0, 36.0, 34.666666666666664)","(10.0, 14.0, 12.478260869565217)","(2.4, 2.48, 2.4716666666666667)","(6.5, 21.0, 18.5)","(11.0, 16.5, 14.653846153846153)"
