,Brinktop Lad,Freak On A Lead,Gee Gee True Story,Mr Freeze,Shampz Again,Ziavera,Nevs Boy,Swing King,Zades Stories,Magic Typhoon,Heavens Miracle,Renascence
06-01-2023 14:16:45.147127,"(11.0, 14.0, 13.5)","(3.5, 4.4, 4.232608695652174)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 174.28571428571428)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:46.447208,"(11.0, 14.0, 13.5)","(3.5, 4.4, 4.232608695652174)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:47.798473,"(11.0, 14.0, 13.5)","(3.5, 4.4, 4.232608695652174)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:49.275088,"(11.0, 14.0, 13.5)","(3.5, 4.4, 4.232608695652174)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:50.647530,"(11.0, 14.0, 13.5)","(3.5, 4.4, 4.232608695652174)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:52.014459,"(11.0, 14.0, 13.5)","(3.5, 4.4, 4.232608695652174)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:53.338586,"(11.0, 14.0, 13.5)","(3.5, 4.4, 3.890740740740741)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:54.816132,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:56.136315,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:57.402476,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:16:58.717050,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:00.198529,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:01.602209,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:03.456397,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:04.877446,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.0)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:06.586275,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.836363636363636)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:08.269211,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:09.720431,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.875925925925926)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:11.180065,"(11.0, 14.0, 13.5)","(3.5, 4.2, 3.8833333333333333)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:12.509018,"(11.0, 14.0, 13.5)","(3.5, 4.3, 3.8833333333333333)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:13.968456,"(11.0, 14.0, 13.5)","(3.5, 4.3, 4.072222222222222)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:15.278222,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.072222222222222)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:16.696577,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.072222222222222)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:17.981531,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.072222222222222)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:19.413962,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.072222222222222)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:20.759662,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.072222222222222)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:22.074062,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.072222222222222)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:23.389441,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.735294117647058)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:24.640133,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.083333333333336)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:25.916141,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 15.3)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 31.142857142857142)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:27.390642,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:29.110376,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:30.888870,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:32.317596,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:33.762308,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:35.186376,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:36.777842,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:38.340372,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:39.695657,"(11.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:41.093914,"(10.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:42.527157,"(10.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
06-01-2023 14:17:43.878865,"(10.0, 14.0, 13.5)","(3.5, 4.1, 4.0852941176470585)","(12.0, 18.5, 17.85)","(11.0, 18.0, 16.8)","(10.0, 17.5, 15.666666666666666)","(26.0, 34.0, 32.4)","(4.8, 6.0, 5.822222222222222)","(101.0, 210.0, 160.0)","(5.5, 9.6, 8.666666666666666)","(8.0, 11.0, 10.133333333333333)","(17.0, 32.0, 24.25)","(31.0, 150.0, 76.66666666666666)"
