,Remedy,Showtime Lydia,Fully Blessed,Joni Rudderless,Young Yank,Secret Hustle,Big Ram,Showtime Hannah
10-01-2023 18:42:20.904650,"(2.35, 3.45, 2.975)","(4.8, 7.8, 5.544444444444444)","(12.0, 32.0, 16.894736842105264)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 18.5, 16.125)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:22.028200,"(2.35, 3.45, 2.975)","(4.8, 7.8, 5.544444444444444)","(12.0, 32.0, 16.894736842105264)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 18.5, 16.125)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:23.134836,"(2.35, 3.45, 2.975)","(4.8, 7.8, 5.544444444444444)","(12.0, 32.0, 16.894736842105264)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 18.5, 14.807692307692308)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:24.214855,"(2.35, 3.45, 2.975)","(4.8, 7.8, 5.544444444444444)","(12.0, 32.0, 16.894736842105264)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 18.5, 14.25)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:25.248051,"(2.35, 3.45, 2.975)","(4.8, 7.8, 5.544444444444444)","(12.0, 32.0, 16.833333333333332)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 18.0, 15.944444444444445)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:26.266030,"(2.35, 3.45, 3.383571428571429)","(4.8, 7.6, 5.671428571428572)","(12.0, 24.0, 21.7)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 17.5, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:27.233247,"(2.35, 3.45, 3.146666666666667)","(4.8, 7.6, 5.671428571428572)","(12.0, 29.0, 25.333333333333332)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:28.208357,"(2.35, 3.45, 3.146666666666667)","(4.8, 7.8, 5.544444444444444)","(12.0, 27.0, 25.1875)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:29.200220,"(2.35, 3.45, 3.146666666666667)","(4.8, 7.8, 6.35)","(12.0, 27.0, 25.1875)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:30.279417,"(2.35, 3.45, 3.146666666666667)","(4.8, 8.0, 6.45)","(12.0, 27.0, 25.1875)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:31.356124,"(2.35, 3.45, 2.975)","(4.8, 8.0, 6.45)","(12.0, 27.0, 25.1875)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:32.410445,"(2.35, 3.45, 2.975)","(4.8, 8.0, 6.45)","(12.0, 27.0, 25.1875)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:33.446521,"(2.35, 3.45, 2.975)","(4.8, 8.0, 6.45)","(12.0, 27.0, 25.1875)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(13.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:34.469879,"(2.35, 3.45, 2.975)","(4.8, 8.0, 6.45)","(12.0, 30.0, 23.636363636363637)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:35.444449,"(2.35, 3.45, 2.975)","(4.8, 8.0, 6.45)","(12.0, 32.0, 19.0)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 14.833333333333332)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:36.466714,"(2.35, 3.45, 2.975)","(4.8, 8.0, 6.45)","(12.0, 32.0, 19.0)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:37.506323,"(2.35, 3.45, 2.975)","(5.0, 8.0, 6.45)","(12.0, 32.0, 19.0)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:38.577698,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 32.0, 19.0)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:39.636494,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 32.0, 19.0)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:40.690729,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 32.0, 19.0)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:41.717511,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 32.0, 19.0)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:42.773770,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 32.0, 19.0)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:43.739553,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 32.0, 19.0)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:44.729838,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:45.724723,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:46.726010,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:47.724831,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 15.555555555555555)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:48.892138,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 17.0, 14.777777777777779)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:49.971763,"(2.35, 3.45, 2.975)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.0, 14.350000000000001)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:51.044550,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.0, 14.350000000000001)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:52.110269,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.0, 14.350000000000001)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:53.097981,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.0, 14.350000000000001)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:54.056845,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.0, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:55.067154,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:56.068631,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:57.082230,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:58.090526,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:42:59.079661,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:00.096950,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:01.069597,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:02.050012,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:02.995173,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:04.034779,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(41.0, 290.0, 78.33333333333334)","(4.0, 8.2, 4.529411764705882)","(6.0, 16.0, 12.080000000000002)","(11.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:05.049176,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.544444444444444)","(12.0, 30.0, 27.8125)","(51.0, 290.0, 78.33333333333334)","(4.2, 8.2, 4.552941176470588)","(6.0, 16.0, 12.080000000000002)","(10.0, 16.5, 13.73076923076923)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:06.132206,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.8, 5.671428571428572)","(12.0, 30.0, 27.8125)","(51.0, 290.0, 78.33333333333334)","(4.2, 8.6, 5.666666666666667)","(6.0, 16.0, 12.080000000000002)","(10.0, 16.5, 14.350000000000001)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:07.176283,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.6, 5.671428571428572)","(12.0, 30.0, 27.8125)","(51.0, 290.0, 78.33333333333334)","(4.2, 8.4, 5.666666666666667)","(6.0, 16.0, 12.080000000000002)","(10.0, 16.0, 14.38888888888889)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:08.184022,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.6, 5.671428571428572)","(12.0, 30.0, 27.8125)","(51.0, 290.0, 78.33333333333334)","(4.2, 8.4, 5.666666666666667)","(6.0, 16.0, 12.080000000000002)","(10.0, 15.5, 13.461538461538462)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:09.192502,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.6, 5.671428571428572)","(12.0, 30.0, 27.8125)","(51.0, 290.0, 78.33333333333334)","(4.2, 8.4, 5.666666666666667)","(6.0, 16.0, 12.080000000000002)","(10.0, 16.0, 14.350000000000001)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:10.271956,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.6, 5.671428571428572)","(12.0, 30.0, 27.8125)","(51.0, 290.0, 78.33333333333334)","(4.2, 8.4, 5.666666666666667)","(6.0, 16.0, 12.080000000000002)","(10.0, 16.0, 14.350000000000001)","(12.0, 26.0, 23.0)"
10-01-2023 18:43:11.284532,"(2.35, 3.45, 3.3466666666666667)","(5.0, 7.6, 5.671428571428572)","(12.0, 30.0, 27.8125)","(51.0, 290.0, 78.33333333333334)","(4.2, 8.4, 5.666666666666667)","(6.0, 16.0, 12.080000000000002)","(10.0, 16.0, 12.8)","(12.0, 26.0, 23.0)"
