,Class Of Twenty,Rosdue Swagman,Roulette,Miners Light,Sweet Babe,Diaz Herrera,Rocking The Ares,Worthy Explosion
09-01-2023 13:08:32.204173,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:33.446070,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:34.687161,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:35.914332,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:37.175081,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:38.294236,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:39.457967,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:40.672797,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:41.851727,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:43.074665,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:44.398877,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:45.667777,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:46.918704,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:48.140470,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:49.344231,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:50.582300,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:51.804251,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:53.000274,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:54.171380,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:55.364097,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:56.559731,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:57.711847,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:08:58.946418,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 178.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:00.157329,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:01.411088,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:02.643380,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:03.808418,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:04.984684,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:06.171891,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:07.343045,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:08.535470,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:09.675074,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:10.879496,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:11.994934,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:13.052384,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:14.145009,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:15.318449,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:16.521832,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:17.731507,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:18.897645,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:20.011851,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:21.128761,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:22.317029,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:23.530787,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:24.728197,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:25.914750,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:27.116711,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:28.304411,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:29.460625,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 163.33333333333331)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:30.671899,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 180.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:31.826370,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 180.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:33.011889,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 180.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:34.196619,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 180.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:35.381096,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 180.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:36.608929,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 180.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:37.832334,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 180.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:39.071347,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 180.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:40.228423,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:41.339590,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:42.460257,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:43.578132,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:44.774081,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:45.972391,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:47.185635,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:48.359444,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:49.458560,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:50.491124,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:51.545274,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:52.699641,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:53.886442,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:55.191049,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:56.253403,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:57.352865,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:58.348595,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:09:59.396278,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:00.547880,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:01.688062,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:02.837529,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:03.952247,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:04.978400,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:06.099353,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:07.243119,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:08.434202,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:09.656721,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:10.875369,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:10:12.045776,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 14.5, 12.3)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.5419999999999998)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
