,Goldstar Rita,Sefton Heights,Ava Effort,Deep Value,Tiggerlong Panda,Goldstar Linda,Adobe Kid,Goldstar Spencer
12-01-2023 14:47:53.305357,"(3.4, 4.5, 4.118181818181818)","(2.25, 2.38, 2.3466666666666667)","(6.0, 13.5, 11.4)","(7.5, 9.6, 9.423529411764706)","(19.0, 80.0, 72.57142857142857)","(17.0, 32.0, 31.523809523809526)","(8.5, 13.5, 12.558823529411764)","(21.0, 90.0, 87.45454545454545)"
12-01-2023 14:47:54.399356,"(3.4, 4.5, 4.118181818181818)","(2.25, 2.38, 2.355609756097561)","(6.0, 13.5, 10.875)","(7.5, 9.6, 9.423529411764706)","(19.0, 80.0, 72.57142857142857)","(17.0, 32.0, 31.523809523809526)","(8.5, 13.5, 12.558823529411764)","(21.0, 90.0, 87.45454545454545)"
12-01-2023 14:47:55.368630,"(3.4, 4.4, 4.171428571428571)","(2.25, 2.38, 2.355609756097561)","(6.0, 13.5, 10.875)","(7.5, 9.6, 9.423529411764706)","(19.0, 80.0, 72.57142857142857)","(17.0, 32.0, 31.523809523809526)","(8.5, 13.5, 12.558823529411764)","(21.0, 90.0, 87.45454545454545)"
12-01-2023 14:47:56.490974,"(3.4, 4.4, 4.171428571428571)","(2.25, 2.38, 2.355609756097561)","(6.0, 13.5, 11.4)","(7.5, 9.6, 9.423529411764706)","(19.0, 80.0, 74.80000000000001)","(17.0, 32.0, 31.523809523809526)","(8.5, 13.5, 12.558823529411764)","(21.0, 90.0, 87.45454545454545)"
12-01-2023 14:47:57.698300,"(3.4, 4.4, 4.171428571428571)","(2.25, 2.38, 2.355609756097561)","(6.0, 13.5, 10.875)","(7.5, 9.6, 9.423529411764706)","(19.0, 80.0, 74.80000000000001)","(17.0, 32.0, 31.523809523809526)","(8.5, 13.5, 12.558823529411764)","(21.0, 90.0, 87.45454545454545)"
12-01-2023 14:47:58.943804,"(3.4, 4.4, 4.171428571428571)","(2.25, 2.38, 2.355609756097561)","(6.0, 13.5, 11.4)","(7.5, 9.6, 9.266666666666666)","(19.0, 80.0, 78.07407407407408)","(17.0, 32.0, 31.523809523809526)","(8.5, 13.5, 12.558823529411764)","(21.0, 90.0, 87.45454545454545)"
12-01-2023 14:48:00.066565,"(3.4, 4.4, 4.171428571428571)","(2.25, 2.4, 2.396470588235294)","(6.0, 13.5, 11.4)","(7.5, 9.6, 9.263157894736842)","(19.0, 80.0, 78.07407407407408)","(17.0, 32.0, 31.523809523809526)","(8.5, 13.5, 12.5)","(21.0, 90.0, 87.45454545454545)"
12-01-2023 14:48:01.128545,"(3.4, 4.4, 4.171428571428571)","(2.25, 2.44, 2.4346666666666668)","(6.0, 13.5, 10.875)","(7.5, 9.6, 9.01818181818182)","(19.0, 80.0, 78.07407407407408)","(17.0, 32.0, 31.523809523809526)","(8.5, 13.5, 12.5)","(21.0, 90.0, 87.45454545454545)"
12-01-2023 14:48:02.438067,"(3.4, 4.4, 4.133333333333333)","(2.25, 2.42, 2.409411764705882)","(6.0, 13.5, 11.4)","(7.5, 9.6, 9.01818181818182)","(19.0, 80.0, 78.07407407407408)","(17.0, 32.0, 28.133333333333333)","(8.5, 13.5, 12.5)","(21.0, 90.0, 87.33333333333333)"
12-01-2023 14:48:03.609825,"(3.4, 4.4, 4.181818181818182)","(2.25, 2.42, 2.409411764705882)","(6.0, 13.5, 11.4)","(7.5, 9.6, 9.2)","(19.0, 80.0, 72.9090909090909)","(17.0, 34.0, 26.333333333333332)","(8.5, 13.5, 12.5)","(21.0, 90.0, 80.92307692307693)"
12-01-2023 14:48:04.780181,"(3.4, 4.3, 4.204761904761905)","(2.25, 2.42, 2.409411764705882)","(6.0, 13.5, 11.272727272727273)","(7.5, 9.6, 9.01818181818182)","(19.0, 85.0, 72.9090909090909)","(17.0, 27.0, 26.2)","(8.5, 13.5, 12.558823529411764)","(21.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:05.808864,"(3.4, 4.3, 4.22)","(2.25, 2.42, 2.409411764705882)","(6.0, 13.5, 11.272727272727273)","(7.5, 9.6, 9.01818181818182)","(19.0, 85.0, 66.1875)","(17.0, 27.0, 26.84)","(8.5, 13.5, 12.558823529411764)","(21.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:06.870198,"(3.4, 4.3, 4.2322033898305085)","(2.25, 2.42, 2.38)","(6.0, 13.5, 11.615384615384615)","(7.5, 9.6, 9.2)","(19.0, 75.0, 82.88888888888889)","(17.0, 27.0, 26.84)","(8.5, 13.5, 12.558823529411764)","(21.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:07.920392,"(3.4, 4.3, 4.252380952380952)","(2.25, 2.42, 2.3927272727272726)","(6.0, 13.5, 11.615384615384615)","(7.5, 9.6, 9.2)","(19.0, 85.0, 82.88888888888889)","(17.0, 27.0, 26.84)","(8.5, 13.5, 12.558823529411764)","(21.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:09.095403,"(3.4, 4.3, 4.252380952380952)","(2.25, 2.44, 2.4)","(6.0, 13.5, 11.076923076923077)","(7.5, 9.6, 9.01818181818182)","(20.0, 85.0, 82.88888888888889)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.558823529411764)","(26.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:10.248644,"(3.4, 4.3, 4.252380952380952)","(2.2, 2.44, 2.4066666666666667)","(7.0, 13.5, 11.4)","(7.5, 9.6, 9.01818181818182)","(21.0, 85.0, 82.88888888888889)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.558823529411764)","(26.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:11.403382,"(3.4, 4.3, 4.252380952380952)","(2.2, 2.44, 2.418181818181818)","(7.0, 13.5, 11.076923076923077)","(7.5, 9.6, 9.129411764705882)","(21.0, 85.0, 82.88888888888889)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.558823529411764)","(26.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:12.514684,"(3.4, 4.3, 4.252380952380952)","(2.2, 2.44, 2.418181818181818)","(7.0, 13.5, 11.076923076923077)","(7.5, 9.6, 9.219047619047618)","(21.0, 85.0, 82.88888888888889)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.558823529411764)","(26.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:13.718685,"(3.4, 4.3, 4.252380952380952)","(2.2, 2.42, 2.3499999999999996)","(7.0, 13.5, 11.076923076923077)","(7.5, 9.6, 9.219047619047618)","(21.0, 85.0, 82.88888888888889)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.558823529411764)","(26.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:14.884701,"(3.4, 4.3, 4.262025316455696)","(2.2, 2.42, 2.3582352941176468)","(7.0, 13.5, 11.076923076923077)","(7.5, 9.6, 9.219047619047618)","(21.0, 85.0, 82.88888888888889)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.558823529411764)","(26.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:15.955013,"(3.4, 4.3, 4.260526315789473)","(2.2, 2.42, 2.3582352941176468)","(7.0, 13.5, 11.076923076923077)","(7.5, 9.6, 9.141666666666666)","(21.0, 85.0, 82.88888888888889)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.357142857142858)","(26.0, 95.0, 80.92307692307693)"
12-01-2023 14:48:17.048432,"(3.4, 4.3, 4.260526315789473)","(2.2, 2.42, 2.363243243243243)","(7.0, 13.5, 11.4)","(7.5, 9.6, 9.116129032258064)","(21.0, 85.0, 82.88888888888889)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.357142857142858)","(26.0, 95.0, 87.33333333333333)"
12-01-2023 14:48:18.200680,"(3.4, 4.3, 4.260526315789473)","(2.2, 2.42, 2.363243243243243)","(7.0, 13.5, 11.076923076923077)","(7.5, 9.6, 9.116129032258064)","(21.0, 85.0, 76.38461538461539)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.357142857142858)","(26.0, 90.0, 63.0)"
12-01-2023 14:48:19.334967,"(3.4, 4.0, 3.950993377483444)","(2.2, 2.42, 2.363243243243243)","(7.0, 13.5, 11.75)","(7.5, 9.6, 9.192592592592593)","(21.0, 85.0, 57.5)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.357142857142858)","(26.0, 90.0, 63.0)"
12-01-2023 14:48:20.407632,"(3.4, 4.3, 4.133333333333333)","(2.2, 2.42, 2.363243243243243)","(7.0, 13.5, 11.615384615384615)","(7.5, 9.6, 9.192592592592593)","(21.0, 85.0, 57.5)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.558823529411764)","(26.0, 90.0, 43.0)"
12-01-2023 14:48:21.493472,"(3.4, 4.3, 4.0323529411764705)","(2.2, 2.42, 2.36)","(7.0, 13.5, 12.041666666666666)","(7.5, 9.6, 9.120000000000001)","(21.0, 85.0, 57.5)","(18.0, 27.0, 26.80952380952381)","(8.5, 13.5, 12.464285714285714)","(26.0, 85.0, 43.0)"
12-01-2023 14:48:22.614523,"(3.4, 4.3, 3.986206896551724)","(2.2, 2.42, 2.3577777777777778)","(7.0, 13.5, 13.1)","(7.5, 9.6, 9.17142857142857)","(21.0, 85.0, 57.5)","(18.0, 27.0, 26.80952380952381)","(9.0, 13.0, 12.928571428571429)","(26.0, 85.0, 43.0)"
12-01-2023 14:48:23.698854,"(3.4, 4.3, 3.986206896551724)","(2.2, 2.42, 2.3577777777777778)","(7.0, 13.5, 13.1)","(7.5, 9.6, 9.17142857142857)","(21.0, 85.0, 57.5)","(18.0, 27.0, 26.80952380952381)","(9.0, 13.5, 13.357142857142858)","(26.0, 85.0, 43.0)"
12-01-2023 14:48:24.884486,"(3.4, 4.3, 3.986206896551724)","(2.2, 2.42, 2.3436363636363633)","(7.0, 13.5, 13.0)","(7.5, 9.6, 9.253846153846153)","(21.0, 85.0, 80.41666666666666)","(18.0, 27.0, 26.80952380952381)","(9.0, 13.5, 12.529411764705882)","(26.0, 85.0, 67.70588235294117)"
12-01-2023 14:48:26.070584,"(3.4, 4.3, 3.972826086956522)","(2.2, 2.42, 2.3436363636363633)","(7.0, 13.5, 13.0)","(7.5, 9.6, 9.253846153846153)","(21.0, 85.0, 80.0)","(18.0, 27.0, 28.285714285714285)","(9.0, 14.0, 12.445945945945946)","(26.0, 85.0, 67.70588235294117)"
12-01-2023 14:48:27.192377,"(3.4, 4.3, 3.972826086956522)","(2.2, 2.42, 2.3436363636363633)","(7.0, 13.5, 13.0)","(7.5, 9.6, 9.347368421052632)","(21.0, 85.0, 80.6)","(18.0, 36.0, 29.25)","(9.0, 14.0, 12.516129032258064)","(26.0, 85.0, 74.11111111111111)"
12-01-2023 14:48:28.255414,"(3.4, 4.3, 3.972826086956522)","(2.15, 2.42, 2.3428571428571425)","(7.0, 13.5, 13.0)","(7.5, 9.6, 9.15)","(21.0, 85.0, 48.0)","(18.0, 42.0, 29.285714285714285)","(9.0, 14.0, 12.571428571428571)","(26.0, 85.0, 56.8)"
12-01-2023 14:48:29.392051,"(3.4, 4.2, 3.9941176470588236)","(2.15, 2.42, 2.345333333333333)","(7.0, 13.5, 12.9)","(7.5, 9.6, 9.28695652173913)","(21.0, 80.0, 68.46153846153845)","(18.0, 40.0, 30.5)","(9.0, 14.0, 12.571428571428571)","(26.0, 85.0, 44.714285714285715)"
12-01-2023 14:48:30.476003,"(3.4, 4.2, 3.9941176470588236)","(2.15, 2.42, 2.345333333333333)","(7.0, 13.5, 12.9)","(7.5, 9.6, 9.347368421052632)","(21.0, 80.0, 68.46153846153845)","(18.0, 36.0, 28.142857142857142)","(9.0, 14.0, 12.571428571428571)","(26.0, 85.0, 45.0)"
12-01-2023 14:48:31.626948,"(3.4, 4.2, 4.007692307692308)","(2.15, 2.42, 2.345333333333333)","(7.0, 13.5, 12.9)","(7.5, 9.6, 9.347368421052632)","(21.0, 80.0, 68.46153846153845)","(18.0, 36.0, 31.285714285714285)","(9.0, 14.0, 12.571428571428571)","(26.0, 80.0, 47.25)"
12-01-2023 14:48:32.748213,"(3.4, 4.2, 4.007692307692308)","(2.15, 2.42, 2.345333333333333)","(7.0, 13.5, 12.9)","(7.5, 9.6, 9.347368421052632)","(21.0, 80.0, 68.46153846153845)","(18.0, 36.0, 31.46153846153846)","(9.0, 14.0, 12.571428571428571)","(26.0, 75.0, 44.166666666666664)"
12-01-2023 14:48:33.884980,"(3.4, 4.2, 4.007692307692308)","(2.15, 2.4, 2.3415)","(7.0, 13.5, 12.9)","(7.5, 9.6, 9.257142857142856)","(21.0, 80.0, 38.857142857142854)","(18.0, 32.0, 31.61111111111111)","(9.0, 14.0, 12.571428571428571)","(26.0, 75.0, 62.666666666666664)"
12-01-2023 14:48:34.966710,"(3.4, 4.2, 4.0181818181818185)","(2.15, 2.4, 2.36)","(7.0, 13.5, 12.9)","(7.5, 9.6, 9.216000000000001)","(21.0, 80.0, 38.857142857142854)","(18.0, 32.0, 31.61111111111111)","(9.0, 14.0, 12.571428571428571)","(26.0, 75.0, 67.07142857142857)"
12-01-2023 14:48:36.009752,"(3.4, 4.2, 4.0181818181818185)","(2.15, 2.38, 2.3404123711340206)","(7.0, 13.5, 12.9)","(7.5, 9.6, 9.018181818181818)","(21.0, 80.0, 38.857142857142854)","(18.0, 32.0, 29.576923076923077)","(9.0, 14.0, 12.571428571428571)","(26.0, 75.0, 67.07142857142857)"
12-01-2023 14:48:37.159516,"(3.4, 4.2, 4.075)","(2.15, 2.38, 2.3499999999999996)","(7.5, 13.5, 12.9)","(7.5, 9.2, 8.95)","(21.0, 80.0, 38.857142857142854)","(19.0, 32.0, 29.576923076923077)","(9.0, 14.0, 12.571428571428571)","(31.0, 75.0, 67.07142857142857)"
12-01-2023 14:48:38.295025,"(3.5, 4.2, 4.075)","(2.05, 2.38, 2.36)","(7.5, 13.5, 12.9)","(7.5, 9.2, 8.95)","(21.0, 80.0, 41.5)","(19.0, 32.0, 29.576923076923077)","(9.0, 14.0, 10.618556701030927)","(31.0, 75.0, 67.07142857142857)"
12-01-2023 14:48:39.482024,"(3.5, 4.2, 4.075)","(2.05, 2.44, 2.342631578947368)","(7.5, 13.5, 12.9)","(7.5, 9.2, 9.325000000000001)","(21.0, 70.0, 37.42857142857143)","(19.0, 32.0, 29.576923076923077)","(9.0, 11.0, 11.576923076923077)","(31.0, 75.0, 67.07142857142857)"
12-01-2023 14:48:40.581310,"(3.5, 4.2, 4.075)","(2.05, 2.44, 2.384444444444444)","(7.5, 13.5, 12.9)","(7.5, 9.4, 9.325000000000001)","(21.0, 70.0, 56.58823529411765)","(19.0, 32.0, 29.576923076923077)","(9.0, 13.5, 11.714285714285714)","(31.0, 75.0, 67.07142857142857)"
12-01-2023 14:48:41.665243,"(3.5, 4.2, 4.152380952380953)","(2.05, 2.44, 2.4295652173913043)","(7.5, 13.5, 12.9)","(7.5, 9.4, 9.325000000000001)","(21.0, 70.0, 56.58823529411765)","(19.0, 32.0, 29.576923076923077)","(9.0, 13.5, 11.88888888888889)","(31.0, 75.0, 67.07142857142857)"
12-01-2023 14:48:42.758757,"(3.5, 4.2, 4.152380952380953)","(2.05, 2.42, 2.370344827586207)","(7.5, 13.5, 12.9)","(7.5, 9.4, 9.333333333333334)","(21.0, 70.0, 61.55555555555556)","(19.0, 32.0, 29.576923076923077)","(9.0, 13.0, 11.823529411764707)","(31.0, 75.0, 67.07142857142857)"
12-01-2023 14:48:43.770915,"(3.5, 4.2, 4.144444444444445)","(2.05, 2.42, 2.370344827586207)","(7.5, 13.5, 12.9)","(7.5, 9.4, 9.473684210526315)","(21.0, 70.0, 61.55555555555556)","(19.0, 32.0, 27.09090909090909)","(9.0, 13.0, 12.047619047619047)","(31.0, 75.0, 67.07142857142857)"
12-01-2023 14:48:44.826518,"(3.5, 4.2, 4.144444444444445)","(2.05, 2.42, 2.35375)","(7.5, 13.5, 12.9)","(7.5, 9.6, 9.466666666666667)","(21.0, 70.0, 61.55555555555556)","(19.0, 32.0, 27.2)","(9.0, 13.0, 12.047619047619047)","(31.0, 75.0, 64.07407407407408)"
12-01-2023 14:48:45.916815,"(3.5, 4.2, 4.142857142857143)","(2.05, 2.42, 2.3678688524590163)","(7.5, 13.5, 13.178571428571429)","(7.5, 9.8, 9.376470588235295)","(21.0, 70.0, 61.55555555555556)","(19.0, 32.0, 26.666666666666668)","(9.0, 13.0, 11.944444444444445)","(31.0, 70.0, 43.57142857142857)"
12-01-2023 14:48:47.027713,"(3.5, 4.2, 4.142857142857143)","(2.05, 2.42, 2.368709677419355)","(7.5, 13.5, 13.178571428571429)","(7.5, 9.8, 9.376470588235295)","(21.0, 70.0, 60.5)","(19.0, 32.0, 28.4)","(9.0, 12.5, 11.583333333333334)","(31.0, 65.0, 56.1764705882353)"
12-01-2023 14:48:48.173730,"(3.5, 4.2, 4.142857142857143)","(2.05, 2.42, 2.3650847457627115)","(7.5, 16.0, 13.9)","(7.5, 9.8, 9.547368421052632)","(21.0, 70.0, 56.0)","(19.0, 32.0, 28.4)","(9.0, 12.0, 11.076923076923077)","(31.0, 65.0, 56.1764705882353)"
12-01-2023 14:48:49.324416,"(3.5, 4.2, 4.142857142857143)","(2.05, 2.42, 2.3650847457627115)","(7.5, 14.5, 13.785714285714285)","(7.5, 9.8, 9.547368421052632)","(21.0, 70.0, 56.73684210526316)","(19.0, 32.0, 28.4)","(9.0, 12.0, 11.294117647058824)","(31.0, 65.0, 56.1764705882353)"
12-01-2023 14:48:50.472703,"(3.5, 4.2, 4.142857142857143)","(2.05, 2.42, 2.3650847457627115)","(7.5, 14.5, 13.785714285714285)","(7.5, 9.8, 9.852459016393443)","(21.0, 70.0, 56.73684210526316)","(19.0, 32.0, 29.84)","(9.0, 12.0, 11.294117647058824)","(31.0, 65.0, 56.1764705882353)"
12-01-2023 14:48:51.586435,"(3.5, 4.2, 4.142857142857143)","(2.05, 2.42, 2.3650847457627115)","(7.5, 14.5, 13.785714285714285)","(7.5, 10.0, 9.7)","(21.0, 70.0, 67.23076923076923)","(19.0, 32.0, 29.84)","(9.0, 12.0, 11.294117647058824)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:48:52.648774,"(3.5, 4.2, 4.142857142857143)","(2.05, 2.42, 2.3650847457627115)","(7.5, 14.5, 13.785714285714285)","(7.5, 10.0, 9.7)","(21.0, 70.0, 67.23076923076923)","(19.0, 32.0, 29.764705882352942)","(9.0, 12.0, 11.142857142857142)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:48:53.700020,"(3.5, 4.2, 4.128205128205129)","(2.05, 2.42, 2.370833333333333)","(7.5, 14.5, 13.785714285714285)","(7.5, 12.0, 10.90909090909091)","(21.0, 70.0, 68.43478260869566)","(19.0, 30.0, 29.636363636363637)","(9.0, 11.5, 11.192307692307692)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:48:54.839088,"(3.5, 4.2, 4.083333333333333)","(2.05, 2.42, 2.382285714285714)","(7.5, 14.5, 13.785714285714285)","(7.5, 12.0, 10.90909090909091)","(21.0, 70.0, 68.43478260869566)","(19.0, 30.0, 27.875)","(9.0, 11.5, 11.055555555555555)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:48:55.941701,"(3.5, 4.2, 4.083333333333333)","(2.05, 2.36, 2.3502777777777775)","(7.5, 14.5, 13.7)","(7.5, 12.0, 10.952380952380953)","(21.0, 70.0, 68.43478260869566)","(19.0, 29.0, 27.57894736842105)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:48:57.089439,"(3.5, 4.2, 4.083333333333333)","(2.05, 2.4, 2.376)","(7.5, 14.5, 13.7)","(7.5, 12.0, 10.9)","(21.0, 70.0, 68.43478260869566)","(19.0, 29.0, 27.57894736842105)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:48:58.256260,"(3.5, 4.2, 4.083333333333333)","(2.05, 2.38, 2.345309734513274)","(7.5, 14.5, 13.447368421052632)","(7.5, 12.0, 11.192307692307692)","(21.0, 70.0, 68.43478260869566)","(19.0, 29.0, 27.57894736842105)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:48:59.337007,"(3.5, 4.2, 4.083333333333333)","(2.05, 2.38, 2.345309734513274)","(7.5, 14.5, 13.447368421052632)","(7.5, 11.5, 11.192307692307692)","(21.0, 70.0, 68.43478260869566)","(19.0, 29.0, 27.57894736842105)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:00.373101,"(3.5, 4.2, 4.083333333333333)","(2.05, 2.38, 2.348695652173913)","(7.5, 14.0, 13.59090909090909)","(7.5, 11.5, 11.11111111111111)","(21.0, 70.0, 68.43478260869566)","(19.0, 29.0, 26.857142857142858)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:01.474593,"(3.5, 4.2, 4.083333333333333)","(2.05, 2.38, 2.348695652173913)","(7.5, 14.0, 13.3)","(7.5, 12.0, 11.461538461538462)","(21.0, 70.0, 53.0)","(19.0, 27.0, 26.857142857142858)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:02.645029,"(3.5, 4.2, 4.083333333333333)","(2.05, 2.38, 2.348695652173913)","(7.5, 14.0, 13.131578947368421)","(8.0, 12.0, 13.291666666666668)","(21.0, 70.0, 42.285714285714285)","(19.0, 27.0, 26.857142857142858)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:03.741111,"(3.5, 4.2, 4.074074074074074)","(2.05, 2.38, 2.34625)","(7.5, 13.5, 13.083333333333334)","(8.0, 13.5, 12.470588235294118)","(21.0, 80.0, 64.47058823529412)","(19.0, 27.0, 26.875)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:04.805223,"(3.5, 4.2, 4.074074074074074)","(2.05, 2.38, 2.34625)","(7.5, 13.5, 13.038461538461538)","(8.0, 13.0, 12.5)","(21.0, 80.0, 70.22222222222223)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:05.855511,"(3.5, 4.2, 4.064516129032258)","(2.05, 2.38, 2.34625)","(7.5, 13.5, 13.038461538461538)","(8.0, 13.0, 12.666666666666666)","(21.0, 80.0, 64.56)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.5, 10.857142857142858)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:07.002207,"(3.5, 4.2, 4.057142857142857)","(2.05, 2.38, 2.3451948051948053)","(7.5, 13.5, 13.0)","(8.0, 13.0, 12.545454545454545)","(21.0, 70.0, 62.44444444444444)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.5, 10.833333333333334)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:08.141410,"(3.5, 4.2, 4.080952380952381)","(2.05, 2.38, 2.3451948051948053)","(7.5, 13.5, 13.0)","(8.0, 13.0, 12.545454545454545)","(21.0, 70.0, 62.44444444444444)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.5, 10.763157894736842)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:09.190405,"(3.5, 4.2, 4.080952380952381)","(2.05, 2.38, 2.344736842105263)","(7.5, 13.5, 13.0)","(8.0, 13.0, 12.545454545454545)","(21.0, 70.0, 62.44444444444444)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.5, 10.777777777777779)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:10.258130,"(3.5, 4.2, 4.09795918367347)","(2.05, 2.38, 2.3452173913043475)","(7.5, 13.5, 13.0)","(8.0, 13.0, 12.5)","(21.0, 70.0, 64.56)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.0, 10.25)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:11.354990,"(3.5, 4.2, 4.09795918367347)","(2.05, 2.38, 2.3488311688311687)","(7.5, 13.5, 13.0)","(8.0, 13.0, 12.9)","(21.0, 70.0, 52.54545454545455)","(19.0, 27.0, 26.833333333333332)","(9.0, 10.5, 10.4)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:12.461738,"(3.5, 4.2, 4.09795918367347)","(2.05, 2.38, 2.348292682926829)","(7.5, 13.5, 12.791666666666666)","(8.0, 13.0, 12.90909090909091)","(21.0, 70.0, 52.54545454545455)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.0, 10.454545454545455)","(31.0, 65.0, 59.44444444444444)"
12-01-2023 14:49:13.556347,"(3.5, 4.2, 4.080952380952381)","(2.05, 2.38, 2.3488311688311687)","(7.5, 13.0, 12.6875)","(8.0, 13.0, 12.90909090909091)","(21.0, 70.0, 52.54545454545455)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.0, 10.454545454545455)","(31.0, 65.0, 59.64285714285714)"
12-01-2023 14:49:14.694816,"(3.5, 4.2, 4.087179487179487)","(2.05, 2.38, 2.3488311688311687)","(7.5, 13.0, 12.6875)","(8.0, 13.0, 12.90909090909091)","(21.0, 70.0, 60.857142857142854)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.0, 10.454545454545455)","(31.0, 65.0, 53.5)"
12-01-2023 14:49:15.812792,"(3.5, 4.2, 4.0625)","(2.05, 2.38, 2.3488311688311687)","(7.5, 13.0, 12.545454545454545)","(8.0, 13.0, 12.90909090909091)","(21.0, 70.0, 63.806451612903224)","(19.0, 27.0, 26.833333333333332)","(9.0, 11.0, 10.055555555555555)","(31.0, 65.0, 53.5)"
12-01-2023 14:49:16.906263,"(3.5, 4.2, 4.057142857142857)","(2.05, 2.38, 2.3488311688311687)","(7.5, 13.0, 12.545454545454545)","(8.0, 13.0, 12.923076923076923)","(21.0, 70.0, 61.7037037037037)","(19.0, 27.0, 26.833333333333332)","(9.0, 10.5, 9.990909090909092)","(31.0, 65.0, 68.35294117647058)"
12-01-2023 14:49:18.003591,"(3.5, 4.2, 4.057142857142857)","(2.05, 2.38, 2.3488311688311687)","(7.5, 13.0, 12.545454545454545)","(8.0, 13.0, 12.933333333333334)","(21.0, 70.0, 43.75)","(19.0, 27.0, 26.833333333333332)","(9.0, 10.5, 9.975000000000001)","(31.0, 70.0, 68.96296296296296)"
12-01-2023 14:49:19.140346,"(3.5, 4.2, 4.088)","(2.05, 2.38, 2.3488311688311687)","(7.5, 13.0, 12.545454545454545)","(8.0, 13.0, 12.88888888888889)","(21.0, 70.0, 43.75)","(19.0, 27.0, 26.833333333333332)","(9.0, 10.5, 9.93125)","(31.0, 70.0, 68.66666666666666)"
12-01-2023 14:49:20.254951,"(3.5, 4.3, 4.089189189189189)","(2.05, 2.38, 2.3488311688311687)","(7.5, 13.0, 12.545454545454545)","(8.0, 13.0, 12.857142857142858)","(21.0, 70.0, 43.75)","(19.0, 27.0, 26.833333333333332)","(9.0, 10.5, 9.975000000000001)","(31.0, 70.0, 68.66666666666666)"
12-01-2023 14:49:21.291069,"(3.5, 4.2, 4.136363636363637)","(2.05, 2.38, 2.3488311688311687)","(7.5, 13.0, 12.545454545454545)","(8.0, 13.0, 12.857142857142858)","(21.0, 70.0, 47.5)","(19.0, 27.0, 26.833333333333332)","(9.0, 10.5, 9.975000000000001)","(31.0, 70.0, 68.66666666666666)"
