,Wise Counsel,Do It Right,Ocean Aura,Expelliarmus,Magic Whistle,Lets Erupt,Megami,Ran A Red Light,Belafonte Boy,Marlini,Nick Of Time,The White Witch,Vitai Lampada
14-12-2022 19:48:15.076714,"(3.7, 4.0, 3.998972602739726)","(18.0, 27.0, 26.307692307692307)","(21.0, 30.0, 29.88888888888889)","(71.0, 95.0, 86.66666666666667)","(12.0, 14.0, 13.78)","(6.5, 8.2, 8.128571428571428)","(2.3, 2.66, 2.643435582822086)","(31.0, 46.0, 45.707317073170735)","(61.0, 95.0, 90.9090909090909)","(51.0, 75.0, 67.5)","(31.0, 44.0, 43.333333333333336)","(31.0, 42.0, 37.30434782608695)","(101.0, 410.0, 387.5)"
14-12-2022 19:48:16.504062,"(3.7, 4.1, 4.006880733944954)","(19.0, 27.0, 26.36)","(21.0, 32.0, 30.25)","(71.0, 95.0, 86.66666666666667)","(12.0, 14.0, 13.73728813559322)","(6.5, 8.4, 8.144329896907216)","(2.3, 2.66, 2.642465753424658)","(31.0, 46.0, 45.75)","(61.0, 95.0, 90.9090909090909)","(51.0, 70.0, 60.0)","(31.0, 44.0, 43.42857142857143)","(31.0, 40.0, 38.18181818181818)","(101.0, 410.0, 382.5)"
14-12-2022 19:48:18.114406,"(3.7, 4.1, 4.006880733944954)","(19.0, 27.0, 26.36)","(21.0, 32.0, 30.25)","(71.0, 90.0, 88.33333333333333)","(12.0, 14.0, 13.73728813559322)","(6.5, 8.4, 8.230555555555554)","(2.3, 2.66, 2.648826815642458)","(31.0, 46.0, 45.75)","(61.0, 95.0, 90.9090909090909)","(51.0, 70.0, 61.0)","(31.0, 44.0, 43.42857142857143)","(31.0, 40.0, 37.28)","(101.0, 410.0, 332.5)"
14-12-2022 19:48:19.579426,"(3.7, 4.1, 4.022813688212928)","(18.0, 25.0, 24.159574468085108)","(21.0, 32.0, 30.25)","(71.0, 90.0, 86.25)","(11.0, 13.5, 13.164179104477611)","(7.0, 8.4, 8.327272727272728)","(2.35, 2.66, 2.6571428571428575)","(31.0, 46.0, 45.76744186046512)","(61.0, 95.0, 90.0)","(51.0, 70.0, 61.666666666666664)","(31.0, 44.0, 42.666666666666664)","(31.0, 40.0, 37.53846153846154)","(101.0, 400.0, 360.0)"
14-12-2022 19:48:21.081650,"(3.7, 4.1, 4.037377049180328)","(19.0, 25.0, 24.2406015037594)","(21.0, 32.0, 30.142857142857142)","(71.0, 95.0, 85.0)","(11.0, 13.5, 13.173913043478262)","(7.0, 8.4, 8.353846153846154)","(2.35, 2.66, 2.6625)","(31.0, 46.0, 45.9)","(61.0, 95.0, 94.0)","(51.0, 70.0, 61.666666666666664)","(31.0, 44.0, 43.333333333333336)","(31.0, 38.0, 38.26086956521739)","(101.0, 400.0, 355.0)"
14-12-2022 19:48:22.678922,"(3.7, 4.1, 4.059090909090909)","(19.0, 25.0, 24.251851851851853)","(21.0, 32.0, 30.761904761904763)","(71.0, 90.0, 85.0)","(11.0, 13.5, 13.173913043478262)","(7.0, 8.4, 8.353846153846154)","(2.35, 2.68, 2.6712558139534885)","(31.0, 46.0, 45.94871794871795)","(61.0, 95.0, 94.0)","(51.0, 65.0, 61.666666666666664)","(31.0, 44.0, 43.333333333333336)","(31.0, 40.0, 38.24)","(101.0, 400.0, 340.0)"
14-12-2022 19:48:24.229645,"(3.7, 4.1, 4.047432024169184)","(19.0, 25.0, 24.265625)","(21.0, 32.0, 30.35483870967742)","(71.0, 90.0, 83.33333333333333)","(11.0, 13.5, 13.048913043478262)","(7.0, 8.4, 8.351020408163265)","(2.35, 2.68, 2.644)","(31.0, 46.0, 47.707317073170735)","(61.0, 95.0, 92.85714285714286)","(51.0, 65.0, 61.666666666666664)","(31.0, 44.0, 43.333333333333336)","(31.0, 40.0, 38.24)","(101.0, 400.0, 333.3333333333333)"
14-12-2022 19:48:25.762051,"(3.7, 4.1, 4.0559493670886075)","(19.0, 25.0, 24.265625)","(21.0, 32.0, 30.35483870967742)","(61.0, 90.0, 84.54545454545455)","(11.0, 13.5, 13.11214953271028)","(7.0, 8.4, 8.351020408163265)","(2.35, 2.66, 2.638450184501845)","(31.0, 48.0, 47.707317073170735)","(61.0, 95.0, 93.33333333333333)","(51.0, 65.0, 61.666666666666664)","(31.0, 44.0, 43.2)","(31.0, 40.0, 38.42857142857143)","(101.0, 400.0, 350.0)"
14-12-2022 19:48:27.305638,"(3.7, 4.1, 4.0532258064516125)","(19.0, 25.0, 24.265625)","(21.0, 32.0, 30.35483870967742)","(61.0, 90.0, 83.57142857142857)","(11.0, 13.5, 13.11214953271028)","(7.0, 8.4, 8.351020408163265)","(2.35, 2.64, 2.638450184501845)","(31.0, 48.0, 47.707317073170735)","(61.0, 95.0, 92.5)","(51.0, 65.0, 61.666666666666664)","(31.0, 44.0, 43.2)","(31.0, 40.0, 38.42857142857143)","(101.0, 530.0, 415.0)"
14-12-2022 19:48:28.876254,"(3.7, 4.1, 4.0532258064516125)","(19.0, 25.0, 24.265625)","(21.0, 32.0, 30.35483870967742)","(61.0, 90.0, 84.16666666666667)","(11.0, 13.5, 13.180769230769231)","(7.0, 8.4, 8.396923076923077)","(2.35, 2.64, 2.634626865671642)","(31.0, 48.0, 47.707317073170735)","(61.0, 95.0, 92.5)","(51.0, 65.0, 64.48275862068965)","(31.0, 44.0, 43.2)","(31.0, 40.0, 38.42857142857143)","(101.0, 530.0, 341.42857142857144)"
14-12-2022 19:48:30.328148,"(3.7, 4.1, 4.05180055401662)","(19.0, 25.0, 24.265625)","(21.0, 32.0, 29.620689655172413)","(61.0, 90.0, 84.0)","(11.0, 13.5, 13.241935483870968)","(7.0, 8.4, 8.428571428571429)","(2.35, 2.64, 2.6328)","(31.0, 48.0, 47.707317073170735)","(61.0, 95.0, 92.0)","(51.0, 65.0, 64.48275862068965)","(31.0, 44.0, 43.2)","(31.0, 40.0, 38.42857142857143)","(101.0, 530.0, 426.6666666666667)"
14-12-2022 19:48:31.806414,"(3.7, 4.1, 4.046202531645569)","(19.0, 25.0, 24.21383647798742)","(21.0, 32.0, 30.02857142857143)","(61.0, 90.0, 83.57142857142857)","(11.0, 13.5, 13.258620689655173)","(7.0, 8.6, 8.395348837209301)","(2.35, 2.64, 2.6328)","(31.0, 48.0, 47.707317073170735)","(61.0, 95.0, 89.16666666666667)","(51.0, 65.0, 59.79020979020979)","(31.0, 44.0, 42.666666666666664)","(31.0, 40.0, 38.42857142857143)","(101.0, 520.0, 380.0)"
14-12-2022 19:48:33.201520,"(3.7, 4.1, 4.046202531645569)","(19.0, 25.0, 24.238993710691823)","(21.0, 32.0, 30.23076923076923)","(71.0, 90.0, 84.375)","(11.0, 13.5, 13.166666666666666)","(7.0, 8.6, 8.436923076923078)","(2.3, 2.64, 2.6071544715447157)","(31.0, 48.0, 47.72093023255814)","(61.0, 90.0, 88.75)","(51.0, 60.0, 74.48630136986301)","(31.0, 44.0, 42.5)","(31.0, 40.0, 38.53846153846154)","(101.0, 520.0, 420.0)"
14-12-2022 19:48:34.527375,"(3.7, 4.1, 4.051841359773371)","(19.0, 25.0, 24.238993710691823)","(21.0, 32.0, 30.23076923076923)","(71.0, 90.0, 84.375)","(11.0, 13.5, 13.166666666666666)","(7.0, 8.6, 8.436923076923078)","(2.3, 2.62, 2.6071544715447157)","(31.0, 48.0, 47.72093023255814)","(61.0, 90.0, 91.78571428571428)","(51.0, 75.0, 63.57142857142857)","(31.0, 46.0, 42.8)","(31.0, 40.0, 38.666666666666664)","(101.0, 510.0, 396.6666666666667)"
14-12-2022 19:48:35.924702,"(3.7, 4.1, 4.041580756013746)","(19.0, 25.0, 24.238993710691823)","(21.0, 32.0, 30.23076923076923)","(71.0, 90.0, 87.0)","(11.0, 13.5, 13.151428571428571)","(7.0, 8.6, 8.491836734693878)","(2.3, 2.62, 2.6067782426778243)","(31.0, 48.0, 47.733333333333334)","(61.0, 95.0, 90.83333333333333)","(51.0, 70.0, 65.0)","(31.0, 46.0, 45.05263157894737)","(31.0, 40.0, 38.833333333333336)","(101.0, 510.0, 450.0)"
14-12-2022 19:48:37.362828,"(3.7, 4.1, 4.05)","(19.0, 25.0, 24.26219512195122)","(21.0, 32.0, 30.357142857142858)","(71.0, 90.0, 86.66666666666667)","(11.0, 13.5, 13.166666666666666)","(7.0, 8.8, 8.833986928104576)","(2.3, 2.62, 2.5956944444444447)","(31.0, 48.0, 47.733333333333334)","(61.0, 95.0, 89.0)","(51.0, 70.0, 65.0)","(31.0, 46.0, 45.05263157894737)","(31.0, 40.0, 39.25714285714286)","(101.0, 510.0, 442.0)"
14-12-2022 19:48:39.239662,"(3.7, 4.1, 4.050301204819277)","(19.0, 25.0, 24.26219512195122)","(21.0, 32.0, 30.357142857142858)","(71.0, 90.0, 87.5)","(11.0, 13.5, 13.166666666666666)","(7.0, 9.0, 8.835971223021584)","(2.35, 2.6, 2.593737373737374)","(31.0, 48.0, 47.733333333333334)","(61.0, 90.0, 73.75)","(41.0, 70.0, 58.75)","(31.0, 46.0, 45.05263157894737)","(31.0, 40.0, 39.12820512820513)","(101.0, 510.0, 438.0)"
14-12-2022 19:48:40.974889,"(3.7, 4.1, 4.05)","(19.0, 25.0, 24.25595238095238)","(21.0, 32.0, 30.357142857142858)","(71.0, 110.0, 92.5)","(11.0, 13.5, 13.173780487804878)","(7.0, 9.0, 8.835971223021584)","(2.35, 2.6, 2.5803921568627453)","(31.0, 48.0, 47.294117647058826)","(61.0, 80.0, 77.0)","(41.0, 70.0, 58.75)","(31.0, 46.0, 45.05263157894737)","(31.0, 40.0, 39.12820512820513)","(101.0, 500.0, 420.0)"
14-12-2022 19:48:42.482004,"(3.7, 4.1, 4.05)","(19.0, 25.0, 24.245283018867923)","(21.0, 32.0, 30.46938775510204)","(71.0, 110.0, 92.5)","(11.0, 13.5, 13.151515151515152)","(7.0, 9.0, 8.876190476190477)","(2.35, 2.6, 2.576060606060606)","(31.0, 48.0, 47.333333333333336)","(61.0, 80.0, 90.0)","(41.0, 70.0, 62.5)","(31.0, 46.0, 43.8)","(31.0, 40.0, 39.31578947368421)","(101.0, 500.0, 415.0)"
14-12-2022 19:48:44.366262,"(3.7, 4.1, 4.052083333333333)","(19.0, 25.0, 23.142857142857142)","(21.0, 32.0, 29.5)","(71.0, 110.0, 91.66666666666667)","(11.0, 13.5, 13.243055555555555)","(7.0, 9.0, 8.91)","(2.35, 2.58, 2.579277108433735)","(31.0, 48.0, 47.333333333333336)","(61.0, 95.0, 80.83333333333333)","(41.0, 70.0, 63.57142857142857)","(31.0, 46.0, 45.18181818181818)","(31.0, 40.0, 39.31578947368421)","(101.0, 500.0, 415.0)"
14-12-2022 19:48:46.103961,"(3.7, 4.1, 4.035576923076923)","(19.0, 25.0, 23.363636363636363)","(21.0, 30.0, 29.22222222222222)","(71.0, 100.0, 91.66666666666667)","(11.0, 13.5, 13.241258741258742)","(7.0, 9.0, 9.3)","(2.3, 2.58, 2.573728813559322)","(31.0, 48.0, 47.333333333333336)","(61.0, 85.0, 80.0)","(41.0, 70.0, 64.375)","(31.0, 46.0, 45.30769230769231)","(31.0, 40.0, 39.31578947368421)","(101.0, 500.0, 450.0)"
14-12-2022 19:48:47.555828,"(3.7, 4.1, 4.035576923076923)","(19.0, 24.0, 23.363636363636363)","(21.0, 30.0, 29.22222222222222)","(71.0, 100.0, 91.66666666666667)","(11.0, 13.5, 13.241258741258742)","(7.0, 9.4, 9.3)","(2.3, 2.58, 2.573728813559322)","(31.0, 48.0, 47.333333333333336)","(61.0, 85.0, 80.0)","(41.0, 70.0, 64.375)","(31.0, 46.0, 45.30769230769231)","(31.0, 40.0, 39.31578947368421)","(101.0, 500.0, 450.0)"
14-12-2022 19:48:49.192959,"(3.7, 4.1, 4.035576923076923)","(19.0, 24.0, 23.363636363636363)","(21.0, 30.0, 29.22222222222222)","(71.0, 100.0, 91.66666666666667)","(11.0, 13.5, 13.241258741258742)","(7.0, 9.4, 9.476923076923077)","(2.3, 2.58, 2.5763855421686745)","(31.0, 48.0, 47.41818181818182)","(61.0, 85.0, 81.11111111111111)","(41.0, 70.0, 65.5)","(31.0, 46.0, 45.357142857142854)","(31.0, 40.0, 39.25581395348837)","(101.0, 500.0, 450.0)"
14-12-2022 19:48:50.895489,"(3.7, 4.0, 3.967553191489362)","(19.0, 24.0, 23.40909090909091)","(21.0, 30.0, 29.9)","(71.0, 100.0, 93.57142857142857)","(11.0, 13.5, 13.126086956521739)","(7.0, 9.8, 9.615094339622642)","(2.3, 2.58, 2.562985074626866)","(31.0, 48.0, 47.43859649122807)","(61.0, 85.0, 81.5)","(41.0, 70.0, 66.25)","(31.0, 46.0, 45.357142857142854)","(31.0, 40.0, 39.25581395348837)","(101.0, 540.0, 450.0)"
14-12-2022 19:48:52.501186,"(3.7, 4.0, 3.967553191489362)","(19.0, 24.0, 23.40909090909091)","(21.0, 30.0, 29.9)","(71.0, 100.0, 93.57142857142857)","(11.0, 13.5, 13.126086956521739)","(7.0, 9.8, 9.615094339622642)","(2.3, 2.6, 2.562985074626866)","(31.0, 48.0, 47.43859649122807)","(61.0, 85.0, 81.5)","(41.0, 70.0, 66.25)","(31.0, 46.0, 45.357142857142854)","(31.0, 40.0, 39.25581395348837)","(101.0, 540.0, 450.0)"
14-12-2022 19:48:54.155636,"(3.7, 3.95, 3.923953488372093)","(19.0, 24.0, 23.50537634408602)","(21.0, 30.0, 29.5)","(71.0, 100.0, 95.5)","(11.0, 13.5, 13.172340425531916)","(7.0, 10.0, 9.875555555555556)","(2.3, 2.58, 2.5636856368563685)","(31.0, 48.0, 46.833333333333336)","(61.0, 85.0, 82.5)","(41.0, 75.0, 54.70198675496689)","(31.0, 44.0, 42.857142857142854)","(31.0, 42.0, 43.2)","(101.0, 570.0, 386.0)"
14-12-2022 19:48:55.820393,"(3.6, 3.95, 3.9160377358490566)","(19.0, 24.0, 23.516483516483518)","(21.0, 32.0, 29.84)","(71.0, 100.0, 96.05263157894737)","(11.0, 13.5, 13.172340425531916)","(7.0, 10.0, 9.875555555555556)","(2.3, 2.58, 2.5636856368563685)","(31.0, 48.0, 46.833333333333336)","(61.0, 85.0, 83.5)","(41.0, 55.0, 58.333333333333336)","(31.0, 44.0, 43.27272727272727)","(31.0, 44.0, 42.166666666666664)","(101.0, 570.0, 435.0)"
14-12-2022 19:48:57.548819,"(3.6, 3.95, 3.9193478260869568)","(19.0, 25.0, 24.37)","(21.0, 32.0, 30.285714285714285)","(71.0, 100.0, 91.66666666666667)","(11.0, 13.5, 13.17)","(7.0, 10.0, 9.894117647058824)","(2.3, 2.58, 2.564759493670886)","(31.0, 48.0, 47.32203389830509)","(61.0, 85.0, 83.18181818181819)","(41.0, 65.0, 58.333333333333336)","(31.0, 44.0, 43.4)","(31.0, 44.0, 40.46153846153846)","(101.0, 540.0, 435.0)"
14-12-2022 19:48:59.242061,"(3.6, 3.9, 3.8959893048128342)","(19.0, 25.0, 24.32183908045977)","(21.0, 32.0, 30.2)","(71.0, 100.0, 99.0909090909091)","(11.0, 13.5, 13.168674698795181)","(7.0, 10.0, 9.957142857142857)","(2.3, 2.58, 2.564564102564103)","(31.0, 48.0, 47.5)","(61.0, 85.0, 83.33333333333333)","(41.0, 65.0, 57.5)","(31.0, 44.0, 43.142857142857146)","(31.0, 42.0, 40.5)","(101.0, 540.0, 415.0)"
14-12-2022 19:49:00.779507,"(3.6, 3.95, 3.8959893048128342)","(18.0, 25.0, 24.31111111111111)","(21.0, 32.0, 30.545454545454547)","(71.0, 100.0, 99.28571428571429)","(11.0, 13.5, 12.608695652173912)","(7.5, 10.0, 9.957575757575757)","(2.3, 2.58, 2.5574531835205994)","(31.0, 48.0, 47.483870967741936)","(61.0, 85.0, 83.46153846153847)","(51.0, 60.0, 65.5)","(31.0, 44.0, 43.6)","(31.0, 42.0, 40.78260869565217)","(101.0, 540.0, 410.0)"
14-12-2022 19:49:02.407215,"(3.6, 3.95, 3.914940239043825)","(18.0, 25.0, 24.347368421052632)","(21.0, 32.0, 30.545454545454547)","(71.0, 100.0, 104.81481481481481)","(11.0, 13.0, 12.461206896551724)","(7.5, 10.0, 9.925252525252526)","(2.3, 2.58, 2.5685496183206107)","(31.0, 48.0, 47.55555555555556)","(61.0, 85.0, 82.85714285714286)","(51.0, 70.0, 61.470588235294116)","(31.0, 44.0, 44.888888888888886)","(31.0, 42.0, 41.37931034482759)","(101.0, 540.0, 386.6666666666667)"
14-12-2022 19:49:03.961150,"(3.6, 4.0, 3.9448979591836735)","(19.0, 25.0, 24.540816326530614)","(21.0, 32.0, 30.08695652173913)","(71.0, 110.0, 103.33333333333333)","(11.0, 12.5, 12.246376811594203)","(7.5, 10.0, 9.871428571428572)","(2.3, 2.58, 2.568636363636364)","(31.0, 48.0, 47.5)","(61.0, 90.0, 83.4375)","(51.0, 70.0, 63.75)","(31.0, 48.0, 45.05263157894737)","(31.0, 42.0, 41.37931034482759)","(101.0, 560.0, 525.0)"
14-12-2022 19:49:05.494463,"(3.6, 4.0, 3.9574074074074077)","(19.0, 25.0, 24.601769911504427)","(21.0, 32.0, 30.484848484848484)","(71.0, 110.0, 103.63636363636364)","(11.0, 12.5, 12.109848484848484)","(7.5, 10.0, 9.906666666666666)","(2.3, 2.58, 2.5706643952299832)","(31.0, 48.0, 46.4)","(61.0, 90.0, 87.3076923076923)","(51.0, 65.0, 65.53571428571429)","(31.0, 48.0, 46.72727272727273)","(31.0, 42.0, 42.96774193548387)","(101.0, 550.0, 463.33333333333337)"
14-12-2022 19:49:07.056617,"(3.6, 4.0, 3.979941860465116)","(19.0, 25.0, 24.601769911504427)","(21.0, 32.0, 30.484848484848484)","(71.0, 110.0, 98.33333333333333)","(11.0, 12.5, 11.913907284768213)","(7.5, 10.0, 9.909333333333334)","(2.3, 2.58, 2.5723605150214595)","(31.0, 48.0, 47.301587301587304)","(61.0, 90.0, 82.95454545454545)","(51.0, 70.0, 65.45454545454545)","(31.0, 48.0, 46.888888888888886)","(31.0, 44.0, 42.96774193548387)","(101.0, 560.0, 504.0)"
14-12-2022 19:49:08.688145,"(3.6, 3.95, 3.94060773480663)","(19.0, 25.0, 24.601769911504427)","(21.0, 32.0, 30.20689655172414)","(71.0, 110.0, 96.25)","(11.0, 12.0, 11.708154506437769)","(7.5, 10.0, 10.041139240506329)","(2.3, 2.58, 2.5831460674157305)","(31.0, 48.0, 46.625)","(61.0, 85.0, 77.5)","(51.0, 70.0, 66.0)","(31.0, 48.0, 47.2)","(31.0, 44.0, 43.24324324324324)","(101.0, 560.0, 466.66666666666663)"
14-12-2022 19:49:10.362170,"(3.6, 4.0, 3.9103053435114505)","(19.0, 25.0, 24.71764705882353)","(21.0, 32.0, 30.390243902439025)","(71.0, 100.0, 96.25)","(11.0, 12.0, 11.572687224669604)","(7.5, 10.5, 10.100393700787402)","(2.3, 2.6, 2.608979591836735)","(31.0, 48.0, 46.77777777777778)","(61.0, 80.0, 83.0)","(51.0, 70.0, 66.11111111111111)","(31.0, 48.0, 47.285714285714285)","(31.0, 44.0, 43.61290322580645)","(101.0, 560.0, 492.5)"
14-12-2022 19:49:12.025238,"(3.6, 3.85, 3.8353159851301117)","(19.0, 25.0, 24.79824561403509)","(21.0, 32.0, 31.153846153846153)","(71.0, 100.0, 97.5)","(11.0, 12.0, 11.606508875739644)","(7.5, 10.5, 10.1375)","(2.3, 2.62, 2.6316923076923078)","(31.0, 48.0, 47.565217391304344)","(61.0, 85.0, 81.66666666666667)","(51.0, 70.0, 65.98039215686275)","(31.0, 48.0, 51.675)","(31.0, 44.0, 42.48)","(101.0, 560.0, 430.0)"
14-12-2022 19:49:13.608994,"(3.6, 3.85, 3.8370141342756185)","(19.0, 25.0, 24.952380952380953)","(21.0, 32.0, 31.23076923076923)","(71.0, 100.0, 98.57142857142857)","(11.0, 12.0, 11.672330097087379)","(7.5, 10.5, 10.14975845410628)","(2.35, 2.64, 2.624166666666667)","(31.0, 48.0, 47.53333333333333)","(61.0, 85.0, 82.5)","(51.0, 70.0, 65.91666666666667)","(31.0, 55.0, 50.55555555555556)","(31.0, 44.0, 42.94444444444444)","(101.0, 560.0, 508.0)"
14-12-2022 19:49:15.188189,"(3.6, 3.85, 3.8453316953316956)","(19.0, 25.0, 24.957894736842107)","(21.0, 32.0, 31.27710843373494)","(71.0, 100.0, 97.5)","(11.0, 12.0, 11.672330097087379)","(7.5, 10.5, 10.14975845410628)","(2.35, 2.64, 2.6256603773584906)","(31.0, 48.0, 47.53333333333333)","(61.0, 85.0, 82.5)","(51.0, 70.0, 65.43859649122807)","(31.0, 55.0, 53.05555555555556)","(31.0, 44.0, 42.94444444444444)","(101.0, 560.0, 473.33333333333337)"
14-12-2022 19:49:16.784959,"(3.6, 3.85, 3.8414606741573034)","(19.0, 25.0, 25.46590909090909)","(21.0, 32.0, 31.41747572815534)","(71.0, 100.0, 98.75)","(11.0, 12.0, 11.672330097087379)","(7.5, 10.5, 10.11229946524064)","(2.35, 2.64, 2.6145185185185187)","(31.0, 48.0, 47.53333333333333)","(61.0, 85.0, 83.33333333333333)","(51.0, 70.0, 65.44642857142857)","(31.0, 55.0, 52.74193548387097)","(31.0, 44.0, 42.94444444444444)","(101.0, 560.0, 476.66666666666663)"
14-12-2022 19:49:18.275736,"(3.6, 3.85, 3.827893175074184)","(19.0, 26.0, 25.46590909090909)","(21.0, 32.0, 31.41747572815534)","(71.0, 110.0, 97.14285714285714)","(11.0, 12.0, 11.690860215053764)","(7.5, 10.5, 10.139303482587065)","(2.35, 2.62, 2.613728813559322)","(31.0, 48.0, 47.53333333333333)","(61.0, 85.0, 83.33333333333333)","(51.0, 70.0, 65.45454545454545)","(31.0, 55.0, 52.74193548387097)","(31.0, 44.0, 42.94444444444444)","(101.0, 560.0, 476.66666666666663)"
14-12-2022 19:49:19.852360,"(3.5, 3.85, 3.83)","(19.0, 26.0, 25.46590909090909)","(21.0, 32.0, 31.41747572815534)","(71.0, 110.0, 99.33333333333333)","(11.0, 12.0, 11.744827586206897)","(7.5, 10.5, 10.179203539823009)","(2.35, 2.62, 2.6156783919597992)","(31.0, 48.0, 47.53333333333333)","(61.0, 85.0, 83.33333333333333)","(51.0, 70.0, 65.37037037037037)","(31.0, 55.0, 53.0)","(31.0, 44.0, 42.96296296296296)","(101.0, 560.0, 476.66666666666663)"
14-12-2022 19:49:21.404975,"(3.5, 3.85, 3.8073825503355705)","(19.0, 26.0, 25.53)","(21.0, 32.0, 31.41747572815534)","(71.0, 110.0, 100.76923076923077)","(11.0, 12.0, 11.710714285714285)","(7.5, 10.5, 10.062913907284768)","(2.35, 2.62, 2.611747572815534)","(31.0, 48.0, 47.29577464788733)","(61.0, 85.0, 82.22222222222223)","(51.0, 70.0, 65.76923076923077)","(31.0, 55.0, 51.52173913043478)","(31.0, 44.0, 43.26315789473684)","(101.0, 560.0, 385.0)"
14-12-2022 19:49:23.167499,"(3.5, 3.8, 3.7834883720930232)","(19.0, 26.0, 25.653846153846153)","(21.0, 32.0, 31.608247422680414)","(71.0, 110.0, 103.33333333333333)","(11.0, 12.0, 11.710714285714285)","(7.5, 10.5, 10.062913907284768)","(2.35, 2.62, 2.613061224489796)","(31.0, 48.0, 47.31428571428572)","(61.0, 90.0, 86.81818181818181)","(51.0, 70.0, 66.08695652173913)","(31.0, 55.0, 52.41379310344828)","(31.0, 44.0, 44.0)","(101.0, 580.0, 455.0)"
14-12-2022 19:49:24.885100,"(3.5, 3.8, 3.7665254237288135)","(19.0, 26.0, 25.8)","(21.0, 34.0, 32.48888888888889)","(71.0, 110.0, 106.3157894736842)","(11.0, 12.0, 11.742857142857144)","(7.5, 10.5, 10.21551724137931)","(2.35, 2.62, 2.5846605504587155)","(31.0, 48.0, 47.46268656716418)","(61.0, 90.0, 87.22222222222223)","(51.0, 70.0, 66.25)","(31.0, 55.0, 52.65625)","(31.0, 46.0, 43.0)","(101.0, 580.0, 484.0)"
14-12-2022 19:49:26.574724,"(3.5, 3.75, 3.730909090909091)","(19.0, 26.0, 26.296875)","(21.0, 34.0, 32.985074626865675)","(71.0, 110.0, 110.47619047619048)","(11.0, 12.0, 11.955555555555556)","(7.5, 10.5, 10.374476987447698)","(2.35, 2.6, 2.5878857142857146)","(31.0, 48.0, 49.064516129032256)","(61.0, 90.0, 87.91666666666667)","(51.0, 70.0, 66.79012345679013)","(31.0, 55.0, 53.369565217391305)","(31.0, 46.0, 44.75949367088607)","(101.0, 580.0, 503.33333333333337)"
14-12-2022 19:49:28.223568,"(3.5, 3.75, 3.730909090909091)","(19.0, 27.0, 26.296875)","(21.0, 34.0, 32.985074626865675)","(71.0, 120.0, 110.47619047619048)","(11.0, 12.0, 11.955555555555556)","(7.5, 10.5, 10.374476987447698)","(2.35, 2.6, 2.5878857142857146)","(31.0, 50.0, 49.064516129032256)","(61.0, 90.0, 87.91666666666667)","(51.0, 70.0, 66.79012345679013)","(31.0, 55.0, 53.369565217391305)","(31.0, 46.0, 44.75949367088607)","(101.0, 580.0, 506.66666666666663)"
14-12-2022 19:49:29.762913,"(3.5, 3.7, 3.6787760416666666)","(19.0, 27.0, 26.526315789473685)","(21.0, 34.0, 33.160493827160494)","(71.0, 120.0, 110.9090909090909)","(11.0, 13.0, 12.60625)","(7.5, 10.5, 10.458333333333334)","(2.35, 2.58, 2.553130434782609)","(31.0, 50.0, 48.26190476190476)","(61.0, 90.0, 88.23529411764706)","(51.0, 70.0, 66.97674418604652)","(31.0, 55.0, 52.64705882352941)","(31.0, 46.0, 44.83582089552239)","(101.0, 630.0, 576.0)"
14-12-2022 19:49:31.314459,"(3.5, 3.7, 3.6787760416666666)","(19.0, 27.0, 26.526315789473685)","(21.0, 34.0, 33.160493827160494)","(71.0, 120.0, 110.9090909090909)","(11.0, 13.0, 12.60625)","(7.5, 10.5, 10.528528528528529)","(2.35, 2.56, 2.5607238095238096)","(31.0, 50.0, 47.77049180327869)","(61.0, 90.0, 89.13793103448276)","(51.0, 70.0, 66.82352941176471)","(31.0, 55.0, 53.22222222222222)","(31.0, 46.0, 45.025)","(101.0, 630.0, 603.3333333333334)"
14-12-2022 19:49:32.894841,"(3.5, 3.7, 3.6666666666666665)","(19.0, 28.0, 27.23076923076923)","(21.0, 34.0, 32.79245283018868)","(71.0, 120.0, 107.36842105263158)","(11.0, 13.5, 13.280303030303031)","(7.5, 11.0, 10.547752808988765)","(2.35, 2.58, 2.560967741935484)","(31.0, 48.0, 47.96363636363636)","(61.0, 95.0, 89.13793103448276)","(51.0, 70.0, 66.82352941176471)","(31.0, 55.0, 53.297872340425535)","(31.0, 46.0, 45.025)","(101.0, 720.0, 606.6666666666666)"
14-12-2022 19:49:34.431566,"(3.5, 3.65, 3.6436532507739936)","(19.0, 28.0, 27.23076923076923)","(21.0, 34.0, 32.270270270270274)","(71.0, 120.0, 108.57142857142857)","(11.0, 13.5, 13.30922431865828)","(7.5, 11.0, 10.575197889182059)","(2.35, 2.58, 2.566279069767442)","(31.0, 48.0, 47.96363636363636)","(61.0, 95.0, 89.13793103448276)","(51.0, 70.0, 66.82352941176471)","(31.0, 55.0, 47.68)","(31.0, 46.0, 45.078947368421055)","(101.0, 720.0, 652.0)"
14-12-2022 19:49:36.028689,"(3.5, 3.7, 3.6631455399061035)","(19.0, 27.0, 26.82608695652174)","(21.0, 34.0, 32.270270270270274)","(71.0, 120.0, 108.57142857142857)","(10.0, 13.5, 13.30922431865828)","(7.5, 11.0, 10.575197889182059)","(2.3, 2.58, 2.566279069767442)","(31.0, 48.0, 47.96363636363636)","(61.0, 95.0, 89.13793103448276)","(51.0, 70.0, 66.82352941176471)","(31.0, 48.0, 50.041666666666664)","(31.0, 46.0, 45.12328767123287)","(101.0, 720.0, 637.5)"
