,Rebel Boom,Chatty Mavis,Barbaras Angel,Off Grid,Goldstar Justice,Romeo,Maccys Girl,Regal Birdie
08-12-2022 13:40:32.136464,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 30.173913043478258)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 76.9047619047619)","(6.5, 15.5, 12.666666666666668)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:33.521716,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 71.8125)","(6.5, 15.5, 11.5)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:35.031865,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 11.5)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:36.699547,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.533333333333335)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:38.162646,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.533333333333335)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:39.611054,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 11.5)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:41.025154,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.533333333333335)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:42.367781,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.533333333333335)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:43.610343,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.533333333333335)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:45.030289,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 15.02)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:46.397400,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.533333333333335)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:47.742311,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.533333333333335)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:49.183370,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 15.02)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:50.742555,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 13.866666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:52.328009,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:53.699169,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:55.003896,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 13.866666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:56.307124,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 14.466666666666665)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:57.637095,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.466666666666665)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:40:59.021561,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 30.173913043478258)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 76.9047619047619)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:00.378606,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 15.02)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:01.682006,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.207894736842105)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 151.6923076923077)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 13.866666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:03.063364,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.196)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 156.39999999999998)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:04.392372,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:05.742856,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 14.08)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:07.076070,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 14.08)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:08.384565,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:09.679620,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:10.912897,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 15.10909090909091)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:12.144343,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.0)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 71.8125)","(6.5, 16.0, 14.08)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:13.360953,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 28.76923076923077)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 74.0909090909091)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:14.661482,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 27.9)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 71.9375)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:15.928159,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.666666666666668)","(41.0, 340.0, 165.14285714285714)","(16.0, 80.0, 71.9375)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:17.185095,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.666666666666668)","(41.0, 340.0, 156.39999999999998)","(16.0, 80.0, 71.9375)","(6.5, 16.0, 15.10909090909091)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:18.496510,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.666666666666668)","(41.0, 340.0, 156.39999999999998)","(16.0, 80.0, 74.18181818181819)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:19.781213,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.666666666666668)","(41.0, 340.0, 156.39999999999998)","(16.0, 80.0, 74.18181818181819)","(6.5, 16.0, 14.433333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:21.136366,"(26.0, 250.0, 92.84615384615384)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 61.92857142857143)","(14.0, 32.0, 18.666666666666668)","(41.0, 340.0, 156.39999999999998)","(16.0, 80.0, 74.18181818181819)","(6.5, 16.0, 13.830769230769231)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:22.484182,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 58.8)","(14.0, 32.0, 18.666666666666668)","(41.0, 340.0, 66.4)","(16.0, 80.0, 71.9375)","(6.5, 16.0, 14.488888888888889)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:23.808944,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 58.8)","(14.0, 32.0, 18.666666666666668)","(41.0, 340.0, 66.4)","(16.0, 80.0, 71.9375)","(6.5, 15.5, 14.488888888888889)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:25.129924,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.239047619047619)","(15.0, 70.0, 58.8)","(14.0, 32.0, 29.142857142857142)","(41.0, 340.0, 209.71428571428572)","(16.0, 80.0, 74.18181818181819)","(6.5, 15.5, 14.69090909090909)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:26.414234,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.3075)","(15.0, 70.0, 58.8)","(14.0, 32.0, 29.142857142857142)","(41.0, 340.0, 68.2)","(16.0, 80.0, 74.18181818181819)","(6.5, 15.5, 14.69090909090909)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:27.759624,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.05, 2.3075)","(15.0, 70.0, 58.8)","(14.0, 32.0, 26.875)","(41.0, 340.0, 68.2)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.5, 14.488888888888889)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:29.070872,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.05, 2.3075)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.666666666666668)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.5, 14.69090909090909)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:30.362794,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.05, 2.3075)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.666666666666668)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.5, 14.69090909090909)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:31.648937,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.05, 2.3075)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.666666666666668)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.58333333333334)","(6.5, 15.5, 14.69090909090909)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:32.948043,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.05, 2.3075)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 68.2)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.5, 14.488888888888889)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:34.419082,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.05, 2.585)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 68.2)","(16.0, 80.0, 71.8125)","(6.5, 15.5, 14.488888888888889)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:35.799150,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.2, 2.585)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.5, 14.69090909090909)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:37.294639,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.2, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.5, 14.69090909090909)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:38.580506,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 68.2)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.5, 14.488888888888889)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:39.789217,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.5, 13.600000000000001)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:41.047128,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:42.294881,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:43.494596,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 68.2)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:44.637735,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 197.89473684210526)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.633333333333333)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:45.826666,"(26.0, 250.0, 143.89473684210526)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 197.89473684210526)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.633333333333333)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:47.005505,"(26.0, 250.0, 143.89473684210526)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 197.89473684210526)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.633333333333333)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:48.221363,"(26.0, 250.0, 143.89473684210526)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:49.508818,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 68.2)","(16.0, 80.0, 71.8125)","(6.5, 15.0, 13.280000000000001)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:50.793986,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 68.2)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:41:52.075072,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 5.1, 3.398)"
08-12-2022 13:41:53.328564,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 4.3, 3.398)"
08-12-2022 13:41:54.613385,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 68.2)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 4.3, 3.398)"
08-12-2022 13:41:55.853704,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 68.2)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 4.3, 3.398)"
08-12-2022 13:41:57.050672,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.535)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.666666666666668)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 4.3, 3.398)"
08-12-2022 13:41:58.275597,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.8760000000000003)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 4.3, 3.398)"
08-12-2022 13:41:59.494592,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.8760000000000003)","(15.0, 70.0, 58.8)","(14.0, 32.0, 28.75)","(41.0, 340.0, 204.1)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 4.3, 3.398)"
08-12-2022 13:42:00.741786,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.8760000000000003)","(15.0, 70.0, 58.8)","(14.0, 32.0, 21.75)","(41.0, 340.0, 68.2)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 14.2)","(2.6, 4.3, 3.398)"
08-12-2022 13:42:02.031030,"(26.0, 250.0, 136.5)","(1.95, 3.1, 2.477777777777778)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 68.2)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 4.3, 3.398)"
08-12-2022 13:42:03.307496,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.4833333333333334)","(15.0, 70.0, 58.8)","(14.0, 32.0, 29.5)","(41.0, 340.0, 68.2)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 14.14)","(2.6, 4.3, 3.398)"
08-12-2022 13:42:04.712143,"(26.0, 250.0, 153.14285714285717)","(1.95, 3.1, 2.4833333333333334)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333332)","(41.0, 340.0, 70.0)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 14.18095238095238)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:06.177144,"(26.0, 250.0, 153.14285714285717)","(1.95, 3.1, 2.88)","(15.0, 70.0, 58.8)","(14.0, 32.0, 25.333333333333332)","(41.0, 340.0, 70.0)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 14.18095238095238)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:07.406374,"(26.0, 250.0, 153.14285714285717)","(1.95, 3.1, 2.88)","(15.0, 70.0, 64.95454545454547)","(14.0, 32.0, 19.272727272727273)","(41.0, 340.0, 70.0)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:08.525547,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.88)","(15.0, 70.0, 64.95454545454547)","(14.0, 32.0, 19.272727272727273)","(41.0, 340.0, 205.0)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:09.645235,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.88)","(15.0, 70.0, 64.95454545454547)","(14.0, 32.0, 23.970588235294116)","(41.0, 340.0, 205.0)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:10.722022,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.4833333333333334)","(15.0, 70.0, 64.95454545454547)","(14.0, 32.0, 23.970588235294116)","(41.0, 340.0, 205.0)","(16.0, 80.0, 74.0909090909091)","(6.5, 15.0, 13.600000000000001)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:11.761592,"(26.0, 250.0, 143.42105263157896)","(1.95, 3.1, 2.4833333333333334)","(15.0, 70.0, 58.8)","(14.0, 32.0, 16.833333333333332)","(41.0, 340.0, 70.0)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 14.2)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:12.866715,"(26.0, 250.0, 136.5)","(1.95, 3.1, 2.88)","(15.0, 70.0, 66.26666666666667)","(14.0, 32.0, 19.272727272727273)","(41.0, 340.0, 70.0)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:14.055105,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.88)","(15.0, 70.0, 55.26315789473684)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 70.0)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:15.236783,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.88)","(15.0, 70.0, 55.26315789473684)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 70.0)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:16.460574,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.88)","(15.0, 70.0, 55.26315789473684)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 70.0)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 4.3, 3.362857142857143)"
08-12-2022 13:42:17.651371,"(26.0, 250.0, 65.0909090909091)","(1.95, 3.1, 2.4833333333333334)","(15.0, 70.0, 38.888888888888886)","(14.0, 32.0, 25.333333333333336)","(41.0, 340.0, 70.0)","(16.0, 80.0, 72.72222222222223)","(6.5, 15.0, 13.280000000000001)","(2.6, 4.3, 3.362857142857143)"
