,Rebel Boom,Chatty Mavis,Barbaras Angel,Off Grid,Goldstar Justice,Romeo,Maccys Girl,Regal Birdie
08-12-2022 13:29:58.976474,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:00.275606,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:01.517089,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:02.922791,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:04.452830,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.5)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:05.798191,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.941176470588236)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:07.047825,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 15.0, 13.941176470588236)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:08.188805,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 15.0, 13.941176470588236)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:09.329017,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 15.0, 13.941176470588236)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:10.433650,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 15.0, 13.941176470588236)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:11.950916,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 15.0, 13.941176470588236)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:13.173314,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 15.0, 13.941176470588236)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:14.578728,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 15.0, 13.941176470588236)","(2.6, 4.7, 3.68)"
08-12-2022 13:30:15.783099,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 15.0, 13.5)","(2.6, 4.7, 3.29)"
08-12-2022 13:30:17.067807,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.5)","(2.6, 4.9, 3.29)"
08-12-2022 13:30:18.390757,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.5)","(2.6, 4.9, 3.29)"
08-12-2022 13:30:19.748937,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.5)","(2.6, 4.9, 3.29)"
08-12-2022 13:30:20.996444,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 4.9, 3.29)"
08-12-2022 13:30:22.172747,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 4.9, 3.29)"
08-12-2022 13:30:23.458457,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 4.9, 3.29)"
08-12-2022 13:30:24.717669,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 4.9, 3.29)"
08-12-2022 13:30:25.961591,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 4.9, 3.83)"
08-12-2022 13:30:27.267385,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:28.464856,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:29.621243,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:30.857052,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:32.152855,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:33.539813,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:35.022783,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:36.474967,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:38.150855,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:39.665961,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:41.125164,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.533333333333335)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:42.394575,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 15.0, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:43.748096,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.116666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:44.965427,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:46.347960,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:47.629132,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:48.980740,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:50.318859,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:51.646339,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:52.965418,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:54.332828,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:55.720176,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:57.071689,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:58.379370,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:30:59.792441,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:31:01.149337,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:31:02.541570,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:31:03.813584,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.83)"
08-12-2022 13:31:05.036442,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.0, 3.951764705882353)"
08-12-2022 13:31:06.289708,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:07.606521,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:08.929671,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:10.179989,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:11.425551,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:12.761190,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:14.114402,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:15.443113,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:16.725761,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:18.073750,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:19.387518,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:31:20.719151,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.946666666666667)","(2.6, 5.1, 3.951764705882353)"
