,Friday Thirteenth,Manic Mia,Outlook,Parabellum,Tackas Last Dance,Maywyns Honey,Zacharooni,Melati Boy,Tulhurst Blaster,Flirts Diva
05-01-2023 14:38:10.463575,"(51.0, 170.0, 134.0)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:11.722449,"(51.0, 170.0, 134.0)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:13.121761,"(51.0, 170.0, 134.0)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:14.468466,"(51.0, 170.0, 134.0)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:15.744773,"(51.0, 170.0, 134.0)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:16.991379,"(51.0, 170.0, 134.0)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:18.358614,"(51.0, 170.0, 134.0)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:19.631366,"(51.0, 230.0, 176.85714285714286)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:20.863323,"(51.0, 230.0, 176.85714285714286)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:22.212246,"(51.0, 230.0, 176.85714285714286)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:23.540432,"(51.0, 230.0, 176.85714285714286)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:24.939950,"(51.0, 230.0, 176.85714285714286)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:26.225585,"(51.0, 230.0, 176.85714285714286)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:27.381377,"(51.0, 230.0, 176.85714285714286)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:28.617663,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:29.782719,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:31.161755,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:32.401936,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:33.584240,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:34.834801,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:36.106559,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:37.446037,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:38.911510,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:40.093738,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:41.299313,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:42.479136,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 66.6923076923077)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:43.876302,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 60.142857142857146)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:45.176920,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 109.71428571428571)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 60.142857142857146)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 31.0)"
05-01-2023 14:38:46.679500,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:47.972105,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:49.124484,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:50.385989,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:51.578234,"(51.0, 220.0, 169.71428571428572)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:52.710893,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:53.824900,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:54.984733,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:56.188165,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:57.551667,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 9.25)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:38:58.954211,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 12.166666666666666)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:00.299305,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 12.166666666666666)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:01.611653,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 12.233333333333334)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:02.840597,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 12.233333333333334)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:04.234414,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 12.233333333333334)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:05.587826,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 10.35)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 12.5)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:06.838269,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 7.9)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 13.066666666666666)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:08.209343,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 8.6, 9.1)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 13.066666666666666)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:09.538724,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 8.46)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 13.066666666666666)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:10.823599,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 8.46)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 13.066666666666666)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:12.075114,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 13.5, 7.224)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 13.066666666666666)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
05-01-2023 14:39:13.364591,"(51.0, 220.0, 150.39999999999998)","(41.0, 140.0, 120.72727272727273)","(1.65, 1.9, 1.6592592592592592)","(5.0, 7.8, 7.625)","(26.0, 75.0, 43.125)","(101.0, 220.0, 181.42857142857142)","(8.0, 15.5, 8.728571428571428)","(8.5, 15.5, 13.066666666666666)","(8.5, 22.0, 14.571428571428571)","(19.0, 55.0, 44.714285714285715)"
