,Friday Thirteenth,Manic Mia,Outlook,Parabellum,Tackas Last Dance,Maywyns Honey,Zacharooni,Melati Boy,Tulhurst Blaster,Flirts Diva
05-01-2023 14:46:22.000009,"(51.0, 200.0, 110.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.2, 7.7862068965517235)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.714285714285714)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:23.393839,"(51.0, 200.0, 110.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.2, 7.587692307692308)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.714285714285714)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:24.741078,"(51.0, 200.0, 110.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 8.380645161290323)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.714285714285714)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:26.018493,"(51.0, 200.0, 110.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.6, 8.307692307692308)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.714285714285714)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:27.285050,"(51.0, 200.0, 110.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.9)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:28.566056,"(51.0, 200.0, 110.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.6, 7.881081081081081)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:29.864834,"(51.0, 200.0, 110.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.92)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:31.169772,"(51.0, 190.0, 106.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.92)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:32.523074,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.92)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:33.874542,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.92)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:35.133680,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.92)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:36.407326,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.92)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:37.693829,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.92)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:38.985505,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.92)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:40.394298,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.525)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:41.792276,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.663157894736843)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:43.183336,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.807258064516129)","(5.0, 8.4, 7.542857142857144)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:44.564238,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.6884615384615385)","(5.0, 8.8, 8.4)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:45.797037,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.6884615384615385)","(5.0, 8.6, 8.4)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 32.0)"
05-01-2023 14:46:47.132263,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.6884615384615385)","(5.0, 8.8, 7.822222222222222)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:48.477287,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.6884615384615385)","(5.0, 8.8, 7.826666666666666)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:49.902889,"(51.0, 230.0, 147.5)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.6884615384615385)","(5.0, 8.6, 7.747058823529412)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:51.231172,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.6884615384615385)","(5.0, 8.6, 7.747058823529412)","(26.0, 65.0, 56.142857142857146)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:52.565728,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.698076923076923)","(5.0, 8.6, 7.747058823529412)","(26.0, 65.0, 56.714285714285715)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:53.785148,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.698076923076923)","(5.0, 8.6, 7.747058823529412)","(26.0, 65.0, 56.714285714285715)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:55.016295,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.698076923076923)","(5.0, 8.6, 7.747058823529412)","(26.0, 65.0, 56.714285714285715)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:56.273562,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.698076923076923)","(5.0, 8.6, 7.747058823529412)","(26.0, 65.0, 56.714285714285715)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:57.522714,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.698076923076923)","(5.0, 8.6, 7.747058823529412)","(26.0, 65.0, 56.714285714285715)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:46:58.820682,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.698076923076923)","(5.0, 8.6, 7.747058823529412)","(26.0, 65.0, 56.714285714285715)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:47:00.113043,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.9, 1.698076923076923)","(5.0, 8.6, 7.747058823529412)","(26.0, 65.0, 56.714285714285715)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 15.785714285714285)","(8.5, 19.5, 18.0)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:47:01.382704,"(51.0, 220.0, 137.5)","(41.0, 120.0, 73.33333333333333)","(1.65, 2.06, 1.98)","(5.0, 8.6, 8.225)","(26.0, 65.0, 52.666666666666664)","(101.0, 200.0, 173.33333333333334)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.125)","(8.5, 19.5, 15.0)","(19.0, 42.0, 31.6)"
05-01-2023 14:47:02.705491,"(51.0, 210.0, 137.5)","(41.0, 120.0, 73.33333333333333)","(1.65, 2.02, 1.98)","(5.0, 8.6, 8.225)","(26.0, 60.0, 52.666666666666664)","(101.0, 200.0, 173.33333333333334)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.125)","(8.5, 19.0, 15.785714285714286)","(19.0, 40.0, 29.428571428571427)"
05-01-2023 14:47:04.027585,"(51.0, 200.0, 110.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 2.0, 1.77)","(5.0, 8.8, 8.674285714285714)","(26.0, 60.0, 52.666666666666664)","(101.0, 200.0, 173.33333333333334)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 19.0, 15.785714285714286)","(19.0, 38.0, 30.0)"
05-01-2023 14:47:05.354405,"(51.0, 200.0, 110.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.99, 1.9066666666666667)","(5.0, 8.8, 7.866666666666666)","(26.0, 60.0, 52.666666666666664)","(101.0, 200.0, 173.33333333333334)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 19.0, 17.1)","(19.0, 34.0, 30.5)"
05-01-2023 14:47:06.554411,"(51.0, 190.0, 106.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.98, 1.7883333333333333)","(5.0, 8.8, 7.866666666666666)","(26.0, 130.0, 99.33333333333334)","(101.0, 200.0, 173.33333333333334)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 21.0, 17.25)","(19.0, 34.0, 48.5)"
05-01-2023 14:47:07.761624,"(51.0, 190.0, 106.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.98, 1.7883333333333333)","(5.0, 8.8, 7.768421052631579)","(26.0, 55.0, 42.857142857142854)","(101.0, 200.0, 173.33333333333334)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 20.0, 15.6)","(19.0, 70.0, 46.0)"
05-01-2023 14:47:09.106588,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.98, 1.7883333333333333)","(5.0, 8.6, 8.54)","(26.0, 55.0, 46.5)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 20.0, 15.6)","(19.0, 65.0, 46.0)"
05-01-2023 14:47:10.482507,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.98, 1.7883333333333333)","(5.0, 8.8, 8.206060606060607)","(26.0, 130.0, 70.8)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 20.0, 15.6)","(19.0, 65.0, 38.0)"
05-01-2023 14:47:11.840018,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.98, 1.7883333333333333)","(5.0, 8.6, 8.54782608695652)","(26.0, 120.0, 70.8)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.527272727272727)","(8.5, 16.5, 13.5)","(8.5, 20.0, 15.6)","(19.0, 60.0, 32.75)"
05-01-2023 14:47:13.049116,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.98, 1.794)","(5.0, 8.8, 8.266666666666666)","(26.0, 100.0, 61.5)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 20.0, 15.6)","(19.0, 50.0, 35.4)"
05-01-2023 14:47:14.245743,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.97, 1.794)","(5.0, 8.6, 8.266666666666666)","(26.0, 85.0, 61.5)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 20.0, 15.6)","(19.0, 48.0, 36.5)"
05-01-2023 14:47:15.461549,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.97, 1.7775)","(5.0, 8.8, 8.707692307692309)","(26.0, 80.0, 59.0)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.125)","(8.5, 20.0, 15.6)","(19.0, 46.0, 31.75)"
05-01-2023 14:47:16.730800,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.97, 1.7775)","(5.0, 8.8, 8.707692307692309)","(26.0, 85.0, 71.0)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.285714285714286)","(8.5, 20.0, 15.722222222222221)","(19.0, 46.0, 37.0)"
05-01-2023 14:47:18.003288,"(51.0, 180.0, 103.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.97, 1.7775)","(5.0, 8.6, 8.266666666666666)","(26.0, 75.0, 63.857142857142854)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.6875)","(8.5, 20.0, 15.6)","(19.0, 42.0, 36.0)"
05-01-2023 14:47:19.222555,"(51.0, 170.0, 117.5)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.97, 1.81)","(5.0, 8.4, 8.0)","(26.0, 70.0, 59.33333333333333)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 20.0, 15.875)","(19.0, 42.0, 36.0)"
05-01-2023 14:47:20.417582,"(51.0, 190.0, 106.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.97, 1.81)","(5.0, 8.4, 8.17142857142857)","(26.0, 75.0, 56.5)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 20.0, 15.875)","(19.0, 42.0, 36.0)"
05-01-2023 14:47:21.784365,"(51.0, 190.0, 106.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.97, 1.81)","(5.0, 8.8, 8.600000000000001)","(26.0, 75.0, 56.5)","(101.0, 200.0, 140.0)","(8.0, 9.2, 9.018181818181818)","(8.5, 16.5, 13.5)","(8.5, 19.5, 15.75)","(19.0, 42.0, 32.0)"
05-01-2023 14:47:23.085985,"(51.0, 230.0, 120.0)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.97, 1.876)","(5.0, 8.8, 8.35)","(26.0, 75.0, 56.5)","(101.0, 200.0, 140.0)","(8.0, 9.2, 9.018181818181818)","(8.5, 16.5, 13.5)","(8.5, 19.5, 16.75)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:47:24.433074,"(51.0, 220.0, 103.75)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.96, 1.863076923076923)","(5.0, 8.6, 8.042105263157895)","(26.0, 75.0, 56.5)","(101.0, 200.0, 140.0)","(8.0, 9.2, 9.018181818181818)","(8.5, 16.5, 13.5)","(8.5, 19.0, 16.75)","(19.0, 40.0, 32.0)"
05-01-2023 14:47:25.612464,"(51.0, 210.0, 113.33333333333334)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.96, 1.863076923076923)","(5.0, 8.8, 8.042105263157895)","(26.0, 75.0, 56.5)","(101.0, 200.0, 140.0)","(8.0, 9.2, 9.018181818181818)","(8.5, 16.5, 13.5)","(8.5, 19.0, 16.75)","(19.0, 42.0, 31.333333333333332)"
05-01-2023 14:47:26.766406,"(51.0, 220.0, 142.5)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.95, 1.8576923076923078)","(5.0, 8.6, 8.377777777777776)","(26.0, 75.0, 56.5)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 19.0, 16.75)","(19.0, 40.0, 31.333333333333332)"
05-01-2023 14:47:27.932008,"(51.0, 220.0, 142.5)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.95, 1.8576923076923078)","(5.0, 8.6, 8.377777777777776)","(26.0, 75.0, 56.5)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 19.0, 16.75)","(19.0, 40.0, 31.333333333333332)"
05-01-2023 14:47:29.114344,"(51.0, 220.0, 142.5)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.95, 1.8)","(5.0, 8.8, 8.7)","(26.0, 75.0, 56.5)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 19.0, 15.785714285714286)","(19.0, 40.0, 29.166666666666668)"
05-01-2023 14:47:30.273890,"(51.0, 220.0, 142.5)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.95, 1.8)","(5.0, 8.8, 8.7)","(26.0, 75.0, 56.5)","(101.0, 200.0, 140.0)","(8.0, 9.4, 8.559999999999999)","(8.5, 16.5, 13.5)","(8.5, 19.0, 15.785714285714286)","(19.0, 40.0, 29.166666666666668)"
05-01-2023 14:47:31.490933,"(51.0, 220.0, 142.5)","(41.0, 120.0, 73.33333333333333)","(1.65, 1.95, 1.8375)","(5.0, 8.8, 8.0)","(26.0, 75.0, 56.5)","(101.0, 200.0, 174.28571428571428)","(8.0, 9.0, 8.854545454545454)","(8.5, 16.5, 13.5)","(8.5, 21.0, 16.125)","(19.0, 36.0, 30.0)"
05-01-2023 14:47:32.746696,"(51.0, 230.0, 120.0)","(41.0, 120.0, 73.33333333333333)","(1.6, 1.95, 1.8214285714285714)","(5.0, 8.6, 8.28)","(26.0, 75.0, 50.333333333333336)","(101.0, 200.0, 174.28571428571428)","(8.0, 9.0, 8.854545454545454)","(9.0, 16.5, 13.285714285714286)","(8.5, 19.0, 17.5)","(20.0, 65.0, 39.0)"
05-01-2023 14:47:34.036815,"(51.0, 230.0, 120.0)","(41.0, 120.0, 73.33333333333333)","(1.6, 1.95, 1.8214285714285714)","(5.0, 8.6, 8.28)","(26.0, 75.0, 50.333333333333336)","(101.0, 200.0, 174.28571428571428)","(8.0, 9.0, 8.854545454545454)","(9.0, 16.5, 13.285714285714286)","(8.5, 19.0, 17.75)","(20.0, 60.0, 40.5)"
05-01-2023 14:47:35.343532,"(51.0, 230.0, 120.0)","(41.0, 120.0, 73.33333333333333)","(1.6, 1.95, 1.8214285714285714)","(5.0, 8.6, 8.28)","(26.0, 75.0, 50.333333333333336)","(101.0, 200.0, 174.28571428571428)","(8.0, 9.0, 8.854545454545454)","(9.0, 16.5, 13.285714285714286)","(8.5, 21.0, 18.166666666666668)","(20.0, 55.0, 40.5)"
05-01-2023 14:47:36.618374,"(51.0, 230.0, 120.0)","(41.0, 120.0, 73.33333333333333)","(1.6, 1.95, 1.77)","(5.0, 8.8, 8.7)","(26.0, 75.0, 50.333333333333336)","(101.0, 200.0, 174.28571428571428)","(8.0, 9.0, 8.854545454545454)","(9.0, 16.5, 13.285714285714286)","(8.5, 20.0, 17.833333333333332)","(20.0, 55.0, 38.0)"
05-01-2023 14:47:37.793089,"(51.0, 230.0, 120.0)","(41.0, 120.0, 73.33333333333333)","(1.6, 1.94, 1.8133333333333332)","(5.0, 8.8, 7.9)","(26.0, 75.0, 50.333333333333336)","(101.0, 200.0, 174.28571428571428)","(8.0, 9.0, 8.854545454545454)","(9.0, 16.5, 13.285714285714286)","(8.5, 19.5, 17.833333333333332)","(20.0, 50.0, 38.0)"
05-01-2023 14:47:38.998971,"(51.0, 230.0, 120.0)","(41.0, 120.0, 73.33333333333333)","(1.6, 1.94, 1.845)","(5.0, 8.6, 8.377777777777776)","(26.0, 75.0, 50.333333333333336)","(101.0, 200.0, 174.28571428571428)","(8.0, 9.0, 8.854545454545454)","(9.0, 16.5, 13.285714285714286)","(8.5, 19.0, 15.785714285714286)","(20.0, 50.0, 38.5)"
05-01-2023 14:47:40.255759,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.6, 1.94, 1.845)","(5.0, 8.8, 8.7)","(26.0, 75.0, 50.333333333333336)","(101.0, 200.0, 174.28571428571428)","(8.0, 9.0, 8.854545454545454)","(9.0, 16.5, 13.285714285714286)","(8.5, 19.0, 15.785714285714286)","(20.0, 50.0, 37.5)"
05-01-2023 14:47:41.534896,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 73.33333333333333)","(1.6, 1.94, 1.82125)","(5.0, 8.8, 7.9)","(26.0, 75.0, 50.333333333333336)","(101.0, 200.0, 174.28571428571428)","(8.0, 9.0, 8.854545454545454)","(9.0, 16.5, 13.285714285714286)","(8.5, 21.0, 17.25)","(20.0, 48.0, 37.5)"
05-01-2023 14:47:42.763324,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 96.66666666666666)","(1.6, 1.94, 1.82125)","(5.0, 8.8, 8.32)","(26.0, 75.0, 50.333333333333336)","(101.0, 200.0, 185.0)","(8.0, 9.0, 8.854545454545454)","(9.0, 16.5, 13.285714285714286)","(8.5, 20.0, 17.03846153846154)","(20.0, 48.0, 42.75)"
05-01-2023 14:47:44.013294,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 96.66666666666666)","(1.6, 1.94, 1.929142857142857)","(5.0, 8.8, 8.066666666666666)","(26.0, 75.0, 51.666666666666664)","(101.0, 200.0, 173.33333333333334)","(8.0, 8.8, 7.966666666666667)","(9.0, 16.5, 14.25)","(8.5, 20.0, 16.11111111111111)","(20.0, 48.0, 39.6)"
05-01-2023 14:47:45.254795,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 96.66666666666666)","(1.6, 1.94, 1.929142857142857)","(5.0, 9.0, 8.8)","(26.0, 75.0, 51.666666666666664)","(101.0, 200.0, 173.33333333333334)","(8.0, 8.8, 7.966666666666667)","(9.0, 16.5, 14.0)","(8.5, 20.0, 16.11111111111111)","(20.0, 48.0, 39.6)"
05-01-2023 14:47:46.543072,"(51.0, 220.0, 116.66666666666666)","(41.0, 120.0, 96.66666666666666)","(1.6, 1.94, 1.865)","(5.0, 9.0, 8.011764705882353)","(26.0, 75.0, 51.666666666666664)","(101.0, 200.0, 173.33333333333334)","(8.0, 8.8, 8.066666666666666)","(9.0, 16.5, 14.25)","(8.5, 20.0, 16.11111111111111)","(20.0, 48.0, 39.6)"
05-01-2023 14:47:47.786354,"(51.0, 220.0, 103.75)","(41.0, 120.0, 96.66666666666666)","(1.6, 1.94, 1.9)","(5.0, 8.8, 8.65)","(26.0, 75.0, 48.75)","(101.0, 200.0, 173.33333333333334)","(8.0, 8.6, 8.066666666666666)","(9.0, 16.5, 14.25)","(8.5, 20.0, 16.11111111111111)","(20.0, 48.0, 39.6)"
