,Champagne Sunday,Chikira Lass,My Zoi,Beadman,Boston Strong Boy,Share Power
12-01-2023 13:21:36.416705,"(10.0, 17.5, 17.25)","(2.9, 3.5, 3.4909090909090907)","(2.25, 2.48, 2.4688372093023254)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.447058823529412)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:37.410443,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5258064516129033)","(2.25, 2.48, 2.465679012345679)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.447058823529412)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:38.453312,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5258064516129033)","(2.25, 2.48, 2.465679012345679)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:39.495656,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5258064516129033)","(2.25, 2.48, 2.465679012345679)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:40.602827,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5258064516129033)","(2.25, 2.48, 2.465679012345679)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:41.739512,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5258064516129033)","(2.25, 2.48, 2.465679012345679)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:42.791178,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5142857142857142)","(2.25, 2.48, 2.465679012345679)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:43.819983,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5142857142857142)","(2.25, 2.48, 2.465679012345679)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:44.968525,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5395833333333333)","(2.25, 2.48, 2.468888888888889)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:45.989778,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5395833333333333)","(2.25, 2.48, 2.468888888888889)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:47.132804,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5395833333333333)","(2.25, 2.48, 2.468888888888889)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:48.245736,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5395833333333333)","(2.25, 2.48, 2.468888888888889)","(8.0, 10.5, 10.170454545454545)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:49.465871,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5395833333333333)","(2.25, 2.48, 2.468888888888889)","(8.0, 10.5, 10.21)","(6.0, 7.6, 7.432)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:50.484205,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5395833333333333)","(2.25, 2.48, 2.468888888888889)","(8.0, 10.5, 10.21)","(6.0, 7.6, 7.366666666666666)","(31.0, 75.0, 67.75)"
12-01-2023 13:21:51.804700,"(10.0, 17.5, 17.071428571428573)","(2.9, 3.55, 3.5395833333333333)","(2.25, 2.48, 2.4766666666666666)","(8.0, 10.5, 10.231481481481481)","(6.0, 7.6, 7.342857142857143)","(31.0, 75.0, 69.2)"
12-01-2023 13:21:52.839731,"(10.0, 17.5, 17.166666666666668)","(2.9, 3.55, 3.5395833333333333)","(2.25, 2.5, 2.4766666666666666)","(8.0, 10.5, 11.379310344827585)","(6.0, 7.4, 7.177777777777778)","(31.0, 75.0, 69.2)"
12-01-2023 13:21:53.851107,"(10.0, 19.0, 17.4375)","(2.9, 3.45, 3.4105263157894736)","(2.25, 2.5, 2.4852631578947366)","(8.0, 12.0, 11.379310344827585)","(6.0, 7.2, 7.177777777777778)","(31.0, 75.0, 69.2)"
12-01-2023 13:21:54.927821,"(10.0, 19.0, 17.4375)","(2.9, 3.4, 3.395238095238095)","(2.25, 2.5, 2.4852631578947366)","(8.0, 12.0, 11.166666666666666)","(6.0, 7.2, 7.177777777777778)","(31.0, 75.0, 70.16666666666666)"
12-01-2023 13:21:56.058064,"(10.0, 19.0, 17.636363636363637)","(2.9, 3.4, 3.3810344827586207)","(2.25, 2.5, 2.4852631578947366)","(8.0, 11.5, 11.484848484848484)","(6.0, 7.2, 7.177777777777778)","(31.0, 75.0, 70.16666666666666)"
12-01-2023 13:21:57.150183,"(10.0, 19.0, 18.0)","(2.9, 3.4, 3.35989010989011)","(2.25, 2.5, 2.4852631578947366)","(8.0, 12.0, 11.484848484848484)","(6.0, 7.2, 7.300000000000001)","(31.0, 75.0, 63.14285714285714)"
12-01-2023 13:21:58.249469,"(10.0, 19.0, 18.285714285714285)","(2.9, 3.4, 3.328333333333333)","(2.25, 2.5, 2.4852631578947366)","(8.0, 12.0, 11.484848484848484)","(6.0, 7.4, 7.300000000000001)","(31.0, 70.0, 63.14285714285714)"
12-01-2023 13:21:59.276980,"(10.0, 19.0, 18.285714285714285)","(2.9, 3.4, 3.328333333333333)","(2.25, 2.5, 2.4852631578947366)","(8.0, 12.0, 11.484848484848484)","(6.0, 7.4, 7.25)","(31.0, 70.0, 61.2)"
12-01-2023 13:22:00.280978,"(10.0, 19.0, 18.53125)","(2.9, 3.3, 3.291935483870968)","(2.25, 2.52, 2.498666666666667)","(8.0, 12.0, 11.613636363636363)","(6.0, 7.4, 7.25)","(31.0, 65.0, 63.14285714285714)"
12-01-2023 13:22:01.351761,"(10.0, 19.0, 17.75)","(2.9, 3.35, 3.318)","(2.25, 2.5, 2.4965217391304346)","(8.0, 12.0, 12.03125)","(6.0, 7.4, 7.276923076923077)","(31.0, 70.0, 63.14285714285714)"
12-01-2023 13:22:02.469313,"(10.0, 19.0, 18.09090909090909)","(2.9, 3.3, 3.273972602739726)","(2.25, 2.52, 2.5119354838709675)","(8.0, 12.5, 12.105263157894736)","(6.0, 7.4, 7.276923076923077)","(31.0, 70.0, 63.14285714285714)"
12-01-2023 13:22:03.405448,"(10.0, 19.0, 18.09090909090909)","(2.9, 3.3, 3.273972602739726)","(2.25, 2.52, 2.5119354838709675)","(8.0, 12.5, 12.105263157894736)","(6.0, 7.4, 7.276923076923077)","(31.0, 70.0, 63.14285714285714)"
12-01-2023 13:22:04.434883,"(10.0, 19.0, 18.09090909090909)","(2.9, 3.3, 3.2693548387096776)","(2.25, 2.52, 2.5119354838709675)","(8.0, 12.5, 12.105263157894736)","(6.0, 7.4, 7.276923076923077)","(31.0, 70.0, 63.14285714285714)"
12-01-2023 13:22:05.473866,"(10.0, 19.0, 18.09090909090909)","(2.9, 3.3, 3.2693548387096776)","(2.25, 2.52, 2.5119354838709675)","(8.0, 12.5, 12.105263157894736)","(6.0, 7.4, 7.276923076923077)","(31.0, 70.0, 63.14285714285714)"
12-01-2023 13:22:06.512864,"(10.0, 19.0, 18.09090909090909)","(2.9, 3.3, 3.2693548387096776)","(2.25, 2.52, 2.514047619047619)","(8.0, 12.5, 12.105263157894736)","(6.0, 7.4, 7.276923076923077)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:07.519186,"(10.0, 19.0, 18.375)","(2.9, 3.3, 3.275438596491228)","(2.25, 2.52, 2.51475)","(8.0, 12.5, 12.105263157894736)","(6.0, 7.4, 7.282926829268293)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:08.490668,"(10.0, 19.0, 18.22222222222222)","(2.9, 3.3, 3.275438596491228)","(2.25, 2.52, 2.51475)","(8.0, 12.5, 12.075)","(6.0, 7.4, 7.241666666666667)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:09.511615,"(10.0, 19.0, 18.22222222222222)","(2.9, 3.3, 3.2634146341463413)","(2.25, 2.54, 2.535263157894737)","(8.0, 12.5, 12.105263157894736)","(6.0, 7.4, 7.227450980392157)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:10.522660,"(10.0, 19.0, 18.22222222222222)","(2.9, 3.3, 3.2634146341463413)","(2.25, 2.54, 2.535263157894737)","(8.5, 12.5, 12.105263157894736)","(6.0, 7.4, 7.227450980392157)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:11.449351,"(10.0, 19.0, 18.22222222222222)","(2.9, 3.3, 3.2634146341463413)","(2.25, 2.54, 2.535263157894737)","(8.5, 12.5, 12.105263157894736)","(6.0, 7.4, 7.227450980392157)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:12.522935,"(10.0, 19.0, 18.22222222222222)","(2.9, 3.3, 3.2634146341463413)","(2.25, 2.54, 2.535263157894737)","(8.5, 12.5, 12.105263157894736)","(6.0, 7.4, 7.227450980392157)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:13.662091,"(10.0, 19.0, 18.22222222222222)","(2.9, 3.3, 3.271153846153846)","(2.25, 2.54, 2.514320987654321)","(8.5, 12.5, 12.105263157894736)","(6.0, 7.4, 7.227450980392157)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:14.723807,"(10.0, 19.0, 18.22222222222222)","(2.9, 3.3, 3.271153846153846)","(2.25, 2.54, 2.514320987654321)","(8.5, 12.5, 12.105263157894736)","(6.0, 7.4, 7.227450980392157)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:15.683551,"(10.0, 19.0, 18.375)","(2.9, 3.3, 3.2705882352941176)","(2.25, 2.54, 2.514320987654321)","(8.5, 12.5, 12.293103448275861)","(6.0, 7.4, 7.227450980392157)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:16.631018,"(10.0, 18.5, 17.56896551724138)","(2.9, 3.3, 3.2705882352941176)","(2.25, 2.54, 2.514320987654321)","(8.5, 12.5, 12.453846153846154)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:17.662170,"(10.0, 18.5, 17.56896551724138)","(2.9, 3.3, 3.2705882352941176)","(2.25, 2.54, 2.5122105263157897)","(8.5, 12.5, 12.453846153846154)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:18.621648,"(10.0, 18.5, 18.1)","(2.9, 3.3, 3.2705882352941176)","(2.25, 2.54, 2.5122105263157897)","(8.5, 12.5, 12.453846153846154)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:19.645530,"(10.0, 18.5, 17.6875)","(2.9, 3.3, 3.2705882352941176)","(2.25, 2.54, 2.5122105263157897)","(8.5, 12.5, 12.453846153846154)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:20.650120,"(10.0, 18.5, 17.2)","(2.9, 3.3, 3.2705882352941176)","(2.25, 2.54, 2.5122105263157897)","(8.5, 12.5, 12.453846153846154)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:21.636763,"(10.0, 18.5, 17.2)","(2.9, 3.3, 3.2705882352941176)","(2.25, 2.54, 2.5122105263157897)","(8.5, 12.5, 12.453846153846154)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:22.675043,"(10.0, 18.5, 17.2)","(2.9, 3.3, 3.2705882352941176)","(2.25, 2.54, 2.5305263157894737)","(8.5, 12.5, 12.457142857142857)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:23.596990,"(10.0, 18.5, 17.2)","(2.9, 3.3, 3.2705882352941176)","(2.25, 2.52, 2.5125)","(8.5, 12.5, 12.457142857142857)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:24.508904,"(10.0, 18.5, 16.951612903225808)","(2.9, 3.3, 3.267391304347826)","(2.25, 2.52, 2.509433962264151)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:25.615225,"(10.0, 18.5, 17.5)","(2.9, 3.3, 3.267391304347826)","(2.25, 2.52, 2.509433962264151)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:26.692002,"(10.0, 18.5, 17.5)","(2.9, 3.3, 3.276190476190476)","(2.25, 2.52, 2.505161290322581)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.4)"
12-01-2023 13:22:27.630039,"(10.0, 18.5, 17.5)","(2.9, 3.3, 3.276190476190476)","(2.25, 2.52, 2.505161290322581)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.196610169491525)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:28.687998,"(10.0, 18.5, 17.5)","(2.9, 3.3, 3.2797297297297296)","(2.25, 2.52, 2.5078947368421054)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.2, 7.170588235294118)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:29.738272,"(10.0, 18.5, 17.5)","(2.9, 3.3, 3.285576923076923)","(2.25, 2.52, 2.5078947368421054)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.2, 7.170588235294118)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:30.634929,"(10.0, 18.5, 17.5)","(2.9, 3.3, 3.285576923076923)","(2.25, 2.52, 2.5078947368421054)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.2, 7.218867924528302)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:31.614280,"(10.0, 18.5, 17.794117647058822)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5078947368421054)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:32.696637,"(10.0, 18.5, 17.794117647058822)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5078947368421054)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:33.628289,"(10.0, 18.5, 17.794117647058822)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5078947368421054)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:34.626254,"(10.0, 18.5, 17.794117647058822)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5078947368421054)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:35.952636,"(10.0, 18.5, 17.794117647058822)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5141935483870967)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:37.113686,"(10.0, 18.5, 17.794117647058822)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5141935483870967)","(8.5, 13.0, 12.864864864864865)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:38.133559,"(10.0, 18.5, 17.794117647058822)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5141935483870967)","(8.5, 13.0, 12.392857142857142)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:39.221348,"(10.0, 18.5, 17.794117647058822)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5141935483870967)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:40.259370,"(10.0, 18.5, 18.175675675675677)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5141935483870967)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:41.410306,"(10.0, 18.0, 17.6625)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5141935483870967)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:42.515570,"(10.0, 18.0, 17.6625)","(2.9, 3.3, 3.27890625)","(2.25, 2.52, 2.5141935483870967)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:43.592069,"(10.0, 18.0, 17.7)","(2.9, 3.3, 3.2785714285714285)","(2.25, 2.52, 2.5141935483870967)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:44.690303,"(10.0, 18.0, 17.60204081632653)","(2.9, 3.3, 3.2785714285714285)","(2.25, 2.52, 2.5141935483870967)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 60.0)"
12-01-2023 13:22:45.739582,"(10.0, 18.0, 17.60204081632653)","(2.9, 3.3, 3.2785714285714285)","(2.25, 2.54, 2.506582278481013)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.236734693877551)","(31.0, 70.0, 64.0)"
12-01-2023 13:22:46.658545,"(10.0, 18.0, 17.60204081632653)","(2.9, 3.3, 3.2785714285714285)","(2.25, 2.54, 2.506582278481013)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.246153846153846)","(31.0, 70.0, 64.0)"
12-01-2023 13:22:47.668298,"(10.0, 18.0, 17.60204081632653)","(2.9, 3.3, 3.2785714285714285)","(2.25, 2.54, 2.5123529411764705)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.246153846153846)","(31.0, 70.0, 64.0)"
12-01-2023 13:22:48.768255,"(10.0, 18.0, 17.625)","(2.9, 3.3, 3.2785714285714285)","(2.25, 2.52, 2.5123529411764705)","(8.5, 12.5, 12.392857142857142)","(6.0, 7.4, 7.246153846153846)","(31.0, 70.0, 64.0)"
12-01-2023 13:22:49.845012,"(10.0, 18.0, 17.625)","(2.9, 3.3, 3.2785714285714285)","(2.25, 2.52, 2.51)","(8.5, 12.5, 12.38)","(6.0, 7.4, 7.246153846153846)","(31.0, 70.0, 63.14285714285714)"
12-01-2023 13:22:50.823397,"(10.0, 17.5, 17.402439024390244)","(2.9, 3.3, 3.254779411764706)","(2.25, 2.52, 2.506315789473684)","(8.5, 12.5, 12.38)","(6.0, 7.4, 7.246153846153846)","(31.0, 70.0, 63.14285714285714)"
12-01-2023 13:22:51.837850,"(10.0, 17.5, 17.402439024390244)","(2.9, 3.3, 3.254779411764706)","(2.25, 2.52, 2.506315789473684)","(8.5, 12.5, 12.296875)","(6.0, 7.4, 7.300000000000001)","(31.0, 70.0, 64.0)"
12-01-2023 13:22:52.897477,"(10.0, 18.5, 18.1875)","(2.9, 3.25, 3.230434782608696)","(2.25, 2.5, 2.4832)","(8.5, 13.5, 13.035714285714286)","(6.0, 7.4, 7.326315789473685)","(31.0, 70.0, 64.0)"
12-01-2023 13:22:53.893273,"(10.0, 19.5, 19.071428571428573)","(2.9, 3.25, 3.236458333333333)","(2.25, 2.48, 2.4606896551724136)","(8.5, 13.5, 13.035714285714286)","(6.0, 7.4, 7.441860465116279)","(31.0, 70.0, 64.0)"
12-01-2023 13:22:54.868219,"(10.0, 19.5, 19.071428571428573)","(2.9, 3.25, 3.2303030303030305)","(2.25, 2.48, 2.4611494252873563)","(8.5, 13.5, 13.035714285714286)","(6.0, 7.6, 7.441860465116279)","(31.0, 70.0, 65.11111111111111)"
12-01-2023 13:22:55.783362,"(10.0, 19.5, 19.071428571428573)","(2.9, 3.25, 3.236458333333333)","(2.25, 2.48, 2.4645333333333332)","(8.5, 13.5, 13.035714285714286)","(6.0, 7.6, 7.441860465116279)","(31.0, 70.0, 65.11111111111111)"
12-01-2023 13:22:56.833227,"(10.0, 19.5, 19.071428571428573)","(2.9, 3.25, 3.236458333333333)","(2.25, 2.48, 2.4643243243243242)","(8.5, 13.5, 13.035714285714286)","(6.0, 7.6, 7.441860465116279)","(31.0, 70.0, 65.11111111111111)"
12-01-2023 13:22:57.897091,"(10.0, 19.5, 19.071428571428573)","(2.9, 3.25, 3.236458333333333)","(2.25, 2.48, 2.4643243243243242)","(8.5, 13.5, 13.035714285714286)","(6.0, 7.6, 7.441860465116279)","(31.0, 70.0, 65.11111111111111)"
12-01-2023 13:22:58.831806,"(10.0, 19.5, 19.071428571428573)","(2.9, 3.25, 3.236458333333333)","(2.25, 2.48, 2.4643243243243242)","(8.5, 13.5, 13.035714285714286)","(6.0, 7.6, 7.441860465116279)","(31.0, 70.0, 65.11111111111111)"
12-01-2023 13:22:59.844255,"(10.0, 19.5, 19.071428571428573)","(2.9, 3.25, 3.236458333333333)","(2.25, 2.48, 2.4643243243243242)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.441860465116279)","(31.0, 70.0, 65.11111111111111)"
12-01-2023 13:23:00.993642,"(10.0, 19.5, 19.071428571428573)","(2.9, 3.25, 3.2357142857142858)","(2.25, 2.48, 2.4699999999999998)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.441860465116279)","(31.0, 70.0, 65.11111111111111)"
12-01-2023 13:23:02.119173,"(10.0, 19.5, 19.125)","(2.9, 3.25, 3.24375)","(2.25, 2.48, 2.4679166666666665)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.441860465116279)","(31.0, 70.0, 65.11111111111111)"
12-01-2023 13:23:03.073886,"(11.0, 19.5, 19.125)","(2.9, 3.25, 3.24375)","(2.2, 2.48, 2.4679166666666665)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.466666666666667)","(31.0, 70.0, 65.11111111111111)"
12-01-2023 13:23:04.062939,"(11.0, 19.5, 19.26923076923077)","(2.9, 3.25, 3.24375)","(2.2, 2.48, 2.4679166666666665)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.453658536585365)","(31.0, 70.0, 65.6)"
12-01-2023 13:23:05.152752,"(11.0, 19.5, 19.26923076923077)","(2.9, 3.25, 3.24375)","(2.2, 2.48, 2.4695)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.453658536585365)","(31.0, 70.0, 65.6)"
12-01-2023 13:23:06.147705,"(11.0, 19.5, 19.26923076923077)","(2.9, 3.25, 3.24375)","(2.2, 2.48, 2.4695)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.453658536585365)","(31.0, 70.0, 65.6)"
12-01-2023 13:23:07.172971,"(11.0, 19.5, 19.26923076923077)","(2.9, 3.25, 3.24375)","(2.2, 2.48, 2.4695)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.476923076923077)","(31.0, 70.0, 65.6)"
12-01-2023 13:23:08.258184,"(11.0, 19.5, 19.26923076923077)","(2.9, 3.3, 3.2183098591549295)","(2.2, 2.44, 2.435593220338983)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.476923076923077)","(31.0, 70.0, 65.6)"
12-01-2023 13:23:09.203393,"(11.0, 19.5, 19.26923076923077)","(2.9, 3.3, 3.2183098591549295)","(2.2, 2.44, 2.435593220338983)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.546666666666666)","(31.0, 70.0, 66.85714285714286)"
12-01-2023 13:23:10.289547,"(11.0, 19.5, 19.214285714285715)","(2.9, 3.3, 3.276923076923077)","(2.2, 2.44, 2.4296153846153845)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.546666666666666)","(31.0, 70.0, 66.85714285714286)"
12-01-2023 13:23:11.370354,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.306875)","(2.2, 2.44, 2.430204081632653)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.546666666666666)","(31.0, 70.0, 66.85714285714286)"
12-01-2023 13:23:12.297474,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3074324324324325)","(2.2, 2.44, 2.4331428571428573)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.546666666666666)","(31.0, 70.0, 66.85714285714286)"
12-01-2023 13:23:13.380278,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3074324324324325)","(2.2, 2.44, 2.4356923076923076)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.546666666666666)","(31.0, 70.0, 66.85714285714286)"
12-01-2023 13:23:14.433701,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3125)","(2.2, 2.44, 2.4356923076923076)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.576811594202899)","(31.0, 70.0, 66.85714285714286)"
12-01-2023 13:23:15.371617,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3125)","(2.2, 2.44, 2.4356923076923076)","(8.5, 13.5, 13.027777777777779)","(6.0, 7.6, 7.576811594202899)","(31.0, 70.0, 66.85714285714286)"
12-01-2023 13:23:16.382455,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3125)","(2.2, 2.44, 2.410285714285714)","(8.5, 13.5, 12.96875)","(6.0, 7.6, 7.518518518518519)","(31.0, 70.0, 66.61538461538461)"
12-01-2023 13:23:17.435621,"(11.0, 19.5, 19.26)","(2.9, 3.35, 3.313333333333333)","(2.2, 2.42, 2.410285714285714)","(8.5, 13.5, 13.014285714285714)","(6.0, 7.8, 7.5625)","(31.0, 70.0, 63.529411764705884)"
12-01-2023 13:23:18.492040,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3102409638554215)","(2.2, 2.42, 2.410285714285714)","(8.5, 13.5, 13.014285714285714)","(6.0, 7.8, 7.554838709677419)","(31.0, 70.0, 63.529411764705884)"
12-01-2023 13:23:19.503685,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3102409638554215)","(2.2, 2.42, 2.410285714285714)","(8.5, 13.5, 13.014285714285714)","(6.0, 7.8, 7.554838709677419)","(31.0, 70.0, 63.529411764705884)"
12-01-2023 13:23:20.520674,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3102409638554215)","(2.2, 2.42, 2.410285714285714)","(8.5, 13.5, 13.014285714285714)","(6.0, 7.8, 7.554838709677419)","(31.0, 70.0, 63.529411764705884)"
12-01-2023 13:23:21.461611,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3102409638554215)","(2.2, 2.42, 2.410285714285714)","(8.5, 13.5, 13.014285714285714)","(6.0, 7.8, 7.554838709677419)","(31.0, 70.0, 63.529411764705884)"
12-01-2023 13:23:22.500590,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3102409638554215)","(2.2, 2.42, 2.412272727272727)","(8.5, 13.5, 13.014285714285714)","(6.0, 7.8, 7.554838709677419)","(31.0, 70.0, 63.529411764705884)"
12-01-2023 13:23:23.620047,"(11.0, 19.5, 19.27777777777778)","(2.9, 3.35, 3.3102409638554215)","(2.2, 2.42, 2.4220408163265303)","(8.5, 13.5, 13.014285714285714)","(6.0, 7.8, 7.554838709677419)","(31.0, 70.0, 63.529411764705884)"
