,African Angel,I Came To Dance,Organized Chaos,Well See,Peach Be With Q,Queen Wiggy,Sharp Catch
15-12-2022 11:32:27.347308,"(4.4, 5.5, 5.487096774193549)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.214814814814815)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.872727272727273)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:28.420631,"(4.4, 5.5, 5.487096774193549)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.214814814814815)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.872727272727273)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:29.460722,"(4.4, 5.5, 5.487096774193549)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.214814814814815)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.872727272727273)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:30.558985,"(4.4, 5.5, 5.487096774193549)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.214814814814815)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.872727272727273)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:31.664245,"(4.4, 5.5, 5.48974358974359)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.214814814814815)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.872727272727273)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:32.591003,"(4.4, 5.5, 5.48974358974359)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.214814814814815)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.872727272727273)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:33.569338,"(4.4, 5.5, 5.48974358974359)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.214814814814815)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.872727272727273)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:34.633981,"(4.4, 5.5, 5.466666666666667)","(3.9, 4.6, 4.542424242424242)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.96)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:35.623238,"(4.4, 5.5, 5.4)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.8, 5.71304347826087)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.96)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:36.648453,"(4.4, 5.5, 5.4)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.96)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:37.615892,"(4.4, 5.5, 5.4)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.96)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:38.572602,"(4.4, 5.5, 5.4)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.733333333333333)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.888888888888888)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:39.515394,"(4.4, 5.5, 5.4)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.70625)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.888888888888888)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:40.439454,"(4.4, 5.5, 5.4)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.711764705882353)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.888888888888888)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:41.348805,"(4.4, 5.5, 5.4)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.711764705882353)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.888888888888888)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:42.272360,"(4.4, 5.5, 5.4)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.711764705882353)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.888888888888888)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:43.352117,"(4.4, 5.5, 5.4)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.8, 5.716666666666667)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.888888888888888)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:44.399436,"(4.4, 5.5, 5.469230769230769)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.609090909090909)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 6.036363636363636)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:45.352707,"(4.4, 5.5, 5.469230769230769)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.566666666666666)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 6.036363636363636)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:46.270349,"(4.4, 5.5, 5.469230769230769)","(3.9, 4.6, 4.526923076923077)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.566666666666666)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 6.036363636363636)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:47.296429,"(4.4, 5.5, 5.466666666666667)","(3.9, 4.6, 4.505)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.672727272727273)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.948571428571428)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:48.291831,"(4.4, 5.5, 5.466666666666667)","(3.9, 4.6, 4.524)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.8, 5.683333333333334)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.2, 5.948571428571428)","(12.0, 17.0, 15.54054054054054)"
15-12-2022 11:32:49.446255,"(4.4, 5.5, 5.466666666666667)","(3.9, 4.6, 4.533333333333333)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.8, 5.6)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.948571428571428)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:50.441583,"(4.4, 5.5, 5.4)","(3.9, 4.9, 4.728571428571429)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.8, 5.6)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.948571428571428)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:51.443365,"(4.4, 5.5, 5.4)","(3.9, 5.0, 4.914285714285715)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.8, 5.625)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.948571428571428)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:52.555990,"(4.4, 5.5, 5.4)","(3.9, 5.0, 4.914285714285715)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.8, 5.625)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.948571428571428)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:53.514446,"(4.4, 5.5, 5.4)","(3.9, 5.0, 4.914285714285715)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.8, 5.625)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.948571428571428)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:54.553060,"(4.4, 5.5, 5.4)","(3.9, 5.1, 4.889473684210526)","(7.5, 9.4, 9.16)","(4.6, 5.8, 5.588888888888889)","(10.0, 17.0, 15.0)","(5.0, 6.2, 6.036363636363636)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:55.549811,"(4.4, 5.5, 5.4)","(3.9, 5.1, 4.889473684210526)","(7.5, 9.4, 9.16)","(4.6, 5.7, 5.55)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:56.542028,"(4.4, 5.5, 5.4)","(4.0, 5.1, 4.889473684210526)","(7.5, 9.4, 9.16)","(4.6, 5.8, 5.55)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:57.476162,"(4.4, 5.5, 5.4)","(4.0, 5.1, 4.889473684210526)","(7.5, 9.4, 9.16)","(4.6, 5.8, 5.55)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:58.401090,"(4.4, 5.5, 5.4)","(4.0, 5.1, 4.839130434782608)","(7.5, 9.6, 9.120000000000001)","(4.6, 5.8, 5.438888888888889)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:32:59.433242,"(4.4, 5.5, 5.4)","(4.0, 5.1, 4.839130434782608)","(7.5, 9.6, 9.120000000000001)","(4.6, 5.4, 5.335714285714285)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:33:00.417398,"(4.4, 5.5, 5.4)","(4.0, 5.1, 4.839130434782608)","(7.5, 9.6, 9.120000000000001)","(4.6, 5.4, 5.335714285714285)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:33:01.413933,"(4.4, 5.5, 5.469230769230769)","(4.0, 5.1, 4.839130434782608)","(7.5, 9.6, 9.120000000000001)","(4.6, 5.4, 5.335714285714285)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:33:02.432824,"(4.4, 5.5, 5.469230769230769)","(4.0, 5.1, 4.839130434782608)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.4, 5.335714285714285)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:33:03.436640,"(4.4, 5.5, 5.469230769230769)","(4.0, 5.1, 4.839130434782608)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.4, 5.338461538461538)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:33:04.444489,"(4.4, 5.5, 5.469230769230769)","(4.0, 5.1, 4.839130434782608)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.4, 5.338461538461538)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.940540540540541)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:33:05.398773,"(4.4, 5.5, 5.469230769230769)","(4.0, 5.1, 4.928571428571428)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.4, 5.338461538461538)","(10.0, 17.0, 15.0)","(5.0, 6.2, 5.884848484848485)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:33:06.444044,"(4.4, 5.5, 5.469230769230769)","(4.0, 5.1, 4.986792452830188)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.4, 5.338461538461538)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.0, 5.952941176470588)","(12.0, 17.0, 14.906976744186046)"
15-12-2022 11:33:07.495694,"(4.4, 5.5, 5.469230769230769)","(4.0, 5.1, 4.986792452830188)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.4, 5.338461538461538)","(10.0, 17.0, 15.461538461538462)","(5.0, 6.0, 5.952941176470588)","(12.0, 17.0, 14.906976744186046)"
15-12-2022 11:33:08.574773,"(4.4, 5.5, 5.469230769230769)","(4.0, 5.1, 4.986792452830188)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.4, 5.338461538461538)","(10.0, 17.0, 15.333333333333332)","(5.0, 6.0, 5.952941176470588)","(12.0, 17.0, 14.906976744186046)"
15-12-2022 11:33:09.584053,"(4.4, 5.5, 5.463636363636364)","(4.0, 5.1, 4.986792452830188)","(7.5, 9.6, 9.147826086956522)","(4.6, 5.4, 5.338461538461538)","(10.0, 17.0, 14.5)","(5.0, 6.0, 5.927272727272727)","(12.0, 17.0, 15.105263157894736)"
15-12-2022 11:33:10.654998,"(4.4, 5.3, 4.815625)","(4.0, 5.1, 4.871428571428571)","(7.5, 9.6, 9.052631578947368)","(4.6, 5.7, 5.492307692307692)","(10.0, 17.0, 14.5)","(5.0, 6.0, 5.927272727272727)","(12.0, 17.0, 15.105263157894736)"
15-12-2022 11:33:11.817716,"(4.4, 5.3, 4.815625)","(4.0, 5.1, 4.871428571428571)","(7.5, 9.6, 9.120000000000001)","(4.6, 5.8, 5.492307692307692)","(10.0, 17.0, 15.625)","(5.0, 6.0, 5.927272727272727)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:12.988879,"(4.4, 5.3, 4.815625)","(4.0, 5.1, 5.0)","(7.5, 9.6, 9.120000000000001)","(4.6, 5.8, 5.447058823529412)","(10.0, 17.0, 15.472222222222221)","(5.0, 6.0, 5.927272727272727)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:14.120858,"(4.4, 5.3, 4.815625)","(4.0, 5.1, 5.059090909090909)","(7.5, 9.6, 9.120000000000001)","(4.6, 5.8, 5.3625)","(10.0, 17.0, 15.472222222222221)","(5.0, 6.0, 5.927272727272727)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:15.241247,"(4.4, 5.3, 4.8623529411764705)","(4.0, 5.1, 5.059090909090909)","(7.5, 9.6, 9.120000000000001)","(4.6, 5.7, 5.385714285714285)","(10.0, 17.0, 13.192307692307692)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 14.804878048780488)"
15-12-2022 11:33:16.265761,"(4.4, 5.2, 5.0)","(4.0, 5.1, 4.823076923076923)","(7.5, 9.6, 9.120000000000001)","(4.6, 5.7, 5.385714285714285)","(10.0, 17.0, 13.192307692307692)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:17.251827,"(4.4, 5.2, 5.0)","(4.0, 5.1, 4.966666666666667)","(7.5, 9.6, 9.221052631578948)","(4.6, 5.7, 5.152380952380953)","(10.0, 16.5, 15.3)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:18.239241,"(4.4, 5.2, 5.0)","(4.0, 5.1, 4.966666666666667)","(7.5, 9.6, 9.221052631578948)","(4.6, 5.7, 5.526086956521739)","(10.0, 16.5, 15.222222222222221)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:19.196032,"(4.4, 5.2, 5.0)","(4.0, 5.1, 4.966666666666667)","(7.5, 9.6, 9.221052631578948)","(4.6, 5.5, 5.3133333333333335)","(10.0, 16.0, 15.222222222222221)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:20.270802,"(4.4, 5.2, 5.0)","(4.0, 5.1, 4.966666666666667)","(7.5, 9.6, 9.221052631578948)","(4.6, 5.5, 5.2384615384615385)","(10.0, 16.0, 14.133333333333333)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:21.347039,"(4.4, 5.2, 5.0)","(4.0, 5.1, 4.833333333333333)","(7.5, 9.6, 9.221052631578948)","(4.4, 5.5, 5.199999999999999)","(10.0, 16.0, 13.576923076923077)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:22.402540,"(4.4, 5.2, 5.0)","(4.0, 5.1, 4.833333333333333)","(7.5, 9.6, 9.221052631578948)","(4.4, 5.3, 5.199999999999999)","(10.0, 14.5, 13.576923076923077)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:23.451798,"(4.4, 5.2, 5.0)","(4.0, 5.1, 4.966666666666667)","(7.5, 9.6, 9.167567567567566)","(4.4, 5.2, 5.125)","(10.0, 14.5, 13.576923076923077)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:24.385346,"(4.4, 5.3, 4.9125)","(4.0, 5.1, 4.966666666666667)","(7.5, 9.4, 8.933333333333334)","(4.4, 5.3, 5.205882352941177)","(10.0, 14.5, 13.576923076923077)","(5.0, 6.0, 5.8875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:25.421578,"(4.4, 5.3, 4.9125)","(4.0, 5.1, 4.966666666666667)","(7.5, 9.4, 8.933333333333334)","(4.4, 5.3, 5.205882352941177)","(10.0, 14.0, 13.666666666666666)","(5.0, 6.0, 5.927272727272727)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:26.359387,"(4.4, 5.2, 5.1)","(4.0, 5.1, 4.966666666666667)","(7.5, 9.4, 8.933333333333334)","(4.4, 5.3, 5.205882352941177)","(10.0, 14.0, 13.1)","(5.0, 6.2, 6.15)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:27.267719,"(4.4, 5.2, 5.1)","(4.0, 5.1, 5.014285714285714)","(7.5, 9.4, 8.933333333333334)","(4.4, 5.3, 5.205882352941177)","(10.0, 14.0, 13.217391304347826)","(5.0, 6.2, 6.184615384615385)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:28.290974,"(4.4, 5.2, 5.1)","(4.0, 5.1, 5.014285714285714)","(7.5, 9.4, 8.933333333333334)","(4.4, 5.3, 5.205882352941177)","(10.0, 14.0, 13.346153846153847)","(5.0, 6.2, 6.184615384615385)","(12.0, 17.0, 15.75)"
15-12-2022 11:33:29.312249,"(4.4, 5.2, 5.1)","(4.0, 5.1, 5.014285714285714)","(7.5, 9.4, 8.933333333333334)","(4.4, 5.3, 5.205882352941177)","(10.0, 13.5, 13.346153846153847)","(5.0, 6.2, 6.184615384615385)","(12.0, 17.0, 15.75)"
15-12-2022 11:33:30.380833,"(4.4, 5.2, 5.1)","(4.0, 5.1, 5.014285714285714)","(7.5, 9.4, 8.933333333333334)","(4.4, 5.3, 5.140909090909091)","(10.0, 13.5, 13.346153846153847)","(5.0, 6.2, 6.184615384615385)","(12.0, 17.0, 15.75)"
15-12-2022 11:33:31.463519,"(4.4, 5.2, 5.1)","(4.0, 5.1, 5.014285714285714)","(7.5, 9.4, 8.933333333333334)","(4.4, 5.3, 5.165384615384615)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 6.184615384615385)","(12.0, 17.0, 16.166666666666668)"
15-12-2022 11:33:32.495592,"(4.4, 5.2, 5.1)","(4.0, 5.1, 5.014285714285714)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.165384615384615)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 6.184615384615385)","(12.0, 16.5, 16.166666666666668)"
15-12-2022 11:33:33.488057,"(4.4, 5.2, 5.1)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.1425)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 6.184615384615385)","(12.0, 16.5, 16.166666666666668)"
15-12-2022 11:33:34.518447,"(4.4, 5.2, 5.142857142857143)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.254545454545454)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 6.0285714285714285)","(12.0, 16.5, 16.166666666666668)"
15-12-2022 11:33:35.547973,"(4.4, 5.3, 4.983673469387755)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.228571428571429)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.96)","(12.0, 16.5, 16.166666666666668)"
15-12-2022 11:33:36.646622,"(4.4, 5.3, 5.096052631578948)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.228571428571429)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.963157894736843)","(12.0, 16.5, 15.772727272727273)"
15-12-2022 11:33:37.624842,"(4.4, 5.4, 5.215789473684211)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.254545454545454)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.963157894736843)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:38.612518,"(4.4, 5.4, 5.215789473684211)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.228571428571429)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.825)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:39.533270,"(4.4, 5.4, 5.215789473684211)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.228571428571429)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.825)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:40.516325,"(4.4, 5.4, 5.364285714285715)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.228571428571429)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.985714285714286)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:41.510066,"(4.4, 5.4, 5.364285714285715)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.228571428571429)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.985714285714286)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:42.517736,"(4.4, 5.4, 5.39056603773585)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.228571428571429)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.985714285714286)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:43.530139,"(4.4, 5.4, 5.348275862068966)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.228571428571429)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.985714285714286)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:44.547418,"(4.4, 5.4, 5.348275862068966)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.228571428571429)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 6.1722222222222225)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:45.531149,"(4.4, 5.4, 5.388372093023256)","(4.0, 5.1, 5.0351351351351346)","(7.5, 9.4, 9.2)","(4.4, 5.3, 5.205882352941177)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 6.158333333333333)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:46.618569,"(4.4, 5.4, 5.388372093023256)","(4.0, 5.1, 4.928571428571428)","(7.5, 9.6, 8.88888888888889)","(4.4, 5.6, 5.509090909090909)","(10.0, 13.5, 13.1)","(5.0, 6.2, 5.91875)","(12.0, 17.0, 15.682926829268293)"
15-12-2022 11:33:47.680013,"(4.4, 5.4, 5.388372093023256)","(4.0, 5.1, 4.928571428571428)","(7.5, 9.6, 9.020689655172415)","(4.4, 5.6, 5.566666666666666)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.91875)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:48.776647,"(4.4, 5.4, 5.390196078431373)","(4.0, 5.1, 4.981481481481481)","(7.5, 9.6, 9.020689655172415)","(4.4, 5.6, 5.566666666666666)","(10.0, 13.5, 13.192307692307692)","(5.0, 6.2, 5.91875)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:49.910143,"(4.4, 5.4, 5.390196078431373)","(4.0, 5.1, 4.981481481481481)","(7.5, 9.6, 9.020689655172415)","(4.4, 5.6, 5.566666666666666)","(10.0, 13.5, 13.538461538461538)","(5.0, 6.2, 6.004347826086956)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:50.962618,"(4.4, 5.4, 5.390196078431373)","(4.0, 5.1, 5.01578947368421)","(7.5, 9.6, 9.020689655172415)","(4.4, 5.6, 5.566666666666666)","(10.0, 14.0, 13.538461538461538)","(5.0, 6.2, 6.004347826086956)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:52.022196,"(4.4, 5.4, 5.390196078431373)","(4.0, 5.1, 5.01578947368421)","(7.5, 9.6, 9.020689655172415)","(4.4, 5.6, 5.566666666666666)","(10.0, 14.0, 13.318181818181818)","(5.0, 6.2, 6.004347826086956)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:53.128306,"(4.4, 5.4, 5.390196078431373)","(4.0, 5.1, 5.01578947368421)","(7.5, 9.6, 9.020689655172415)","(4.4, 5.6, 5.566666666666666)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 6.004347826086956)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:54.283711,"(4.4, 5.4, 5.390196078431373)","(4.0, 5.1, 5.01578947368421)","(7.5, 9.6, 8.977777777777778)","(4.4, 5.6, 5.566666666666666)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 6.11219512195122)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:55.406910,"(4.4, 5.4, 5.390196078431373)","(4.0, 5.1, 5.01578947368421)","(7.5, 9.6, 8.977777777777778)","(4.4, 5.6, 5.312121212121212)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 5.9523809523809526)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:56.510554,"(4.4, 5.5, 5.426315789473684)","(4.0, 5.1, 5.01578947368421)","(7.5, 9.4, 9.16)","(4.4, 5.6, 5.322222222222222)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 5.9523809523809526)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:57.633177,"(4.4, 5.4, 5.2)","(4.0, 5.1, 5.01578947368421)","(7.5, 9.4, 9.16)","(4.4, 5.6, 5.322222222222222)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 5.9523809523809526)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:58.671736,"(4.4, 5.4, 5.2)","(4.0, 5.1, 5.036)","(7.5, 9.6, 9.01818181818182)","(4.4, 5.6, 5.322222222222222)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 5.9523809523809526)","(12.0, 17.0, 15.772727272727273)"
15-12-2022 11:33:59.776371,"(4.4, 5.4, 5.338461538461539)","(4.0, 5.1, 5.01578947368421)","(7.5, 9.6, 9.01818181818182)","(4.4, 5.6, 5.322222222222222)","(10.0, 13.5, 13.318181818181818)","(5.0, 6.2, 5.9523809523809526)","(12.0, 17.0, 15.772727272727273)"
