,Green And Shady,Magical Gem,The Admiral,Midnight Mystery,Ninetyone Dwyer,Zac Luvs To Fly,Rocky Path,Wunderkind,Red Cadillac
11-01-2023 17:50:18.252051,"(12.0, 15.5, 13.166666666666666)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 21.0, 17.57142857142857)","(3.2, 3.9, 3.5666666666666664)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.848936170212767)","(10.0, 15.0, 12.4)"
11-01-2023 17:50:19.497692,"(12.0, 15.5, 13.166666666666666)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 21.0, 17.57142857142857)","(3.2, 3.9, 3.5666666666666664)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.852941176470589)","(10.0, 15.0, 12.4)"
11-01-2023 17:50:20.684595,"(12.0, 15.5, 13.166666666666666)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 21.0, 17.57142857142857)","(3.2, 3.9, 3.46)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.852941176470589)","(10.0, 15.0, 12.4)"
11-01-2023 17:50:22.107331,"(12.0, 15.5, 13.166666666666666)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 21.0, 17.57142857142857)","(3.2, 3.9, 3.46)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.852941176470589)","(10.0, 15.0, 12.4)"
11-01-2023 17:50:23.294622,"(12.0, 15.5, 13.166666666666666)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 21.0, 17.57142857142857)","(3.2, 3.9, 3.58)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.852941176470589)","(10.0, 15.0, 12.4)"
11-01-2023 17:50:24.435727,"(12.0, 15.5, 13.166666666666666)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 21.0, 17.57142857142857)","(3.2, 3.85, 3.58)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.852941176470589)","(10.0, 15.0, 12.4)"
11-01-2023 17:50:25.587660,"(12.0, 15.5, 13.166666666666666)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 21.0, 17.57142857142857)","(3.2, 3.85, 3.58)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.852941176470589)","(10.0, 15.0, 12.4)"
11-01-2023 17:50:26.669774,"(12.0, 15.5, 13.166666666666666)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 21.0, 17.57142857142857)","(3.2, 3.85, 3.58)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.852941176470589)","(10.0, 15.0, 12.4)"
11-01-2023 17:50:27.795177,"(12.0, 15.5, 13.166666666666666)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 21.0, 19.0)","(3.2, 3.85, 3.5999999999999996)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 6.135294117647059)","(10.0, 15.0, 10.74)"
11-01-2023 17:50:28.899972,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 19.0)","(3.2, 3.8, 3.5999999999999996)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 6.2, 5.628571428571429)","(10.0, 14.5, 10.74)"
11-01-2023 17:50:30.191619,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 20.2)","(3.2, 3.8, 3.5999999999999996)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 6.2, 5.628571428571429)","(10.0, 14.5, 10.74)"
11-01-2023 17:50:31.480518,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 20.2)","(3.2, 3.8, 3.5999999999999996)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 6.2, 5.285714285714286)","(10.0, 14.5, 10.74)"
11-01-2023 17:50:32.667948,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.6222222222222222)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 6.0, 5.3)","(10.0, 14.5, 10.74)"
11-01-2023 17:50:33.866834,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.5999999999999996)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.25)","(10.0, 14.5, 10.74)"
11-01-2023 17:50:35.138694,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.5999999999999996)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 6.0, 5.25)","(10.0, 14.5, 10.74)"
11-01-2023 17:50:36.323440,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.5999999999999996)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 6.0, 5.25)","(10.0, 14.5, 10.74)"
11-01-2023 17:50:37.686506,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.5999999999999996)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 6.0, 5.333333333333333)","(10.0, 14.5, 10.850000000000001)"
11-01-2023 17:50:39.431939,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.5999999999999996)","(8.5, 13.5, 12.2)","(26.0, 44.0, 33.333333333333336)","(4.8, 6.0, 5.333333333333333)","(10.0, 14.0, 10.850000000000001)"
11-01-2023 17:50:40.859877,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(12.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.6222222222222222)","(8.5, 13.5, 12.33)","(26.0, 44.0, 33.333333333333336)","(4.8, 6.0, 5.385714285714286)","(10.0, 14.0, 10.850000000000001)"
11-01-2023 17:50:42.103323,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(13.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.6222222222222222)","(8.5, 13.5, 12.33)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.572727272727273)","(10.0, 14.0, 10.850000000000001)"
11-01-2023 17:50:43.261756,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(13.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.6222222222222222)","(8.5, 13.5, 12.33)","(26.0, 44.0, 33.333333333333336)","(4.8, 5.9, 5.572727272727273)","(10.0, 14.0, 10.850000000000001)"
11-01-2023 17:50:44.446510,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(13.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.6399999999999997)","(8.5, 13.5, 12.33)","(26.0, 44.0, 34.0)","(4.8, 5.9, 5.572727272727273)","(10.0, 14.0, 10.850000000000001)"
11-01-2023 17:50:45.624508,"(12.0, 15.0, 12.75)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(13.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.6399999999999997)","(8.5, 13.5, 12.33)","(26.0, 40.0, 34.0)","(4.8, 5.9, 5.572727272727273)","(10.0, 14.0, 10.850000000000001)"
11-01-2023 17:50:46.875161,"(12.0, 15.0, 14.1)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.784615384615385)","(13.0, 22.0, 16.333333333333332)","(3.2, 3.8, 3.5999999999999996)","(8.5, 13.5, 12.33)","(26.0, 40.0, 34.0)","(4.8, 5.9, 5.572727272727273)","(10.0, 14.0, 10.850000000000001)"
11-01-2023 17:50:48.267273,"(12.0, 15.0, 14.1)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.8, 3.5100000000000002)","(8.5, 13.5, 10.725000000000001)","(26.0, 40.0, 34.0)","(4.8, 5.9, 5.566666666666666)","(10.0, 14.0, 11.0)"
11-01-2023 17:50:49.642326,"(12.0, 15.0, 13.928571428571429)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.75, 3.5100000000000002)","(8.5, 13.5, 10.725000000000001)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.566666666666666)","(10.0, 14.0, 11.0)"
11-01-2023 17:50:50.850568,"(12.0, 15.0, 13.928571428571429)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.75, 3.5100000000000002)","(8.5, 13.5, 10.725000000000001)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.566666666666666)","(10.0, 14.0, 11.0)"
11-01-2023 17:50:52.456030,"(12.0, 15.0, 13.928571428571429)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.75, 3.5100000000000002)","(8.5, 13.5, 10.725000000000001)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.566666666666666)","(10.0, 14.0, 11.0)"
11-01-2023 17:50:54.007578,"(12.0, 15.0, 13.928571428571429)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.75, 3.5100000000000002)","(8.5, 13.5, 10.725000000000001)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.3999999999999995)","(10.0, 14.0, 11.0)"
11-01-2023 17:50:55.372084,"(12.0, 15.0, 13.928571428571429)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.75, 3.5100000000000002)","(8.5, 13.5, 10.725000000000001)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.566666666666666)","(10.0, 14.0, 11.0)"
11-01-2023 17:50:56.511282,"(12.0, 15.0, 13.928571428571429)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.75, 3.5100000000000002)","(8.5, 13.5, 10.725000000000001)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.566666666666666)","(10.0, 14.0, 11.0)"
11-01-2023 17:50:57.810995,"(12.0, 15.0, 13.928571428571429)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.75, 3.5100000000000002)","(8.5, 13.5, 10.725000000000001)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.566666666666666)","(10.0, 14.0, 11.0)"
11-01-2023 17:50:59.203414,"(12.0, 15.0, 13.928571428571429)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.75, 3.5100000000000002)","(8.5, 13.5, 10.725000000000001)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.566666666666666)","(10.0, 14.0, 11.0)"
11-01-2023 17:51:00.420170,"(12.0, 15.0, 13.928571428571429)","(16.0, 21.0, 18.75)","(4.0, 4.9, 4.800000000000001)","(13.0, 22.0, 17.75)","(3.2, 3.75, 3.5125)","(8.5, 13.5, 10.725000000000001)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.59)","(10.0, 14.0, 11.033333333333333)"
11-01-2023 17:51:01.643015,"(12.0, 16.5, 13.954545454545455)","(16.0, 21.0, 18.3)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.7, 3.5125)","(8.5, 13.5, 12.33)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.59)","(10.0, 13.5, 11.033333333333333)"
11-01-2023 17:51:02.944628,"(12.0, 16.5, 13.954545454545455)","(16.0, 23.0, 18.7)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.7, 3.5125)","(8.5, 13.5, 12.33)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.59)","(10.0, 13.5, 11.033333333333333)"
11-01-2023 17:51:04.120569,"(12.0, 16.5, 13.954545454545455)","(16.0, 22.0, 18.7)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.7, 3.475)","(8.5, 13.5, 12.33)","(26.0, 46.0, 37.0)","(4.8, 5.8, 5.5375)","(10.0, 13.5, 11.033333333333333)"
11-01-2023 17:51:05.326543,"(12.0, 16.5, 13.954545454545455)","(16.0, 22.0, 19.25)","(4.0, 4.9, 4.784615384615385)","(13.0, 22.0, 17.75)","(3.2, 3.7, 3.475)","(8.5, 13.5, 12.33)","(26.0, 46.0, 37.0)","(4.8, 5.8, 5.5375)","(10.0, 13.5, 11.033333333333333)"
11-01-2023 17:51:06.474921,"(12.0, 16.5, 13.954545454545455)","(16.0, 22.0, 19.25)","(4.0, 4.9, 4.784615384615385)","(13.0, 22.0, 17.75)","(3.2, 3.7, 3.46)","(8.5, 13.5, 12.33)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.5375)","(10.0, 13.5, 11.033333333333333)"
11-01-2023 17:51:07.667332,"(12.0, 16.5, 13.954545454545455)","(16.0, 22.0, 18.7)","(4.0, 4.9, 4.784615384615385)","(13.0, 22.0, 17.75)","(3.2, 3.7, 3.5285714285714285)","(8.5, 13.5, 12.436363636363636)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.59)","(10.0, 13.5, 11.08)"
11-01-2023 17:51:08.899939,"(12.0, 16.5, 13.954545454545455)","(16.0, 22.0, 18.7)","(4.0, 4.9, 4.792857142857144)","(13.0, 22.0, 17.75)","(3.2, 3.7, 3.5285714285714285)","(8.5, 13.5, 12.436363636363636)","(26.0, 46.0, 34.0)","(4.8, 5.8, 5.426666666666667)","(10.0, 13.0, 11.08)"
11-01-2023 17:51:10.152900,"(12.0, 16.5, 13.954545454545455)","(16.0, 22.0, 19.75)","(4.0, 4.9, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.7, 3.9333333333333336)","(8.5, 13.5, 12.525)","(26.0, 46.0, 37.0)","(4.8, 5.8, 5.08)","(10.0, 13.0, 11.4)"
11-01-2023 17:51:11.400005,"(12.0, 16.5, 15.7)","(16.0, 23.0, 19.75)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 4.2, 4.10625)","(8.5, 13.5, 12.525)","(26.0, 46.0, 37.0)","(4.8, 5.8, 5.08)","(10.0, 13.0, 11.4)"
11-01-2023 17:51:12.576257,"(12.0, 16.5, 15.7)","(16.0, 23.0, 19.75)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 4.2, 3.75)","(8.5, 13.5, 12.02)","(26.0, 46.0, 37.0)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.36)"
11-01-2023 17:51:13.783008,"(12.0, 16.5, 15.7)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 4.0, 3.75)","(8.5, 13.5, 12.5)","(26.0, 46.0, 37.0)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.36)"
11-01-2023 17:51:15.019907,"(12.0, 16.5, 15.7)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 4.0, 3.75)","(8.5, 13.5, 12.5)","(26.0, 46.0, 37.0)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.36)"
11-01-2023 17:51:16.277706,"(12.0, 16.5, 15.7)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 4.0, 3.75)","(8.5, 13.5, 12.5)","(26.0, 46.0, 37.0)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.36)"
11-01-2023 17:51:17.493824,"(12.0, 15.0, 13.61111111111111)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 4.0, 3.71)","(8.5, 13.5, 12.5)","(26.0, 46.0, 37.0)","(4.8, 5.8, 5.08)","(10.0, 13.0, 11.5)"
11-01-2023 17:51:18.735891,"(12.0, 15.0, 13.61111111111111)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.71)","(8.5, 13.5, 12.5)","(26.0, 46.0, 36.0)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:19.888581,"(12.0, 15.0, 13.61111111111111)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 13.5, 12.642857142857142)","(26.0, 44.0, 39.75)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:21.017709,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 13.5, 12.642857142857142)","(26.0, 44.0, 39.75)","(4.8, 5.8, 5.246153846153846)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:22.121660,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 13.5, 12.642857142857142)","(26.0, 44.0, 39.75)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:23.226804,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 13.5, 13.357142857142858)","(26.0, 44.0, 39.75)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:24.297638,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 14.5, 13.357142857142858)","(26.0, 44.0, 39.75)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:25.389311,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 14.5, 13.357142857142858)","(26.0, 44.0, 39.75)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:26.527285,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 14.5, 13.357142857142858)","(26.0, 44.0, 39.75)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:27.733572,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 14.5, 13.0)","(26.0, 44.0, 39.75)","(4.8, 5.8, 5.08)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:28.909102,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 20.6)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 14.0, 13.0)","(26.0, 44.0, 39.75)","(4.8, 5.8, 5.633333333333334)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:30.134676,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 22.73076923076923)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 14.0, 13.0)","(26.0, 44.0, 39.75)","(4.8, 5.7, 5.633333333333334)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:31.365409,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 22.73076923076923)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 14.0, 13.0)","(26.0, 44.0, 39.75)","(4.8, 5.7, 5.633333333333334)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:32.583935,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 22.73076923076923)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.716666666666667)","(8.5, 14.0, 13.0)","(26.0, 44.0, 39.75)","(4.8, 5.7, 5.633333333333334)","(10.0, 13.0, 12.0)"
11-01-2023 17:51:33.879291,"(12.0, 14.5, 13.642857142857142)","(16.0, 23.0, 22.73076923076923)","(4.0, 5.0, 4.5200000000000005)","(13.0, 22.0, 17.75)","(3.2, 3.95, 3.75)","(8.5, 14.0, 13.0)","(26.0, 44.0, 39.75)","(4.8, 5.7, 5.4714285714285715)","(10.0, 13.0, 12.0)"
