,Irish Brandy,Demolition,Cherries On Fire,Towering Star,Go Diablo,Juicy Que,Easy Street,Faux Allie
07-01-2023 09:49:04.366940,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.4, 4.362500000000001)","(13.0, 27.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.6875)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:05.552050,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.4, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.6875)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:06.718328,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.6875)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:07.934735,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.6875)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:09.258891,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.6875)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:10.543486,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.6875)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:11.747872,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:12.920655,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:14.121968,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:15.351133,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:16.603393,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.25)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:17.807803,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:18.985835,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:20.134135,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:21.231478,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:22.508121,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:23.841477,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:24.956052,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:26.099119,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:27.267387,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:28.468719,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:29.754729,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:30.983754,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.2846153846153845)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:32.130840,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.241176470588235)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:33.267345,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.241176470588235)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:34.434927,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.241176470588235)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:35.655844,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.241176470588235)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:36.852558,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.241176470588235)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:38.021099,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.241176470588235)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:39.192315,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.2, 4.2, 3.807142857142857)","(4.4, 4.3, 4.241176470588235)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:40.353954,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.241176470588235)","(13.0, 26.0, 25.27777777777778)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:41.565490,"(3.6, 4.9, 4.735714285714286)","(20.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.241176470588235)","(13.0, 26.0, 24.666666666666664)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:42.761484,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.241176470588235)","(13.0, 26.0, 25.076923076923077)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:43.934685,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.241176470588235)","(13.0, 26.0, 25.076923076923077)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:45.127385,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 26.0, 25.454545454545453)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:46.255045,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 26.0, 25.454545454545453)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:47.418801,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 26.0, 25.454545454545453)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:48.617713,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 26.0, 25.454545454545453)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:49.842448,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 26.0, 25.454545454545453)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:51.058801,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 26.0, 25.454545454545453)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:52.330315,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 26.0, 25.454545454545453)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.6875)"
07-01-2023 09:49:53.570203,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 26.0, 24.705882352941178)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.25)"
07-01-2023 09:49:54.720022,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 25.0, 24.705882352941178)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.25)"
07-01-2023 09:49:55.875063,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 25.0, 24.705882352941178)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.25)"
07-01-2023 09:49:57.146903,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 25.0, 24.705882352941178)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.25)"
07-01-2023 09:49:58.321757,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 25.0, 24.705882352941178)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.25)"
07-01-2023 09:49:59.533240,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 25.0, 24.705882352941178)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.25)"
07-01-2023 09:50:00.803993,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 25.0, 24.705882352941178)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.25)"
07-01-2023 09:50:01.952302,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.807142857142857)","(4.2, 4.3, 4.271428571428571)","(13.0, 25.0, 24.705882352941178)","(5.5, 9.4, 9.35)","(13.0, 23.0, 21.764705882352942)","(9.0, 18.0, 17.25)"
07-01-2023 09:50:03.098325,"(3.6, 4.9, 4.735714285714286)","(21.0, 95.0, 66.36363636363636)","(3.1, 4.2, 3.876470588235294)","(4.2, 4.3, 4.305454545454546)","(13.0, 25.0, 24.25)","(5.5, 9.4, 9.364705882352942)","(13.0, 23.0, 22.045454545454547)","(9.0, 18.0, 17.642857142857142)"
07-01-2023 09:50:04.251050,"(3.6, 4.9, 4.23421052631579)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.2, 3.7416666666666667)","(4.2, 4.5, 4.153333333333333)","(13.0, 25.0, 24.72222222222222)","(5.5, 9.4, 9.364705882352942)","(13.0, 23.0, 22.333333333333332)","(9.0, 18.0, 17.642857142857142)"
07-01-2023 09:50:05.408748,"(3.6, 4.8, 4.2441176470588236)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.2, 3.7416666666666667)","(4.2, 4.5, 4.328571428571429)","(13.0, 25.0, 24.72222222222222)","(5.5, 9.4, 9.364705882352942)","(13.0, 23.0, 22.07142857142857)","(9.0, 18.0, 17.642857142857142)"
07-01-2023 09:50:06.611366,"(3.6, 4.8, 4.072727272727272)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.0, 3.8541666666666665)","(4.2, 4.4, 4.220000000000001)","(13.0, 25.0, 25.666666666666664)","(5.5, 9.4, 9.364705882352942)","(13.0, 23.0, 21.714285714285715)","(9.0, 18.0, 18.07142857142857)"
07-01-2023 09:50:07.819049,"(3.6, 4.8, 4.185294117647059)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.0, 3.708333333333333)","(4.2, 4.4, 4.220000000000001)","(13.0, 26.0, 25.666666666666664)","(5.5, 9.4, 9.364705882352942)","(13.0, 23.0, 22.076923076923077)","(9.0, 18.5, 18.07142857142857)"
07-01-2023 09:50:08.966024,"(3.6, 4.8, 4.185294117647059)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.0, 3.708333333333333)","(4.2, 4.4, 4.220000000000001)","(13.0, 26.0, 25.666666666666664)","(5.5, 9.4, 9.368421052631579)","(13.0, 23.0, 22.076923076923077)","(9.0, 18.5, 18.07142857142857)"
07-01-2023 09:50:10.163044,"(3.6, 4.8, 4.185294117647059)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.0, 3.8541666666666665)","(4.2, 4.4, 4.25)","(13.0, 26.0, 25.666666666666664)","(5.5, 9.4, 9.368421052631579)","(13.0, 23.0, 22.23076923076923)","(9.0, 18.5, 18.07142857142857)"
07-01-2023 09:50:11.390884,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.0, 3.7941176470588234)","(4.2, 4.4, 4.235)","(13.0, 26.0, 25.666666666666664)","(5.5, 9.4, 9.368421052631579)","(13.0, 23.0, 22.285714285714285)","(9.0, 18.5, 18.07142857142857)"
07-01-2023 09:50:12.645250,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.0, 3.75)","(4.2, 4.4, 4.235)","(13.0, 26.0, 24.25)","(5.5, 9.4, 9.88)","(13.0, 23.0, 22.473684210526315)","(9.0, 18.5, 18.125)"
07-01-2023 09:50:13.861752,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.0, 3.7941176470588234)","(4.2, 4.4, 4.235)","(13.0, 27.0, 24.25)","(5.5, 10.0, 10.024000000000001)","(13.0, 23.0, 22.473684210526315)","(9.0, 19.0, 18.125)"
07-01-2023 09:50:15.214640,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 66.07142857142857)","(3.1, 4.0, 3.75)","(4.2, 4.4, 4.235)","(13.0, 27.0, 24.25)","(5.5, 10.5, 10.042307692307693)","(13.0, 23.0, 21.5)","(9.0, 19.0, 18.125)"
07-01-2023 09:50:16.625590,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 65.0)","(3.1, 4.0, 3.75)","(4.2, 4.4, 4.235)","(13.0, 27.0, 24.25)","(5.5, 10.5, 10.042307692307693)","(13.0, 23.0, 22.2)","(9.0, 19.0, 18.125)"
07-01-2023 09:50:17.940602,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 65.0)","(3.1, 4.0, 3.7941176470588234)","(4.2, 4.4, 4.235)","(13.0, 27.0, 24.25)","(5.5, 10.5, 10.042307692307693)","(13.0, 23.0, 22.2)","(9.0, 19.0, 18.125)"
07-01-2023 09:50:19.309566,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.7941176470588234)","(4.2, 4.4, 4.235)","(13.0, 27.0, 25.40909090909091)","(5.5, 10.5, 10.125)","(13.0, 23.0, 22.2)","(9.0, 19.0, 19.666666666666668)"
07-01-2023 09:50:20.635500,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.7941176470588234)","(4.2, 4.4, 4.235)","(13.0, 27.0, 24.958333333333336)","(5.5, 10.5, 10.128571428571428)","(13.0, 23.0, 22.2)","(9.0, 20.0, 19.666666666666668)"
07-01-2023 09:50:22.000253,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.857142857142857)","(4.2, 4.4, 4.235)","(13.0, 27.0, 24.958333333333336)","(5.5, 10.5, 10.24)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.823529411764707)"
07-01-2023 09:50:23.286806,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.857142857142857)","(4.2, 4.4, 4.235)","(13.0, 27.0, 24.958333333333336)","(5.5, 10.5, 10.28)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:24.442614,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.857142857142857)","(4.2, 4.4, 4.235)","(13.0, 27.0, 24.958333333333336)","(5.5, 10.5, 10.3625)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:25.661619,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.7142857142857144)","(4.2, 4.4, 4.235)","(13.0, 27.0, 25.40909090909091)","(5.5, 10.5, 10.3625)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:26.960946,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.7777777777777777)","(4.2, 4.4, 4.235)","(13.0, 27.0, 25.40909090909091)","(5.5, 10.5, 10.336363636363636)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:28.213948,"(3.6, 4.8, 4.18125)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.857142857142857)","(4.2, 4.4, 4.216666666666667)","(13.0, 27.0, 25.40909090909091)","(5.5, 10.5, 10.2)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:29.509419,"(3.6, 4.8, 4.307894736842106)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.756521739130435)","(4.2, 4.4, 4.216666666666667)","(13.0, 27.0, 25.40909090909091)","(5.5, 10.5, 10.15)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:30.865781,"(3.6, 4.8, 4.307894736842106)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.8)","(4.2, 4.4, 4.216666666666667)","(13.0, 27.0, 25.40909090909091)","(5.5, 10.5, 10.266666666666667)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:32.084020,"(3.6, 4.8, 4.307894736842106)","(21.0, 95.0, 62.85714285714286)","(3.1, 4.0, 3.845)","(4.2, 4.4, 4.216666666666667)","(13.0, 27.0, 25.157894736842106)","(5.5, 10.5, 10.266666666666667)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:33.272802,"(3.6, 4.8, 4.307894736842106)","(21.0, 95.0, 82.0)","(3.1, 3.95, 3.522222222222222)","(4.2, 4.4, 4.216666666666667)","(13.0, 27.0, 23.25)","(5.5, 10.5, 10.89090909090909)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:34.498155,"(3.6, 4.8, 4.307894736842106)","(21.0, 90.0, 62.30769230769231)","(3.1, 3.9, 3.5318181818181817)","(4.2, 4.4, 4.216666666666667)","(13.0, 27.0, 24.272727272727273)","(5.5, 11.0, 11.142857142857142)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:35.756192,"(3.6, 4.8, 4.25)","(21.0, 95.0, 63.84615384615385)","(3.1, 3.85, 3.5318181818181817)","(4.2, 4.4, 4.216666666666667)","(13.0, 27.0, 23.875)","(5.5, 12.0, 12.0)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:36.997190,"(3.6, 4.8, 4.25)","(21.0, 95.0, 62.85714285714286)","(3.1, 3.85, 3.5318181818181817)","(4.2, 4.4, 4.235)","(13.0, 27.0, 24.5)","(5.5, 12.5, 12.0)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:38.256955,"(3.6, 4.8, 4.25)","(21.0, 95.0, 62.85714285714286)","(3.1, 3.85, 3.5318181818181817)","(4.2, 4.4, 4.18)","(13.0, 27.0, 25.214285714285715)","(5.5, 12.5, 12.0)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:39.503680,"(3.6, 4.7, 4.1521739130434785)","(21.0, 95.0, 62.85714285714286)","(3.1, 3.85, 3.5318181818181817)","(4.2, 4.4, 4.235)","(13.0, 27.0, 25.214285714285715)","(5.5, 12.5, 12.0)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.285714285714285)"
07-01-2023 09:50:40.607925,"(3.6, 4.6, 4.5)","(21.0, 95.0, 62.85714285714286)","(3.1, 3.85, 3.5318181818181817)","(4.2, 4.4, 4.18)","(13.0, 27.0, 25.214285714285715)","(5.5, 12.5, 12.0)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.526315789473685)"
07-01-2023 09:50:41.872043,"(3.6, 4.6, 4.5)","(21.0, 95.0, 62.85714285714286)","(3.1, 3.85, 3.5318181818181817)","(4.2, 4.4, 4.228571428571429)","(13.0, 27.0, 25.214285714285715)","(5.5, 12.5, 12.0)","(13.0, 23.0, 22.2)","(9.0, 20.0, 18.526315789473685)"
07-01-2023 09:50:43.052126,"(3.6, 4.6, 4.5)","(21.0, 95.0, 62.85714285714286)","(3.1, 3.85, 3.5318181818181817)","(4.0, 4.4, 4.228571428571429)","(13.0, 27.0, 27.4)","(6.0, 12.5, 12.0)","(14.0, 23.0, 22.2)","(10.0, 20.0, 19.2)"
