,Klimt Ride,Cherrys Cross,Sloe Gin Biz,Smoozer,Plunk,Sparkling Shire,Shea D Capture,Red Devolution,Cryptic Code
05-01-2023 13:13:26.774042,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.879999999999999)","(2.1, 2.68, 2.5586206896551724)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.4, 6.325)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:13:28.165141,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.68, 2.5586206896551724)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.4, 6.325)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:13:29.451340,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.68, 2.6180000000000003)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.4, 6.325)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:13:30.758596,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.66, 2.6180000000000003)","(13.0, 25.0, 23.0)","(4.4, 6.4, 6.325)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:13:31.977603,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.66, 2.5744444444444445)","(13.0, 25.0, 23.0)","(4.4, 6.4, 6.325)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:13:33.237964,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.66, 2.568372093023256)","(13.0, 25.0, 23.0)","(4.4, 6.4, 6.325)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:13:34.607685,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.64, 2.568372093023256)","(13.0, 25.0, 23.0)","(4.4, 6.4, 6.444444444444445)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:13:36.032838,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.64, 2.568372093023256)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:13:37.311716,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.64, 2.568372093023256)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 20.857142857142858)"
05-01-2023 13:13:38.592435,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.64, 2.568372093023256)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.324324324324325)","(11.0, 29.0, 20.857142857142858)"
05-01-2023 13:13:39.871254,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.64, 2.5142857142857142)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.413793103448276)","(11.0, 29.0, 20.857142857142858)"
05-01-2023 13:13:41.162225,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.64, 2.5142857142857142)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.413793103448276)","(11.0, 29.0, 20.857142857142858)"
05-01-2023 13:13:42.529210,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.64, 2.499591836734694)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.413793103448276)","(11.0, 29.0, 20.857142857142858)"
05-01-2023 13:13:43.962404,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.64, 2.5325)","(13.0, 25.0, 23.636363636363637)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.413793103448276)","(11.0, 29.0, 20.857142857142858)"
05-01-2023 13:13:45.321446,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.62, 2.5325)","(14.0, 25.0, 23.0)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.413793103448276)","(11.0, 29.0, 20.857142857142858)"
05-01-2023 13:13:46.807329,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.62, 2.505714285714286)","(14.0, 25.0, 23.0)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.413793103448276)","(11.0, 29.0, 20.857142857142858)"
05-01-2023 13:13:48.137411,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.0)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.413793103448276)","(11.0, 29.0, 21.735294117647058)"
05-01-2023 13:13:49.529285,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.0)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.3)","(11.0, 29.0, 21.735294117647058)"
05-01-2023 13:13:50.723041,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.0)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.735294117647058)"
05-01-2023 13:13:51.933285,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.0)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.735294117647058)"
05-01-2023 13:13:53.154350,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.863636363636363)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.0)","(4.4, 6.8, 6.5)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.735294117647058)"
05-01-2023 13:13:54.418531,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.571428571428571)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.0)","(4.4, 6.8, 6.65)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.735294117647058)"
05-01-2023 13:13:56.012119,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.714285714285714)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.285714285714285)","(4.4, 6.8, 6.65)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.735294117647058)"
05-01-2023 13:13:57.353750,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.714285714285714)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.285714285714285)","(4.4, 6.8, 6.65)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.30952380952381)"
05-01-2023 13:13:58.652851,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.714285714285714)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.285714285714285)","(4.4, 6.8, 6.65)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.30952380952381)"
05-01-2023 13:14:00.191650,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.714285714285714)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.285714285714285)","(4.4, 6.8, 6.65)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.30952380952381)"
05-01-2023 13:14:01.769081,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.846153846153847)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.285714285714285)","(4.4, 6.8, 6.65)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.30952380952381)"
05-01-2023 13:14:03.161269,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.846153846153847)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.90909090909091)","(4.4, 6.8, 6.65)","(6.5, 7.6, 7.25)","(11.0, 29.0, 20.925)"
05-01-2023 13:14:04.687794,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.875)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.2)","(4.4, 6.8, 6.684615384615385)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.30952380952381)"
05-01-2023 13:14:05.960815,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.875)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 6.8, 7.04)","(6.5, 7.6, 7.25)","(11.0, 29.0, 21.30952380952381)"
05-01-2023 13:14:07.264838,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 29.0, 23.27777777777778)"
05-01-2023 13:14:08.656951,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:09.958646,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:11.143273,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:12.384519,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:13.839311,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:15.224742,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:16.551681,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:17.820851,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 28.0, 23.72222222222222)"
05-01-2023 13:14:19.041810,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:14:20.168392,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:14:21.536121,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.636363636363637)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:14:22.775006,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 25.0, 23.2)","(4.4, 7.4, 7.295652173913044)","(6.5, 7.6, 7.25)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:14:24.011821,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:14:25.222284,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.8)","(2.1, 2.6, 2.472)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:14:26.379609,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.882352941176471)","(2.1, 2.6, 2.5209756097560976)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25)","(11.0, 29.0, 23.72222222222222)"
05-01-2023 13:14:27.560547,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.9375)","(2.1, 2.6, 2.575555555555556)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 29.0, 21.5)"
05-01-2023 13:14:28.635422,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.9375)","(2.1, 2.58, 2.575555555555556)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 29.0, 21.5)"
05-01-2023 13:14:29.777828,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.9375)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 29.0, 21.5)"
05-01-2023 13:14:31.015370,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.9375)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 29.0, 21.5)"
05-01-2023 13:14:32.210923,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.9375)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 29.0, 21.5)"
05-01-2023 13:14:33.507773,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.9375)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 29.0, 21.5)"
05-01-2023 13:14:34.738160,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.9375)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 29.0, 21.5)"
05-01-2023 13:14:35.971832,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 11.9375)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 29.0, 25.166666666666668)"
05-01-2023 13:14:37.179363,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.0, 12.125)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:38.361223,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.18421052631579)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.25531914893617)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:39.530518,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.18421052631579)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.6, 7.272727272727273)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:40.671636,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.18421052631579)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.272727272727273)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:41.840189,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.18421052631579)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.272727272727273)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:43.025833,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.18421052631579)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.272727272727273)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:44.582156,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.055555555555555)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.272727272727273)","(11.0, 28.0, 23.27777777777778)"
05-01-2023 13:14:45.932104,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.233333333333333)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.272727272727273)","(11.0, 28.0, 24.25)"
05-01-2023 13:14:47.141302,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.233333333333333)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.272727272727273)","(11.0, 28.0, 22.15)"
05-01-2023 13:14:48.427122,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.233333333333333)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.272727272727273)","(11.0, 28.0, 22.15)"
05-01-2023 13:14:49.862702,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.233333333333333)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 22.15)"
05-01-2023 13:14:51.170251,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.233333333333333)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 22.15)"
05-01-2023 13:14:52.451204,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.233333333333333)","(2.1, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 22.15)"
05-01-2023 13:14:54.020009,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.233333333333333)","(2.05, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 22.15)"
05-01-2023 13:14:55.417219,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.277777777777779)","(2.05, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 22.15)"
05-01-2023 13:14:56.854855,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.277777777777779)","(2.05, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 25.22222222222222)"
05-01-2023 13:14:58.222075,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.277777777777779)","(2.05, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 27.0, 24.25)"
05-01-2023 13:14:59.555470,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.277777777777779)","(2.05, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 24.25)"
05-01-2023 13:15:00.857815,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.277777777777779)","(2.05, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 24.25)"
05-01-2023 13:15:02.051633,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.277777777777779)","(2.05, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 24.25)"
05-01-2023 13:15:03.272617,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.346153846153847)","(2.05, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 24.25)"
05-01-2023 13:15:04.435525,"(16.0, 27.0, 23.785714285714285)","(14.0, 36.0, 28.8)","(6.5, 12.5, 12.2)","(7.5, 12.5, 12.346153846153847)","(2.05, 2.58, 2.5644444444444443)","(14.0, 24.0, 23.2)","(4.4, 7.4, 7.133333333333334)","(6.5, 7.4, 7.296296296296297)","(11.0, 28.0, 24.25)"
