,Skedaddle Shelly,Always Done,Black Redeemer,Valencia Bale,Winry Bale,Revolver Twist,Tick It Off,Kick It Home
11,"[datetime.datetime(2022, 11, 28, 18, 4, 40, 886327), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 886327), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 886327), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 886327), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 886327), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 886327), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 886327), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 40, 886327), 4.4, 8.2]"
12,"[datetime.datetime(2022, 11, 28, 18, 4, 42, 70590), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 70590), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 70590), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 70590), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 70590), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 70590), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 70590), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 42, 70590), 4.4, 8.2]"
13,"[datetime.datetime(2022, 11, 28, 18, 4, 43, 241979), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 241979), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 241979), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 241979), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 241979), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 241979), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 241979), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 43, 241979), 4.4, 8.2]"
14,"[datetime.datetime(2022, 11, 28, 18, 4, 44, 411321), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 44, 411321), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 44, 411321), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 44, 411321), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 44, 411321), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 44, 411321), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 44, 411321), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 44, 411321), 4.4, 8.2]"
15,"[datetime.datetime(2022, 11, 28, 18, 4, 45, 574469), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 574469), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 574469), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 574469), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 574469), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 574469), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 574469), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 45, 574469), 4.4, 8.2]"
16,"[datetime.datetime(2022, 11, 28, 18, 4, 46, 745907), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 745907), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 745907), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 745907), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 745907), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 745907), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 745907), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 46, 745907), 4.4, 8.2]"
17,"[datetime.datetime(2022, 11, 28, 18, 4, 47, 922407), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 922407), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 922407), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 922407), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 922407), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 922407), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 922407), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 47, 922407), 4.4, 8.2]"
18,"[datetime.datetime(2022, 11, 28, 18, 4, 49, 80272), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 80272), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 80272), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 80272), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 80272), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 80272), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 80272), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 49, 80272), 4.4, 8.2]"
19,"[datetime.datetime(2022, 11, 28, 18, 4, 50, 243169), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 243169), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 243169), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 243169), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 243169), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 243169), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 243169), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 50, 243169), 4.4, 8.2]"
20,"[datetime.datetime(2022, 11, 28, 18, 4, 51, 389040), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 51, 389040), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 51, 389040), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 51, 389040), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 51, 389040), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 51, 389040), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 51, 389040), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 51, 389040), 4.4, 8.2]"
21,"[datetime.datetime(2022, 11, 28, 18, 4, 52, 579484), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 579484), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 579484), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 579484), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 579484), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 579484), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 579484), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 52, 579484), 4.4, 8.2]"
22,"[datetime.datetime(2022, 11, 28, 18, 4, 53, 762286), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 762286), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 762286), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 762286), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 762286), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 762286), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 762286), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 53, 762286), 4.4, 8.2]"
23,"[datetime.datetime(2022, 11, 28, 18, 4, 54, 929063), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 929063), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 929063), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 929063), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 929063), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 929063), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 929063), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 54, 929063), 4.4, 8.2]"
24,"[datetime.datetime(2022, 11, 28, 18, 4, 56, 90006), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 90006), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 90006), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 90006), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 90006), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 90006), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 90006), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 56, 90006), 4.4, 8.2]"
25,"[datetime.datetime(2022, 11, 28, 18, 4, 57, 298404), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 298404), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 298404), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 298404), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 298404), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 298404), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 298404), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 57, 298404), 4.4, 8.2]"
26,"[datetime.datetime(2022, 11, 28, 18, 4, 58, 493027), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 493027), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 493027), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 493027), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 493027), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 493027), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 493027), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 58, 493027), 4.4, 8.2]"
27,"[datetime.datetime(2022, 11, 28, 18, 4, 59, 695502), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 695502), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 695502), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 695502), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 695502), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 695502), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 695502), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 4, 59, 695502), 4.4, 8.2]"
28,"[datetime.datetime(2022, 11, 28, 18, 5, 0, 857526), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 857526), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 857526), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 857526), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 857526), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 857526), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 857526), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 0, 857526), 4.4, 8.2]"
29,"[datetime.datetime(2022, 11, 28, 18, 5, 2, 32501), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 32501), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 32501), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 32501), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 32501), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 32501), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 32501), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 2, 32501), 4.4, 8.2]"
30,"[datetime.datetime(2022, 11, 28, 18, 5, 3, 194753), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 194753), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 194753), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 194753), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 194753), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 194753), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 194753), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 3, 194753), 4.4, 8.2]"
31,"[datetime.datetime(2022, 11, 28, 18, 5, 4, 356041), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 356041), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 356041), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 356041), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 356041), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 356041), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 356041), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 4, 356041), 4.4, 8.2]"
32,"[datetime.datetime(2022, 11, 28, 18, 5, 5, 504135), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 504135), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 504135), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 504135), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 504135), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 504135), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 504135), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 5, 504135), 4.4, 8.2]"
33,"[datetime.datetime(2022, 11, 28, 18, 5, 6, 660095), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 660095), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 660095), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 660095), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 660095), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 660095), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 660095), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 6, 660095), 4.4, 8.2]"
34,"[datetime.datetime(2022, 11, 28, 18, 5, 7, 826837), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 826837), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 826837), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 826837), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 826837), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 826837), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 826837), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 7, 826837), 4.4, 8.2]"
35,"[datetime.datetime(2022, 11, 28, 18, 5, 9, 5124), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 5124), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 5124), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 5124), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 5124), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 5124), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 5124), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 9, 5124), 4.4, 8.2]"
36,"[datetime.datetime(2022, 11, 28, 18, 5, 10, 210235), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 10, 210235), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 10, 210235), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 10, 210235), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 10, 210235), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 10, 210235), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 10, 210235), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 10, 210235), 4.4, 8.2]"
37,"[datetime.datetime(2022, 11, 28, 18, 5, 11, 380272), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 380272), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 380272), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 380272), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 380272), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 380272), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 380272), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 11, 380272), 4.4, 8.2]"
38,"[datetime.datetime(2022, 11, 28, 18, 5, 12, 533137), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 533137), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 533137), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 533137), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 533137), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 533137), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 533137), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 12, 533137), 4.4, 8.2]"
39,"[datetime.datetime(2022, 11, 28, 18, 5, 13, 674108), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 674108), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 674108), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 674108), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 674108), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 674108), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 674108), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 5, 13, 674108), 4.4, 8.2]"
