,Toms The One,Ravioli,Senorita Bonita,Sketchy Comrade,Greek Inquisitor,Lenny Boy,Mazy Girl,Perpetual
15-12-2022 14:07:56.162264,"(2.5, 2.64, 2.604)","(3.7, 5.3, 5.133333333333333)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 167.5)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:57.604035,"(2.5, 2.64, 2.5971428571428574)","(3.7, 5.3, 5.033333333333333)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.83333333333331)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:59.249581,"(2.5, 2.64, 2.604)","(3.7, 5.3, 5.033333333333333)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.83333333333331)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:00.389500,"(2.5, 2.64, 2.604)","(3.7, 5.3, 5.033333333333333)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.83333333333331)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:01.586405,"(2.5, 2.62, 2.608235294117647)","(3.7, 5.3, 5.033333333333333)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.83333333333331)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:02.805425,"(2.5, 2.64, 2.606666666666667)","(3.7, 5.3, 5.033333333333333)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 175.51724137931035)","(41.0, 350.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:04.137252,"(2.5, 2.64, 2.606666666666667)","(3.7, 5.3, 5.0875)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 175.51724137931035)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:05.385975,"(2.5, 2.64, 2.606666666666667)","(3.7, 5.2, 5.114285714285715)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 175.51724137931035)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:06.645044,"(2.5, 2.64, 2.6109677419354838)","(3.7, 5.2, 5.0285714285714285)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 175.51724137931035)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:08.110343,"(2.5, 2.64, 2.6100000000000003)","(3.7, 5.2, 5.0285714285714285)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 175.51724137931035)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:09.639583,"(2.5, 2.64, 2.6208510638297873)","(3.7, 5.2, 5.0285714285714285)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 175.51724137931035)","(41.0, 360.0, 199.25925925925924)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:10.879014,"(2.5, 2.64, 2.6208510638297873)","(3.7, 5.2, 5.033333333333333)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 175.51724137931035)","(41.0, 360.0, 199.25925925925924)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:12.180564,"(2.5, 2.64, 2.611875)","(3.7, 5.3, 5.128571428571428)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 175.51724137931035)","(41.0, 360.0, 199.25925925925924)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:13.275222,"(2.5, 2.64, 2.611875)","(3.7, 5.3, 5.128571428571428)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 175.51724137931035)","(41.0, 360.0, 199.25925925925924)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:14.406893,"(2.5, 2.64, 2.617777777777778)","(3.7, 5.3, 5.1499999999999995)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 175.51724137931035)","(41.0, 360.0, 199.25925925925924)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:15.480664,"(2.5, 2.62, 2.610909090909091)","(3.7, 5.3, 5.225)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 172.5)","(41.0, 360.0, 199.25925925925924)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:16.961245,"(2.5, 2.62, 2.610909090909091)","(3.7, 5.3, 5.225)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 172.5)","(41.0, 360.0, 199.25925925925924)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:18.069048,"(2.5, 2.62, 2.611304347826087)","(3.7, 5.3, 5.225)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 170.0)","(41.0, 360.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:19.195603,"(2.5, 2.62, 2.611304347826087)","(3.7, 5.3, 5.225)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 170.0)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:20.548573,"(2.5, 2.62, 2.6006060606060606)","(3.7, 5.3, 5.263636363636364)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 170.0)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:21.789072,"(2.5, 2.62, 2.6006060606060606)","(3.7, 5.4, 5.263636363636364)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 170.0)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:23.020210,"(2.5, 2.62, 2.598666666666667)","(3.7, 5.4, 5.328571428571429)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.58823529411765)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:24.237500,"(2.5, 2.6, 2.5947368421052635)","(3.7, 5.4, 5.328571428571429)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.58823529411765)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:25.450530,"(2.5, 2.6, 2.5947368421052635)","(3.7, 5.7, 5.366666666666667)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.58823529411765)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:26.560296,"(2.5, 2.6, 2.5923076923076924)","(3.7, 5.7, 5.366666666666667)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.58823529411765)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:27.699050,"(2.5, 2.6, 2.5923076923076924)","(3.7, 5.7, 5.366666666666667)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.58823529411765)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:28.983633,"(2.5, 2.6, 2.5923076923076924)","(3.7, 5.7, 5.288888888888889)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.58823529411765)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:30.045073,"(2.5, 2.6, 2.5923076923076924)","(3.7, 5.6, 5.288888888888889)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.58823529411765)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:31.076144,"(2.5, 2.6, 2.592)","(3.7, 5.6, 5.25)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 240.58823529411765)","(41.0, 350.0, 251.66666666666666)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:32.124717,"(2.5, 2.64, 2.6340000000000003)","(3.7, 5.6, 5.444444444444445)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 250.0, 175.0)","(41.0, 350.0, 170.08695652173913)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:33.231583,"(2.5, 2.62, 2.6142857142857143)","(3.7, 5.6, 5.3374999999999995)","(4.0, 6.2, 5.966666666666667)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:34.414771,"(2.5, 2.62, 2.6142857142857143)","(3.7, 5.6, 5.4363636363636365)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 158.0)","(41.0, 360.0, 104.70588235294117)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:35.559838,"(2.5, 2.64, 2.637272727272727)","(3.7, 5.6, 5.4363636363636365)","(4.0, 6.2, 5.865217391304348)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:36.830386,"(2.5, 2.64, 2.637272727272727)","(3.8, 5.6, 5.4363636363636365)","(4.2, 6.2, 5.98695652173913)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:38.043254,"(2.5, 2.62, 2.6180000000000003)","(3.8, 5.7, 5.442857142857143)","(4.2, 6.2, 6.0600000000000005)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:39.133633,"(2.5, 2.62, 2.6180000000000003)","(3.8, 5.7, 5.442857142857143)","(4.2, 6.2, 6.072727272727273)","(13.0, 24.0, 20.923076923076923)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.5, 10.5)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:40.325257,"(2.5, 2.62, 2.6180000000000003)","(3.8, 5.7, 5.61578947368421)","(4.2, 6.2, 5.88)","(13.0, 24.0, 19.666666666666668)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.0, 10.4)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:41.452874,"(2.5, 2.62, 2.6180000000000003)","(3.8, 5.7, 5.4750000000000005)","(4.2, 6.2, 5.88)","(13.0, 24.0, 19.88888888888889)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.0, 10.4)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:42.686425,"(2.5, 2.62, 2.6163636363636367)","(3.8, 5.7, 5.4750000000000005)","(4.2, 6.2, 5.88)","(13.0, 23.0, 19.88888888888889)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.0, 10.4)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:43.954428,"(2.5, 2.62, 2.6163636363636367)","(3.8, 5.7, 5.4750000000000005)","(4.2, 6.2, 5.92)","(13.0, 23.0, 19.88888888888889)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.0, 10.4)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:45.195500,"(2.5, 2.62, 2.611111111111111)","(3.8, 5.7, 5.4750000000000005)","(4.2, 6.4, 5.92)","(13.0, 23.0, 19.88888888888889)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.0, 10.833333333333334)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:46.265115,"(2.5, 2.6, 2.5975)","(3.8, 5.7, 5.4750000000000005)","(4.2, 6.4, 6.036363636363636)","(13.0, 23.0, 19.88888888888889)","(41.0, 260.0, 158.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.0, 10.833333333333334)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:47.375874,"(2.5, 2.6, 2.5975)","(3.8, 5.7, 5.4750000000000005)","(4.2, 6.4, 6.036363636363636)","(13.0, 23.0, 19.88888888888889)","(41.0, 260.0, 235.45454545454544)","(41.0, 360.0, 319.8)","(8.0, 11.0, 10.833333333333334)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:48.371523,"(2.5, 2.6, 2.5975)","(3.8, 5.7, 5.635714285714286)","(4.2, 6.4, 6.2)","(13.0, 23.0, 19.88888888888889)","(41.0, 250.0, 172.5)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.833333333333334)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:49.469631,"(2.5, 2.6, 2.5975)","(3.8, 5.6, 5.529411764705882)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.571428571428573)","(41.0, 250.0, 172.5)","(41.0, 350.0, 250.0)","(8.0, 11.5, 11.065217391304348)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:50.598466,"(2.5, 2.6, 2.5975)","(3.8, 5.6, 5.504761904761905)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.571428571428573)","(41.0, 250.0, 172.5)","(41.0, 350.0, 250.0)","(8.0, 11.5, 10.75)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:51.755810,"(2.5, 2.6, 2.5975)","(3.8, 5.6, 5.529411764705882)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.42105263157895)","(41.0, 250.0, 172.5)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.75)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:52.970091,"(2.5, 2.62, 2.5903703703703704)","(3.8, 5.6, 5.506666666666667)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.4)","(41.0, 250.0, 172.5)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.011764705882353)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:54.128498,"(2.5, 2.62, 2.5903703703703704)","(3.8, 5.7, 5.571428571428572)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.4)","(41.0, 250.0, 172.5)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.011764705882353)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:55.179916,"(2.5, 2.62, 2.5903703703703704)","(3.8, 5.7, 5.571428571428572)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.4)","(41.0, 250.0, 172.5)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.011764705882353)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:56.197565,"(2.5, 2.62, 2.5903703703703704)","(3.8, 5.7, 5.571428571428572)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.4)","(41.0, 250.0, 172.5)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.236363636363636)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:57.297405,"(2.5, 2.62, 2.5903703703703704)","(3.8, 5.7, 5.526315789473684)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.4)","(41.0, 250.0, 237.08333333333331)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.236363636363636)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:58.456080,"(2.5, 2.62, 2.5903703703703704)","(3.8, 5.6, 5.5)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.4)","(41.0, 250.0, 237.08333333333331)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.236363636363636)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:08:59.640499,"(2.5, 2.62, 2.5903703703703704)","(3.8, 5.6, 5.5)","(4.2, 6.4, 6.258823529411765)","(13.0, 23.0, 19.4)","(41.0, 250.0, 237.08333333333331)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.236363636363636)","(6.5, 10.5, 9.28421052631579)"
15-12-2022 14:09:00.812210,"(2.5, 2.62, 2.615555555555556)","(3.8, 5.6, 5.5)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.4)","(41.0, 250.0, 237.08333333333331)","(41.0, 350.0, 250.0)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.24)"
15-12-2022 14:09:02.098778,"(2.5, 2.68, 2.677857142857143)","(3.8, 5.6, 5.5)","(4.2, 6.4, 6.20952380952381)","(13.0, 23.0, 19.4)","(41.0, 250.0, 161.0)","(41.0, 350.0, 170.08695652173913)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.24)"
15-12-2022 14:09:03.457818,"(2.5, 2.68, 2.6714285714285717)","(3.8, 5.5, 5.466666666666667)","(4.2, 6.4, 6.218181818181819)","(13.0, 23.0, 19.4)","(41.0, 260.0, 161.0)","(41.0, 360.0, 170.08695652173913)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.354545454545455)"
15-12-2022 14:09:04.547176,"(2.5, 2.7, 2.68)","(3.8, 5.1, 4.904790419161677)","(4.2, 6.4, 6.218181818181819)","(13.0, 23.0, 19.4)","(41.0, 260.0, 161.0)","(41.0, 360.0, 68.8)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.354545454545455)"
15-12-2022 14:09:05.543259,"(2.5, 2.72, 2.706666666666667)","(3.8, 5.0, 4.859999999999999)","(4.2, 6.6, 6.466666666666667)","(13.0, 23.0, 19.4)","(41.0, 260.0, 161.0)","(41.0, 360.0, 68.8)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.354545454545455)"
15-12-2022 14:09:06.626074,"(2.5, 2.72, 2.6900000000000004)","(3.8, 5.0, 4.8428571428571425)","(4.2, 6.6, 6.529411764705882)","(13.0, 23.0, 19.4)","(41.0, 260.0, 161.0)","(41.0, 360.0, 68.8)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.354545454545455)"
15-12-2022 14:09:07.714718,"(2.5, 2.68, 2.6733333333333333)","(3.8, 5.0, 4.8428571428571425)","(4.2, 7.0, 6.529411764705882)","(13.0, 23.0, 19.4)","(41.0, 260.0, 163.75)","(41.0, 360.0, 68.8)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.354545454545455)"
15-12-2022 14:09:08.882980,"(2.5, 2.68, 2.67)","(3.8, 5.0, 4.885714285714285)","(4.2, 7.0, 6.6000000000000005)","(13.0, 23.0, 19.4)","(41.0, 260.0, 163.75)","(41.0, 360.0, 68.8)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.354545454545455)"
15-12-2022 14:09:10.014549,"(2.5, 2.68, 2.67)","(3.8, 5.0, 4.9)","(4.2, 7.0, 6.6000000000000005)","(13.0, 23.0, 19.4)","(41.0, 260.0, 163.75)","(41.0, 360.0, 68.85714285714286)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.354545454545455)"
15-12-2022 14:09:11.133159,"(2.5, 2.66, 2.6550000000000002)","(3.8, 5.0, 4.9)","(4.2, 7.0, 6.625)","(13.0, 23.0, 19.4)","(41.0, 260.0, 121.47058823529412)","(41.0, 340.0, 80.44444444444444)","(8.0, 11.0, 10.236363636363636)","(6.5, 9.8, 9.354545454545455)"
15-12-2022 14:09:12.212919,"(2.5, 2.68, 2.67)","(3.8, 5.0, 4.9)","(4.2, 7.0, 6.625)","(13.0, 23.0, 19.4)","(41.0, 140.0, 121.47058823529412)","(41.0, 340.0, 66.25)","(8.0, 11.0, 10.485714285714286)","(6.5, 9.8, 9.275)"
15-12-2022 14:09:13.236618,"(2.5, 2.8, 2.7984158415841582)","(3.8, 5.0, 4.916666666666667)","(4.2, 7.0, 6.76)","(13.0, 23.0, 19.4)","(41.0, 140.0, 121.47058823529412)","(41.0, 340.0, 66.25)","(8.0, 11.0, 10.4)","(6.5, 9.8, 8.952941176470588)"
15-12-2022 14:09:14.329084,"(2.5, 2.8, 2.796923076923077)","(3.8, 5.0, 4.909090909090909)","(4.2, 7.0, 6.76)","(13.0, 23.0, 19.5)","(41.0, 140.0, 121.47058823529412)","(41.0, 340.0, 66.25)","(8.0, 11.0, 10.4)","(6.5, 9.8, 8.952941176470588)"
15-12-2022 14:09:15.476546,"(2.5, 2.8, 2.7600000000000002)","(3.8, 5.0, 4.923076923076923)","(4.2, 7.0, 6.76)","(13.0, 23.0, 19.5)","(41.0, 140.0, 121.47058823529412)","(41.0, 340.0, 66.25)","(8.0, 11.0, 10.4)","(6.5, 9.8, 8.952941176470588)"
15-12-2022 14:09:16.668356,"(2.5, 2.8, 2.7600000000000002)","(3.8, 5.0, 4.909090909090909)","(4.2, 7.0, 6.76)","(13.0, 23.0, 19.5)","(41.0, 140.0, 121.47058823529412)","(41.0, 340.0, 66.25)","(8.0, 11.0, 10.25)","(6.5, 9.8, 8.952941176470588)"
15-12-2022 14:09:17.832223,"(2.5, 2.78, 2.778965517241379)","(3.8, 5.0, 4.909090909090909)","(4.2, 7.0, 6.76)","(13.0, 23.0, 19.5)","(41.0, 140.0, 121.47058823529412)","(41.0, 340.0, 66.13333333333333)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.8, 9.507692307692308)"
15-12-2022 14:09:18.934867,"(2.5, 2.86, 2.846)","(3.8, 5.0, 4.833333333333333)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 140.0, 121.47058823529412)","(41.0, 320.0, 66.13333333333333)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.6, 9.507692307692308)"
15-12-2022 14:09:19.949999,"(2.5, 2.78, 2.774)","(3.8, 5.0, 4.833333333333333)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 140.0, 115.45454545454545)","(41.0, 290.0, 138.75)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.4, 9.323076923076924)"
15-12-2022 14:09:21.004075,"(2.5, 2.76, 2.756)","(3.8, 5.0, 4.833333333333333)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 140.0, 115.45454545454545)","(41.0, 290.0, 84.3)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.4, 9.323076923076924)"
15-12-2022 14:09:22.081898,"(2.5, 2.76, 2.756)","(3.8, 5.0, 4.925)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 120.0, 110.625)","(41.0, 290.0, 61.44444444444444)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.4, 9.323076923076924)"
15-12-2022 14:09:23.195527,"(2.5, 2.76, 2.756)","(3.8, 5.0, 4.946428571428571)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 120.0, 110.625)","(41.0, 290.0, 61.44444444444444)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.4, 9.177777777777777)"
15-12-2022 14:09:24.282536,"(2.5, 2.76, 2.756)","(3.8, 5.0, 4.833333333333333)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 120.0, 110.625)","(41.0, 290.0, 61.44444444444444)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.4, 8.938461538461539)"
15-12-2022 14:09:25.406751,"(2.5, 2.76, 2.754285714285714)","(3.8, 5.0, 4.833333333333333)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 120.0, 110.625)","(41.0, 290.0, 61.44444444444444)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.4, 8.938461538461539)"
15-12-2022 14:09:26.436074,"(2.5, 2.76, 2.754285714285714)","(3.8, 5.0, 4.833333333333333)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 120.0, 110.625)","(41.0, 290.0, 61.44444444444444)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.4, 8.938461538461539)"
15-12-2022 14:09:27.447077,"(2.5, 2.76, 2.754285714285714)","(3.8, 5.0, 4.905263157894737)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 120.0, 110.625)","(41.0, 290.0, 104.78260869565217)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.4, 8.938461538461539)"
15-12-2022 14:09:28.533896,"(2.5, 2.78, 2.7725)","(3.8, 5.0, 4.861538461538461)","(4.2, 7.0, 6.714285714285714)","(13.0, 23.0, 20.333333333333332)","(41.0, 120.0, 110.625)","(41.0, 260.0, 104.78260869565217)","(8.0, 11.0, 10.166666666666666)","(6.5, 9.4, 9.066666666666666)"
15-12-2022 14:09:29.609576,"(2.5, 2.78, 2.7725)","(3.8, 5.0, 4.9)","(4.4, 7.0, 6.76)","(13.0, 23.0, 20.333333333333332)","(41.0, 120.0, 110.625)","(41.0, 260.0, 104.78260869565217)","(8.5, 11.0, 10.166666666666666)","(6.5, 9.2, 9.066666666666666)"
15-12-2022 14:09:30.723124,"(2.5, 2.78, 2.7725)","(3.8, 5.0, 4.958333333333333)","(4.4, 7.0, 6.76)","(13.0, 23.0, 20.333333333333332)","(41.0, 120.0, 110.625)","(41.0, 260.0, 104.78260869565217)","(8.5, 11.0, 10.166666666666666)","(6.5, 9.2, 9.066666666666666)"
