,Frosty Girl,Purple Flirt,Chidobe,Cracking Force,Winlock Lloyd,Authority,Starlight Blaze,Rubys Me Mum
04-01-2023 16:01:21.531219,"(7.0, 8.8, 8.65)","(8.5, 14.5, 13.961538461538462)","(10.0, 15.0, 14.653846153846153)","(2.25, 2.66, 2.6333333333333333)","(9.0, 13.5, 13.25)","(21.0, 70.0, 51.666666666666664)","(101.0, 530.0, 390.0)","(3.5, 3.85, 3.8403846153846155)"
04-01-2023 16:01:22.654595,"(7.0, 8.8, 8.35)","(8.5, 14.5, 13.961538461538462)","(10.0, 15.0, 14.653846153846153)","(2.25, 2.66, 2.6333333333333333)","(9.0, 13.5, 13.0)","(21.0, 70.0, 51.666666666666664)","(101.0, 530.0, 465.0)","(3.5, 3.85, 3.8403846153846155)"
04-01-2023 16:01:23.837246,"(7.0, 8.8, 8.35)","(8.5, 14.5, 13.961538461538462)","(10.0, 15.0, 14.653846153846153)","(2.25, 2.66, 2.6333333333333333)","(9.0, 13.5, 12.875)","(21.0, 70.0, 54.0)","(101.0, 610.0, 465.0)","(3.5, 3.85, 3.8403846153846155)"
04-01-2023 16:01:24.967544,"(7.0, 8.8, 8.35)","(8.5, 14.5, 14.033333333333333)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.6554716981132076)","(9.0, 13.5, 12.875)","(21.0, 70.0, 57.69230769230769)","(101.0, 610.0, 465.0)","(3.5, 3.85, 3.8777777777777778)"
04-01-2023 16:01:26.056246,"(7.0, 8.8, 8.35)","(8.5, 14.5, 13.722222222222221)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.6554716981132076)","(9.0, 13.5, 12.875)","(21.0, 70.0, 58.57142857142857)","(101.0, 610.0, 465.0)","(3.5, 3.9, 3.8482142857142856)"
04-01-2023 16:01:27.242184,"(7.0, 8.6, 8.5)","(8.5, 14.5, 13.722222222222221)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.638490566037736)","(9.0, 13.5, 12.875)","(21.0, 70.0, 58.57142857142857)","(101.0, 610.0, 465.0)","(3.5, 3.85, 3.8482142857142856)"
04-01-2023 16:01:28.348912,"(7.0, 8.4, 8.2)","(8.5, 14.5, 13.722222222222221)","(10.0, 15.0, 14.4375)","(2.25, 2.64, 2.6518644067796613)","(9.0, 13.5, 12.911764705882353)","(21.0, 70.0, 60.90909090909091)","(101.0, 610.0, 465.0)","(3.5, 3.85, 3.881818181818182)"
04-01-2023 16:01:29.531992,"(7.0, 8.4, 8.211764705882354)","(8.5, 14.5, 14.208333333333334)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.6353846153846154)","(9.0, 13.5, 12.911764705882353)","(21.0, 70.0, 58.57142857142857)","(101.0, 610.0, 465.0)","(3.5, 3.9, 3.881818181818182)"
04-01-2023 16:01:30.761132,"(7.0, 8.2, 8.155555555555555)","(8.5, 14.5, 14.208333333333334)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.6353846153846154)","(9.0, 13.5, 12.911764705882353)","(21.0, 70.0, 58.57142857142857)","(101.0, 610.0, 465.0)","(3.5, 3.9, 3.881818181818182)"
04-01-2023 16:01:31.892780,"(7.0, 8.2, 8.169230769230769)","(8.5, 14.5, 14.208333333333334)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.645)","(9.0, 13.5, 12.875)","(21.0, 70.0, 57.5)","(101.0, 610.0, 375.0)","(3.5, 3.9, 3.881818181818182)"
04-01-2023 16:01:33.077969,"(7.0, 8.2, 8.17142857142857)","(8.5, 14.5, 14.208333333333334)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.628888888888889)","(9.0, 13.5, 12.875)","(21.0, 70.0, 57.5)","(101.0, 600.0, 416.6666666666667)","(3.4, 3.9, 3.881818181818182)"
04-01-2023 16:01:34.309555,"(7.0, 8.2, 8.17142857142857)","(8.5, 14.5, 14.208333333333334)","(10.0, 15.0, 14.4375)","(2.25, 2.64, 2.628888888888889)","(9.0, 13.5, 12.961538461538462)","(21.0, 70.0, 57.5)","(101.0, 590.0, 416.6666666666667)","(3.4, 3.9, 3.881818181818182)"
04-01-2023 16:01:35.523637,"(7.0, 8.2, 8.1)","(8.5, 14.5, 13.61111111111111)","(10.0, 15.0, 14.653846153846153)","(2.25, 2.66, 2.6528358208955227)","(9.0, 13.5, 13.045454545454545)","(21.0, 70.0, 65.0)","(101.0, 590.0, 416.6666666666667)","(3.4, 3.9, 3.8914285714285715)"
04-01-2023 16:01:36.684875,"(7.0, 8.2, 8.139999999999999)","(9.0, 14.5, 13.833333333333334)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.646666666666667)","(9.0, 13.5, 13.045454545454545)","(21.0, 70.0, 57.5)","(101.0, 590.0, 416.6666666666667)","(3.4, 3.9, 3.8772727272727274)"
04-01-2023 16:01:37.891097,"(7.0, 8.2, 8.133333333333333)","(9.0, 14.5, 14.11111111111111)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.646666666666667)","(9.0, 13.5, 13.3)","(21.0, 70.0, 61.666666666666664)","(101.0, 590.0, 416.6666666666667)","(3.4, 3.9, 3.8825)"
04-01-2023 16:01:39.061044,"(7.0, 8.2, 8.157142857142857)","(9.0, 14.5, 14.233333333333333)","(10.0, 15.0, 14.75)","(2.25, 2.66, 2.644761904761905)","(9.0, 13.5, 13.0)","(21.0, 70.0, 51.666666666666664)","(101.0, 590.0, 416.6666666666667)","(3.4, 3.9, 3.8706896551724137)"
04-01-2023 16:01:40.206596,"(7.0, 8.0, 7.888888888888888)","(9.0, 14.5, 14.326086956521738)","(10.0, 15.0, 14.75)","(2.25, 2.66, 2.644761904761905)","(9.0, 13.5, 13.0)","(21.0, 70.0, 64.64285714285714)","(101.0, 590.0, 386.0)","(3.4, 3.9, 3.8706896551724137)"
04-01-2023 16:01:41.388938,"(7.0, 8.0, 7.888888888888888)","(9.0, 14.5, 14.596153846153847)","(10.0, 15.0, 14.653846153846153)","(2.25, 2.66, 2.644761904761905)","(9.0, 13.5, 13.045454545454545)","(21.0, 70.0, 64.64285714285714)","(101.0, 570.0, 386.0)","(3.4, 3.9, 3.8706896551724137)"
04-01-2023 16:01:42.561492,"(7.0, 8.0, 7.888888888888888)","(9.0, 15.0, 14.5625)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.632876712328767)","(9.0, 13.5, 13.285714285714286)","(21.0, 70.0, 62.0)","(101.0, 570.0, 386.0)","(3.4, 3.9, 3.93421052631579)"
04-01-2023 16:01:44.086139,"(7.0, 8.0, 7.85)","(9.0, 16.0, 14.65)","(10.0, 15.0, 14.653846153846153)","(2.25, 2.64, 2.632876712328767)","(9.0, 13.5, 13.285714285714286)","(21.0, 70.0, 63.75)","(101.0, 570.0, 386.0)","(3.4, 3.95, 3.914)"
04-01-2023 16:01:45.346676,"(7.0, 8.0, 7.91578947368421)","(9.0, 16.0, 15.5)","(10.0, 15.0, 14.653846153846153)","(2.25, 2.64, 2.6214285714285714)","(9.0, 13.5, 13.023809523809524)","(26.0, 70.0, 63.75)","(101.0, 570.0, 394.0)","(3.4, 3.95, 3.886842105263158)"
04-01-2023 16:01:46.571081,"(7.0, 8.0, 7.923809523809524)","(9.0, 16.0, 15.0)","(10.0, 15.0, 14.653846153846153)","(2.25, 2.64, 2.641538461538462)","(9.0, 13.5, 13.285714285714286)","(21.0, 70.0, 60.0)","(101.0, 570.0, 394.0)","(3.4, 3.9, 3.925)"
04-01-2023 16:01:47.700877,"(7.0, 8.0, 7.873684210526315)","(9.0, 15.0, 14.733333333333333)","(10.0, 15.0, 14.4375)","(2.25, 2.66, 2.638)","(9.0, 13.5, 13.24074074074074)","(21.0, 70.0, 57.27272727272727)","(101.0, 570.0, 393.3333333333333)","(3.4, 3.95, 3.925)"
04-01-2023 16:01:48.939264,"(7.0, 8.0, 7.832)","(9.0, 15.0, 14.266666666666667)","(10.0, 15.0, 14.653846153846153)","(2.2, 2.66, 2.638)","(9.0, 13.5, 13.375)","(21.0, 70.0, 52.5)","(101.0, 560.0, 423.3333333333333)","(3.4, 4.0, 3.925)"
04-01-2023 16:01:50.097087,"(7.0, 8.0, 7.832)","(9.0, 15.0, 14.3125)","(10.0, 15.0, 14.653846153846153)","(2.2, 2.66, 2.638)","(9.0, 13.5, 13.375)","(21.0, 70.0, 57.27272727272727)","(101.0, 550.0, 423.3333333333333)","(3.4, 4.0, 3.925)"
04-01-2023 16:01:51.187543,"(7.0, 8.0, 7.890909090909091)","(9.0, 15.0, 14.3125)","(10.0, 15.0, 14.4375)","(2.2, 2.66, 2.635555555555556)","(9.0, 13.5, 13.25)","(21.0, 70.0, 60.666666666666664)","(101.0, 550.0, 423.3333333333333)","(3.4, 4.0, 3.9347826086956523)"
04-01-2023 16:01:52.352006,"(7.0, 7.8, 7.7)","(9.0, 15.0, 14.3125)","(10.0, 15.0, 14.653846153846153)","(2.2, 2.66, 2.62875)","(9.0, 13.5, 13.375)","(21.0, 70.0, 60.666666666666664)","(101.0, 550.0, 423.3333333333333)","(3.5, 4.0, 3.984210526315789)"
04-01-2023 16:01:53.454567,"(7.0, 7.8, 7.685714285714286)","(9.0, 15.0, 14.3125)","(10.0, 15.0, 14.653846153846153)","(2.2, 2.64, 2.639047619047619)","(9.0, 13.5, 13.375)","(21.0, 70.0, 62.30769230769231)","(101.0, 550.0, 400.0)","(3.5, 4.1, 3.9615384615384617)"
04-01-2023 16:01:54.536383,"(6.5, 7.8, 7.685714285714286)","(9.0, 15.0, 14.352941176470589)","(10.0, 15.0, 14.653846153846153)","(2.2, 2.66, 2.6295238095238096)","(9.0, 13.5, 13.25)","(26.0, 70.0, 65.78947368421052)","(101.0, 600.0, 436.6666666666667)","(3.5, 4.0, 3.942105263157895)"
04-01-2023 16:01:55.656988,"(6.5, 7.8, 7.685714285714286)","(9.0, 15.0, 14.352941176470589)","(10.0, 15.0, 14.4375)","(2.2, 2.64, 2.6295238095238096)","(9.0, 13.5, 13.25)","(26.0, 70.0, 58.0)","(101.0, 590.0, 436.6666666666667)","(3.5, 4.0, 3.938095238095238)"
04-01-2023 16:01:56.821608,"(6.5, 7.8, 7.685714285714286)","(9.0, 15.0, 14.352941176470589)","(10.0, 15.0, 14.4375)","(2.2, 2.64, 2.6325000000000003)","(9.0, 13.5, 13.392857142857142)","(26.0, 70.0, 66.0)","(101.0, 590.0, 436.6666666666667)","(3.5, 4.0, 3.9615384615384617)"
04-01-2023 16:01:58.019680,"(7.0, 7.8, 7.685714285714286)","(9.0, 15.0, 14.352941176470589)","(10.0, 15.0, 14.4375)","(2.2, 2.64, 2.5963636363636367)","(9.0, 13.5, 13.28125)","(21.0, 70.0, 66.0)","(101.0, 590.0, 436.6666666666667)","(3.5, 4.0, 3.9650000000000003)"
04-01-2023 16:01:59.162096,"(7.0, 7.8, 7.733333333333333)","(9.0, 15.0, 14.352941176470589)","(10.0, 15.0, 14.5)","(2.2, 2.6, 2.5383333333333336)","(9.0, 13.5, 13.6)","(21.0, 70.0, 66.0)","(101.0, 590.0, 426.6666666666667)","(3.5, 4.1, 4.0)"
04-01-2023 16:02:00.428228,"(7.0, 8.0, 7.733333333333333)","(9.0, 15.0, 14.266666666666667)","(10.0, 16.5, 15.25)","(2.2, 2.54, 2.5094117647058822)","(9.0, 14.5, 13.923076923076923)","(21.0, 70.0, 66.0)","(101.0, 760.0, 404.44444444444446)","(3.5, 4.1, 4.074999999999999)"
04-01-2023 16:02:01.548927,"(7.0, 7.8, 7.746666666666666)","(9.0, 15.0, 14.282608695652174)","(10.0, 16.5, 15.25)","(2.2, 2.52, 2.5168421052631578)","(9.0, 14.0, 13.81578947368421)","(21.0, 70.0, 66.0)","(101.0, 760.0, 395.55555555555554)","(3.5, 4.1, 3.9828947368421055)"
04-01-2023 16:02:02.730839,"(7.0, 7.8, 7.746666666666666)","(9.0, 13.5, 13.0)","(10.0, 16.5, 14.833333333333334)","(2.2, 2.54, 2.525714285714286)","(9.0, 14.5, 14.02)","(21.0, 70.0, 66.0)","(101.0, 760.0, 550.0)","(3.5, 4.2, 4.03125)"
04-01-2023 16:02:03.886783,"(7.0, 7.8, 7.7384615384615385)","(9.0, 13.5, 13.366666666666667)","(10.0, 16.0, 14.88888888888889)","(2.2, 2.56, 2.531111111111111)","(9.0, 14.5, 14.35)","(21.0, 70.0, 65.0)","(101.0, 730.0, 486.6666666666667)","(3.5, 4.1, 4.125925925925926)"
04-01-2023 16:02:04.975381,"(7.0, 8.2, 8.00952380952381)","(9.0, 14.0, 13.342857142857143)","(10.0, 16.0, 15.1)","(2.2, 2.52, 2.428)","(9.0, 14.5, 14.692307692307692)","(21.0, 90.0, 80.26315789473685)","(101.0, 720.0, 465.0)","(3.5, 4.2, 4.1571428571428575)"
04-01-2023 16:02:06.064123,"(7.0, 8.0, 7.8)","(9.0, 14.0, 13.36111111111111)","(10.0, 16.5, 16.25)","(2.2, 2.5, 2.476)","(9.0, 15.0, 15.35)","(21.0, 85.0, 65.0)","(101.0, 720.0, 465.0)","(3.5, 4.2, 4.166666666666667)"
04-01-2023 16:02:07.229657,"(7.0, 8.2, 8.114285714285714)","(9.0, 14.0, 14.275)","(10.0, 16.5, 15.923076923076923)","(2.2, 2.46, 2.4205405405405407)","(9.0, 15.5, 14.666666666666666)","(21.0, 85.0, 65.0)","(101.0, 720.0, 465.0)","(3.5, 4.2, 4.136363636363636)"
04-01-2023 16:02:08.307479,"(7.0, 8.2, 8.139999999999999)","(9.0, 14.5, 14.3125)","(10.0, 16.0, 15.923076923076923)","(2.2, 2.44, 2.4205405405405407)","(9.0, 15.5, 14.911764705882353)","(21.0, 85.0, 65.0)","(101.0, 720.0, 555.0)","(3.5, 4.2, 4.166666666666667)"
04-01-2023 16:02:09.357824,"(7.0, 8.2, 8.049999999999999)","(9.0, 15.0, 14.75)","(10.0, 16.0, 15.923076923076923)","(2.2, 2.42, 2.399047619047619)","(9.0, 15.5, 15.0)","(21.0, 85.0, 65.0)","(101.0, 730.0, 555.0)","(3.5, 4.2, 4.136363636363636)"
04-01-2023 16:02:10.429582,"(7.0, 8.0, 7.9)","(9.0, 15.0, 14.583333333333334)","(10.0, 16.0, 15.923076923076923)","(2.2, 2.42, 2.4034782608695653)","(9.0, 15.5, 15.23076923076923)","(21.0, 85.0, 65.0)","(101.0, 730.0, 555.0)","(3.5, 4.2, 4.166666666666667)"
04-01-2023 16:02:11.547239,"(7.0, 8.0, 7.8)","(9.0, 15.0, 14.642857142857142)","(10.0, 16.0, 15.923076923076923)","(2.2, 2.42, 2.3905882352941177)","(9.0, 15.5, 15.404761904761905)","(21.0, 85.0, 75.9090909090909)","(101.0, 730.0, 555.0)","(3.5, 4.2, 4.166666666666667)"
04-01-2023 16:02:12.641630,"(7.0, 8.0, 7.8)","(9.0, 16.0, 15.25)","(10.0, 16.0, 16.058823529411764)","(2.2, 2.42, 2.3674074074074074)","(9.0, 15.5, 15.26)","(21.0, 85.0, 78.33333333333334)","(101.0, 730.0, 436.6666666666667)","(3.5, 4.2, 4.158333333333333)"
04-01-2023 16:02:13.720936,"(7.0, 8.0, 7.9)","(9.0, 16.0, 15.34375)","(10.0, 16.5, 16.058823529411764)","(2.2, 2.4, 2.3748148148148145)","(9.0, 15.5, 15.133333333333333)","(21.0, 85.0, 78.33333333333334)","(101.0, 720.0, 436.6666666666667)","(3.5, 4.2, 4.227272727272727)"
04-01-2023 16:02:14.841400,"(7.0, 8.0, 7.8)","(9.0, 16.0, 15.045454545454545)","(10.0, 16.5, 16.058823529411764)","(2.2, 2.38, 2.3641666666666667)","(9.0, 15.5, 15.26)","(21.0, 85.0, 78.33333333333334)","(101.0, 720.0, 436.6666666666667)","(3.5, 4.3, 4.166666666666667)"
04-01-2023 16:02:16.007591,"(7.0, 8.0, 7.84)","(9.0, 16.0, 15.045454545454545)","(10.0, 16.5, 16.083333333333332)","(2.2, 2.4, 2.364081632653061)","(9.0, 15.5, 15.136363636363637)","(21.0, 85.0, 78.33333333333334)","(101.0, 720.0, 436.6666666666667)","(3.5, 4.2, 4.285714285714286)"
04-01-2023 16:02:17.110291,"(6.5, 8.0, 7.911111111111111)","(9.0, 16.0, 15.192307692307692)","(10.0, 16.5, 16.366666666666667)","(2.15, 2.4, 2.362727272727273)","(9.0, 15.5, 16.25)","(26.0, 85.0, 78.33333333333334)","(101.0, 720.0, 436.6666666666667)","(3.5, 4.3, 4.214705882352941)"
04-01-2023 16:02:18.215672,"(6.5, 8.0, 7.8)","(9.0, 16.0, 14.6875)","(10.0, 16.5, 17.26086956521739)","(2.15, 2.38, 2.3635294117647057)","(9.0, 16.5, 15.375)","(26.0, 85.0, 79.44444444444444)","(101.0, 720.0, 436.6666666666667)","(3.5, 4.4, 4.214705882352941)"
04-01-2023 16:02:19.442161,"(6.5, 8.0, 7.9)","(9.0, 15.5, 15.0)","(10.0, 20.0, 16.428571428571427)","(2.15, 2.38, 2.383106796116505)","(9.0, 16.0, 15.083333333333334)","(26.0, 85.0, 69.0)","(101.0, 720.0, 436.6666666666667)","(3.5, 4.4, 4.152631578947369)"
04-01-2023 16:02:20.611689,"(6.5, 8.0, 7.818181818181818)","(9.0, 15.5, 15.25)","(10.0, 19.0, 16.833333333333332)","(2.15, 2.4, 2.383106796116505)","(9.0, 16.0, 14.73076923076923)","(26.0, 85.0, 78.84615384615384)","(101.0, 720.0, 436.6666666666667)","(3.5, 4.2, 4.171428571428572)"
04-01-2023 16:02:22.042640,"(6.5, 8.0, 7.688888888888888)","(9.0, 16.0, 15.125)","(10.0, 18.5, 16.625)","(2.15, 2.4, 2.3968421052631577)","(9.0, 16.0, 13.9)","(26.0, 80.0, 78.92857142857143)","(101.0, 720.0, 436.6666666666667)","(3.5, 4.2, 4.086363636363636)"
04-01-2023 16:02:23.336709,"(6.5, 8.0, 7.688888888888888)","(9.0, 16.0, 15.125)","(10.0, 18.5, 16.13888888888889)","(2.15, 2.42, 2.4383333333333335)","(9.0, 14.5, 13.9)","(26.0, 80.0, 78.92857142857143)","(101.0, 720.0, 436.6666666666667)","(3.5, 4.1, 4.045454545454545)"
04-01-2023 16:02:24.667817,"(6.5, 8.0, 7.9)","(9.0, 16.0, 14.6875)","(10.0, 18.5, 16.2)","(2.15, 2.44, 2.4424)","(9.0, 14.5, 14.1)","(26.0, 80.0, 78.92857142857143)","(101.0, 720.0, 490.0)","(3.5, 4.1, 4.03125)"
04-01-2023 16:02:25.967234,"(6.5, 8.0, 7.911111111111111)","(9.0, 16.0, 14.6875)","(10.0, 18.0, 16.142857142857142)","(2.15, 2.46, 2.4314285714285715)","(9.0, 14.5, 14.045454545454545)","(26.0, 80.0, 78.92857142857143)","(101.0, 710.0, 462.5)","(3.5, 4.1, 4.03125)"
04-01-2023 16:02:27.174118,"(6.5, 8.0, 7.84)","(9.0, 16.0, 14.6875)","(10.0, 18.0, 16.142857142857142)","(2.15, 2.46, 2.43375)","(9.0, 14.5, 13.875)","(26.0, 80.0, 78.92857142857143)","(101.0, 710.0, 510.0)","(3.5, 4.1, 4.059259259259259)"
04-01-2023 16:02:28.198479,"(6.5, 8.2, 7.738461538461538)","(9.0, 16.0, 14.6875)","(10.0, 18.0, 16.142857142857142)","(2.15, 2.44, 2.4270967741935485)","(9.0, 14.5, 14.083333333333334)","(26.0, 80.0, 78.92857142857143)","(101.0, 630.0, 505.0)","(3.5, 4.2, 4.025)"
04-01-2023 16:02:29.404213,"(6.5, 8.0, 7.815384615384615)","(9.0, 16.0, 15.11111111111111)","(10.0, 17.0, 16.714285714285715)","(2.15, 2.46, 2.433333333333333)","(9.0, 14.5, 13.875)","(26.0, 80.0, 78.92857142857143)","(101.0, 630.0, 505.0)","(3.5, 4.1, 4.022222222222222)"
04-01-2023 16:02:30.495296,"(6.5, 8.0, 7.815384615384615)","(9.0, 16.0, 15.11111111111111)","(10.0, 17.0, 16.714285714285715)","(2.15, 2.46, 2.433333333333333)","(9.0, 14.5, 13.911764705882353)","(26.0, 80.0, 78.92857142857143)","(101.0, 630.0, 505.0)","(3.5, 4.1, 4.022222222222222)"
04-01-2023 16:02:31.577113,"(6.5, 8.0, 7.733333333333333)","(10.0, 16.0, 15.11111111111111)","(11.0, 16.5, 16.444444444444443)","(2.2, 2.46, 2.433333333333333)","(9.0, 14.5, 13.911764705882353)","(31.0, 80.0, 78.92857142857143)","(101.0, 630.0, 505.0)","(3.5, 4.1, 4.012903225806451)"
04-01-2023 16:02:32.671104,"(6.5, 8.0, 7.7749999999999995)","(10.0, 16.0, 15.11111111111111)","(11.0, 16.5, 16.4)","(2.2, 2.44, 2.4366666666666665)","(9.0, 14.5, 13.911764705882353)","(31.0, 80.0, 78.92857142857143)","(101.0, 630.0, 505.0)","(3.5, 4.1, 4.012903225806451)"
04-01-2023 16:02:33.876995,"(6.5, 8.0, 7.657142857142857)","(10.0, 16.0, 15.076923076923077)","(11.0, 16.5, 15.666666666666666)","(2.2, 2.44, 2.434098360655738)","(9.0, 14.5, 14.375)","(31.0, 80.0, 78.92857142857143)","(101.0, 630.0, 505.0)","(3.5, 4.1, 4.039130434782608)"
04-01-2023 16:02:35.111669,"(6.5, 8.0, 7.733333333333333)","(10.0, 16.0, 15.333333333333334)","(11.0, 16.5, 15.9)","(2.2, 2.44, 2.434098360655738)","(9.0, 15.0, 14.6875)","(31.0, 80.0, 78.92857142857143)","(101.0, 630.0, 505.0)","(3.5, 4.1, 4.042857142857143)"
04-01-2023 16:02:36.230706,"(6.5, 8.2, 7.705882352941176)","(10.0, 16.0, 14.615384615384615)","(11.0, 16.0, 15.8)","(2.2, 2.44, 2.471304347826087)","(9.0, 15.5, 14.722222222222221)","(31.0, 85.0, 80.29411764705883)","(101.0, 630.0, 505.0)","(3.5, 4.1, 4.025)"
04-01-2023 16:02:37.326702,"(6.5, 8.0, 7.92)","(10.0, 15.5, 15.0)","(11.0, 16.0, 15.8)","(2.2, 2.48, 2.4483870967741934)","(9.0, 15.5, 13.833333333333334)","(31.0, 85.0, 80.29411764705883)","(101.0, 630.0, 505.0)","(3.5, 4.1, 4.015)"
04-01-2023 16:02:38.545162,"(6.5, 8.0, 7.84)","(10.0, 16.0, 14.7)","(11.0, 16.0, 15.8)","(2.2, 2.46, 2.4366666666666665)","(9.0, 14.5, 13.85)","(31.0, 85.0, 80.29411764705883)","(101.0, 630.0, 436.6666666666667)","(3.5, 4.1, 4.0055555555555555)"
04-01-2023 16:02:39.783866,"(6.5, 8.0, 7.92)","(10.0, 16.0, 14.607142857142858)","(11.0, 16.0, 15.8)","(2.2, 2.46, 2.442105263157895)","(9.0, 14.5, 13.85)","(31.0, 85.0, 80.29411764705883)","(101.0, 720.0, 480.0)","(3.5, 4.1, 4.0055555555555555)"
04-01-2023 16:02:41.198149,"(6.5, 8.0, 7.92)","(10.0, 16.0, 14.916666666666666)","(11.0, 16.0, 15.9)","(2.15, 2.46, 2.4469767441860464)","(9.0, 14.5, 13.85)","(31.0, 85.0, 80.29411764705883)","(101.0, 780.0, 480.0)","(3.5, 4.1, 4.0055555555555555)"
04-01-2023 16:02:42.577197,"(6.5, 8.0, 7.733333333333333)","(10.0, 16.0, 15.357142857142858)","(11.0, 16.0, 15.9)","(2.15, 2.46, 2.4515151515151516)","(9.0, 14.5, 13.85)","(31.0, 85.0, 80.29411764705883)","(101.0, 780.0, 480.0)","(3.5, 4.1, 3.9983870967741937)"
04-01-2023 16:02:44.142896,"(6.5, 8.0, 7.733333333333333)","(10.0, 15.5, 14.916666666666666)","(11.0, 16.0, 15.8)","(2.15, 2.46, 2.4604255319148938)","(9.0, 14.5, 13.833333333333334)","(31.0, 85.0, 80.29411764705883)","(101.0, 780.0, 505.0)","(3.5, 4.1, 3.9983870967741937)"
04-01-2023 16:02:45.691170,"(6.5, 8.0, 7.777777777777778)","(10.0, 16.0, 15.071428571428571)","(11.0, 16.0, 15.8)","(2.15, 2.48, 2.4714285714285715)","(9.0, 14.5, 13.78)","(31.0, 85.0, 80.29411764705883)","(101.0, 630.0, 505.0)","(3.5, 4.1, 3.9833333333333334)"
04-01-2023 16:02:47.196083,"(6.5, 8.0, 7.866666666666666)","(10.0, 16.0, 14.941176470588236)","(11.0, 16.0, 16.25)","(2.15, 2.48, 2.4857142857142858)","(9.0, 14.5, 14.11111111111111)","(31.0, 85.0, 80.29411764705883)","(101.0, 630.0, 505.0)","(3.5, 4.0, 3.873529411764706)"
04-01-2023 16:02:48.505189,"(6.5, 8.0, 7.866666666666666)","(10.0, 16.0, 14.941176470588236)","(11.0, 17.0, 16.214285714285715)","(2.15, 2.5, 2.489411764705882)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 80.29411764705883)","(101.0, 630.0, 505.0)","(3.5, 3.9, 3.840625)"
04-01-2023 16:02:49.717820,"(6.5, 8.2, 7.999999999999999)","(10.0, 16.0, 15.076923076923077)","(11.0, 16.5, 16.333333333333332)","(2.15, 2.52, 2.513333333333333)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 80.29411764705883)","(101.0, 630.0, 555.0)","(3.5, 3.85, 3.7795454545454543)"
04-01-2023 16:02:50.823829,"(6.5, 8.2, 7.933333333333333)","(10.0, 16.0, 15.076923076923077)","(11.0, 16.5, 16.333333333333332)","(2.15, 2.54, 2.513333333333333)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 78.84615384615384)","(101.0, 730.0, 505.0)","(3.5, 3.8, 3.747826086956522)"
04-01-2023 16:02:51.949989,"(6.5, 8.2, 8.0)","(10.0, 16.0, 14.941176470588236)","(11.0, 16.0, 16.192307692307693)","(2.15, 2.54, 2.5292307692307694)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 78.33333333333333)","(101.0, 630.0, 505.0)","(3.5, 3.8, 3.725)"
04-01-2023 16:02:53.224724,"(6.5, 8.2, 8.058823529411764)","(10.0, 16.0, 14.607142857142858)","(11.0, 16.5, 16.4)","(2.15, 2.58, 2.531764705882353)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 78.33333333333333)","(101.0, 630.0, 505.0)","(3.3, 3.75, 3.6486486486486487)"
04-01-2023 16:02:54.654875,"(6.5, 8.2, 8.066666666666666)","(10.0, 16.0, 15.0)","(11.0, 16.5, 16.3)","(2.15, 2.56, 2.5292307692307694)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 78.33333333333333)","(101.0, 630.0, 505.0)","(3.3, 3.65, 3.6764705882352944)"
04-01-2023 16:02:55.979581,"(6.5, 8.2, 8.166666666666666)","(10.0, 16.0, 15.0)","(11.0, 16.5, 16.3)","(2.15, 2.58, 2.5292307692307694)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 78.33333333333333)","(101.0, 630.0, 505.0)","(3.3, 3.7, 3.6821428571428574)"
04-01-2023 16:02:57.277664,"(6.5, 8.2, 8.166666666666666)","(10.0, 16.0, 15.142857142857142)","(11.0, 16.5, 15.944444444444445)","(2.15, 2.58, 2.550909090909091)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 78.33333333333333)","(101.0, 630.0, 505.0)","(3.3, 3.7, 3.6736842105263157)"
04-01-2023 16:02:58.581153,"(6.5, 8.2, 8.166666666666666)","(10.0, 16.0, 15.142857142857142)","(11.0, 16.5, 15.944444444444445)","(2.15, 2.58, 2.550909090909091)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 78.33333333333333)","(101.0, 630.0, 505.0)","(3.3, 3.7, 3.6767441860465118)"
04-01-2023 16:02:59.799816,"(6.5, 8.2, 8.166666666666666)","(10.0, 16.0, 14.973684210526315)","(11.0, 16.5, 16.142857142857142)","(2.15, 2.58, 2.549)","(9.0, 14.5, 14.041666666666666)","(31.0, 85.0, 78.33333333333333)","(101.0, 630.0, 505.0)","(3.3, 3.7, 3.6404761904761904)"
