,Serene Warrior,Perkeo,Mikeys Jewel,Switchrattlenroll,Wicked T,Car Lady,Holmdel Park,Folk Hero,Teacher Drama
12-01-2023 11:50:31.571087,"(3.7, 5.0, 4.957142857142857)","(7.0, 8.2, 8.16)","(26.0, 70.0, 58.57142857142857)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.95, 2.7, 2.5982608695652174)","(15.0, 26.0, 20.333333333333332)"
12-01-2023 11:50:32.832668,"(3.7, 5.0, 4.957142857142857)","(7.0, 8.2, 8.16)","(26.0, 70.0, 58.57142857142857)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.95, 2.7, 2.5982608695652174)","(15.0, 26.0, 20.333333333333332)"
12-01-2023 11:50:34.056064,"(3.7, 5.0, 4.957142857142857)","(7.0, 8.2, 8.16)","(26.0, 70.0, 58.57142857142857)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.95, 2.7, 2.5982608695652174)","(15.0, 26.0, 20.333333333333332)"
12-01-2023 11:50:35.297807,"(3.7, 5.0, 4.957142857142857)","(7.0, 8.2, 8.16)","(26.0, 70.0, 58.57142857142857)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.95, 2.7, 2.5982608695652174)","(15.0, 26.0, 20.333333333333332)"
12-01-2023 11:50:36.531065,"(3.7, 5.0, 4.957142857142857)","(7.0, 8.2, 8.16)","(26.0, 70.0, 58.57142857142857)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.95, 2.7, 2.5982608695652174)","(15.0, 26.0, 20.333333333333332)"
12-01-2023 11:50:37.815995,"(3.7, 5.0, 4.957142857142857)","(7.0, 8.2, 8.16)","(26.0, 70.0, 58.57142857142857)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.95, 2.7, 2.5982608695652174)","(15.0, 26.0, 20.333333333333332)"
12-01-2023 11:50:39.105829,"(3.7, 5.0, 4.985714285714286)","(7.0, 8.2, 8.16)","(26.0, 70.0, 59.142857142857146)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.95, 2.7, 2.5982608695652174)","(15.0, 26.0, 18.916666666666668)"
12-01-2023 11:50:40.330948,"(3.7, 5.0, 4.975)","(7.5, 8.2, 8.16)","(31.0, 70.0, 66.96000000000001)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5982608695652174)","(15.0, 26.0, 22.136363636363637)"
12-01-2023 11:50:41.772019,"(3.7, 5.0, 4.975)","(7.5, 8.2, 8.133333333333333)","(31.0, 70.0, 68.0)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5982608695652174)","(15.0, 26.0, 22.136363636363637)"
12-01-2023 11:50:43.190939,"(3.7, 5.0, 4.984210526315789)","(7.5, 8.2, 8.133333333333333)","(31.0, 70.0, 58.66666666666667)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5982608695652174)","(15.0, 26.0, 23.92857142857143)"
12-01-2023 11:50:44.554931,"(3.7, 5.0, 4.984210526315789)","(7.5, 8.2, 8.145454545454545)","(31.0, 70.0, 58.66666666666667)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5982608695652174)","(15.0, 25.0, 23.92857142857143)"
12-01-2023 11:50:45.990753,"(3.7, 5.0, 4.933333333333334)","(7.5, 8.2, 8.166666666666666)","(31.0, 70.0, 58.66666666666667)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.4, 8.77142857142857)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5982608695652174)","(15.0, 25.0, 23.92857142857143)"
12-01-2023 11:50:47.615715,"(3.7, 5.0, 4.977777777777778)","(7.5, 8.2, 8.166666666666666)","(31.0, 70.0, 58.66666666666667)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.4, 8.78888888888889)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5982608695652174)","(15.0, 25.0, 23.92857142857143)"
12-01-2023 11:50:48.930858,"(3.7, 5.0, 4.9714285714285715)","(7.5, 8.2, 8.16)","(31.0, 70.0, 65.75)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.4, 8.78888888888889)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.6046666666666667)","(15.0, 25.0, 24.22222222222222)"
12-01-2023 11:50:50.210734,"(3.7, 5.0, 4.9714285714285715)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 65.75)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.4, 8.899999999999999)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5700000000000003)","(15.0, 25.0, 23.0)"
12-01-2023 11:50:51.442213,"(3.7, 5.0, 4.9714285714285715)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 65.75)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.2, 8.899999999999999)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.539047619047619)","(15.0, 25.0, 23.0)"
12-01-2023 11:50:52.704399,"(3.7, 5.0, 4.9714285714285715)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 65.75)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.2, 8.899999999999999)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5975757575757576)","(15.0, 25.0, 23.0)"
12-01-2023 11:50:53.941880,"(3.7, 5.0, 4.9714285714285715)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 65.75)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.2, 8.78888888888889)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5975757575757576)","(15.0, 25.0, 23.0)"
12-01-2023 11:50:55.130820,"(3.7, 5.0, 4.9714285714285715)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 65.75)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.4, 9.046153846153846)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5591666666666666)","(15.0, 25.0, 23.5)"
12-01-2023 11:50:56.341871,"(3.7, 5.0, 4.9714285714285715)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 65.75)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.6, 8.852173913043478)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5591666666666666)","(15.0, 25.0, 23.5)"
12-01-2023 11:50:57.630344,"(3.7, 5.0, 4.966666666666667)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 65.75)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.2, 8.852173913043478)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5591666666666666)","(15.0, 25.0, 23.5)"
12-01-2023 11:50:58.869365,"(3.7, 5.0, 4.966666666666667)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 66.6)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.2, 8.852173913043478)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.5752)","(15.0, 25.0, 24.333333333333332)"
12-01-2023 11:51:00.191578,"(3.7, 5.0, 4.966666666666667)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 66.6)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.2, 8.852173913043478)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.557)","(15.0, 25.0, 24.333333333333332)"
12-01-2023 11:51:01.674124,"(3.7, 5.0, 4.966666666666667)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 66.6)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.2, 8.7)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.557)","(15.0, 25.0, 24.333333333333332)"
12-01-2023 11:51:03.060441,"(3.7, 5.0, 4.966666666666667)","(7.5, 8.2, 8.176470588235293)","(31.0, 70.0, 66.6)","(31.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(8.0, 9.2, 8.7)","(17.0, 28.0, 26.0)","(1.9, 2.7, 2.568)","(15.0, 25.0, 24.25)"
12-01-2023 11:51:04.553133,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.176470588235293)","(31.0, 70.0, 66.6)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.2, 8.7)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.5615384615384618)","(15.0, 25.0, 24.25)"
12-01-2023 11:51:06.270196,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.176470588235293)","(31.0, 70.0, 66.6)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.2, 8.7)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.5615384615384618)","(15.0, 25.0, 24.333333333333332)"
12-01-2023 11:51:07.504074,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.176470588235293)","(31.0, 70.0, 66.6)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.2, 8.7)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.5507692307692307)","(15.0, 25.0, 23.166666666666668)"
12-01-2023 11:51:08.809138,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.075)","(31.0, 70.0, 58.66666666666667)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.2, 8.611764705882353)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.5)","(15.0, 25.0, 23.166666666666668)"
12-01-2023 11:51:09.978231,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 7.989473684210526)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.2, 8.7)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.5894117647058823)","(15.0, 25.0, 23.166666666666668)"
12-01-2023 11:51:11.142812,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 7.989473684210526)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.0, 9.03076923076923)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.5762962962962965)","(15.0, 25.0, 23.5)"
12-01-2023 11:51:12.374424,"(3.8, 5.0, 4.9818181818181815)","(7.0, 8.2, 7.909090909090908)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 9.138461538461538)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.5762962962962965)","(15.0, 25.0, 23.5)"
12-01-2023 11:51:13.550772,"(3.8, 5.0, 4.9818181818181815)","(7.0, 8.2, 7.909090909090908)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.6, 8.85925925925926)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.54)","(15.0, 25.0, 22.0)"
12-01-2023 11:51:14.684939,"(3.8, 5.0, 4.9818181818181815)","(7.0, 8.2, 7.852173913043478)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.6, 8.85925925925926)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.54)","(15.0, 25.0, 22.0)"
12-01-2023 11:51:15.851351,"(3.8, 5.0, 4.9818181818181815)","(7.0, 8.2, 7.852173913043478)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 34.0)","(7.5, 9.6, 8.85925925925926)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.552258064516129)","(15.0, 25.0, 21.5)"
12-01-2023 11:51:16.990315,"(3.8, 5.0, 4.9818181818181815)","(7.0, 8.2, 7.852173913043478)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 34.0)","(7.5, 9.6, 8.85925925925926)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.552258064516129)","(15.0, 25.0, 21.5)"
12-01-2023 11:51:18.142193,"(3.8, 5.0, 4.9818181818181815)","(7.0, 8.2, 7.941935483870967)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 34.0)","(7.5, 9.6, 8.81875)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.552258064516129)","(15.0, 25.0, 21.5)"
12-01-2023 11:51:19.291648,"(3.8, 5.0, 4.9818181818181815)","(7.0, 8.2, 7.941935483870967)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 34.0)","(7.5, 9.6, 8.702564102564102)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.552258064516129)","(15.0, 25.0, 21.5)"
12-01-2023 11:51:20.419877,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 66.6)","(26.0, 36.0, 32.0)","(26.0, 40.0, 34.0)","(7.5, 9.6, 8.574358974358974)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.5300000000000002)","(15.0, 25.0, 24.125)"
12-01-2023 11:51:21.582829,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 66.6)","(26.0, 36.0, 32.0)","(26.0, 40.0, 34.0)","(7.5, 9.6, 8.9)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.565714285714286)","(15.0, 25.0, 23.0)"
12-01-2023 11:51:22.696685,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 66.6)","(26.0, 36.0, 32.0)","(26.0, 40.0, 33.4)","(7.5, 9.4, 8.6)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.5737704918032787)","(15.0, 25.0, 23.0)"
12-01-2023 11:51:23.824105,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 66.6)","(26.0, 36.0, 32.0)","(26.0, 40.0, 33.4)","(7.5, 9.4, 8.6)","(17.0, 28.0, 26.0)","(1.9, 2.68, 2.628)","(15.0, 25.0, 23.0)"
12-01-2023 11:51:25.080172,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 66.6)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.8)","(17.0, 28.0, 26.0)","(1.9, 2.66, 2.588)","(15.0, 25.0, 23.0)"
12-01-2023 11:51:26.330975,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 66.6)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.2, 8.8)","(17.0, 28.0, 26.0)","(1.9, 2.66, 2.588)","(15.0, 25.0, 22.0)"
12-01-2023 11:51:27.572912,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 66.6)","(26.0, 36.0, 31.5)","(26.0, 40.0, 31.75)","(7.5, 9.2, 9.058823529411764)","(17.0, 28.0, 26.0)","(1.9, 2.66, 2.5544827586206895)","(15.0, 25.0, 22.0)"
12-01-2023 11:51:28.800083,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 58.66666666666667)","(26.0, 36.0, 31.5)","(26.0, 40.0, 31.75)","(7.5, 9.2, 8.5)","(17.0, 28.0, 26.0)","(1.9, 2.66, 2.5544827586206895)","(15.0, 25.0, 23.0)"
12-01-2023 11:51:30.021614,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 58.66666666666667)","(26.0, 36.0, 29.333333333333332)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.7)","(17.0, 28.0, 26.0)","(1.9, 2.66, 2.524)","(15.0, 25.0, 23.375)"
12-01-2023 11:51:31.250241,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.046153846153846)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 29.333333333333332)","(26.0, 40.0, 31.75)","(7.5, 9.2, 8.7)","(17.0, 28.0, 26.0)","(1.9, 2.66, 2.524)","(15.0, 25.0, 23.375)"
12-01-2023 11:51:32.504851,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 8.018181818181818)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 28.666666666666668)","(26.0, 40.0, 31.75)","(7.5, 9.2, 8.6)","(17.0, 28.0, 26.0)","(1.9, 2.66, 2.5429268292682927)","(15.0, 25.0, 23.375)"
12-01-2023 11:51:33.729816,"(3.8, 5.0, 4.966666666666667)","(7.0, 8.2, 7.628571428571429)","(31.0, 70.0, 67.38461538461539)","(26.0, 34.0, 28.666666666666668)","(26.0, 40.0, 31.75)","(7.5, 9.0, 8.6)","(17.0, 28.0, 26.0)","(1.9, 2.66, 2.535)","(15.0, 25.0, 23.375)"
12-01-2023 11:51:35.056791,"(3.8, 5.0, 4.98)","(7.0, 8.2, 7.824999999999999)","(31.0, 70.0, 67.38461538461539)","(26.0, 34.0, 28.666666666666668)","(26.0, 40.0, 31.428571428571427)","(7.5, 9.0, 8.76)","(17.0, 28.0, 25.5)","(1.9, 2.54, 2.5386206896551724)","(15.0, 25.0, 23.375)"
12-01-2023 11:51:36.165152,"(3.8, 5.0, 4.98)","(7.0, 8.2, 7.824999999999999)","(31.0, 70.0, 67.38461538461539)","(26.0, 34.0, 28.666666666666668)","(26.0, 40.0, 31.428571428571427)","(7.5, 9.0, 8.76)","(17.0, 28.0, 25.5)","(1.9, 2.54, 2.5386206896551724)","(15.0, 25.0, 23.375)"
12-01-2023 11:51:37.269698,"(3.8, 5.0, 4.98)","(7.0, 8.2, 7.824999999999999)","(31.0, 70.0, 67.38461538461539)","(26.0, 34.0, 28.666666666666668)","(26.0, 40.0, 31.428571428571427)","(7.5, 9.0, 8.781818181818181)","(17.0, 28.0, 25.5)","(1.9, 2.54, 2.5390243902439025)","(15.0, 25.0, 23.375)"
12-01-2023 11:51:38.349781,"(3.8, 5.0, 4.969230769230769)","(7.0, 8.2, 7.914285714285714)","(31.0, 70.0, 67.38461538461539)","(26.0, 32.0, 28.0)","(26.0, 40.0, 31.428571428571427)","(7.5, 9.0, 8.976470588235294)","(17.0, 28.0, 27.4)","(1.9, 2.54, 2.5390243902439025)","(15.0, 25.0, 21.333333333333332)"
12-01-2023 11:51:39.479446,"(3.8, 5.0, 4.969230769230769)","(7.0, 8.2, 7.824999999999999)","(31.0, 70.0, 58.66666666666667)","(26.0, 32.0, 28.0)","(26.0, 40.0, 31.428571428571427)","(7.5, 9.4, 9.0)","(17.0, 28.0, 27.4)","(1.9, 2.54, 2.5390243902439025)","(15.0, 27.0, 22.2)"
12-01-2023 11:51:40.559386,"(3.8, 5.0, 4.9875)","(7.0, 8.2, 7.628571428571429)","(31.0, 70.0, 67.38461538461539)","(26.0, 32.0, 28.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 9.0)","(17.0, 28.0, 27.25)","(1.9, 2.54, 2.604)","(15.0, 27.0, 21.666666666666668)"
12-01-2023 11:51:41.679675,"(3.8, 5.0, 4.991666666666667)","(7.0, 8.2, 7.628571428571429)","(31.0, 70.0, 67.38461538461539)","(26.0, 32.0, 31.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 9.2)","(17.0, 28.0, 27.0)","(1.9, 2.64, 2.618823529411765)","(15.0, 26.0, 23.454545454545453)"
12-01-2023 11:51:42.831232,"(3.8, 5.0, 4.993333333333333)","(7.0, 8.4, 7.542857142857144)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 31.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 9.2)","(17.0, 28.0, 27.0)","(1.9, 2.64, 2.6304545454545454)","(15.0, 26.0, 23.454545454545453)"
12-01-2023 11:51:43.913084,"(3.8, 5.0, 4.948275862068965)","(7.0, 8.2, 7.568421052631579)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 31.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.0)","(1.9, 2.64, 2.6304545454545454)","(15.0, 26.0, 23.666666666666668)"
12-01-2023 11:51:45.036592,"(3.8, 5.0, 4.948275862068965)","(7.0, 8.2, 7.775757575757575)","(31.0, 70.0, 67.38461538461539)","(26.0, 36.0, 32.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.0)","(1.9, 2.64, 2.6304545454545454)","(15.0, 26.0, 22.25)"
12-01-2023 11:51:46.170596,"(3.8, 5.0, 4.948275862068965)","(7.0, 7.8, 7.553846153846154)","(31.0, 70.0, 67.38461538461539)","(26.0, 34.0, 31.333333333333332)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.633)","(15.0, 25.0, 20.875)"
12-01-2023 11:51:47.449381,"(3.8, 5.0, 4.948275862068965)","(7.0, 7.8, 7.553846153846154)","(31.0, 70.0, 67.38461538461539)","(26.0, 34.0, 30.8)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.6227692307692307)","(15.0, 25.0, 20.875)"
12-01-2023 11:51:48.643532,"(3.8, 5.0, 4.948275862068965)","(7.0, 7.8, 7.553846153846154)","(31.0, 70.0, 67.38461538461539)","(26.0, 34.0, 30.8)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.6227692307692307)","(15.0, 25.0, 22.5)"
12-01-2023 11:51:49.762292,"(3.8, 5.0, 4.948275862068965)","(7.0, 7.8, 7.553846153846154)","(31.0, 70.0, 58.66666666666667)","(26.0, 34.0, 28.0)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.6227692307692307)","(15.0, 24.0, 23.166666666666668)"
12-01-2023 11:51:51.119459,"(3.8, 5.0, 4.907692307692308)","(7.0, 7.8, 7.681481481481481)","(31.0, 70.0, 66.6)","(26.0, 34.0, 32.22222222222222)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.6227692307692307)","(15.0, 24.0, 21.75)"
12-01-2023 11:51:52.339182,"(3.8, 5.0, 4.890909090909091)","(7.0, 7.8, 7.681481481481481)","(31.0, 70.0, 66.6)","(26.0, 34.0, 32.22222222222222)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.6227692307692307)","(15.0, 24.0, 21.0)"
12-01-2023 11:51:53.511393,"(3.8, 5.0, 4.907692307692308)","(7.0, 7.8, 7.681481481481481)","(31.0, 70.0, 66.6)","(26.0, 34.0, 31.714285714285715)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.6227692307692307)","(15.0, 24.0, 22.9)"
12-01-2023 11:51:54.732213,"(3.8, 5.0, 4.914285714285715)","(7.0, 7.8, 7.6)","(31.0, 70.0, 66.6)","(26.0, 34.0, 31.714285714285715)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.6227692307692307)","(15.0, 24.0, 22.333333333333332)"
12-01-2023 11:51:55.962221,"(3.8, 5.0, 4.914285714285715)","(7.0, 7.8, 7.6)","(31.0, 70.0, 66.6)","(26.0, 34.0, 31.714285714285715)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 9.085714285714285)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.623030303030303)","(15.0, 24.0, 22.333333333333332)"
12-01-2023 11:51:57.162187,"(3.8, 5.0, 4.914285714285715)","(7.0, 7.8, 7.673684210526316)","(31.0, 70.0, 66.6)","(26.0, 34.0, 31.714285714285715)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 8.892307692307693)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.623030303030303)","(15.0, 24.0, 22.75)"
12-01-2023 11:51:58.412254,"(3.8, 5.0, 4.866666666666666)","(7.0, 8.0, 7.806896551724138)","(31.0, 70.0, 66.6)","(26.0, 34.0, 31.714285714285715)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 8.892307692307693)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.623030303030303)","(15.0, 24.0, 22.75)"
12-01-2023 11:51:59.584377,"(3.8, 5.0, 4.866666666666666)","(7.0, 8.2, 7.817647058823529)","(31.0, 70.0, 68.21052631578948)","(26.0, 34.0, 32.0)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 8.892307692307693)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.6353333333333335)","(15.0, 24.0, 22.75)"
12-01-2023 11:52:00.734074,"(3.8, 5.0, 4.866666666666666)","(7.0, 8.2, 7.817647058823529)","(31.0, 70.0, 68.21052631578948)","(26.0, 34.0, 32.0)","(26.0, 40.0, 32.666666666666664)","(7.5, 9.4, 8.892307692307693)","(17.0, 28.0, 27.25)","(1.9, 2.64, 2.6353333333333335)","(15.0, 24.0, 22.75)"
12-01-2023 11:52:01.934766,"(3.8, 5.0, 4.866666666666666)","(7.0, 8.2, 7.817647058823529)","(31.0, 70.0, 68.21052631578948)","(26.0, 34.0, 37.25)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.892307692307693)","(17.0, 28.0, 28.666666666666664)","(1.9, 2.64, 2.625)","(15.0, 24.0, 22.75)"
12-01-2023 11:52:03.181575,"(3.8, 5.0, 4.876923076923077)","(7.0, 8.0, 7.781818181818182)","(31.0, 70.0, 64.66666666666666)","(31.0, 44.0, 37.25)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.892307692307693)","(17.0, 30.0, 28.666666666666664)","(1.9, 2.64, 2.625)","(15.0, 24.0, 23.3125)"
12-01-2023 11:52:04.474332,"(3.8, 5.0, 4.876923076923077)","(7.0, 8.0, 7.781818181818182)","(31.0, 70.0, 64.66666666666666)","(31.0, 44.0, 36.0)","(26.0, 40.0, 31.75)","(7.5, 9.4, 8.892307692307693)","(17.0, 30.0, 28.666666666666664)","(1.9, 2.64, 2.6340425531914895)","(15.0, 24.0, 23.375)"
