,Lady Luck,Curls Victory,Victa Mikey,Aston Bel Air,Emerley Aussie,Rage Quit
10,"[datetime.datetime(2022, 11, 28, 20, 24, 55, 870350), 2.9, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 870350), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 870350), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 870350), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 870350), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 870350), 3.4, 3.95]"
11,"[datetime.datetime(2022, 11, 28, 20, 24, 56, 965162), 2.9, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 965162), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 965162), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 965162), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 965162), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 965162), 3.4, 3.95]"
12,"[datetime.datetime(2022, 11, 28, 20, 24, 58, 67654), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 67654), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 67654), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 67654), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 67654), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 67654), 3.4, 3.95]"
13,"[datetime.datetime(2022, 11, 28, 20, 24, 59, 166203), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 166203), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 166203), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 166203), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 166203), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 166203), 3.4, 3.95]"
14,"[datetime.datetime(2022, 11, 28, 20, 25, 0, 271821), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 271821), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 271821), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 271821), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 271821), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 271821), 3.4, 3.95]"
15,"[datetime.datetime(2022, 11, 28, 20, 25, 1, 367805), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 367805), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 367805), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 367805), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 367805), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 367805), 3.4, 3.9]"
16,"[datetime.datetime(2022, 11, 28, 20, 25, 2, 477272), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 477272), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 477272), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 477272), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 477272), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 477272), 3.4, 3.85]"
17,"[datetime.datetime(2022, 11, 28, 20, 25, 3, 590702), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 25, 3, 590702), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 3, 590702), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 3, 590702), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 3, 590702), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 3, 590702), 3.4, 3.95]"
18,"[datetime.datetime(2022, 11, 28, 20, 25, 4, 691655), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 691655), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 691655), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 691655), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 691655), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 691655), 3.4, 3.95]"
19,"[datetime.datetime(2022, 11, 28, 20, 25, 5, 796268), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 796268), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 796268), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 796268), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 796268), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 796268), 3.4, 3.95]"
20,"[datetime.datetime(2022, 11, 28, 20, 25, 6, 895503), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 895503), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 895503), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 895503), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 895503), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 895503), 3.4, 3.95]"
21,"[datetime.datetime(2022, 11, 28, 20, 25, 7, 991722), 2.9, 4.7]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 991722), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 991722), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 991722), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 991722), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 991722), 3.4, 3.95]"
22,"[datetime.datetime(2022, 11, 28, 20, 25, 9, 91668), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 91668), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 91668), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 91668), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 91668), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 91668), 3.4, 3.95]"
23,"[datetime.datetime(2022, 11, 28, 20, 25, 10, 194196), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 194196), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 194196), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 194196), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 194196), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 194196), 3.4, 3.95]"
24,"[datetime.datetime(2022, 11, 28, 20, 25, 11, 310788), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 310788), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 310788), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 310788), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 310788), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 310788), 3.4, 3.95]"
25,"[datetime.datetime(2022, 11, 28, 20, 25, 12, 418750), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 418750), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 418750), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 418750), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 418750), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 418750), 3.4, 3.95]"
26,"[datetime.datetime(2022, 11, 28, 20, 25, 13, 521156), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 13, 521156), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 13, 521156), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 13, 521156), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 13, 521156), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 13, 521156), 3.4, 3.95]"
27,"[datetime.datetime(2022, 11, 28, 20, 25, 14, 618475), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 618475), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 618475), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 618475), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 618475), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 618475), 3.4, 3.95]"
28,"[datetime.datetime(2022, 11, 28, 20, 25, 15, 713957), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 713957), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 713957), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 713957), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 713957), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 713957), 3.4, 3.95]"
29,"[datetime.datetime(2022, 11, 28, 20, 25, 16, 812046), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 812046), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 812046), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 812046), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 812046), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 812046), 3.4, 3.95]"
30,"[datetime.datetime(2022, 11, 28, 20, 25, 17, 906674), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 906674), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 906674), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 906674), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 906674), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 906674), 3.4, 3.95]"
31,"[datetime.datetime(2022, 11, 28, 20, 25, 19, 23616), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 23616), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 23616), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 23616), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 23616), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 23616), 3.4, 3.95]"
32,"[datetime.datetime(2022, 11, 28, 20, 25, 20, 122849), 2.9, 4.9]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 122849), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 122849), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 122849), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 122849), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 122849), 3.4, 3.95]"
33,"[datetime.datetime(2022, 11, 28, 20, 25, 21, 226531), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 226531), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 226531), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 226531), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 226531), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 226531), 3.4, 3.95]"
34,"[datetime.datetime(2022, 11, 28, 20, 25, 22, 354229), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 354229), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 354229), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 354229), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 354229), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 354229), 3.4, 3.95]"
35,"[datetime.datetime(2022, 11, 28, 20, 25, 23, 454030), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 454030), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 454030), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 454030), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 454030), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 454030), 3.4, 3.95]"
36,"[datetime.datetime(2022, 11, 28, 20, 25, 24, 569736), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 24, 569736), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 24, 569736), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 24, 569736), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 24, 569736), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 24, 569736), 3.4, 3.95]"
37,"[datetime.datetime(2022, 11, 28, 20, 25, 25, 672191), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 672191), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 672191), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 672191), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 672191), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 672191), 3.4, 3.95]"
38,"[datetime.datetime(2022, 11, 28, 20, 25, 26, 766332), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 766332), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 766332), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 766332), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 766332), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 766332), 3.4, 3.95]"
39,"[datetime.datetime(2022, 11, 28, 20, 25, 27, 867010), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 867010), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 867010), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 867010), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 867010), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 867010), 3.4, 3.95]"
40,"[datetime.datetime(2022, 11, 28, 20, 25, 28, 963598), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 963598), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 963598), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 963598), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 963598), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 963598), 3.4, 3.95]"
41,"[datetime.datetime(2022, 11, 28, 20, 25, 30, 66538), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 66538), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 66538), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 66538), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 66538), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 66538), 3.4, 3.95]"
42,"[datetime.datetime(2022, 11, 28, 20, 25, 31, 164233), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 164233), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 164233), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 164233), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 164233), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 164233), 3.4, 3.95]"
43,"[datetime.datetime(2022, 11, 28, 20, 25, 32, 289314), 2.9, 5.3]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 289314), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 289314), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 289314), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 289314), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 289314), 3.4, 3.95]"
44,"[datetime.datetime(2022, 11, 28, 20, 25, 33, 392607), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 392607), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 392607), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 392607), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 392607), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 392607), 3.4, 3.95]"
45,"[datetime.datetime(2022, 11, 28, 20, 25, 34, 493494), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 20, 25, 34, 493494), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 34, 493494), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 34, 493494), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 34, 493494), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 34, 493494), 3.4, 3.95]"
46,"[datetime.datetime(2022, 11, 28, 20, 25, 35, 600290), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 20, 25, 35, 600290), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 35, 600290), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 35, 600290), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 35, 600290), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 35, 600290), 3.4, 3.95]"
47,"[datetime.datetime(2022, 11, 28, 20, 25, 36, 701042), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 20, 25, 36, 702043), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 36, 702043), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 36, 702043), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 36, 702043), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 36, 702043), 3.4, 3.95]"
48,"[datetime.datetime(2022, 11, 28, 20, 25, 37, 815338), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 20, 25, 37, 815338), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 37, 815338), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 37, 815338), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 37, 815338), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 37, 815338), 3.4, 3.95]"
49,"[datetime.datetime(2022, 11, 28, 20, 25, 38, 921835), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 20, 25, 38, 921835), 2.5, 3.95]","[datetime.datetime(2022, 11, 28, 20, 25, 38, 921835), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 38, 921835), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 38, 921835), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 38, 921835), 3.4, 3.95]"
50,"[datetime.datetime(2022, 11, 28, 20, 25, 40, 28546), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 20, 25, 40, 28546), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 25, 40, 28546), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 40, 28546), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 40, 28546), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 40, 28546), 3.4, 3.95]"
51,"[datetime.datetime(2022, 11, 28, 20, 25, 41, 138041), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 20, 25, 41, 138041), 2.5, 3.45]","[datetime.datetime(2022, 11, 28, 20, 25, 41, 138041), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 41, 138041), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 41, 138041), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 41, 138041), 3.4, 3.95]"
52,"[datetime.datetime(2022, 11, 28, 20, 25, 42, 253376), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 20, 25, 42, 253376), 2.5, 3.45]","[datetime.datetime(2022, 11, 28, 20, 25, 42, 253376), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 42, 253376), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 42, 253376), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 42, 253376), 3.4, 3.95]"
53,"[datetime.datetime(2022, 11, 28, 20, 25, 43, 391416), 2.9, 5.6]","[datetime.datetime(2022, 11, 28, 20, 25, 43, 391416), 2.5, 3.45]","[datetime.datetime(2022, 11, 28, 20, 25, 43, 391416), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 25, 43, 391416), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 43, 391416), 71.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 25, 43, 391416), 3.4, 3.9]"
