,Flight To Mars,Ranger Rod,Louie Luxe,Rissoles,Pay The Prince,Who Did That,Yosemite Sam,Tricky Trenear
10,"[datetime.datetime(2022, 11, 28, 13, 43, 40, 592240), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 40, 592240), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 40, 592240), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 40, 592240), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 40, 592240), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 40, 592240), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 43, 40, 592240), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 40, 592240), 6.0, 12.0]"
11,"[datetime.datetime(2022, 11, 28, 13, 43, 41, 738769), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 41, 738769), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 41, 738769), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 41, 738769), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 41, 738769), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 41, 738769), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 43, 41, 738769), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 41, 738769), 6.0, 12.0]"
12,"[datetime.datetime(2022, 11, 28, 13, 43, 42, 878838), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 878838), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 878838), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 878838), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 878838), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 878838), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 878838), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 42, 878838), 6.0, 12.0]"
13,"[datetime.datetime(2022, 11, 28, 13, 43, 44, 10776), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 10776), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 10776), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 10776), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 10776), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 10776), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 10776), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 44, 10776), 6.0, 12.0]"
14,"[datetime.datetime(2022, 11, 28, 13, 43, 45, 147823), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 147823), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 147823), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 147823), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 147823), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 147823), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 147823), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 45, 147823), 6.0, 12.0]"
15,"[datetime.datetime(2022, 11, 28, 13, 43, 46, 277330), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 277330), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 277330), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 277330), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 277330), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 277330), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 277330), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 46, 277330), 6.0, 12.0]"
16,"[datetime.datetime(2022, 11, 28, 13, 43, 47, 420614), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 420614), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 420614), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 420614), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 420614), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 420614), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 420614), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 47, 420614), 6.0, 12.0]"
17,"[datetime.datetime(2022, 11, 28, 13, 43, 48, 561148), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 48, 561148), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 48, 561148), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 48, 561148), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 48, 561148), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 48, 561148), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 48, 561148), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 48, 561148), 6.0, 12.0]"
18,"[datetime.datetime(2022, 11, 28, 13, 43, 49, 698134), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 698134), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 698134), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 698134), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 698134), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 698134), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 698134), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 49, 698134), 6.0, 12.0]"
19,"[datetime.datetime(2022, 11, 28, 13, 43, 50, 831902), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 831902), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 831902), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 831902), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 831902), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 831902), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 831902), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 50, 831902), 6.0, 12.0]"
20,"[datetime.datetime(2022, 11, 28, 13, 43, 51, 959445), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 959445), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 959445), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 959445), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 959445), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 959445), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 959445), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 51, 959445), 6.0, 12.0]"
21,"[datetime.datetime(2022, 11, 28, 13, 43, 53, 99298), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 99298), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 99298), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 99298), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 99298), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 99298), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 99298), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 53, 99298), 6.0, 12.0]"
22,"[datetime.datetime(2022, 11, 28, 13, 43, 54, 233546), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 233546), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 233546), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 233546), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 233546), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 233546), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 233546), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 54, 233546), 6.0, 12.0]"
23,"[datetime.datetime(2022, 11, 28, 13, 43, 55, 374091), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 374091), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 374091), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 374091), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 374091), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 374091), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 374091), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 55, 374091), 6.0, 12.0]"
24,"[datetime.datetime(2022, 11, 28, 13, 43, 56, 500860), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 56, 500860), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 56, 500860), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 56, 500860), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 56, 500860), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 56, 500860), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 56, 500860), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 56, 500860), 6.0, 12.0]"
25,"[datetime.datetime(2022, 11, 28, 13, 43, 57, 636724), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 636724), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 636724), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 636724), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 636724), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 636724), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 636724), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 57, 636724), 6.0, 12.0]"
26,"[datetime.datetime(2022, 11, 28, 13, 43, 58, 765039), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 765039), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 765039), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 765039), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 765039), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 765039), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 765039), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 58, 765039), 6.0, 12.0]"
27,"[datetime.datetime(2022, 11, 28, 13, 43, 59, 910447), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 910447), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 910447), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 910447), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 910447), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 910447), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 910447), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 43, 59, 910447), 6.0, 12.0]"
28,"[datetime.datetime(2022, 11, 28, 13, 44, 1, 46692), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 46692), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 46692), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 46692), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 46692), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 46692), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 46692), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 1, 46692), 6.0, 12.0]"
29,"[datetime.datetime(2022, 11, 28, 13, 44, 2, 178069), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 178069), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 178069), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 178069), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 178069), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 178069), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 178069), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 2, 178069), 6.0, 12.0]"
30,"[datetime.datetime(2022, 11, 28, 13, 44, 3, 329787), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 329787), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 329787), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 329787), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 329787), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 329787), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 329787), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 3, 329787), 6.0, 12.0]"
31,"[datetime.datetime(2022, 11, 28, 13, 44, 4, 462578), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 4, 462578), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 4, 462578), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 4, 462578), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 4, 462578), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 4, 462578), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 4, 462578), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 4, 462578), 6.0, 12.0]"
32,"[datetime.datetime(2022, 11, 28, 13, 44, 5, 608684), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 608684), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 608684), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 608684), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 608684), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 608684), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 608684), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 5, 608684), 6.0, 12.0]"
33,"[datetime.datetime(2022, 11, 28, 13, 44, 6, 744413), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 744413), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 744413), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 744413), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 744413), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 744413), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 744413), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 6, 744413), 6.0, 12.0]"
34,"[datetime.datetime(2022, 11, 28, 13, 44, 7, 890712), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 890712), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 890712), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 890712), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 890712), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 890712), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 890712), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 7, 890712), 6.0, 12.0]"
35,"[datetime.datetime(2022, 11, 28, 13, 44, 9, 57764), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 57764), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 57764), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 57764), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 57764), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 57764), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 57764), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 9, 57764), 6.0, 12.0]"
36,"[datetime.datetime(2022, 11, 28, 13, 44, 10, 222211), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 222211), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 222211), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 222211), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 222211), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 222211), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 222211), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 10, 222211), 6.0, 12.0]"
37,"[datetime.datetime(2022, 11, 28, 13, 44, 11, 385943), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 385943), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 385943), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 385943), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 385943), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 385943), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 385943), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 11, 385943), 6.0, 12.0]"
38,"[datetime.datetime(2022, 11, 28, 13, 44, 12, 527809), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 12, 527809), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 12, 527809), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 12, 527809), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 12, 527809), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 12, 527809), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 12, 527809), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 12, 527809), 6.0, 12.0]"
39,"[datetime.datetime(2022, 11, 28, 13, 44, 13, 670370), 3.4, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 670370), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 670370), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 670370), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 670370), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 670370), 11.0, 30.0]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 670370), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 44, 13, 670370), 6.0, 12.0]"
