,Bayonet Soldier,Whistle On By,Cavalryman Nz,Rocknroll Yankee,The Kapiti Express Nz,Joonior Brown,Uncle Leo
21,"[datetime.datetime(2022, 11, 28, 14, 17, 21, 549687), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 21, 549687), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 21, 549687), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 21, 549687), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 21, 549687), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 21, 549687), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 21, 549687), 101.0, 400.0]"
22,"[datetime.datetime(2022, 11, 28, 14, 17, 22, 711173), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 22, 711173), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 22, 711173), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 22, 711173), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 22, 711173), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 22, 711173), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 22, 711173), 101.0, 400.0]"
23,"[datetime.datetime(2022, 11, 28, 14, 17, 23, 885393), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 23, 885393), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 23, 885393), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 23, 885393), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 23, 885393), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 23, 885393), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 23, 885393), 101.0, 400.0]"
24,"[datetime.datetime(2022, 11, 28, 14, 17, 25, 56690), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 25, 56690), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 25, 56690), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 25, 56690), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 25, 56690), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 25, 56690), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 25, 56690), 101.0, 400.0]"
25,"[datetime.datetime(2022, 11, 28, 14, 17, 26, 216155), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 26, 216155), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 26, 216155), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 26, 216155), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 26, 216155), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 26, 216155), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 26, 216155), 101.0, 400.0]"
26,"[datetime.datetime(2022, 11, 28, 14, 17, 27, 384729), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 27, 384729), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 27, 384729), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 27, 384729), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 27, 384729), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 27, 384729), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 27, 384729), 101.0, 400.0]"
27,"[datetime.datetime(2022, 11, 28, 14, 17, 28, 555797), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 28, 555797), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 28, 555797), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 28, 555797), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 28, 555797), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 28, 555797), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 28, 555797), 101.0, 400.0]"
28,"[datetime.datetime(2022, 11, 28, 14, 17, 29, 717976), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 29, 717976), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 29, 717976), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 29, 717976), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 29, 717976), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 29, 717976), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 29, 717976), 101.0, 400.0]"
29,"[datetime.datetime(2022, 11, 28, 14, 17, 30, 883977), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 30, 883977), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 30, 883977), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 30, 883977), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 30, 883977), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 30, 883977), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 30, 883977), 101.0, 400.0]"
30,"[datetime.datetime(2022, 11, 28, 14, 17, 32, 47915), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 32, 47915), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 32, 47915), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 32, 47915), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 32, 47915), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 32, 47915), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 32, 47915), 101.0, 400.0]"
31,"[datetime.datetime(2022, 11, 28, 14, 17, 33, 212298), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 33, 212298), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 33, 212298), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 33, 212298), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 33, 212298), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 33, 212298), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 33, 212298), 101.0, 400.0]"
32,"[datetime.datetime(2022, 11, 28, 14, 17, 34, 376220), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 34, 376220), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 34, 376220), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 34, 376220), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 34, 376220), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 34, 376220), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 34, 376220), 101.0, 400.0]"
33,"[datetime.datetime(2022, 11, 28, 14, 17, 35, 534508), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 35, 534508), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 35, 534508), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 35, 534508), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 35, 534508), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 35, 534508), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 35, 534508), 101.0, 400.0]"
34,"[datetime.datetime(2022, 11, 28, 14, 17, 36, 702766), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 36, 702766), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 36, 702766), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 36, 702766), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 36, 702766), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 36, 702766), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 36, 702766), 101.0, 400.0]"
35,"[datetime.datetime(2022, 11, 28, 14, 17, 37, 868139), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 37, 868139), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 37, 868139), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 37, 868139), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 37, 868139), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 37, 868139), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 37, 868139), 101.0, 400.0]"
36,"[datetime.datetime(2022, 11, 28, 14, 17, 39, 37892), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 39, 37892), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 39, 37892), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 39, 37892), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 39, 37892), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 39, 37892), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 39, 37892), 101.0, 400.0]"
37,"[datetime.datetime(2022, 11, 28, 14, 17, 40, 204731), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 40, 204731), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 40, 204731), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 40, 204731), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 40, 204731), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 40, 204731), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 40, 204731), 101.0, 400.0]"
38,"[datetime.datetime(2022, 11, 28, 14, 17, 41, 368286), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 41, 368286), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 41, 368286), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 41, 368286), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 41, 368286), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 41, 368286), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 41, 368286), 101.0, 400.0]"
39,"[datetime.datetime(2022, 11, 28, 14, 17, 42, 543675), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 42, 543675), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 42, 543675), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 42, 543675), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 42, 543675), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 42, 543675), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 42, 543675), 101.0, 400.0]"
40,"[datetime.datetime(2022, 11, 28, 14, 17, 43, 726534), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 43, 726534), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 43, 726534), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 43, 726534), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 43, 726534), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 43, 726534), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 43, 726534), 101.0, 400.0]"
41,"[datetime.datetime(2022, 11, 28, 14, 17, 44, 901761), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 44, 901761), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 44, 901761), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 44, 901761), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 44, 901761), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 44, 901761), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 44, 901761), 101.0, 400.0]"
42,"[datetime.datetime(2022, 11, 28, 14, 17, 46, 65852), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 46, 65852), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 46, 65852), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 46, 65852), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 46, 65852), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 46, 65852), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 46, 65852), 101.0, 400.0]"
43,"[datetime.datetime(2022, 11, 28, 14, 17, 47, 239305), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 47, 239305), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 47, 239305), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 47, 239305), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 47, 239305), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 47, 239305), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 47, 239305), 101.0, 400.0]"
44,"[datetime.datetime(2022, 11, 28, 14, 17, 48, 411049), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 48, 411049), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 48, 411049), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 48, 411049), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 48, 411049), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 48, 411049), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 48, 411049), 101.0, 400.0]"
45,"[datetime.datetime(2022, 11, 28, 14, 17, 49, 580096), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 14, 17, 49, 580096), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 14, 17, 49, 580096), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 49, 580096), 12.0, 29.0]","[datetime.datetime(2022, 11, 28, 14, 17, 49, 580096), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 17, 49, 580096), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 14, 17, 49, 580096), 101.0, 400.0]"
