,Bayonet Soldier,Whistle On By,Cavalryman Nz,Rocknroll Yankee,The Kapiti Express Nz,Joonior Brown,Uncle Leo
800,"[datetime.datetime(2022, 11, 28, 14, 32, 37, 462971), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 462971), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 462971), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 462971), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 462971), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 462971), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 462971), 101.0, 370.0]"
801,"[datetime.datetime(2022, 11, 28, 14, 32, 38, 683240), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 683240), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 683240), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 683240), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 683240), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 683240), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 683240), 101.0, 370.0]"
802,"[datetime.datetime(2022, 11, 28, 14, 32, 39, 873063), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 873063), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 873063), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 873063), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 873063), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 873063), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 873063), 101.0, 370.0]"
803,"[datetime.datetime(2022, 11, 28, 14, 32, 41, 43103), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 43103), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 43103), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 43103), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 43103), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 43103), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 43103), 101.0, 370.0]"
804,"[datetime.datetime(2022, 11, 28, 14, 32, 42, 209057), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 209057), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 209057), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 209057), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 209057), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 209057), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 209057), 101.0, 370.0]"
805,"[datetime.datetime(2022, 11, 28, 14, 32, 43, 379720), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 379720), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 379720), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 379720), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 379720), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 379720), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 379720), 101.0, 370.0]"
806,"[datetime.datetime(2022, 11, 28, 14, 32, 44, 548745), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 548745), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 548745), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 548745), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 548745), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 548745), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 548745), 101.0, 370.0]"
807,"[datetime.datetime(2022, 11, 28, 14, 32, 45, 706537), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 706537), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 706537), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 706537), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 706537), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 706537), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 706537), 101.0, 370.0]"
808,"[datetime.datetime(2022, 11, 28, 14, 32, 46, 873723), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 46, 873723), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 46, 873723), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 46, 873723), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 46, 873723), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 46, 873723), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 46, 873723), 101.0, 370.0]"
809,"[datetime.datetime(2022, 11, 28, 14, 32, 48, 42473), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 42473), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 42473), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 42473), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 42473), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 42473), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 42473), 101.0, 370.0]"
810,"[datetime.datetime(2022, 11, 28, 14, 32, 49, 209323), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 209323), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 209323), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 209323), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 209323), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 209323), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 209323), 101.0, 370.0]"
811,"[datetime.datetime(2022, 11, 28, 14, 32, 50, 386471), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 386471), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 386471), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 386471), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 386471), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 386471), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 386471), 101.0, 370.0]"
812,"[datetime.datetime(2022, 11, 28, 14, 32, 51, 562588), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 562588), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 562588), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 562588), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 562588), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 562588), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 562588), 101.0, 370.0]"
813,"[datetime.datetime(2022, 11, 28, 14, 32, 52, 731531), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 52, 731531), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 52, 731531), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 52, 731531), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 52, 731531), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 52, 731531), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 52, 731531), 101.0, 370.0]"
814,"[datetime.datetime(2022, 11, 28, 14, 32, 53, 902484), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 902484), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 902484), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 902484), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 902484), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 902484), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 902484), 101.0, 370.0]"
815,"[datetime.datetime(2022, 11, 28, 14, 32, 55, 65250), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 65250), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 65250), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 65250), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 65250), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 65250), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 65250), 101.0, 370.0]"
816,"[datetime.datetime(2022, 11, 28, 14, 32, 56, 235392), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 235392), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 235392), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 235392), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 235392), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 235392), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 235392), 101.0, 370.0]"
817,"[datetime.datetime(2022, 11, 28, 14, 32, 57, 406241), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 406241), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 406241), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 406241), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 406241), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 406241), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 406241), 101.0, 370.0]"
818,"[datetime.datetime(2022, 11, 28, 14, 32, 58, 572260), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 58, 572260), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 58, 572260), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 58, 572260), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 58, 572260), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 58, 572260), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 58, 572260), 101.0, 370.0]"
819,"[datetime.datetime(2022, 11, 28, 14, 32, 59, 737266), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 737266), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 737266), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 737266), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 737266), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 737266), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 737266), 101.0, 370.0]"
820,"[datetime.datetime(2022, 11, 28, 14, 33, 0, 901866), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 901866), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 901866), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 901866), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 901866), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 901866), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 901866), 101.0, 370.0]"
821,"[datetime.datetime(2022, 11, 28, 14, 33, 2, 76635), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 76635), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 76635), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 76635), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 76635), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 76635), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 76635), 101.0, 370.0]"
822,"[datetime.datetime(2022, 11, 28, 14, 33, 3, 249019), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 249019), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 249019), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 249019), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 249019), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 249019), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 249019), 101.0, 370.0]"
823,"[datetime.datetime(2022, 11, 28, 14, 33, 4, 408264), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 4, 408264), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 4, 408264), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 4, 408264), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 4, 408264), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 4, 408264), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 4, 408264), 101.0, 370.0]"
824,"[datetime.datetime(2022, 11, 28, 14, 33, 5, 566592), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 566592), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 566592), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 566592), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 566592), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 566592), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 566592), 101.0, 370.0]"
825,"[datetime.datetime(2022, 11, 28, 14, 33, 6, 730604), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 730604), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 730604), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 730604), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 730604), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 730604), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 730604), 101.0, 370.0]"
826,"[datetime.datetime(2022, 11, 28, 14, 33, 7, 893715), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 893715), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 893715), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 893715), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 893715), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 893715), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 893715), 101.0, 370.0]"
827,"[datetime.datetime(2022, 11, 28, 14, 33, 9, 59567), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 9, 59567), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 9, 59567), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 9, 59567), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 9, 59567), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 9, 59567), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 9, 59567), 101.0, 370.0]"
828,"[datetime.datetime(2022, 11, 28, 14, 33, 10, 219987), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 10, 219987), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 10, 219987), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 10, 219987), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 10, 219987), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 10, 219987), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 10, 219987), 101.0, 370.0]"
829,"[datetime.datetime(2022, 11, 28, 14, 33, 11, 388338), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 11, 388338), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 11, 388338), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 11, 388338), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 11, 388338), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 11, 388338), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 11, 388338), 101.0, 370.0]"
830,"[datetime.datetime(2022, 11, 28, 14, 33, 12, 557650), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 12, 557650), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 12, 557650), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 12, 557650), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 12, 557650), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 12, 557650), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 12, 557650), 101.0, 370.0]"
831,"[datetime.datetime(2022, 11, 28, 14, 33, 13, 739485), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 13, 739485), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 13, 739485), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 13, 739485), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 13, 739485), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 13, 739485), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 13, 739485), 101.0, 370.0]"
832,"[datetime.datetime(2022, 11, 28, 14, 33, 14, 908636), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 14, 908636), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 14, 908636), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 14, 908636), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 14, 908636), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 14, 908636), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 14, 908636), 101.0, 370.0]"
833,"[datetime.datetime(2022, 11, 28, 14, 33, 16, 101705), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 16, 101705), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 16, 101705), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 16, 101705), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 16, 101705), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 16, 101705), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 16, 101705), 101.0, 370.0]"
834,"[datetime.datetime(2022, 11, 28, 14, 33, 17, 269657), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 17, 269657), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 17, 269657), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 17, 269657), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 17, 269657), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 17, 269657), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 17, 269657), 101.0, 370.0]"
835,"[datetime.datetime(2022, 11, 28, 14, 33, 18, 447339), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 18, 447339), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 18, 447339), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 18, 447339), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 18, 447339), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 18, 447339), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 18, 447339), 101.0, 370.0]"
836,"[datetime.datetime(2022, 11, 28, 14, 33, 19, 606986), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 19, 606986), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 19, 606986), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 19, 606986), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 19, 606986), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 19, 606986), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 19, 606986), 101.0, 370.0]"
837,"[datetime.datetime(2022, 11, 28, 14, 33, 20, 775138), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 20, 775138), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 20, 775138), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 20, 775138), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 20, 775138), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 20, 775138), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 20, 775138), 101.0, 370.0]"
838,"[datetime.datetime(2022, 11, 28, 14, 33, 21, 937498), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 21, 937498), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 21, 937498), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 21, 937498), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 21, 937498), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 21, 937498), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 21, 937498), 101.0, 370.0]"
839,"[datetime.datetime(2022, 11, 28, 14, 33, 23, 108038), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 23, 108038), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 23, 108038), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 23, 108038), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 23, 108038), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 23, 108038), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 23, 108038), 101.0, 370.0]"
840,"[datetime.datetime(2022, 11, 28, 14, 33, 24, 291759), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 24, 291759), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 24, 291759), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 24, 291759), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 24, 291759), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 24, 291759), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 24, 291759), 101.0, 370.0]"
841,"[datetime.datetime(2022, 11, 28, 14, 33, 25, 455476), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 25, 455476), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 25, 455476), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 25, 455476), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 25, 455476), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 25, 455476), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 25, 455476), 101.0, 370.0]"
842,"[datetime.datetime(2022, 11, 28, 14, 33, 26, 626120), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 26, 626120), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 26, 626120), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 26, 626120), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 26, 626120), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 26, 626120), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 26, 626120), 101.0, 370.0]"
843,"[datetime.datetime(2022, 11, 28, 14, 33, 27, 794116), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 27, 794116), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 27, 794116), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 27, 794116), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 27, 794116), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 27, 794116), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 27, 794116), 101.0, 370.0]"
844,"[datetime.datetime(2022, 11, 28, 14, 33, 28, 958395), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 28, 958395), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 28, 958395), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 28, 958395), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 28, 958395), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 28, 958395), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 28, 958395), 101.0, 370.0]"
845,"[datetime.datetime(2022, 11, 28, 14, 33, 30, 183362), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 30, 183362), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 30, 183362), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 30, 183362), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 30, 183362), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 30, 183362), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 30, 183362), 101.0, 370.0]"
846,"[datetime.datetime(2022, 11, 28, 14, 33, 31, 355221), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 33, 31, 355221), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 33, 31, 355221), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 31, 355221), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 33, 31, 355221), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 31, 355221), 2.8, 4.7]","[datetime.datetime(2022, 11, 28, 14, 33, 31, 355221), 101.0, 370.0]"
