,Naomi Butterfly,Slingshot Bruno,Roxy Crumpet,Earn The Fizz,Mcivor Rusty,Wagtail Demon,Buck Hunter,Banjo Jack
04-01-2023 14:34:27.285086,"(7.5, 10.0, 9.9375)","(5.5, 7.2, 6.699999999999999)","(8.5, 14.5, 13.145833333333334)","(11.0, 14.0, 13.84375)","(9.0, 11.5, 11.233333333333333)","(7.0, 9.8, 9.733333333333334)","(2.25, 2.66, 2.659814814814815)","(21.0, 50.0, 46.8421052631579)"
04-01-2023 14:34:28.507736,"(7.5, 10.0, 9.927272727272728)","(5.5, 7.0, 6.666666666666666)","(8.5, 14.5, 13.145833333333334)","(11.0, 14.0, 13.84375)","(9.0, 11.5, 11.233333333333333)","(7.0, 9.8, 9.733333333333334)","(2.25, 2.66, 2.701288782816229)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:34:29.724528,"(7.5, 10.0, 9.985714285714286)","(5.5, 7.0, 6.666666666666666)","(8.5, 14.5, 13.13013698630137)","(11.0, 14.0, 13.6)","(9.0, 11.5, 11.233333333333333)","(7.0, 9.8, 10.01)","(2.25, 2.72, 2.7007092198581564)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:34:30.994997,"(7.5, 10.0, 9.985714285714286)","(5.5, 7.0, 6.666666666666666)","(8.5, 14.5, 13.30952380952381)","(11.0, 14.0, 13.642857142857142)","(9.0, 11.5, 11.233333333333333)","(7.0, 10.5, 9.1875)","(2.25, 2.72, 2.6997129186602873)","(21.0, 50.0, 46.44444444444444)"
04-01-2023 14:34:32.182186,"(7.5, 10.0, 9.985714285714286)","(5.5, 7.0, 6.906666666666666)","(9.0, 14.0, 12.947368421052632)","(11.0, 14.5, 13.642857142857142)","(9.0, 11.5, 11.233333333333333)","(7.0, 10.5, 9.1875)","(2.25, 2.7, 2.6997129186602873)","(21.0, 50.0, 46.44444444444444)"
04-01-2023 14:34:33.376566,"(7.5, 10.0, 9.985714285714286)","(5.5, 7.0, 6.666666666666666)","(9.0, 14.0, 12.947368421052632)","(11.0, 14.5, 13.642857142857142)","(9.0, 11.5, 11.38)","(7.0, 10.0, 9.8)","(2.25, 2.72, 2.6943689320388353)","(21.0, 50.0, 46.2)"
04-01-2023 14:34:34.568556,"(7.5, 10.0, 9.985714285714286)","(5.5, 7.0, 6.644444444444444)","(9.0, 14.0, 12.947368421052632)","(11.0, 14.5, 13.465909090909092)","(9.0, 11.0, 10.907407407407407)","(7.0, 10.0, 9.600000000000001)","(2.25, 2.72, 2.6628846153846157)","(21.0, 50.0, 46.25)"
04-01-2023 14:34:35.767523,"(7.5, 10.0, 9.985714285714286)","(5.5, 7.0, 6.699999999999999)","(9.0, 14.0, 13.018867924528301)","(11.0, 13.5, 14.29)","(9.0, 11.0, 10.907407407407407)","(7.0, 9.8, 9.133333333333333)","(2.25, 2.72, 2.6514141414141417)","(21.0, 50.0, 46.44444444444444)"
04-01-2023 14:34:36.944122,"(7.5, 10.0, 9.985714285714286)","(5.5, 7.0, 6.6499999999999995)","(9.0, 14.0, 13.056818181818182)","(11.0, 14.5, 14.021739130434783)","(9.0, 11.0, 10.891304347826086)","(7.0, 9.8, 9.26)","(2.25, 2.66, 2.647007299270073)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:34:38.225328,"(7.5, 10.5, 9.863636363636365)","(5.5, 7.0, 6.741176470588235)","(9.0, 13.5, 13.056818181818182)","(11.0, 14.5, 14.021739130434783)","(9.0, 11.0, 10.891304347826086)","(7.0, 9.8, 9.26)","(2.25, 2.66, 2.647007299270073)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:34:39.471948,"(7.5, 10.0, 9.833333333333334)","(5.5, 7.0, 6.894117647058824)","(9.0, 13.0, 12.76923076923077)","(11.0, 14.5, 14.15)","(9.0, 11.0, 11.318181818181818)","(7.0, 9.8, 9.4)","(2.25, 2.66, 2.64605504587156)","(21.0, 50.0, 44.35294117647059)"
04-01-2023 14:34:40.820939,"(7.5, 10.0, 9.833333333333334)","(5.5, 7.0, 6.894117647058824)","(9.0, 13.0, 12.882352941176471)","(11.0, 14.5, 13.8)","(9.0, 11.5, 10.891304347826086)","(7.0, 9.8, 9.246153846153847)","(2.25, 2.66, 2.64605504587156)","(21.0, 50.0, 44.35294117647059)"
04-01-2023 14:34:42.345583,"(7.5, 10.0, 9.833333333333334)","(5.5, 7.0, 6.894117647058824)","(9.0, 13.0, 13.125)","(11.0, 14.5, 13.73076923076923)","(9.0, 11.0, 10.891304347826086)","(7.0, 9.8, 9.42)","(2.25, 2.66, 2.6494285714285715)","(21.0, 50.0, 46.44444444444444)"
04-01-2023 14:34:43.738125,"(7.5, 10.0, 9.833333333333334)","(5.5, 7.0, 6.894117647058824)","(9.0, 13.5, 12.479166666666666)","(11.0, 14.5, 13.666666666666666)","(9.0, 11.0, 10.891304347826086)","(7.0, 9.6, 9.436363636363636)","(2.25, 2.66, 2.6575)","(21.0, 50.0, 46.44444444444444)"
04-01-2023 14:34:45.075154,"(7.5, 10.0, 9.84375)","(5.5, 7.0, 6.894117647058824)","(9.0, 12.5, 12.476190476190476)","(11.0, 14.5, 14.0)","(9.0, 11.0, 10.891304347826086)","(7.0, 9.6, 9.436363636363636)","(2.25, 2.66, 2.6575)","(21.0, 50.0, 46.8)"
04-01-2023 14:34:46.329635,"(7.5, 10.5, 9.84375)","(5.5, 7.0, 6.894117647058824)","(9.0, 12.5, 12.476190476190476)","(11.0, 14.5, 14.26923076923077)","(9.0, 11.0, 10.934782608695652)","(7.0, 9.6, 9.24)","(2.25, 2.66, 2.6575)","(21.0, 50.0, 46.8)"
04-01-2023 14:34:47.555885,"(7.5, 10.5, 9.84375)","(5.5, 7.0, 6.894117647058824)","(9.0, 12.5, 11.875)","(11.0, 14.5, 14.25)","(9.0, 11.0, 10.875)","(7.0, 9.8, 9.292307692307693)","(2.25, 2.66, 2.6575)","(21.0, 50.0, 44.375)"
04-01-2023 14:34:48.846052,"(7.5, 10.5, 9.84375)","(5.5, 7.0, 6.894117647058824)","(9.0, 12.0, 11.653846153846153)","(11.0, 14.5, 14.25)","(9.0, 11.0, 10.892857142857142)","(7.0, 9.6, 9.342857142857143)","(2.25, 2.66, 2.6564705882352944)","(21.0, 50.0, 44.375)"
04-01-2023 14:34:50.063493,"(7.5, 10.5, 10.0)","(5.5, 7.0, 6.723076923076923)","(9.0, 12.0, 11.653846153846153)","(11.0, 14.5, 14.25)","(9.0, 11.0, 10.892857142857142)","(7.0, 9.6, 9.533333333333333)","(2.25, 2.68, 2.6564705882352944)","(21.0, 50.0, 45.5)"
04-01-2023 14:34:51.298084,"(7.5, 10.0, 9.9)","(5.5, 7.0, 6.723076923076923)","(9.0, 12.0, 11.642857142857142)","(11.0, 14.5, 14.1875)","(9.0, 11.0, 10.892857142857142)","(7.0, 9.8, 9.32)","(2.25, 2.68, 2.6482352941176472)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:34:52.471653,"(7.5, 10.0, 9.9)","(5.5, 7.0, 6.723076923076923)","(9.0, 12.0, 11.642857142857142)","(11.0, 15.0, 14.1875)","(9.0, 11.0, 10.892857142857142)","(7.0, 9.8, 9.32)","(2.25, 2.68, 2.6482352941176472)","(21.0, 50.0, 47.0)"
04-01-2023 14:34:53.742185,"(7.5, 10.0, 9.9)","(5.5, 7.0, 6.723076923076923)","(9.0, 12.0, 11.642857142857142)","(11.0, 15.0, 14.133333333333333)","(9.0, 11.0, 10.84375)","(7.0, 9.8, 9.4)","(2.25, 2.68, 2.649655172413793)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:34:54.953258,"(7.5, 10.0, 9.933333333333334)","(5.5, 7.0, 6.723076923076923)","(9.0, 12.0, 11.423076923076923)","(11.0, 15.0, 14.432692307692308)","(9.0, 11.0, 10.84375)","(7.0, 9.8, 9.916666666666666)","(2.25, 2.68, 2.6260000000000003)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:34:56.177760,"(7.5, 10.0, 9.933333333333334)","(5.5, 7.0, 6.723076923076923)","(9.0, 12.0, 11.642857142857142)","(11.0, 14.5, 14.432692307692308)","(9.0, 11.0, 10.84375)","(7.0, 10.0, 9.6875)","(2.25, 2.68, 2.626923076923077)","(21.0, 50.0, 46.63157894736842)"
04-01-2023 14:34:57.385712,"(7.5, 10.0, 9.95)","(5.5, 7.0, 6.723076923076923)","(9.0, 12.0, 11.642857142857142)","(11.0, 14.5, 14.432692307692308)","(9.0, 11.0, 10.84375)","(7.0, 10.0, 9.61111111111111)","(2.25, 2.68, 2.6285714285714286)","(21.0, 50.0, 45.5)"
04-01-2023 14:34:58.551091,"(7.5, 10.0, 9.971428571428572)","(5.5, 7.0, 6.905882352941177)","(9.0, 12.0, 11.555555555555555)","(11.0, 14.5, 14.432692307692308)","(9.0, 11.0, 10.84375)","(7.0, 10.0, 9.61111111111111)","(2.25, 2.64, 2.6171428571428574)","(21.0, 50.0, 46.44444444444444)"
04-01-2023 14:34:59.715155,"(7.5, 10.0, 9.971428571428572)","(5.5, 7.0, 6.866666666666666)","(9.0, 12.0, 11.666666666666666)","(11.0, 14.5, 14.432692307692308)","(9.0, 11.0, 10.84375)","(7.0, 10.0, 9.523809523809524)","(2.25, 2.64, 2.5885714285714285)","(21.0, 50.0, 47.0)"
04-01-2023 14:35:00.771201,"(7.5, 10.0, 9.95)","(5.5, 7.0, 6.866666666666666)","(9.0, 12.0, 11.666666666666666)","(11.0, 14.5, 14.432692307692308)","(9.0, 11.0, 10.84375)","(7.0, 10.0, 9.523809523809524)","(2.25, 2.64, 2.5885714285714285)","(21.0, 50.0, 47.0)"
04-01-2023 14:35:01.967074,"(7.5, 10.0, 9.866666666666667)","(5.5, 7.0, 6.866666666666666)","(9.0, 12.0, 11.76923076923077)","(11.0, 14.5, 14.435185185185185)","(9.0, 11.0, 10.84375)","(7.0, 9.6, 9.545454545454545)","(2.25, 2.64, 2.624)","(21.0, 50.0, 47.0)"
04-01-2023 14:35:03.149177,"(7.5, 9.8, 9.793939393939395)","(5.5, 7.0, 6.8545454545454545)","(9.0, 12.0, 11.76923076923077)","(11.0, 15.0, 14.84)","(9.0, 11.0, 10.84375)","(7.0, 9.6, 9.5)","(2.25, 2.64, 2.624)","(21.0, 50.0, 47.0)"
04-01-2023 14:35:04.362767,"(7.5, 9.8, 9.928888888888888)","(5.5, 7.0, 6.8)","(9.0, 12.0, 11.76923076923077)","(11.0, 15.0, 15.25)","(9.0, 11.0, 10.84375)","(7.0, 9.6, 9.5)","(2.25, 2.64, 2.5925000000000002)","(21.0, 50.0, 46.666666666666664)"
04-01-2023 14:35:05.588871,"(7.5, 10.0, 9.921951219512195)","(5.5, 7.0, 6.8)","(9.0, 12.0, 11.555555555555555)","(11.0, 16.0, 15.25)","(9.0, 11.0, 10.8)","(7.0, 9.6, 9.280000000000001)","(2.25, 2.68, 2.63125)","(21.0, 50.0, 44.0)"
04-01-2023 14:35:06.761017,"(7.5, 10.0, 9.921951219512195)","(5.5, 7.0, 6.8)","(9.0, 12.0, 11.555555555555555)","(11.0, 16.0, 15.25)","(9.0, 11.0, 10.8)","(7.0, 9.4, 9.32)","(2.25, 2.68, 2.6072727272727274)","(21.0, 50.0, 45.0)"
04-01-2023 14:35:07.907712,"(7.5, 10.0, 9.921951219512195)","(5.5, 7.0, 6.930434782608695)","(9.0, 12.0, 11.555555555555555)","(11.0, 16.0, 14.954545454545455)","(9.0, 11.0, 10.95)","(7.0, 9.4, 9.542857142857143)","(2.25, 2.68, 2.606315789473684)","(21.0, 50.0, 47.6)"
04-01-2023 14:35:09.026682,"(7.5, 10.0, 9.970731707317073)","(5.5, 7.0, 6.8533333333333335)","(9.0, 12.0, 11.652173913043478)","(11.0, 15.0, 14.9)","(9.0, 11.5, 10.95)","(7.0, 9.6, 9.371428571428572)","(2.25, 2.68, 2.606315789473684)","(21.0, 50.0, 47.27272727272727)"
04-01-2023 14:35:10.125692,"(7.5, 10.0, 9.970731707317073)","(5.5, 7.0, 6.8533333333333335)","(9.0, 12.0, 11.652173913043478)","(11.0, 15.0, 14.9)","(9.0, 11.5, 10.766666666666667)","(7.0, 9.4, 9.399999999999999)","(2.25, 2.68, 2.606315789473684)","(21.0, 50.0, 47.142857142857146)"
04-01-2023 14:35:11.229470,"(7.5, 10.0, 9.970731707317073)","(5.5, 7.0, 6.8533333333333335)","(9.0, 12.0, 11.535714285714286)","(11.0, 15.0, 14.916666666666666)","(9.0, 11.5, 10.766666666666667)","(7.0, 9.6, 9.4)","(2.25, 2.68, 2.606315789473684)","(21.0, 50.0, 47.0)"
04-01-2023 14:35:12.383402,"(7.5, 10.0, 9.970731707317073)","(5.5, 7.0, 6.8533333333333335)","(9.0, 12.0, 11.176470588235293)","(11.0, 15.0, 14.944444444444445)","(9.0, 11.5, 10.95)","(7.0, 9.8, 9.542857142857143)","(2.25, 2.68, 2.606315789473684)","(21.0, 50.0, 47.27272727272727)"
04-01-2023 14:35:13.506995,"(7.5, 10.0, 9.98974358974359)","(5.5, 7.0, 6.8533333333333335)","(9.0, 12.0, 11.275862068965518)","(11.0, 15.0, 14.916666666666666)","(9.0, 11.5, 10.766666666666667)","(7.0, 9.6, 9.553846153846154)","(2.25, 2.68, 2.606315789473684)","(21.0, 50.0, 46.666666666666664)"
04-01-2023 14:35:14.660504,"(7.5, 10.0, 9.98974358974359)","(5.5, 7.0, 6.8533333333333335)","(9.0, 12.0, 11.275862068965518)","(11.0, 15.0, 15.152173913043478)","(9.0, 11.5, 10.95)","(7.0, 9.6, 9.3)","(2.25, 2.68, 2.6247368421052633)","(21.0, 50.0, 45.5)"
04-01-2023 14:35:15.835327,"(7.5, 10.0, 9.962962962962964)","(5.5, 7.0, 6.6909090909090905)","(9.0, 12.0, 11.275862068965518)","(11.0, 15.5, 14.88888888888889)","(9.0, 11.5, 11.75438596491228)","(7.0, 9.6, 9.266666666666666)","(2.25, 2.68, 2.6247368421052633)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:35:17.007793,"(7.5, 10.0, 9.964705882352941)","(5.5, 7.0, 6.684210526315789)","(9.0, 12.0, 11.466666666666667)","(11.0, 15.0, 14.85)","(9.0, 12.0, 11.8)","(7.0, 9.6, 9.399999999999999)","(2.25, 2.68, 2.6185185185185187)","(21.0, 50.0, 47.0)"
04-01-2023 14:35:18.331045,"(7.5, 10.5, 10.13793103448276)","(5.5, 7.0, 6.684210526315789)","(9.0, 12.0, 11.466666666666667)","(11.0, 15.0, 14.85)","(9.0, 12.0, 11.7)","(7.0, 9.6, 9.399999999999999)","(2.25, 2.66, 2.5733333333333333)","(21.0, 50.0, 47.27272727272727)"
04-01-2023 14:35:19.575390,"(7.5, 10.5, 9.947368421052632)","(5.5, 7.0, 6.672727272727273)","(9.0, 12.0, 11.482758620689655)","(11.0, 15.0, 14.85)","(9.0, 12.0, 11.727272727272727)","(7.0, 9.6, 9.399999999999999)","(2.25, 2.64, 2.5772093023255813)","(21.0, 50.0, 47.27272727272727)"
04-01-2023 14:35:21.085444,"(7.5, 10.0, 9.94)","(5.5, 7.0, 6.672727272727273)","(9.0, 12.0, 11.482758620689655)","(11.0, 15.0, 14.85)","(9.0, 12.0, 11.954545454545455)","(7.0, 9.6, 9.399999999999999)","(2.25, 2.64, 2.5772093023255813)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:35:22.432754,"(7.5, 10.0, 9.94)","(5.5, 7.0, 6.672727272727273)","(9.0, 12.0, 11.333333333333334)","(11.0, 15.0, 15.85)","(9.0, 12.0, 11.9)","(7.0, 9.6, 9.5)","(2.25, 2.64, 2.5628571428571427)","(21.0, 50.0, 45.90909090909091)"
04-01-2023 14:35:23.795113,"(7.5, 10.0, 9.94)","(5.5, 7.0, 6.672727272727273)","(9.0, 12.0, 11.045454545454545)","(11.0, 16.0, 15.9)","(9.0, 12.5, 12.0)","(7.0, 9.6, 9.4)","(2.25, 2.62, 2.5584615384615383)","(21.0, 50.0, 45.90909090909091)"
04-01-2023 14:35:25.121019,"(7.5, 10.0, 9.947368421052632)","(5.5, 7.0, 6.672727272727273)","(9.0, 12.0, 11.045454545454545)","(11.0, 16.0, 15.9)","(9.0, 12.5, 11.96875)","(7.0, 9.6, 9.299999999999999)","(2.25, 2.62, 2.5646153846153847)","(21.0, 50.0, 47.0)"
04-01-2023 14:35:26.390282,"(7.5, 10.0, 9.94)","(5.5, 7.0, 6.672727272727273)","(9.0, 12.0, 11.045454545454545)","(11.0, 16.0, 16.34375)","(9.0, 12.0, 11.681818181818182)","(7.0, 9.6, 9.299999999999999)","(2.25, 2.62, 2.548888888888889)","(21.0, 50.0, 46.470588235294116)"
04-01-2023 14:35:27.571544,"(7.5, 10.0, 9.986666666666666)","(5.5, 7.0, 6.672727272727273)","(9.0, 12.0, 11.045454545454545)","(11.0, 16.5, 15.94915254237288)","(9.0, 12.0, 11.681818181818182)","(7.0, 9.6, 9.299999999999999)","(2.25, 2.62, 2.5771428571428574)","(21.0, 50.0, 47.0)"
04-01-2023 14:35:28.607831,"(7.5, 10.5, 10.13793103448276)","(5.5, 7.0, 6.672727272727273)","(9.0, 12.0, 11.045454545454545)","(11.0, 16.0, 15.948275862068966)","(9.0, 12.0, 11.78125)","(7.0, 9.6, 9.299999999999999)","(2.25, 2.6, 2.5545454545454547)","(21.0, 50.0, 47.27272727272727)"
04-01-2023 14:35:29.792814,"(7.5, 10.0, 9.94)","(5.5, 7.0, 6.785714285714286)","(9.0, 12.0, 11.045454545454545)","(11.0, 16.0, 15.912698412698413)","(9.0, 12.0, 11.722222222222221)","(7.0, 9.6, 9.375)","(2.25, 2.62, 2.5638709677419356)","(21.0, 50.0, 48.125)"
04-01-2023 14:35:30.976989,"(7.5, 10.0, 9.94)","(5.5, 7.0, 6.785714285714286)","(9.0, 12.0, 11.192307692307692)","(11.0, 16.0, 15.924242424242424)","(9.0, 12.0, 11.916666666666666)","(7.0, 9.6, 9.375)","(2.25, 2.6, 2.53125)","(21.0, 50.0, 46.8421052631579)"
04-01-2023 14:35:32.141228,"(7.5, 10.0, 9.94)","(5.5, 7.0, 6.85)","(9.0, 12.0, 11.32258064516129)","(11.0, 16.0, 15.917910447761194)","(9.0, 12.0, 11.961538461538462)","(7.0, 9.6, 9.552941176470588)","(2.25, 2.58, 2.5474285714285716)","(21.0, 50.0, 44.31578947368421)"
04-01-2023 14:35:33.277931,"(7.5, 10.0, 9.929411764705883)","(5.5, 7.0, 6.85)","(9.0, 12.0, 11.32258064516129)","(11.0, 16.0, 15.916666666666666)","(9.0, 12.0, 11.875)","(7.0, 9.8, 9.45)","(2.25, 2.58, 2.5474285714285716)","(21.0, 50.0, 47.0)"
04-01-2023 14:35:34.479420,"(7.5, 10.0, 9.929411764705883)","(5.5, 7.0, 6.857142857142857)","(8.5, 12.0, 11.303030303030303)","(12.0, 16.0, 15.954545454545455)","(9.0, 12.0, 11.875)","(7.5, 9.8, 9.578947368421053)","(2.2, 2.58, 2.5474285714285716)","(26.0, 50.0, 47.0)"
04-01-2023 14:35:35.730718,"(7.5, 10.0, 9.983333333333334)","(5.5, 7.0, 6.857142857142857)","(8.5, 12.0, 11.047619047619047)","(12.0, 16.0, 15.946428571428571)","(9.0, 12.0, 11.791666666666666)","(7.5, 9.8, 9.578947368421053)","(2.2, 2.58, 2.541860465116279)","(26.0, 50.0, 47.6)"
04-01-2023 14:35:36.989332,"(7.5, 10.0, 9.933333333333334)","(5.5, 7.0, 6.870588235294117)","(9.0, 12.0, 10.981481481481481)","(12.0, 16.0, 15.954545454545455)","(10.0, 12.0, 11.76923076923077)","(7.5, 9.8, 9.578947368421053)","(2.25, 2.58, 2.5547368421052634)","(26.0, 50.0, 47.27272727272727)"
04-01-2023 14:35:38.270462,"(7.5, 10.0, 9.952)","(5.5, 7.0, 6.870588235294117)","(9.0, 11.5, 11.017241379310345)","(12.0, 16.0, 15.954545454545455)","(10.0, 12.0, 11.714285714285714)","(7.5, 9.8, 9.578947368421053)","(2.25, 2.58, 2.5557142857142856)","(26.0, 50.0, 44.705882352941174)"
04-01-2023 14:35:39.552526,"(7.5, 10.0, 9.958333333333334)","(5.5, 7.0, 6.870588235294117)","(9.0, 11.5, 11.017241379310345)","(12.0, 16.0, 15.95)","(10.0, 12.0, 11.714285714285714)","(7.5, 9.8, 9.578947368421053)","(2.25, 2.58, 2.543529411764706)","(26.0, 50.0, 44.705882352941174)"
04-01-2023 14:35:40.828865,"(7.5, 10.0, 9.952)","(5.5, 7.0, 6.82)","(9.0, 11.5, 11.017241379310345)","(12.0, 16.0, 15.95)","(10.0, 12.0, 11.75)","(7.5, 9.8, 9.578947368421053)","(2.25, 2.6, 2.534)","(26.0, 50.0, 44.705882352941174)"
04-01-2023 14:35:42.132577,"(7.5, 10.0, 9.961538461538462)","(5.5, 7.0, 6.85)","(9.0, 11.5, 11.026315789473685)","(12.0, 16.0, 16.736842105263158)","(10.0, 12.0, 11.75)","(7.5, 9.8, 9.450000000000001)","(2.25, 2.54, 2.5493023255813956)","(26.0, 50.0, 47.6)"
04-01-2023 14:35:43.385053,"(7.5, 10.5, 10.147058823529411)","(5.5, 7.0, 6.82)","(9.0, 11.5, 11.026315789473685)","(12.0, 17.0, 16.90625)","(10.0, 12.0, 11.818181818181818)","(7.5, 9.8, 9.450000000000001)","(2.25, 2.58, 2.557894736842105)","(26.0, 50.0, 47.6)"
04-01-2023 14:35:44.775266,"(7.5, 10.5, 10.033333333333333)","(5.5, 7.0, 6.653333333333333)","(9.0, 11.5, 11.026315789473685)","(12.0, 17.0, 16.928571428571427)","(10.0, 12.0, 11.818181818181818)","(7.5, 9.8, 9.48)","(2.25, 2.58, 2.5548571428571427)","(26.0, 50.0, 47.6)"
04-01-2023 14:35:46.076579,"(7.5, 10.5, 10.22)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.026315789473685)","(12.0, 17.0, 16.9375)","(10.0, 12.0, 11.38888888888889)","(7.5, 9.8, 9.48)","(2.25, 2.58, 2.548)","(26.0, 50.0, 47.77777777777778)"
04-01-2023 14:35:47.322024,"(7.5, 10.5, 10.325)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.026315789473685)","(12.0, 17.0, 16.9375)","(10.0, 11.5, 11.631578947368421)","(7.5, 9.8, 9.65)","(2.25, 2.58, 2.5492307692307694)","(26.0, 50.0, 46.666666666666664)"
04-01-2023 14:35:48.588346,"(7.5, 10.5, 10.375)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.026315789473685)","(12.0, 17.0, 16.9375)","(10.0, 12.0, 11.461538461538462)","(7.5, 9.8, 9.65)","(2.25, 2.58, 2.5468571428571427)","(26.0, 50.0, 44.6)"
04-01-2023 14:35:49.811748,"(7.5, 10.5, 10.26086956521739)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.026315789473685)","(12.0, 17.0, 16.9375)","(10.0, 12.0, 11.461538461538462)","(7.5, 9.8, 9.65)","(2.25, 2.58, 2.5468571428571427)","(26.0, 50.0, 44.6)"
04-01-2023 14:35:50.985945,"(7.5, 10.5, 10.3)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.026315789473685)","(12.0, 17.0, 16.94)","(10.0, 12.0, 11.25)","(7.5, 9.8, 9.658823529411766)","(2.25, 2.58, 2.5476190476190474)","(26.0, 50.0, 47.69230769230769)"
04-01-2023 14:35:52.091046,"(7.5, 11.0, 10.652173913043478)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.025)","(12.0, 17.0, 16.94)","(10.0, 11.5, 11.125)","(7.5, 9.8, 9.658823529411766)","(2.25, 2.58, 2.556774193548387)","(26.0, 50.0, 47.69230769230769)"
04-01-2023 14:35:53.193662,"(7.5, 10.5, 10.357142857142858)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.025)","(12.0, 17.0, 16.94)","(10.0, 11.5, 11.195652173913043)","(7.5, 9.8, 9.59)","(2.25, 2.58, 2.5697297297297297)","(26.0, 50.0, 47.69230769230769)"
04-01-2023 14:35:54.273522,"(7.5, 10.5, 10.035714285714286)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.025)","(12.0, 17.0, 16.946428571428573)","(10.0, 11.5, 11.195652173913043)","(7.5, 9.8, 9.693333333333333)","(2.25, 2.6, 2.5697297297297297)","(26.0, 50.0, 47.77777777777778)"
04-01-2023 14:35:55.418210,"(7.5, 10.5, 10.035714285714286)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.025)","(12.0, 17.0, 16.946428571428573)","(10.0, 11.5, 11.105263157894736)","(7.5, 9.8, 9.693333333333333)","(2.25, 2.6, 2.5697297297297297)","(26.0, 50.0, 47.77777777777778)"
04-01-2023 14:35:56.565145,"(7.5, 10.5, 10.035714285714286)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.025)","(12.0, 17.0, 16.946428571428573)","(10.0, 11.5, 11.1875)","(7.5, 9.8, 9.693333333333333)","(2.25, 2.6, 2.568780487804878)","(26.0, 50.0, 45.0)"
04-01-2023 14:35:57.687931,"(7.5, 10.5, 10.035714285714286)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.025)","(12.0, 17.0, 16.946428571428573)","(10.0, 11.5, 11.1875)","(7.5, 9.8, 9.693333333333333)","(2.25, 2.6, 2.568780487804878)","(26.0, 50.0, 45.0)"
04-01-2023 14:35:58.847463,"(7.5, 10.5, 10.035714285714286)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.025)","(12.0, 17.0, 16.946428571428573)","(10.0, 11.5, 11.25)","(7.5, 9.8, 9.693333333333333)","(2.25, 2.6, 2.568780487804878)","(26.0, 50.0, 44.857142857142854)"
04-01-2023 14:36:00.019595,"(7.5, 10.5, 10.247222222222222)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.025)","(12.0, 17.0, 16.946428571428573)","(10.0, 11.5, 11.296875)","(7.5, 10.0, 9.753846153846153)","(2.25, 2.6, 2.568780487804878)","(26.0, 50.0, 47.391304347826086)"
04-01-2023 14:36:01.144928,"(7.5, 10.5, 10.2375)","(5.5, 6.8, 6.684210526315789)","(9.0, 11.5, 11.025)","(12.0, 17.0, 16.946428571428573)","(10.0, 11.5, 11.327586206896552)","(7.5, 10.0, 9.854545454545454)","(2.25, 2.6, 2.56)","(26.0, 50.0, 47.6)"
04-01-2023 14:36:02.199768,"(7.5, 10.5, 10.198039215686276)","(5.5, 6.8, 6.661538461538461)","(9.0, 11.5, 11.08695652173913)","(12.0, 17.0, 16.934782608695652)","(10.0, 11.5, 11.27)","(7.5, 10.0, 9.815384615384616)","(2.25, 2.56, 2.5628571428571427)","(26.0, 50.0, 48.0)"
04-01-2023 14:36:03.219008,"(7.5, 10.5, 10.157777777777778)","(5.5, 6.8, 6.651612903225806)","(9.0, 11.5, 11.08695652173913)","(12.0, 17.0, 16.934782608695652)","(10.0, 11.5, 11.26086956521739)","(7.5, 10.0, 9.845161290322581)","(2.25, 2.58, 2.5562962962962965)","(26.0, 50.0, 48.0)"
04-01-2023 14:36:04.299872,"(7.5, 10.0, 9.961538461538462)","(5.5, 6.8, 6.653333333333333)","(9.0, 11.5, 11.090909090909092)","(12.0, 17.0, 16.946428571428573)","(10.0, 11.5, 11.244444444444444)","(7.5, 10.0, 10.048387096774194)","(2.25, 2.56, 2.5356)","(26.0, 50.0, 48.13333333333333)"
04-01-2023 14:36:05.372289,"(7.5, 10.0, 9.935483870967742)","(5.5, 6.8, 6.653333333333333)","(9.0, 12.0, 11.612903225806452)","(12.0, 17.0, 16.946428571428573)","(10.0, 11.5, 11.316326530612244)","(7.5, 10.5, 10.109756097560975)","(2.25, 2.54, 2.513714285714286)","(26.0, 50.0, 48.0)"
