,Witty Wendy,Morse Code,Moonshine Babe,Haras Pearl,Mad Machine,Lord Yuri,Wild Oates
09-01-2023 17:57:11.719089,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 28.541666666666664)","(14.0, 32.0, 30.363636363636363)"
09-01-2023 17:57:12.838316,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 28.541666666666664)","(14.0, 32.0, 30.363636363636363)"
09-01-2023 17:57:13.984295,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 6.8, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 30.375)","(14.0, 32.0, 32.18181818181818)"
09-01-2023 17:57:15.122556,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:16.241971,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:17.278214,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:18.357561,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:19.466343,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:20.520393,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:21.568400,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:22.662559,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:23.780301,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:24.906165,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:26.088137,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.05)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:27.284148,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:28.445868,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:29.598925,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:30.769705,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:31.944903,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:33.062714,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:34.261044,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:35.380970,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:36.557774,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:37.680877,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:38.798629,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:39.873595,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:40.900242,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:41.956708,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:43.058465,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:44.120865,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:45.175086,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:46.227686,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:47.262547,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:48.345921,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:49.440744,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:50.606907,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:51.833468,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:53.004567,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:54.139341,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:55.275720,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:56.395587,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:57.482587,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:58.558398,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:57:59.548326,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:00.710340,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:01.780571,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:02.840217,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:04.238285,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:05.438673,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:06.806494,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:07.910759,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:09.014438,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:10.113118,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:11.143923,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:12.198918,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:13.329134,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:14.608277,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:15.798197,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:16.952642,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:18.128223,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:19.342287,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:20.649707,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:21.822686,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:23.042396,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:24.100548,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 30.375)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:25.185626,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 7.0, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 32.0, 28.541666666666664)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:26.212208,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 28.541666666666664)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:27.288744,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 28.541666666666664)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:28.357544,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 28.541666666666664)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:29.381969,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 28.541666666666664)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:30.436537,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 28.541666666666664)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:31.459786,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 28.541666666666664)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:32.466598,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 28.541666666666664)","(14.0, 34.0, 32.18181818181818)"
09-01-2023 17:58:33.486036,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 21.128571428571426)","(4.4, 6.8, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 30.0, 26.41176470588235)","(14.0, 34.0, 31.333333333333336)"
09-01-2023 17:58:34.491583,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 34.0, 26.41176470588235)","(14.0, 40.0, 31.333333333333336)"
09-01-2023 17:58:35.475606,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 34.0, 26.41176470588235)","(14.0, 40.0, 31.333333333333336)"
09-01-2023 17:58:36.493380,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 34.0, 26.41176470588235)","(14.0, 40.0, 31.333333333333336)"
09-01-2023 17:58:37.501391,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 34.0, 26.41176470588235)","(14.0, 40.0, 31.333333333333336)"
09-01-2023 17:58:38.563393,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 34.0, 26.41176470588235)","(14.0, 40.0, 31.333333333333336)"
09-01-2023 17:58:39.587736,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 34.0, 26.41176470588235)","(15.0, 40.0, 35.33333333333333)"
09-01-2023 17:58:40.627355,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 34.0, 26.41176470588235)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 17:58:41.588693,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 34.0, 26.41176470588235)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 17:58:42.644502,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 7.0, 5.6466666666666665)","(4.8, 9.0, 5.013333333333334)","(13.0, 34.0, 26.41176470588235)","(15.0, 46.0, 35.33333333333333)"
