,Witty Wendy,Morse Code,Moonshine Babe,Haras Pearl,Mad Machine,Lord Yuri,Wild Oates
09-01-2023 18:09:14.005557,"(3.5, 7.0, 6.685714285714286)","(2.8, 4.4, 3.5163636363636366)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:15.023304,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.5163636363636366)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:16.308224,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:17.428473,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:18.543567,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 21.25)"
09-01-2023 18:09:19.772178,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:21.042276,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:22.383477,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:23.418153,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:24.399172,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:25.390215,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:26.451554,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:27.549884,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:28.641426,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:29.685431,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:30.795586,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:32.042363,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:33.273281,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:34.416280,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:35.636280,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:36.666886,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:37.759171,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:38.791093,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:39.826083,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.256470588235294)","(10.0, 21.0, 15.75)","(4.4, 6.8, 5.24)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 25.357142857142858)"
09-01-2023 18:09:40.860176,"(3.5, 7.0, 6.685714285714286)","(2.8, 4.4, 3.5163636363636366)","(10.0, 21.0, 18.0)","(4.4, 6.8, 5.76)","(4.8, 8.8, 8.228571428571428)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:41.859387,"(3.5, 7.0, 6.685714285714286)","(2.8, 4.4, 3.5163636363636366)","(10.0, 21.0, 18.0)","(4.4, 6.8, 5.76)","(4.8, 8.8, 8.228571428571428)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:42.863082,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.5163636363636366)","(10.0, 21.0, 18.0)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:44.052980,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.136)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:45.096072,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.136)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:46.144676,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 3.1886666666666668)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:47.233020,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:48.333874,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:49.380633,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:50.410147,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:51.527202,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:52.515671,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:53.531895,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:54.527561,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:55.596602,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:56.547932,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:57.516852,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:58.462041,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:09:59.406410,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:10:00.358992,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 30.833333333333336)"
09-01-2023 18:10:01.278143,"(3.5, 7.0, 5.6000000000000005)","(2.8, 4.4, 2.9455555555555555)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.76)","(4.8, 8.8, 6.8500000000000005)","(13.0, 34.0, 16.9375)","(15.0, 50.0, 41.5)"
09-01-2023 18:10:02.232605,"(3.5, 7.0, 5.32)","(2.8, 4.3, 3.58)","(10.0, 21.0, 19.25)","(4.4, 6.6, 6.381818181818182)","(4.8, 8.8, 5.457142857142857)","(13.0, 32.0, 23.25)","(15.0, 48.0, 42.666666666666664)"
09-01-2023 18:10:03.230309,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.568421052631579)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:04.217326,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.568421052631579)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:05.208552,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 21.0, 19.25)","(4.4, 6.8, 5.568421052631579)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:06.271923,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 21.0, 19.25)","(4.4, 6.8, 4.765217391304348)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:07.329439,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 21.0, 19.25)","(4.4, 6.8, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:08.453350,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 21.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:09.632532,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:10.740482,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:11.877603,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:13.006244,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 42.666666666666664)"
09-01-2023 18:10:14.042275,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:14.987163,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:15.953298,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:16.880173,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:17.923864,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:18.901740,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:19.947318,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.58)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:21.020359,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.9499999999999997)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:22.056328,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 4.16)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:23.163290,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 4.16)","(10.0, 22.0, 20.083333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:24.223218,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.8)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:25.260182,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:26.225251,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:27.125044,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:28.085196,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:29.024767,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:30.023911,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:31.059484,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:32.113497,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:33.147097,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:34.191817,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:35.252637,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:36.330877,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:37.534018,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:38.740703,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:39.686896,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:40.651316,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 20.833333333333336)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 44.0625)"
09-01-2023 18:10:41.864882,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 41.7)"
09-01-2023 18:10:43.043721,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 6.199999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 37.5)"
09-01-2023 18:10:44.206184,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 18.5)","(4.4, 6.6, 6.119999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:45.385146,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:46.504664,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:47.664539,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:48.662904,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:49.687361,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:50.632933,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:51.684565,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 23.25)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:52.744580,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.3875)","(13.0, 32.0, 26.166666666666664)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:53.774301,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.3, 3.62)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.680000000000001)","(13.0, 32.0, 26.166666666666664)","(15.0, 48.0, 32.25)"
09-01-2023 18:10:54.821019,"(3.5, 7.0, 5.133333333333334)","(2.8, 4.2, 2.975)","(10.0, 22.0, 19.9)","(4.4, 6.6, 5.449999999999999)","(4.8, 8.8, 5.680000000000001)","(13.0, 32.0, 26.166666666666664)","(15.0, 48.0, 32.25)"
