,Bow Six,Arrogant Benji,Blue Zeal,Sketchy Combat,Emas One,Uno Shelby,Tommy Tuna,Five Mile Rose
05-01-2023 17:12:45.899977,"(6.5, 8.6, 7.8)","(21.0, 36.0, 28.8)","(4.0, 6.2, 5.927272727272727)","(4.4, 11.0, 9.981818181818182)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.4)","(3.9, 5.3, 4.992307692307692)","(3.4, 3.35, 3.3468750000000003)"
05-01-2023 17:12:47.160889,"(6.5, 8.6, 7.9)","(21.0, 36.0, 28.8)","(4.0, 6.2, 5.9)","(4.4, 11.0, 9.981818181818182)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.4)","(3.9, 5.3, 4.992307692307692)","(3.4, 3.35, 3.3468750000000003)"
05-01-2023 17:12:48.362301,"(6.5, 8.6, 7.9)","(21.0, 36.0, 28.8)","(4.0, 6.2, 5.9)","(4.4, 11.0, 9.755555555555556)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.4)","(3.9, 5.3, 4.992307692307692)","(3.4, 3.35, 3.3468750000000003)"
05-01-2023 17:12:49.480735,"(6.5, 8.6, 7.9)","(21.0, 36.0, 28.8)","(4.0, 6.2, 5.9)","(4.4, 11.0, 9.72)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.4)","(3.9, 5.3, 4.784210526315789)","(3.4, 3.35, 3.3468750000000003)"
05-01-2023 17:12:50.534258,"(6.5, 8.6, 8.133333333333333)","(21.0, 36.0, 30.46153846153846)","(4.0, 6.2, 6.1)","(4.4, 11.0, 9.72)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.25)","(3.9, 5.3, 4.95)","(3.4, 3.35, 3.3468750000000003)"
05-01-2023 17:12:51.644796,"(7.0, 8.6, 8.444444444444445)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 5.550000000000001)","(4.6, 11.0, 9.933333333333334)","(81.0, 230.0, 190.0)","(11.0, 36.0, 31.333333333333336)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3468750000000003)"
05-01-2023 17:12:52.678847,"(7.0, 8.6, 8.459999999999999)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 5.640000000000001)","(4.6, 11.0, 10.073684210526316)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.2)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3468750000000003)"
05-01-2023 17:12:53.703114,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 5.2375)","(4.6, 11.0, 9.981818181818182)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.2)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3468750000000003)"
05-01-2023 17:12:54.764741,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 5.558333333333334)","(4.6, 11.0, 9.981818181818182)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.2)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3468750000000003)"
05-01-2023 17:12:55.876022,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 5.6866666666666665)","(4.6, 11.0, 10.073684210526316)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3468750000000003)"
05-01-2023 17:12:56.948884,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 5.6866666666666665)","(4.6, 11.0, 10.073684210526316)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.2, 4.925)","(3.3, 3.35, 3.3468750000000003)"
05-01-2023 17:12:58.128608,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 6.036170212765958)","(4.6, 11.0, 10.073684210526316)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.3, 4.925)","(3.3, 3.35, 3.3468750000000003)"
05-01-2023 17:12:59.253877,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 5.895652173913044)","(4.6, 11.0, 9.933333333333334)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.3, 4.925)","(3.3, 3.35, 3.3468750000000003)"
05-01-2023 17:13:00.507887,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 6.075)","(4.6, 11.0, 9.968421052631578)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.3, 4.925)","(3.3, 3.35, 3.3468750000000003)"
05-01-2023 17:13:01.656837,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 6.075)","(4.6, 11.0, 9.968421052631578)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.3, 4.925)","(3.3, 3.35, 3.25)"
05-01-2023 17:13:02.734755,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 6.142307692307693)","(4.6, 11.0, 9.968421052631578)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.3, 4.925)","(3.3, 3.35, 3.25)"
05-01-2023 17:13:03.944667,"(7.0, 8.6, 8.0)","(26.0, 36.0, 30.46153846153846)","(4.2, 6.2, 6.075)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.3, 4.95)","(3.3, 3.35, 3.3425000000000002)"
05-01-2023 17:13:05.140492,"(7.0, 8.6, 8.0)","(26.0, 36.0, 28.8)","(4.2, 6.2, 6.075)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3472222222222223)"
05-01-2023 17:13:06.422365,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.666666666666668)","(4.2, 6.2, 5.5)","(4.6, 11.0, 9.628571428571428)","(81.0, 230.0, 190.0)","(11.0, 36.0, 34.25)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3472222222222223)"
05-01-2023 17:13:07.681395,"(7.0, 8.6, 8.0)","(26.0, 34.0, 33.69230769230769)","(4.2, 6.2, 5.8500000000000005)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.4)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3472222222222223)"
05-01-2023 17:13:08.953328,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.2, 6.2, 6.0600000000000005)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 200.0)","(11.0, 36.0, 34.375)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3472222222222223)"
05-01-2023 17:13:10.252348,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.2, 6.2, 6.133333333333334)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.3472222222222223)"
05-01-2023 17:13:11.543494,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.2, 6.2, 6.133333333333334)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.2, 4.978571428571429)","(3.3, 3.35, 3.3472222222222223)"
05-01-2023 17:13:12.743641,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.2, 6.2, 6.0285714285714285)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.3, 4.978571428571429)","(3.3, 3.35, 3.3425000000000002)"
05-01-2023 17:13:13.910134,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.2, 6.2, 5.873333333333333)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.3, 4.95625)","(3.3, 3.35, 3.3425000000000002)"
05-01-2023 17:13:15.123542,"(7.0, 8.6, 7.8)","(26.0, 34.0, 31.88235294117647)","(4.2, 6.2, 5.675)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.3, 4.95625)","(3.3, 3.35, 3.3425000000000002)"
05-01-2023 17:13:16.246040,"(7.0, 8.6, 7.8)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.2, 5.675)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.3, 4.95625)","(3.3, 3.35, 3.3425000000000002)"
05-01-2023 17:13:17.395793,"(7.0, 8.6, 7.8)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.2, 5.675)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.3, 4.95625)","(3.3, 3.35, 3.3472222222222223)"
05-01-2023 17:13:18.491028,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.2, 6.2, 6.1)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.2, 5.1)","(3.3, 3.35, 3.3472222222222223)"
05-01-2023 17:13:19.622375,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.2, 6.2, 5.9)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.2, 4.95)","(3.3, 3.35, 3.387179487179487)"
05-01-2023 17:13:20.692921,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.2, 6.125)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.2, 4.95)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:21.725753,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.916666666666667)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.2, 4.866666666666667)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:23.191265,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.916666666666667)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.2, 4.866666666666667)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:24.296150,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.916666666666667)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 32.1)","(3.9, 5.2, 5.0)","(3.3, 3.4, 3.385)"
05-01-2023 17:13:25.730734,"(7.0, 8.4, 7.9)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.781818181818181)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 28.8)","(3.9, 5.2, 5.05)","(3.3, 3.4, 3.385)"
05-01-2023 17:13:26.999492,"(7.0, 8.4, 7.9)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.781818181818181)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 30.857142857142858)","(3.9, 5.2, 4.942857142857143)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:28.106990,"(7.0, 8.4, 7.9)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.781818181818181)","(4.6, 11.0, 9.628571428571428)","(81.0, 230.0, 190.0)","(11.0, 36.0, 30.857142857142858)","(3.9, 5.2, 4.895238095238095)","(3.3, 3.4, 3.385)"
05-01-2023 17:13:29.168799,"(7.0, 8.4, 7.9)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.781818181818181)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 30.857142857142858)","(3.9, 5.2, 4.895238095238095)","(3.3, 3.4, 3.385)"
05-01-2023 17:13:30.311980,"(7.0, 8.4, 7.9)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 30.857142857142858)","(3.9, 5.2, 4.911111111111111)","(3.3, 3.4, 3.1857142857142855)"
05-01-2023 17:13:31.489174,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 30.857142857142858)","(3.9, 5.2, 4.8)","(3.3, 3.4, 3.2181818181818183)"
05-01-2023 17:13:32.591465,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.742857142857143)","(3.3, 3.4, 3.380952380952381)"
05-01-2023 17:13:33.706903,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.75)","(4.2, 6.0, 5.8)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.757894736842105)","(3.3, 3.4, 3.344736842105263)"
05-01-2023 17:13:34.882759,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 11.0, 9.628571428571428)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.757894736842105)","(3.3, 3.35, 3.344736842105263)"
05-01-2023 17:13:36.015030,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.742857142857143)","(3.3, 3.35, 3.344736842105263)"
05-01-2023 17:13:37.117200,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.742857142857143)","(3.3, 3.35, 3.344736842105263)"
05-01-2023 17:13:38.292559,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 11.0, 9.904347826086957)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.742857142857143)","(3.3, 3.35, 3.344736842105263)"
05-01-2023 17:13:39.482618,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 11.0, 9.88125)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.742857142857143)","(3.3, 3.35, 3.344736842105263)"
05-01-2023 17:13:40.630653,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.742857142857143)","(3.3, 3.35, 3.387179487179487)"
05-01-2023 17:13:41.793827,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 152.5)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.757894736842105)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:43.062659,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 164.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.757894736842105)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:44.173462,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 220.0, 164.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.757894736842105)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:45.286326,"(7.0, 8.6, 8.2)","(26.0, 34.0, 28.4)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 210.0, 175.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 5.016666666666667)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:46.447626,"(7.0, 8.6, 8.2)","(26.0, 34.0, 29.636363636363637)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 220.0, 201.0)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.733333333333333)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:47.569574,"(7.0, 8.6, 8.2)","(26.0, 34.0, 29.636363636363637)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 201.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.733333333333333)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:48.681796,"(7.0, 8.6, 8.2)","(26.0, 34.0, 29.636363636363637)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 185.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.733333333333333)","(3.3, 3.4, 3.387179487179487)"
05-01-2023 17:13:49.752400,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 200.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.9)","(3.3, 3.4, 3.4000000000000004)"
05-01-2023 17:13:50.795312,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.781818181818181)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 200.0)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.9)","(3.3, 3.45, 3.4000000000000004)"
05-01-2023 17:13:52.061139,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.781818181818181)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 182.0)","(11.0, 36.0, 33.6)","(3.9, 5.1, 5.05)","(3.3, 3.45, 3.3833333333333333)"
05-01-2023 17:13:53.248454,"(7.0, 8.6, 7.8)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.781818181818181)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 186.0)","(11.0, 36.0, 33.6)","(3.9, 5.1, 5.05)","(3.3, 3.45, 3.3642857142857143)"
05-01-2023 17:13:54.694731,"(7.0, 8.6, 7.8)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.781818181818181)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 185.0)","(11.0, 36.0, 33.6)","(3.9, 5.1, 5.05)","(3.3, 3.4, 3.3642857142857143)"
05-01-2023 17:13:55.944903,"(7.0, 8.6, 7.8)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 190.0)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.911111111111111)","(3.3, 3.4, 3.3375)"
05-01-2023 17:13:57.160979,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 195.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.942857142857143)","(3.3, 3.4, 3.2714285714285714)"
05-01-2023 17:13:58.424086,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 200.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.942857142857143)","(3.3, 3.4, 3.2476190476190476)"
05-01-2023 17:13:59.614440,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.88125)","(81.0, 230.0, 200.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.942857142857143)","(3.3, 3.4, 3.2476190476190476)"
05-01-2023 17:14:00.722917,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.2, 6.0, 5.8)","(4.6, 10.5, 9.635714285714286)","(81.0, 230.0, 215.71428571428572)","(11.0, 36.0, 33.6)","(3.9, 5.1, 5.016666666666667)","(3.3, 3.35, 3.2750000000000004)"
05-01-2023 17:14:01.862338,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.405405405405403)","(4.4, 6.0, 5.8)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 210.0)","(11.0, 36.0, 33.6)","(3.9, 5.2, 4.729411764705882)","(3.3, 3.4, 3.3911764705882352)"
05-01-2023 17:14:03.069417,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.405405405405403)","(4.4, 6.0, 5.933333333333334)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.2, 5.0)","(3.3, 3.4, 3.3911764705882352)"
05-01-2023 17:14:04.202108,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.4, 6.0, 5.9393939393939394)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.781818181818182)","(3.3, 3.4, 3.3911764705882352)"
05-01-2023 17:14:05.418743,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.4, 6.0, 5.9393939393939394)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.714285714285714)","(3.2, 3.4, 3.3430555555555554)"
05-01-2023 17:14:06.628338,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.4, 6.0, 5.85)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.77)","(3.2, 3.35, 3.3430555555555554)"
05-01-2023 17:14:07.843448,"(7.0, 8.6, 8.2)","(26.0, 34.0, 31.405405405405403)","(4.4, 6.0, 5.85)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.7)","(3.2, 3.35, 3.3430555555555554)"
05-01-2023 17:14:09.036374,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.405405405405403)","(4.4, 6.0, 5.85)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.7)","(3.2, 3.35, 3.3430555555555554)"
05-01-2023 17:14:10.331359,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.85)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.7)","(3.2, 3.35, 3.3430555555555554)"
05-01-2023 17:14:11.549042,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.85)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.7)","(3.2, 3.35, 3.3430555555555554)"
05-01-2023 17:14:12.770008,"(7.0, 8.6, 8.0)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.85)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.1, 4.883333333333333)","(3.2, 3.35, 3.386111111111111)"
05-01-2023 17:14:14.027220,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.928571428571429)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.0, 4.484210526315789)","(3.2, 3.4, 3.386111111111111)"
05-01-2023 17:14:15.333402,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.913043478260869)","(4.8, 10.5, 9.620000000000001)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 33.6)","(3.9, 5.0, 4.457894736842105)","(3.2, 3.4, 3.386111111111111)"
05-01-2023 17:14:16.625181,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.978947368421053)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 34.285714285714285)","(3.9, 4.9, 4.55)","(3.2, 3.4, 3.386111111111111)"
05-01-2023 17:14:17.923460,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.978947368421053)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 34.285714285714285)","(3.9, 4.6, 4.55)","(3.2, 3.4, 3.386111111111111)"
05-01-2023 17:14:19.199878,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.978947368421053)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 34.285714285714285)","(3.9, 4.6, 4.583333333333333)","(3.2, 3.4, 3.4823529411764707)"
05-01-2023 17:14:20.350034,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.978947368421053)","(4.8, 10.5, 9.864705882352942)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 34.285714285714285)","(3.9, 4.6, 4.4875)","(3.2, 3.5, 3.4321428571428574)"
05-01-2023 17:14:21.549815,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.913043478260869)","(4.8, 10.5, 9.693333333333333)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 34.285714285714285)","(3.9, 4.6, 4.3999999999999995)","(3.2, 3.45, 3.4321428571428574)"
05-01-2023 17:14:22.630990,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.913043478260869)","(4.8, 11.0, 9.693333333333333)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 34.285714285714285)","(3.9, 4.6, 4.3999999999999995)","(3.2, 3.45, 3.4321428571428574)"
05-01-2023 17:14:23.733784,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.978947368421053)","(4.8, 11.0, 9.693333333333333)","(81.0, 230.0, 223.33333333333334)","(11.0, 36.0, 34.285714285714285)","(3.9, 4.6, 4.3999999999999995)","(3.2, 3.45, 3.4317073170731707)"
05-01-2023 17:14:24.961223,"(7.0, 8.6, 8.525)","(26.0, 34.0, 31.88235294117647)","(4.4, 6.0, 5.978947368421053)","(4.8, 11.0, 9.693333333333333)","(81.0, 230.0, 218.57142857142858)","(11.0, 36.0, 34.285714285714285)","(3.9, 4.6, 4.3999999999999995)","(3.2, 3.45, 3.422727272727273)"
