,Mr Wallace,The Heavyweight,Skylon,Our Kinsmen,Wild Irish Rover,Promise The Moon,Ultron,Loniesha,Nullify,Raging Climax
14-12-2022 13:48:36.704568,"(2.3, 2.6, 2.5991415830546267)","(101.0, 350.0, 236.66666666666669)","(20.0, 30.0, 29.142857142857142)","(41.0, 60.0, 66.91176470588235)","(2.8, 3.45, 3.4269736842105263)","(14.0, 17.0, 17.0)","(51.0, 130.0, 120.0)","(61.0, 150.0, 155.71428571428572)","(5.0, 6.0, 6.0636363636363635)","(41.0, 100.0, 121.81818181818181)"
14-12-2022 13:48:37.955594,"(2.3, 2.62, 2.6176986951364176)","(101.0, 370.0, 266.6666666666667)","(20.0, 30.0, 29.0)","(41.0, 70.0, 66.91176470588235)","(2.8, 3.5, 3.428472222222222)","(14.0, 17.5, 17.0)","(51.0, 140.0, 120.0)","(61.0, 170.0, 148.57142857142858)","(5.0, 6.2, 6.050000000000001)","(41.0, 130.0, 121.81818181818181)"
14-12-2022 13:48:39.241809,"(2.3, 2.6, 2.599876007439554)","(101.0, 460.0, 266.6666666666667)","(20.0, 30.0, 29.4)","(41.0, 70.0, 66.91176470588235)","(2.8, 3.5, 3.4282758620689653)","(14.0, 17.5, 16.857142857142858)","(51.0, 140.0, 120.0)","(61.0, 160.0, 148.57142857142858)","(5.0, 6.2, 6.050000000000001)","(41.0, 130.0, 120.0)"
14-12-2022 13:48:40.675595,"(2.3, 2.6, 2.5998756991920446)","(101.0, 440.0, 310.0)","(20.0, 30.0, 29.4)","(41.0, 70.0, 63.65384615384615)","(2.8, 3.5, 3.4329032258064514)","(14.0, 17.5, 16.782608695652172)","(51.0, 140.0, 120.0)","(61.0, 160.0, 148.57142857142858)","(5.0, 6.2, 6.036363636363637)","(41.0, 130.0, 122.85714285714286)"
14-12-2022 13:48:41.988695,"(2.3, 2.6, 2.5998580553584105)","(101.0, 430.0, 305.0)","(20.0, 30.0, 29.4)","(41.0, 70.0, 63.65384615384615)","(2.8, 3.5, 3.4225806451612906)","(14.0, 17.5, 17.125)","(51.0, 140.0, 120.0)","(61.0, 160.0, 148.57142857142858)","(5.0, 6.2, 6.095652173913043)","(41.0, 130.0, 120.9090909090909)"
14-12-2022 13:48:43.519864,"(2.3, 2.6, 2.5998586572438165)","(101.0, 430.0, 242.5)","(20.0, 32.0, 29.333333333333332)","(41.0, 70.0, 63.265306122448976)","(2.8, 3.45, 3.4362903225806454)","(14.0, 17.5, 16.9)","(51.0, 140.0, 120.0)","(61.0, 160.0, 148.57142857142858)","(5.0, 6.2, 6.066666666666667)","(41.0, 130.0, 123.33333333333334)"
14-12-2022 13:48:45.145940,"(2.3, 2.62, 2.6185459533607682)","(101.0, 430.0, 280.0)","(20.0, 32.0, 29.142857142857142)","(41.0, 70.0, 66.33333333333333)","(2.8, 3.45, 3.4175)","(14.0, 17.5, 17.23076923076923)","(51.0, 140.0, 116.0)","(61.0, 160.0, 146.66666666666666)","(5.0, 6.2, 5.933333333333334)","(41.0, 130.0, 112.0)"
14-12-2022 13:48:46.836849,"(2.3, 2.62, 2.6184835479256083)","(101.0, 380.0, 243.33333333333334)","(20.0, 32.0, 28.25)","(41.0, 70.0, 65.97560975609755)","(2.8, 3.45, 3.4175)","(14.0, 18.0, 17.23076923076923)","(51.0, 140.0, 116.0)","(61.0, 160.0, 146.66666666666666)","(5.0, 6.0, 5.933333333333334)","(41.0, 130.0, 106.0)"
14-12-2022 13:48:48.258590,"(2.3, 2.62, 2.618619676945668)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.454545454545453)","(41.0, 70.0, 65.97560975609755)","(2.8, 3.45, 3.4028985507246374)","(14.0, 18.0, 17.23076923076923)","(51.0, 140.0, 113.33333333333333)","(61.0, 160.0, 144.0)","(5.0, 6.0, 5.977777777777778)","(41.0, 120.0, 115.55555555555556)"
14-12-2022 13:48:49.913957,"(2.3, 2.62, 2.618619676945668)","(101.0, 370.0, 243.33333333333334)","(20.0, 30.0, 29.454545454545453)","(41.0, 70.0, 66.33333333333333)","(2.8, 3.5, 3.4028985507246374)","(14.0, 18.0, 17.23076923076923)","(51.0, 140.0, 113.33333333333333)","(61.0, 160.0, 140.0)","(5.0, 6.0, 5.977777777777778)","(41.0, 120.0, 114.28571428571428)"
14-12-2022 13:48:51.313663,"(2.3, 2.62, 2.6184222059897735)","(101.0, 370.0, 243.33333333333334)","(20.0, 30.0, 29.454545454545453)","(41.0, 70.0, 65.97560975609755)","(2.8, 3.5, 3.4101449275362317)","(14.0, 18.0, 17.23076923076923)","(51.0, 140.0, 113.33333333333333)","(61.0, 160.0, 140.0)","(5.0, 6.0, 5.933333333333334)","(41.0, 120.0, 114.28571428571428)"
14-12-2022 13:48:52.773847,"(2.3, 2.62, 2.6184222059897735)","(101.0, 370.0, 243.33333333333334)","(20.0, 30.0, 29.454545454545453)","(41.0, 70.0, 63.888888888888886)","(2.8, 3.5, 3.4101449275362317)","(14.0, 18.0, 17.23076923076923)","(51.0, 140.0, 113.33333333333333)","(61.0, 160.0, 140.0)","(5.0, 6.0, 5.933333333333334)","(41.0, 120.0, 114.28571428571428)"
14-12-2022 13:48:54.326720,"(2.3, 2.62, 2.6184222059897735)","(101.0, 370.0, 243.33333333333334)","(20.0, 30.0, 28.25)","(41.0, 70.0, 63.888888888888886)","(2.8, 3.5, 3.4101449275362317)","(14.0, 18.0, 17.23076923076923)","(51.0, 140.0, 113.33333333333333)","(61.0, 160.0, 140.0)","(5.0, 6.0, 5.933333333333334)","(41.0, 120.0, 114.28571428571428)"
14-12-2022 13:48:55.830096,"(2.3, 2.62, 2.6184222059897735)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 28.142857142857142)","(41.0, 70.0, 63.888888888888886)","(2.8, 3.5, 3.4109374999999997)","(14.0, 18.0, 17.09090909090909)","(51.0, 140.0, 113.33333333333333)","(61.0, 160.0, 140.0)","(4.8, 6.0, 5.911111111111111)","(41.0, 120.0, 113.33333333333334)"
14-12-2022 13:48:57.228591,"(2.3, 2.62, 2.6184222059897735)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.4)","(41.0, 70.0, 63.65384615384615)","(2.8, 3.5, 3.4084745762711863)","(14.0, 18.0, 17.0625)","(51.0, 140.0, 113.33333333333333)","(61.0, 160.0, 140.0)","(4.8, 6.0, 5.9)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:48:58.692341,"(2.3, 2.62, 2.6196810933940777)","(101.0, 370.0, 243.33333333333334)","(20.0, 30.0, 29.4)","(41.0, 70.0, 63.65384615384615)","(2.8, 3.5, 3.4084745762711863)","(14.0, 18.0, 17.0625)","(51.0, 140.0, 113.33333333333333)","(61.0, 160.0, 140.0)","(4.8, 6.0, 5.885714285714285)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:00.024222,"(2.3, 2.64, 2.6270810810810814)","(101.0, 370.0, 243.33333333333334)","(20.0, 30.0, 29.2)","(41.0, 70.0, 63.65384615384615)","(2.8, 3.5, 3.4762532981530345)","(14.0, 18.0, 17.0625)","(51.0, 140.0, 113.33333333333333)","(61.0, 160.0, 121.0)","(4.8, 6.2, 5.885714285714285)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:01.307652,"(2.3, 2.64, 2.619726339794755)","(101.0, 370.0, 243.33333333333334)","(20.0, 30.0, 29.2)","(41.0, 70.0, 69.0)","(2.8, 3.5, 3.3905982905982905)","(14.0, 18.0, 17.0625)","(51.0, 140.0, 113.33333333333333)","(61.0, 150.0, 136.25)","(4.8, 6.2, 5.852173913043478)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:02.694428,"(2.3, 2.62, 2.619726339794755)","(101.0, 370.0, 243.33333333333334)","(20.0, 30.0, 29.2)","(41.0, 75.0, 69.0)","(2.8, 3.4, 3.3905982905982905)","(14.0, 18.0, 16.165467625899282)","(51.0, 140.0, 122.5)","(61.0, 160.0, 150.71428571428572)","(4.8, 6.2, 5.885714285714285)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:04.017732,"(2.3, 2.62, 2.619726339794755)","(101.0, 370.0, 243.33333333333334)","(20.0, 30.0, 29.2)","(41.0, 75.0, 69.0)","(2.8, 3.4, 3.3905982905982905)","(14.0, 16.5, 16.165467625899282)","(51.0, 130.0, 122.5)","(61.0, 160.0, 161.11111111111111)","(4.8, 6.2, 5.885714285714285)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:05.555614,"(2.3, 2.62, 2.619726339794755)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 28.413793103448278)","(41.0, 75.0, 69.0)","(2.8, 3.4, 3.3905982905982905)","(14.0, 16.5, 16.165467625899282)","(51.0, 130.0, 122.5)","(61.0, 180.0, 161.11111111111111)","(4.8, 6.2, 5.885714285714285)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:07.024827,"(2.3, 2.62, 2.6197206053550643)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 28.413793103448278)","(41.0, 75.0, 68.4375)","(2.8, 3.4, 3.3905982905982905)","(14.0, 16.5, 16.165467625899282)","(51.0, 130.0, 122.5)","(61.0, 180.0, 161.11111111111111)","(4.8, 6.2, 5.885714285714285)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:08.588915,"(2.3, 2.62, 2.5995365005793745)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.636363636363637)","(41.0, 75.0, 68.4375)","(2.8, 3.4, 3.47695530726257)","(14.0, 16.5, 16.165467625899282)","(51.0, 130.0, 122.5)","(61.0, 180.0, 161.11111111111111)","(4.8, 6.2, 6.04)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:10.175152,"(2.3, 2.6, 2.585964912280702)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.636363636363637)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.4794871794871796)","(14.0, 16.5, 15.808823529411764)","(51.0, 130.0, 122.5)","(61.0, 180.0, 161.11111111111111)","(4.8, 6.2, 6.04)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:11.613844,"(2.3, 2.58, 2.575862068965517)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.483870967741936)","(41.0, 75.0, 67.5)","(2.8, 3.5, 3.4594594594594597)","(14.0, 16.0, 16.8)","(51.0, 130.0, 122.5)","(61.0, 180.0, 163.0)","(4.8, 6.2, 5.8545454545454545)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:12.909457,"(2.3, 2.58, 2.5724324324324326)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.46875)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4595890410958905)","(14.0, 17.0, 16.99404761904762)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 6.0, 5.827272727272727)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:14.333935,"(2.3, 2.58, 2.569787234042553)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.88235294117647)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4595890410958905)","(14.0, 17.0, 16.99404761904762)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 5.9, 5.827272727272727)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:15.967324,"(2.3, 2.58, 2.569787234042553)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.88235294117647)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4595890410958905)","(14.0, 17.0, 16.99404761904762)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 5.9, 5.827272727272727)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:17.741872,"(2.3, 2.58, 2.56176245210728)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.88235294117647)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4572463768115944)","(14.0, 17.0, 16.99404761904762)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 5.9, 5.833333333333333)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:19.704114,"(2.3, 2.58, 2.5426771653543305)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.9375)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4578125)","(14.0, 17.0, 17.865)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 5.9, 5.866666666666666)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:21.300212,"(2.3, 2.58, 2.544927536231884)","(101.0, 370.0, 243.33333333333334)","(20.0, 32.0, 29.9375)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4567567567567568)","(14.0, 18.0, 17.865)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 6.0, 5.866666666666666)","(41.0, 120.0, 113.84615384615384)"
14-12-2022 13:49:22.765027,"(2.3, 2.56, 2.544927536231884)","(101.0, 370.0, 250.0)","(20.0, 32.0, 29.9375)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4567567567567568)","(14.0, 18.0, 17.865)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 6.0, 5.866666666666666)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:24.158204,"(2.3, 2.56, 2.544927536231884)","(101.0, 370.0, 250.0)","(20.0, 32.0, 29.9375)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4567567567567568)","(14.0, 18.0, 17.865)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 6.0, 5.866666666666666)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:25.807048,"(2.3, 2.56, 2.5458064516129033)","(101.0, 370.0, 270.0)","(20.0, 32.0, 29.066666666666666)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.4567567567567568)","(14.0, 18.0, 17.87878787878788)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 6.0, 5.824)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:27.630780,"(2.3, 2.56, 2.5458064516129033)","(101.0, 350.0, 250.0)","(20.0, 32.0, 29.066666666666666)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.4567567567567568)","(14.0, 18.0, 17.87878787878788)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 6.2, 5.824)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:29.250271,"(2.3, 2.56, 2.520392156862745)","(101.0, 370.0, 250.0)","(20.0, 32.0, 29.46153846153846)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4567567567567568)","(14.0, 18.0, 17.533333333333335)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 6.2, 5.826666666666666)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:30.808329,"(2.3, 2.54, 2.520392156862745)","(101.0, 370.0, 250.0)","(20.0, 32.0, 28.071428571428573)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.453623188405797)","(14.0, 18.0, 17.879310344827587)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:32.190696,"(2.3, 2.54, 2.5216352201257863)","(101.0, 370.0, 250.0)","(20.0, 32.0, 28.071428571428573)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.453623188405797)","(14.0, 18.0, 17.879310344827587)","(51.0, 130.0, 122.5)","(61.0, 180.0, 126.66666666666667)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:33.617804,"(2.3, 2.54, 2.5216352201257863)","(101.0, 370.0, 250.0)","(20.0, 32.0, 28.071428571428573)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.453623188405797)","(14.0, 18.0, 17.879310344827587)","(51.0, 130.0, 122.5)","(61.0, 160.0, 120.0)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:35.180658,"(2.3, 2.54, 2.5216352201257863)","(101.0, 370.0, 250.0)","(20.0, 32.0, 25.724137931034484)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.454237288135593)","(14.0, 18.0, 17.833333333333332)","(51.0, 130.0, 122.5)","(61.0, 160.0, 133.33333333333334)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:36.747126,"(2.3, 2.54, 2.5221951219512198)","(101.0, 370.0, 250.0)","(20.0, 32.0, 27.125)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.454237288135593)","(14.0, 18.0, 17.833333333333332)","(51.0, 130.0, 122.5)","(61.0, 200.0, 130.0)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:38.292467,"(2.3, 2.54, 2.5230872483221476)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.967741935483872)","(41.0, 75.0, 65.45454545454545)","(2.8, 3.5, 3.4696629213483146)","(14.0, 18.0, 17.838709677419356)","(51.0, 130.0, 122.5)","(61.0, 190.0, 120.0)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:39.904665,"(2.3, 2.54, 2.504507042253521)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.967741935483872)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.4696629213483146)","(14.0, 18.0, 17.838709677419356)","(51.0, 130.0, 122.5)","(61.0, 160.0, 120.0)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:41.407683,"(2.3, 2.54, 2.504507042253521)","(101.0, 370.0, 250.0)","(20.0, 32.0, 27.894736842105264)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.4696629213483146)","(14.0, 18.0, 17.838709677419356)","(51.0, 130.0, 122.5)","(61.0, 160.0, 120.0)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:42.867523,"(2.3, 2.54, 2.511851851851852)","(101.0, 370.0, 250.0)","(20.0, 32.0, 27.894736842105264)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.467857142857143)","(14.0, 18.0, 17.838709677419356)","(51.0, 130.0, 124.0)","(61.0, 160.0, 120.0)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:44.522447,"(2.3, 2.54, 2.511851851851852)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.428571428571427)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.4571428571428573)","(14.0, 18.0, 17.838709677419356)","(51.0, 130.0, 124.0)","(61.0, 160.0, 120.0)","(4.8, 6.2, 5.8315789473684205)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:46.143917,"(2.3, 2.52, 2.5114285714285716)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.428571428571427)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.49149377593361)","(14.0, 18.0, 17.838709677419356)","(51.0, 130.0, 124.0)","(61.0, 160.0, 120.0)","(4.8, 6.2, 5.881818181818182)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:47.576249,"(2.3, 2.52, 2.5042105263157897)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.428571428571427)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.486470588235294)","(14.0, 18.0, 17.838709677419356)","(51.0, 130.0, 124.0)","(61.0, 160.0, 120.0)","(4.8, 6.2, 5.881818181818182)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:48.987298,"(2.3, 2.5, 2.4914285714285715)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.428571428571427)","(41.0, 75.0, 68.4375)","(2.8, 3.5, 3.456329113924051)","(14.0, 18.0, 17.444444444444443)","(51.0, 130.0, 124.0)","(61.0, 160.0, 120.0)","(4.8, 6.2, 5.881818181818182)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:50.599034,"(2.3, 2.5, 2.46)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.428571428571427)","(41.0, 75.0, 68.82352941176471)","(2.8, 3.5, 3.4636842105263157)","(14.0, 18.0, 17.444444444444443)","(51.0, 130.0, 122.5)","(61.0, 160.0, 120.0)","(4.8, 6.2, 5.940740740740741)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:49:52.050701,"(2.3, 2.46, 2.438095238095238)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.428571428571427)","(41.0, 75.0, 68.82352941176471)","(2.8, 3.5, 3.4858316221765913)","(14.0, 18.0, 17.444444444444443)","(51.0, 130.0, 122.5)","(61.0, 160.0, 150.0)","(4.8, 6.2, 5.940740740740741)","(41.0, 120.0, 110.0)"
14-12-2022 13:49:53.478299,"(2.3, 2.46, 2.438095238095238)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.428571428571427)","(41.0, 75.0, 68.82352941176471)","(2.8, 3.5, 3.5180851063829786)","(14.0, 18.0, 17.842105263157894)","(51.0, 130.0, 122.5)","(61.0, 160.0, 150.0)","(4.8, 6.2, 5.940740740740741)","(41.0, 120.0, 110.0)"
14-12-2022 13:49:54.914491,"(2.3, 2.46, 2.4785671641791045)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.3125)","(41.0, 75.0, 68.82352941176471)","(2.8, 3.55, 3.5211340206185566)","(14.0, 18.0, 17.842105263157894)","(51.0, 130.0, 122.5)","(61.0, 160.0, 150.0)","(4.8, 6.2, 5.940740740740741)","(41.0, 120.0, 110.0)"
14-12-2022 13:49:56.276196,"(2.3, 2.48, 2.4785671641791045)","(101.0, 370.0, 250.0)","(20.0, 32.0, 26.3125)","(41.0, 75.0, 68.82352941176471)","(2.8, 3.55, 3.5211340206185566)","(14.0, 18.0, 17.842105263157894)","(51.0, 130.0, 122.5)","(61.0, 160.0, 150.0)","(4.8, 6.2, 6.053333333333334)","(41.0, 120.0, 110.0)"
14-12-2022 13:49:57.662521,"(2.3, 2.48, 2.4752941176470586)","(101.0, 370.0, 250.0)","(20.0, 32.0, 25.724137931034484)","(41.0, 75.0, 66.25)","(2.8, 3.55, 3.5202127659574467)","(14.0, 18.0, 17.842105263157894)","(51.0, 130.0, 104.28571428571429)","(61.0, 160.0, 150.0)","(4.8, 6.2, 6.178571428571429)","(41.0, 120.0, 110.0)"
14-12-2022 13:49:59.118604,"(2.3, 2.5, 2.480763358778626)","(101.0, 370.0, 250.0)","(20.0, 32.0, 25.724137931034484)","(41.0, 75.0, 66.25)","(2.8, 3.55, 3.5202127659574467)","(14.0, 18.0, 17.842105263157894)","(51.0, 130.0, 104.28571428571429)","(61.0, 160.0, 150.0)","(4.8, 6.2, 6.180645161290323)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:00.411962,"(2.3, 2.5, 2.480763358778626)","(101.0, 370.0, 250.0)","(19.0, 32.0, 25.724137931034484)","(41.0, 75.0, 66.25)","(2.9, 3.55, 3.5202127659574467)","(14.0, 18.0, 17.842105263157894)","(61.0, 130.0, 104.28571428571429)","(61.0, 160.0, 150.0)","(4.8, 6.2, 6.180645161290323)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:02.059831,"(2.3, 2.48, 2.4679518072289155)","(101.0, 370.0, 250.0)","(19.0, 32.0, 25.724137931034484)","(41.0, 75.0, 66.25)","(2.9, 3.55, 3.5404328018223232)","(14.0, 18.0, 17.285714285714285)","(61.0, 130.0, 104.28571428571429)","(61.0, 160.0, 150.0)","(4.8, 6.2, 6.183783783783784)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:03.696195,"(2.3, 2.48, 2.4698507462686567)","(101.0, 370.0, 250.0)","(19.0, 32.0, 25.304347826086957)","(41.0, 75.0, 66.25)","(2.9, 3.5, 3.493621867881549)","(14.0, 18.0, 17.285714285714285)","(61.0, 130.0, 115.0)","(61.0, 160.0, 150.0)","(4.8, 6.2, 6.176)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:05.072778,"(2.3, 2.48, 2.464854368932039)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.666666666666668)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.5, 3.493488372093023)","(14.0, 18.0, 17.842105263157894)","(61.0, 130.0, 106.0)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.176)","(41.0, 120.0, 114.0)"
14-12-2022 13:50:06.697945,"(2.3, 2.48, 2.466031746031746)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.666666666666668)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.5, 3.4945882352941178)","(14.0, 18.0, 17.842105263157894)","(61.0, 130.0, 106.0)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.183333333333334)","(41.0, 120.0, 114.0)"
14-12-2022 13:50:08.105365,"(2.3, 2.48, 2.4682608695652175)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.666666666666668)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.5, 3.494626168224299)","(14.0, 18.0, 17.842105263157894)","(61.0, 130.0, 106.0)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.183333333333334)","(41.0, 120.0, 114.0)"
14-12-2022 13:50:09.613357,"(2.3, 2.48, 2.4682608695652175)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.666666666666668)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.5, 3.494626168224299)","(14.0, 18.0, 17.842105263157894)","(61.0, 130.0, 106.0)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.183333333333334)","(41.0, 120.0, 114.0)"
14-12-2022 13:50:10.962371,"(2.3, 2.5, 2.482173913043478)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.774193548387096)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.5, 3.494221105527638)","(14.0, 18.0, 17.842105263157894)","(61.0, 130.0, 106.0)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.176)","(41.0, 120.0, 114.0)"
14-12-2022 13:50:12.402750,"(2.3, 2.5, 2.482173913043478)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.93877551020408)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.5, 3.494221105527638)","(14.0, 18.0, 17.842105263157894)","(61.0, 130.0, 107.5)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.176)","(41.0, 120.0, 122.0)"
14-12-2022 13:50:13.774645,"(2.3, 2.5, 2.4845283018867925)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.93877551020408)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.5, 3.44934554973822)","(14.0, 18.0, 17.835164835164836)","(61.0, 130.0, 107.5)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.180487804878049)","(41.0, 130.0, 122.0)"
14-12-2022 13:50:15.159561,"(2.3, 2.5, 2.4829166666666667)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.93877551020408)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.45, 3.44934554973822)","(14.0, 18.0, 17.835164835164836)","(61.0, 130.0, 107.5)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.18)","(41.0, 130.0, 122.0)"
