,Mr Wallace,The Heavyweight,Skylon,Our Kinsmen,Wild Irish Rover,Promise The Moon,Ultron,Loniesha,Nullify,Raging Climax
14-12-2022 13:50:16.450398,"(2.3, 2.52, 2.5148936170212766)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.93877551020408)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.45, 3.44934554973822)","(14.0, 18.0, 17.361702127659573)","(61.0, 130.0, 115.0)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.184)","(41.0, 130.0, 122.0)"
14-12-2022 13:50:17.636623,"(2.3, 2.52, 2.5103030303030303)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.470588235294116)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.45, 3.4493279569892477)","(14.0, 17.5, 17.361702127659573)","(61.0, 130.0, 115.0)","(61.0, 160.0, 151.66666666666669)","(4.8, 6.2, 6.184)","(41.0, 130.0, 122.0)"
14-12-2022 13:50:18.856178,"(2.3, 2.52, 2.5116883116883115)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.470588235294116)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.45, 3.4493279569892477)","(14.0, 17.5, 17.361702127659573)","(61.0, 130.0, 115.0)","(61.0, 160.0, 152.85714285714286)","(4.8, 6.2, 6.184)","(41.0, 130.0, 122.0)"
14-12-2022 13:50:20.311471,"(2.3, 2.52, 2.5116883116883115)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.470588235294116)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.45, 3.4493188010899183)","(14.0, 17.5, 17.361702127659573)","(61.0, 130.0, 115.0)","(61.0, 160.0, 152.85714285714286)","(4.8, 6.2, 6.184)","(41.0, 130.0, 122.0)"
14-12-2022 13:50:21.755176,"(2.3, 2.52, 2.5104477611940297)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.619718309859156)","(41.0, 75.0, 71.66666666666667)","(2.9, 3.45, 3.477314814814815)","(14.0, 17.5, 17.361702127659573)","(61.0, 130.0, 115.0)","(61.0, 160.0, 152.85714285714286)","(4.8, 6.2, 6.0430379746835445)","(41.0, 130.0, 122.0)"
14-12-2022 13:50:23.088834,"(2.3, 2.54, 2.528955223880597)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.71232876712329)","(41.0, 75.0, 71.66666666666667)","(2.8, 3.5, 3.477314814814815)","(14.0, 17.5, 17.361702127659573)","(51.0, 130.0, 115.0)","(61.0, 160.0, 152.85714285714286)","(4.8, 6.2, 6.081967213114754)","(41.0, 130.0, 122.0)"
14-12-2022 13:50:24.618798,"(2.3, 2.54, 2.5205263157894735)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.71232876712329)","(41.0, 75.0, 71.66666666666667)","(2.8, 3.5, 3.483522727272727)","(14.0, 17.5, 17.441860465116278)","(51.0, 130.0, 115.0)","(61.0, 160.0, 152.85714285714286)","(4.8, 6.2, 6.086666666666667)","(41.0, 130.0, 122.0)"
14-12-2022 13:50:25.889585,"(2.3, 2.52, 2.5184070796460176)","(101.0, 370.0, 250.0)","(19.0, 32.0, 29.0)","(41.0, 75.0, 71.66666666666667)","(2.8, 3.55, 3.5337837837837838)","(14.0, 17.5, 17.441860465116278)","(51.0, 130.0, 115.0)","(61.0, 160.0, 152.85714285714286)","(4.8, 6.2, 5.99375)","(41.0, 130.0, 122.72727272727272)"
14-12-2022 13:50:27.096007,"(2.3, 2.52, 2.506153846153846)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.987654320987655)","(41.0, 75.0, 71.66666666666667)","(2.8, 3.55, 3.5337837837837838)","(14.0, 17.5, 17.441860465116278)","(51.0, 130.0, 115.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 6.0, 5.9875)","(41.0, 130.0, 111.81818181818181)"
14-12-2022 13:50:28.336479,"(2.3, 2.52, 2.5114285714285716)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.883116883116884)","(41.0, 75.0, 67.5)","(2.8, 3.55, 3.5337837837837838)","(14.0, 17.5, 17.441860465116278)","(51.0, 130.0, 115.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 6.0, 6.165217391304348)","(41.0, 130.0, 111.11111111111111)"
14-12-2022 13:50:29.756537,"(2.3, 2.5, 2.4984)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.883116883116884)","(41.0, 75.0, 67.5)","(2.8, 3.55, 3.525287356321839)","(14.0, 17.5, 17.441860465116278)","(51.0, 130.0, 115.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 6.2, 6.171428571428572)","(41.0, 120.0, 111.11111111111111)"
14-12-2022 13:50:31.067124,"(2.3, 2.52, 2.516916996047431)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.71232876712329)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.520731707317073)","(14.0, 17.5, 17.441860465116278)","(51.0, 130.0, 115.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 6.2, 5.88448275862069)","(41.0, 120.0, 105.38461538461539)"
14-12-2022 13:50:32.377163,"(2.3, 2.52, 2.516916996047431)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.71232876712329)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5293478260869566)","(14.0, 17.5, 17.441860465116278)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.9, 6.182608695652174)","(41.0, 110.0, 105.38461538461539)"
14-12-2022 13:50:34.021147,"(2.3, 2.52, 2.5163636363636366)","(101.0, 370.0, 250.0)","(19.0, 32.0, 29.209302325581394)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.515584415584416)","(14.0, 17.5, 17.445652173913043)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 6.2, 5.651515151515151)","(41.0, 110.0, 105.0)"
14-12-2022 13:50:35.518556,"(2.3, 2.54, 2.5240816326530613)","(101.0, 370.0, 250.0)","(19.0, 32.0, 29.209302325581394)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5269662921348317)","(14.0, 17.5, 17.445652173913043)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.7, 5.65)","(41.0, 110.0, 101.66666666666667)"
14-12-2022 13:50:36.960030,"(2.3, 2.54, 2.5364745762711864)","(101.0, 370.0, 250.0)","(19.0, 32.0, 29.209302325581394)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5626436781609194)","(14.0, 17.5, 17.445652173913043)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.7, 5.639622641509434)","(41.0, 110.0, 108.33333333333333)"
14-12-2022 13:50:38.421240,"(2.3, 2.54, 2.4987368421052634)","(101.0, 370.0, 250.0)","(19.0, 32.0, 29.209302325581394)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5626436781609194)","(14.0, 17.5, 17.445652173913043)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.7, 5.639622641509434)","(41.0, 120.0, 108.33333333333333)"
14-12-2022 13:50:39.877525,"(2.3, 2.54, 2.5090526315789474)","(101.0, 370.0, 250.0)","(19.0, 32.0, 29.209302325581394)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5626436781609194)","(14.0, 17.5, 17.445652173913043)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.7, 5.64375)","(41.0, 120.0, 108.33333333333333)"
14-12-2022 13:50:41.365209,"(2.3, 2.54, 2.5196039603960396)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.71232876712329)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.563372093023256)","(14.0, 17.5, 17.445652173913043)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.7, 5.636842105263158)","(41.0, 120.0, 108.33333333333333)"
14-12-2022 13:50:42.910743,"(2.3, 2.52, 2.5194117647058825)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.71232876712329)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.563372093023256)","(14.0, 17.5, 17.455357142857142)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.7, 5.636842105263158)","(41.0, 120.0, 108.33333333333333)"
14-12-2022 13:50:44.371962,"(2.3, 2.52, 2.5045993031358886)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.71232876712329)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5622754491017963)","(14.0, 17.5, 17.455357142857142)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.7, 5.653246753246753)","(41.0, 120.0, 108.33333333333333)"
14-12-2022 13:50:45.759121,"(2.3, 2.54, 2.503859649122807)","(101.0, 370.0, 250.0)","(19.0, 32.0, 29.464788732394368)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5611111111111113)","(14.0, 17.5, 17.470588235294116)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.7, 5.653246753246753)","(41.0, 120.0, 108.33333333333333)"
14-12-2022 13:50:47.064889,"(2.3, 2.52, 2.5006993006993006)","(101.0, 370.0, 250.0)","(19.0, 32.0, 29.464788732394368)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5585526315789475)","(14.0, 18.0, 17.470588235294116)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.7, 5.7812)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:48.526113,"(2.3, 2.52, 2.4925827814569534)","(101.0, 370.0, 250.0)","(19.0, 32.0, 29.464788732394368)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5310679611650486)","(14.0, 18.0, 17.470588235294116)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.7812)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:50.003463,"(2.3, 2.5, 2.4635294117647057)","(101.0, 370.0, 250.0)","(19.0, 32.0, 27.324675324675326)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5549019607843135)","(14.0, 18.0, 17.470588235294116)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.7812)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:51.467757,"(2.3, 2.5, 2.465161290322581)","(101.0, 370.0, 250.0)","(19.0, 32.0, 28.25)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5551020408163265)","(14.0, 18.0, 17.470588235294116)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.7812)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:52.848360,"(2.3, 2.5, 2.465161290322581)","(101.0, 370.0, 250.0)","(19.0, 30.0, 27.28846153846154)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5551020408163265)","(14.0, 18.0, 17.470588235294116)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.7812)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:54.140678,"(2.3, 2.5, 2.4716129032258065)","(101.0, 370.0, 250.0)","(19.0, 30.0, 27.0)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.5551020408163265)","(14.0, 18.0, 17.307692307692307)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.7812)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:55.467665,"(2.3, 2.52, 2.506111111111111)","(101.0, 370.0, 250.0)","(19.0, 29.0, 26.847826086956523)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.552688172043011)","(14.0, 18.0, 17.307692307692307)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.78089430894309)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:56.768873,"(2.3, 2.5, 2.4728358208955226)","(101.0, 370.0, 250.0)","(19.0, 29.0, 27.238095238095237)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.553012048192771)","(14.0, 18.0, 17.307692307692307)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.781640625)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:58.057564,"(2.3, 2.5, 2.49119825708061)","(101.0, 370.0, 250.0)","(19.0, 28.0, 27.238095238095237)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.553012048192771)","(14.0, 18.0, 17.307692307692307)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.781640625)","(41.0, 120.0, 110.0)"
14-12-2022 13:50:59.350214,"(2.3, 2.5, 2.482586206896552)","(101.0, 360.0, 246.66666666666666)","(19.0, 28.0, 27.238095238095237)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.6, 3.553012048192771)","(14.0, 18.0, 17.307692307692307)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.781640625)","(41.0, 120.0, 110.0)"
14-12-2022 13:51:00.693609,"(2.3, 2.5, 2.4863013698630136)","(101.0, 360.0, 246.66666666666666)","(19.0, 28.0, 27.238095238095237)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.55, 3.527941176470588)","(14.0, 18.0, 17.307692307692307)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 5.8, 5.9732793522267205)","(41.0, 120.0, 110.0)"
14-12-2022 13:51:02.360018,"(2.3, 2.5, 2.4863013698630136)","(101.0, 980.0, 585.0)","(19.0, 28.0, 27.857142857142858)","(41.0, 75.0, 69.70588235294117)","(2.8, 3.55, 3.5256493506493505)","(14.0, 18.0, 17.307692307692307)","(51.0, 130.0, 110.0)","(61.0, 160.0, 145.71428571428572)","(4.8, 6.0, 5.9732793522267205)","(41.0, 120.0, 110.0)"
14-12-2022 13:51:03.850172,"(2.3, 2.5, 2.485)","(101.0, 960.0, 463.3333333333333)","(19.0, 28.0, 27.125)","(41.0, 75.0, 70.71428571428572)","(2.8, 3.55, 3.559848484848485)","(14.0, 18.0, 17.5)","(51.0, 130.0, 110.0)","(61.0, 160.0, 138.57142857142858)","(4.8, 6.0, 5.968720379146919)","(41.0, 110.0, 102.85714285714286)"
14-12-2022 13:51:05.144639,"(2.3, 2.5, 2.490731707317073)","(101.0, 930.0, 648.0)","(19.0, 28.0, 26.88)","(41.0, 75.0, 70.71428571428572)","(2.8, 3.6, 3.5454545454545454)","(14.0, 18.0, 17.357142857142858)","(51.0, 130.0, 110.0)","(61.0, 150.0, 138.57142857142858)","(4.8, 6.0, 5.9676470588235295)","(41.0, 110.0, 102.85714285714286)"
14-12-2022 13:51:06.718171,"(2.3, 2.5, 2.4973684210526317)","(101.0, 920.0, 735.0)","(19.0, 28.0, 27.583333333333332)","(41.0, 75.0, 72.93103448275862)","(2.8, 3.55, 3.5454545454545454)","(14.0, 18.0, 17.210526315789473)","(51.0, 130.0, 110.0)","(61.0, 150.0, 146.47058823529412)","(4.8, 6.0, 5.821052631578947)","(41.0, 110.0, 108.23529411764706)"
14-12-2022 13:51:08.183720,"(2.3, 2.5, 2.4973684210526317)","(101.0, 900.0, 624.0)","(19.0, 28.0, 27.583333333333332)","(41.0, 75.0, 72.93103448275862)","(2.8, 3.55, 3.623125)","(14.0, 17.5, 17.17883211678832)","(51.0, 130.0, 110.0)","(61.0, 150.0, 146.8421052631579)","(4.8, 6.0, 5.821052631578947)","(41.0, 110.0, 108.57142857142857)"
14-12-2022 13:51:09.628848,"(2.3, 2.48, 2.456969696969697)","(101.0, 880.0, 407.5)","(19.0, 28.0, 27.84)","(41.0, 75.0, 72.93103448275862)","(2.8, 3.65, 3.6228395061728396)","(14.0, 17.5, 17.171641791044777)","(51.0, 130.0, 110.0)","(61.0, 150.0, 146.8421052631579)","(4.8, 6.0, 5.821052631578947)","(41.0, 110.0, 108.57142857142857)"
14-12-2022 13:51:11.128352,"(2.3, 2.48, 2.4498159509202453)","(101.0, 850.0, 407.5)","(19.0, 28.0, 27.84)","(41.0, 75.0, 71.47058823529412)","(2.8, 3.65, 3.625625)","(14.0, 17.5, 16.810606060606062)","(51.0, 130.0, 110.0)","(61.0, 150.0, 146.8421052631579)","(4.8, 6.0, 5.853846153846154)","(41.0, 110.0, 108.57142857142857)"
14-12-2022 13:51:12.471270,"(2.3, 2.48, 2.453793103448276)","(101.0, 850.0, 540.0)","(19.0, 28.0, 27.84)","(41.0, 75.0, 71.47058823529412)","(2.8, 3.65, 3.627702702702703)","(14.0, 17.0, 16.810606060606062)","(51.0, 130.0, 110.0)","(61.0, 150.0, 146.8421052631579)","(4.8, 5.9, 5.853846153846154)","(41.0, 110.0, 108.57142857142857)"
14-12-2022 13:51:13.704987,"(2.3, 2.48, 2.4535652173913043)","(101.0, 820.0, 397.5)","(19.0, 28.0, 27.82608695652174)","(41.0, 75.0, 71.47058823529412)","(2.8, 3.65, 3.6176470588235294)","(14.0, 17.0, 16.8062015503876)","(51.0, 130.0, 110.0)","(61.0, 150.0, 146.66666666666666)","(4.8, 5.9, 5.84375)","(41.0, 110.0, 108.5)"
14-12-2022 13:51:15.343809,"(2.3, 2.48, 2.464)","(101.0, 810.0, 392.5)","(19.0, 28.0, 27.82608695652174)","(41.0, 75.0, 71.47058823529412)","(2.8, 3.65, 3.6176470588235294)","(14.0, 17.0, 16.8062015503876)","(51.0, 130.0, 110.0)","(61.0, 150.0, 143.33333333333334)","(4.8, 5.9, 5.84375)","(41.0, 110.0, 108.5)"
14-12-2022 13:51:16.724061,"(2.3, 2.48, 2.464)","(101.0, 790.0, 392.5)","(19.0, 28.0, 27.82608695652174)","(41.0, 75.0, 71.47058823529412)","(2.8, 3.65, 3.6176470588235294)","(14.0, 17.0, 16.8062015503876)","(51.0, 130.0, 110.0)","(61.0, 150.0, 201.42857142857144)","(4.8, 5.9, 5.77625)","(41.0, 110.0, 106.66666666666667)"
14-12-2022 13:51:17.980915,"(2.3, 2.5, 2.481684210526316)","(101.0, 760.0, 385.0)","(19.0, 28.0, 27.818181818181817)","(41.0, 70.0, 69.62962962962963)","(2.8, 3.65, 3.640677966101695)","(14.0, 17.5, 17.133333333333333)","(51.0, 120.0, 106.66666666666667)","(61.0, 230.0, 201.42857142857144)","(4.8, 5.8, 5.77625)","(41.0, 120.0, 106.66666666666667)"
14-12-2022 13:51:19.299725,"(2.3, 2.48, 2.4625)","(101.0, 750.0, 423.33333333333337)","(19.0, 28.0, 27.818181818181817)","(41.0, 70.0, 69.62962962962963)","(2.8, 3.65, 3.642857142857143)","(14.0, 17.5, 16.87142857142857)","(51.0, 120.0, 106.66666666666667)","(61.0, 220.0, 172.85714285714286)","(4.8, 5.8, 5.77625)","(41.0, 120.0, 106.66666666666667)"
14-12-2022 13:51:20.617813,"(2.3, 2.5, 2.483548387096774)","(101.0, 660.0, 360.0)","(19.0, 28.0, 27.818181818181817)","(41.0, 70.0, 69.62962962962963)","(2.8, 3.65, 3.642744479495268)","(14.0, 17.5, 16.87142857142857)","(51.0, 120.0, 106.66666666666667)","(61.0, 190.0, 167.5)","(4.8, 5.8, 5.77625)","(41.0, 120.0, 113.33333333333333)"
14-12-2022 13:51:22.010795,"(2.3, 2.5, 2.466470588235294)","(101.0, 630.0, 350.0)","(19.0, 28.0, 27.818181818181817)","(41.0, 70.0, 69.62962962962963)","(2.8, 3.65, 3.642744479495268)","(14.0, 17.5, 16.842105263157894)","(51.0, 120.0, 106.66666666666667)","(61.0, 180.0, 167.5)","(4.8, 5.8, 5.77625)","(41.0, 120.0, 113.33333333333333)"
14-12-2022 13:51:23.570181,"(2.25, 2.48, 2.459762845849802)","(101.0, 620.0, 342.5)","(20.0, 28.0, 27.818181818181817)","(41.0, 70.0, 69.62962962962963)","(2.9, 3.65, 3.642744479495268)","(13.0, 17.5, 16.842105263157894)","(61.0, 120.0, 106.66666666666667)","(71.0, 180.0, 172.85714285714286)","(5.0, 5.8, 5.77625)","(51.0, 120.0, 113.33333333333333)"
14-12-2022 13:51:24.997811,"(2.25, 2.48, 2.459762845849802)","(101.0, 590.0, 342.5)","(20.0, 28.0, 27.818181818181817)","(41.0, 70.0, 71.94444444444444)","(2.9, 3.65, 3.644675925925926)","(13.0, 17.5, 16.842105263157894)","(61.0, 120.0, 106.66666666666667)","(71.0, 180.0, 172.85714285714286)","(5.0, 5.8, 5.789032258064516)","(51.0, 120.0, 113.33333333333333)"
14-12-2022 13:51:26.511849,"(2.25, 2.48, 2.4639234449760767)","(101.0, 590.0, 366.6666666666667)","(20.0, 28.0, 27.818181818181817)","(41.0, 75.0, 71.94444444444444)","(2.9, 3.65, 3.644675925925926)","(13.0, 17.5, 16.842105263157894)","(61.0, 120.0, 106.66666666666667)","(71.0, 180.0, 172.85714285714286)","(5.0, 5.8, 5.782142857142857)","(51.0, 120.0, 113.33333333333333)"
14-12-2022 13:51:27.943048,"(2.25, 2.48, 2.466)","(101.0, 580.0, 366.6666666666667)","(20.0, 28.0, 27.818181818181817)","(41.0, 75.0, 65.83333333333333)","(2.9, 3.65, 3.6444976076555022)","(13.0, 17.5, 17.272727272727273)","(61.0, 120.0, 106.66666666666667)","(71.0, 180.0, 153.33333333333334)","(5.0, 5.8, 5.782142857142857)","(51.0, 120.0, 102.85714285714286)"
14-12-2022 13:51:29.335134,"(2.25, 2.48, 2.497690677966102)","(101.0, 580.0, 487.5)","(20.0, 28.0, 27.05263157894737)","(41.0, 75.0, 67.5)","(2.9, 3.65, 3.6444976076555022)","(13.0, 17.5, 17.272727272727273)","(61.0, 120.0, 103.33333333333333)","(71.0, 180.0, 200.0)","(5.0, 5.8, 5.784126984126984)","(51.0, 110.0, 105.83333333333334)"
14-12-2022 13:51:30.688312,"(2.25, 2.5, 2.497690677966102)","(101.0, 560.0, 432.0)","(20.0, 28.0, 27.05263157894737)","(41.0, 75.0, 65.83333333333333)","(3.0, 3.65, 3.6441176470588235)","(13.0, 17.5, 17.272727272727273)","(61.0, 120.0, 103.33333333333333)","(71.0, 230.0, 200.0)","(5.0, 5.8, 5.784126984126984)","(51.0, 110.0, 102.85714285714286)"
14-12-2022 13:51:32.033433,"(2.25, 2.5, 2.4970305676855897)","(101.0, 540.0, 405.0)","(20.0, 28.0, 27.05263157894737)","(41.0, 75.0, 65.83333333333333)","(3.0, 3.65, 3.644041450777202)","(13.0, 17.5, 17.272727272727273)","(61.0, 120.0, 103.33333333333333)","(71.0, 230.0, 200.0)","(5.0, 5.8, 5.790340909090909)","(51.0, 110.0, 102.85714285714286)"
14-12-2022 13:51:33.480636,"(2.25, 2.5, 2.49670436187399)","(101.0, 510.0, 408.0)","(20.0, 28.0, 27.05263157894737)","(41.0, 75.0, 62.30769230769231)","(3.0, 3.65, 3.642721518987342)","(13.0, 17.5, 17.272727272727273)","(61.0, 120.0, 103.33333333333333)","(71.0, 230.0, 200.0)","(5.0, 5.8, 5.7866141732283465)","(51.0, 110.0, 102.85714285714286)"
14-12-2022 13:51:35.004771,"(2.25, 2.5, 2.4976149914821124)","(101.0, 500.0, 370.0)","(20.0, 28.0, 27.05263157894737)","(41.0, 75.0, 62.30769230769231)","(3.0, 3.65, 3.642721518987342)","(13.0, 17.5, 17.272727272727273)","(61.0, 120.0, 103.33333333333333)","(71.0, 230.0, 200.0)","(5.0, 5.8, 5.784684684684684)","(51.0, 110.0, 102.85714285714286)"
14-12-2022 13:51:36.360818,"(2.25, 2.5, 2.4976149914821124)","(101.0, 470.0, 370.0)","(20.0, 28.0, 26.806451612903224)","(41.0, 75.0, 62.5)","(3.0, 3.65, 3.6850553505535055)","(13.0, 17.5, 16.814814814814813)","(61.0, 120.0, 102.5)","(71.0, 230.0, 164.0)","(5.0, 5.8, 5.746305418719212)","(51.0, 110.0, 93.57142857142857)"
14-12-2022 13:51:37.722728,"(2.25, 2.5, 2.4930392156862746)","(101.0, 460.0, 375.0)","(20.0, 27.0, 26.806451612903224)","(41.0, 65.0, 62.5)","(3.0, 3.7, 3.598780487804878)","(13.0, 17.0, 17.50925925925926)","(61.0, 110.0, 106.66666666666667)","(71.0, 170.0, 221.8181818181818)","(5.0, 5.8, 5.787218045112782)","(51.0, 95.0, 108.33333333333333)"
14-12-2022 13:51:39.075987,"(2.25, 2.5, 2.4953982300884956)","(101.0, 480.0, 440.0)","(20.0, 28.0, 27.27659574468085)","(41.0, 75.0, 63.26086956521739)","(3.0, 3.6, 3.6273480662983424)","(13.0, 18.5, 17.095238095238095)","(61.0, 120.0, 106.66666666666667)","(71.0, 230.0, 190.0)","(5.0, 5.8, 5.787218045112782)","(51.0, 120.0, 108.33333333333333)"
14-12-2022 13:51:40.504800,"(2.25, 2.5, 2.4954255319148935)","(101.0, 470.0, 438.33333333333337)","(20.0, 28.0, 27.2183908045977)","(41.0, 75.0, 61.5)","(3.0, 3.65, 3.6022727272727275)","(13.0, 18.0, 17.558823529411764)","(61.0, 120.0, 116.875)","(71.0, 230.0, 216.66666666666669)","(5.0, 5.8, 5.786507936507936)","(51.0, 120.0, 106.875)"
14-12-2022 13:51:41.897860,"(2.25, 2.5, 2.495141242937853)","(101.0, 470.0, 385.0)","(20.0, 28.0, 27.2183908045977)","(41.0, 75.0, 64.0909090909091)","(3.0, 3.7, 3.6287037037037035)","(13.0, 18.0, 17.625)","(61.0, 120.0, 116.15384615384616)","(71.0, 230.0, 216.66666666666669)","(5.0, 5.8, 5.786507936507936)","(51.0, 120.0, 99.0)"
14-12-2022 13:51:43.145258,"(2.25, 2.5, 2.4908185053380785)","(101.0, 480.0, 385.0)","(20.0, 28.0, 27.2183908045977)","(41.0, 75.0, 64.0909090909091)","(3.0, 3.65, 3.6287037037037035)","(13.0, 18.0, 17.61864406779661)","(61.0, 120.0, 116.15384615384616)","(71.0, 230.0, 216.66666666666669)","(5.0, 5.8, 5.786507936507936)","(51.0, 120.0, 99.0)"
14-12-2022 13:51:44.464577,"(2.25, 2.5, 2.4802758620689653)","(101.0, 480.0, 385.0)","(20.0, 28.0, 27.2183908045977)","(41.0, 75.0, 67.17391304347827)","(3.0, 3.65, 3.6287037037037035)","(13.0, 18.0, 17.605263157894736)","(61.0, 120.0, 116.15384615384616)","(71.0, 230.0, 218.57142857142856)","(5.0, 5.8, 5.786507936507936)","(51.0, 120.0, 99.0)"
14-12-2022 13:51:45.891181,"(2.25, 2.5, 2.4733953488372094)","(101.0, 480.0, 385.0)","(20.0, 28.0, 27.2183908045977)","(41.0, 75.0, 62.142857142857146)","(3.0, 3.65, 3.626530612244898)","(13.0, 18.0, 17.56779661016949)","(61.0, 120.0, 116.15384615384616)","(71.0, 230.0, 218.57142857142856)","(5.0, 5.8, 5.786507936507936)","(51.0, 120.0, 99.0)"
14-12-2022 13:51:47.313852,"(2.25, 2.48, 2.4416216216216218)","(101.0, 480.0, 385.0)","(20.0, 28.0, 27.28421052631579)","(41.0, 75.0, 64.2)","(3.0, 3.65, 3.610096153846154)","(13.0, 18.0, 17.56779661016949)","(61.0, 120.0, 116.15384615384616)","(71.0, 230.0, 218.57142857142856)","(5.0, 5.8, 5.786507936507936)","(51.0, 120.0, 99.0)"
