,Chilli Cherry,Levis Beach,Jet Keen,Murrurundi Boy,Nitro Jax,Irinka Isla,Two Suns
08-12-2022 15:05:29.497861,"(5.5, 6.6, 6.511111111111111)","(17.0, 40.0, 37.368421052631575)","(1.4, 1.54, 1.5158620689655173)","(11.0, 21.0, 19.821428571428573)","(10.0, 21.0, 20.43243243243243)","(21.0, 55.0, 52.97959183673469)","(11.0, 26.0, 25.666666666666668)"
08-12-2022 15:05:30.623226,"(5.5, 6.6, 6.333333333333333)","(17.0, 40.0, 37.368421052631575)","(1.4, 1.54, 1.5133333333333334)","(11.0, 21.0, 19.821428571428573)","(10.0, 21.0, 20.545454545454547)","(21.0, 55.0, 52.97959183673469)","(11.0, 26.0, 25.666666666666668)"
08-12-2022 15:05:31.793736,"(5.5, 6.6, 6.411764705882353)","(17.0, 40.0, 37.368421052631575)","(1.4, 1.54, 1.5133333333333334)","(11.0, 21.0, 20.3125)","(10.0, 21.0, 20.545454545454547)","(21.0, 55.0, 53.565217391304344)","(11.0, 26.0, 25.75)"
08-12-2022 15:05:32.994519,"(5.5, 6.6, 6.288888888888889)","(17.0, 40.0, 37.32142857142857)","(1.4, 1.54, 1.5075)","(11.0, 21.0, 20.3125)","(10.0, 21.0, 20.285714285714285)","(21.0, 55.0, 53.66216216216216)","(11.0, 26.0, 25.75)"
08-12-2022 15:05:34.293480,"(5.5, 6.6, 6.288888888888889)","(17.0, 40.0, 37.32142857142857)","(1.4, 1.53, 1.506842105263158)","(11.0, 21.0, 20.3125)","(10.0, 21.0, 20.473684210526315)","(21.0, 55.0, 53.66216216216216)","(11.0, 26.0, 25.714285714285715)"
08-12-2022 15:05:35.592209,"(5.5, 6.6, 6.356521739130435)","(17.0, 40.0, 37.32142857142857)","(1.4, 1.53, 1.5067241379310345)","(11.0, 21.0, 20.3125)","(10.0, 21.0, 20.473684210526315)","(21.0, 55.0, 53.66216216216216)","(11.0, 26.0, 25.88235294117647)"
08-12-2022 15:05:36.980348,"(5.5, 6.6, 6.356521739130435)","(17.0, 40.0, 37.32142857142857)","(1.4, 1.53, 1.5067241379310345)","(11.0, 21.0, 20.266666666666666)","(10.0, 21.0, 20.285714285714285)","(21.0, 55.0, 53.66216216216216)","(11.0, 26.0, 25.88235294117647)"
08-12-2022 15:05:38.400624,"(5.5, 6.6, 6.372972972972973)","(17.0, 40.0, 37.32142857142857)","(1.4, 1.53, 1.5195)","(11.0, 21.0, 20.266666666666666)","(10.0, 21.0, 20.285714285714285)","(21.0, 55.0, 53.68)","(11.0, 26.0, 25.8)"
08-12-2022 15:05:39.551080,"(5.5, 6.6, 6.395121951219512)","(17.0, 40.0, 37.32142857142857)","(1.4, 1.53, 1.50975)","(11.0, 21.0, 22.57142857142857)","(10.0, 21.0, 20.473684210526315)","(21.0, 55.0, 53.68)","(11.0, 26.0, 25.866666666666667)"
08-12-2022 15:05:40.680376,"(5.5, 6.6, 6.372972972972973)","(17.0, 40.0, 38.59574468085106)","(1.4, 1.53, 1.5185714285714287)","(11.0, 23.0, 24.88888888888889)","(10.0, 21.0, 20.285714285714285)","(21.0, 55.0, 52.827586206896555)","(11.0, 26.0, 25.866666666666667)"
08-12-2022 15:05:41.858991,"(5.5, 6.6, 6.345)","(17.0, 40.0, 38.59574468085106)","(1.4, 1.52, 1.51)","(11.0, 26.0, 23.6)","(10.0, 21.0, 20.444444444444443)","(21.0, 55.0, 53.46341463414634)","(11.0, 26.0, 25.866666666666667)"
08-12-2022 15:05:42.991917,"(5.5, 6.6, 6.345)","(17.0, 40.0, 38.59574468085106)","(1.4, 1.52, 1.51)","(11.0, 26.0, 23.0)","(10.0, 21.0, 23.46153846153846)","(21.0, 55.0, 52.666666666666664)","(11.0, 26.0, 25.75)"
08-12-2022 15:05:44.106565,"(5.5, 6.6, 6.324324324324325)","(17.0, 40.0, 38.59574468085106)","(1.4, 1.51, 1.5030000000000001)","(11.0, 25.0, 23.857142857142858)","(10.0, 25.0, 23.666666666666668)","(21.0, 55.0, 52.666666666666664)","(11.0, 26.0, 25.75)"
08-12-2022 15:05:45.274753,"(5.5, 6.6, 6.248275862068965)","(17.0, 40.0, 38.59574468085106)","(1.4, 1.51, 1.5083333333333333)","(11.0, 25.0, 23.666666666666668)","(10.0, 25.0, 23.88888888888889)","(21.0, 55.0, 52.666666666666664)","(11.0, 26.0, 26.625)"
08-12-2022 15:05:46.505897,"(5.5, 6.6, 6.338461538461538)","(18.0, 40.0, 38.59574468085106)","(1.4, 1.51, 1.506842105263158)","(11.0, 25.0, 23.666666666666668)","(11.0, 25.0, 23.6)","(21.0, 55.0, 53.2972972972973)","(11.0, 27.0, 26.625)"
08-12-2022 15:05:47.688601,"(5.5, 6.6, 6.338461538461538)","(18.0, 40.0, 38.59574468085106)","(1.4, 1.51, 1.493972602739726)","(11.0, 25.0, 23.875)","(11.0, 25.0, 23.6)","(21.0, 55.0, 53.2972972972973)","(11.0, 27.0, 26.625)"
08-12-2022 15:05:48.744075,"(5.5, 6.6, 6.3)","(18.0, 40.0, 38.59574468085106)","(1.4, 1.51, 1.493972602739726)","(11.0, 24.0, 23.944444444444443)","(11.0, 25.0, 23.166666666666668)","(21.0, 55.0, 53.2972972972973)","(11.0, 27.0, 26.625)"
08-12-2022 15:05:49.921203,"(5.5, 6.6, 6.316666666666666)","(18.0, 40.0, 38.59574468085106)","(1.4, 1.5, 1.4918181818181817)","(11.0, 24.0, 24.017241379310345)","(11.0, 25.0, 23.19047619047619)","(21.0, 55.0, 53.2972972972973)","(11.0, 27.0, 26.625)"
08-12-2022 15:05:51.093208,"(5.5, 6.6, 6.316666666666666)","(18.0, 40.0, 38.59574468085106)","(1.4, 1.5, 1.4952941176470589)","(11.0, 25.0, 24.017241379310345)","(11.0, 25.0, 23.3)","(21.0, 55.0, 53.2972972972973)","(11.0, 27.0, 26.625)"
08-12-2022 15:05:52.383106,"(5.5, 6.6, 6.308571428571429)","(18.0, 40.0, 38.59574468085106)","(1.4, 1.5, 1.4842622950819673)","(11.0, 25.0, 24.017241379310345)","(11.0, 24.0, 22.727272727272727)","(21.0, 55.0, 53.659574468085104)","(11.0, 27.0, 26.625)"
08-12-2022 15:05:53.559051,"(5.5, 6.6, 6.28125)","(18.0, 40.0, 38.59574468085106)","(1.4, 1.5, 1.4857692307692307)","(11.0, 25.0, 24.017241379310345)","(11.0, 24.0, 22.692307692307693)","(21.0, 55.0, 53.659574468085104)","(12.0, 27.0, 26.625)"
08-12-2022 15:05:54.589811,"(5.5, 6.6, 6.290909090909091)","(18.0, 40.0, 38.59574468085106)","(1.4, 1.5, 1.4857692307692307)","(11.0, 25.0, 24.017241379310345)","(11.0, 23.0, 22.419354838709676)","(21.0, 55.0, 53.659574468085104)","(12.0, 27.0, 26.625)"
08-12-2022 15:05:55.703272,"(5.5, 6.6, 6.290909090909091)","(18.0, 40.0, 38.625)","(1.4, 1.5, 1.4866666666666666)","(11.0, 25.0, 24.017241379310345)","(11.0, 23.0, 22.419354838709676)","(21.0, 55.0, 53.659574468085104)","(12.0, 27.0, 26.75)"
08-12-2022 15:05:56.814773,"(5.5, 6.6, 6.290909090909091)","(18.0, 40.0, 38.625)","(1.4, 1.5, 1.4866666666666666)","(11.0, 25.0, 24.017241379310345)","(11.0, 23.0, 22.419354838709676)","(21.0, 55.0, 58.6)","(12.0, 27.0, 26.625)"
08-12-2022 15:05:58.031472,"(5.5, 6.6, 6.26)","(18.0, 40.0, 38.6530612244898)","(1.4, 1.5, 1.488235294117647)","(11.0, 25.0, 24.017241379310345)","(11.0, 23.0, 22.419354838709676)","(21.0, 85.0, 61.0)","(12.0, 27.0, 26.625)"
08-12-2022 15:05:59.242608,"(5.5, 6.4, 6.300000000000001)","(18.0, 40.0, 38.625)","(1.4, 1.5, 1.498)","(11.0, 25.0, 24.017241379310345)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 61.0)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:00.298385,"(5.5, 6.4, 6.162962962962963)","(18.0, 40.0, 38.625)","(1.4, 1.5, 1.498)","(11.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 62.77777777777778)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:01.355410,"(5.5, 6.4, 6.162962962962963)","(18.0, 40.0, 37.904761904761905)","(1.4, 1.51, 1.5041176470588236)","(11.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 58.75)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:02.436947,"(5.5, 6.4, 6.162962962962963)","(18.0, 40.0, 37.73913043478261)","(1.4, 1.51, 1.5041176470588236)","(11.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 63.4375)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:03.565701,"(5.5, 6.4, 6.15)","(18.0, 40.0, 37.73913043478261)","(1.4, 1.51, 1.5041176470588236)","(11.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 63.214285714285715)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:04.720162,"(5.5, 6.4, 6.15)","(18.0, 40.0, 38.7906976744186)","(1.4, 1.51, 1.5041176470588236)","(11.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 63.214285714285715)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:05.768103,"(5.5, 6.4, 6.15)","(18.0, 40.0, 38.7906976744186)","(1.35, 1.51, 1.5041176470588236)","(12.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 63.214285714285715)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:07.002954,"(5.5, 6.4, 6.15)","(18.0, 40.0, 38.63157894736842)","(1.35, 1.51, 1.5041176470588236)","(12.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 63.214285714285715)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:08.194104,"(5.5, 6.4, 6.17906976744186)","(18.0, 40.0, 38.63157894736842)","(1.35, 1.51, 1.5041176470588236)","(12.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 62.05882352941177)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:09.306443,"(5.5, 6.2, 6.0875)","(18.0, 40.0, 38.63157894736842)","(1.35, 1.51, 1.5041176470588236)","(12.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 62.61904761904762)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:10.568292,"(5.5, 6.2, 6.0875)","(18.0, 40.0, 38.63157894736842)","(1.35, 1.51, 1.5041176470588236)","(12.0, 25.0, 23.983050847457626)","(11.0, 23.0, 22.419354838709676)","(21.0, 65.0, 62.61904761904762)","(12.0, 27.0, 26.625)"
08-12-2022 15:06:11.620049,"(5.5, 6.2, 6.0875)","(21.0, 40.0, 38.63157894736842)","(1.3, 1.51, 1.5026829268292683)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.419354838709676)","(31.0, 65.0, 62.05882352941177)","(15.0, 27.0, 26.625)"
08-12-2022 15:06:12.913220,"(5.5, 6.2, 5.99375)","(21.0, 40.0, 38.0)","(1.3, 1.51, 1.5070588235294118)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.419354838709676)","(31.0, 65.0, 62.05882352941177)","(15.0, 27.0, 26.625)"
08-12-2022 15:06:14.121350,"(5.5, 6.0, 5.9818181818181815)","(21.0, 40.0, 38.0)","(1.3, 1.52, 1.5113636363636365)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.419354838709676)","(31.0, 65.0, 62.05882352941177)","(15.0, 27.0, 26.625)"
08-12-2022 15:06:15.204161,"(5.5, 6.0, 5.95)","(21.0, 40.0, 38.0)","(1.3, 1.52, 1.5113636363636365)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.4375)","(31.0, 65.0, 59.473684210526315)","(15.0, 27.0, 26.625)"
08-12-2022 15:06:16.254896,"(5.5, 6.0, 5.92)","(21.0, 40.0, 38.0)","(1.3, 1.52, 1.5113636363636365)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.419354838709676)","(31.0, 60.0, 59.473684210526315)","(15.0, 27.0, 26.625)"
08-12-2022 15:06:17.297541,"(5.5, 6.2, 5.914285714285715)","(21.0, 40.0, 38.0)","(1.3, 1.52, 1.5113636363636365)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.419354838709676)","(31.0, 60.0, 59.333333333333336)","(15.0, 27.0, 26.625)"
08-12-2022 15:06:18.476872,"(5.5, 6.2, 5.869565217391305)","(21.0, 40.0, 38.0)","(1.3, 1.52, 1.5113636363636365)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.419354838709676)","(31.0, 60.0, 59.333333333333336)","(15.0, 27.0, 25.75)"
08-12-2022 15:06:19.687854,"(5.5, 6.2, 5.925)","(21.0, 40.0, 38.0)","(1.3, 1.52, 1.5104166666666667)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.419354838709676)","(31.0, 60.0, 59.333333333333336)","(15.0, 26.0, 25.75)"
08-12-2022 15:06:20.814056,"(5.5, 6.0, 5.942857142857143)","(21.0, 40.0, 38.0)","(1.3, 1.52, 1.5104166666666667)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.419354838709676)","(31.0, 60.0, 59.333333333333336)","(15.0, 26.0, 25.75)"
08-12-2022 15:06:21.833715,"(5.0, 6.0, 5.938461538461539)","(21.0, 40.0, 38.0)","(1.3, 1.52, 1.5104166666666667)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.419354838709676)","(31.0, 60.0, 59.44444444444444)","(15.0, 26.0, 25.77777777777778)"
08-12-2022 15:06:22.846919,"(5.0, 6.0, 5.9)","(21.0, 40.0, 38.0)","(1.3, 1.52, 1.5092592592592593)","(14.0, 25.0, 23.983050847457626)","(13.0, 23.0, 22.5)","(31.0, 60.0, 66.80555555555556)","(15.0, 26.0, 25.857142857142858)"
08-12-2022 15:06:23.997872,"(5.0, 6.0, 5.9875)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.52, 1.5084745762711864)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.5)","(31.0, 80.0, 68.69047619047619)","(15.0, 26.0, 25.857142857142858)"
08-12-2022 15:06:25.126413,"(5.0, 6.0, 5.957894736842105)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.52, 1.5084745762711864)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.5)","(31.0, 80.0, 68.69047619047619)","(15.0, 26.0, 26.333333333333332)"
08-12-2022 15:06:26.204000,"(5.0, 6.0, 5.957894736842105)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.52, 1.5084745762711864)","(14.0, 25.0, 24.095238095238095)","(13.0, 23.0, 22.513513513513512)","(31.0, 80.0, 68.69047619047619)","(15.0, 27.0, 26.333333333333332)"
08-12-2022 15:06:27.263899,"(5.0, 6.0, 5.957894736842105)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.52, 1.5355555555555556)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.513513513513512)","(31.0, 80.0, 68.69047619047619)","(15.0, 27.0, 26.75)"
08-12-2022 15:06:28.319175,"(5.0, 6.0, 5.933333333333334)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5355555555555556)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.5)","(31.0, 80.0, 68.69047619047619)","(15.0, 27.0, 26.333333333333332)"
08-12-2022 15:06:29.447589,"(5.0, 6.0, 5.9)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5233333333333334)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.485714285714288)","(31.0, 80.0, 68.69047619047619)","(15.0, 27.0, 26.75)"
08-12-2022 15:06:30.532121,"(5.0, 6.0, 5.810526315789474)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5233333333333334)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.485714285714288)","(31.0, 80.0, 68.69047619047619)","(15.0, 27.0, 25.833333333333332)"
08-12-2022 15:06:31.509276,"(5.0, 5.9, 5.86842105263158)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5255)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.419354838709676)","(31.0, 80.0, 68.69047619047619)","(15.0, 26.0, 25.857142857142858)"
08-12-2022 15:06:32.496287,"(5.0, 6.0, 5.76)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5226315789473683)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.419354838709676)","(31.0, 80.0, 68.69047619047619)","(15.0, 26.0, 25.857142857142858)"
08-12-2022 15:06:33.595357,"(5.0, 6.0, 5.911111111111111)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5213513513513515)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.485714285714288)","(31.0, 80.0, 68.69047619047619)","(15.0, 26.0, 26.333333333333332)"
08-12-2022 15:06:34.682286,"(5.0, 6.0, 5.881481481481481)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5213513513513515)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.485714285714288)","(31.0, 80.0, 68.69047619047619)","(15.0, 27.0, 26.333333333333332)"
08-12-2022 15:06:35.758649,"(5.0, 6.0, 5.866666666666666)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5213513513513515)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.419354838709676)","(31.0, 80.0, 68.44827586206897)","(15.0, 27.0, 26.75)"
08-12-2022 15:06:36.767022,"(5.0, 6.0, 5.723076923076923)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5172)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.419354838709676)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 26.333333333333332)"
08-12-2022 15:06:37.711061,"(5.0, 6.0, 5.7272727272727275)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5219512195121951)","(14.0, 25.0, 24.0625)","(13.0, 23.0, 22.419354838709676)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 26.333333333333332)"
08-12-2022 15:06:38.738423,"(5.0, 6.0, 5.8769230769230765)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.52, 1.52)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 26.333333333333332)"
08-12-2022 15:06:39.805203,"(5.0, 5.9, 5.7973684210526315)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.518)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 25.857142857142858)"
08-12-2022 15:06:40.931556,"(5.0, 5.9, 5.7973684210526315)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5221052631578948)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.857142857142858)"
08-12-2022 15:06:42.015569,"(5.0, 5.9, 5.7973684210526315)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5221052631578948)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.857142857142858)"
08-12-2022 15:06:43.016385,"(5.0, 5.9, 5.7973684210526315)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.53, 1.5221052631578948)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 26.75)"
08-12-2022 15:06:43.961662,"(5.0, 5.7, 5.627272727272727)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5273684210526317)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 26.333333333333332)"
08-12-2022 15:06:44.941004,"(5.0, 5.7, 5.557142857142857)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5273684210526317)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 26.75)"
08-12-2022 15:06:45.959048,"(5.0, 5.7, 5.604761904761905)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5273684210526317)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 26.333333333333332)"
08-12-2022 15:06:46.913067,"(5.0, 5.7, 5.575)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5273684210526317)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 27.625)"
08-12-2022 15:06:47.915216,"(5.0, 5.7, 5.604761904761905)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5273684210526317)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 28.0, 27.0)"
08-12-2022 15:06:48.855726,"(5.0, 5.7, 5.575)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5273684210526317)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 28.0, 26.666666666666668)"
08-12-2022 15:06:49.906931,"(5.0, 5.7, 5.604761904761905)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5273684210526317)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 25.846153846153847)"
08-12-2022 15:06:50.987190,"(5.0, 5.7, 5.575)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5345)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.846153846153847)"
08-12-2022 15:06:52.125582,"(5.0, 5.7, 5.604761904761905)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5345)","(14.0, 25.0, 23.885714285714286)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 26.0)"
08-12-2022 15:06:53.252210,"(5.0, 5.7, 5.575)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5338888888888889)","(14.0, 25.0, 23.869565217391305)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 25.333333333333332)"
08-12-2022 15:06:54.218528,"(5.0, 5.7, 5.604761904761905)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5345)","(14.0, 25.0, 23.869565217391305)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.75)"
08-12-2022 15:06:55.301666,"(5.0, 5.7, 5.661538461538462)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5281481481481483)","(14.0, 25.0, 23.869565217391305)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.333333333333332)"
08-12-2022 15:06:56.390363,"(5.0, 5.9, 5.885000000000001)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5254545454545454)","(14.0, 25.0, 23.869565217391305)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.333333333333332)"
08-12-2022 15:06:57.539459,"(5.0, 6.0, 5.83125)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5254545454545454)","(14.0, 25.0, 23.666666666666668)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.25)"
08-12-2022 15:06:58.555222,"(5.0, 6.0, 5.74)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5254545454545454)","(14.0, 24.0, 23.666666666666668)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 27.0, 25.833333333333332)"
08-12-2022 15:06:59.573526,"(5.0, 6.0, 5.88)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.5344444444444445)","(14.0, 20.0, 19.75)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.55)"
08-12-2022 15:07:00.473663,"(5.0, 6.2, 5.814814814814815)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.55, 1.5385714285714287)","(14.0, 19.5, 19.214285714285715)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.55)"
08-12-2022 15:07:01.503805,"(5.0, 6.2, 5.892307692307692)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.55, 1.5385714285714287)","(14.0, 20.0, 19.428571428571427)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.608695652173914)"
08-12-2022 15:07:02.570924,"(5.0, 6.2, 5.842105263157895)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.54, 1.54)","(14.0, 20.0, 18.833333333333332)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.608695652173914)"
08-12-2022 15:07:03.657133,"(5.0, 6.2, 5.904347826086957)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.55, 1.54)","(14.0, 19.5, 19.423076923076923)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.608695652173914)"
08-12-2022 15:07:04.613846,"(5.0, 6.2, 5.842105263157895)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.55, 1.54)","(14.0, 20.0, 19.423076923076923)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.608695652173914)"
08-12-2022 15:07:05.531337,"(5.0, 6.2, 5.927272727272728)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.55, 1.54)","(14.0, 20.0, 19.166666666666668)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.608695652173914)"
08-12-2022 15:07:06.464813,"(5.0, 6.2, 5.9714285714285715)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.55, 1.54)","(14.0, 20.0, 19.444444444444443)","(13.0, 23.0, 22.485714285714288)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.608695652173914)"
08-12-2022 15:07:07.485530,"(5.0, 6.2, 5.992592592592593)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.55, 1.5448837209302326)","(14.0, 21.0, 19.727272727272727)","(13.0, 23.0, 22.419354838709676)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.608695652173914)"
08-12-2022 15:07:08.499299,"(5.0, 6.2, 5.916666666666667)","(21.0, 40.0, 38.303030303030305)","(1.3, 1.55, 1.5448837209302326)","(14.0, 21.0, 19.727272727272727)","(13.0, 23.0, 22.419354838709676)","(31.0, 70.0, 67.77777777777777)","(15.0, 26.0, 25.727272727272727)"
