,Selynya Obi,Elenor Bale,Guster Bale,Daksha Bale,Smiling Olive,Arctic Bear,Myola Sunrise
07-01-2023 20:05:04.690535,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 13.6875)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 19.700000000000003)"
07-01-2023 20:05:05.868195,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 14.0)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 23.2)"
07-01-2023 20:05:07.097911,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 14.0)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 23.2)"
07-01-2023 20:05:08.279413,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 14.0)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 23.2)"
07-01-2023 20:05:09.445814,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 14.0)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 23.2)"
07-01-2023 20:05:10.716787,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 15.59090909090909)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 24.95)"
07-01-2023 20:05:11.903190,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 15.59090909090909)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 24.95)"
07-01-2023 20:05:13.048356,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 15.59090909090909)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 24.95)"
07-01-2023 20:05:14.624317,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 15.59090909090909)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 24.95)"
07-01-2023 20:05:16.048894,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 15.59090909090909)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 26.0)"
07-01-2023 20:05:17.191944,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 16.083333333333336)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 26.0)"
07-01-2023 20:05:18.363324,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 16.083333333333336)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 26.0)"
07-01-2023 20:05:19.487779,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 16.083333333333336)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 26.0)"
07-01-2023 20:05:20.550687,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 16.083333333333336)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 26.0)"
07-01-2023 20:05:21.752597,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 16.083333333333336)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 26.0)"
07-01-2023 20:05:22.971825,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 16.083333333333336)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 24.65)","(7.5, 30.0, 26.0)"
07-01-2023 20:05:24.257718,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 16.375)","(5.5, 12.5, 7.653846153846153)","(16.0, 46.0, 29.75)","(7.5, 30.0, 22.4)"
07-01-2023 20:05:25.584591,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 17.0, 16.375)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 26.1875)","(7.5, 30.0, 22.4)"
07-01-2023 20:05:26.842692,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 17.0, 16.9)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 26.1875)","(7.5, 30.0, 22.4)"
07-01-2023 20:05:28.141278,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 19.0, 17.6875)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 26.1875)","(7.5, 30.0, 22.4)"
07-01-2023 20:05:29.428099,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 18.5, 17.6875)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 26.1875)","(7.5, 30.0, 22.6)"
07-01-2023 20:05:30.663198,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 18.5, 17.6875)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 22.6)"
07-01-2023 20:05:31.712437,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 18.5, 17.6875)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 22.6)"
07-01-2023 20:05:32.844135,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 18.5, 17.6875)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 22.6)"
07-01-2023 20:05:33.997385,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 18.5, 17.6875)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 22.6)"
07-01-2023 20:05:35.133629,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 18.5, 17.5)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 22.6)"
07-01-2023 20:05:36.271434,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 37.09090909090909)","(8.0, 18.5, 17.5)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 24.857142857142858)"
07-01-2023 20:05:37.419088,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 80.0, 56.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 24.857142857142858)"
07-01-2023 20:05:38.557675,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 24.857142857142858)"
07-01-2023 20:05:39.753863,"(1.55, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 24.857142857142858)"
07-01-2023 20:05:40.909388,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.11111111111111)"
07-01-2023 20:05:42.028499,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.11111111111111)"
07-01-2023 20:05:43.217673,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.11111111111111)"
07-01-2023 20:05:44.341891,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.11111111111111)"
07-01-2023 20:05:45.426717,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:46.593210,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:47.668310,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:48.598494,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:49.690190,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:50.849991,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:51.947198,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:53.069349,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:54.179598,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:55.253930,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:56.315458,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:57.446534,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:58.638187,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.72222222222222)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:05:59.692468,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.0)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 27.5)"
07-01-2023 20:06:00.680459,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.0)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.22222222222222)"
07-01-2023 20:06:01.857303,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.125)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.22222222222222)"
07-01-2023 20:06:02.969636,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 75.0, 53.400000000000006)","(8.0, 18.5, 17.125)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.22222222222222)"
07-01-2023 20:06:03.968387,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.5, 7.653846153846153)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.333333333333332)"
07-01-2023 20:06:05.046186,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.5, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.333333333333332)"
07-01-2023 20:06:06.089994,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.333333333333332)"
07-01-2023 20:06:07.215602,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.333333333333332)"
07-01-2023 20:06:08.486398,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.333333333333332)"
07-01-2023 20:06:09.757827,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.333333333333332)"
07-01-2023 20:06:10.946928,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 26.333333333333332)"
07-01-2023 20:06:12.494154,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 30.0, 22.6875)"
07-01-2023 20:06:13.851097,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 24.0, 22.6875)"
07-01-2023 20:06:14.949882,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 24.0, 22.6875)"
07-01-2023 20:06:16.070021,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 24.0, 22.6875)"
07-01-2023 20:06:17.268753,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 24.0, 21.8125)"
07-01-2023 20:06:18.408959,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 34.36363636363636)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.8125)"
07-01-2023 20:06:19.551232,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 70.0, 47.400000000000006)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.8125)"
07-01-2023 20:06:20.706257,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.8125)"
07-01-2023 20:06:21.817062,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.8125)"
07-01-2023 20:06:22.916806,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.125)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.8125)"
07-01-2023 20:06:24.115413,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.666666666666668)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.8125)"
07-01-2023 20:06:25.353211,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.666666666666668)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.5)"
07-01-2023 20:06:26.523888,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.666666666666668)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.5)"
07-01-2023 20:06:27.619607,"(1.6, 1.93, 1.6091666666666666)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.666666666666668)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.5)"
07-01-2023 20:06:28.616241,"(1.6, 1.93, 1.6586666666666667)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.666666666666668)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 21.5)"
07-01-2023 20:06:29.779686,"(1.6, 1.93, 1.6586666666666667)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.77777777777778)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 23.0, 27.153846153846153)"
07-01-2023 20:06:30.910682,"(1.6, 1.93, 1.6586666666666667)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.77777777777778)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 36.0, 22.5625)"
07-01-2023 20:06:32.050710,"(1.6, 1.93, 1.6586666666666667)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.77777777777778)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 36.0, 22.5625)"
07-01-2023 20:06:33.216879,"(1.6, 1.93, 1.6586666666666667)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.77777777777778)","(5.5, 12.0, 7.5)","(16.0, 44.0, 28.166666666666664)","(7.5, 36.0, 27.041666666666668)"
07-01-2023 20:06:34.305343,"(1.6, 1.93, 1.6586666666666667)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.77777777777778)","(5.5, 12.0, 6.239999999999999)","(16.0, 44.0, 28.166666666666664)","(7.5, 36.0, 27.041666666666668)"
07-01-2023 20:06:35.439040,"(1.6, 1.93, 1.6586666666666667)","(7.5, 17.5, 8.318181818181818)","(21.0, 65.0, 47.400000000000006)","(8.0, 18.5, 17.77777777777778)","(5.5, 12.0, 6.239999999999999)","(16.0, 44.0, 28.166666666666664)","(7.5, 36.0, 27.041666666666668)"
