,Selynya Obi,Elenor Bale,Guster Bale,Daksha Bale,Smiling Olive,Arctic Bear,Myola Sunrise
07-01-2023 20:15:17.633591,"(1.55, 1.91, 1.871111111111111)","(8.0, 17.5, 17.25925925925926)","(26.0, 50.0, 33.75)","(8.0, 17.0, 15.772727272727273)","(5.5, 9.8, 9.209090909090909)","(17.0, 40.0, 29.0)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:18.674750,"(1.55, 1.91, 1.871111111111111)","(8.0, 17.5, 17.25925925925926)","(26.0, 60.0, 33.75)","(8.0, 17.0, 15.772727272727273)","(5.5, 9.6, 9.209090909090909)","(17.0, 40.0, 29.0)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:19.651521,"(1.55, 1.91, 1.871111111111111)","(8.0, 17.5, 17.25925925925926)","(26.0, 65.0, 38.333333333333336)","(8.0, 17.0, 15.772727272727273)","(5.5, 9.6, 9.209090909090909)","(17.0, 40.0, 29.0)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:20.671622,"(1.55, 1.91, 1.871111111111111)","(8.0, 17.5, 17.25925925925926)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.0, 15.772727272727273)","(5.5, 9.6, 9.209090909090909)","(17.0, 40.0, 29.0)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:21.694449,"(1.55, 1.91, 1.871111111111111)","(8.0, 17.5, 17.25925925925926)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.0, 15.772727272727273)","(5.5, 9.6, 9.209090909090909)","(17.0, 40.0, 29.0)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:22.743629,"(1.55, 1.91, 1.6091228070175438)","(8.0, 17.5, 17.25925925925926)","(26.0, 60.0, 36.666666666666664)","(8.0, 17.0, 15.772727272727273)","(5.5, 9.6, 9.209090909090909)","(17.0, 40.0, 29.47826086956522)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:23.828349,"(1.55, 1.91, 1.6091228070175438)","(8.0, 17.5, 17.25925925925926)","(26.0, 60.0, 29.375)","(8.0, 17.0, 15.772727272727273)","(5.5, 9.6, 9.209090909090909)","(17.0, 40.0, 29.47826086956522)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:24.867184,"(1.55, 1.9, 1.8622222222222222)","(8.0, 17.5, 17.25925925925926)","(26.0, 55.0, 40.0)","(8.0, 17.0, 15.772727272727273)","(5.5, 9.6, 9.209090909090909)","(17.0, 40.0, 29.47826086956522)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:25.871735,"(1.55, 1.9, 1.8622222222222222)","(8.0, 17.5, 16.633333333333333)","(26.0, 55.0, 40.0)","(8.0, 17.0, 15.25)","(5.5, 9.6, 9.209090909090909)","(17.0, 40.0, 29.47826086956522)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:26.863935,"(1.55, 1.9, 1.8622222222222222)","(8.0, 17.0, 16.379310344827587)","(26.0, 55.0, 40.0)","(8.0, 17.0, 15.833333333333334)","(5.5, 9.6, 9.209090909090909)","(17.0, 40.0, 30.32)","(7.5, 21.0, 18.5)"
07-01-2023 20:15:27.825761,"(1.55, 1.9, 1.8622222222222222)","(8.0, 16.5, 16.296296296296298)","(26.0, 55.0, 40.0)","(8.0, 17.0, 15.833333333333334)","(5.5, 9.4, 9.027272727272727)","(17.0, 40.0, 30.32)","(7.5, 21.0, 19.875)"
07-01-2023 20:15:28.860098,"(1.55, 1.9, 1.8622222222222222)","(8.0, 16.5, 16.296296296296298)","(26.0, 70.0, 34.0)","(8.0, 17.0, 15.833333333333334)","(5.5, 9.4, 7.5777777777777775)","(17.0, 40.0, 30.32)","(7.5, 21.0, 22.5)"
07-01-2023 20:15:29.820405,"(1.55, 1.9, 1.8622222222222222)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 38.333333333333336)","(8.0, 17.0, 15.833333333333334)","(5.5, 9.4, 5.937777777777778)","(17.0, 40.0, 30.32)","(7.5, 23.0, 21.4)"
07-01-2023 20:15:30.817830,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 38.333333333333336)","(8.0, 17.0, 15.833333333333334)","(5.5, 9.4, 5.937777777777778)","(17.0, 40.0, 30.32)","(7.5, 24.0, 23.92857142857143)"
07-01-2023 20:15:31.876132,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.0, 15.833333333333334)","(5.5, 9.4, 5.776744186046511)","(17.0, 40.0, 30.32)","(7.5, 25.0, 24.666666666666664)"
07-01-2023 20:15:32.928058,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.0, 15.833333333333334)","(5.5, 9.4, 5.776744186046511)","(17.0, 40.0, 30.32)","(7.5, 26.0, 24.666666666666664)"
07-01-2023 20:15:33.997723,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.0, 15.833333333333334)","(5.5, 9.4, 5.776744186046511)","(17.0, 40.0, 30.32)","(7.5, 26.0, 25.25)"
07-01-2023 20:15:35.053553,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.0, 17.785714285714285)","(5.5, 9.4, 5.776744186046511)","(17.0, 40.0, 30.32)","(7.5, 26.0, 23.666666666666668)"
07-01-2023 20:15:36.050039,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.5, 16.7)","(5.5, 9.4, 5.776744186046511)","(17.0, 40.0, 30.32)","(7.5, 26.0, 25.22222222222222)"
07-01-2023 20:15:37.025185,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.0, 17.2)","(5.5, 9.4, 5.776744186046511)","(17.0, 40.0, 29.47826086956522)","(7.5, 26.0, 25.22222222222222)"
07-01-2023 20:15:38.003561,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.0, 17.2)","(5.5, 9.4, 5.776744186046511)","(17.0, 40.0, 29.47826086956522)","(7.5, 26.0, 25.22222222222222)"
07-01-2023 20:15:39.020798,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.0, 17.272727272727273)","(5.5, 9.4, 8.383333333333333)","(17.0, 40.0, 27.263157894736842)","(7.5, 26.0, 25.22222222222222)"
07-01-2023 20:15:40.104414,"(1.55, 1.9, 1.606896551724138)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.0, 17.6)","(5.5, 9.0, 6.723076923076922)","(17.0, 40.0, 27.263157894736842)","(7.5, 26.0, 25.22222222222222)"
07-01-2023 20:15:41.148280,"(1.55, 1.9, 1.5977777777777777)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.0, 17.6)","(5.5, 9.0, 6.723076923076922)","(17.0, 40.0, 27.263157894736842)","(7.5, 26.0, 25.22222222222222)"
07-01-2023 20:15:42.074320,"(1.55, 1.9, 1.5967567567567569)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.0, 17.6)","(5.5, 9.0, 6.723076923076922)","(17.0, 40.0, 27.263157894736842)","(7.5, 26.0, 25.4)"
07-01-2023 20:15:43.061488,"(1.55, 1.9, 1.5967567567567569)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.0, 17.6)","(5.5, 9.0, 5.720454545454546)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 25.4)"
07-01-2023 20:15:44.131528,"(1.55, 1.9, 1.5967567567567569)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.0, 17.5)","(5.5, 9.0, 5.720454545454546)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 25.4)"
07-01-2023 20:15:45.262920,"(1.55, 1.9, 1.5967567567567569)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.5, 17.75)","(5.5, 9.0, 8.216666666666667)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.4)"
07-01-2023 20:15:46.345415,"(1.55, 1.9, 1.5967567567567569)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.5, 17.75)","(5.5, 8.8, 8.216666666666667)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.4)"
07-01-2023 20:15:47.351581,"(1.55, 1.9, 1.5967567567567569)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.5, 17.75)","(5.5, 8.8, 8.216666666666667)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.4)"
07-01-2023 20:15:48.330388,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.5, 17.75)","(5.5, 8.8, 8.216666666666667)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.4)"
07-01-2023 20:15:49.406385,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 18.5, 17.571428571428573)","(5.5, 8.8, 8.216666666666667)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:50.457892,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.8, 8.049999999999999)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:51.498666,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 6.569230769230769)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:52.611745,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 6.569230769230769)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:53.636504,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 6.569230769230769)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:54.682255,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 6.569230769230769)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:55.723105,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 5.666666666666666)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:56.819804,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 5.666666666666666)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:57.818899,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 5.666666666666666)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:58.832202,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 5.666666666666666)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:15:59.760704,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 5.666666666666666)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:16:00.763467,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 5.666666666666666)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:16:01.812305,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 5.666666666666666)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:16:02.916391,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.6, 7.716666666666666)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:16:04.025622,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.2, 6.75)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:16:05.201115,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.2, 6.8)","(17.0, 40.0, 29.0)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:16:06.226435,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.166666666666668)","(5.5, 8.0, 6.425)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:16:07.222918,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 18.0)","(5.5, 8.0, 6.425)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 25.857142857142858)"
07-01-2023 20:16:08.127228,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 17.833333333333332)","(5.5, 8.0, 6.425)","(17.0, 40.0, 29.0)","(7.5, 27.0, 23.615384615384617)"
07-01-2023 20:16:09.258297,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 17.666666666666668)","(5.5, 8.0, 6.425)","(17.0, 40.0, 29.0)","(7.5, 24.0, 23.615384615384617)"
07-01-2023 20:16:10.401205,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 17.666666666666668)","(5.5, 8.0, 5.58125)","(17.0, 40.0, 29.0)","(7.5, 24.0, 23.615384615384617)"
07-01-2023 20:16:11.493964,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 19.0, 17.1875)","(5.5, 8.0, 7.383333333333333)","(17.0, 40.0, 27.263157894736842)","(7.5, 24.0, 22.692307692307693)"
07-01-2023 20:16:12.491194,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1875)","(5.5, 7.8, 7.383333333333333)","(17.0, 40.0, 27.263157894736842)","(7.5, 23.0, 22.692307692307693)"
07-01-2023 20:16:13.547851,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1875)","(5.5, 7.8, 7.383333333333333)","(17.0, 40.0, 27.263157894736842)","(7.5, 23.0, 26.384615384615387)"
07-01-2023 20:16:14.662947,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1875)","(5.5, 7.8, 7.383333333333333)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 26.384615384615387)"
07-01-2023 20:16:15.815797,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1875)","(5.5, 7.8, 7.383333333333333)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 26.384615384615387)"
07-01-2023 20:16:16.865740,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1875)","(5.5, 7.8, 7.383333333333333)","(17.0, 40.0, 27.263157894736842)","(7.5, 27.0, 26.714285714285715)"
07-01-2023 20:16:17.858059,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1875)","(5.5, 7.8, 7.383333333333333)","(17.0, 40.0, 27.263157894736842)","(7.5, 28.0, 26.714285714285715)"
07-01-2023 20:16:18.874956,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1875)","(5.5, 7.8, 7.216666666666667)","(17.0, 40.0, 27.263157894736842)","(7.5, 28.0, 26.714285714285715)"
07-01-2023 20:16:19.881091,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1875)","(5.5, 7.6, 6.258333333333333)","(17.0, 40.0, 27.263157894736842)","(7.5, 28.0, 26.714285714285715)"
07-01-2023 20:16:20.977292,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1)","(5.5, 7.6, 5.875)","(17.0, 40.0, 27.263157894736842)","(7.5, 28.0, 26.714285714285715)"
07-01-2023 20:16:21.926245,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.1)","(5.5, 7.6, 5.875)","(17.0, 40.0, 27.263157894736842)","(7.5, 28.0, 26.714285714285715)"
07-01-2023 20:16:22.915994,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.25)","(5.5, 7.6, 5.512962962962963)","(17.0, 40.0, 27.263157894736842)","(7.5, 28.0, 26.714285714285715)"
07-01-2023 20:16:23.962820,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.0, 17.5, 17.25)","(5.5, 7.6, 7.050000000000001)","(17.0, 40.0, 27.263157894736842)","(7.5, 28.0, 26.714285714285715)"
07-01-2023 20:16:25.152966,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 7.050000000000001)","(18.0, 40.0, 27.263157894736842)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:26.317656,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 7.050000000000001)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:27.417903,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 7.050000000000001)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:28.441873,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 7.050000000000001)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:29.363143,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 7.050000000000001)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:30.386656,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 7.050000000000001)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:31.462118,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 7.050000000000001)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:32.591505,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 7.050000000000001)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:33.695337,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 7.050000000000001)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:34.776890,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.296296296296298)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.4, 6.355555555555556)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:35.787040,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.045454545454547)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.2, 6.355555555555556)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.714285714285715)"
07-01-2023 20:16:36.794681,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.045454545454547)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.2, 5.978571428571429)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.941176470588236)"
07-01-2023 20:16:37.777911,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.045454545454547)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.2, 5.978571428571429)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.941176470588236)"
07-01-2023 20:16:38.842329,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.045454545454547)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.25)","(5.5, 7.2, 6.716666666666667)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.941176470588236)"
07-01-2023 20:16:39.844416,"(1.55, 1.89, 1.8239999999999998)","(8.0, 16.5, 16.291666666666668)","(26.0, 65.0, 31.666666666666668)","(8.5, 17.5, 17.666666666666668)","(5.5, 7.0, 6.716666666666667)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.941176470588236)"
07-01-2023 20:16:40.891048,"(1.55, 1.89, 1.5844444444444445)","(8.0, 16.5, 16.291666666666668)","(26.0, 65.0, 31.666666666666668)","(8.5, 18.0, 17.666666666666668)","(5.5, 7.0, 6.716666666666667)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.941176470588236)"
07-01-2023 20:16:41.967998,"(1.55, 1.7, 1.6109090909090908)","(8.0, 16.5, 16.291666666666668)","(26.0, 65.0, 31.666666666666668)","(8.5, 18.0, 17.666666666666668)","(5.5, 7.0, 5.704761904761905)","(18.0, 40.0, 29.47826086956522)","(8.0, 28.0, 26.941176470588236)"
07-01-2023 20:16:43.062543,"(1.55, 1.7, 1.6109090909090908)","(8.0, 16.5, 16.291666666666668)","(26.0, 65.0, 42.77777777777778)","(8.5, 18.0, 17.666666666666668)","(5.5, 7.0, 6.55)","(18.0, 40.0, 27.55263157894737)","(8.0, 28.0, 26.11111111111111)"
07-01-2023 20:16:44.173125,"(1.55, 1.7, 1.6109090909090908)","(8.0, 16.5, 15.9375)","(26.0, 65.0, 42.77777777777778)","(8.5, 18.0, 17.666666666666668)","(5.5, 6.8, 6.371428571428571)","(18.0, 40.0, 24.6)","(8.0, 28.0, 27.0)"
07-01-2023 20:16:45.326462,"(1.55, 1.7, 1.64)","(8.0, 16.5, 16.0)","(26.0, 65.0, 55.0)","(8.5, 18.0, 17.666666666666668)","(5.5, 6.8, 5.514285714285714)","(18.0, 40.0, 29.0)","(8.0, 28.0, 27.0)"
07-01-2023 20:16:46.353352,"(1.55, 1.7, 1.64)","(8.0, 16.5, 16.285714285714285)","(26.0, 65.0, 55.0)","(8.5, 18.0, 17.666666666666668)","(5.5, 6.8, 6.383333333333333)","(18.0, 40.0, 29.5)","(8.0, 28.0, 27.066666666666666)"
07-01-2023 20:16:47.332562,"(1.55, 1.7, 1.64)","(8.0, 16.5, 16.285714285714285)","(26.0, 65.0, 32.5)","(8.5, 18.0, 17.666666666666668)","(5.5, 6.6, 6.383333333333333)","(18.0, 40.0, 29.5)","(8.0, 28.0, 24.714285714285715)"
07-01-2023 20:16:48.369513,"(1.55, 1.7, 1.64)","(8.0, 16.5, 16.285714285714285)","(26.0, 65.0, 32.5)","(8.5, 18.0, 17.666666666666668)","(5.5, 6.6, 6.383333333333333)","(18.0, 40.0, 29.5)","(8.0, 25.0, 24.714285714285715)"
07-01-2023 20:16:49.469395,"(1.55, 1.7, 1.64)","(8.0, 16.5, 16.285714285714285)","(26.0, 65.0, 57.2)","(8.5, 18.0, 17.666666666666668)","(5.5, 6.6, 6.383333333333333)","(18.0, 40.0, 28.13157894736842)","(8.0, 25.0, 24.714285714285715)"
07-01-2023 20:16:50.485981,"(1.55, 1.7, 1.64)","(8.0, 16.5, 16.285714285714285)","(26.0, 65.0, 57.2)","(8.5, 18.0, 17.666666666666668)","(5.5, 6.6, 6.383333333333333)","(18.0, 40.0, 27.058823529411764)","(8.0, 25.0, 24.714285714285715)"
07-01-2023 20:16:51.487348,"(1.55, 1.7, 1.64)","(8.0, 16.5, 16.285714285714285)","(26.0, 65.0, 57.2)","(8.5, 18.0, 17.666666666666668)","(5.5, 6.6, 6.216666666666667)","(18.0, 40.0, 27.058823529411764)","(8.0, 25.0, 24.714285714285715)"
