,Homebush Saint,Tiggerlong Demon,Lonely Toni,Goldstar Yogi,Homebush Shady,Denarau Delight,Goldstar Dynasty,Homebush Lennon
06-01-2023 09:54:02.939387,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:03.992119,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:05.017876,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:06.050903,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:07.052925,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:08.118709,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:09.110928,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:10.090817,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:11.163778,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:12.132200,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:13.163697,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:14.184193,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:15.159172,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:16.190422,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:17.206992,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:18.205920,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:19.239029,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:20.225725,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:21.174275,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:22.163550,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:23.148168,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:24.140561,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:25.156498,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:26.169427,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:27.182069,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:28.263019,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:29.285418,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:30.317191,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:31.318616,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:32.341836,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:33.404957,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:34.400390,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:35.414606,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:36.417473,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:37.434560,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:38.432638,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:39.458531,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:40.451880,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:41.473623,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:42.487246,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:43.479138,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:44.460011,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:45.430528,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:46.400020,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:47.367121,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:48.363841,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:49.358073,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:50.355261,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:51.445535,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:52.459468,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:53.493346,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:54.515318,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:55.511520,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:56.485052,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:57.522150,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:58.488050,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:54:59.490593,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:00.533976,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:01.574160,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:02.597880,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:03.661281,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:04.667850,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:05.675601,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:06.673929,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:07.641414,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:08.688416,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:09.741126,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:10.724223,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:11.677414,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:12.679966,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:13.820874,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
06-01-2023 09:55:14.816504,"(7.0, 27.0, 17.0)","(3.9, 10.5, 7.566666666666666)","(4.8, 13.0, 6.925925925925926)","(9.0, 36.0, 15.75)","(14.0, 70.0, 51.0)","(6.5, 23.0, 15.954838709677421)","(3.3, 8.0, 5.913043478260869)","(14.0, 70.0, 51.0)"
