,Homebush Saint,Tiggerlong Demon,Lonely Toni,Goldstar Yogi,Homebush Shady,Denarau Delight,Goldstar Dynasty,Homebush Lennon
06-01-2023 10:10:27.660902,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 40.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 40.0, 34.90384615384615)"
06-01-2023 10:10:28.790550,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 40.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 40.0, 53.11363636363637)"
06-01-2023 10:10:29.891649,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:31.004022,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:32.170880,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:33.305659,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:34.466788,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:35.620654,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:36.821584,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:38.021360,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:39.186838,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:40.223176,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:41.381519,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:42.428996,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:43.458206,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:44.529180,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:45.555122,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:46.661926,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:47.790529,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:48.897019,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:49.985276,"(7.0, 19.5, 17.416666666666668)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:51.058693,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:52.157909,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 4.166666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:53.181854,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:54.187297,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:55.176863,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:56.187176,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:57.217886,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:58.368227,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.366666666666667)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:10:59.377127,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:00.490913,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:01.609997,"(7.0, 27.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:02.697505,"(7.0, 27.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:03.807163,"(7.0, 27.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:04.870888,"(7.0, 27.0, 20.6875)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:05.976641,"(7.0, 27.0, 20.6875)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:07.162369,"(7.0, 27.0, 20.6875)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:08.199250,"(7.0, 27.0, 20.6875)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:09.287037,"(7.0, 27.0, 20.6875)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.826666666666666)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:10.351654,"(7.0, 19.0, 17.983333333333334)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:11.361469,"(7.0, 19.0, 17.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:12.396254,"(7.0, 19.0, 18.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:13.425264,"(7.0, 19.0, 18.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:14.505065,"(7.0, 19.0, 18.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:15.525657,"(7.0, 19.0, 18.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:16.802234,"(7.0, 19.0, 18.0)","(3.9, 7.2, 6.1)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 55.0, 48.92857142857143)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 53.11363636363637)"
06-01-2023 10:11:17.933581,"(7.0, 19.0, 18.0)","(3.9, 7.2, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 55.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 44.078947368421055)"
06-01-2023 10:11:18.996318,"(7.0, 20.0, 16.53333333333333)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 44.078947368421055)"
06-01-2023 10:11:20.087945,"(7.0, 20.0, 16.53333333333333)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 44.078947368421055)"
06-01-2023 10:11:21.117324,"(7.0, 20.0, 16.53333333333333)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 44.078947368421055)"
06-01-2023 10:11:22.190909,"(7.0, 20.0, 16.53333333333333)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 44.078947368421055)"
06-01-2023 10:11:23.343274,"(7.0, 20.0, 16.53333333333333)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.742857142857144)","(3.3, 7.8, 5.746666666666666)","(14.0, 55.0, 30.766666666666666)"
06-01-2023 10:11:24.487381,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.5, 10.742857142857144)","(3.3, 7.8, 5.746666666666666)","(14.0, 32.0, 30.766666666666666)"
06-01-2023 10:11:25.655671,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.5, 10.742857142857144)","(3.3, 7.8, 5.746666666666666)","(14.0, 32.0, 30.766666666666666)"
06-01-2023 10:11:26.736413,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.5, 10.742857142857144)","(3.3, 7.8, 5.746666666666666)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:27.811568,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.5, 10.742857142857144)","(3.3, 7.8, 5.746666666666666)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:28.894260,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.5, 10.314285714285713)","(3.3, 7.8, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:29.945782,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:30.991130,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:32.066707,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:33.156925,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:34.162248,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:35.215107,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:36.417030,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.742857142857144)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:37.490294,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.5, 10.742857142857144)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:38.561617,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.5, 10.742857142857144)","(3.3, 8.0, 6.23076923076923)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:39.741104,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.5, 10.742857142857144)","(3.3, 8.0, 6.23076923076923)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:40.961073,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.4, 6.366666666666666)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 11.5, 11.17142857142857)","(3.3, 8.0, 6.23076923076923)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:42.333462,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.6, 6.366666666666666)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 6.23076923076923)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:43.431913,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.6, 6.366666666666666)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 6.23076923076923)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:44.493758,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.6, 6.366666666666666)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 6.23076923076923)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:45.590796,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.6, 6.366666666666666)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 6.23076923076923)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:46.613969,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.6, 6.366666666666666)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 6.23076923076923)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:47.691160,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.6, 6.366666666666666)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 6.23076923076923)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:48.739565,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.8, 6.5)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:49.834981,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.8, 6.5)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:50.939996,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.8, 6.5)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:52.008971,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.8, 6.5)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:53.083837,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.8, 6.5)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:54.104630,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.6, 6.366666666666666)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
06-01-2023 10:11:55.148642,"(7.0, 21.0, 19.833333333333336)","(3.9, 7.6, 6.366666666666666)","(4.8, 7.4, 6.881481481481481)","(9.0, 17.0, 15.826666666666666)","(14.0, 30.0, 27.5)","(6.5, 12.0, 11.17142857142857)","(3.3, 8.0, 5.0)","(14.0, 32.0, 29.214285714285715)"
