,Dr Evergreen,My Cool Jack,Percussion,Charlie Chana,Alness Treasure,Our Purple Haze,Feel Like Flying
10-01-2023 21:00:00.644102,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.04, 1.9733333333333334)","(12.0, 23.0, 22.0)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.153846153846153)","(8.0, 12.0, 10.9)"
10-01-2023 21:00:01.804141,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.04, 2.0092307692307694)","(12.0, 23.0, 22.0)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.153846153846153)","(8.0, 12.0, 10.9)"
10-01-2023 21:00:02.983953,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.04, 1.9955555555555555)","(12.0, 23.0, 21.2)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.153846153846153)","(8.0, 12.0, 10.9)"
10-01-2023 21:00:04.122163,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.04, 2.005714285714286)","(12.0, 23.0, 21.2)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.153846153846153)","(8.0, 12.0, 10.9)"
10-01-2023 21:00:05.194383,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.04, 2.005714285714286)","(12.0, 23.0, 20.75)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.153846153846153)","(8.0, 12.0, 10.9)"
10-01-2023 21:00:06.398138,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.04, 2.0)","(12.0, 23.0, 21.2)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.9)"
10-01-2023 21:00:07.591655,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 1.99)","(12.0, 23.0, 21.2)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.9)"
10-01-2023 21:00:08.651256,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 1.975)","(12.0, 23.0, 21.2)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.9)"
10-01-2023 21:00:09.661209,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 2.012758620689655)","(12.0, 23.0, 19.4)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:10.818108,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 2.012758620689655)","(12.0, 23.0, 21.333333333333332)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:11.818799,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 2.012758620689655)","(12.0, 23.0, 21.333333333333332)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:12.878564,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 2.011923076923077)","(12.0, 23.0, 21.333333333333332)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:13.810545,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 2.011923076923077)","(12.0, 23.0, 21.333333333333332)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:14.740908,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.04, 2.0296153846153846)","(12.0, 23.0, 21.333333333333332)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:15.729661,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 2.010869565217391)","(12.0, 23.0, 21.333333333333332)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:16.770712,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 2.01125)","(12.0, 23.0, 21.25)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:17.791030,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 2.01125)","(12.0, 23.0, 21.25)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:19.209335,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 1.978)","(12.0, 23.0, 22.0)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:20.464891,"(7.0, 9.8, 8.711111111111112)","(1.75, 2.02, 2.0148780487804876)","(12.0, 23.0, 22.3)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:21.654652,"(7.0, 9.6, 8.8)","(1.75, 2.02, 2.0141463414634146)","(12.0, 23.0, 22.3)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:22.936953,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.013684210526316)","(12.0, 23.0, 21.6)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:24.255741,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.013684210526316)","(12.0, 23.0, 22.142857142857142)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:25.661180,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.013684210526316)","(12.0, 23.0, 22.142857142857142)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:27.001518,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.013684210526316)","(12.0, 23.0, 22.142857142857142)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:28.167923,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0131428571428573)","(12.0, 23.0, 22.142857142857142)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:29.408847,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0131428571428573)","(12.0, 23.0, 22.142857142857142)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:30.376992,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0125)","(12.0, 23.0, 22.142857142857142)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.3)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:31.537796,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0125)","(12.0, 23.0, 22.428571428571427)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:32.784786,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0125)","(12.0, 23.0, 22.428571428571427)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:33.878057,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0125)","(12.0, 23.0, 22.428571428571427)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:34.863491,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0117241379310347)","(12.0, 23.0, 22.428571428571427)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.8)"
10-01-2023 21:00:35.931382,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0117241379310347)","(12.0, 23.0, 22.428571428571427)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:37.018549,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0107692307692306)","(12.0, 23.0, 20.8125)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:38.031544,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.011111111111111)","(12.0, 23.0, 20.8125)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:39.128565,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.01)","(12.0, 23.0, 22.0)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:40.536330,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.0085714285714285)","(12.0, 23.0, 22.0)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:41.814143,"(7.0, 9.6, 8.88)","(1.75, 2.02, 2.025714285714286)","(12.0, 23.0, 22.0)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:42.905398,"(7.0, 9.6, 8.88)","(1.75, 2.04, 1.995)","(12.0, 23.0, 22.0)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:44.171832,"(7.0, 9.2, 8.933333333333334)","(1.75, 2.04, 2.016923076923077)","(12.0, 23.0, 22.5)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:45.469825,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.012)","(12.0, 24.0, 22.5)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:46.676433,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.0)","(12.0, 24.0, 22.5)","(10.0, 17.0, 15.714285714285714)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:47.802878,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.0)","(12.0, 24.0, 22.5)","(10.0, 17.0, 14.571428571428571)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:48.823547,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.0)","(12.0, 24.0, 22.5)","(10.0, 17.0, 14.571428571428571)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:49.866651,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.0)","(12.0, 24.0, 22.5)","(10.0, 17.0, 15.0)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:50.952625,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.0)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:52.201352,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.0)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:53.289181,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.0)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:54.394317,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.0)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 12.75)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:55.643607,"(7.0, 9.2, 8.5)","(1.75, 2.02, 2.0)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 12.136363636363637)","(6.0, 10.0, 9.185185185185185)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:56.759934,"(7.0, 9.2, 8.5)","(1.75, 2.06, 1.9869565217391305)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.884615384615385)","(6.0, 10.0, 9.01)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:57.867206,"(7.0, 9.0, 8.8)","(1.75, 2.04, 2.0233333333333334)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.884615384615385)","(6.0, 10.0, 9.217391304347826)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:00:58.899118,"(7.0, 9.0, 8.125)","(1.75, 2.04, 2.0233333333333334)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 14.5, 13.7)","(6.0, 10.0, 9.217391304347826)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:00.131007,"(7.0, 9.0, 7.95)","(1.75, 2.06, 1.9844444444444445)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 14.5, 13.7)","(6.0, 10.0, 9.217391304347826)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:01.295257,"(7.0, 9.0, 8.10909090909091)","(1.75, 2.04, 2.0304761904761905)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 14.5, 11.785714285714286)","(6.0, 10.0, 9.263636363636364)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:02.433322,"(7.0, 9.0, 8.10909090909091)","(1.75, 2.04, 2.0304761904761905)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.0, 9.047058823529412)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:03.486326,"(7.0, 9.0, 8.10909090909091)","(1.75, 2.04, 2.0304761904761905)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.0, 9.2)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:04.536924,"(7.0, 9.0, 8.10909090909091)","(1.75, 2.04, 2.0231578947368423)","(12.0, 24.0, 22.8)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.0, 9.2)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:05.576747,"(7.0, 9.0, 8.10909090909091)","(1.75, 2.04, 2.0196774193548386)","(12.0, 24.0, 23.25)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.0, 9.2)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:06.647422,"(7.0, 9.0, 8.10909090909091)","(1.75, 2.06, 2.006666666666667)","(12.0, 24.0, 23.25)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.0, 9.2)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:07.691021,"(7.0, 9.0, 8.10909090909091)","(1.75, 2.06, 1.988888888888889)","(12.0, 24.0, 23.25)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.0, 9.2)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:08.737019,"(7.0, 9.0, 8.10909090909091)","(1.75, 2.06, 1.988888888888889)","(12.0, 24.0, 23.25)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.0, 9.2)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:09.830179,"(7.0, 9.0, 8.10909090909091)","(1.75, 2.06, 1.988888888888889)","(12.0, 24.0, 23.25)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.0, 9.583333333333334)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:10.895696,"(7.0, 9.0, 7.7749999999999995)","(1.75, 2.06, 2.036)","(12.0, 24.0, 23.25)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.0, 10.166666666666666)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:11.859654,"(7.0, 9.0, 8.138461538461538)","(1.75, 2.06, 1.988888888888889)","(12.0, 24.0, 21.6)","(10.0, 16.5, 15.1875)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.5, 9.777777777777779)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:12.810916,"(7.0, 9.0, 8.341176470588236)","(1.75, 2.06, 1.988888888888889)","(12.0, 32.0, 30.875)","(10.0, 16.0, 15.0625)","(9.0, 15.0, 11.785714285714286)","(6.0, 11.0, 10.272727272727273)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:13.853047,"(7.0, 9.0, 8.341176470588236)","(1.75, 2.06, 1.988888888888889)","(12.0, 32.0, 29.333333333333332)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.5, 9.954545454545455)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:14.903571,"(7.0, 9.0, 8.341176470588236)","(1.75, 2.06, 2.033333333333333)","(12.0, 32.0, 29.333333333333332)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.5, 9.954545454545455)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:16.043896,"(7.0, 9.0, 8.341176470588236)","(1.75, 2.06, 2.033333333333333)","(12.0, 32.0, 29.333333333333332)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.5, 9.5)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:17.085527,"(7.0, 9.0, 8.341176470588236)","(1.75, 2.06, 2.033333333333333)","(12.0, 32.0, 29.333333333333332)","(10.0, 16.5, 15.0)","(9.0, 15.0, 11.785714285714286)","(6.0, 10.5, 10.0375)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:18.234954,"(7.0, 9.0, 8.341176470588236)","(1.75, 2.06, 1.9849999999999999)","(12.0, 32.0, 29.333333333333332)","(10.0, 16.5, 14.555555555555555)","(9.0, 15.0, 11.785714285714286)","(6.0, 11.0, 10.0375)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:19.499609,"(7.0, 9.0, 8.341176470588236)","(1.75, 2.06, 1.9849999999999999)","(12.0, 32.0, 29.333333333333332)","(10.0, 16.5, 15.428571428571429)","(9.0, 15.0, 11.785714285714286)","(6.0, 11.0, 10.094117647058823)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:20.660829,"(7.0, 9.0, 8.341176470588236)","(1.75, 2.06, 1.9849999999999999)","(12.0, 32.0, 29.333333333333332)","(10.0, 16.0, 15.428571428571429)","(9.0, 15.0, 11.785714285714286)","(6.0, 11.0, 10.094117647058823)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:21.702003,"(7.0, 8.8, 8.333333333333334)","(1.75, 2.04, 1.9784615384615385)","(12.0, 32.0, 29.333333333333332)","(10.0, 16.0, 15.428571428571429)","(9.0, 15.0, 11.785714285714286)","(6.0, 11.0, 10.094117647058823)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:22.734760,"(7.0, 8.6, 8.410526315789474)","(1.75, 2.04, 1.9741176470588235)","(12.0, 32.0, 29.333333333333332)","(10.0, 16.0, 15.428571428571429)","(10.0, 15.0, 11.785714285714286)","(6.0, 11.0, 10.094117647058823)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:23.779025,"(7.0, 8.6, 8.410526315789474)","(1.75, 2.04, 1.9933333333333334)","(12.0, 30.0, 26.4)","(10.0, 16.0, 15.428571428571429)","(10.0, 15.0, 11.785714285714286)","(6.0, 11.0, 10.242857142857142)","(8.0, 12.0, 10.533333333333333)"
10-01-2023 21:01:24.922964,"(7.0, 8.6, 8.410526315789474)","(1.75, 2.04, 1.9866666666666666)","(12.0, 30.0, 26.4)","(10.0, 16.5, 15.666666666666666)","(10.0, 14.0, 11.928571428571429)","(6.0, 10.5, 10.377777777777778)","(8.0, 12.0, 10.192307692307693)"
10-01-2023 21:01:26.055438,"(7.0, 8.6, 8.410526315789474)","(1.75, 2.04, 1.9866666666666666)","(12.0, 30.0, 26.4)","(10.0, 16.5, 15.666666666666666)","(10.0, 13.0, 11.928571428571429)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.164285714285715)"
10-01-2023 21:01:27.156705,"(7.0, 8.6, 8.410526315789474)","(1.75, 2.04, 1.9866666666666666)","(12.0, 30.0, 25.714285714285715)","(10.0, 16.0, 14.833333333333334)","(10.0, 13.0, 11.928571428571429)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.164285714285715)"
10-01-2023 21:01:28.099000,"(7.0, 8.6, 8.433333333333334)","(1.75, 2.04, 1.9777777777777779)","(12.0, 30.0, 25.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 13.0, 11.928571428571429)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.164285714285715)"
10-01-2023 21:01:29.231702,"(7.0, 8.8, 8.430769230769231)","(1.75, 2.04, 1.9777777777777779)","(12.0, 30.0, 24.75)","(10.0, 16.0, 14.833333333333334)","(10.0, 13.0, 11.5)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:30.380424,"(7.0, 8.8, 8.363636363636363)","(1.75, 2.04, 1.9777777777777779)","(12.0, 30.0, 24.75)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.5, 11.0)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:31.433897,"(7.0, 8.8, 8.363636363636363)","(1.75, 2.04, 2.005714285714286)","(12.0, 30.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 13.0, 10.416666666666666)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:32.435440,"(7.0, 8.8, 8.363636363636363)","(1.75, 2.06, 1.971111111111111)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.5, 11.0)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:33.485532,"(7.0, 8.8, 8.363636363636363)","(1.75, 2.06, 1.9666666666666666)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 11.0)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:34.538483,"(7.0, 8.8, 8.363636363636363)","(1.75, 2.06, 1.9666666666666666)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 11.0)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:35.601001,"(7.0, 8.8, 8.363636363636363)","(1.75, 2.06, 1.9695238095238095)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 11.0)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:36.645567,"(7.0, 8.8, 8.363636363636363)","(1.75, 2.06, 1.998709677419355)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 10.75)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:37.729446,"(7.0, 9.2, 8.94074074074074)","(1.75, 2.06, 1.998709677419355)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 10.333333333333334)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:38.814113,"(7.0, 9.2, 8.5)","(1.75, 2.06, 1.998709677419355)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 10.333333333333334)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:39.860061,"(7.0, 9.2, 8.5)","(1.75, 2.06, 1.998709677419355)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 10.333333333333334)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:40.927401,"(7.0, 9.2, 8.5)","(1.75, 2.06, 1.998709677419355)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 10.333333333333334)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:41.997723,"(7.0, 9.2, 8.5)","(1.75, 2.06, 1.998709677419355)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 10.333333333333334)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:43.110451,"(7.0, 9.2, 8.5)","(1.75, 2.06, 1.998709677419355)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 10.333333333333334)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
10-01-2023 21:01:44.255031,"(7.0, 9.2, 8.5)","(1.75, 2.06, 1.998709677419355)","(12.0, 29.0, 24.0)","(10.0, 16.0, 14.833333333333334)","(10.0, 12.0, 10.333333333333334)","(6.0, 11.0, 10.377777777777778)","(8.0, 11.5, 10.270588235294117)"
