,Buck Pharoah,Salad Dodger,Auzstar,Miss Arizona,Korubela Miss,Tobasco,Outreach To Henry,Flash Palace,The Sistine Tales,Rainbow Rocket
10,"[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 44, 371625), 61.0, 230.0]"
11,"[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 45, 547650), 61.0, 230.0]"
12,"[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 46, 711347), 61.0, 230.0]"
13,"[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 47, 888174), 61.0, 230.0]"
14,"[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 49, 60036), 61.0, 230.0]"
15,"[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 50, 265381), 61.0, 230.0]"
16,"[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 51, 473611), 61.0, 230.0]"
17,"[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 52, 722749), 61.0, 230.0]"
18,"[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 53, 934815), 61.0, 230.0]"
19,"[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 55, 169168), 61.0, 230.0]"
20,"[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 56, 444435), 61.0, 230.0]"
21,"[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 57, 642658), 51.0, 230.0]"
22,"[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 58, 820013), 51.0, 230.0]"
23,"[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 5, 59, 985522), 51.0, 230.0]"
24,"[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 6, 1, 143236), 51.0, 230.0]"
25,"[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 6, 2, 313841), 51.0, 230.0]"
26,"[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 6, 3, 471586), 51.0, 230.0]"
27,"[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 6, 4, 633918), 51.0, 230.0]"
28,"[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 6, 5, 793756), 51.0, 230.0]"
29,"[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 6, 6, 983348), 51.0, 230.0]"
30,"[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 6, 8, 143810), 51.0, 230.0]"
31,"[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 3.2, 3.75]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 2.45, 3.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 16, 6, 9, 309271), 51.0, 230.0]"
