,Kaypat World,Rocking The Ares,Calypso Ruby,Drink Jacks,Dayseas Gem,Our Mate Rocco,Cuckoo Coconuts,Border Issues
13,"[datetime.datetime(2022, 11, 28, 11, 41, 25, 793270), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 25, 793270), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 25, 793270), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 25, 793270), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 25, 793270), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 25, 793270), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 25, 793270), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 25, 793270), 4.6, 7.6]"
14,"[datetime.datetime(2022, 11, 28, 11, 41, 26, 959152), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 26, 959152), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 26, 959152), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 26, 959152), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 26, 959152), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 26, 959152), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 26, 959152), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 26, 959152), 4.6, 7.6]"
15,"[datetime.datetime(2022, 11, 28, 11, 41, 28, 100251), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 28, 100251), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 28, 100251), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 28, 100251), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 28, 100251), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 28, 100251), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 28, 100251), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 28, 100251), 4.6, 7.6]"
16,"[datetime.datetime(2022, 11, 28, 11, 41, 29, 260112), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 29, 260112), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 29, 260112), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 29, 260112), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 29, 260112), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 29, 260112), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 29, 260112), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 29, 260112), 4.6, 7.6]"
17,"[datetime.datetime(2022, 11, 28, 11, 41, 30, 393406), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 30, 393406), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 30, 393406), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 30, 393406), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 30, 393406), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 30, 393406), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 30, 393406), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 30, 393406), 4.6, 7.6]"
18,"[datetime.datetime(2022, 11, 28, 11, 41, 31, 534527), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 31, 534527), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 31, 534527), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 31, 534527), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 31, 534527), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 31, 534527), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 31, 534527), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 31, 534527), 4.6, 7.6]"
19,"[datetime.datetime(2022, 11, 28, 11, 41, 32, 671845), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 32, 671845), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 32, 671845), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 32, 671845), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 32, 671845), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 32, 671845), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 32, 671845), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 32, 671845), 4.6, 7.6]"
20,"[datetime.datetime(2022, 11, 28, 11, 41, 33, 803100), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 33, 803100), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 33, 803100), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 33, 803100), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 33, 803100), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 33, 803100), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 33, 803100), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 33, 803100), 4.6, 7.6]"
21,"[datetime.datetime(2022, 11, 28, 11, 41, 34, 948269), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 34, 948269), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 34, 948269), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 34, 948269), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 34, 948269), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 34, 948269), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 34, 948269), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 34, 948269), 4.6, 7.6]"
22,"[datetime.datetime(2022, 11, 28, 11, 41, 36, 80110), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 36, 80110), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 36, 80110), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 36, 80110), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 36, 80110), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 36, 80110), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 36, 80110), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 36, 80110), 4.6, 7.6]"
23,"[datetime.datetime(2022, 11, 28, 11, 41, 37, 210980), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 37, 210980), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 37, 210980), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 37, 210980), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 37, 210980), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 37, 210980), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 37, 210980), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 37, 210980), 4.6, 7.6]"
24,"[datetime.datetime(2022, 11, 28, 11, 41, 38, 336340), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 38, 336340), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 38, 336340), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 38, 336340), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 38, 336340), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 38, 336340), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 38, 336340), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 38, 336340), 4.6, 7.6]"
25,"[datetime.datetime(2022, 11, 28, 11, 41, 39, 461270), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 39, 461270), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 39, 461270), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 39, 461270), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 41, 39, 461270), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 39, 461270), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 39, 461270), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 39, 461270), 4.6, 7.6]"
26,"[datetime.datetime(2022, 11, 28, 11, 41, 40, 591432), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 40, 591432), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 40, 591432), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 40, 591432), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 40, 591432), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 40, 591432), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 40, 591432), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 40, 591432), 4.6, 7.6]"
27,"[datetime.datetime(2022, 11, 28, 11, 41, 41, 716044), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 41, 716044), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 41, 716044), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 41, 716044), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 41, 716044), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 41, 716044), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 41, 716044), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 41, 716044), 4.6, 7.6]"
28,"[datetime.datetime(2022, 11, 28, 11, 41, 42, 845404), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 42, 845404), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 42, 845404), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 42, 845404), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 42, 845404), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 42, 845404), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 42, 845404), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 42, 845404), 4.6, 7.6]"
29,"[datetime.datetime(2022, 11, 28, 11, 41, 43, 970727), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 43, 970727), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 43, 970727), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 43, 970727), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 43, 970727), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 43, 970727), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 43, 970727), 3.1, 5.4]","[datetime.datetime(2022, 11, 28, 11, 41, 43, 970727), 4.6, 7.6]"
30,"[datetime.datetime(2022, 11, 28, 11, 41, 45, 103204), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 45, 103204), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 45, 103204), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 45, 103204), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 45, 103204), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 45, 103204), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 45, 103204), 3.1, 5.1]","[datetime.datetime(2022, 11, 28, 11, 41, 45, 103204), 4.6, 7.0]"
31,"[datetime.datetime(2022, 11, 28, 11, 41, 46, 236740), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 46, 236740), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 46, 236740), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 46, 236740), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 46, 236740), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 46, 236740), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 46, 236740), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 11, 41, 46, 236740), 4.6, 7.6]"
32,"[datetime.datetime(2022, 11, 28, 11, 41, 47, 379525), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 47, 379525), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 47, 379525), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 47, 379525), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 47, 379525), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 47, 379525), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 47, 379525), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 11, 41, 47, 379525), 4.6, 7.6]"
33,"[datetime.datetime(2022, 11, 28, 11, 41, 48, 526519), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 48, 526519), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 48, 526519), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 48, 526519), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 48, 526519), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 48, 526519), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 48, 526519), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 11, 41, 48, 526519), 4.6, 7.6]"
34,"[datetime.datetime(2022, 11, 28, 11, 41, 49, 676762), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 49, 676762), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 49, 676762), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 49, 676762), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 49, 676762), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 49, 676762), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 49, 676762), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 11, 41, 49, 676762), 4.6, 7.6]"
35,"[datetime.datetime(2022, 11, 28, 11, 41, 50, 827385), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 50, 827385), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 50, 827385), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 50, 827385), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 50, 827385), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 50, 827385), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 50, 827385), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 11, 41, 50, 827385), 4.6, 7.6]"
36,"[datetime.datetime(2022, 11, 28, 11, 41, 51, 963145), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 51, 963145), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 51, 963145), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 51, 963145), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 51, 963145), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 51, 963145), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 51, 963145), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 11, 41, 51, 963145), 4.6, 7.6]"
37,"[datetime.datetime(2022, 11, 28, 11, 41, 53, 95116), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 53, 95116), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 53, 95116), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 53, 95116), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 53, 95116), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 53, 95116), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 53, 95116), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 11, 41, 53, 95116), 4.6, 7.6]"
38,"[datetime.datetime(2022, 11, 28, 11, 41, 54, 229853), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 54, 229853), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 54, 229853), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 54, 229853), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 54, 229853), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 54, 229853), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 54, 229853), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 11, 41, 54, 229853), 4.6, 7.6]"
39,"[datetime.datetime(2022, 11, 28, 11, 41, 55, 354774), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 41, 55, 354774), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 11, 41, 55, 354774), 19.0, 48.0]","[datetime.datetime(2022, 11, 28, 11, 41, 55, 354774), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 41, 55, 354774), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 11, 41, 55, 354774), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 41, 55, 354774), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 11, 41, 55, 354774), 4.6, 7.6]"
