,War Hammer,Banebridge,Bundy Bounce,Hooked On Prissy,Simply Orson,Sketchy In By,Nulas Girl,What A Knight
14-12-2022 12:42:43.569944,"(5.0, 8.4, 7.86)","(2.4, 3.75, 3.56)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:44.892826,"(5.0, 8.4, 7.86)","(2.4, 3.75, 3.56)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:46.281560,"(5.0, 8.4, 7.86)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:47.642029,"(5.0, 8.4, 7.86)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 42.25)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:49.007177,"(5.0, 8.4, 7.86)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 42.25)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:50.076084,"(5.0, 8.4, 7.566666666666667)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 42.125)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:51.133104,"(5.0, 8.4, 7.366666666666667)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 42.125)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:52.170946,"(5.0, 8.4, 7.366666666666667)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:53.240197,"(5.0, 8.4, 7.366666666666667)","(2.4, 3.75, 3.56)","(19.0, 50.0, 42.375)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:54.373848,"(5.0, 8.4, 7.883333333333333)","(2.4, 3.75, 3.56)","(19.0, 50.0, 42.375)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:55.483801,"(5.0, 8.4, 7.800000000000001)","(2.4, 3.75, 3.56)","(19.0, 50.0, 42.375)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:56.461908,"(5.0, 8.4, 7.675000000000001)","(2.4, 3.75, 3.56)","(19.0, 50.0, 42.125)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:57.482146,"(5.0, 8.4, 7.466666666666667)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:58.575098,"(5.0, 8.4, 7.366666666666667)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 42.375)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:59.581861,"(5.0, 8.4, 7.366666666666667)","(2.4, 3.75, 3.56)","(19.0, 50.0, 42.375)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:43:00.600493,"(5.0, 8.6, 7.076923076923077)","(2.4, 3.75, 3.56)","(19.0, 50.0, 42.375)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:43:01.688954,"(5.0, 8.6, 6.466666666666667)","(2.4, 3.75, 3.56)","(19.0, 50.0, 42.125)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:43:02.677445,"(5.0, 8.6, 6.466666666666667)","(2.4, 3.75, 3.56)","(19.0, 50.0, 42.125)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:43:03.741360,"(5.0, 8.6, 6.242857142857143)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.8374999999999995)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:04.821354,"(5.0, 8.6, 7.5)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.9633333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:05.906774,"(5.0, 7.4, 6.583333333333334)","(2.4, 3.75, 3.6142857142857143)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:06.955277,"(5.0, 7.2, 6.75)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:08.043457,"(5.0, 7.2, 6.75)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:09.105234,"(5.0, 7.2, 6.75)","(2.4, 3.75, 3.0675)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.936363636363636)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:10.198689,"(5.0, 7.2, 6.566666666666666)","(2.4, 3.75, 3.295)","(19.0, 50.0, 46.55555555555556)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:11.280418,"(5.0, 8.8, 8.14)","(2.4, 3.75, 3.1444444444444444)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:12.404319,"(5.0, 8.8, 8.0)","(2.4, 3.7, 3.492)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:13.819277,"(5.0, 8.8, 8.0)","(2.4, 3.7, 3.492)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.8925)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.936363636363636)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:15.072732,"(5.0, 8.8, 8.0)","(2.4, 3.7, 3.282857142857143)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:16.198508,"(5.0, 8.8, 8.025)","(2.4, 3.75, 3.282857142857143)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:17.441120,"(5.0, 8.8, 6.42)","(2.4, 3.7, 3.492)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:18.557411,"(5.0, 8.8, 8.162500000000001)","(2.4, 3.7, 3.492)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.8925)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.936363636363636)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:19.649814,"(5.0, 8.8, 8.233333333333334)","(2.4, 3.7, 3.492)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:20.683571,"(5.0, 8.8, 7.9750000000000005)","(2.4, 3.75, 3.628888888888889)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:21.813000,"(5.0, 8.8, 7.733333333333334)","(2.4, 3.75, 3.282857142857143)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:22.839110,"(5.0, 8.6, 7.824999999999999)","(2.4, 3.75, 3.2731250000000003)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:23.874945,"(5.0, 8.6, 8.244444444444444)","(2.4, 3.75, 3.4775)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.8925)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.8374999999999995)","(61.0, 370.0, 220.0)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:24.929894,"(5.0, 8.6, 8.341666666666667)","(2.4, 3.75, 3.641)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.8925)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.8374999999999995)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:26.035028,"(5.0, 8.6, 8.318181818181818)","(2.4, 3.75, 3.672142857142857)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:27.112975,"(5.0, 8.6, 8.318181818181818)","(2.4, 3.75, 3.641)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 220.0)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:28.167107,"(5.0, 7.4, 6.961538461538462)","(2.4, 3.75, 3.591666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 220.0)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:29.255065,"(5.0, 7.4, 7.220000000000001)","(2.4, 3.75, 3.591666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 220.0)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:30.400806,"(5.0, 7.4, 5.96)","(2.4, 3.75, 3.591666666666667)","(19.0, 50.0, 46.55555555555556)","(2.6, 2.98, 2.8925)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 220.0)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:31.581206,"(5.0, 7.4, 6.6)","(2.4, 3.75, 3.564)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 220.0)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:32.644641,"(5.0, 7.4, 6.606666666666667)","(2.4, 3.75, 3.564)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:33.718553,"(5.0, 7.4, 6.0)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.936923076923077)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.8374999999999995)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:34.831739,"(5.0, 7.4, 6.0)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.91)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.8374999999999995)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:35.884533,"(5.0, 7.4, 6.0)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.933333333333333)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:37.008595,"(5.0, 7.4, 6.466666666666667)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.933333333333333)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:38.127110,"(5.0, 7.4, 6.0)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.933333333333333)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:39.183196,"(5.0, 7.4, 6.0)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.933333333333333)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:40.272828,"(5.0, 7.4, 6.0)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:41.358127,"(5.0, 7.4, 6.466666666666667)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:42.448635,"(5.0, 7.4, 6.466666666666667)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:43.477578,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:44.576702,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.917777777777778)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.0249999999999995)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:45.582066,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.917777777777778)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.0249999999999995)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:46.645453,"(5.0, 7.4, 6.714285714285714)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.0, 7.327272727272726)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:47.699623,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:48.685444,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:49.696297,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:50.944469,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.8)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:52.071445,"(5.0, 7.4, 6.714285714285714)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.8)","(61.0, 370.0, 241.42857142857142)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:53.087315,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:54.088501,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:55.186059,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.75)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:56.472912,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:57.653102,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:43:58.833302,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:00.092218,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.917777777777778)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.957142857142856)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:01.198952,"(5.0, 7.4, 6.550000000000001)","(2.4, 3.75, 2.9916666666666667)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:02.381061,"(5.0, 7.4, 6.714285714285714)","(2.4, 3.75, 3.295)","(19.0, 50.0, 43.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:03.568736,"(5.0, 7.4, 6.95)","(2.4, 3.75, 2.9916666666666667)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:04.759214,"(5.0, 7.4, 6.95)","(2.4, 3.75, 2.9916666666666667)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.917777777777778)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.0249999999999995)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:05.842237,"(5.0, 7.4, 6.95)","(2.4, 3.75, 2.9916666666666667)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.917777777777778)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.75)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:06.870818,"(5.0, 7.4, 6.8)","(2.4, 3.75, 3.295)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:08.254183,"(5.0, 7.4, 6.990909090909091)","(2.4, 3.75, 2.9916666666666667)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:09.415861,"(5.0, 7.4, 6.990909090909091)","(2.4, 3.75, 2.9916666666666667)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:10.516163,"(5.0, 7.4, 6.990909090909091)","(2.4, 3.75, 2.9916666666666667)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.917777777777778)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.039999999999999)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:11.579000,"(5.0, 7.4, 6.8)","(2.4, 3.75, 3.295)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.917777777777778)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:12.710157,"(5.0, 7.4, 6.8)","(2.4, 3.75, 2.9916666666666667)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:13.803937,"(5.0, 7.4, 6.990909090909091)","(2.4, 3.75, 2.9916666666666667)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:44:14.869743,"(5.0, 7.4, 6.990909090909091)","(2.4, 3.75, 2.9916666666666667)","(19.0, 60.0, 51.8)","(2.6, 2.98, 2.945)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.327272727272726)","(61.0, 370.0, 259.375)","(31.0, 38.0, 35.23076923076923)"
