,Sugar Time,Diamond Harmony,Homebush Harper,Young Romeo,Simon The Pieman,Alhambra,Rosehip,Verdun Bale
08-12-2022 14:45:49.418661,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.72)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.183333333333334)","(6.0, 23.0, 15.474999999999998)"
08-12-2022 14:45:50.792535,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.72)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.183333333333334)","(6.0, 23.0, 15.474999999999998)"
08-12-2022 14:45:52.032672,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.72)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.183333333333334)","(6.0, 23.0, 15.474999999999998)"
08-12-2022 14:45:53.333690,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.72)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.183333333333334)","(6.0, 23.0, 15.474999999999998)"
08-12-2022 14:45:54.647639,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.72)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.183333333333334)","(6.0, 23.0, 15.474999999999998)"
08-12-2022 14:45:55.867872,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.72)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.51875)"
08-12-2022 14:45:57.117566,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.51875)"
08-12-2022 14:45:58.331211,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.227272727272728)"
08-12-2022 14:45:59.497264,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.227272727272728)"
08-12-2022 14:46:00.643911,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.227272727272728)"
08-12-2022 14:46:01.804223,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.227272727272728)"
08-12-2022 14:46:02.930092,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.227272727272728)"
08-12-2022 14:46:04.063005,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.227272727272728)"
08-12-2022 14:46:05.278042,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.227272727272728)"
08-12-2022 14:46:06.544850,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.0)"
08-12-2022 14:46:07.828143,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.0)"
08-12-2022 14:46:09.077233,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:10.261209,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:11.344054,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:12.462988,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:13.667591,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:14.861104,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:16.068726,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:17.182437,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:18.312741,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 24.56923076923077)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:19.475717,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.0, 14.825)","(71.0, 430.0, 117.5)","(12.0, 29.0, 28.163636363636364)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.955172413793104)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:20.674706,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 430.0, 117.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:22.077022,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 430.0, 117.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:23.518675,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 430.0, 117.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:24.889886,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 430.0, 117.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:26.264067,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 430.0, 117.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:27.550076,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 430.0, 117.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:28.877979,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:30.140171,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:31.350190,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:32.615159,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:33.885134,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:35.147359,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:36.405487,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:37.582974,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:38.831871,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:40.075514,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:41.403999,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:42.723626,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:44.077921,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:45.330321,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:46:46.551543,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:46:47.756285,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:46:48.967287,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:46:50.205957,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:46:51.335746,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:46:52.497832,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:46:53.619980,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:46:54.878872,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:46:56.142669,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:46:57.514301,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:46:58.772587,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:00.061297,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:01.257019,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:02.423829,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:03.725061,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:05.010972,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:06.412311,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:07.940896,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:09.378516,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:10.807701,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:12.171223,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:13.602500,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:47:14.985387,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:47:16.351527,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:47:17.765655,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:47:19.155329,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:47:20.504719,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:47:21.809163,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:47:23.147684,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:47:24.433911,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:47:25.784737,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:47:27.158130,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:47:28.547836,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:47:29.920750,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:47:31.179630,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:47:32.344837,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.181818181818183)"
