,Tolkowsky,Storm Attack,Drop The Pilot,Giveitallali,Heleva Deel,Harmony Nation,Lexis Choice,Kings Row,Inside Information,The Angels Kiss
05-01-2023 14:51:43.070371,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 18.083333333333332)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 20.666666666666668)","(21.0, 55.0, 54.4)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:44.418869,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 18.083333333333332)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 20.666666666666668)","(21.0, 55.0, 54.4)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:45.800101,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 18.083333333333332)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 20.666666666666668)","(21.0, 55.0, 54.4)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:47.250187,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 18.083333333333332)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 20.666666666666668)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:48.682997,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 18.083333333333332)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 20.666666666666668)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:50.104539,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 18.083333333333332)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 20.666666666666668)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:51.477115,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 18.083333333333332)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 20.333333333333332)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:52.793621,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 18.083333333333332)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.25)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:54.144934,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 19.6)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.25)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:55.471774,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 19.6)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.782608695652172)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.25)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:56.746718,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 20.0)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.25)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:58.170736,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 20.25)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.25)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:51:59.547409,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 20.25)","(15.0, 22.0, 19.5)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.25)","(21.0, 55.0, 52.75)","(26.0, 44.0, 41.6)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:00.899825,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 20.25)","(15.0, 22.0, 19.0)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 46.0, 40.666666666666664)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:02.208550,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 20.0)","(15.0, 22.0, 19.0)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 46.0, 40.666666666666664)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:03.475110,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 20.0)","(15.0, 22.0, 19.0)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 46.0, 40.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:04.777054,"(1.9, 2.22, 2.185217391304348)","(10.0, 21.0, 18.714285714285715)","(15.0, 22.0, 20.2)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 46.0, 40.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:06.103602,"(1.9, 2.22, 2.185217391304348)","(10.0, 19.0, 17.8)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 46.0, 41.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:07.397704,"(1.9, 2.22, 2.185217391304348)","(10.0, 19.0, 17.666666666666668)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 41.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:08.766572,"(1.9, 2.22, 2.185217391304348)","(10.0, 19.0, 16.68181818181818)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 41.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:10.172802,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 16.214285714285715)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 41.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:11.469821,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 16.214285714285715)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 41.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:12.761704,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 41.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:14.081579,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 41.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:15.532881,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 41.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:16.998198,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 41.0)","(71.0, 200.0, 130.0)"
05-01-2023 14:52:18.399329,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 200.0, 157.5)"
05-01-2023 14:52:19.771780,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 220.0, 188.75)"
05-01-2023 14:52:21.118150,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 220.0, 202.14285714285714)"
05-01-2023 14:52:22.510468,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 220.0, 165.0)"
05-01-2023 14:52:23.832607,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 220.0, 183.33333333333331)"
05-01-2023 14:52:25.254278,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 220.0, 204.28571428571428)"
05-01-2023 14:52:26.665785,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 220.0, 204.28571428571428)"
05-01-2023 14:52:28.110579,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 220.0, 170.0)"
05-01-2023 14:52:29.495297,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 220.0, 205.0)"
05-01-2023 14:52:30.845712,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.833333333333332)","(21.0, 55.0, 52.75)","(26.0, 48.0, 43.333333333333336)","(71.0, 220.0, 197.5)"
05-01-2023 14:52:32.238906,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.2)","(21.0, 55.0, 52.75)","(26.0, 48.0, 44.0)","(71.0, 220.0, 193.33333333333334)"
05-01-2023 14:52:33.564319,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.3)","(15.0, 22.0, 21.1)","(9.0, 17.0, 16.791666666666668)","(3.4, 3.9, 3.827272727272727)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.5)","(21.0, 55.0, 52.75)","(26.0, 48.0, 46.4)","(71.0, 220.0, 206.66666666666669)"
05-01-2023 14:52:34.934471,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.357142857142858)","(15.0, 22.0, 20.875)","(9.0, 17.0, 16.475)","(3.4, 3.9, 3.8093749999999997)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 196.66666666666666)"
05-01-2023 14:52:36.242419,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.5, 15.357142857142858)","(15.0, 22.0, 20.875)","(9.0, 16.5, 16.475)","(3.4, 3.85, 3.8093749999999997)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 208.33333333333331)"
05-01-2023 14:52:37.645216,"(1.9, 2.22, 2.185217391304348)","(10.0, 18.0, 17.59090909090909)","(15.0, 22.0, 20.875)","(9.0, 16.5, 16.475)","(3.4, 3.85, 3.8093749999999997)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 208.33333333333331)"
05-01-2023 14:52:38.974031,"(1.9, 2.22, 2.185217391304348)","(10.0, 17.5, 17.0)","(15.0, 22.0, 20.875)","(9.0, 16.5, 16.475)","(3.4, 3.85, 3.8093749999999997)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 208.33333333333331)"
05-01-2023 14:52:40.630692,"(1.9, 2.22, 2.185217391304348)","(10.0, 17.5, 14.954545454545455)","(15.0, 22.0, 20.875)","(9.0, 16.5, 16.475)","(3.4, 3.85, 3.8093749999999997)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 208.33333333333331)"
05-01-2023 14:52:42.116127,"(1.9, 2.22, 2.185217391304348)","(10.0, 17.5, 14.954545454545455)","(15.0, 22.0, 20.875)","(9.0, 16.5, 16.475)","(3.4, 3.85, 3.8093749999999997)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 208.33333333333331)"
05-01-2023 14:52:43.649190,"(1.9, 2.22, 2.185217391304348)","(10.0, 17.5, 15.633333333333333)","(15.0, 22.0, 20.875)","(9.0, 16.5, 16.475)","(3.4, 3.85, 3.8093749999999997)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 208.33333333333331)"
05-01-2023 14:52:45.030047,"(1.9, 2.22, 2.185217391304348)","(10.0, 17.5, 15.633333333333333)","(15.0, 22.0, 20.875)","(9.0, 16.5, 16.475)","(3.4, 3.85, 3.8093749999999997)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 208.33333333333331)"
05-01-2023 14:52:46.366058,"(1.9, 2.22, 2.185217391304348)","(10.0, 17.5, 15.633333333333333)","(15.0, 22.0, 21.1)","(9.0, 16.5, 18.73913043478261)","(3.4, 3.85, 3.785)","(51.0, 75.0, 62.5)","(12.0, 21.0, 19.625)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 202.5)"
05-01-2023 14:52:47.771967,"(1.9, 2.22, 2.185217391304348)","(10.0, 17.5, 15.909090909090908)","(15.0, 22.0, 20.714285714285715)","(9.0, 19.5, 18.0)","(3.4, 3.85, 3.785)","(51.0, 75.0, 62.5)","(12.0, 23.0, 19.318181818181817)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:52:49.144618,"(1.9, 2.22, 2.185217391304348)","(10.0, 17.0, 15.909090909090908)","(15.0, 22.0, 20.714285714285715)","(9.0, 19.0, 17.035714285714285)","(3.4, 3.85, 3.785)","(51.0, 75.0, 62.5)","(12.0, 23.0, 19.318181818181817)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 210.0)"
05-01-2023 14:52:50.534923,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 15.875)","(15.0, 22.0, 19.0)","(9.0, 19.0, 17.035714285714285)","(3.4, 3.85, 3.88)","(51.0, 75.0, 62.5)","(12.0, 23.0, 21.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 190.0)"
05-01-2023 14:52:52.006013,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 15.166666666666666)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.035714285714285)","(3.4, 3.9, 3.907142857142857)","(51.0, 75.0, 62.5)","(12.0, 23.0, 19.318181818181817)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 230.0, 198.33333333333334)"
05-01-2023 14:52:53.492368,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.681818181818182)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.035714285714285)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 62.5)","(12.0, 23.0, 19.318181818181817)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 202.14285714285714)"
05-01-2023 14:52:54.918853,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.681818181818182)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.035714285714285)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 62.5)","(12.0, 23.0, 19.625)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 160.0)"
05-01-2023 14:52:56.248445,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 15.026315789473685)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.035714285714285)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 62.5)","(12.0, 23.0, 19.625)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:52:57.629254,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 15.026315789473685)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.035714285714285)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 62.5)","(12.0, 23.0, 21.5)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:52:59.154039,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.73076923076923)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 23.0, 20.3)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:00.485193,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.73076923076923)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 23.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:01.745013,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.73076923076923)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:03.173765,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.833333333333332)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:04.686753,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.833333333333332)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:06.171327,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.833333333333332)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:07.724548,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.833333333333332)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:09.137086,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.833333333333332)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:11.290095,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.833333333333332)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:13.554722,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.833333333333332)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 200.0)"
05-01-2023 14:53:15.157622,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.5)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.833333333333332)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 165.0)"
05-01-2023 14:53:16.763870,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 14.961538461538462)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.833333333333332)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 51.5)","(26.0, 48.0, 43.0)","(71.0, 220.0, 165.0)"
05-01-2023 14:53:18.317579,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 15.323529411764707)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.181818181818183)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 52.75)","(26.0, 48.0, 42.0)","(71.0, 220.0, 165.0)"
05-01-2023 14:53:19.707480,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 15.323529411764707)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.181818181818183)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 52.75)","(26.0, 48.0, 42.0)","(71.0, 220.0, 206.25)"
05-01-2023 14:53:21.396768,"(1.9, 2.22, 2.185217391304348)","(10.0, 16.5, 15.323529411764707)","(15.0, 22.0, 18.142857142857142)","(9.0, 19.0, 17.181818181818183)","(3.4, 3.95, 3.907142857142857)","(51.0, 75.0, 68.33333333333333)","(12.0, 22.0, 20.25)","(21.0, 55.0, 52.75)","(26.0, 48.0, 42.0)","(71.0, 220.0, 201.66666666666666)"
