,Providence Bale,Tiger Time,Gypsy Yankee,Russian Sub,Spring Bolt,Dream Wizard,Spring Scout
11-01-2023 21:28:00.657821,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:01.765999,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:02.852659,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:03.905123,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:04.959099,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:06.061064,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:07.133619,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:08.211423,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:09.403687,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:10.449177,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:11.520514,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:12.464661,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.0416666666666665)","(9.0, 15.5, 9.25)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:13.544598,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.6833333333333336)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:14.615886,"(7.0, 12.5, 8.74)","(2.35, 3.6, 2.575)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:15.762333,"(7.0, 12.5, 8.74)","(2.35, 3.55, 2.5935714285714284)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 7.966666666666666)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:16.939072,"(7.0, 12.5, 8.74)","(2.35, 3.5, 3.01)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:18.127754,"(7.0, 12.5, 8.74)","(2.35, 3.55, 3.045)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:19.242764,"(7.0, 12.5, 8.74)","(2.35, 3.55, 3.045)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:20.402826,"(7.0, 12.5, 8.74)","(2.35, 3.55, 2.578846153846154)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:21.504466,"(7.0, 12.5, 8.74)","(2.35, 3.55, 2.578846153846154)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:22.565958,"(7.0, 12.5, 8.74)","(2.35, 3.55, 2.578846153846154)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:23.663794,"(7.0, 12.5, 8.74)","(2.35, 3.55, 2.578846153846154)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:24.770943,"(7.0, 12.5, 8.74)","(2.35, 3.55, 2.578846153846154)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:25.752690,"(7.0, 12.5, 8.74)","(2.35, 3.55, 2.578846153846154)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:27.017275,"(7.0, 12.5, 8.74)","(2.35, 3.55, 2.62)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:28.241386,"(7.0, 12.5, 8.74)","(2.35, 3.5, 2.995)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:29.482303,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.995)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 75.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:30.672884,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.995)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 120.0, 38.888888888888886)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:31.743497,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.995)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 110.0, 65.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:32.733878,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.995)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 65.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:33.792446,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.995)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 65.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:34.712254,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.995)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 65.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:35.728813,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.577916666666667)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 65.0)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:36.827293,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.577916666666667)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:37.947372,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.577916666666667)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:39.049141,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.577916666666667)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 12.42)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:40.178438,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.577916666666667)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 12.42)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:41.401322,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.577916666666667)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:42.512902,"(7.0, 12.5, 8.74)","(2.35, 3.45, 2.577916666666667)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:43.802606,"(7.0, 12.5, 8.9)","(2.35, 3.4, 2.611666666666667)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:44.953161,"(7.0, 12.5, 10.411111111111111)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:46.006519,"(7.0, 12.5, 10.411111111111111)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:47.235931,"(7.0, 12.5, 10.411111111111111)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
