,Providence Bale,Tiger Time,Gypsy Yankee,Russian Sub,Spring Bolt,Dream Wizard,Spring Scout
11-01-2023 21:30:23.622414,"(7.5, 9.2, 8.7875)","(2.35, 3.35, 3.1742857142857144)","(3.1, 3.3, 3.257894736842105)","(9.0, 13.0, 12.0)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.575)","(31.0, 120.0, 79.375)"
11-01-2023 21:30:24.555642,"(7.5, 9.2, 8.7875)","(2.35, 3.35, 3.2294117647058824)","(3.1, 3.3, 3.257894736842105)","(9.0, 13.0, 12.0)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.575)","(31.0, 120.0, 79.375)"
11-01-2023 21:30:25.611433,"(7.5, 9.2, 8.7875)","(2.35, 3.35, 3.2416666666666667)","(3.1, 3.3, 3.257894736842105)","(9.0, 13.0, 11.466666666666667)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 81.76470588235294)"
11-01-2023 21:30:26.632112,"(7.5, 9.2, 8.83076923076923)","(2.35, 3.35, 3.1958333333333333)","(3.1, 3.3, 3.257894736842105)","(9.0, 13.0, 12.071428571428571)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 83.4375)"
11-01-2023 21:30:27.578383,"(7.5, 9.2, 8.133333333333333)","(2.35, 3.35, 3.174736842105263)","(3.1, 3.3, 3.257894736842105)","(9.0, 12.5, 12.071428571428571)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 83.4375)"
11-01-2023 21:30:28.587544,"(7.5, 9.2, 8.461538461538462)","(2.35, 3.35, 3.2266666666666666)","(3.1, 3.3, 3.257894736842105)","(9.0, 12.5, 12.2)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 89.21052631578948)"
11-01-2023 21:30:29.704033,"(7.5, 9.2, 8.4)","(2.35, 3.35, 3.2266666666666666)","(3.1, 3.3, 3.257894736842105)","(9.0, 12.5, 12.2)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 78.46153846153845)"
11-01-2023 21:30:30.789179,"(7.5, 9.2, 8.4)","(2.35, 3.35, 3.2266666666666666)","(3.1, 3.3, 3.257894736842105)","(9.0, 12.5, 12.2)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 88.57142857142857)"
11-01-2023 21:30:31.866529,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.35, 3.2041666666666666)","(3.1, 3.15, 3.1375)","(9.0, 12.5, 12.2)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 88.57142857142857)"
11-01-2023 21:30:32.869487,"(7.5, 9.2, 8.4)","(2.35, 3.35, 3.225)","(3.1, 3.35, 3.2875)","(9.0, 12.5, 12.2)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 88.57142857142857)"
11-01-2023 21:30:33.855209,"(7.5, 9.2, 8.4)","(2.35, 3.35, 3.225)","(3.1, 3.35, 3.2875)","(9.0, 12.5, 12.071428571428571)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 88.57142857142857)"
11-01-2023 21:30:34.934840,"(7.5, 9.2, 8.4)","(2.35, 3.35, 3.225)","(3.1, 3.35, 3.2875)","(9.0, 12.5, 12.0)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 97.77777777777777)"
11-01-2023 21:30:36.041232,"(7.5, 9.2, 8.4)","(2.35, 3.35, 3.18125)","(3.1, 3.35, 3.2875)","(9.0, 12.5, 12.214285714285714)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.430769230769231)","(31.0, 120.0, 97.77777777777777)"
11-01-2023 21:30:37.044873,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.35, 3.18125)","(3.1, 3.2, 3.1750000000000003)","(9.0, 12.5, 12.214285714285714)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.533333333333333)","(31.0, 120.0, 96.0)"
11-01-2023 21:30:38.160178,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.35, 3.25)","(3.1, 3.2, 3.1750000000000003)","(9.0, 12.5, 12.214285714285714)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.533333333333333)","(31.0, 120.0, 97.5)"
11-01-2023 21:30:39.413135,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.35, 3.225)","(3.1, 3.2, 3.1750000000000003)","(9.0, 12.5, 12.214285714285714)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.533333333333333)","(31.0, 120.0, 105.0)"
11-01-2023 21:30:40.553724,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.35, 3.225)","(3.1, 3.2, 3.1750000000000003)","(9.0, 12.5, 12.214285714285714)","(31.0, 75.0, 58.18181818181819)","(4.0, 8.2, 7.4)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:41.801666,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.35, 3.225)","(3.1, 3.2, 3.1750000000000003)","(9.0, 12.5, 11.25)","(31.0, 75.0, 59.583333333333336)","(4.0, 8.2, 7.4)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:42.942815,"(7.5, 9.0, 8.714285714285714)","(2.35, 3.4, 3.26875)","(3.1, 3.2, 3.1750000000000003)","(9.0, 12.5, 11.25)","(31.0, 75.0, 59.583333333333336)","(4.0, 8.2, 7.4)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:43.952735,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.4, 3.325)","(3.1, 3.3, 3.25)","(9.0, 12.5, 10.78125)","(31.0, 75.0, 62.66666666666667)","(4.0, 8.2, 7.4)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:44.962453,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.4, 3.3375)","(3.1, 3.3, 3.2399999999999998)","(9.0, 12.5, 10.3125)","(31.0, 75.0, 62.66666666666667)","(4.0, 8.2, 7.4)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:45.912318,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.4, 3.3375)","(3.1, 3.3, 3.2399999999999998)","(9.0, 12.5, 10.3125)","(31.0, 75.0, 60.52173913043478)","(4.0, 8.2, 7.4)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:46.971731,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.4, 3.3375)","(3.1, 3.3, 3.2399999999999998)","(9.0, 12.5, 10.147058823529411)","(31.0, 75.0, 60.68181818181818)","(4.0, 8.2, 7.4)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:48.138539,"(7.5, 9.2, 8.333333333333334)","(2.35, 3.4, 3.3642857142857143)","(3.1, 3.3, 3.2399999999999998)","(9.0, 12.5, 11.333333333333334)","(31.0, 75.0, 60.68181818181818)","(4.0, 8.2, 7.4)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:49.265157,"(7.5, 9.2, 8.044444444444444)","(2.35, 3.4, 3.3642857142857143)","(3.1, 3.3, 3.268)","(9.0, 12.0, 11.333333333333334)","(31.0, 75.0, 60.68181818181818)","(4.0, 8.2, 7.4)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:50.522159,"(7.5, 9.0, 8.258823529411764)","(2.35, 3.4, 3.36875)","(3.1, 3.3, 3.2211538461538463)","(9.0, 12.0, 11.333333333333334)","(31.0, 75.0, 60.68181818181818)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:51.788505,"(7.5, 9.0, 8.222222222222221)","(2.35, 3.4, 3.36875)","(3.1, 3.25, 3.2211538461538463)","(9.0, 12.0, 11.333333333333334)","(31.0, 75.0, 60.68181818181818)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:52.878124,"(7.5, 8.8, 8.061538461538461)","(2.35, 3.4, 3.36875)","(3.1, 3.25, 3.1984375)","(9.0, 12.0, 11.333333333333334)","(31.0, 75.0, 60.68181818181818)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:53.895817,"(7.5, 8.8, 8.061538461538461)","(2.35, 3.4, 3.36875)","(3.1, 3.25, 3.1984375)","(9.0, 12.0, 11.333333333333334)","(31.0, 75.0, 60.68181818181818)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:54.888033,"(7.5, 8.8, 8.042105263157895)","(2.35, 3.4, 3.36875)","(3.1, 3.25, 3.1984375)","(9.0, 12.0, 11.333333333333334)","(31.0, 75.0, 60.68181818181818)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:55.789654,"(7.5, 8.8, 7.644444444444445)","(2.35, 3.4, 3.36875)","(3.1, 3.25, 3.1984375)","(9.0, 12.5, 10.147058823529411)","(31.0, 75.0, 60.68181818181818)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:56.855769,"(7.5, 8.6, 8.218181818181819)","(2.35, 3.4, 3.36875)","(3.1, 3.25, 3.1984375)","(9.0, 12.5, 10.147058823529411)","(31.0, 75.0, 61.30434782608695)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 109.0909090909091)"
11-01-2023 21:30:57.854689,"(7.5, 8.6, 7.8125)","(2.35, 3.4, 3.36875)","(3.1, 3.3, 3.288235294117647)","(9.0, 12.5, 10.147058823529411)","(31.0, 75.0, 61.30434782608695)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 102.5)"
11-01-2023 21:30:58.958422,"(7.5, 8.6, 7.776470588235294)","(2.35, 3.4, 3.36875)","(3.1, 3.3, 3.26)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.875)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 102.5)"
11-01-2023 21:31:00.024626,"(7.5, 8.6, 7.776470588235294)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.26)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 63.86363636363636)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 109.5)"
11-01-2023 21:31:01.065005,"(7.5, 8.6, 8.366666666666665)","(2.35, 3.45, 3.2564516129032257)","(3.1, 3.3, 3.26)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 63.333333333333336)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 109.5)"
11-01-2023 21:31:02.092310,"(7.5, 8.6, 8.381818181818181)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.26)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 63.333333333333336)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:03.137813,"(7.5, 8.6, 8.485714285714286)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.2279999999999998)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 56.333333333333336)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:04.149727,"(7.5, 8.6, 8.422222222222222)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.2279999999999998)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 60.33333333333333)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 99.0)"
11-01-2023 21:31:05.181497,"(7.5, 8.6, 8.422222222222222)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.2279999999999998)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 60.33333333333333)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 99.0)"
11-01-2023 21:31:06.171820,"(7.5, 8.6, 8.422222222222222)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.2279999999999998)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 60.33333333333333)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 99.0)"
11-01-2023 21:31:07.195739,"(7.5, 8.6, 8.422222222222222)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.2279999999999998)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 60.33333333333333)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:08.265486,"(7.5, 8.4, 8.327272727272728)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.2279999999999998)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 60.33333333333333)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:09.243205,"(7.5, 8.6, 8.188235294117646)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.26)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 60.33333333333333)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 111.0)"
11-01-2023 21:31:10.260208,"(7.5, 8.6, 8.165217391304347)","(2.35, 3.45, 3.267857142857143)","(3.1, 3.35, 3.327272727272727)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 60.33333333333333)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:11.384239,"(7.5, 8.6, 7.933333333333333)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.242857142857143)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 60.33333333333333)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:12.440216,"(7.5, 8.6, 7.933333333333333)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.26)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 60.33333333333333)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:13.475447,"(7.5, 8.6, 7.933333333333333)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.26)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:14.488302,"(7.5, 8.6, 7.327272727272727)","(2.35, 3.45, 3.227777777777778)","(3.1, 3.3, 3.26)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:15.484868,"(7.5, 8.6, 7.933333333333333)","(2.35, 3.45, 3.267857142857143)","(3.1, 3.25, 3.2)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 100.0)"
11-01-2023 21:31:16.504230,"(7.5, 8.6, 7.933333333333333)","(2.35, 3.45, 3.267857142857143)","(3.1, 3.25, 3.2)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 100.0)"
11-01-2023 21:31:17.594485,"(7.5, 8.6, 7.933333333333333)","(2.35, 3.45, 3.267857142857143)","(3.1, 3.25, 3.2)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:18.640294,"(7.5, 8.6, 7.933333333333333)","(2.35, 3.45, 3.265217391304348)","(3.1, 3.25, 3.2)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 111.0)"
11-01-2023 21:31:19.675974,"(7.5, 8.6, 7.933333333333333)","(2.35, 3.45, 3.3021739130434784)","(3.1, 3.25, 3.18)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:20.741320,"(7.5, 8.6, 7.933333333333333)","(2.35, 3.45, 3.296153846153846)","(3.1, 3.25, 3.18)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 105.0)"
11-01-2023 21:31:21.953476,"(7.5, 8.6, 8.2)","(2.35, 3.45, 3.296153846153846)","(3.1, 3.25, 3.1789473684210527)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 100.0)"
11-01-2023 21:31:23.011923,"(7.5, 8.6, 8.25)","(2.35, 3.45, 3.3021739130434784)","(3.1, 3.25, 3.19375)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 100.0)"
11-01-2023 21:31:24.109722,"(7.5, 8.6, 8.25)","(2.35, 3.45, 3.3021739130434784)","(3.1, 3.25, 3.1789473684210527)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 100.0)"
11-01-2023 21:31:25.225260,"(7.5, 8.6, 8.25)","(2.35, 3.45, 3.296153846153846)","(3.1, 3.25, 3.1789473684210527)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 100.0)"
11-01-2023 21:31:26.271908,"(7.5, 8.6, 8.25)","(2.35, 3.45, 3.296153846153846)","(3.1, 3.25, 3.1789473684210527)","(9.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(31.0, 120.0, 100.0)"
11-01-2023 21:31:27.348983,"(7.5, 8.6, 8.25)","(2.35, 3.45, 3.296153846153846)","(3.0, 3.25, 3.1535714285714285)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 100.0)"
11-01-2023 21:31:28.308527,"(7.5, 8.6, 7.666666666666667)","(2.35, 3.45, 3.296153846153846)","(3.0, 3.25, 3.1535714285714285)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 100.0)"
11-01-2023 21:31:29.281895,"(7.5, 8.6, 8.066666666666666)","(2.35, 3.45, 3.296153846153846)","(3.0, 3.25, 3.1535714285714285)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.10526315789474)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 100.0)"
11-01-2023 21:31:30.299421,"(7.5, 8.6, 8.066666666666666)","(2.35, 3.45, 3.296153846153846)","(3.0, 3.25, 3.1535714285714285)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.8)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 100.0)"
11-01-2023 21:31:31.416405,"(7.5, 8.6, 8.066666666666666)","(2.35, 3.45, 3.2887096774193547)","(3.0, 3.25, 3.1535714285714285)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.8)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 100.0)"
11-01-2023 21:31:32.447365,"(7.5, 8.6, 8.066666666666666)","(2.35, 3.45, 3.2887096774193547)","(3.0, 3.25, 3.1535714285714285)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.8)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 100.0)"
11-01-2023 21:31:33.523347,"(7.5, 8.6, 8.066666666666666)","(2.35, 3.45, 3.2887096774193547)","(3.0, 3.25, 3.1535714285714285)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.8)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 100.0)"
11-01-2023 21:31:34.568725,"(7.5, 8.6, 8.066666666666666)","(2.35, 3.45, 3.2928571428571427)","(3.0, 3.2, 3.1384615384615384)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.8)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 111.0)"
11-01-2023 21:31:35.642999,"(7.5, 8.6, 7.8)","(2.35, 3.45, 3.2928571428571427)","(3.0, 3.2, 3.1384615384615384)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.8)","(4.0, 8.2, 7.4)","(41.0, 120.0, 111.0)"
11-01-2023 21:31:36.676574,"(7.5, 8.6, 8.078260869565216)","(2.35, 3.45, 3.2928571428571427)","(3.0, 3.2, 3.1384615384615384)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.8)","(4.0, 8.2, 7.5)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:37.710037,"(7.5, 8.6, 8.078260869565216)","(2.35, 3.45, 3.316666666666667)","(3.0, 3.2, 3.1384615384615384)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.8)","(4.0, 8.2, 7.45)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:38.672085,"(7.5, 8.6, 8.078260869565216)","(2.35, 3.45, 3.35)","(3.0, 3.2, 3.1384615384615384)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.8)","(4.0, 8.2, 7.45)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:39.731683,"(7.5, 8.6, 8.078260869565216)","(2.35, 3.45, 3.35)","(3.0, 3.2, 3.1550000000000002)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 47.44444444444444)","(4.0, 8.2, 7.45)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:40.771623,"(7.5, 8.6, 8.1)","(2.35, 3.45, 3.35)","(3.0, 3.2, 3.1550000000000002)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 47.44444444444444)","(4.0, 8.2, 7.45)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:41.831765,"(7.5, 8.6, 8.1)","(2.35, 3.45, 3.35)","(3.0, 3.2, 3.1550000000000002)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.94736842105263)","(4.0, 8.2, 7.45)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:42.913270,"(7.5, 8.6, 8.366666666666665)","(2.35, 3.45, 3.37)","(3.0, 3.2, 3.1090909090909093)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.94736842105263)","(4.0, 8.2, 7.6)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:43.919299,"(7.5, 8.6, 8.366666666666665)","(2.35, 3.45, 3.35)","(3.0, 3.2, 3.1090909090909093)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:45.000380,"(7.5, 8.6, 8.366666666666665)","(2.35, 3.45, 3.35)","(3.0, 3.2, 3.1090909090909093)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:45.980837,"(7.5, 8.6, 8.366666666666665)","(2.35, 3.45, 3.35)","(3.0, 3.2, 3.1090909090909093)","(10.0, 12.5, 10.142857142857142)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:46.963425,"(7.5, 8.6, 8.422222222222222)","(2.35, 3.45, 3.35)","(3.0, 3.2, 3.070588235294118)","(10.0, 12.5, 10.357142857142858)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.3875)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:47.943404,"(7.5, 8.6, 8.422222222222222)","(2.35, 3.45, 3.37)","(3.0, 3.2, 3.070588235294118)","(10.0, 12.0, 10.307692307692308)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.45)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:48.935114,"(7.5, 8.6, 8.422222222222222)","(2.35, 3.45, 3.3576923076923078)","(3.0, 3.15, 3.075)","(10.0, 11.5, 10.455)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.661538461538461)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:49.963099,"(7.5, 8.6, 8.25)","(2.35, 3.45, 3.3576923076923078)","(3.0, 3.15, 3.0681818181818183)","(10.0, 11.5, 10.36)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.661538461538461)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:51.089314,"(7.5, 8.6, 8.25)","(2.35, 3.45, 3.3576923076923078)","(3.0, 3.2, 3.0625)","(10.0, 11.5, 10.36)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.552941176470588)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:52.115599,"(7.5, 8.6, 8.25)","(2.35, 3.45, 3.3576923076923078)","(3.0, 3.2, 3.0625)","(10.0, 11.5, 10.36)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.661538461538461)","(41.0, 120.0, 106.15384615384616)"
11-01-2023 21:31:53.160466,"(7.5, 8.6, 8.25)","(2.35, 3.45, 3.375)","(3.0, 3.1, 3.05)","(10.0, 11.5, 9.892307692307693)","(31.0, 75.0, 61.22222222222222)","(4.0, 8.2, 7.661538461538461)","(41.0, 120.0, 103.33333333333333)"
11-01-2023 21:31:54.178894,"(7.5, 8.6, 8.333333333333334)","(2.35, 3.45, 3.375)","(3.0, 3.1, 3.05)","(10.0, 11.5, 9.892307692307693)","(31.0, 75.0, 72.18181818181819)","(4.0, 8.2, 7.628571428571428)","(41.0, 120.0, 105.0)"
11-01-2023 21:31:55.348094,"(7.5, 8.6, 8.333333333333334)","(2.35, 3.45, 3.4406250000000003)","(3.0, 3.1, 3.05)","(10.0, 11.5, 9.904)","(31.0, 70.0, 67.63636363636364)","(4.0, 8.2, 7.4)","(41.0, 120.0, 105.0)"
11-01-2023 21:31:56.350120,"(7.5, 8.6, 7.953846153846154)","(2.35, 3.45, 3.4000000000000004)","(3.0, 3.1, 3.0384615384615383)","(10.0, 11.5, 9.904)","(31.0, 70.0, 60.15384615384615)","(4.0, 8.2, 7.4)","(41.0, 120.0, 105.0)"
11-01-2023 21:31:57.546731,"(7.5, 8.6, 8.133333333333333)","(2.35, 3.45, 3.4333333333333336)","(3.0, 3.1, 3.0384615384615383)","(10.0, 11.5, 9.904)","(31.0, 65.0, 60.15384615384615)","(4.0, 8.2, 7.4)","(41.0, 120.0, 105.0)"
11-01-2023 21:31:58.538694,"(7.5, 8.6, 8.133333333333333)","(2.35, 3.45, 3.4333333333333336)","(3.0, 3.1, 3.0384615384615383)","(10.0, 11.5, 9.904)","(31.0, 65.0, 60.15384615384615)","(4.0, 8.2, 7.4)","(41.0, 120.0, 102.0)"
11-01-2023 21:31:59.567291,"(7.5, 8.6, 8.133333333333333)","(2.35, 3.45, 3.4333333333333336)","(3.0, 3.1, 3.0384615384615383)","(10.0, 11.5, 9.904)","(31.0, 65.0, 60.15384615384615)","(4.0, 8.2, 7.4)","(41.0, 120.0, 107.5)"
11-01-2023 21:32:00.717542,"(7.5, 8.6, 8.133333333333333)","(2.35, 3.45, 3.4333333333333336)","(3.0, 3.1, 3.0384615384615383)","(10.0, 11.5, 9.904)","(31.0, 65.0, 60.15384615384615)","(4.0, 8.2, 7.4)","(41.0, 120.0, 107.5)"
