,Sinister,Feisty Phoebe,Our Bright Light,Just Chai,Shadow Terror,Wilshire Boulevard
10-01-2023 20:17:57.243481,"(2.25, 2.74, 2.7370648464163825)","(8.0, 9.4, 9.133333333333333)","(4.0, 5.0, 4.976470588235294)","(5.0, 6.0, 5.88)","(41.0, 75.0, 70.2)","(6.0, 7.8, 7.76)"
10-01-2023 20:17:58.266682,"(2.25, 2.76, 2.7487142857142857)","(8.0, 9.0, 8.88)","(4.0, 5.1, 5.032394366197183)","(5.0, 5.9, 5.88)","(41.0, 75.0, 70.2)","(6.0, 7.8, 7.914285714285714)"
10-01-2023 20:17:59.174316,"(2.25, 2.76, 2.7481203007518795)","(8.0, 8.8, 8.784)","(4.0, 5.1, 5.041935483870968)","(5.0, 5.9, 5.855555555555556)","(41.0, 75.0, 70.2)","(6.0, 8.2, 7.914285714285714)"
10-01-2023 20:18:00.103158,"(2.25, 2.76, 2.7481203007518795)","(8.0, 8.8, 8.775)","(4.0, 5.1, 5.041935483870968)","(5.0, 5.9, 5.855555555555556)","(41.0, 75.0, 70.2)","(6.0, 8.2, 7.975)"
10-01-2023 20:18:00.978607,"(2.25, 2.72, 2.68)","(8.0, 9.2, 8.96)","(4.0, 5.1, 5.041935483870968)","(5.0, 5.9, 5.855555555555556)","(41.0, 75.0, 70.2)","(6.0, 8.2, 7.975)"
10-01-2023 20:18:01.886532,"(2.25, 2.72, 2.69984)","(8.0, 9.2, 8.96)","(4.0, 5.1, 5.041935483870968)","(5.0, 5.9, 5.855555555555556)","(41.0, 75.0, 70.2)","(6.0, 8.2, 8.0)"
10-01-2023 20:18:02.781727,"(2.25, 2.72, 2.7010526315789476)","(8.0, 8.4, 8.045454545454545)","(4.0, 5.1, 4.972727272727273)","(5.0, 5.9, 5.86)","(41.0, 75.0, 70.2)","(6.0, 8.4, 7.888888888888888)"
10-01-2023 20:18:03.718374,"(2.25, 2.74, 2.7329032258064516)","(8.0, 8.4, 8.285714285714286)","(4.0, 5.1, 5.017647058823529)","(5.0, 5.9, 5.86)","(41.0, 75.0, 70.2)","(6.0, 8.6, 8.0)"
10-01-2023 20:18:04.745960,"(2.25, 2.74, 2.710097087378641)","(8.0, 8.4, 8.32)","(4.0, 5.1, 5.017647058823529)","(5.0, 5.9, 7.454545454545455)","(41.0, 75.0, 100.0)","(6.0, 8.4, 8.5125)"
10-01-2023 20:18:05.754761,"(2.25, 5.3, 5.247843137254902)","(8.0, 14.0, 11.0)","(4.0, 6.4, 5.638461538461539)","(5.0, 8.4, 6.872727272727273)","(41.0, 160.0, 100.0)","(6.0, 10.5, 8.5125)"
10-01-2023 20:18:06.647718,"(2.25, 2.78, 2.772075471698113)","(8.0, 9.4, 8.8)","(4.0, 6.4, 5.585714285714285)","(5.0, 5.9, 5.672727272727273)","(41.0, 160.0, 100.0)","(6.0, 10.5, 9.276923076923076)"
10-01-2023 20:18:07.548585,"(2.25, 2.66, 2.6500000000000004)","(8.0, 14.0, 11.0)","(4.0, 6.4, 4.66)","(5.0, 8.4, 6.872727272727273)","(41.0, 150.0, 100.0)","(6.0, 10.5, 7.9)"
10-01-2023 20:18:08.493867,"(2.25, 2.66, 2.294845360824742)","(8.0, 14.0, 11.0)","(4.0, 6.4, 4.775)","(5.0, 8.4, 6.057142857142857)","(41.0, 160.0, 130.5)","(6.0, 10.5, 8.94)"
10-01-2023 20:18:09.438604,"(2.25, 2.36, 2.125)","(7.5, 14.0, 9.92)","(4.0, 6.4, 5.720000000000001)","(5.0, 8.4, 6.114285714285715)","(41.0, 160.0, 101.0)","(6.0, 10.5, 7.050000000000001)"
10-01-2023 20:18:10.337719,"(2.25, 2.36, 2.2618181818181817)","(7.5, 8.0, 7.266666666666667)","(4.0, 6.4, 5.720000000000001)","(5.0, 8.4, 5.84)","(41.0, 160.0, 101.0)","(6.0, 10.5, 7.050000000000001)"
