,Attahua Ace,The Trainman,Caymangone,Straytothepoolroom,Sporting Tristar,Marley Bromac,Tabra,Manhattan Lass,Rippin Good Feelin,Sahara Jewel
05-01-2023 12:32:44.799118,"(4.8, 6.2, 5.85)","(6.0, 14.5, 10.95)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(18.0, 28.0, 26.666666666666664)","(5.0, 7.0, 6.84)"
05-01-2023 12:32:45.990637,"(4.8, 6.2, 5.85)","(6.0, 14.5, 10.95)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.93)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(18.0, 28.0, 26.666666666666664)","(5.0, 7.0, 6.84)"
05-01-2023 12:32:47.201826,"(4.8, 6.2, 5.92)","(6.0, 14.5, 9.6)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.93)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(18.0, 28.0, 26.666666666666664)","(5.0, 7.0, 6.84)"
05-01-2023 12:32:48.420298,"(4.8, 6.2, 5.92)","(6.0, 14.0, 9.6)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.93)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(18.0, 28.0, 26.666666666666664)","(5.0, 7.0, 6.84)"
05-01-2023 12:32:49.665099,"(4.8, 6.2, 6.0)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(18.0, 28.0, 26.666666666666664)","(5.0, 7.0, 6.84)"
05-01-2023 12:32:50.926762,"(5.0, 6.2, 6.0)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.666666666666664)","(5.0, 7.0, 6.6571428571428575)"
05-01-2023 12:32:52.186753,"(5.0, 6.2, 6.0)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.666666666666664)","(5.0, 7.0, 6.6571428571428575)"
05-01-2023 12:32:53.450197,"(5.0, 6.2, 6.0)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.666666666666664)","(5.0, 7.0, 6.6571428571428575)"
05-01-2023 12:32:54.771884,"(5.0, 6.2, 6.0)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.666666666666664)","(5.0, 7.0, 6.68)"
05-01-2023 12:32:56.020323,"(5.0, 6.2, 6.0)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 12.333333333333334)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.666666666666664)","(5.0, 6.8, 6.68)"
05-01-2023 12:32:57.264627,"(5.0, 6.2, 6.0)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 22.6875)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.5)","(5.0, 6.8, 6.68)"
05-01-2023 12:32:58.487428,"(5.0, 6.2, 6.0)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 19.0)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.285714285714285)","(5.0, 6.8, 6.68)"
05-01-2023 12:32:59.700984,"(5.0, 6.2, 6.0)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 19.0)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.285714285714285)","(5.0, 6.8, 6.68)"
05-01-2023 12:33:00.920673,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 19.0)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.285714285714285)","(5.0, 6.8, 6.68)"
05-01-2023 12:33:02.101851,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 19.0)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 11.066666666666666)","(31.0, 65.0, 62.36363636363636)","(17.0, 28.0, 26.285714285714285)","(5.0, 6.8, 11.8)"
05-01-2023 12:33:03.281534,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.433333333333334)","(12.0, 24.0, 18.5)","(9.0, 15.0, 13.5)","(4.2, 5.0, 4.825)","(11.0, 14.0, 12.5)","(9.0, 14.0, 10.58)","(31.0, 65.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 12.5, 10.911111111111111)"
05-01-2023 12:33:04.440804,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.433333333333334)","(12.0, 23.0, 18.5)","(9.0, 14.5, 13.5)","(4.2, 5.0, 4.55)","(11.0, 14.0, 12.5)","(9.0, 14.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 11.5, 10.04)"
05-01-2023 12:33:05.583917,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.433333333333334)","(12.0, 23.0, 18.5)","(9.0, 14.5, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 11.0, 10.04)"
05-01-2023 12:33:06.735960,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.433333333333334)","(12.0, 23.0, 18.5)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 11.0, 10.04)"
05-01-2023 12:33:07.879055,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 11.14)","(12.0, 23.0, 18.5)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 11.0, 9.64)"
05-01-2023 12:33:09.081576,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 11.14)","(12.0, 23.0, 18.5)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 10.5, 9.415384615384616)"
05-01-2023 12:33:10.286178,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 11.14)","(12.0, 23.0, 18.5)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 10.0, 9.415384615384616)"
05-01-2023 12:33:11.490303,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 11.14)","(12.0, 23.0, 18.5)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.857142857142857)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 10.0, 9.415384615384616)"
05-01-2023 12:33:12.687350,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 11.14)","(12.0, 23.0, 18.5)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.857142857142857)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 10.0, 9.415384615384616)"
05-01-2023 12:33:13.919830,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.516666666666666)","(12.0, 23.0, 18.0)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 10.0, 9.246153846153847)"
05-01-2023 12:33:15.174746,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.516666666666666)","(12.0, 23.0, 18.0)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 9.8, 9.246153846153847)"
05-01-2023 12:33:16.406520,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.516666666666666)","(12.0, 23.0, 18.0)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.5)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 9.8, 9.246153846153847)"
05-01-2023 12:33:17.688258,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.516666666666666)","(12.0, 23.0, 20.0)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.125)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 9.8, 9.076923076923077)"
05-01-2023 12:33:18.955035,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.516666666666666)","(12.0, 34.0, 20.0)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.125)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 9.6, 9.076923076923077)"
05-01-2023 12:33:20.235114,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.516666666666666)","(12.0, 26.0, 19.5)","(9.0, 15.0, 13.25)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.125)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 9.6, 10.684615384615384)"
05-01-2023 12:33:21.594451,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.516666666666666)","(12.0, 26.0, 19.5)","(9.0, 15.0, 10.866666666666667)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.125)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.0)","(17.0, 28.0, 26.285714285714285)","(5.0, 11.5, 10.684615384615384)"
05-01-2023 12:33:22.903113,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.7)","(12.0, 26.0, 19.5)","(9.0, 15.0, 12.0)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.125)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.285714285714285)","(17.0, 28.0, 26.285714285714285)","(5.0, 11.5, 9.838461538461539)"
05-01-2023 12:33:24.142526,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.7)","(12.0, 26.0, 19.5)","(9.0, 15.0, 12.0)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.125)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.285714285714285)","(17.0, 28.0, 26.285714285714285)","(5.0, 10.5, 9.838461538461539)"
05-01-2023 12:33:25.418602,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.7)","(12.0, 26.0, 19.5)","(9.0, 15.0, 12.68)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.125)","(9.0, 13.5, 11.55)","(31.0, 60.0, 57.63636363636364)","(17.0, 28.0, 26.285714285714285)","(5.0, 10.5, 9.415384615384616)"
05-01-2023 12:33:26.690058,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.7)","(12.0, 26.0, 19.5)","(9.0, 15.0, 14.0)","(4.2, 5.0, 4.5)","(11.0, 14.0, 12.166666666666666)","(9.0, 13.5, 11.55)","(31.0, 60.0, 57.63636363636364)","(17.0, 28.0, 26.285714285714285)","(5.0, 10.0, 9.246153846153847)"
05-01-2023 12:33:27.883824,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 9.7)","(12.0, 26.0, 19.5)","(9.0, 15.0, 14.0)","(4.2, 5.0, 4.5)","(11.0, 13.5, 12.166666666666666)","(9.0, 13.5, 11.55)","(31.0, 60.0, 57.63636363636364)","(17.0, 28.0, 26.875)","(5.0, 9.8, 9.246153846153847)"
05-01-2023 12:33:29.118531,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 11.6)","(12.0, 26.0, 19.5)","(9.0, 15.0, 14.0)","(4.2, 5.0, 4.5)","(11.0, 13.5, 12.166666666666666)","(9.0, 13.5, 11.55)","(31.0, 60.0, 57.63636363636364)","(17.0, 28.0, 26.875)","(5.0, 9.8, 9.246153846153847)"
05-01-2023 12:33:30.351742,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.623076923076923)","(12.0, 26.0, 18.0)","(9.0, 15.0, 14.0)","(4.2, 5.0, 4.5)","(11.0, 13.5, 12.166666666666666)","(9.0, 13.5, 11.55)","(31.0, 60.0, 57.63636363636364)","(17.0, 28.0, 26.875)","(5.0, 9.8, 9.246153846153847)"
05-01-2023 12:33:31.609464,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.623076923076923)","(12.0, 23.0, 18.0)","(9.0, 15.0, 14.0)","(4.2, 5.0, 4.5)","(11.0, 13.5, 12.166666666666666)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.75)","(17.0, 28.0, 26.875)","(5.0, 9.8, 9.076923076923077)"
05-01-2023 12:33:32.841558,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.36)","(12.0, 23.0, 18.0)","(9.0, 15.0, 14.0)","(4.2, 5.0, 4.5)","(11.0, 13.5, 12.166666666666666)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.75)","(17.0, 28.0, 26.875)","(5.0, 9.6, 8.907692307692308)"
05-01-2023 12:33:34.039134,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.36)","(12.0, 23.0, 18.0)","(9.0, 15.0, 14.719999999999999)","(4.2, 5.0, 4.5)","(11.0, 13.5, 12.166666666666666)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.75)","(17.0, 28.0, 26.875)","(5.0, 9.4, 8.907692307692308)"
05-01-2023 12:33:35.248810,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.36)","(12.0, 23.0, 18.0)","(9.0, 15.0, 13.8)","(4.2, 5.0, 4.5)","(11.0, 13.5, 12.166666666666666)","(9.0, 13.5, 11.55)","(31.0, 60.0, 56.75)","(17.0, 28.0, 26.666666666666664)","(5.0, 9.4, 7.025)"
05-01-2023 12:33:36.459122,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.5, 12.36)","(12.0, 23.0, 18.0)","(9.0, 15.0, 13.716666666666667)","(4.2, 5.0, 4.22)","(11.0, 13.5, 11.833333333333334)","(9.0, 13.5, 12.719999999999999)","(31.0, 60.0, 58.14285714285714)","(17.0, 28.0, 26.666666666666664)","(5.0, 7.4, 7.046153846153846)"
05-01-2023 12:33:37.632787,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.0, 12.566666666666666)","(12.0, 23.0, 18.0)","(9.0, 14.5, 12.133333333333333)","(4.2, 5.1, 4.22)","(11.0, 13.5, 11.833333333333334)","(9.0, 13.5, 12.266666666666667)","(31.0, 60.0, 56.75)","(17.0, 28.0, 23.333333333333332)","(5.0, 7.2, 7.046153846153846)"
05-01-2023 12:33:38.824492,"(5.0, 6.2, 5.733333333333333)","(6.0, 13.0, 11.16470588235294)","(12.0, 23.0, 18.0)","(9.0, 14.0, 11.75)","(4.2, 5.1, 4.22)","(11.0, 13.5, 11.833333333333334)","(9.0, 13.5, 12.971428571428572)","(31.0, 60.0, 56.75)","(17.0, 27.0, 24.0)","(5.0, 7.2, 7.046153846153846)"
05-01-2023 12:33:40.030280,"(5.0, 6.2, 5.85)","(6.0, 13.0, 9.666666666666666)","(12.0, 23.0, 18.0)","(9.0, 13.5, 11.75)","(4.2, 5.1, 4.709090909090909)","(11.0, 13.5, 12.071428571428571)","(9.0, 13.5, 12.916666666666668)","(31.0, 60.0, 52.375)","(17.0, 25.0, 21.81818181818182)","(5.0, 7.2, 6.6000000000000005)"
05-01-2023 12:33:41.193782,"(5.0, 6.2, 5.85)","(6.0, 13.0, 10.857142857142858)","(12.0, 23.0, 21.333333333333336)","(9.0, 13.5, 11.90909090909091)","(4.2, 5.3, 4.709090909090909)","(11.0, 13.5, 12.071428571428571)","(9.0, 13.5, 12.916666666666668)","(31.0, 55.0, 48.0)","(17.0, 24.0, 21.444444444444443)","(5.0, 7.0, 6.6000000000000005)"
05-01-2023 12:33:42.367463,"(5.0, 6.2, 5.85)","(6.0, 13.0, 10.857142857142858)","(12.0, 23.0, 21.333333333333336)","(9.0, 13.5, 11.90909090909091)","(4.2, 5.3, 4.8)","(11.0, 13.5, 12.071428571428571)","(9.0, 13.5, 12.916666666666668)","(31.0, 55.0, 48.0)","(17.0, 23.0, 21.25)","(5.0, 7.0, 6.7)"
05-01-2023 12:33:43.528172,"(5.0, 6.2, 5.85)","(6.0, 13.0, 10.857142857142858)","(12.0, 23.0, 19.75)","(9.0, 13.5, 11.90909090909091)","(3.9, 5.2, 4.6)","(11.0, 13.5, 12.6)","(9.0, 13.5, 13.0)","(31.0, 55.0, 48.0)","(17.0, 22.0, 19.5)","(5.0, 7.0, 6.566666666666667)"
05-01-2023 12:33:44.709341,"(5.0, 6.2, 5.85)","(6.0, 13.0, 8.885714285714284)","(12.0, 23.0, 19.75)","(9.0, 13.5, 11.357142857142858)","(3.9, 5.1, 4.385714285714285)","(11.0, 13.5, 12.6)","(9.0, 13.5, 13.0)","(31.0, 50.0, 47.714285714285715)","(17.0, 20.0, 17.75)","(5.0, 7.4, 7.0875)"
05-01-2023 12:33:45.873331,"(5.0, 6.2, 5.7)","(6.5, 13.0, 8.885714285714284)","(12.0, 23.0, 21.916666666666664)","(9.0, 13.5, 11.357142857142858)","(3.8, 5.1, 4.561538461538461)","(11.0, 13.5, 12.6)","(9.0, 13.5, 13.0)","(31.0, 50.0, 47.714285714285715)","(17.0, 19.5, 18.227272727272727)","(5.5, 7.4, 7.0875)"
05-01-2023 12:33:47.090227,"(5.0, 6.2, 5.85)","(6.5, 13.0, 8.885714285714284)","(12.0, 23.0, 21.916666666666664)","(9.0, 13.5, 11.75)","(3.8, 5.1, 4.5)","(11.0, 13.5, 12.8)","(9.0, 13.5, 13.0)","(31.0, 50.0, 48.4)","(17.0, 19.5, 18.72222222222222)","(5.5, 7.4, 7.105882352941177)"
05-01-2023 12:33:48.305750,"(5.0, 6.2, 5.85)","(6.5, 13.0, 8.885714285714284)","(12.0, 23.0, 21.916666666666664)","(9.0, 13.5, 11.75)","(3.8, 5.0, 4.5)","(11.0, 14.0, 12.444444444444445)","(9.0, 13.5, 13.0)","(31.0, 50.0, 48.4)","(17.0, 19.5, 18.72222222222222)","(5.5, 7.2, 7.0769230769230775)"
05-01-2023 12:33:49.577622,"(5.0, 6.2, 6.025)","(6.5, 13.0, 8.885714285714284)","(12.0, 23.0, 22.07142857142857)","(9.0, 13.5, 11.3125)","(3.8, 5.0, 4.66)","(11.0, 14.0, 12.75)","(9.0, 13.5, 13.0)","(31.0, 50.0, 46.6)","(17.0, 19.5, 18.72222222222222)","(5.5, 7.2, 6.907692307692308)"
05-01-2023 12:33:50.794187,"(5.0, 6.2, 6.025)","(6.5, 13.0, 8.885714285714284)","(12.0, 23.0, 22.07142857142857)","(9.0, 13.5, 12.16)","(3.8, 4.9, 4.438461538461539)","(11.0, 13.5, 12.75)","(9.0, 13.5, 13.0)","(31.0, 55.0, 46.6)","(17.0, 19.5, 18.72222222222222)","(5.5, 7.0, 6.907692307692308)"
05-01-2023 12:33:52.040292,"(4.8, 6.2, 6.025)","(6.5, 13.0, 8.885714285714284)","(12.0, 23.0, 22.07142857142857)","(9.0, 14.0, 13.127272727272727)","(3.8, 4.9, 3.9714285714285715)","(11.0, 13.5, 12.75)","(9.0, 13.5, 13.0)","(31.0, 55.0, 46.6)","(17.0, 19.5, 18.72222222222222)","(5.5, 7.0, 6.929411764705883)"
05-01-2023 12:33:53.328449,"(4.8, 6.2, 6.025)","(6.5, 13.0, 8.885714285714284)","(12.0, 23.0, 20.0)","(9.0, 13.5, 11.636363636363637)","(3.8, 5.6, 4.625)","(11.0, 13.5, 12.428571428571429)","(9.0, 13.5, 13.0)","(31.0, 55.0, 47.125)","(17.0, 19.5, 18.72222222222222)","(5.5, 7.0, 6.95)"
05-01-2023 12:33:54.562348,"(4.8, 6.2, 6.1)","(6.5, 13.0, 8.885714285714284)","(12.0, 23.0, 22.0)","(9.0, 13.5, 11.0)","(3.8, 5.5, 4.333333333333333)","(11.0, 13.5, 12.5)","(9.0, 13.5, 13.0)","(31.0, 55.0, 46.0)","(17.0, 19.5, 17.166666666666668)","(5.5, 7.0, 7.0875)"
05-01-2023 12:33:55.828024,"(4.8, 6.2, 6.05)","(7.0, 13.0, 11.376470588235295)","(13.0, 23.0, 22.0)","(9.0, 13.5, 11.357142857142858)","(3.7, 5.3, 4.862500000000001)","(11.0, 13.5, 12.5)","(9.0, 13.5, 13.0)","(31.0, 55.0, 46.0)","(17.0, 19.5, 16.833333333333332)","(5.5, 7.4, 7.0875)"
05-01-2023 12:33:57.043648,"(4.8, 6.2, 6.125)","(7.0, 13.0, 10.6)","(13.0, 23.0, 22.0)","(9.0, 13.5, 11.357142857142858)","(3.7, 5.2, 4.862500000000001)","(11.0, 13.5, 12.5)","(9.0, 13.5, 13.0)","(31.0, 55.0, 46.0)","(17.0, 18.5, 16.833333333333332)","(5.5, 7.4, 7.0875)"
05-01-2023 12:33:58.273307,"(4.8, 6.2, 5.95)","(7.0, 12.5, 11.85)","(13.0, 23.0, 20.25)","(9.0, 13.5, 11.7)","(3.7, 5.2, 4.658333333333333)","(11.0, 13.0, 12.625)","(9.0, 14.0, 12.666666666666666)","(31.0, 50.0, 43.0)","(17.0, 18.0, 17.25)","(5.5, 7.2, 7.0769230769230775)"
05-01-2023 12:33:59.465256,"(4.8, 6.2, 5.95)","(7.0, 12.5, 11.9875)","(13.0, 23.0, 20.25)","(9.0, 13.5, 13.28048780487805)","(3.7, 5.0, 4.65)","(11.0, 13.0, 12.625)","(9.0, 14.0, 12.666666666666666)","(31.0, 50.0, 43.0)","(17.0, 18.0, 17.25)","(5.5, 7.2, 7.0769230769230775)"
05-01-2023 12:34:00.593180,"(4.8, 6.2, 5.95)","(7.0, 12.5, 11.525)","(13.0, 24.0, 20.75)","(9.0, 13.5, 12.5625)","(3.7, 4.9, 4.6923076923076925)","(11.0, 13.0, 12.625)","(9.0, 14.0, 12.666666666666666)","(31.0, 50.0, 43.0)","(17.0, 28.0, 19.2)","(5.5, 7.2, 7.0769230769230775)"
05-01-2023 12:34:01.840232,"(4.8, 6.2, 5.825)","(7.0, 12.5, 11.2)","(13.0, 24.0, 19.333333333333332)","(9.0, 13.5, 12.3)","(3.7, 4.9, 4.608333333333333)","(11.0, 13.0, 12.875)","(9.0, 14.0, 11.6)","(31.0, 50.0, 43.0)","(17.0, 21.0, 20.2)","(5.5, 6.8, 6.707692307692308)"
05-01-2023 12:34:02.998351,"(4.8, 6.0, 5.8)","(7.0, 12.5, 11.2)","(13.0, 23.0, 19.333333333333332)","(9.0, 13.5, 11.916666666666666)","(3.7, 4.9, 4.671428571428572)","(11.0, 13.0, 13.34375)","(9.0, 14.0, 12.5)","(31.0, 50.0, 43.0)","(17.0, 21.0, 18.25)","(5.5, 6.8, 6.733333333333333)"
05-01-2023 12:34:04.122411,"(4.8, 6.0, 5.8)","(7.0, 12.5, 11.914285714285715)","(13.0, 23.0, 19.333333333333332)","(9.0, 14.0, 12.4)","(3.7, 4.9, 4.6)","(11.0, 13.5, 12.392857142857142)","(9.0, 13.5, 12.5)","(31.0, 50.0, 59.0)","(15.0, 19.5, 18.25)","(5.5, 6.8, 6.64)"
05-01-2023 12:34:05.281556,"(4.8, 6.0, 5.8)","(7.0, 12.5, 10.45)","(13.0, 23.0, 19.333333333333332)","(9.0, 14.0, 12.4)","(3.7, 4.8, 4.566666666666666)","(11.0, 12.5, 12.392857142857142)","(9.0, 13.5, 12.5)","(31.0, 65.0, 60.0)","(15.0, 19.5, 17.0)","(5.5, 6.8, 7.2)"
05-01-2023 12:34:06.471361,"(4.8, 6.0, 5.8)","(7.0, 12.5, 10.45)","(13.0, 23.0, 19.333333333333332)","(9.0, 14.0, 12.5)","(3.7, 4.8, 4.566666666666666)","(11.0, 12.5, 12.392857142857142)","(9.0, 13.5, 12.5)","(31.0, 65.0, 58.333333333333336)","(15.0, 19.5, 17.0)","(5.5, 7.4, 7.2)"
05-01-2023 12:34:07.703343,"(4.8, 6.0, 5.8)","(7.0, 12.5, 11.2)","(13.0, 23.0, 19.333333333333332)","(9.0, 14.0, 12.5)","(3.7, 4.8, 4.566666666666666)","(11.0, 12.5, 12.392857142857142)","(9.0, 13.5, 12.5)","(31.0, 65.0, 58.333333333333336)","(15.0, 19.5, 17.0)","(5.5, 7.4, 7.1454545454545455)"
05-01-2023 12:34:09.034215,"(4.8, 6.0, 5.8)","(7.0, 12.5, 11.2)","(13.0, 23.0, 19.333333333333332)","(9.0, 14.0, 12.5)","(3.7, 4.8, 4.566666666666666)","(11.0, 12.5, 12.392857142857142)","(9.0, 13.5, 12.5)","(31.0, 65.0, 58.333333333333336)","(15.0, 19.5, 17.0)","(5.5, 7.4, 7.1454545454545455)"
05-01-2023 12:34:10.349869,"(5.0, 5.9, 5.433333333333334)","(7.0, 12.5, 11.2)","(12.0, 23.0, 19.333333333333332)","(9.0, 14.0, 10.7)","(3.8, 4.8, 4.166666666666667)","(11.0, 12.5, 11.75)","(9.0, 13.5, 12.5)","(31.0, 65.0, 45.666666666666664)","(16.0, 19.5, 17.0)","(5.5, 7.4, 7.1454545454545455)"
