,Ollie One Shot,Black Gemstone,Bountyhunter,Just Call Me Harry,Magic Nitro,Exwhygeetee,Doolittle Dazzler,Youroffal,Agent Starling
15-12-2022 12:40:58.497988,"(1.4, 1.67, 1.6312903225806452)","(15.0, 27.0, 25.75)","(11.0, 17.5, 16.545454545454547)","(20.0, 30.0, 27.75)","(61.0, 130.0, 105.0)","(13.0, 20.0, 18.818181818181817)","(7.5, 9.2, 8.8)","(71.0, 160.0, 131.42857142857144)","(9.0, 16.0, 14.666666666666666)"
15-12-2022 12:40:59.861436,"(1.4, 1.67, 1.6169473684210527)","(17.0, 27.0, 25.75)","(11.0, 17.0, 16.4)","(20.0, 29.0, 27.75)","(61.0, 120.0, 117.5)","(13.0, 19.5, 18.818181818181817)","(7.5, 9.2, 8.729411764705882)","(71.0, 160.0, 131.42857142857144)","(9.0, 16.0, 15.294117647058824)"
15-12-2022 12:41:01.109332,"(1.4, 1.67, 1.6190909090909091)","(17.0, 27.0, 25.75)","(11.0, 17.0, 16.4)","(20.0, 29.0, 27.75)","(61.0, 150.0, 117.5)","(13.0, 19.5, 18.818181818181817)","(7.5, 9.2, 8.729411764705882)","(71.0, 160.0, 131.42857142857144)","(9.0, 16.0, 15.294117647058824)"
15-12-2022 12:41:02.318186,"(1.4, 1.67, 1.6400000000000001)","(17.0, 27.0, 25.75)","(11.0, 17.0, 16.666666666666668)","(20.0, 29.0, 27.75)","(61.0, 140.0, 139.0)","(13.0, 19.5, 18.818181818181817)","(7.5, 9.2, 8.729411764705882)","(71.0, 160.0, 131.42857142857144)","(9.0, 16.0, 15.113636363636363)"
15-12-2022 12:41:03.538998,"(1.4, 1.69, 1.6795)","(17.0, 27.0, 25.75)","(11.0, 17.5, 16.58695652173913)","(20.0, 29.0, 28.11111111111111)","(61.0, 150.0, 148.0)","(13.0, 19.5, 18.136363636363637)","(7.5, 9.0, 8.818181818181818)","(71.0, 160.0, 131.42857142857144)","(9.0, 16.0, 14.916666666666666)"
15-12-2022 12:41:04.710432,"(1.4, 1.69, 1.6738235294117647)","(17.0, 27.0, 25.75)","(11.0, 17.5, 16.9)","(20.0, 29.0, 28.333333333333332)","(61.0, 150.0, 148.0)","(13.0, 19.0, 18.5)","(7.5, 8.8, 8.56)","(71.0, 160.0, 131.42857142857144)","(9.0, 16.0, 14.826086956521738)"
15-12-2022 12:41:05.847780,"(1.35, 1.7, 1.69988)","(17.0, 27.0, 26.5)","(11.0, 17.5, 16.342105263157894)","(19.0, 29.0, 27.5)","(61.0, 150.0, 142.30769230769232)","(13.0, 19.0, 17.6)","(7.5, 8.8, 8.450000000000001)","(71.0, 160.0, 135.0)","(10.0, 16.0, 14.826086956521738)"
15-12-2022 12:41:07.037917,"(1.35, 1.7, 1.6984210526315788)","(17.0, 27.0, 26.5)","(11.0, 17.0, 15.9)","(19.0, 28.0, 27.5)","(61.0, 150.0, 142.30769230769232)","(13.0, 18.5, 19.0)","(7.5, 8.8, 8.450000000000001)","(71.0, 160.0, 135.0)","(10.0, 16.0, 14.826086956521738)"
15-12-2022 12:41:08.285289,"(1.35, 1.7, 1.6975)","(17.0, 27.0, 26.5)","(11.0, 17.0, 16.136363636363637)","(19.0, 28.0, 27.5)","(61.0, 150.0, 143.33333333333334)","(13.0, 20.0, 18.666666666666668)","(7.5, 8.8, 8.568421052631578)","(71.0, 160.0, 135.0)","(10.0, 16.0, 14.826086956521738)"
15-12-2022 12:41:09.554444,"(1.35, 1.71, 1.7057142857142857)","(17.0, 27.0, 26.5)","(11.0, 16.5, 15.4)","(19.0, 28.0, 27.5)","(71.0, 150.0, 143.33333333333334)","(13.0, 19.0, 18.666666666666668)","(7.5, 8.6, 8.284210526315789)","(71.0, 160.0, 135.0)","(10.0, 16.0, 14.826086956521738)"
15-12-2022 12:41:10.845606,"(1.35, 1.71, 1.7057142857142857)","(17.0, 27.0, 26.0)","(11.0, 16.5, 14.944444444444445)","(19.0, 28.0, 27.142857142857142)","(71.0, 150.0, 143.33333333333334)","(13.0, 19.0, 17.875)","(7.5, 8.6, 7.84)","(71.0, 160.0, 135.0)","(10.0, 16.0, 14.916666666666666)"
15-12-2022 12:41:12.109551,"(1.35, 1.73, 1.729212827988338)","(17.0, 27.0, 23.5)","(11.0, 15.0, 15.125)","(19.0, 28.0, 26.2)","(71.0, 150.0, 143.33333333333334)","(13.0, 18.0, 18.823529411764707)","(7.5, 8.0, 7.846153846153846)","(71.0, 160.0, 135.0)","(10.0, 15.0, 14.8)"
15-12-2022 12:41:13.483628,"(1.35, 1.73, 1.7031491712707183)","(17.0, 26.0, 23.5)","(11.0, 16.5, 15.052631578947368)","(19.0, 28.0, 25.285714285714285)","(71.0, 150.0, 143.33333333333334)","(13.0, 19.0, 18.823529411764707)","(7.5, 8.4, 7.744)","(71.0, 160.0, 135.0)","(10.0, 15.0, 14.071428571428571)"
15-12-2022 12:41:14.743828,"(1.35, 1.71, 1.7031491712707183)","(17.0, 26.0, 23.5)","(11.0, 16.5, 15.205882352941176)","(19.0, 30.0, 25.263157894736842)","(71.0, 150.0, 143.33333333333334)","(13.0, 19.0, 18.823529411764707)","(7.5, 8.2, 7.744)","(71.0, 160.0, 156.0)","(10.0, 14.5, 13.875)"
15-12-2022 12:41:16.117167,"(1.35, 1.7, 1.704074074074074)","(17.0, 26.0, 23.5)","(11.0, 16.5, 15.205882352941176)","(19.0, 30.0, 27.0)","(71.0, 150.0, 143.33333333333334)","(13.0, 19.0, 18.823529411764707)","(7.5, 8.2, 7.744)","(71.0, 160.0, 155.71428571428572)","(10.0, 14.0, 13.875)"
15-12-2022 12:41:17.579706,"(1.35, 1.71, 1.6882018927444795)","(17.0, 26.0, 23.5)","(11.0, 16.5, 15.205882352941176)","(19.0, 29.0, 27.0)","(71.0, 150.0, 143.33333333333334)","(13.0, 19.0, 18.823529411764707)","(7.5, 8.2, 7.744)","(71.0, 160.0, 155.71428571428572)","(10.0, 14.0, 13.875)"
15-12-2022 12:41:18.831168,"(1.35, 1.68, 1.674736842105263)","(17.0, 26.0, 23.5)","(11.0, 16.5, 15.071428571428571)","(19.0, 28.0, 28.428571428571427)","(71.0, 150.0, 143.33333333333334)","(13.0, 19.0, 18.87037037037037)","(7.5, 8.2, 7.415384615384616)","(71.0, 160.0, 155.71428571428572)","(10.0, 14.0, 13.95)"
15-12-2022 12:41:20.199072,"(1.35, 1.71, 1.7089655172413794)","(17.0, 26.0, 23.75)","(11.0, 16.5, 15.25)","(19.0, 29.0, 25.714285714285715)","(71.0, 150.0, 143.33333333333334)","(13.0, 21.0, 19.14516129032258)","(7.5, 8.0, 7.415384615384616)","(71.0, 160.0, 155.71428571428572)","(10.0, 14.0, 14.85)"
15-12-2022 12:41:21.397808,"(1.35, 1.71, 1.706896551724138)","(17.0, 26.0, 23.75)","(11.0, 16.5, 15.25)","(19.0, 30.0, 25.714285714285715)","(71.0, 150.0, 143.33333333333334)","(13.0, 21.0, 19.14516129032258)","(7.5, 8.0, 7.415384615384616)","(71.0, 160.0, 155.71428571428572)","(10.0, 15.0, 14.85)"
15-12-2022 12:41:22.506791,"(1.35, 1.73, 1.7291762767710048)","(17.0, 26.0, 23.75)","(11.0, 16.5, 15.25)","(19.0, 29.0, 26.846153846153847)","(71.0, 150.0, 143.33333333333334)","(13.0, 21.0, 19.214285714285715)","(7.5, 8.0, 7.339130434782609)","(71.0, 160.0, 155.71428571428572)","(10.0, 15.0, 14.884615384615385)"
15-12-2022 12:41:23.671575,"(1.35, 1.73, 1.7291762767710048)","(17.0, 26.0, 23.75)","(11.0, 16.5, 15.318181818181818)","(19.0, 29.0, 26.846153846153847)","(71.0, 150.0, 143.33333333333334)","(13.0, 21.0, 19.26086956521739)","(7.5, 8.0, 7.339130434782609)","(71.0, 160.0, 155.71428571428572)","(10.0, 15.0, 14.85)"
15-12-2022 12:41:24.800584,"(1.35, 1.73, 1.729174236168456)","(17.0, 26.0, 24.5)","(11.0, 16.5, 15.318181818181818)","(19.0, 29.0, 26.846153846153847)","(71.0, 150.0, 143.33333333333334)","(13.0, 21.0, 19.26086956521739)","(7.0, 8.0, 7.339130434782609)","(71.0, 160.0, 155.71428571428572)","(10.0, 15.0, 14.866666666666667)"
15-12-2022 12:41:26.078580,"(1.35, 1.73, 1.7291386735572782)","(17.0, 26.0, 25.18181818181818)","(11.0, 16.5, 15.318181818181818)","(19.0, 29.0, 27.4)","(71.0, 150.0, 143.33333333333334)","(13.0, 21.0, 19.23076923076923)","(7.0, 8.0, 7.339130434782609)","(71.0, 160.0, 155.3846153846154)","(10.0, 15.0, 14.894736842105264)"
15-12-2022 12:41:27.327274,"(1.35, 1.73, 1.7291386735572782)","(17.0, 26.0, 25.18181818181818)","(11.0, 16.5, 15.318181818181818)","(19.0, 29.0, 27.4)","(71.0, 150.0, 142.72727272727272)","(13.0, 21.0, 19.23076923076923)","(7.0, 8.0, 7.339130434782609)","(71.0, 160.0, 155.3846153846154)","(10.0, 15.0, 14.894736842105264)"
15-12-2022 12:41:28.933885,"(1.4, 1.73, 1.7292214532871972)","(17.0, 26.0, 25.18181818181818)","(11.0, 16.5, 15.318181818181818)","(18.0, 29.0, 20.042105263157893)","(71.0, 150.0, 142.72727272727272)","(14.0, 21.0, 21.9)","(7.0, 8.0, 7.339130434782609)","(71.0, 160.0, 155.3846153846154)","(10.0, 15.0, 13.666666666666666)"
15-12-2022 12:41:30.345386,"(1.4, 1.73, 1.72725)","(17.0, 26.0, 25.1)","(11.0, 16.5, 15.318181818181818)","(18.0, 22.0, 20.042105263157893)","(71.0, 150.0, 142.72727272727272)","(14.0, 22.0, 21.9)","(7.0, 8.0, 7.333333333333334)","(71.0, 160.0, 155.3846153846154)","(10.0, 14.5, 13.666666666666666)"
15-12-2022 12:41:31.653381,"(1.4, 1.73, 1.727027027027027)","(17.0, 26.0, 25.1)","(11.0, 16.5, 15.318181818181818)","(18.0, 22.0, 20.042105263157893)","(71.0, 150.0, 142.72727272727272)","(14.0, 22.0, 21.9)","(7.0, 8.0, 7.377777777777778)","(71.0, 160.0, 155.3846153846154)","(10.0, 14.5, 13.666666666666666)"
15-12-2022 12:41:33.193880,"(1.4, 1.73, 1.728125)","(17.0, 26.0, 25.25)","(11.0, 16.5, 15.318181818181818)","(18.0, 22.0, 20.363636363636363)","(71.0, 150.0, 137.77777777777777)","(14.0, 22.0, 21.928571428571427)","(7.0, 8.0, 7.76)","(71.0, 160.0, 155.3846153846154)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:34.850936,"(1.4, 1.73, 1.7294050343249427)","(17.0, 26.0, 25.4)","(11.0, 16.5, 15.369565217391305)","(18.0, 21.0, 18.833333333333332)","(71.0, 140.0, 137.77777777777777)","(14.0, 22.0, 21.928571428571427)","(7.0, 7.8, 7.694117647058824)","(71.0, 160.0, 155.3846153846154)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:36.455453,"(1.4, 1.73, 1.7344444444444445)","(17.0, 26.0, 25.4)","(11.0, 16.5, 15.369565217391305)","(18.0, 21.0, 18.833333333333332)","(71.0, 140.0, 161.66666666666666)","(14.0, 22.0, 21.928571428571427)","(7.0, 7.8, 7.694117647058824)","(71.0, 160.0, 155.3846153846154)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:38.035324,"(1.4, 1.74, 1.7344444444444445)","(17.0, 26.0, 25.4)","(11.0, 16.5, 15.369565217391305)","(17.0, 21.0, 19.5)","(71.0, 170.0, 141.66666666666666)","(14.0, 22.0, 21.928571428571427)","(7.0, 7.8, 7.5)","(71.0, 160.0, 155.3846153846154)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:39.500021,"(1.4, 1.74, 1.7344444444444445)","(17.0, 26.0, 25.4)","(11.0, 16.5, 15.369565217391305)","(17.0, 20.0, 19.666666666666668)","(71.0, 170.0, 141.66666666666666)","(14.0, 22.0, 21.941176470588236)","(7.0, 7.8, 7.464)","(71.0, 160.0, 155.3846153846154)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:40.988575,"(1.4, 1.74, 1.7344444444444445)","(17.0, 26.0, 26.81818181818182)","(11.0, 16.5, 15.369565217391305)","(17.0, 20.0, 19.09090909090909)","(71.0, 170.0, 143.1578947368421)","(14.0, 22.0, 21.941176470588236)","(7.0, 7.8, 6.923076923076923)","(71.0, 160.0, 360.0)","(10.0, 14.5, 13.7)"
15-12-2022 12:41:42.647385,"(1.4, 1.76, 1.7344444444444445)","(17.0, 27.0, 26.81818181818182)","(11.0, 16.5, 15.369565217391305)","(17.0, 20.0, 19.09090909090909)","(71.0, 170.0, 143.1578947368421)","(14.0, 22.0, 21.941176470588236)","(7.0, 7.2, 6.890322580645162)","(71.0, 420.0, 390.0)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:44.218076,"(1.4, 1.75, 1.7344444444444445)","(17.0, 27.0, 26.81818181818182)","(11.0, 16.5, 15.369565217391305)","(17.0, 20.0, 19.09090909090909)","(71.0, 170.0, 143.1578947368421)","(14.0, 22.0, 21.941176470588236)","(7.0, 7.2, 7.042105263157895)","(71.0, 420.0, 366.6666666666667)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:45.632488,"(1.4, 1.75, 1.7344444444444445)","(17.0, 27.0, 27.647058823529413)","(11.0, 16.5, 15.318181818181818)","(17.0, 20.0, 19.09090909090909)","(71.0, 170.0, 143.1578947368421)","(14.0, 22.0, 21.941176470588236)","(7.0, 7.2, 7.0285714285714285)","(71.0, 420.0, 320.0)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:46.906117,"(1.4, 1.75, 1.7344444444444445)","(17.0, 28.0, 27.647058823529413)","(11.0, 16.5, 15.318181818181818)","(17.0, 20.0, 19.09090909090909)","(71.0, 170.0, 143.1578947368421)","(14.0, 22.0, 21.941176470588236)","(7.0, 7.2, 6.96)","(71.0, 420.0, 358.8888888888889)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:48.311005,"(1.4, 1.75, 1.7372727272727273)","(17.0, 30.0, 28.142857142857142)","(11.0, 16.0, 15.5)","(17.0, 20.0, 19.09090909090909)","(71.0, 170.0, 143.1578947368421)","(14.0, 22.0, 22.785714285714285)","(7.0, 7.2, 7.04)","(71.0, 410.0, 381.25)","(10.0, 14.5, 14.205882352941176)"
15-12-2022 12:41:49.664260,"(1.4, 1.75, 1.7487878787878788)","(17.0, 30.0, 27.4)","(11.0, 15.0, 14.722222222222221)","(17.0, 20.0, 19.09090909090909)","(71.0, 170.0, 143.1578947368421)","(14.0, 23.0, 23.869565217391305)","(7.0, 7.2, 7.072)","(81.0, 410.0, 347.5)","(10.0, 14.5, 13.653846153846153)"
15-12-2022 12:41:50.957345,"(1.4, 1.75, 1.7404545454545455)","(17.0, 30.0, 27.5625)","(11.0, 15.0, 14.5)","(17.0, 20.0, 19.136363636363637)","(71.0, 170.0, 145.71428571428572)","(14.0, 24.0, 23.869565217391305)","(7.0, 7.2, 7.072)","(81.0, 400.0, 361.42857142857144)","(10.0, 14.5, 13.714285714285714)"
15-12-2022 12:41:52.229440,"(1.4, 1.75, 1.7464705882352942)","(17.0, 30.0, 27.705882352941178)","(11.0, 12.0, 11.554635761589404)","(17.0, 20.0, 19.17391304347826)","(71.0, 170.0, 142.8)","(14.0, 24.0, 22.91304347826087)","(7.0, 7.2, 7.4714285714285715)","(81.0, 390.0, 316.0)","(10.0, 14.5, 14.370967741935484)"
15-12-2022 12:41:53.458923,"(1.45, 1.76, 1.7438805970149254)","(18.0, 30.0, 28.6875)","(11.0, 12.0, 11.836206896551724)","(16.0, 20.0, 19.217391304347824)","(71.0, 170.0, 112.04545454545455)","(15.0, 23.0, 23.2)","(6.5, 7.6, 7.4222222222222225)","(81.0, 400.0, 362.5)","(10.0, 15.0, 13.192307692307692)"
15-12-2022 12:41:54.758063,"(1.45, 1.77, 1.7343781094527364)","(18.0, 30.0, 27.714285714285715)","(11.0, 12.0, 11.854545454545455)","(16.0, 20.0, 19.217391304347824)","(71.0, 170.0, 110.0)","(15.0, 24.0, 22.571428571428573)","(6.5, 7.8, 7.747058823529412)","(81.0, 420.0, 357.5)","(10.0, 13.5, 13.112903225806452)"
15-12-2022 12:41:56.036751,"(1.45, 1.76, 1.7494117647058824)","(18.0, 30.0, 28.105263157894736)","(11.0, 12.5, 12.034883720930232)","(15.0, 20.0, 19.217391304347824)","(71.0, 160.0, 132.14285714285714)","(15.0, 23.0, 22.571428571428573)","(6.5, 7.8, 7.642857142857142)","(91.0, 410.0, 380.0)","(10.0, 13.5, 13.157142857142857)"
15-12-2022 12:41:57.387067,"(1.45, 1.77, 1.7373333333333334)","(18.0, 32.0, 30.166666666666668)","(11.0, 12.5, 12.034883720930232)","(15.0, 20.0, 19.217391304347824)","(71.0, 160.0, 132.14285714285714)","(15.0, 23.0, 22.571428571428573)","(6.5, 7.8, 7.564285714285714)","(91.0, 410.0, 380.0)","(10.0, 13.5, 13.112903225806452)"
15-12-2022 12:41:58.630349,"(1.45, 1.76, 1.750625)","(18.0, 32.0, 31.272727272727273)","(11.0, 12.5, 11.894736842105264)","(15.0, 20.0, 19.333333333333332)","(71.0, 160.0, 140.0)","(15.0, 23.0, 22.517241379310345)","(6.5, 7.8, 7.564285714285714)","(91.0, 410.0, 380.0)","(10.0, 13.5, 13.112903225806452)"
15-12-2022 12:41:59.903976,"(1.45, 1.76, 1.748)","(18.0, 32.0, 31.272727272727273)","(11.0, 12.5, 11.823529411764707)","(15.0, 20.0, 19.333333333333332)","(71.0, 160.0, 140.0)","(15.0, 23.0, 22.571428571428573)","(6.5, 7.8, 7.455)","(91.0, 410.0, 326.0)","(10.0, 13.5, 13.109375)"
15-12-2022 12:42:01.358429,"(1.45, 1.76, 1.742)","(18.0, 32.0, 31.25)","(11.0, 12.5, 12.021739130434783)","(15.0, 20.0, 19.066666666666666)","(71.0, 160.0, 125.71428571428572)","(15.0, 23.0, 22.52)","(6.5, 7.8, 7.478571428571429)","(91.0, 410.0, 320.0)","(10.0, 13.5, 12.7)"
15-12-2022 12:42:02.697815,"(1.45, 1.76, 1.7633870967741936)","(18.0, 32.0, 32.6)","(11.0, 12.5, 12.035714285714286)","(15.0, 20.0, 19.0625)","(71.0, 160.0, 108.75)","(15.0, 23.0, 22.454545454545453)","(6.5, 7.8, 7.828571428571428)","(91.0, 420.0, 270.0)","(10.0, 13.5, 12.7)"
15-12-2022 12:42:04.165767,"(1.45, 1.77, 1.7633870967741936)","(18.0, 34.0, 32.6)","(11.0, 12.5, 11.8125)","(15.0, 20.0, 18.75)","(71.0, 170.0, 108.75)","(15.0, 23.0, 20.55)","(6.5, 8.0, 8.133333333333333)","(91.0, 420.0, 276.25)","(10.0, 13.5, 12.7)"
15-12-2022 12:42:05.601248,"(1.45, 1.77, 1.7650000000000001)","(18.0, 34.0, 32.833333333333336)","(11.0, 12.5, 11.8125)","(15.0, 20.0, 18.75)","(71.0, 170.0, 120.0)","(15.0, 21.0, 20.454545454545453)","(6.5, 8.4, 8.027586206896553)","(91.0, 420.0, 276.25)","(10.0, 13.5, 12.7)"
15-12-2022 12:42:06.912855,"(1.45, 1.76, 1.7577966101694915)","(18.0, 34.0, 32.833333333333336)","(11.0, 12.5, 11.8125)","(15.0, 20.0, 17.9)","(71.0, 160.0, 120.0)","(15.0, 21.0, 20.454545454545453)","(6.5, 8.4, 7.680000000000001)","(91.0, 420.0, 362.5)","(10.0, 13.5, 12.7)"
15-12-2022 12:42:08.195998,"(1.45, 1.77, 1.768688524590164)","(19.0, 34.0, 32.833333333333336)","(11.0, 12.5, 11.8125)","(15.0, 19.5, 18.966666666666665)","(71.0, 160.0, 120.0)","(15.0, 21.0, 20.454545454545453)","(6.5, 8.4, 7.612500000000001)","(91.0, 420.0, 362.5)","(10.0, 13.5, 12.7)"
15-12-2022 12:42:09.533834,"(1.45, 1.79, 1.7697916666666667)","(19.0, 34.0, 33.2)","(11.0, 12.5, 11.8125)","(15.0, 19.5, 18.557692307692307)","(71.0, 160.0, 120.0)","(15.0, 21.0, 18.647058823529413)","(6.5, 8.4, 7.707692307692308)","(91.0, 420.0, 362.5)","(10.0, 13.5, 12.113095238095237)"
15-12-2022 12:42:10.889448,"(1.45, 1.79, 1.7697916666666667)","(19.0, 34.0, 33.2)","(11.0, 12.5, 11.8125)","(15.0, 20.0, 18.557692307692307)","(71.0, 160.0, 125.71428571428572)","(15.0, 21.0, 18.647058823529413)","(6.5, 8.4, 7.725581395348837)","(91.0, 420.0, 362.5)","(10.0, 12.5, 12.025547445255475)"
15-12-2022 12:42:12.080013,"(1.45, 1.79, 1.7709302325581395)","(19.0, 34.0, 32.44444444444444)","(11.0, 12.5, 11.8125)","(15.0, 20.0, 18.557692307692307)","(71.0, 160.0, 125.71428571428572)","(15.0, 21.0, 18.794117647058822)","(6.5, 7.8, 7.787234042553191)","(91.0, 420.0, 362.5)","(10.0, 12.5, 12.007936507936508)"
15-12-2022 12:42:13.204120,"(1.45, 1.8, 1.79725)","(19.0, 34.0, 32.44444444444444)","(11.0, 12.5, 11.8125)","(15.0, 20.0, 18.557692307692307)","(71.0, 160.0, 125.71428571428572)","(15.0, 21.0, 19.285714285714285)","(6.5, 8.0, 7.804651162790697)","(91.0, 420.0, 362.5)","(10.0, 12.5, 11.96551724137931)"
15-12-2022 12:42:14.288565,"(1.45, 1.8, 1.7977540106951873)","(19.0, 34.0, 32.44444444444444)","(11.0, 12.5, 11.8125)","(15.0, 20.0, 18.557692307692307)","(71.0, 160.0, 125.71428571428572)","(15.0, 19.5, 19.285714285714285)","(6.5, 8.0, 7.804651162790697)","(91.0, 420.0, 362.5)","(10.0, 12.5, 11.96551724137931)"
15-12-2022 12:42:15.461242,"(1.45, 1.83, 1.8253846153846154)","(19.0, 34.0, 32.6)","(11.0, 12.5, 11.852941176470589)","(15.0, 15.0, 13.566666666666666)","(71.0, 160.0, 130.0)","(15.0, 20.0, 19.25)","(6.5, 8.0, 7.8604651162790695)","(91.0, 420.0, 374.0)","(10.0, 12.5, 11.983333333333333)"
15-12-2022 12:42:16.672176,"(1.45, 1.84, 1.8355555555555556)","(19.0, 34.0, 32.6)","(11.0, 12.5, 11.852941176470589)","(15.0, 15.0, 13.564516129032258)","(71.0, 160.0, 130.0)","(15.0, 20.0, 19.25)","(6.5, 8.0, 7.8604651162790695)","(91.0, 420.0, 374.0)","(10.0, 12.5, 11.983333333333333)"
15-12-2022 12:42:17.842091,"(1.45, 1.84, 1.8355555555555556)","(19.0, 34.0, 32.6)","(11.0, 12.5, 11.852941176470589)","(15.0, 15.0, 13.914634146341463)","(71.0, 160.0, 130.0)","(15.0, 20.0, 19.25)","(6.5, 8.0, 7.8604651162790695)","(91.0, 420.0, 374.0)","(10.0, 12.5, 11.983333333333333)"
15-12-2022 12:42:19.069612,"(1.45, 1.85, 1.8477142857142859)","(19.0, 34.0, 33.04761904761905)","(11.0, 12.5, 11.936363636363636)","(15.0, 13.0, 12.522727272727273)","(71.0, 160.0, 122.5)","(15.0, 20.0, 19.785714285714285)","(6.5, 8.0, 7.906382978723404)","(91.0, 420.0, 374.0)","(10.0, 12.5, 12.05072463768116)"
15-12-2022 12:42:20.416881,"(1.45, 1.9, 1.8892307692307693)","(19.0, 34.0, 33.04761904761905)","(11.0, 12.5, 12.161764705882353)","(14.0, 13.0, 12.55)","(71.0, 160.0, 122.5)","(15.0, 20.0, 19.214285714285715)","(6.5, 8.0, 7.937499999999999)","(91.0, 420.0, 315.7142857142857)","(10.0, 12.5, 12.186567164179104)"
15-12-2022 12:42:21.843989,"(1.45, 1.88, 1.8793243243243243)","(19.0, 34.0, 33.55555555555556)","(11.0, 12.5, 12.161764705882353)","(14.0, 13.0, 14.214285714285714)","(71.0, 160.0, 122.5)","(15.0, 21.0, 19.214285714285715)","(6.5, 8.2, 7.937499999999999)","(91.0, 410.0, 315.7142857142857)","(10.0, 12.5, 12.271739130434783)"
15-12-2022 12:42:23.283325,"(1.45, 1.88, 1.8791869918699187)","(19.0, 34.0, 33.55555555555556)","(11.0, 12.5, 12.12295081967213)","(14.0, 14.5, 14.363636363636363)","(71.0, 160.0, 130.0)","(15.0, 21.0, 19.214285714285715)","(6.5, 8.2, 8.36923076923077)","(91.0, 410.0, 374.0)","(10.0, 12.5, 12.191176470588236)"
15-12-2022 12:42:24.730945,"(1.45, 1.88, 1.875488721804511)","(19.0, 34.0, 31.81818181818182)","(11.0, 12.5, 12.12295081967213)","(14.0, 14.5, 14.363636363636363)","(71.0, 160.0, 116.15384615384616)","(15.0, 21.0, 19.152173913043477)","(6.5, 8.4, 7.944827586206896)","(91.0, 420.0, 374.0)","(10.0, 12.5, 12.191176470588236)"
15-12-2022 12:42:26.126368,"(1.45, 1.88, 1.875318352059925)","(19.0, 34.0, 32.05714285714286)","(11.0, 12.5, 12.12295081967213)","(14.0, 14.5, 14.363636363636363)","(71.0, 170.0, 120.0)","(15.0, 21.0, 19.152173913043477)","(6.5, 8.0, 7.7176470588235295)","(91.0, 420.0, 374.0)","(10.0, 12.5, 12.191176470588236)"
15-12-2022 12:42:27.432548,"(1.45, 1.88, 1.875318352059925)","(20.0, 34.0, 31.875)","(11.0, 12.5, 12.12295081967213)","(14.0, 14.5, 14.395348837209303)","(71.0, 170.0, 120.0)","(15.0, 21.0, 19.785714285714285)","(6.5, 8.0, 7.733333333333333)","(101.0, 420.0, 381.6666666666667)","(10.0, 12.5, 12.17142857142857)"
15-12-2022 12:42:28.808717,"(1.45, 1.88, 1.86125)","(20.0, 34.0, 31.875)","(11.0, 12.5, 12.12295081967213)","(14.0, 14.5, 14.951219512195122)","(71.0, 170.0, 120.0)","(15.0, 20.0, 19.785714285714285)","(6.5, 8.0, 7.733333333333333)","(101.0, 420.0, 374.0)","(10.0, 12.5, 12.17142857142857)"
15-12-2022 12:42:30.204941,"(1.45, 1.88, 1.8787980769230768)","(20.0, 34.0, 31.875)","(11.0, 12.5, 12.12295081967213)","(14.0, 15.0, 14.951219512195122)","(71.0, 170.0, 120.0)","(15.0, 20.0, 19.785714285714285)","(6.5, 7.8, 7.72)","(101.0, 420.0, 381.6666666666667)","(10.0, 12.5, 12.17142857142857)"
15-12-2022 12:42:31.493393,"(1.45, 1.88, 1.8787980769230768)","(20.0, 34.0, 31.875)","(11.0, 12.5, 12.12295081967213)","(14.0, 15.0, 14.956521739130435)","(71.0, 170.0, 116.15384615384616)","(15.0, 20.0, 19.785714285714285)","(6.5, 7.8, 7.72)","(101.0, 420.0, 374.0)","(10.0, 12.5, 12.191176470588236)"
15-12-2022 12:42:32.836754,"(1.45, 1.91, 1.9089748953974894)","(20.0, 34.0, 31.875)","(11.0, 12.5, 12.12295081967213)","(14.0, 15.0, 14.25)","(71.0, 170.0, 116.15384615384616)","(15.0, 20.0, 19.863636363636363)","(6.5, 7.8, 7.72)","(101.0, 420.0, 374.0)","(10.0, 12.5, 11.15)"
15-12-2022 12:42:34.076669,"(1.45, 1.88, 1.8704545454545454)","(20.0, 34.0, 31.875)","(11.0, 12.5, 12.12295081967213)","(14.0, 15.0, 14.25)","(71.0, 170.0, 116.15384615384616)","(15.0, 20.0, 19.863636363636363)","(6.5, 7.8, 7.72)","(101.0, 420.0, 374.0)","(10.0, 11.5, 10.540816326530612)"
15-12-2022 12:42:35.259502,"(1.45, 1.88, 1.8794190871369294)","(20.0, 34.0, 33.0)","(11.0, 12.5, 12.12295081967213)","(14.0, 15.0, 14.969696969696969)","(71.0, 170.0, 125.45454545454545)","(15.0, 20.0, 19.5)","(6.5, 7.8, 7.72)","(101.0, 420.0, 374.0)","(10.0, 12.5, 10.540816326530612)"
