,Turnpike Bob,Grab The Gold,Spikes Shirl,Striking Moon,Hashtag Winning,Rocket Blast,Ready And Rich
12-01-2023 10:18:44.329900,"(3.3, 4.8, 4.666666666666666)","(5.5, 6.2, 5.857142857142857)","(11.0, 19.5, 18.61111111111111)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.992156862745098)","(11.0, 12.0, 10.4)"
12-01-2023 10:18:45.444679,"(3.3, 4.8, 4.666666666666666)","(5.5, 6.2, 5.857142857142857)","(11.0, 19.5, 18.772727272727273)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.992156862745098)","(11.0, 12.0, 10.4)"
12-01-2023 10:18:46.574807,"(3.3, 4.8, 4.666666666666666)","(5.5, 6.2, 5.857142857142857)","(11.0, 19.5, 18.772727272727273)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.992156862745098)","(11.0, 12.0, 10.4)"
12-01-2023 10:18:47.654861,"(3.3, 4.8, 4.666666666666666)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:48.875671,"(3.3, 4.8, 4.666666666666666)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:50.152225,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:51.407090,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:52.622920,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:53.796959,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:54.935955,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:56.126967,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:57.302169,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:58.314121,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.571428571428571)"
12-01-2023 10:18:59.463013,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 12.0, 10.75)"
12-01-2023 10:19:00.706704,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 11.5, 10.75)"
12-01-2023 10:19:01.865338,"(3.3, 4.7, 4.58)","(5.5, 6.2, 5.857142857142857)","(11.0, 18.5, 17.75)","(3.0, 3.9, 3.859090909090909)","(9.0, 10.5, 9.975000000000001)","(9.0, 10.0, 9.991836734693878)","(11.0, 11.5, 10.75)"
12-01-2023 10:19:02.984801,"(3.3, 4.7, 4.614285714285715)","(5.5, 6.2, 5.872727272727273)","(11.0, 18.0, 16.25)","(3.0, 3.9, 3.858510638297872)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.992592592592592)","(11.0, 11.5, 10.75)"
12-01-2023 10:19:04.167190,"(3.3, 4.7, 4.625)","(5.5, 6.2, 5.817647058823529)","(11.0, 18.0, 17.625)","(3.0, 3.9, 3.8651162790697673)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.93015873015873)","(11.0, 11.5, 10.253333333333334)"
12-01-2023 10:19:05.409438,"(3.3, 4.7, 4.62)","(5.5, 6.2, 5.817647058823529)","(11.0, 18.0, 17.625)","(3.0, 3.9, 3.8651162790697673)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.93015873015873)","(11.0, 11.5, 10.253333333333334)"
12-01-2023 10:19:06.615921,"(3.3, 4.7, 4.62)","(5.5, 6.2, 5.817647058823529)","(11.0, 18.0, 17.625)","(3.0, 3.9, 3.8651162790697673)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.93015873015873)","(11.0, 11.5, 10.253333333333334)"
12-01-2023 10:19:07.778211,"(3.3, 4.7, 4.62)","(5.5, 6.2, 5.817647058823529)","(11.0, 18.0, 17.625)","(3.0, 3.9, 3.8651162790697673)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.93015873015873)","(11.0, 11.5, 10.253333333333334)"
12-01-2023 10:19:08.943969,"(3.3, 4.7, 4.62)","(5.5, 6.2, 5.817647058823529)","(11.0, 18.0, 17.625)","(3.0, 3.9, 3.8651162790697673)","(9.0, 10.5, 10.08)","(9.0, 10.0, 9.93015873015873)","(11.0, 11.5, 10.253333333333334)"
12-01-2023 10:19:10.144109,"(3.3, 4.7, 4.62)","(5.5, 6.2, 5.817647058823529)","(11.0, 18.0, 17.625)","(3.0, 3.9, 3.8651162790697673)","(9.0, 10.5, 10.08)","(9.0, 10.0, 10.342857142857143)","(11.0, 11.5, 10.515789473684212)"
12-01-2023 10:19:11.437278,"(3.3, 4.7, 4.62)","(5.5, 6.2, 5.817647058823529)","(11.0, 18.0, 17.625)","(3.0, 3.9, 3.8451923076923076)","(9.0, 10.5, 10.033333333333333)","(9.0, 10.5, 10.35483870967742)","(11.0, 11.5, 10.515789473684212)"
12-01-2023 10:19:12.653013,"(3.6, 4.7, 4.62)","(5.0, 6.2, 5.817647058823529)","(12.0, 18.0, 17.625)","(3.1, 3.9, 3.8451923076923076)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 10.35483870967742)","(9.0, 11.5, 10.515789473684212)"
12-01-2023 10:19:13.751924,"(3.6, 4.7, 4.62)","(5.0, 6.2, 5.817647058823529)","(12.0, 18.0, 17.625)","(3.1, 3.9, 3.8451923076923076)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 10.35483870967742)","(9.0, 11.5, 10.515789473684212)"
12-01-2023 10:19:14.955728,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.033333333333333)","(12.0, 18.0, 17.625)","(3.1, 3.9, 3.843)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 10.35483870967742)","(9.0, 11.5, 10.515789473684212)"
12-01-2023 10:19:16.106198,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.066666666666666)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.846875)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 10.32)","(9.0, 11.5, 10.4)"
12-01-2023 10:19:17.228661,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.066666666666666)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.846875)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 10.32)","(9.0, 11.5, 10.4)"
12-01-2023 10:19:18.368027,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.066666666666666)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.846875)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 10.32)","(9.0, 11.5, 10.4)"
12-01-2023 10:19:19.586645,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.7891304347826087)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 10.32)","(9.0, 11.5, 10.285714285714286)"
12-01-2023 10:19:20.829350,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.7891304347826087)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 10.32)","(9.0, 11.5, 10.285714285714286)"
12-01-2023 10:19:22.062370,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.8089285714285714)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.5, 10.285714285714286)"
12-01-2023 10:19:23.231938,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.8089285714285714)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.5, 10.285714285714286)"
12-01-2023 10:19:24.434900,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.8089285714285714)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.5, 10.6)"
12-01-2023 10:19:25.644849,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.7891304347826087)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.0, 10.366666666666667)"
12-01-2023 10:19:26.811704,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.7891304347826087)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.5, 10.366666666666667)"
12-01-2023 10:19:27.898359,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.7891304347826087)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.5, 10.366666666666667)"
12-01-2023 10:19:28.935387,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.7891304347826087)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.5, 10.366666666666667)"
12-01-2023 10:19:30.148791,"(3.6, 4.7, 4.62)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.79375)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.5, 10.177777777777779)"
12-01-2023 10:19:31.509293,"(3.6, 4.7, 4.647826086956522)","(5.0, 6.2, 6.020689655172414)","(12.0, 18.0, 17.5)","(3.1, 3.9, 3.815)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.5, 10.177777777777779)"
12-01-2023 10:19:32.782356,"(3.6, 4.7, 4.642857142857143)","(5.0, 6.2, 6.007407407407407)","(12.0, 18.0, 16.928571428571427)","(3.1, 3.9, 3.8604651162790695)","(8.5, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(9.0, 11.5, 10.454545454545455)"
12-01-2023 10:19:34.318298,"(3.6, 4.7, 4.642857142857143)","(5.0, 6.2, 6.007407407407407)","(12.0, 18.0, 17.0)","(3.1, 3.9, 3.844827586206897)","(9.0, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(10.0, 11.0, 10.222222222222221)"
12-01-2023 10:19:35.946347,"(3.4, 4.7, 4.642857142857143)","(5.5, 6.2, 6.007407407407407)","(12.0, 17.5, 17.0)","(3.1, 3.85, 3.844827586206897)","(9.0, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(10.0, 11.0, 10.10625)"
12-01-2023 10:19:37.372434,"(3.4, 4.7, 4.642857142857143)","(5.5, 6.2, 6.007407407407407)","(12.0, 17.5, 17.0)","(3.1, 3.85, 3.844827586206897)","(9.0, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(10.0, 10.5, 9.866666666666667)"
12-01-2023 10:19:38.835190,"(3.4, 4.7, 4.642857142857143)","(5.5, 6.2, 6.007407407407407)","(12.0, 17.5, 17.0)","(3.1, 3.85, 3.8604651162790695)","(9.0, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(10.0, 10.0, 9.866666666666667)"
12-01-2023 10:19:40.004163,"(3.4, 4.7, 4.642857142857143)","(5.5, 6.2, 6.007407407407407)","(12.0, 17.5, 17.0)","(3.1, 3.9, 3.8577777777777778)","(9.0, 10.5, 10.033333333333333)","(9.0, 10.5, 9.994444444444445)","(10.0, 10.0, 9.788235294117646)"
12-01-2023 10:19:41.227268,"(3.4, 4.7, 4.642857142857143)","(5.5, 6.2, 6.032258064516129)","(12.0, 17.5, 17.0)","(3.1, 3.9, 3.8577777777777778)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 9.994444444444445)","(10.0, 10.0, 9.788235294117646)"
12-01-2023 10:19:42.424253,"(3.4, 4.7, 4.642857142857143)","(5.5, 6.2, 6.051428571428572)","(12.0, 17.5, 17.0)","(3.1, 3.9, 3.8577777777777778)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 9.994444444444445)","(10.0, 10.0, 9.788235294117646)"
12-01-2023 10:19:43.645657,"(3.4, 4.7, 4.642857142857143)","(5.5, 6.2, 6.051428571428572)","(12.0, 17.5, 16.833333333333332)","(3.1, 3.9, 3.838235294117647)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 9.994444444444445)","(10.0, 10.0, 9.76)"
12-01-2023 10:19:44.753936,"(3.4, 4.8, 4.75)","(5.5, 6.2, 6.051428571428572)","(12.0, 17.5, 16.833333333333332)","(3.1, 3.85, 3.838235294117647)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 9.994444444444445)","(10.0, 10.0, 9.76)"
12-01-2023 10:19:45.937749,"(3.4, 4.8, 4.695652173913043)","(5.5, 6.2, 6.051428571428572)","(12.0, 17.5, 16.833333333333332)","(3.1, 3.85, 3.838235294117647)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 9.93125)","(10.0, 10.0, 9.76)"
12-01-2023 10:19:47.112268,"(3.4, 4.8, 4.707692307692308)","(5.5, 6.2, 5.926315789473684)","(12.0, 17.5, 16.833333333333332)","(3.1, 3.85, 3.625)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 9.93125)","(10.0, 10.0, 9.76)"
12-01-2023 10:19:48.299154,"(3.4, 4.8, 4.759090909090909)","(5.5, 6.2, 5.994736842105263)","(12.0, 17.5, 16.833333333333332)","(3.1, 3.7, 3.625)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 9.93125)","(10.0, 10.0, 9.788235294117646)"
12-01-2023 10:19:49.424795,"(3.4, 4.8, 4.759090909090909)","(5.5, 6.2, 5.994736842105263)","(12.0, 17.5, 16.833333333333332)","(3.1, 3.7, 3.642857142857143)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 9.93125)","(10.0, 10.0, 9.866666666666667)"
12-01-2023 10:19:50.611529,"(3.4, 4.8, 4.759090909090909)","(5.5, 6.2, 6.114285714285715)","(12.0, 17.5, 16.833333333333332)","(3.1, 3.7, 3.6375)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.066666666666666)","(10.0, 10.0, 9.84)"
12-01-2023 10:19:51.861241,"(3.4, 4.8, 4.767857142857142)","(5.5, 6.2, 6.114285714285715)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.7, 3.736904761904762)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.066666666666666)","(10.0, 10.0, 9.84)"
12-01-2023 10:19:53.084613,"(3.4, 4.8, 4.760869565217391)","(5.5, 6.2, 6.114285714285715)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.75, 3.7169398907103828)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.066666666666666)","(10.0, 10.0, 9.84)"
12-01-2023 10:19:54.196115,"(3.4, 4.8, 4.760869565217391)","(5.5, 6.2, 6.114285714285715)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.8, 3.7107784431137727)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.066666666666666)","(10.0, 10.0, 9.84)"
12-01-2023 10:19:55.375832,"(3.4, 4.8, 4.77)","(5.5, 6.2, 6.114285714285715)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.8, 3.7006666666666668)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.066666666666666)","(11.0, 10.0, 9.76)"
12-01-2023 10:19:56.532658,"(3.4, 4.8, 4.77)","(5.5, 6.2, 6.114285714285715)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.8, 3.708805031446541)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.045)","(11.0, 10.0, 9.621052631578946)"
12-01-2023 10:19:57.638770,"(3.4, 4.8, 4.766666666666667)","(5.5, 6.2, 6.114285714285715)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.8, 3.707361963190184)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.045)","(11.0, 10.0, 9.565517241379311)"
12-01-2023 10:19:58.664169,"(3.4, 5.0, 4.861538461538462)","(5.5, 6.2, 6.15)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.8, 3.707361963190184)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.045)","(11.0, 10.0, 9.565517241379311)"
12-01-2023 10:19:59.754141,"(3.4, 5.0, 4.84)","(5.5, 6.2, 6.155555555555556)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.8, 3.707547169811321)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.045)","(11.0, 10.0, 9.91764705882353)"
12-01-2023 10:20:00.865899,"(3.4, 5.0, 4.84)","(5.5, 6.2, 6.153846153846154)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.8, 3.707692307692308)","(9.0, 10.5, 10.005882352941176)","(9.0, 10.5, 10.32)","(11.0, 10.5, 9.545454545454547)"
12-01-2023 10:20:01.986795,"(3.4, 5.0, 4.699999999999999)","(5.5, 6.2, 6.050000000000001)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.8, 3.608)","(9.0, 10.5, 10.069230769230769)","(9.0, 10.5, 9.964705882352941)","(11.0, 9.8, 9.545454545454547)"
12-01-2023 10:20:02.962097,"(3.4, 5.0, 4.699999999999999)","(5.5, 6.2, 6.050000000000001)","(12.0, 17.5, 16.607142857142858)","(3.1, 3.8, 3.608)","(9.0, 10.5, 10.069230769230769)","(9.0, 10.5, 9.964705882352941)","(11.0, 9.8, 9.545454545454547)"
12-01-2023 10:20:04.255526,"(3.4, 5.0, 4.742857142857143)","(5.5, 6.2, 6.050000000000001)","(12.0, 17.5, 16.5)","(3.1, 3.8, 3.669879518072289)","(9.0, 10.5, 10.069230769230769)","(9.0, 10.5, 10.086363636363636)","(11.0, 9.8, 9.545454545454547)"
12-01-2023 10:20:05.669812,"(3.4, 5.0, 4.652631578947368)","(5.5, 6.2, 6.050000000000001)","(12.0, 17.5, 16.5)","(3.1, 3.8, 3.686666666666667)","(9.0, 10.5, 10.069230769230769)","(9.0, 10.5, 10.186206896551724)","(11.0, 9.8, 9.545454545454547)"
12-01-2023 10:20:06.889704,"(3.4, 4.8, 4.652631578947368)","(5.5, 6.2, 6.050000000000001)","(12.0, 17.5, 16.666666666666668)","(3.1, 3.7, 3.662420382165605)","(9.0, 10.5, 10.069230769230769)","(9.0, 10.5, 10.186206896551724)","(11.0, 9.8, 9.545454545454547)"
12-01-2023 10:20:08.132159,"(3.4, 4.8, 4.652631578947368)","(5.5, 6.2, 6.050000000000001)","(12.0, 17.5, 16.666666666666668)","(3.1, 3.8, 3.662420382165605)","(9.0, 10.5, 10.069230769230769)","(9.0, 10.5, 10.186206896551724)","(11.0, 9.8, 9.545454545454547)"
12-01-2023 10:20:09.364592,"(3.4, 4.8, 4.652631578947368)","(5.5, 6.2, 6.050000000000001)","(12.0, 17.5, 16.666666666666668)","(3.1, 3.8, 3.662420382165605)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 10.173333333333334)","(11.0, 9.8, 9.533333333333333)"
12-01-2023 10:20:10.625298,"(3.4, 4.8, 4.678260869565217)","(5.5, 6.2, 5.970588235294118)","(12.0, 17.5, 16.666666666666668)","(3.1, 3.8, 3.662420382165605)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 10.173333333333334)","(11.0, 9.8, 9.533333333333333)"
12-01-2023 10:20:11.784362,"(3.4, 4.8, 4.678260869565217)","(5.5, 6.2, 5.970588235294118)","(12.0, 17.5, 17.348484848484848)","(3.1, 3.8, 3.958064516129032)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 9.96231884057971)","(11.0, 9.8, 9.450000000000001)"
12-01-2023 10:20:12.892922,"(3.4, 4.8, 4.6454545454545455)","(5.5, 6.2, 5.8533333333333335)","(12.0, 17.5, 17.348484848484848)","(3.1, 4.0, 3.940909090909091)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 9.93787878787879)","(11.0, 9.8, 9.450000000000001)"
12-01-2023 10:20:14.010978,"(3.4, 4.8, 4.6454545454545455)","(5.5, 6.2, 5.857142857142857)","(12.0, 17.5, 17.348484848484848)","(3.1, 4.0, 3.978804347826087)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 9.93787878787879)","(11.0, 9.8, 9.450000000000001)"
12-01-2023 10:20:15.126243,"(3.4, 4.8, 4.6454545454545455)","(5.5, 6.2, 5.857142857142857)","(12.0, 17.5, 17.348484848484848)","(3.1, 4.0, 3.978804347826087)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 9.93787878787879)","(11.0, 9.8, 9.450000000000001)"
12-01-2023 10:20:16.214872,"(3.4, 4.8, 4.6454545454545455)","(5.5, 6.2, 5.857142857142857)","(12.0, 17.5, 17.348484848484848)","(3.1, 4.0, 3.978804347826087)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 9.93787878787879)","(11.0, 9.8, 9.450000000000001)"
12-01-2023 10:20:17.406404,"(3.4, 4.8, 4.6454545454545455)","(5.5, 6.2, 5.91764705882353)","(12.0, 17.5, 17.375)","(3.1, 4.0, 3.9783333333333335)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 9.93787878787879)","(11.0, 9.8, 9.210526315789474)"
12-01-2023 10:20:18.388222,"(3.4, 4.8, 4.63)","(5.5, 6.2, 6.0125)","(12.0, 17.5, 17.375)","(3.1, 4.0, 3.9783333333333335)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 9.93787878787879)","(11.0, 9.8, 9.4125)"
12-01-2023 10:20:19.402375,"(3.4, 4.8, 4.63)","(5.5, 6.2, 6.0125)","(12.0, 17.5, 16.3)","(3.1, 4.0, 3.95)","(9.0, 10.5, 10.091666666666667)","(9.0, 10.5, 9.956521739130435)","(11.0, 9.6, 9.4125)"
12-01-2023 10:20:20.496179,"(3.4, 4.8, 4.63)","(5.5, 6.2, 6.0125)","(12.0, 17.5, 16.5)","(3.1, 3.95, 3.922222222222222)","(9.0, 10.5, 9.887500000000001)","(9.0, 10.0, 9.956521739130435)","(11.0, 9.6, 9.4125)"
12-01-2023 10:20:21.605899,"(3.4, 4.8, 4.63)","(5.5, 6.2, 6.0125)","(12.0, 17.5, 16.5)","(3.1, 3.95, 4.074358974358974)","(9.0, 10.5, 11.471518987341772)","(9.0, 10.0, 9.911111111111111)","(11.0, 9.6, 9.207407407407407)"
12-01-2023 10:20:22.662438,"(3.4, 4.7, 4.616666666666667)","(5.5, 6.2, 6.1347826086956525)","(12.0, 17.5, 15.75)","(3.1, 4.1, 4.074358974358974)","(9.0, 11.5, 11.1875)","(9.0, 10.5, 9.871186440677967)","(11.0, 9.8, 9.381818181818181)"
12-01-2023 10:20:23.722000,"(3.4, 4.6, 4.545098039215686)","(5.5, 6.4, 6.271698113207547)","(12.0, 17.5, 16.166666666666668)","(3.1, 4.1, 4.06)","(9.0, 12.0, 11.919753086419753)","(9.0, 10.5, 9.871186440677967)","(11.0, 9.6, 9.381818181818181)"
12-01-2023 10:20:24.843483,"(3.4, 4.6, 4.549090909090909)","(5.5, 6.4, 6.271698113207547)","(12.0, 17.0, 16.166666666666668)","(3.1, 4.1, 4.06)","(9.0, 12.0, 11.919753086419753)","(9.0, 10.5, 9.871186440677967)","(11.0, 9.6, 9.381818181818181)"
12-01-2023 10:20:25.949816,"(3.4, 4.6, 4.549090909090909)","(5.5, 6.4, 6.271698113207547)","(12.0, 17.0, 16.166666666666668)","(3.1, 4.1, 4.06)","(9.0, 12.0, 11.919753086419753)","(9.0, 10.5, 9.876363636363637)","(11.0, 9.6, 9.381818181818181)"
12-01-2023 10:20:27.101891,"(3.4, 4.6, 4.549090909090909)","(5.5, 6.4, 6.271698113207547)","(12.0, 17.0, 16.166666666666668)","(3.1, 4.1, 4.066666666666666)","(9.0, 12.0, 11.919753086419753)","(9.0, 10.5, 9.876363636363637)","(11.0, 9.6, 9.381818181818181)"
12-01-2023 10:20:28.244569,"(3.4, 4.6, 4.549090909090909)","(5.5, 6.4, 6.271698113207547)","(12.0, 17.0, 16.166666666666668)","(3.1, 4.1, 4.15)","(9.0, 12.0, 11.919753086419753)","(9.0, 10.5, 9.876363636363637)","(11.0, 9.6, 9.37142857142857)"
12-01-2023 10:20:29.389245,"(3.4, 4.6, 4.542857142857143)","(5.5, 6.2, 6.18)","(12.0, 17.0, 16.166666666666668)","(3.1, 4.2, 4.1125)","(9.0, 12.0, 11.919753086419753)","(9.0, 10.5, 9.876363636363637)","(11.0, 9.6, 9.37142857142857)"
12-01-2023 10:20:30.425002,"(3.4, 4.5, 4.359999999999999)","(5.5, 6.2, 6.18)","(12.0, 17.0, 16.166666666666668)","(3.1, 4.2, 4.1125)","(9.0, 12.0, 11.919753086419753)","(9.0, 10.5, 9.876363636363637)","(11.0, 9.6, 9.37142857142857)"
12-01-2023 10:20:31.404681,"(3.4, 4.5, 4.359999999999999)","(5.5, 6.2, 6.18)","(12.0, 17.5, 15.423076923076923)","(3.1, 4.2, 4.1125)","(9.0, 12.0, 11.919753086419753)","(9.0, 10.5, 9.876363636363637)","(11.0, 9.6, 9.37142857142857)"
