,Sudden Comfort,Pay Roll,Tranquil Ben,Stacked Deck,Clover Athena,Modulating
15-12-2022 12:12:42.426185,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.171428571428571)","(7.5, 13.5, 10.75)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.3090909090909095)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:43.324030,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.171428571428571)","(7.5, 13.0, 10.0)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.3090909090909095)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:44.225964,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.72)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 6.0)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:45.186571,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.72)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 6.0)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:46.110842,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.057142857142857)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.3090909090909095)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:47.022904,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.3090909090909095)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:47.870098,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.3090909090909095)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:48.723767,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.3090909090909095)","(20.0, 55.0, 29.18181818181818)"
15-12-2022 12:12:49.632727,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 5.666666666666667)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:50.499833,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.114285714285714)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.036363636363637)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:51.411437,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.114285714285714)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.036363636363637)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:52.298297,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.114285714285714)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.036363636363637)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:53.219244,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.114285714285714)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.036363636363637)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:54.144859,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 5.666666666666667)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:55.045324,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 5.666666666666667)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:55.915106,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 5.666666666666667)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:56.818740,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 5.666666666666667)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:57.679806,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.114285714285714)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.133333333333334)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:58.552311,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.88)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.133333333333334)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:12:59.405158,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.88)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 5.8)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:00.317189,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.88)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.675)","(4.8, 7.4, 5.8)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:01.353491,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.88)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.15)","(4.8, 7.4, 5.8)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:02.370657,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.88)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.15)","(4.8, 7.4, 5.8)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:03.308542,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.171428571428571)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.675)","(4.8, 7.4, 6.1454545454545455)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:04.304506,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.171428571428571)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.675)","(4.8, 7.4, 6.1454545454545455)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:05.247327,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.171428571428571)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.675)","(4.8, 7.4, 6.1454545454545455)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:06.253032,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.96)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.675)","(4.8, 7.4, 5.933333333333334)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:07.125241,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.96)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.15)","(4.8, 7.4, 5.933333333333334)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:08.094647,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.228571428571428)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.675)","(4.8, 7.4, 6.254545454545455)","(20.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:09.035656,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.228571428571428)","(7.5, 13.0, 10.857142857142858)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.254545454545455)","(21.0, 55.0, 37.5)"
15-12-2022 12:13:10.000463,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.228571428571428)","(7.5, 13.0, 9.333333333333334)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.254545454545455)","(21.0, 55.0, 37.5)"
15-12-2022 12:13:11.016005,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.228571428571428)","(7.5, 12.5, 9.8)","(3.0, 4.1, 3.15)","(5.0, 7.4, 5.933333333333334)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:11.915118,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.96)","(7.5, 12.5, 9.8)","(3.0, 4.1, 3.15)","(5.0, 7.4, 5.933333333333334)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:12.880976,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.96)","(7.5, 12.5, 9.8)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.254545454545455)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:13.887499,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.228571428571428)","(7.5, 12.5, 9.8)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.254545454545455)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:14.799404,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.228571428571428)","(7.5, 12.5, 9.8)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.254545454545455)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:15.710815,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.228571428571428)","(7.5, 12.5, 9.8)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.254545454545455)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:16.758669,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.96)","(7.5, 12.5, 8.471428571428572)","(3.0, 4.1, 3.15)","(5.0, 7.4, 5.933333333333334)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:17.600475,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.72)","(7.5, 12.5, 8.471428571428572)","(3.0, 4.1, 3.15)","(5.0, 7.4, 5.933333333333334)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:18.499396,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.057142857142857)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.036363636363637)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:19.330812,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.15)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:20.249979,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 5.8)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:21.179015,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 5.8)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:22.139165,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.15)","(5.0, 7.4, 5.257142857142857)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:23.193303,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.090909090909091)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:24.135659,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.414285714285715)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.090909090909091)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:25.012840,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.090909090909091)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:25.996274,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.090909090909091)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:26.867351,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.15)","(5.0, 7.4, 6.036363636363637)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:27.839968,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.15)","(5.0, 7.4, 7.066666666666666)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:28.858688,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.680000000000001)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:29.826450,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.680000000000001)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:30.813372,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.680000000000001)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:31.830481,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.15)","(5.0, 7.4, 6.44)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:32.783577,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.15)","(5.0, 7.4, 6.44)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:33.705290,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.15)","(5.0, 7.4, 6.44)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:34.586871,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.15)","(5.0, 7.4, 6.44)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:35.470225,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.1454545454545455)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:36.549271,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.414285714285715)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:37.707505,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.414285714285715)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:38.675230,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.414285714285715)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:39.619638,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.15)","(5.0, 7.4, 5.866666666666666)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:40.552503,"(3.5, 5.9, 4.36)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.2)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:41.688415,"(3.5, 5.9, 4.36)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.2)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:42.678257,"(3.5, 5.9, 4.36)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.2)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:43.920751,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.84)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.15)","(5.0, 7.4, 6.0)","(21.0, 55.0, 38.529411764705884)"
15-12-2022 12:13:45.145726,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.84)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.3090909090909095)","(21.0, 55.0, 31.666666666666664)"
15-12-2022 12:13:46.228235,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.72)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.3090909090909095)","(21.0, 55.0, 34.714285714285715)"
15-12-2022 12:13:47.288053,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 3.675)","(5.0, 7.4, 6.3090909090909095)","(21.0, 55.0, 34.714285714285715)"
15-12-2022 12:13:48.328530,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.1, 4.041666666666667)","(5.0, 7.4, 6.3090909090909095)","(21.0, 55.0, 34.714285714285715)"
15-12-2022 12:13:49.426388,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.2, 3.58)","(5.0, 7.4, 5.8)","(21.0, 55.0, 33.46153846153847)"
15-12-2022 12:13:50.441964,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.2, 3.58)","(5.0, 7.4, 5.8)","(21.0, 55.0, 33.46153846153847)"
15-12-2022 12:13:51.377348,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.2, 3.58)","(5.0, 7.4, 5.8)","(21.0, 55.0, 33.46153846153847)"
15-12-2022 12:13:52.231761,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 8.975)","(3.0, 4.2, 3.58)","(5.0, 7.4, 5.8)","(21.0, 55.0, 33.46153846153847)"
15-12-2022 12:13:53.139800,"(3.5, 5.9, 4.36)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 5.866666666666666)","(21.0, 55.0, 31.0)"
15-12-2022 12:13:54.089313,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.84)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 5.866666666666666)","(21.0, 55.0, 31.0)"
15-12-2022 12:13:55.163654,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.84)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 5.866666666666666)","(21.0, 55.0, 31.0)"
15-12-2022 12:13:56.151730,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.84)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.725)","(5.0, 7.4, 5.866666666666666)","(21.0, 55.0, 31.0)"
15-12-2022 12:13:57.131071,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.84)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.58)","(5.0, 7.4, 5.866666666666666)","(21.0, 55.0, 31.0)"
15-12-2022 12:13:58.115082,"(3.5, 5.9, 4.36)","(3.9, 6.8, 6.0285714285714285)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 6.2)","(21.0, 55.0, 31.0)"
15-12-2022 12:13:58.977795,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 6.2)","(21.0, 55.0, 31.0)"
15-12-2022 12:13:59.892717,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 6.2)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:00.843130,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 6.0)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:01.743594,"(3.5, 5.9, 4.36)","(3.9, 6.8, 5.76)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 6.0)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:02.698931,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.0)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.7666666666666666)","(5.0, 7.4, 6.0)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:03.551816,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.0)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.875)","(5.0, 7.4, 6.0)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:04.394153,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.085714285714285)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.875)","(5.0, 7.4, 6.036363636363637)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:05.290982,"(3.5, 5.9, 4.325)","(3.9, 6.8, 5.84)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 6.3090909090909095)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:06.249193,"(3.5, 5.9, 4.325)","(3.9, 6.8, 5.84)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 6.3090909090909095)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:07.180384,"(3.5, 5.9, 4.325)","(3.9, 6.8, 5.84)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 4.041666666666667)","(5.0, 7.4, 6.3090909090909095)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:08.115727,"(3.5, 5.9, 4.325)","(3.9, 6.8, 5.84)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.6818181818181817)","(5.0, 7.4, 6.3090909090909095)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:09.105523,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.142857142857142)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.3333333333333335)","(5.0, 7.4, 6.036363636363637)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:09.937845,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.142857142857142)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.6818181818181817)","(5.0, 7.4, 6.090909090909091)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:10.770850,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.142857142857142)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.6818181818181817)","(5.0, 7.4, 6.090909090909091)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:11.639411,"(3.5, 5.9, 4.325)","(3.9, 6.8, 5.92)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.6818181818181817)","(5.0, 7.4, 5.9071428571428575)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:12.524373,"(3.5, 5.9, 4.325)","(3.9, 6.8, 5.92)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.6818181818181817)","(5.0, 7.4, 5.5928571428571425)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:13.404760,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.0)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.32)","(5.0, 7.4, 5.5928571428571425)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:14.295691,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.199999999999999)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.3333333333333335)","(5.0, 7.4, 5.5928571428571425)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:15.367024,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.0)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.6818181818181817)","(5.0, 7.4, 5.8875)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:16.338127,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.0)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.928571428571429)","(5.0, 7.4, 5.8875)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:17.246617,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.0)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.928571428571429)","(5.0, 7.4, 5.8875)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:18.192616,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.0)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.928571428571429)","(5.0, 7.4, 5.8875)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:19.096910,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.257142857142857)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.84375)","(5.0, 7.4, 5.5928571428571425)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:19.996004,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.257142857142857)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.709090909090909)","(5.0, 7.4, 5.8875)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:20.879871,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.257142857142857)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.709090909090909)","(5.0, 7.4, 5.8875)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:21.818814,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.257142857142857)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.709090909090909)","(5.0, 7.4, 5.75)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:22.754097,"(3.5, 5.9, 4.111111111111112)","(3.9, 6.8, 6.55)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.4285714285714284)","(5.0, 7.4, 6.48)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:23.625482,"(3.5, 5.9, 5.071052631578947)","(3.9, 6.8, 6.55)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.3857142857142857)","(5.0, 7.4, 6.48)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:24.488468,"(3.5, 5.9, 4.36)","(3.9, 6.8, 6.257142857142857)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.709090909090909)","(5.0, 7.4, 6.2)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:25.339138,"(3.5, 5.9, 4.325)","(3.9, 6.8, 6.257142857142857)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.709090909090909)","(5.0, 7.4, 6.2)","(21.0, 55.0, 31.0)"
15-12-2022 12:14:26.208521,"(3.5, 5.9, 5.071052631578947)","(3.9, 6.8, 6.257142857142857)","(7.5, 12.5, 10.933333333333334)","(3.0, 4.2, 3.709090909090909)","(5.0, 7.4, 6.2)","(21.0, 55.0, 31.0)"
